https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume MANA3S,Volume USDT
1663459200,2022-09-18 00:00:00,MANA3S/USDT,0.6849,0.6849,0.6849,0.6849,27.3451,18.72865899
1663455600,2022-09-17 23:00:00,MANA3S/USDT,0.6781,0.6781,0.6762,0.6762,36.4264,24.68348718
1663452000,2022-09-17 22:00:00,MANA3S/USDT,0.6843,0.6843,0.6797,0.6797,46.2793,31.45852522
1663448400,2022-09-17 21:00:00,MANA3S/USDT,0.6837,0.6898,0.6781,0.6898,82.2227,56.37561024
1663444800,2022-09-17 20:00:00,MANA3S/USDT,0.6949,0.6949,0.6836,0.6836,56.181,38.73782265
1663441200,2022-09-17 19:00:00,MANA3S/USDT,0.6886,0.6997,0.6886,0.6932,136.3934,94.68991135
1663437600,2022-09-17 18:00:00,MANA3S/USDT,0.6847,0.6928,0.6846,0.6928,340.6959,233.42652756
1663434000,2022-09-17 17:00:00,MANA3S/USDT,0.6821,0.6905,0.6821,0.6853,376.8795,258.23975339
1663430400,2022-09-17 16:00:00,MANA3S/USDT,0.6918,0.6918,0.6764,0.6896,3690.7503,2507.18028172
1663426800,2022-09-17 15:00:00,MANA3S/USDT,0.6911,0.696,0.6911,0.696,71.5675,49.53957194
1663423200,2022-09-17 14:00:00,MANA3S/USDT,0.7021,0.7025,0.6871,0.6871,284.5319,198.09650754
1663419600,2022-09-17 13:00:00,MANA3S/USDT,0.718,0.718,0.7024,0.7024,897.6725,632.79838322
1663416000,2022-09-17 12:00:00,MANA3S/USDT,0.7311,0.7311,0.7181,0.7181,84.2119,61.36163669
1663412400,2022-09-17 11:00:00,MANA3S/USDT,0.721,0.731,0.7209,0.731,528.1081,381.22642833
1663408800,2022-09-17 10:00:00,MANA3S/USDT,0.7193,0.7309,0.7193,0.7295,472.4768,342.2031004
1663405200,2022-09-17 09:00:00,MANA3S/USDT,0.7157,0.7171,0.7157,0.7171,54.2755,38.89885687
1663401600,2022-09-17 08:00:00,MANA3S/USDT,0.7121,0.7151,0.7089,0.7142,159.2119,113.29754152
1663398000,2022-09-17 07:00:00,MANA3S/USDT,0.715,0.715,0.715,0.715,0,0
1663394400,2022-09-17 06:00:00,MANA3S/USDT,0.7193,0.7193,0.715,0.715,307.4935,220.70290863
1663390800,2022-09-17 05:00:00,MANA3S/USDT,0.7193,0.7193,0.7193,0.7193,26.0395,18.73021235
1663387200,2022-09-17 04:00:00,MANA3S/USDT,0.7122,0.7122,0.7121,0.7121,42.9189,30.56423663
1663383600,2022-09-17 03:00:00,MANA3S/USDT,0.7095,0.7239,0.7094,0.7154,2491.7913,1769.26232332
1663380000,2022-09-17 02:00:00,MANA3S/USDT,0.7024,0.7095,0.7024,0.7047,9130.1628,6413.82224616
1663376400,2022-09-17 01:00:00,MANA3S/USDT,0.7076,0.7076,0.7076,0.7076,0,0
1663372800,2022-09-17 00:00:00,MANA3S/USDT,0.7086,0.7086,0.6908,0.7076,1154.3922,806.46480082
1663369200,2022-09-16 23:00:00,MANA3S/USDT,0.7166,0.7166,0.7166,0.7166,0.3489,0.25002174
1663365600,2022-09-16 22:00:00,MANA3S/USDT,0.7071,0.7187,0.7071,0.7187,345.8951,245.03746607
1663362000,2022-09-16 21:00:00,MANA3S/USDT,0.7041,0.709,0.7021,0.709,22.8607,16.08212446
1663358400,2022-09-16 20:00:00,MANA3S/USDT,0.7071,0.7097,0.7022,0.7081,167.9392,118.65083696
1663354800,2022-09-16 19:00:00,MANA3S/USDT,0.7132,0.7239,0.7121,0.7121,778.3547,560.26975911
1663351200,2022-09-16 18:00:00,MANA3S/USDT,0.736,0.7373,0.7021,0.7228,5471.0769,3904.25929476
1663347600,2022-09-16 17:00:00,MANA3S/USDT,0.7419,0.7617,0.7252,0.7373,1064.8135,793.37794243
1663344000,2022-09-16 16:00:00,MANA3S/USDT,0.7373,0.7678,0.7359,0.7419,2587.4218,1945.58031096
1663340400,2022-09-16 15:00:00,MANA3S/USDT,0.7312,0.7366,0.718,0.7366,534.362,387.36888075
1663336800,2022-09-16 14:00:00,MANA3S/USDT,0.7541,0.7541,0.7121,0.7252,2975.155,2188.73259883
1663333200,2022-09-16 13:00:00,MANA3S/USDT,0.7263,0.7638,0.7263,0.7576,2768.0294,2054.69985817
1663329600,2022-09-16 12:00:00,MANA3S/USDT,0.7052,0.7312,0.7052,0.7312,624.8294,450.23368255
1663326000,2022-09-16 11:00:00,MANA3S/USDT,0.7372,0.7373,0.6948,0.7133,3857.6483,2749.32365195
1663322400,2022-09-16 10:00:00,MANA3S/USDT,0.7541,0.7541,0.7273,0.7376,1071.0083,795.3296704
1663318800,2022-09-16 09:00:00,MANA3S/USDT,0.7793,0.7793,0.7553,0.7553,541.8768,415.59197884
1663315200,2022-09-16 08:00:00,MANA3S/USDT,0.7617,0.7792,0.7608,0.7792,575.1203,442.71432123
1663311600,2022-09-16 07:00:00,MANA3S/USDT,0.7576,0.7617,0.7576,0.7581,14.1845,10.76585645
1663308000,2022-09-16 06:00:00,MANA3S/USDT,0.7554,0.7555,0.7518,0.7552,789.6397,596.14847874
1663304400,2022-09-16 05:00:00,MANA3S/USDT,0.7627,0.7627,0.7477,0.7551,903.9411,678.50460427
1663300800,2022-09-16 04:00:00,MANA3S/USDT,0.7741,0.7741,0.7627,0.7627,295.4646,227.52066481
1663297200,2022-09-16 03:00:00,MANA3S/USDT,0.7829,0.7829,0.7728,0.7732,84.3854,65.53865175
1663293600,2022-09-16 02:00:00,MANA3S/USDT,0.776,0.8007,0.776,0.7855,650.1114,515.08104281
1663290000,2022-09-16 01:00:00,MANA3S/USDT,0.7665,0.7806,0.7665,0.7806,1007.6159,777.74412347
1663286400,2022-09-16 00:00:00,MANA3S/USDT,0.7729,0.8066,0.7665,0.7665,1526.2688,1194.887001
1663282800,2022-09-15 23:00:00,MANA3S/USDT,0.7756,0.787,0.772,0.7743,881.7772,688.13323601
1663279200,2022-09-15 22:00:00,MANA3S/USDT,0.768,0.787,0.7674,0.7773,225.2707,174.99941928
1663275600,2022-09-15 21:00:00,MANA3S/USDT,0.7577,0.762,0.7567,0.7567,251.5213,190.38674031
1663272000,2022-09-15 20:00:00,MANA3S/USDT,0.7671,0.7671,0.7562,0.7562,29.1396,22.16617504
1663268400,2022-09-15 19:00:00,MANA3S/USDT,0.767,0.767,0.767,0.767,4.6117,3.5371739
1663264800,2022-09-15 18:00:00,MANA3S/USDT,0.7673,0.7719,0.7673,0.7719,1321.1158,1019.22645569
1663261200,2022-09-15 17:00:00,MANA3S/USDT,0.7665,0.7665,0.7603,0.7629,78.8086,60.2131833
1663257600,2022-09-15 16:00:00,MANA3S/USDT,0.7856,0.787,0.767,0.7735,1345.2629,1036.38109645
1663254000,2022-09-15 15:00:00,MANA3S/USDT,0.7915,0.8091,0.773,0.7754,2155.1422,1683.09751374
1663250400,2022-09-15 14:00:00,MANA3S/USDT,0.7419,0.7934,0.737,0.7912,1485.2573,1147.03333175
1663246800,2022-09-15 13:00:00,MANA3S/USDT,0.7395,0.7576,0.7395,0.7436,986.1527,736.92792254
1663243200,2022-09-15 12:00:00,MANA3S/USDT,0.7433,0.7484,0.7317,0.7361,1211.1527,895.54066895
1663239600,2022-09-15 11:00:00,MANA3S/USDT,0.7552,0.756,0.741,0.741,450.5555,337.78642388
1663236000,2022-09-15 10:00:00,MANA3S/USDT,0.7359,0.7554,0.7359,0.7513,310.6164,232.10658776
1663232400,2022-09-15 09:00:00,MANA3S/USDT,0.736,0.7469,0.7358,0.736,476.5047,351.79154423
1663228800,2022-09-15 08:00:00,MANA3S/USDT,0.7257,0.7456,0.7257,0.7363,144.1901,106.28251375
1663225200,2022-09-15 07:00:00,MANA3S/USDT,0.7334,0.7334,0.7158,0.7239,723.7865,522.76051934
1663221600,2022-09-15 06:00:00,MANA3S/USDT,0.7617,0.7861,0.7299,0.7334,4288.3622,3260.61995552
1663218000,2022-09-15 05:00:00,MANA3S/USDT,0.7648,0.7741,0.7541,0.7541,589.9516,450.90212582
1663214400,2022-09-15 04:00:00,MANA3S/USDT,0.7665,0.7792,0.7628,0.7656,423.1359,326.07699199
1663210800,2022-09-15 03:00:00,MANA3S/USDT,0.766,0.7909,0.765,0.7672,1098.379,855.94321626
1663207200,2022-09-15 02:00:00,MANA3S/USDT,0.7409,0.7752,0.7409,0.7554,867.2085,659.10256142
1663203600,2022-09-15 01:00:00,MANA3S/USDT,0.7393,0.7555,0.7317,0.7317,419.1111,312.34529434
1663200000,2022-09-15 00:00:00,MANA3S/USDT,0.7124,0.7412,0.7124,0.7317,549.7137,397.6908576
1663196400,2022-09-14 23:00:00,MANA3S/USDT,0.7076,0.7171,0.7024,0.7024,234.4797,166.7895018
1663192800,2022-09-14 22:00:00,MANA3S/USDT,0.7108,0.7138,0.6873,0.7063,1766.7376,1240.10475942
1663189200,2022-09-14 21:00:00,MANA3S/USDT,0.7239,0.724,0.708,0.708,1088.0485,779.17716778
1663185600,2022-09-14 20:00:00,MANA3S/USDT,0.7312,0.7347,0.7284,0.7284,194.1552,141.81373777
1663182000,2022-09-14 19:00:00,MANA3S/USDT,0.7494,0.7494,0.723,0.723,1471.9023,1075.16471382
1663178400,2022-09-14 18:00:00,MANA3S/USDT,0.7368,0.7806,0.7359,0.7485,2224.1668,1691.6080279
1663174800,2022-09-14 17:00:00,MANA3S/USDT,0.7299,0.7348,0.7158,0.7299,333.7535,242.25168294
1663171200,2022-09-14 16:00:00,MANA3S/USDT,0.7331,0.7424,0.7299,0.7299,161.5825,119.2387105
1663167600,2022-09-14 15:00:00,MANA3S/USDT,0.7229,0.7331,0.7201,0.7266,250.1569,180.99709416
1663164000,2022-09-14 14:00:00,MANA3S/USDT,0.7223,0.7331,0.7158,0.7231,742.216,537.9731269
1663160400,2022-09-14 13:00:00,MANA3S/USDT,0.7226,0.7411,0.7124,0.7269,916.5117,663.42109088
1663156800,2022-09-14 12:00:00,MANA3S/USDT,0.7398,0.7613,0.7037,0.7142,3628.2766,2694.98297586
1663153200,2022-09-14 11:00:00,MANA3S/USDT,0.7252,0.7539,0.7252,0.7419,767.5635,568.00298735
1663149600,2022-09-14 10:00:00,MANA3S/USDT,0.7299,0.7332,0.7252,0.7253,160.166,116.77964664
1663146000,2022-09-14 09:00:00,MANA3S/USDT,0.7344,0.7378,0.7299,0.7301,270.9691,198.87309657
