https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LTC,Volume ETH
1663347600000,2022-09-16 17:00:00,ETH/LTC,25.810383,25.920866,25.78805,25.822817,725.7097901294736,28.10343233
1663344000000,2022-09-16 16:00:00,ETH/LTC,26.040146,26.040146,25.789098,25.824424,844.0759783421172,32.68518122
1663340400000,2022-09-16 15:00:00,ETH/LTC,25.904477,26.07147,25.904477,26.07147,785.3065693110001,30.1213
1663336800000,2022-09-16 14:00:00,ETH/LTC,26.011771,26.036966,25.871112,25.92763,791.264597866,30.5182
1663333200000,2022-09-16 13:00:00,ETH/LTC,26.189718,26.330611,25.907621,26.029944,662.1486664652568,25.4379597
1663329600000,2022-09-16 12:00:00,ETH/LTC,26.327332,26.35706,26.150836,26.187687,716.7360430404,27.3692
1663326000000,2022-09-16 11:00:00,ETH/LTC,26.283987,26.398948,26.25048,26.331857,764.6579500518654,29.03927171
1663322400000,2022-09-16 10:00:00,ETH/LTC,26.322559,26.35383,26.172058,26.290727,754.0338247962,28.6806
1663318800000,2022-09-16 09:00:00,ETH/LTC,26.423734,26.42467,26.285039,26.343187,729.1484958442587,27.67882625
1663315200000,2022-09-16 08:00:00,ETH/LTC,26.601513,26.601513,26.304592,26.39978,780.039579616,29.5472
1663311600000,2022-09-16 07:00:00,ETH/LTC,26.474154,26.629113,26.377501,26.586763,857.5339794007979,32.25417022
1663308000000,2022-09-16 06:00:00,ETH/LTC,26.393481,26.476567,26.325657,26.476567,713.702340052,26.956
1663304400000,2022-09-16 05:00:00,ETH/LTC,26.220277,26.427369,26.191318,26.378583,723.5434288236,27.4292
1663300800000,2022-09-16 04:00:00,ETH/LTC,26.380825,26.416536,26.230848,26.231802,729.8607407347871,27.82350754
1663297200000,2022-09-16 03:00:00,ETH/LTC,26.241609,26.374081,26.196176,26.374081,793.5565361685,30.0885
1663293600000,2022-09-16 02:00:00,ETH/LTC,26.179595,26.364929,26.11421,26.241917,728.5228513706,27.7618
1663290000000,2022-09-16 01:00:00,ETH/LTC,26.068347,26.301448,26.068347,26.171376,760.1109759936,29.0436
1663286400000,2022-09-16 00:00:00,ETH/LTC,26.255541,26.255541,25.915776,26.148469,796.1741356934533,30.44821231
1663282800000,2022-09-15 23:00:00,ETH/LTC,26.165605,26.271062,26.120075,26.133559,710.3196807317739,27.18036532
1663279200000,2022-09-15 22:00:00,ETH/LTC,26.246215,26.246215,26.077032,26.166425,804.489317681162,30.74509864
1663275600000,2022-09-15 21:00:00,ETH/LTC,26.332236,26.381409,26.198517,26.277645,769.1451516160013,29.26994225
1663272000000,2022-09-15 20:00:00,ETH/LTC,26.318735,26.436839,26.285306,26.303525,817.4477981875,31.0775
1663268400000,2022-09-15 19:00:00,ETH/LTC,26.4184,26.477207,26.336901,26.336901,794.090404368488,30.15124689
1663264800000,2022-09-15 18:00:00,ETH/LTC,26.377776,26.464135,26.286019,26.406104,735.5661415022948,27.85591322
1663261200000,2022-09-15 17:00:00,ETH/LTC,26.395773,26.430512,26.32429,26.379841,835.2042319486999,31.6607
1663257600000,2022-09-15 16:00:00,ETH/LTC,25.858411,26.447258,25.835093,26.413841,768.8570115381365,29.10811084
1663254000000,2022-09-15 15:00:00,ETH/LTC,25.580024,25.895548,25.494729,25.873174,804.6611090615598,31.10020862
1663250400000,2022-09-15 14:00:00,ETH/LTC,26.518089,26.522345,25.469285,25.527303,734.2883131503224,28.76482146
1663246800000,2022-09-15 13:00:00,ETH/LTC,26.545538,26.634113,26.494729,26.494729,732.2397597513288,27.63718624
1663243200000,2022-09-15 12:00:00,ETH/LTC,26.685502,26.723657,26.549123,26.549123,834.2092554445586,31.42134885
1663239600000,2022-09-15 11:00:00,ETH/LTC,26.542842,26.695507,26.491857,26.685603,789.1078254310592,29.57054504
1663236000000,2022-09-15 10:00:00,ETH/LTC,26.401191,26.58669,26.332361,26.56634,805.3784118703524,30.31574586
1663232400000,2022-09-15 09:00:00,ETH/LTC,26.815161,26.815161,26.356433,26.399697,798.5258197161982,30.2475373
1663228800000,2022-09-15 08:00:00,ETH/LTC,27.070926,27.088558,26.807449,26.815027,765.1009471239474,28.53254435
1663225200000,2022-09-15 07:00:00,ETH/LTC,26.825882,27.255224,26.825882,27.176169,836.3052434657308,30.77347817
1663221600000,2022-09-15 06:00:00,ETH/LTC,27.167953,27.167953,26.769604,26.922451,734.1788041101859,27.27013243
1663218000000,2022-09-15 05:00:00,ETH/LTC,27.088095,27.188886,26.853196,27.188886,764.021291043,28.1005
1663214400000,2022-09-15 04:00:00,ETH/LTC,27.180542,27.237041,26.907782,27.105883,711.9224738116178,26.26450036
1663210800000,2022-09-15 03:00:00,ETH/LTC,27.339808,27.339808,26.966156,27.204983,760.789340455656,27.96507318
1663207200000,2022-09-15 02:00:00,ETH/LTC,27.274833,27.402619,26.97835,27.383262,804.9749845462185,29.39660675
1663203600000,2022-09-15 01:00:00,ETH/LTC,27.215676,27.274422,27.023834,27.258013,812.6873734192751,29.81462271
1663200000000,2022-09-15 00:00:00,ETH/LTC,27.226192,27.4,26.898005,27.216055,263.5248957485,9.6827
1663196400000,2022-09-14 23:00:00,ETH/LTC,27.177429,27.273993,26.931334,27.161122,756.7806919393533,27.8626447
1663192800000,2022-09-14 22:00:00,ETH/LTC,26.924607,27.240394,26.75678,27.175879,763.9030883383999,28.1096
1663189200000,2022-09-14 21:00:00,ETH/LTC,26.836893,26.952573,26.543587,26.93419,793.6630935494353,29.46675187
1663185600000,2022-09-14 20:00:00,ETH/LTC,26.697629,26.881606,26.673081,26.881606,670.3854384954188,24.93844447
1663182000000,2022-09-14 19:00:00,ETH/LTC,26.625766,26.749848,26.590033,26.749848,745.1223660096,27.8552
1663178400000,2022-09-14 18:00:00,ETH/LTC,26.429694,26.81417,26.42926,26.595284,804.135859668805,30.23603206
1663174800000,2022-09-14 17:00:00,ETH/LTC,26.346267,26.439351,26.315442,26.420228,830.4031883196905,31.43058373
1663171200000,2022-09-14 16:00:00,ETH/LTC,26.425728,26.570933,26.334839,26.361868,778.5213219628,29.5321
1663167600000,2022-09-14 15:00:00,ETH/LTC,26.438987,26.462489,26.318029,26.414574,740.8603499729364,28.0474086
1663164000000,2022-09-14 14:00:00,ETH/LTC,26.612913,26.612913,26.309079,26.432952,753.8274501259757,28.51847384
1663160400000,2022-09-14 13:00:00,ETH/LTC,26.833879,26.833879,26.546512,26.600238,814.9232690194845,30.63593901
1663156800000,2022-09-14 12:00:00,ETH/LTC,26.884528,26.984234,26.819825,26.848907,782.2751241334,29.1362
1663153200000,2022-09-14 11:00:00,ETH/LTC,26.950582,27.051797,26.872821,26.916764,780.1963689571633,28.9855188
1663149600000,2022-09-14 10:00:00,ETH/LTC,26.947024,26.953797,26.828298,26.936344,743.2152606070888,27.59154177
1663146000000,2022-09-14 09:00:00,ETH/LTC,26.970607,26.987517,26.867603,26.986172,894.9478192704,33.1632
1663142400000,2022-09-14 08:00:00,ETH/LTC,27.446757,27.446757,26.863538,26.950724,721.3954194528,26.7672
1663138800000,2022-09-14 07:00:00,ETH/LTC,27.25041,27.480034,27.158317,27.412707,736.988144926127,26.88490943
1663135200000,2022-09-14 06:00:00,ETH/LTC,26.888304,27.290419,26.888304,27.23478,832.4849123797104,30.56697768
1663131600000,2022-09-14 05:00:00,ETH/LTC,26.978686,27.035708,26.865693,26.897696,725.1027092288,26.9578
1663128000000,2022-09-14 04:00:00,ETH/LTC,26.926182,27.004914,26.926182,27.004914,255.35576629259998,9.4559
1663120800000,2022-09-14 02:00:00,ETH/LTC,26.83,26.83,26.83,26.83,23.8134684893,0.88756871
1663113600000,2022-09-14 00:00:00,ETH/LTC,26.622663,26.622663,26.622663,26.622663,2.55820230373245,0.09609115
1663110000000,2022-09-13 23:00:00,ETH/LTC,26.904646,26.938718,26.647507,26.668093,709.8292044255876,26.61717148
1663106400000,2022-09-13 22:00:00,ETH/LTC,26.9,27.2,26.898676,26.903768,576.6303333914412,21.43306965
1663102800000,2022-09-13 21:00:00,ETH/LTC,26.876344,26.9,26.876344,26.9,0.458033563,0.01702727
1663095600000,2022-09-13 19:00:00,ETH/LTC,26.465909,26.818491,26.465909,26.642372,788.1319475003268,29.58189862
1663092000000,2022-09-13 18:00:00,ETH/LTC,26.152317,26.574542,26.095216,26.341924,822.5850925865543,31.22722139
1663088400000,2022-09-13 17:00:00,ETH/LTC,25.873759,26.175979,25.873759,26.14168,782.3465801320568,29.92717301
1663084800000,2022-09-13 16:00:00,ETH/LTC,25.755605,25.866756,25.544836,25.866756,720.847515844328,27.86772009
1663081200000,2022-09-13 15:00:00,ETH/LTC,25.641879,25.822778,25.459983,25.763648,686.1215647409965,26.63138251
1663077600000,2022-09-13 14:00:00,ETH/LTC,25.189329,25.6479,24.994687,25.6479,703.065708831297,27.41221343
1663074000000,2022-09-13 13:00:00,ETH/LTC,25.614868,25.629595,25.189329,25.189329,713.8077806472772,28.33770525
1663070400000,2022-09-13 12:00:00,ETH/LTC,26.208171,26.411418,25.3579,25.633825,706.4594371585993,27.55965749
1663066800000,2022-09-13 11:00:00,ETH/LTC,27.262585,27.313958,26.1,26.201104,797.4654492803862,30.43633006
1663063200000,2022-09-13 10:00:00,ETH/LTC,27.526667,27.526667,27.230259,27.266418,830.8511400576799,30.4715911
1663059600000,2022-09-13 09:00:00,ETH/LTC,27.5349,27.644001,27.41261,27.498211,997.9460060775104,36.29130659
1663056000000,2022-09-13 08:00:00,ETH/LTC,27.38423,27.539443,27.25,27.526508,732.7744628335196,26.6206837
1663052400000,2022-09-13 07:00:00,ETH/LTC,27.709681,27.72334,27.274847,27.313772,817.6693507390785,29.93615641
1663048800000,2022-09-13 06:00:00,ETH/LTC,27.908451,27.993591,27.696972,27.696972,762.031988803705,27.51318768
1663045200000,2022-09-13 05:00:00,ETH/LTC,27.96174,28.032386,27.854709,27.903494,770.8451758926915,27.62539974
1663041600000,2022-09-13 04:00:00,ETH/LTC,27.720766,28.001435,27.683411,27.989835,836.8489923558019,29.89831817
1663038000000,2022-09-13 03:00:00,ETH/LTC,27.801082,27.942427,27.68036,27.70079,814.8718510677381,29.41691739
1663034400000,2022-09-13 02:00:00,ETH/LTC,27.884662,27.915453,27.670123,27.783046,794.0476387318602,28.58029457
1663030800000,2022-09-13 01:00:00,ETH/LTC,27.785353,27.99291,27.7,27.894363,780.0067944234602,27.96288248
1663027200000,2022-09-13 00:00:00,ETH/LTC,27.99915,28.112518,27.772655,27.786701,844.438951801503,30.39003989
1663023600000,2022-09-12 23:00:00,ETH/LTC,27.969406,27.992735,27.838106,27.959201,737.5501848144678,26.37951581
1663020000000,2022-09-12 22:00:00,ETH/LTC,28.057049,28.067102,27.91687,27.91687,749.3383142107052,26.84177396
1663016400000,2022-09-12 21:00:00,ETH/LTC,28.114579,28.114579,27.894315,28.035267,731.9747082009055,26.10906856
1663012800000,2022-09-12 20:00:00,ETH/LTC,28.123022,28.123022,28.034409,28.066422,840.4995263495999,29.9468
1663009200000,2022-09-12 19:00:00,ETH/LTC,28.236838,28.241922,28.113546,28.130506,844.0978133719342,30.00649236
1663005600000,2022-09-12 18:00:00,ETH/LTC,28.109747,28.271217,28.101848,28.246535,742.94036357,26.302
1663002000000,2022-09-12 17:00:00,ETH/LTC,28.008516,28.109513,27.966084,28.109513,741.302608676136,26.37194777
1662998400000,2022-09-12 16:00:00,ETH/LTC,28.111232,28.236894,28.004986,28.044098,818.7997753230418,29.19686614
1662994800000,2022-09-12 15:00:00,ETH/LTC,28.24432,28.354975,28.020498,28.087609,849.0238477804133,30.22770104
1662991200000,2022-09-12 14:00:00,ETH/LTC,28.238549,28.33012,28.172007,28.270548,825.7034576663191,29.20719675
1662987600000,2022-09-12 13:00:00,ETH/LTC,28.248001,28.327111,28.17272,28.252225,849.520008258579,30.06913644
1662984000000,2022-09-12 12:00:00,ETH/LTC,28.269587,28.346863,28.205086,28.239644,792.2180289895999,28.0534
1662980400000,2022-09-12 11:00:00,ETH/LTC,28.154654,28.330645,28.154654,28.233148,917.6055431479999,32.501
1662976800000,2022-09-12 10:00:00,ETH/LTC,28.272508,28.272508,28.108744,28.140574,796.9486148009879,28.32026862
1662973200000,2022-09-12 09:00:00,ETH/LTC,28.093136,28.252057,28.011841,28.252057,807.9732241325629,28.5987397
1662969600000,2022-09-12 08:00:00,ETH/LTC,28.357308,28.406349,28.012258,28.091186,880.544694932744,31.34594228
1662966000000,2022-09-12 07:00:00,ETH/LTC,28.341371,28.391363,28.244785,28.336198,770.0256058642683,27.17462681
1662962400000,2022-09-12 06:00:00,ETH/LTC,28.198362,28.383445,28.198362,28.300728,913.0405248437172,32.26208615
1662958800000,2022-09-12 05:00:00,ETH/LTC,28.320105,28.355138,28.17182,28.246779,739.3303701523921,26.17397085
1662955200000,2022-09-12 04:00:00,ETH/LTC,28.436635,28.436635,28.241456,28.29489,755.1208623860186,26.68753483
1662951600000,2022-09-12 03:00:00,ETH/LTC,28.128133,28.45,28.114644,28.436698,812.6928243798096,28.5790152
1662948000000,2022-09-12 02:00:00,ETH/LTC,28.164513,28.228514,28.078712,28.113931,825.5679448229255,29.36508398
1662944400000,2022-09-12 01:00:00,ETH/LTC,28.296295,28.40934,28.14535,28.157865,888.6219443609546,31.55856967
1662940800000,2022-09-12 00:00:00,ETH/LTC,28.398408,28.4,28.259607,28.288002,861.6022533388445,30.4582223
1662937200000,2022-09-11 23:00:00,ETH/LTC,28.091772,28.364367,28.091772,28.364367,796.6192666809648,28.08521222
1662933600000,2022-09-11 22:00:00,ETH/LTC,28.013202,28.112813,27.950756,28.099051,801.7637816610505,28.53348256
1662930000000,2022-09-11 21:00:00,ETH/LTC,28.022941,28.176515,27.878003,28.02799,894.0077770914439,31.89696361
1662926400000,2022-09-11 20:00:00,ETH/LTC,28.113701,28.264753,28.005386,28.011672,814.3482030549934,29.07174563
1662922800000,2022-09-11 19:00:00,ETH/LTC,28.119103,28.176179,28.002202,28.125199,860.950813287208,30.61136788
1662919200000,2022-09-11 18:00:00,ETH/LTC,28.256834,28.308172,28.124423,28.124423,911.945631232404,32.42539878
1662915600000,2022-09-11 17:00:00,ETH/LTC,28.207524,28.306976,28.16281,28.263652,697.2478360675309,24.66941767
1662912000000,2022-09-11 16:00:00,ETH/LTC,28.199574,28.228766,28.136866,28.18642,841.650138657501,29.86012905
1662908400000,2022-09-11 15:00:00,ETH/LTC,28.222978,28.334269,28.170505,28.182011,786.8656178469572,27.92084702
1662904800000,2022-09-11 14:00:00,ETH/LTC,28.289171,28.289718,28.187899,28.220718,760.4561431370428,26.94673265
1662901200000,2022-09-11 13:00:00,ETH/LTC,28.295149,28.398349,28.188702,28.283508,764.159473948666,27.01784637
1662897600000,2022-09-11 12:00:00,ETH/LTC,28.158165,28.314128,28.154002,28.276305,850.8448257848232,30.09038224
1662894000000,2022-09-11 11:00:00,ETH/LTC,28.05916,28.2,28.05916,28.167101,895.461970594972,31.79105903
1662890400000,2022-09-11 10:00:00,ETH/LTC,28.013943,28.059813,27.978606,28.046518,705.9629912361378,25.17114571
1662886800000,2022-09-11 09:00:00,ETH/LTC,27.955818,28.068376,27.943728,28.008974,803.9846041866024,28.70453606
1662883200000,2022-09-11 08:00:00,ETH/LTC,27.913562,28.003128,27.913562,27.956275,889.7206779927458,31.82543733
1662879600000,2022-09-11 07:00:00,ETH/LTC,27.922988,28.069664,27.889221,27.912148,774.765265010975,27.75727848
1662876000000,2022-09-11 06:00:00,ETH/LTC,27.805619,28.062484,27.805619,27.926867,830.0172305315369,29.72110085
1662872400000,2022-09-11 05:00:00,ETH/LTC,27.846197,27.934741,27.798088,27.798407,825.2779984155288,29.68796012
1662868800000,2022-09-11 04:00:00,ETH/LTC,27.66841,27.86953,27.665945,27.852706,812.7938749031323,29.18186387
1662865200000,2022-09-11 03:00:00,ETH/LTC,27.484071,27.767841,27.434823,27.668843,808.8267314901025,29.23240164
1662861600000,2022-09-11 02:00:00,ETH/LTC,27.698401,27.71453,27.466973,27.477599,862.063175703164,31.37330797
1662858000000,2022-09-11 01:00:00,ETH/LTC,27.817263,27.832293,27.722633,27.735285,869.3382618615002,31.34412579
1662854400000,2022-09-11 00:00:00,ETH/LTC,28.056314,28.071884,27.804183,27.804183,832.9425880043225,29.95745597
1662850800000,2022-09-10 23:00:00,ETH/LTC,27.944382,28.120442,27.944382,28.044202,870.5509579594525,31.04210125
1662847200000,2022-09-10 22:00:00,ETH/LTC,27.460959,27.992655,27.447261,27.982162,671.9129888758503,24.01218994
1662843600000,2022-09-10 21:00:00,ETH/LTC,27.275137,27.6,27.213075,27.449592,870.0535138553464,31.69640969
1662840000000,2022-09-10 20:00:00,ETH/LTC,27.515059,27.6,27.275531,27.297282,753.2281773396219,27.59352295
1662836400000,2022-09-10 19:00:00,ETH/LTC,27.321916,27.518189,27.316802,27.518189,769.6533651486164,27.96889596
1662832800000,2022-09-10 18:00:00,ETH/LTC,27.028429,27.334257,26.998185,27.326668,845.5202357663497,30.94121229
1662829200000,2022-09-10 17:00:00,ETH/LTC,26.799057,27.046719,26.799057,27.046719,623.0667296584835,23.0366844
1662825600000,2022-09-10 16:00:00,ETH/LTC,26.81183,26.851581,26.717835,26.809814,759.1538104253226,28.31626547
1662822000000,2022-09-10 15:00:00,ETH/LTC,26.986967,26.986967,26.636672,26.815132,825.603359764602,30.78871138
1662818400000,2022-09-10 14:00:00,ETH/LTC,27.416623,27.416623,26.871506,27.004135,789.938102632918,29.2524868
1662814800000,2022-09-10 13:00:00,ETH/LTC,27.220809,27.404375,27.149191,27.404375,775.0589934805625,28.2823087
1662811200000,2022-09-10 12:00:00,ETH/LTC,27.781682,27.781682,27.130423,27.226698,788.2011612302157,28.94956859
1662807600000,2022-09-10 11:00:00,ETH/LTC,27.977861,27.999034,27.759033,27.777505,785.212971910673,28.26794458
1662804000000,2022-09-10 10:00:00,ETH/LTC,28.093294,28.101885,27.98957,27.98957,867.1139953943944,30.97989699
1662800400000,2022-09-10 09:00:00,ETH/LTC,28.089781,28.134957,28.046224,28.079222,831.7532890123435,29.62166434
1662796800000,2022-09-10 08:00:00,ETH/LTC,28.138997,28.138997,27.944549,28.081124,843.0194475976527,30.02085841
1662793200000,2022-09-10 07:00:00,ETH/LTC,27.977039,28.194462,27.963549,28.157878,829.6044120916786,29.46260411
1662789600000,2022-09-10 06:00:00,ETH/LTC,28.11005,28.11005,27.839093,27.95884,820.3406929375112,29.34101318
1662786000000,2022-09-10 05:00:00,ETH/LTC,28.282047,28.282047,28.067801,28.090863,776.579543012472,27.64527181
1662782400000,2022-09-10 04:00:00,ETH/LTC,28.218688,28.300596,28.148564,28.298503,785.5456656701423,27.75926577
1662778800000,2022-09-10 03:00:00,ETH/LTC,28.180955,28.265218,28.139355,28.240064,904.3187402933255,32.02254571
1662775200000,2022-09-10 02:00:00,ETH/LTC,28.143,28.195608,27.863976,28.195608,792.4254700256848,28.10457111
1662771600000,2022-09-10 01:00:00,ETH/LTC,28.086948,28.164238,28.005423,28.151815,794.3552195890227,28.21683858
1662768000000,2022-09-10 00:00:00,ETH/LTC,28.105178,28.111939,27.943351,28.083143,774.0814505534426,27.56391799
1662764400000,2022-09-09 23:00:00,ETH/LTC,28.212068,28.212068,28.043659,28.093278,836.7324798685604,29.78408144
1662760800000,2022-09-09 22:00:00,ETH/LTC,28.264722,28.332392,28.140018,28.234034,765.5311497873151,27.11377162
1662757200000,2022-09-09 21:00:00,ETH/LTC,28.251935,28.307077,28.215518,28.267275,775.7024990058428,27.44171481
1662753600000,2022-09-09 20:00:00,ETH/LTC,28.259558,28.332929,28.23981,28.260319,802.0887250993164,28.38215397
1662750000000,2022-09-09 19:00:00,ETH/LTC,28.14563,28.270523,27.964747,28.254927,862.4840085043479,30.52508359
1662746400000,2022-09-09 18:00:00,ETH/LTC,27.91555,28.194398,27.833571,28.155671,827.9201720970437,29.4050947
1662742800000,2022-09-09 17:00:00,ETH/LTC,28.204651,28.238193,27.888913,27.917369,804.9032600024649,28.83163023
1662739200000,2022-09-09 16:00:00,ETH/LTC,28.225411,28.262094,28.089612,28.208625,861.0218470103363,30.52335401
1662735600000,2022-09-09 15:00:00,ETH/LTC,28.292975,28.4,28.207312,28.24241,806.7176116429241,28.56405001
1662732000000,2022-09-09 14:00:00,ETH/LTC,28.270529,28.35,28.191782,28.276607,852.7204849919598,30.15639341
1662728400000,2022-09-09 13:00:00,ETH/LTC,28.19278,28.296188,28.056865,28.254098,787.684356040919,27.87858795
1662724800000,2022-09-09 12:00:00,ETH/LTC,27.915634,28.238935,27.841411,28.201433,886.8318991116848,31.44634172
1662721200000,2022-09-09 11:00:00,ETH/LTC,27.896436,27.958977,27.840173,27.922925,807.4485608500245,28.91704794
1662717600000,2022-09-09 10:00:00,ETH/LTC,27.658827,27.903269,27.598487,27.897389,785.4258483998243,28.15409888
1662714000000,2022-09-09 09:00:00,ETH/LTC,28.065916,28.067581,27.65,27.659443,757.8811794174615,27.4004498
