https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume AAVE3L,Volume USDT
1663459200,2022-09-18 00:00:00,AAVE3L/USDT,0.000585,0.000588,0.000569,0.000574,3585614.7639,2063.4983706209
1663372800,2022-09-17 00:00:00,AAVE3L/USDT,0.000547,0.000594,0.000542,0.000586,135961552.969,76412.5952435727
1663286400,2022-09-16 00:00:00,AAVE3L/USDT,0.000536,0.000572,0.000507,0.000547,211303433.5869,113919.1626072953
1663200000,2022-09-15 00:00:00,AAVE3L/USDT,0.000651,0.000664,0.000518,0.000536,188003124.1654,108170.4466875583
1663113600,2022-09-14 00:00:00,AAVE3L/USDT,0.000634,0.000704,0.0006,0.000649,192511571.8507,126598.5037962006
1663027200,2022-09-13 00:00:00,AAVE3L/USDT,0.000864,0.000931,0.000627,0.000635,317599940.48984683,248509.32189855509123
1662940800,2022-09-12 00:00:00,AAVE3L/USDT,0.000874,0.001036,0.000821,0.00086,218824601.17808316,196860.84323807110636
1662854400,2022-09-11 00:00:00,AAVE3L/USDT,0.00093,0.00096,0.000815,0.000875,127406136.2017,113305.5620993055
1662768000,2022-09-10 00:00:00,AAVE3L/USDT,0.000877,0.000949,0.000832,0.000919,113809826.3524,101267.2906261719
1662681600,2022-09-09 00:00:00,AAVE3L/USDT,0.000805,0.00096,0.0008,0.000873,187222506.987,163623.6333748599
1662595200,2022-09-08 00:00:00,AAVE3L/USDT,0.000785,0.000844,0.000732,0.000804,191425715.884,151151.0507494181
1662508800,2022-09-07 00:00:00,AAVE3L/USDT,0.000688,0.000824,0.000651,0.000782,232468793.1992,163981.6219537841
1662422400,2022-09-06 00:00:00,AAVE3L/USDT,0.000917,0.000987,0.000677,0.000688,282508366.83035344,239359.5454666024768
1662336000,2022-09-05 00:00:00,AAVE3L/USDT,0.000853,0.000931,0.000794,0.000913,165401953.5468,141138.1879099443
1662249600,2022-09-04 00:00:00,AAVE3L/USDT,0.000807,0.000886,0.000778,0.000854,79915813.8094,66852.7786310628
1662163200,2022-09-03 00:00:00,AAVE3L/USDT,0.000843,0.000856,0.000774,0.000807,101094583.9142,81843.1209391715
1662076800,2022-09-02 00:00:00,AAVE3L/USDT,0.000785,0.000952,0.00075,0.000845,195739042.57336559,163842.60100066680803
1661990400,2022-09-01 00:00:00,AAVE3L/USDT,0.000747,0.000804,0.000679,0.000785,207499641.3824,153085.7358203471
1661904000,2022-08-31 00:00:00,AAVE3L/USDT,0.000748,0.000831,0.000739,0.000752,113139289.07835328,90586.38234698463073
1661817600,2022-08-30 00:00:00,AAVE3L/USDT,0.00078,0.000839,0.00066,0.000747,253952333.16652326,190254.73130765709233
1661731200,2022-08-29 00:00:00,AAVE3L/USDT,0.000613,0.000795,0.000591,0.000774,151827729.79974489,107299.33615421896215
1661644800,2022-08-28 00:00:00,AAVE3L/USDT,0.000699,0.000735,0.000609,0.00061,69356612.87385652,48007.33769434898426
1661558400,2022-08-27 00:00:00,AAVE3L/USDT,0.000713,0.000745,0.00066,0.000701,149190247.14622963,105177.06312781696984
1661472000,2022-08-26 00:00:00,AAVE3L/USDT,0.001091,0.001112,0.000687,0.000717,317741233.3880934,302180.7498367856117
1661385600,2022-08-25 00:00:00,AAVE3L/USDT,0.000942,0.001168,0.00092,0.001092,204113005.30549685,210897.80700731370495
1661299200,2022-08-24 00:00:00,AAVE3L/USDT,0.000981,0.00105,0.0009,0.000939,204305621.86854163,197521.18272462292717
1661212800,2022-08-23 00:00:00,AAVE3L/USDT,0.000952,0.001033,0.000847,0.000979,302492078.01032317,288036.98037937883768
1661126400,2022-08-22 00:00:00,AAVE3L/USDT,0.000873,0.000963,0.000758,0.000946,159512090.20622229,135124.01739579252081
1661040000,2022-08-21 00:00:00,AAVE3L/USDT,0.000791,0.000906,0.000755,0.000874,99792600.85445417,84556.7257227926567
1660953600,2022-08-20 00:00:00,AAVE3L/USDT,0.000806,0.000904,0.000708,0.000793,98790720.97186746,79744.62981675901368
1660867200,2022-08-19 00:00:00,AAVE3L/USDT,0.001274,0.001284,0.000782,0.0008,252324664.36210211,248369.25313398427504
1660780800,2022-08-18 00:00:00,AAVE3L/USDT,0.001524,0.001606,0.001274,0.001279,174789595.89476438,260556.17566217373538
1660694400,2022-08-17 00:00:00,AAVE3L/USDT,0.002044,0.002167,0.00149,0.001521,173558923.80242748,317784.08143487595624
1660608000,2022-08-16 00:00:00,AAVE3L/USDT,0.001915,0.002089,0.00184,0.002044,122461563.36749582,239585.32635743577159
1660521600,2022-08-15 00:00:00,AAVE3L/USDT,0.001932,0.002201,0.001755,0.001915,160296407.7028227,314443.67301890418164
1660435200,2022-08-14 00:00:00,AAVE3L/USDT,0.002097,0.002252,0.001853,0.001933,120272363.25124786,246949.00707461659589
1660348800,2022-08-13 00:00:00,AAVE3L/USDT,0.002363,0.002433,0.002066,0.002097,89484962.16807876,199475.39695948776512
1660262400,2022-08-12 00:00:00,AAVE3L/USDT,0.001972,0.002411,0.001862,0.002374,121942330.38371143,260028.50715155015907
1660176000,2022-08-11 00:00:00,AAVE3L/USDT,0.002165,0.002317,0.001915,0.001972,90926175.69428034,191377.54544874395988
1660089600,2022-08-10 00:00:00,AAVE3L/USDT,0.001541,0.002245,0.001438,0.002162,239595842.14664865,447267.5711871655692
1660003200,2022-08-09 00:00:00,AAVE3L/USDT,0.001787,0.001835,0.001423,0.001543,176216041.5324903,287066.58146703593921
1659916800,2022-08-08 00:00:00,AAVE3L/USDT,0.001736,0.002,0.001728,0.0018,159990176.24129819,297937.8594323233489
1659830400,2022-08-07 00:00:00,AAVE3L/USDT,0.001641,0.00193,0.001538,0.001737,154626839.99526634,267707.6921404759714
1659744000,2022-08-06 00:00:00,AAVE3L/USDT,0.001846,0.001871,0.00163,0.001635,135019314.59945532,234657.1663942176055
1659657600,2022-08-05 00:00:00,AAVE3L/USDT,0.001546,0.001895,0.001538,0.001839,269292326.55703577,472119.99012069938797
1659571200,2022-08-04 00:00:00,AAVE3L/USDT,0.001483,0.001695,0.001428,0.001543,285479638.69675854,442638.50728571487931
1659484800,2022-08-03 00:00:00,AAVE3L/USDT,0.001423,0.001766,0.001331,0.001484,303103146.99682725,472846.43409138208823
1659398400,2022-08-02 00:00:00,AAVE3L/USDT,0.001582,0.001709,0.001192,0.001415,457072371.36105275,639404.85256578008591
1659312000,2022-08-01 00:00:00,AAVE3L/USDT,0.001624,0.001795,0.001455,0.001583,299154351.56988359,484115.21282925229432
1659225600,2022-07-31 00:00:00,AAVE3L/USDT,0.001533,0.0022,0.001473,0.001628,415556928.53113395,765573.57093534592901
1659139200,2022-07-30 00:00:00,AAVE3L/USDT,0.001562,0.001837,0.001469,0.001533,301556380.67839837,490972.69550773290161
1659052800,2022-07-29 00:00:00,AAVE3L/USDT,0.00183,0.001933,0.001465,0.00156,311899025.92634266,529880.58497066721846
1658966400,2022-07-28 00:00:00,AAVE3L/USDT,0.001546,0.001967,0.001299,0.001825,389410550.73731915,629331.9718594931648
1658880000,2022-07-27 00:00:00,AAVE3L/USDT,0.001036,0.001576,0.000953,0.001544,324179187.92488664,395295.3751217663179
1658793600,2022-07-26 00:00:00,AAVE3L/USDT,0.001052,0.001113,0.000851,0.001029,300323912.61740721,296462.33541426277598
1658707200,2022-07-25 00:00:00,AAVE3L/USDT,0.001499,0.00154,0.001043,0.00105,393213890.05873715,485485.11205360041107
1658620800,2022-07-24 00:00:00,AAVE3L/USDT,0.001455,0.001648,0.001395,0.001506,265972598.50605511,405513.78801530712909
1658534400,2022-07-23 00:00:00,AAVE3L/USDT,0.001444,0.001639,0.00125,0.001454,393742254.70789613,564149.47200988936212
1658448000,2022-07-22 00:00:00,AAVE3L/USDT,0.001794,0.001872,0.001387,0.001447,371971591.10670191,603503.8334952708097
1658361600,2022-07-21 00:00:00,AAVE3L/USDT,0.001562,0.001914,0.00141,0.001802,393443669.28975775,657324.55786263859961
1658275200,2022-07-20 00:00:00,AAVE3L/USDT,0.001841,0.002138,0.001488,0.001571,443305189.01022963,812832.91910258928963
1658188800,2022-07-19 00:00:00,AAVE3L/USDT,0.001869,0.00222,0.001638,0.001831,592824850.4435152,1139740.17617440742997
1658102400,2022-07-18 00:00:00,AAVE3L/USDT,0.001469,0.002039,0.001443,0.001869,690998390.86869143,1239307.49363290913745
1658016000,2022-07-17 00:00:00,AAVE3L/USDT,0.00172,0.001755,0.001367,0.001474,448180354.87223054,693099.93919553510191
1657929600,2022-07-16 00:00:00,AAVE3L/USDT,0.001582,0.001869,0.00143,0.001711,427915950.68240997,695542.17777087500997
1657843200,2022-07-15 00:00:00,AAVE3L/USDT,0.001619,0.001868,0.001404,0.001581,370092279.15764226,604975.46820683451078
1657756800,2022-07-14 00:00:00,AAVE3L/USDT,0.001138,0.001692,0.001038,0.00163,560061056.90019374,720375.55597397574174
1657670400,2022-07-13 00:00:00,AAVE3L/USDT,0.000765,0.001184,0.000734,0.001138,805554095.87679585,741974.11579491210167
1657584000,2022-07-12 00:00:00,AAVE3L/USDT,0.000816,0.000916,0.00067,0.000764,545464764.13781527,425162.92207458353002
1657497600,2022-07-11 00:00:00,AAVE3L/USDT,0.00116,0.001197,0.000802,0.000822,299406767.93347102,311635.96153924158151
1657411200,2022-07-10 00:00:00,AAVE3L/USDT,0.001373,0.00138,0.001018,0.001169,364541320.10645253,435663.19792820476766
1657324800,2022-07-09 00:00:00,AAVE3L/USDT,0.000952,0.001429,0.000928,0.001371,280936451.87253667,321142.13863464840324
1657238400,2022-07-08 00:00:00,AAVE3L/USDT,0.000923,0.001113,0.000801,0.000955,431084077.01572543,406065.41929079549844
1657152000,2022-07-07 00:00:00,AAVE3L/USDT,0.000675,0.000977,0.000644,0.000923,419577047.22035946,336485.29943679726315
1657065600,2022-07-06 00:00:00,AAVE3L/USDT,0.000605,0.000706,0.000579,0.000671,467351422.71862127,296079.50110294375351
1656979200,2022-07-05 00:00:00,AAVE3L/USDT,0.000693,0.000723,0.000525,0.000612,452461485.98655025,281773.63629278569353
1656892800,2022-07-04 00:00:00,AAVE3L/USDT,0.000541,0.000696,0.000495,0.000691,453411499.20843265,268896.68155881006879
1656806400,2022-07-03 00:00:00,AAVE3L/USDT,0.000545,0.00056,0.000458,0.000539,300271001.73228927,154160.06525467868587
1656720000,2022-07-02 00:00:00,AAVE3L/USDT,0.000503,0.000561,0.000459,0.000544,362994985.95504154,185280.43404313286167
1656633600,2022-07-01 00:00:00,AAVE3L/USDT,0.000524,0.000577,0.000463,0.000502,550552314.39671281,284754.99799589321589
1656547200,2022-06-30 00:00:00,AAVE3L/USDT,0.000619,0.000624,0.000413,0.000524,566029645.50519302,274732.66822230226604
1656460800,2022-06-29 00:00:00,AAVE3L/USDT,0.000617,0.000715,0.000554,0.000618,449109846.5907022,280936.53595799561213
1656374400,2022-06-28 00:00:00,AAVE3L/USDT,0.000822,0.000971,0.000604,0.000622,359438679.82098339,288985.89644847344587
1656288000,2022-06-27 00:00:00,AAVE3L/USDT,0.000814,0.000936,0.00073,0.000827,209290248.95552624,171338.73277634085201
1656201600,2022-06-26 00:00:00,AAVE3L/USDT,0.001029,0.001183,0.00081,0.000819,251855132.09766497,252922.26393913347469
1656115200,2022-06-25 00:00:00,AAVE3L/USDT,0.001082,0.001292,0.000878,0.001022,349462243.13545101,373077.2893227846207
1656028800,2022-06-24 00:00:00,AAVE3L/USDT,0.000952,0.001167,0.000836,0.00108,516430202.3849872,496739.71949101141903
1655942400,2022-06-23 00:00:00,AAVE3L/USDT,0.000739,0.001013,0.00073,0.000951,509218549.83600409,449147.56970663944123
1655856000,2022-06-22 00:00:00,AAVE3L/USDT,0.000907,0.000983,0.000702,0.000734,650173519.49164503,528220.03518347446769
1655769600,2022-06-21 00:00:00,AAVE3L/USDT,0.00074,0.001331,0.000675,0.000914,829757767.75710317,800529.24383472187709
1655683200,2022-06-20 00:00:00,AAVE3L/USDT,0.000523,0.000794,0.000422,0.000737,945121745.58991045,605072.98441420712598
1655596800,2022-06-19 00:00:00,AAVE3L/USDT,0.000411,0.00055,0.000323,0.000524,844348657.69423658,370355.94155129408508
1655510400,2022-06-18 00:00:00,AAVE3L/USDT,0.000701,0.000752,0.000314,0.000407,708517288.38485574,317838.26558203892813
1655424000,2022-06-17 00:00:00,AAVE3L/USDT,0.000681,0.000788,0.000651,0.000702,174037029.70581763,127116.59859094268033
1655337600,2022-06-16 00:00:00,AAVE3L/USDT,0.001217,0.001309,0.000635,0.00068,444513027.1611301,375425.01919565270928
1655251200,2022-06-15 00:00:00,AAVE3L/USDT,0.001167,0.001229,0.000668,0.001229,331143853.04642068,309343.65537804987387
1655164800,2022-06-14 00:00:00,AAVE3L/USDT,0.001053,0.001264,0.000744,0.001177,375678175.02853509,392905.9563154345743
1655078400,2022-06-13 00:00:00,AAVE3L/USDT,0.00189,0.00197,0.000814,0.00106,406737923.43239054,448959.29798677251919
1654992000,2022-06-12 00:00:00,AAVE3L/USDT,0.002562,0.002639,0.001769,0.001971,105875061.67107792,236264.73350730877189
1654905600,2022-06-11 00:00:00,AAVE3L/USDT,0.004,0.004137,0.002362,0.002543,73604051.94417067,228992.94216446064289
1654819200,2022-06-10 00:00:00,AAVE3L/USDT,0.005357,0.005623,0.00369,0.004004,41170480.97212584,180705.87528754340099
1654732800,2022-06-09 00:00:00,AAVE3L/USDT,0.005517,0.005995,0.005103,0.005367,14698489.80630855,81615.7257558159807
1654646400,2022-06-08 00:00:00,AAVE3L/USDT,0.00596,0.0064,0.00529,0.005533,26276003.91381051,151305.85200445439745
1654560000,2022-06-07 00:00:00,AAVE3L/USDT,0.007373,0.007379,0.005236,0.005975,54471990.02366759,328780.730571000255
1654473600,2022-06-06 00:00:00,AAVE3L/USDT,0.006944,0.008588,0.006876,0.007346,31058981.87096045,240582.78310188895947
1654387200,2022-06-05 00:00:00,AAVE3L/USDT,0.007599,0.007776,0.006845,0.006944,20496891.72669123,149352.83469064943728
1654300800,2022-06-04 00:00:00,AAVE3L/USDT,0.007628,0.007784,0.006756,0.007584,19083072.99795789,138571.50378669313202
1654214400,2022-06-03 00:00:00,AAVE3L/USDT,0.008543,0.009052,0.0069,0.007585,30680582.03271362,240978.4011968866401
1654128000,2022-06-02 00:00:00,AAVE3L/USDT,0.007508,0.008803,0.006924,0.008547,33943778.33957336,260120.87506152357222
1654041600,2022-06-01 00:00:00,AAVE3L/USDT,0.009212,0.011112,0.006257,0.007512,52185263.32104073,459294.70012236266568
1653955200,2022-05-31 00:00:00,AAVE3L/USDT,0.010357,0.012201,0.008924,0.009218,66175378.4705826,679950.65629676157313
1653868800,2022-05-30 00:00:00,AAVE3L/USDT,0.006121,0.011337,0.005909,0.01036,71395370.19375221,621183.85944279157718
1653782400,2022-05-29 00:00:00,AAVE3L/USDT,0.006099,0.006372,0.005391,0.006121,24071981.45692446,142379.26146096100372
1653696000,2022-05-28 00:00:00,AAVE3L/USDT,0.00552,0.00633,0.005256,0.006057,30104293.79230424,175034.35043602544736
1653609600,2022-05-27 00:00:00,AAVE3L/USDT,0.007474,0.007669,0.004928,0.00552,84346638.76038632,502284.76255253156312
1653523200,2022-05-26 00:00:00,AAVE3L/USDT,0.007737,0.008593,0.005561,0.007459,108008155.1638676,797943.4647702758638
1653436800,2022-05-25 00:00:00,AAVE3L/USDT,0.008781,0.009083,0.006816,0.007673,55070163.73269397,424588.70555235068867
1653350400,2022-05-24 00:00:00,AAVE3L/USDT,0.007156,0.0091,0.0059,0.008752,46167202.6689151,343568.60308927242896
1653264000,2022-05-23 00:00:00,AAVE3L/USDT,0.00616,0.009214,0.005748,0.007163,65919745.6196288,508645.90462112360826
1653177600,2022-05-22 00:00:00,AAVE3L/USDT,0.005667,0.006792,0.005518,0.00617,33185576.25438583,200246.15068495269358
1653091200,2022-05-21 00:00:00,AAVE3L/USDT,0.005459,0.006042,0.005213,0.005651,29232753.34045367,165743.51410777757021
1653004800,2022-05-20 00:00:00,AAVE3L/USDT,0.005818,0.006974,0.0045,0.005467,45887776.41218029,261658.0581538051317
1652918400,2022-05-19 00:00:00,AAVE3L/USDT,0.004211,0.005865,0.003788,0.005835,34896042.64967099,170046.55532528599902
1652832000,2022-05-18 00:00:00,AAVE3L/USDT,0.006451,0.007334,0.004086,0.004197,24788439.95732229,135215.73688026626124
1652745600,2022-05-17 00:00:00,AAVE3L/USDT,0.004867,0.006699,0.004849,0.006436,25885326.35675083,154173.93335472294853
1652659200,2022-05-16 00:00:00,AAVE3L/USDT,0.006541,0.006541,0.004278,0.004867,19643698.74873205,97780.42990276081418
1652572800,2022-05-15 00:00:00,AAVE3L/USDT,0.00549,0.006693,0.004738,0.006562,16788966.30720395,95974.82798060937898
1652486400,2022-05-14 00:00:00,AAVE3L/USDT,0.004832,0.005676,0.00399,0.005491,61504542.34836322,289932.81634244902028
1652400000,2022-05-13 00:00:00,AAVE3L/USDT,0.003962,0.006592,0.003791,0.004832,60743751.5382538,325921.36917386645712
1652313600,2022-05-12 00:00:00,AAVE3L/USDT,0.005612,0.007282,0.002652,0.004012,286665564.19680345,1119669.75885667713797
1652227200,2022-05-11 00:00:00,AAVE3L/USDT,0.01359,0.01503,0.004432,0.005502,102223647.0423987,845934.67931108481069
1652140800,2022-05-10 00:00:00,AAVE3L/USDT,0.012627,0.018559,0.010951,0.013649,43255146.15069901,663348.34600170511637
1652054400,2022-05-09 00:00:00,AAVE3L/USDT,0.026803,0.028459,0.012,0.012584,28094130.56685505,472980.92634782934085
1651968000,2022-05-08 00:00:00,AAVE3L/USDT,0.030976,0.031369,0.026261,0.026627,5757990.94166233,167218.29605667686112
1651881600,2022-05-07 00:00:00,AAVE3L/USDT,0.035647,0.036314,0.028117,0.030725,6534804.44332644,218826.75482002797709
1651795200,2022-05-06 00:00:00,AAVE3L/USDT,0.038437,0.0392,0.031284,0.035343,6943639.44529479,246071.53158679390032
1651708800,2022-05-05 00:00:00,AAVE3L/USDT,0.060298,0.063481,0.034714,0.0389,12407788.91844442,581638.74896490769657
1651622400,2022-05-04 00:00:00,AAVE3L/USDT,0.043414,0.0612,0.043027,0.0602,9632743.91521444,486616.97912990471891
1651536000,2022-05-03 00:00:00,AAVE3L/USDT,0.046025,0.048711,0.041448,0.0433,6098705.17584904,277402.62540278897146
1651449600,2022-05-02 00:00:00,AAVE3L/USDT,0.048646,0.051298,0.041301,0.046397,6375473.62477862,295901.44703125429827
1651363200,2022-05-01 00:00:00,AAVE3L/USDT,0.044728,0.050728,0.042115,0.048425,6889119.21893376,319995.66632512644844
1651276800,2022-04-30 00:00:00,AAVE3L/USDT,0.062746,0.06868,0.041,0.044728,7895079.35328796,451078.29036142440416
1651190400,2022-04-29 00:00:00,AAVE3L/USDT,0.074165,0.077027,0.055,0.06275,8666579.73906317,562969.33194640715856
1651104000,2022-04-28 00:00:00,AAVE3L/USDT,0.077293,0.087783,0.071703,0.074652,8198614.68519278,650756.30939459275222
1651017600,2022-04-27 00:00:00,AAVE3L/USDT,0.064725,0.08631,0.063177,0.077293,12190768.86364656,959817.74927258869128
1650931200,2022-04-26 00:00:00,AAVE3L/USDT,0.080692,0.094313,0.0615,0.064725,10053729.4573699,800790.75307178780229
1650844800,2022-04-25 00:00:00,AAVE3L/USDT,0.07687,0.08326,0.060199,0.080778,6605626.68875559,468529.36878740390367
1650758400,2022-04-24 00:00:00,AAVE3L/USDT,0.088233,0.090086,0.076087,0.076685,4084315.85679168,332096.10677983311343
1650672000,2022-04-23 00:00:00,AAVE3L/USDT,0.093688,0.096999,0.086659,0.08777,2664913.10141322,246077.59644013444308
1650585600,2022-04-22 00:00:00,AAVE3L/USDT,0.089466,0.099598,0.085554,0.09356,5873098.93041442,545734.37895882761612
1650499200,2022-04-21 00:00:00,AAVE3L/USDT,0.111469,0.13,0.082322,0.0891,7472398.4911524,816500.13011535452989
1650412800,2022-04-20 00:00:00,AAVE3L/USDT,0.105261,0.1328,0.098178,0.11106,7313320.43456004,836682.0303644415206
1650326400,2022-04-19 00:00:00,AAVE3L/USDT,0.085764,0.107291,0.081295,0.105732,4368771.63261054,412232.7998251915282
1650240000,2022-04-18 00:00:00,AAVE3L/USDT,0.081761,0.086383,0.06813,0.08613,4901808.21509235,380169.54440608105908
1650153600,2022-04-17 00:00:00,AAVE3L/USDT,0.0908,0.0985,0.08041,0.082296,2400230.20963686,220992.81666934061288
1650067200,2022-04-16 00:00:00,AAVE3L/USDT,0.097565,0.097565,0.08644,0.090646,2518409.86261268,229061.62632711282286
1649980800,2022-04-15 00:00:00,AAVE3L/USDT,0.08975,0.09824,0.0856,0.0967,3839902.98557088,353902.58690831194941
1649894400,2022-04-14 00:00:00,AAVE3L/USDT,0.10199,0.106611,0.081059,0.0905,7974514.48239734,740402.32122901346278
1649808000,2022-04-13 00:00:00,AAVE3L/USDT,0.083111,0.104404,0.079,0.1023,6425255.62968661,587784.13742809100503
