https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume MKR,Volume BTC
1663459200,2022-09-18 00:00:00,MKR/BTC,0.03417,0.03425,0.034,0.03421,0.0247,0.000842007
1663372800,2022-09-17 00:00:00,MKR/BTC,0.03381,0.03425,0.03356,0.03415,2.0237,0.068470192
1663286400,2022-09-16 00:00:00,MKR/BTC,0.03346,0.03402,0.03326,0.03395,3.6398,0.12267292
1663200000,2022-09-15 00:00:00,MKR/BTC,0.03471,0.03508,0.03336,0.03342,2.7816,0.094446368
1663113600,2022-09-14 00:00:00,MKR/BTC,0.0345,0.03514,0.03419,0.0347,4.7096,0.162899481
1663027200,2022-09-13 00:00:00,MKR/BTC,0.03285,0.03495,0.03241,0.03438,8.2677,0.280315246
1662940800,2022-09-12 00:00:00,MKR/BTC,0.03452,0.0348,0.03276,0.03295,44.7694,1.51673871
1662854400,2022-09-11 00:00:00,MKR/BTC,0.03541,0.03586,0.0344,0.03462,9.2892,0.32806387
1662768000,2022-09-10 00:00:00,MKR/BTC,0.03651,0.03684,0.03502,0.0353,7.0218,0.249007775
1662681600,2022-09-09 00:00:00,MKR/BTC,0.03761,0.03805,0.0357,0.03639,34.3906,1.263212274
1662595200,2022-09-08 00:00:00,MKR/BTC,0.03843,0.03885,0.03747,0.03752,28.9781,1.096356252
1662508800,2022-09-07 00:00:00,MKR/BTC,0.03881,0.03898,0.03767,0.03828,32.0814,1.233490926
1662422400,2022-09-06 00:00:00,MKR/BTC,0.03742,0.03986,0.0368,0.03879,38.0967,1.465511732
1662336000,2022-09-05 00:00:00,MKR/BTC,0.03762,0.03802,0.03663,0.03743,4.8874,0.183197015
1662249600,2022-09-04 00:00:00,MKR/BTC,0.03748,0.03794,0.03707,0.03762,5.9909,0.224970825
1662163200,2022-09-03 00:00:00,MKR/BTC,0.03748,0.03773,0.03702,0.03748,3.1195,0.116905292
1662076800,2022-09-02 00:00:00,MKR/BTC,0.03764,0.0385,0.03739,0.03762,4.5101,0.170654592
1661990400,2022-09-01 00:00:00,MKR/BTC,0.03786,0.03836,0.03712,0.03764,20.3814,0.768968859
1661904000,2022-08-31 00:00:00,MKR/BTC,0.03981,0.04019,0.0379,0.0379,5.0755,0.197715112
1661817600,2022-08-30 00:00:00,MKR/BTC,0.03996,0.04067,0.03865,0.03974,10.6266,0.426803203
1661731200,2022-08-29 00:00:00,MKR/BTC,0.03774,0.04011,0.03739,0.03993,16.6872,0.660570266
1661644800,2022-08-28 00:00:00,MKR/BTC,0.03818,0.03883,0.03724,0.03762,15.1485,0.582735324
1661558400,2022-08-27 00:00:00,MKR/BTC,0.03764,0.03871,0.0374,0.03823,21.5817,0.828261516
1661472000,2022-08-26 00:00:00,MKR/BTC,0.03927,0.03927,0.03706,0.03757,20.2207,0.771566139
1661385600,2022-08-25 00:00:00,MKR/BTC,0.03997,0.04049,0.03887,0.03918,2.493,0.099685394
1661299200,2022-08-24 00:00:00,MKR/BTC,0.03959,0.04027,0.03942,0.03992,1.3793,0.05475096
1661212800,2022-08-23 00:00:00,MKR/BTC,0.03932,0.04111,0.03887,0.03986,21.1814,0.851267904
1661126400,2022-08-22 00:00:00,MKR/BTC,0.03895,0.04129,0.038,0.03932,38.2582,1.516209015
1661040000,2022-08-21 00:00:00,MKR/BTC,0.0389,0.03976,0.03867,0.03895,7.7624,0.306701055
1660953600,2022-08-20 00:00:00,MKR/BTC,0.0402,0.04061,0.03812,0.03898,14.0812,0.562511759
1660867200,2022-08-19 00:00:00,MKR/BTC,0.03862,0.04025,0.03776,0.04009,34.4422,1.35821474
1660780800,2022-08-18 00:00:00,MKR/BTC,0.03995,0.04067,0.03717,0.03853,22.747,0.894984198
1660694400,2022-08-17 00:00:00,MKR/BTC,0.04108,0.04176,0.03979,0.03989,15.6045,0.640698947
1660608000,2022-08-16 00:00:00,MKR/BTC,0.04132,0.04238,0.04085,0.04111,57.604,2.383492209
1660521600,2022-08-15 00:00:00,MKR/BTC,0.0421,0.04223,0.04111,0.04134,9.7167,0.406337504
1660435200,2022-08-14 00:00:00,MKR/BTC,0.0438,0.04403,0.04129,0.04219,16.7567,0.710089134
1660348800,2022-08-13 00:00:00,MKR/BTC,0.04437,0.04573,0.0435,0.04364,32.657,1.459635715
1660262400,2022-08-12 00:00:00,MKR/BTC,0.04506,0.04548,0.04417,0.04444,9.976,0.448193661
1660176000,2022-08-11 00:00:00,MKR/BTC,0.04649,0.05014,0.04363,0.04516,109.684,5.086010835
1660089600,2022-08-10 00:00:00,MKR/BTC,0.0462,0.0468,0.0459,0.04645,37.1249,1.724816964
1660003200,2022-08-09 00:00:00,MKR/BTC,0.04817,0.04821,0.04573,0.04634,6.6147,0.30713185
1659916800,2022-08-08 00:00:00,MKR/BTC,0.04872,0.04922,0.04755,0.04801,17.5183,0.84606471
1659830400,2022-08-07 00:00:00,MKR/BTC,0.0474,0.04923,0.04682,0.0488,32.2204,1.552214467
1659744000,2022-08-06 00:00:00,MKR/BTC,0.04804,0.04898,0.04719,0.04742,11.5156,0.553380285
1659657600,2022-08-05 00:00:00,MKR/BTC,0.04641,0.04816,0.04625,0.04786,23.7344,1.117187403
1659571200,2022-08-04 00:00:00,MKR/BTC,0.04572,0.04674,0.04532,0.04635,25.4807,1.181349865
1659484800,2022-08-03 00:00:00,MKR/BTC,0.04549,0.04643,0.04476,0.04572,17.8195,0.818918667
