https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume HBAR,Volume EUR
1656979200,2022-07-05 00:00:00,HBAR/EUR,0.06122,0.06132,0.05695,0.05981,384424.94631309,22992.456038985914
1656892800,2022-07-04 00:00:00,HBAR/EUR,0.05890,0.06097,0.05798,0.06095,921171.16294310,56145.38238138194
1656806400,2022-07-03 00:00:00,HBAR/EUR,0.06024,0.06061,0.05851,0.05951,154606.10133544,9200.609090472035
1656720000,2022-07-02 00:00:00,HBAR/EUR,0.05924,0.06108,0.05891,0.06108,89141.15254860,5444.741597668489
1656633600,2022-07-01 00:00:00,HBAR/EUR,0.06044,0.06049,0.05832,0.05954,152641.53054305,9088.276728533197
1656547200,2022-06-30 00:00:00,HBAR/EUR,0.06112,0.06122,0.05749,0.06028,600019.18563785,36169.156510249595
1656460800,2022-06-29 00:00:00,HBAR/EUR,0.06311,0.06316,0.06095,0.06150,339319.49942290,20868.149214508347
1656374400,2022-06-28 00:00:00,HBAR/EUR,0.06500,0.06694,0.06210,0.06210,266980.10226107,16579.464350412447
1656288000,2022-06-27 00:00:00,HBAR/EUR,0.06506,0.06799,0.06491,0.06600,268455.43901864,17718.058975230244
1656201600,2022-06-26 00:00:00,HBAR/EUR,0.06971,0.07145,0.06490,0.06490,201689.89472736,13089.674167805664
1656115200,2022-06-25 00:00:00,HBAR/EUR,0.06934,0.07114,0.06746,0.07023,147005.70768844,10324.21085095914
1656028800,2022-06-24 00:00:00,HBAR/EUR,0.06939,0.07184,0.06899,0.07184,301185.11393304,21637.138584949593
1655942400,2022-06-23 00:00:00,HBAR/EUR,0.06677,0.06981,0.06677,0.06966,323819.67184912,22557.2783410097
1655856000,2022-06-22 00:00:00,HBAR/EUR,0.07112,0.07248,0.06726,0.06726,189861.16914870,12770.062236941561
1655769600,2022-06-21 00:00:00,HBAR/EUR,0.06607,0.07471,0.06607,0.06947,323753.60137361,22491.16268742469
1655683200,2022-06-20 00:00:00,HBAR/EUR,0.06271,0.07000,0.06271,0.06746,317024.12281435,21386.447325056055
1655596800,2022-06-19 00:00:00,HBAR/EUR,0.05961,0.06461,0.05812,0.06339,486401.45477102,30832.98821793496
1655510400,2022-06-18 00:00:00,HBAR/EUR,0.06592,0.06592,0.05600,0.05918,236105.11211221,13972.700534800588
1655424000,2022-06-17 00:00:00,HBAR/EUR,0.06454,0.06592,0.06434,0.06434,169848.54470209,10928.05536613247
1655337600,2022-06-16 00:00:00,HBAR/EUR,0.06839,0.06839,0.06113,0.06126,286201.81377992,17532.7231121579
1655251200,2022-06-15 00:00:00,HBAR/EUR,0.06418,0.06745,0.05745,0.06745,672146.70863798,45336.29549763175
1655164800,2022-06-14 00:00:00,HBAR/EUR,0.06000,0.06504,0.05943,0.06221,256472.05204630,15955.126357800324
1655078400,2022-06-13 00:00:00,HBAR/EUR,0.06692,0.06700,0.05795,0.06103,671435.55146447,40977.7117058766
1654992000,2022-06-12 00:00:00,HBAR/EUR,0.07317,0.07324,0.06655,0.06655,107292.72861287,7140.3310891864985
1654905600,2022-06-11 00:00:00,HBAR/EUR,0.07827,0.07827,0.07149,0.07400,174129.07959908,12885.551890331919
1654819200,2022-06-10 00:00:00,HBAR/EUR,0.08139,0.08150,0.07626,0.07696,190708.11362463,14676.896424551525
1654732800,2022-06-09 00:00:00,HBAR/EUR,0.08139,0.08366,0.08137,0.08244,71790.51325860,5918.409913038984
1654646400,2022-06-08 00:00:00,HBAR/EUR,0.08258,0.08393,0.08170,0.08284,107447.83985007,8900.979053179799
1654560000,2022-06-07 00:00:00,HBAR/EUR,0.08463,0.08710,0.08344,0.08473,177111.86064492,15006.687952444072
1654473600,2022-06-06 00:00:00,HBAR/EUR,0.08822,0.09093,0.08787,0.09009,92898.37004415,8369.214157277473
1654387200,2022-06-05 00:00:00,HBAR/EUR,0.08730,0.08852,0.08490,0.08757,230308.69331047,20168.132273197858
1654300800,2022-06-04 00:00:00,HBAR/EUR,0.08240,0.08396,0.08240,0.08350,65095.19918898,5435.44913227983
1654214400,2022-06-03 00:00:00,HBAR/EUR,0.08505,0.08545,0.08197,0.08281,137647.56369400,11398.59474950014
1654128000,2022-06-02 00:00:00,HBAR/EUR,0.08408,0.08602,0.08315,0.08602,131827.48921993,11339.800622698378
1654041600,2022-06-01 00:00:00,HBAR/EUR,0.09100,0.09100,0.08294,0.08474,197840.14329787,16764.973743061502
1653955200,2022-05-31 00:00:00,HBAR/EUR,0.09150,0.09150,0.08709,0.08793,268240.21238920,23586.361875382354
1653868800,2022-05-30 00:00:00,HBAR/EUR,0.08345,0.08996,0.08345,0.08975,273217.14837561,24521.239066710998
1653782400,2022-05-29 00:00:00,HBAR/EUR,0.08096,0.08425,0.08096,0.08425,70945.51022329,5977.159236312183
1653696000,2022-05-28 00:00:00,HBAR/EUR,0.08179,0.08322,0.08159,0.08215,272024.44697933,22346.80831935196
1653609600,2022-05-27 00:00:00,HBAR/EUR,0.08430,0.09450,0.08000,0.08141,264870.30123467,21563.091223514482
1653523200,2022-05-26 00:00:00,HBAR/EUR,0.09236,0.09239,0.08196,0.08440,205155.09735610,17315.090216854842
1653436800,2022-05-25 00:00:00,HBAR/EUR,0.09155,0.09409,0.08996,0.09208,334825.82094986,30830.761593063104
1653350400,2022-05-24 00:00:00,HBAR/EUR,0.09241,0.09342,0.08700,0.09293,216325.62300973,20103.14014629421
1653264000,2022-05-23 00:00:00,HBAR/EUR,0.09894,0.10095,0.09201,0.09201,844075.43847640,77663.38109421356
1653177600,2022-05-22 00:00:00,HBAR/EUR,0.09498,0.09933,0.09498,0.09838,305342.32822265,30039.578250544306
1653091200,2022-05-21 00:00:00,HBAR/EUR,0.09392,0.09747,0.09392,0.09601,120093.28924726,11530.156700629434
1653004800,2022-05-20 00:00:00,HBAR/EUR,0.09792,0.09930,0.09269,0.09463,401287.42056739,37973.82860829212
1652918400,2022-05-19 00:00:00,HBAR/EUR,0.09665,0.10007,0.09231,0.09867,287321.18414478,28349.98123956544
1652832000,2022-05-18 00:00:00,HBAR/EUR,0.10283,0.10283,0.09498,0.09565,200866.85865524,19212.915030373708
1652745600,2022-05-17 00:00:00,HBAR/EUR,0.09896,0.10418,0.09500,0.10381,635428.53037320,65963.83573804189
1652659200,2022-05-16 00:00:00,HBAR/EUR,0.10000,0.10500,0.09471,0.10013,284475.65458065,28484.54729316048
1652572800,2022-05-15 00:00:00,HBAR/EUR,0.09459,0.10243,0.09459,0.10220,296204.24263368,30272.073597162096
1652486400,2022-05-14 00:00:00,HBAR/EUR,0.09512,0.09977,0.08800,0.09714,217096.42419010,21088.746645826315
1652400000,2022-05-13 00:00:00,HBAR/EUR,0.08286,0.10245,0.08286,0.09535,603863.52358244,57578.38697358566
1652313600,2022-05-12 00:00:00,HBAR/EUR,0.09100,0.11439,0.06977,0.08417,1369660.13010557,115284.29315098582
1652227200,2022-05-11 00:00:00,HBAR/EUR,0.10754,0.11088,0.08000,0.08651,603279.99066832,52189.75199271637
1652140800,2022-05-10 00:00:00,HBAR/EUR,0.09900,0.11525,0.09763,0.10919,475696.94346446,51941.34925688439
1652054400,2022-05-09 00:00:00,HBAR/EUR,0.12209,0.12209,0.10000,0.10000,456276.78453616,45627.678453616005
1651968000,2022-05-08 00:00:00,HBAR/EUR,0.12235,0.12340,0.11843,0.12070,245251.19648996,29601.819416338174
1651881600,2022-05-07 00:00:00,HBAR/EUR,0.12704,0.12837,0.11980,0.12339,294964.32028398,36395.64747984029
1651795200,2022-05-06 00:00:00,HBAR/EUR,0.12847,0.12933,0.12263,0.12809,356913.23664118,45717.01648136875
1651708800,2022-05-05 00:00:00,HBAR/EUR,0.14335,0.14609,0.12753,0.12918,424271.72880351,54807.42192683742
1651622400,2022-05-04 00:00:00,HBAR/EUR,0.13261,0.14265,0.13234,0.14236,235541.08463592,33531.62880876957
1651536000,2022-05-03 00:00:00,HBAR/EUR,0.13255,0.13896,0.13085,0.13204,154594.17741972,20412.61518649983
1651449600,2022-05-02 00:00:00,HBAR/EUR,0.13943,0.14049,0.12700,0.13343,445059.58685090,59384.30067351559
1651363200,2022-05-01 00:00:00,HBAR/EUR,0.13488,0.14236,0.13360,0.13876,476667.80756123,66142.42497719626
1651276800,2022-04-30 00:00:00,HBAR/EUR,0.15194,0.15293,0.12483,0.13246,596608.10005973,79026.70893391184
1651190400,2022-04-29 00:00:00,HBAR/EUR,0.16167,0.16167,0.14825,0.15116,208770.05932589,31557.682167701532
1651104000,2022-04-28 00:00:00,HBAR/EUR,0.15997,0.16464,0.15898,0.16144,479798.27237110,77458.63309159038
1651017600,2022-04-27 00:00:00,HBAR/EUR,0.15990,0.16506,0.15602,0.16032,47647.62331824,7638.866970380237
1650931200,2022-04-26 00:00:00,HBAR/EUR,0.16922,0.17138,0.15466,0.15747,271529.34582567,42757.72608716825
1650844800,2022-04-25 00:00:00,HBAR/EUR,0.17120,0.17120,0.15974,0.16956,235281.88843778,39894.39700350998
1650758400,2022-04-24 00:00:00,HBAR/EUR,0.17503,0.17581,0.17082,0.17128,180332.32594913,30887.320788566984
1650672000,2022-04-23 00:00:00,HBAR/EUR,0.17495,0.17641,0.17296,0.17296,162719.22262642,28143.916745465605
1650585600,2022-04-22 00:00:00,HBAR/EUR,0.17532,0.17927,0.17367,0.17429,173856.58305584,30301.463860802352
1650499200,2022-04-21 00:00:00,HBAR/EUR,0.18255,0.18672,0.17155,0.17608,401016.24997892,70610.94129628822
1650412800,2022-04-20 00:00:00,HBAR/EUR,0.18450,0.18779,0.17774,0.18065,353416.61241326,63844.711032455416
1650326400,2022-04-19 00:00:00,HBAR/EUR,0.17942,0.18577,0.17887,0.18273,123974.01415437,22653.771606428032
1650240000,2022-04-18 00:00:00,HBAR/EUR,0.17598,0.18005,0.16875,0.18005,143943.14430333,25916.963131814562
1650153600,2022-04-17 00:00:00,HBAR/EUR,0.18252,0.18525,0.17689,0.17689,307208.74663076,54342.155191515136
1650067200,2022-04-16 00:00:00,HBAR/EUR,0.18461,0.18737,0.18211,0.18238,61614.64995751,11237.279859250673
1649980800,2022-04-15 00:00:00,HBAR/EUR,0.18302,0.18569,0.18003,0.18472,196488.33837799,36295.32586518231
1649894400,2022-04-14 00:00:00,HBAR/EUR,0.18736,0.18812,0.17825,0.18036,81156.49890827,14637.386143095577
1649808000,2022-04-13 00:00:00,HBAR/EUR,0.18360,0.18747,0.18269,0.18502,235776.82974194,43623.429038853734
1649721600,2022-04-12 00:00:00,HBAR/EUR,0.18135,0.18699,0.17865,0.18404,103297.30466604,19010.835950738
1649635200,2022-04-11 00:00:00,HBAR/EUR,0.19015,0.19015,0.17700,0.17708,144969.26766665,25671.15791841038
1649548800,2022-04-10 00:00:00,HBAR/EUR,0.19600,0.20102,0.19182,0.19182,44007.41737674,8441.502801206267
1649462400,2022-04-09 00:00:00,HBAR/EUR,0.19147,0.19672,0.19147,0.19672,38879.47206080,7648.369743800576
1649376000,2022-04-08 00:00:00,HBAR/EUR,0.20580,0.20595,0.18991,0.19037,43874.10439766,8352.313254182534
1649289600,2022-04-07 00:00:00,HBAR/EUR,0.19005,0.20994,0.19000,0.20575,158592.74589567,32630.4574680341
1649203200,2022-04-06 00:00:00,HBAR/EUR,0.20500,0.20666,0.19255,0.19815,97500.99570669,19319.822299280622
1649116800,2022-04-05 00:00:00,HBAR/EUR,0.21748,0.21814,0.20888,0.20888,83834.58737443,17511.36861077094
1649030400,2022-04-04 00:00:00,HBAR/EUR,0.22486,0.22486,0.20870,0.21798,249798.72445980,54451.12595774721
1648944000,2022-04-03 00:00:00,HBAR/EUR,0.21819,0.22600,0.21819,0.22506,50409.50842127,11345.163965291027
1648857600,2022-04-02 00:00:00,HBAR/EUR,0.22550,0.22789,0.22030,0.22320,175589.43541235,39191.56198403652
1648771200,2022-04-01 00:00:00,HBAR/EUR,0.21602,0.22474,0.20984,0.22304,130225.27801404,29045.44600825148
1648684800,2022-03-31 00:00:00,HBAR/EUR,0.22942,0.23522,0.21000,0.21120,391791.74546129,82746.41664142445
1648598400,2022-03-30 00:00:00,HBAR/EUR,0.22196,0.23211,0.22189,0.22443,152074.52392789,34130.08540513635
1648512000,2022-03-29 00:00:00,HBAR/EUR,0.21998,0.24000,0.21932,0.22479,561643.32345096,126251.8026785413
1648425600,2022-03-28 00:00:00,HBAR/EUR,0.22404,0.23500,0.21431,0.21431,182467.50668472,39104.61135760234
