https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ADA,Volume BTC
1663545600,2022-09-19 00:00:00,ADA/BTC,0.00002410,0.00002410,0.00002410,0.00002410,0.00000000,0.0
1663459200,2022-09-18 00:00:00,ADA/BTC,0.00002410,0.00002410,0.00002410,0.00002410,246.71448196,0.005945819015236
1663372800,2022-09-17 00:00:00,ADA/BTC,0.00002367,0.00002431,0.00002367,0.00002410,14196.79928406,0.342142862745846
1663286400,2022-09-16 00:00:00,ADA/BTC,0.00002355,0.00002367,0.00002336,0.00002362,5599.13041987,0.13225146051732942
1663200000,2022-09-15 00:00:00,ADA/BTC,0.00002372,0.00002372,0.00002372,0.00002372,456.70850408,0.0108331257167776
1663113600,2022-09-14 00:00:00,ADA/BTC,0.00002343,0.00002343,0.00002337,0.00002337,117.02420473,0.0027348556645401
1663027200,2022-09-13 00:00:00,ADA/BTC,0.00002240,0.00002568,0.00002208,0.00002332,22555.26266183,0.5259887252738755
1662940800,2022-09-12 00:00:00,ADA/BTC,0.00002334,0.00002334,0.00002250,0.00002282,10541.77049875,0.24056320278147497
1662854400,2022-09-11 00:00:00,ADA/BTC,0.00002363,0.00002370,0.00002363,0.00002369,11939.42393159,0.28284495293936707
1662768000,2022-09-10 00:00:00,ADA/BTC,0.00002392,0.00002431,0.00002368,0.00002368,24243.56116699,0.5740875284343232
1662681600,2022-09-09 00:00:00,ADA/BTC,0.00002411,0.00002411,0.00002332,0.00002333,70191.46616980,1.637566905741434
1662595200,2022-09-08 00:00:00,ADA/BTC,0.00002456,0.00002465,0.00002456,0.00002465,1258.09061489,0.031011933657038502
1662508800,2022-09-07 00:00:00,ADA/BTC,0.00002472,0.00002480,0.00002470,0.00002472,5645.13082242,0.1395476339302224
1662422400,2022-09-06 00:00:00,ADA/BTC,0.00002513,0.00002567,0.00002443,0.00002443,15605.48194083,0.38124192381447697
1662336000,2022-09-05 00:00:00,ADA/BTC,0.00002497,0.00002511,0.00002457,0.00002511,10697.41157295,0.2686120045967745
1662249600,2022-09-04 00:00:00,ADA/BTC,0.00002504,0.00002575,0.00002504,0.00002519,87766.86396370,2.210847303245603
1662163200,2022-09-03 00:00:00,ADA/BTC,0.00002309,0.00002400,0.00002309,0.00002400,53616.29374469,1.28679104987256
1662076800,2022-09-02 00:00:00,ADA/BTC,0.00002270,0.00002280,0.00002270,0.00002273,4045.17118603,0.09194674105846191
1661990400,2022-09-01 00:00:00,ADA/BTC,0.00002228,0.00002319,0.00002224,0.00002269,16447.52888193,0.37319443033099176
1661904000,2022-08-31 00:00:00,ADA/BTC,0.00002265,0.00002265,0.00002241,0.00002241,44058.87907184,0.9873594799999343
1661817600,2022-08-30 00:00:00,ADA/BTC,0.00002224,0.00002267,0.00002222,0.00002257,10268.68236563,0.2317641609922691
