https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ETH,Volume OMG
1663545600000,2022-09-19 00:00:00,OMG/ETH,0.0012574,0.0012639,0.0012515,0.0012639,0.027858887667534,22.04200306
1663459200000,2022-09-18 00:00:00,OMG/ETH,0.0012507,0.001288,0.0012309,0.0012521,3.270340560926401,2611.88448281
1663372800000,2022-09-17 00:00:00,OMG/ETH,0.0012339,0.001255,0.0012279,0.0012476,0.6133150881816241,491.59593474
1663286400000,2022-09-16 00:00:00,OMG/ETH,0.0011795,0.0012357,0.0011697,0.0012349,6.283449302530203,5088.22520247
1663200000000,2022-09-15 00:00:00,OMG/ETH,0.0011079,0.0011845,0.0010862,0.0011795,13.614630123093825,11542.71311835
1663113600000,2022-09-14 00:00:00,OMG/ETH,0.0011347,0.0011488,0.0011029,0.0011063,1.3320160475824279,1204.02788356
1663027200000,2022-09-13 00:00:00,OMG/ETH,0.0011516,0.0011692,0.0011238,0.0011321,20.808353894892022,18380.31436701
1662940800000,2022-09-12 00:00:00,OMG/ETH,0.0010963,0.0012056,0.0010882,0.0011513,2.803996616510556,2435.50474812
1662854400000,2022-09-11 00:00:00,OMG/ETH,0.0010867,0.0011185,0.0010811,0.0010964,1.3849951527735558,1263.22067929
1662768000000,2022-09-10 00:00:00,OMG/ETH,0.0011215,0.0011357,0.0010844,0.0010851,5.045983250587579,4650.24721278
1662681600000,2022-09-09 00:00:00,OMG/ETH,0.0011307,0.0011419,0.0010983,0.0011237,2.339574121238832,2082.02733936
1662595200000,2022-09-08 00:00:00,OMG/ETH,0.0011121,0.0011351,0.0010923,0.0011302,0.693098249867352,613.25274276
1662508800000,2022-09-07 00:00:00,OMG/ETH,0.0010796,0.0011838,0.0010796,0.0011089,0.9974191974081269,899.46721743
1662422400000,2022-09-06 00:00:00,OMG/ETH,0.0011529,0.0011607,0.0010694,0.0010839,0.665835631442181,614.29618179
1662336000000,2022-09-05 00:00:00,OMG/ETH,0.0012119,0.0012119,0.0011376,0.0011531,0.5432565385225809,471.12699551
1662249600000,2022-09-04 00:00:00,OMG/ETH,0.0011537,0.0012195,0.0011496,0.0012097,0.579746465292497,479.24813201
1662163200000,2022-09-03 00:00:00,OMG/ETH,0.0011438,0.0011659,0.0011348,0.0011508,2.768036177900196,2405.31471837
1662076800000,2022-09-02 00:00:00,OMG/ETH,0.0011399,0.0011553,0.0011219,0.0011381,0.8816935975754959,774.70661416
1661990400000,2022-09-01 00:00:00,OMG/ETH,0.0011554,0.0011602,0.0011241,0.0011386,1.264798335560664,1110.83640924
1661904000000,2022-08-31 00:00:00,OMG/ETH,0.0011883,0.0011902,0.0011528,0.0011555,1.1565445962423901,1000.90402098
1661817600000,2022-08-30 00:00:00,OMG/ETH,0.0012013,0.0012104,0.0011683,0.0011956,0.682685934792232,570.99860722
1661731200000,2022-08-29 00:00:00,OMG/ETH,0.0012014,0.0012256,0.0011865,0.0012001,0.751212561854502,625.95830502
1661644800000,2022-08-28 00:00:00,OMG/ETH,0.0011948,0.0012138,0.0011875,0.0012014,0.654365952281458,544.66951247
1661558400000,2022-08-27 00:00:00,OMG/ETH,0.0011798,0.0012163,0.0011746,0.0011946,0.652054754492922,545.83522057
1661472000000,2022-08-26 00:00:00,OMG/ETH,0.0011716,0.0011861,0.0011535,0.0011782,0.776250658282728,658.84455804
1661385600000,2022-08-25 00:00:00,OMG/ETH,0.0011869,0.0011887,0.001144,0.0011746,0.61075146819526,519.9654931
1661299200000,2022-08-24 00:00:00,OMG/ETH,0.0011837,0.0012029,0.0011768,0.0011768,0.687407733440624,584.13301618
1661212800000,2022-08-23 00:00:00,OMG/ETH,0.0011866,0.0012089,0.0011791,0.0011834,1.1861931216369341,1002.36025151
1661126400000,2022-08-22 00:00:00,OMG/ETH,0.0011989,0.0012037,0.0011739,0.0011808,0.684774698174208,579.92437176
1661040000000,2022-08-21 00:00:00,OMG/ETH,0.0011883,0.0012163,0.0011742,0.0011986,0.6796271753561679,567.01749988
1660953600000,2022-08-20 00:00:00,OMG/ETH,0.0011747,0.0011929,0.0011581,0.0011929,0.798227803700549,669.14896781
1660867200000,2022-08-19 00:00:00,OMG/ETH,0.0011477,0.0011781,0.0010884,0.0011781,1.0592266015595881,899.09736148
1660780800000,2022-08-18 00:00:00,OMG/ETH,0.0012077,0.0012094,0.0011242,0.0011452,2.9917632091298,2612.4373115
1660694400000,2022-08-17 00:00:00,OMG/ETH,0.0012098,0.0012604,0.001192,0.001208,0.7947658993347201,657.91879084
1660608000000,2022-08-16 00:00:00,OMG/ETH,0.0012303,0.0012346,0.0012044,0.00121,0.6931851576155,572.88029555
1660521600000,2022-08-15 00:00:00,OMG/ETH,0.0012038,0.0012319,0.0011894,0.0012279,0.9893689103063551,805.74062245
1660435200000,2022-08-14 00:00:00,OMG/ETH,0.0012136,0.0012342,0.0011915,0.0012033,1.553533837236801,1291.06111297
1660348800000,2022-08-13 00:00:00,OMG/ETH,0.0012307,0.0012352,0.0012018,0.0012154,0.680173420907924,559.62927506
1660262400000,2022-08-12 00:00:00,OMG/ETH,0.0012733,0.0012783,0.0012268,0.0012329,1.9896054116352844,1613.76057396
1660176000000,2022-08-11 00:00:00,OMG/ETH,0.0012954,0.0012999,0.0012491,0.0012727,0.635857725647144,499.61320472
1660089600000,2022-08-10 00:00:00,OMG/ETH,0.0013424,0.0013624,0.0012709,0.0012953,3.947962359956639,3047.91350263
1660003200000,2022-08-09 00:00:00,OMG/ETH,0.0013543,0.0014175,0.0013367,0.0013399,12.752438366331663,9517.45530736
1659916800000,2022-08-08 00:00:00,OMG/ETH,0.0013746,0.0013894,0.001327,0.0013522,2.588441540858686,1914.24459463
1659830400000,2022-08-07 00:00:00,OMG/ETH,0.0013844,0.001403,0.0013548,0.0013697,2.758353637919886,2013.83780238
1659744000000,2022-08-06 00:00:00,OMG/ETH,0.0013589,0.0014091,0.0013381,0.0013856,1.8053945299164802,1302.9694933
1659657600000,2022-08-05 00:00:00,OMG/ETH,0.0013672,0.0014091,0.0013466,0.0013605,1.34540347225854,988.90369148
1659571200000,2022-08-04 00:00:00,OMG/ETH,0.0013312,0.0013753,0.0013233,0.0013691,1.9958601042399553,1457.7898650500001
1659484800000,2022-08-03 00:00:00,OMG/ETH,0.0013208,0.0013605,0.0013074,0.0013317,0.9849099043473359,739.58842408
