https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume RAD,Volume EUR
1659484800,2022-08-03 00:00:00,RAD/EUR,2.59,2.70,2.45,2.46,1226.08,3016.1567999999997
1659398400,2022-08-02 00:00:00,RAD/EUR,2.25,2.32,2.20,2.28,542.74,1237.4471999999998
1659312000,2022-08-01 00:00:00,RAD/EUR,2.50,2.50,2.30,2.30,6001.66,13803.818
1659225600,2022-07-31 00:00:00,RAD/EUR,2.54,2.75,2.49,2.49,1347.50,3355.275
1659139200,2022-07-30 00:00:00,RAD/EUR,2.50,2.55,2.44,2.44,1377.60,3361.3439999999996
1659052800,2022-07-29 00:00:00,RAD/EUR,2.77,2.78,2.59,2.59,2007.26,5198.8034
1658966400,2022-07-28 00:00:00,RAD/EUR,3.00,3.00,2.69,2.73,3094.08,8446.8384
1658880000,2022-07-27 00:00:00,RAD/EUR,2.65,4.50,2.65,2.86,7769.88,22221.856799999998
1658793600,2022-07-26 00:00:00,RAD/EUR,2.23,2.75,1.97,2.72,4684.34,12741.404800000002
1658707200,2022-07-25 00:00:00,RAD/EUR,1.87,2.38,1.83,1.87,2342.97,4381.3539
1658620800,2022-07-24 00:00:00,RAD/EUR,1.82,1.90,1.80,1.90,1818.47,3455.093
1658534400,2022-07-23 00:00:00,RAD/EUR,2.01,2.39,2.00,2.00,1292.94,2585.88
1658448000,2022-07-22 00:00:00,RAD/EUR,1.84,1.89,1.84,1.86,880.09,1636.9674000000002
1658361600,2022-07-21 00:00:00,RAD/EUR,1.80,1.83,1.77,1.82,1017.09,1851.1038
1658275200,2022-07-20 00:00:00,RAD/EUR,1.82,1.95,1.82,1.95,1700.76,3316.482
1658188800,2022-07-19 00:00:00,RAD/EUR,1.84,1.84,1.84,1.84,216.22,397.8448
1658102400,2022-07-18 00:00:00,RAD/EUR,1.70,1.70,1.70,1.70,0.00,0.0
1658016000,2022-07-17 00:00:00,RAD/EUR,1.80,1.85,1.70,1.70,2205.52,3749.384
1657929600,2022-07-16 00:00:00,RAD/EUR,1.84,1.85,1.72,1.78,3738.60,6654.708
1657843200,2022-07-15 00:00:00,RAD/EUR,1.66,1.66,1.63,1.63,122.71,200.01729999999998
1657756800,2022-07-14 00:00:00,RAD/EUR,1.61,1.63,1.61,1.63,3970.00,6471.099999999999
1657670400,2022-07-13 00:00:00,RAD/EUR,1.59,1.60,1.57,1.58,686.84,1085.2072
1657584000,2022-07-12 00:00:00,RAD/EUR,1.71,1.71,1.61,1.61,5097.10,8206.331000000002
1657497600,2022-07-11 00:00:00,RAD/EUR,1.80,2.20,1.73,1.73,1258.61,2177.3952999999997
1657411200,2022-07-10 00:00:00,RAD/EUR,1.67,1.67,1.67,1.67,17.00,28.39
1657324800,2022-07-09 00:00:00,RAD/EUR,1.71,1.71,1.71,1.71,124.07,212.1597
1657238400,2022-07-08 00:00:00,RAD/EUR,1.67,1.67,1.67,1.67,236.89,395.6063
1657152000,2022-07-07 00:00:00,RAD/EUR,1.69,1.69,1.69,1.69,12.23,20.6687
1657065600,2022-07-06 00:00:00,RAD/EUR,1.55,1.55,1.55,1.55,0.00,0.0
1656979200,2022-07-05 00:00:00,RAD/EUR,1.53,1.55,1.52,1.55,216.01,334.8155
1656892800,2022-07-04 00:00:00,RAD/EUR,1.56,1.56,1.56,1.56,17.42,27.175200000000004
1656806400,2022-07-03 00:00:00,RAD/EUR,1.60,1.60,1.60,1.60,0.00,0.0
1656720000,2022-07-02 00:00:00,RAD/EUR,1.60,1.60,1.60,1.60,0.00,0.0
1656633600,2022-07-01 00:00:00,RAD/EUR,1.60,1.60,1.60,1.60,0.00,0.0
1656547200,2022-06-30 00:00:00,RAD/EUR,1.76,1.76,1.60,1.60,4576.54,7322.464
1656460800,2022-06-29 00:00:00,RAD/EUR,1.67,2.40,1.67,1.78,2369.90,4218.4220000000005
1656374400,2022-06-28 00:00:00,RAD/EUR,1.54,1.83,1.54,1.71,1986.72,3397.2912
1656288000,2022-06-27 00:00:00,RAD/EUR,1.56,1.61,1.52,1.56,722.62,1127.2872
1656201600,2022-06-26 00:00:00,RAD/EUR,1.61,1.84,1.59,1.59,1177.98,1872.9882000000002
1656115200,2022-06-25 00:00:00,RAD/EUR,1.56,1.68,1.54,1.59,1193.11,1897.0448999999999
1656028800,2022-06-24 00:00:00,RAD/EUR,1.55,1.58,1.53,1.58,1458.20,2303.956
1655942400,2022-06-23 00:00:00,RAD/EUR,1.42,1.63,1.42,1.56,4259.70,6645.132
1655856000,2022-06-22 00:00:00,RAD/EUR,1.44,1.45,1.40,1.41,1954.46,2755.7886
1655769600,2022-06-21 00:00:00,RAD/EUR,1.43,1.52,1.31,1.46,1384.51,2021.3845999999999
1655683200,2022-06-20 00:00:00,RAD/EUR,1.48,1.48,1.42,1.44,502.82,724.0608
1655596800,2022-06-19 00:00:00,RAD/EUR,1.45,1.45,1.43,1.43,56.59,80.9237
1655510400,2022-06-18 00:00:00,RAD/EUR,1.37,1.39,1.37,1.39,213.10,296.20899999999995
1655424000,2022-06-17 00:00:00,RAD/EUR,1.46,1.46,1.46,1.46,0.00,0.0
1655337600,2022-06-16 00:00:00,RAD/EUR,1.58,1.58,1.46,1.46,339.45,495.597
1655251200,2022-06-15 00:00:00,RAD/EUR,1.46,1.46,1.45,1.45,45.50,65.975
1655164800,2022-06-14 00:00:00,RAD/EUR,1.52,1.67,1.52,1.57,270.17,424.16690000000006
1655078400,2022-06-13 00:00:00,RAD/EUR,1.59,1.59,1.50,1.53,393.33,601.7949
1654992000,2022-06-12 00:00:00,RAD/EUR,1.75,1.76,1.73,1.73,1607.51,2780.9923
1654905600,2022-06-11 00:00:00,RAD/EUR,1.96,2.03,1.78,1.81,6627.97,11996.6257
1654819200,2022-06-10 00:00:00,RAD/EUR,1.95,1.95,1.95,1.95,228.63,445.82849999999996
1654732800,2022-06-09 00:00:00,RAD/EUR,2.07,2.07,2.07,2.07,47.00,97.28999999999999
1654646400,2022-06-08 00:00:00,RAD/EUR,2.14,2.14,2.13,2.13,409.06,871.2977999999999
1654560000,2022-06-07 00:00:00,RAD/EUR,2.01,2.29,2.01,2.20,1858.48,4088.6560000000004
1654473600,2022-06-06 00:00:00,RAD/EUR,2.04,2.11,2.04,2.10,771.85,1620.8850000000002
1654387200,2022-06-05 00:00:00,RAD/EUR,1.95,2.37,1.90,2.14,1238.48,2650.3472
1654300800,2022-06-04 00:00:00,RAD/EUR,1.90,1.90,1.90,1.90,228.15,433.485
1654214400,2022-06-03 00:00:00,RAD/EUR,1.99,2.14,1.90,1.98,1026.59,2032.6481999999999
1654128000,2022-06-02 00:00:00,RAD/EUR,1.85,1.94,1.85,1.94,251.25,487.425
1654041600,2022-06-01 00:00:00,RAD/EUR,2.00,2.00,1.90,1.90,20.53,39.007
1653955200,2022-05-31 00:00:00,RAD/EUR,2.12,2.14,2.12,2.14,106.20,227.26800000000003
1653868800,2022-05-30 00:00:00,RAD/EUR,2.12,2.12,2.12,2.12,9.90,20.988000000000003
1653782400,2022-05-29 00:00:00,RAD/EUR,2.05,2.05,1.97,1.97,228.27,449.69190000000003
1653696000,2022-05-28 00:00:00,RAD/EUR,1.93,1.93,1.93,1.93,224.14,432.5902
1653609600,2022-05-27 00:00:00,RAD/EUR,2.15,2.15,1.90,1.99,2525.54,5025.8246
1653523200,2022-05-26 00:00:00,RAD/EUR,3.33,3.33,2.20,2.20,3124.59,6874.098000000001
1653436800,2022-05-25 00:00:00,RAD/EUR,2.07,3.10,2.05,3.10,12854.12,39847.772000000004
1653350400,2022-05-24 00:00:00,RAD/EUR,1.89,2.07,1.89,2.07,277.10,573.597
1653264000,2022-05-23 00:00:00,RAD/EUR,1.89,1.89,1.89,1.89,5.30,10.017
1653177600,2022-05-22 00:00:00,RAD/EUR,1.89,1.89,1.89,1.89,0.00,0.0
1653091200,2022-05-21 00:00:00,RAD/EUR,1.89,1.91,1.88,1.89,319.28,603.4391999999999
1653004800,2022-05-20 00:00:00,RAD/EUR,1.99,1.99,1.80,1.80,71.64,128.952
1652918400,2022-05-19 00:00:00,RAD/EUR,1.89,1.89,1.89,1.89,11.11,20.997899999999998
1652832000,2022-05-18 00:00:00,RAD/EUR,1.94,1.94,1.80,1.80,213.25,383.85
1652745600,2022-05-17 00:00:00,RAD/EUR,1.90,1.90,1.89,1.89,30.64,57.9096
1652659200,2022-05-16 00:00:00,RAD/EUR,1.83,2.35,1.83,1.90,653.87,1242.3529999999998
1652572800,2022-05-15 00:00:00,RAD/EUR,1.77,1.88,1.77,1.88,430.73,809.7724
1652486400,2022-05-14 00:00:00,RAD/EUR,1.68,1.68,1.68,1.68,61.20,102.816
1652400000,2022-05-13 00:00:00,RAD/EUR,2.09,2.09,1.76,1.76,2845.12,5007.4112
1652313600,2022-05-12 00:00:00,RAD/EUR,2.00,2.09,2.00,2.09,28.80,60.192
1652227200,2022-05-11 00:00:00,RAD/EUR,2.50,2.50,2.00,2.00,89.29,178.58
1652140800,2022-05-10 00:00:00,RAD/EUR,2.60,2.79,2.60,2.79,188.75,526.6125
1652054400,2022-05-09 00:00:00,RAD/EUR,3.05,3.05,2.85,2.85,803.60,2290.26
1651968000,2022-05-08 00:00:00,RAD/EUR,3.17,3.17,3.17,3.17,3.11,9.858699999999999
1651881600,2022-05-07 00:00:00,RAD/EUR,3.27,3.27,3.22,3.22,6.92,22.282400000000003
1651795200,2022-05-06 00:00:00,RAD/EUR,3.36,3.43,3.36,3.43,177.77,609.7511000000001
1651708800,2022-05-05 00:00:00,RAD/EUR,3.81,3.81,3.50,3.54,465.51,1647.9053999999999
1651622400,2022-05-04 00:00:00,RAD/EUR,3.68,3.68,3.68,3.68,27.03,99.47040000000001
1651536000,2022-05-03 00:00:00,RAD/EUR,3.86,3.86,3.61,3.61,62.13,224.2893
1651449600,2022-05-02 00:00:00,RAD/EUR,3.78,3.98,3.74,3.77,501.38,1890.2026
1651363200,2022-05-01 00:00:00,RAD/EUR,3.60,3.75,3.47,3.75,774.34,2903.775
1651276800,2022-04-30 00:00:00,RAD/EUR,3.89,3.91,3.69,3.69,630.39,2326.1391
1651190400,2022-04-29 00:00:00,RAD/EUR,4.10,4.10,3.90,3.96,472.96,1872.9216
1651104000,2022-04-28 00:00:00,RAD/EUR,4.00,4.28,4.00,4.10,1274.08,5223.727999999999
1651017600,2022-04-27 00:00:00,RAD/EUR,4.32,4.32,4.32,4.32,0.00,0.0
1650931200,2022-04-26 00:00:00,RAD/EUR,4.32,4.32,4.32,4.32,0.00,0.0
1650844800,2022-04-25 00:00:00,RAD/EUR,4.32,4.32,4.32,4.32,0.00,0.0
1650758400,2022-04-24 00:00:00,RAD/EUR,4.32,4.32,4.32,4.32,0.00,0.0
1650672000,2022-04-23 00:00:00,RAD/EUR,4.32,4.32,4.32,4.32,0.00,0.0
1650585600,2022-04-22 00:00:00,RAD/EUR,4.32,4.32,4.32,4.32,0.00,0.0
1650499200,2022-04-21 00:00:00,RAD/EUR,4.32,4.32,4.32,4.32,0.00,0.0
1650412800,2022-04-20 00:00:00,RAD/EUR,4.32,4.32,4.32,4.32,0.00,0.0
