https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume POL,Volume USDT
1661731200,2022-08-29 00:00:00,POL/USDT,0.02419,0.02478,0.024,0.02427,12724901.04942396,309668.264968604426
1661644800,2022-08-28 00:00:00,POL/USDT,0.02416,0.02484,0.024,0.02416,12781549.8723,310515.466058541
1661558400,2022-08-27 00:00:00,POL/USDT,0.02526,0.02544,0.024,0.02417,12761149.1348,319661.967205865
1661472000,2022-08-26 00:00:00,POL/USDT,0.02545,0.02591,0.0251,0.02525,11956748.5465,304152.615658194
1661385600,2022-08-25 00:00:00,POL/USDT,0.02618,0.02634,0.02509,0.02543,13318802.75202403,342995.71504219378
1661299200,2022-08-24 00:00:00,POL/USDT,0.02622,0.02655,0.026,0.02619,14376773.04147597,376005.29846351022
1661212800,2022-08-23 00:00:00,POL/USDT,0.02662,0.02703,0.026,0.0262,13952848.9407,365939.459767417
1661126400,2022-08-22 00:00:00,POL/USDT,0.02636,0.02724,0.02621,0.02663,10769073.91295591,288007.7766002442698
1661040000,2022-08-21 00:00:00,POL/USDT,0.02679,0.02731,0.02621,0.02637,13568956.7591,362370.583440874
1660953600,2022-08-20 00:00:00,POL/USDT,0.02768,0.02877,0.02662,0.02681,12482842.1118,348059.192201556
1660867200,2022-08-19 00:00:00,POL/USDT,0.02715,0.033,0.02595,0.02767,13966793.7257,392084.442524675
1660780800,2022-08-18 00:00:00,POL/USDT,0.0266,0.02785,0.02656,0.02716,13758580.9407,370480.189740671
1660694400,2022-08-17 00:00:00,POL/USDT,0.0278,0.02841,0.02656,0.02659,12570541.73228511,347692.9291944000783
1660608000,2022-08-16 00:00:00,POL/USDT,0.02713,0.02806,0.02705,0.02777,10974123.599,301240.294830938
1660521600,2022-08-15 00:00:00,POL/USDT,0.02846,0.029,0.02705,0.02715,12195499.29794689,345043.8622997854224
1660435200,2022-08-14 00:00:00,POL/USDT,0.02947,0.02967,0.02777,0.02845,12579366.48726211,360551.3132556914827
1660348800,2022-08-13 00:00:00,POL/USDT,0.02867,0.03002,0.02855,0.02944,12286216.3320015,359673.077225262665
1660262400,2022-08-12 00:00:00,POL/USDT,0.0288,0.02913,0.02765,0.02868,11618712.7075,329593.704310791131
1660176000,2022-08-11 00:00:00,POL/USDT,0.0283,0.02903,0.0279,0.0288,12037284.1312151,343642.85649547635
1660089600,2022-08-10 00:00:00,POL/USDT,0.0287,0.0296,0.02694,0.0281,12478021.0896,350131.804557064
1660003200,2022-08-09 00:00:00,POL/USDT,0.02877,0.02978,0.0283,0.02866,12749605.11097847,368627.479586349226
1659916800,2022-08-08 00:00:00,POL/USDT,0.02947,0.02961,0.0279,0.02874,12388380.997,356748.231304777
1659830400,2022-08-07 00:00:00,POL/USDT,0.0306,0.03066,0.02794,0.0295,13097805.6022,383874.430447451
1659744000,2022-08-06 00:00:00,POL/USDT,0.03123,0.03188,0.03004,0.03057,11186892.35019379,346032.284797513595
1659657600,2022-08-05 00:00:00,POL/USDT,0.03117,0.03146,0.0306,0.03121,11341956.5099,351777.88676436
1659571200,2022-08-04 00:00:00,POL/USDT,0.0314,0.03175,0.03042,0.03116,11803772.228,366124.4048273096511
1659484800,2022-08-03 00:00:00,POL/USDT,0.03172,0.03255,0.03124,0.03139,10424247.02886244,331947.228948504348
1659398400,2022-08-02 00:00:00,POL/USDT,0.03135,0.03235,0.03121,0.0317,10721223.11997543,338464.1292221276789
1659312000,2022-08-01 00:00:00,POL/USDT,0.03128,0.0331,0.03038,0.03137,10926067.1009,342162.291165946
1659225600,2022-07-31 00:00:00,POL/USDT,0.03154,0.03199,0.03103,0.03124,9320372.0104,293870.193626084
1659139200,2022-07-30 00:00:00,POL/USDT,0.03154,0.03225,0.03091,0.0316,10845740.3681,340863.60440733
1659052800,2022-07-29 00:00:00,POL/USDT,0.03019,0.03225,0.02982,0.03168,8520452.3496,263207.586684725
1658966400,2022-07-28 00:00:00,POL/USDT,0.03016,0.0306,0.02928,0.03017,10976037.80334296,329375.0416247037784
1658880000,2022-07-27 00:00:00,POL/USDT,0.03056,0.03145,0.02925,0.03015,9533095.8053,288940.255788402
1658793600,2022-07-26 00:00:00,POL/USDT,0.02936,0.03654,0.0286,0.03067,11326091.45337112,349457.84345650928
1658707200,2022-07-25 00:00:00,POL/USDT,0.02879,0.0312,0.0286,0.02933,12411202.3882,359299.45646837
1658620800,2022-07-24 00:00:00,POL/USDT,0.0288,0.02979,0.0283,0.02882,12717313.1762,366410.710407021
1658534400,2022-07-23 00:00:00,POL/USDT,0.02919,0.02979,0.0287,0.02891,12285459.6276,358750.822018558
1658448000,2022-07-22 00:00:00,POL/USDT,0.02885,0.03026,0.02879,0.02919,11246745.209562,330732.36632869774
1658361600,2022-07-21 00:00:00,POL/USDT,0.0301,0.0309,0.0286,0.02884,11280994.20124358,332778.083827290388
1658275200,2022-07-20 00:00:00,POL/USDT,0.03139,0.03264,0.0298,0.03009,8959562.97684528,278195.2466914258954
1658188800,2022-07-19 00:00:00,POL/USDT,0.03161,0.03232,0.0309,0.03153,10928150.74484005,343253.5460946084447
1658102400,2022-07-18 00:00:00,POL/USDT,0.02874,0.03805,0.02855,0.03161,11667630.48016585,357717.7168124322152
1658016000,2022-07-17 00:00:00,POL/USDT,0.02859,0.03017,0.0285,0.02888,11885326.24678708,343699.4074666543527
1657929600,2022-07-16 00:00:00,POL/USDT,0.02939,0.02943,0.028,0.0287,12434384.47076518,354740.2665763389895
1657843200,2022-07-15 00:00:00,POL/USDT,0.03092,0.03154,0.02918,0.0294,11711414.18887494,353673.2168517249594
1657756800,2022-07-14 00:00:00,POL/USDT,0.03135,0.03228,0.02815,0.03091,11742067.39530851,351225.6892081947128
1657670400,2022-07-13 00:00:00,POL/USDT,0.02978,0.0457,0.0275,0.03129,15554049.02796442,513775.3767400874533
1657584000,2022-07-12 00:00:00,POL/USDT,0.02469,0.035,0.02442,0.02982,14232011.5789486,383648.5104040522304
1657497600,2022-07-11 00:00:00,POL/USDT,0.02606,0.02617,0.02442,0.02456,13182961.34974727,334410.1587493714664
1657411200,2022-07-10 00:00:00,POL/USDT,0.02608,0.028,0.02563,0.02609,13145576.60637719,344714.8083644364957
1657324800,2022-07-09 00:00:00,POL/USDT,0.02507,0.0265,0.025,0.02607,14562192.56958843,369734.7170727253209
1657238400,2022-07-08 00:00:00,POL/USDT,0.02501,0.02698,0.02464,0.02509,13582770.63497008,346593.4504834796801
1657152000,2022-07-07 00:00:00,POL/USDT,0.02456,0.02539,0.02395,0.02499,14989759.64989517,368516.7277560619096
1657065600,2022-07-06 00:00:00,POL/USDT,0.02654,0.0287,0.0239,0.02449,13057035.11065729,326943.5702397377481
1656979200,2022-07-05 00:00:00,POL/USDT,0.02426,0.03823,0.02357,0.02652,15457815.53448595,391989.1676907092027
1656892800,2022-07-04 00:00:00,POL/USDT,0.02308,0.02517,0.023,0.02429,15554300.4875543,363904.9741813284161
1656806400,2022-07-03 00:00:00,POL/USDT,0.02373,0.02447,0.023,0.02308,16493313.84646605,385273.3368047722477
1656720000,2022-07-02 00:00:00,POL/USDT,0.0251,0.02558,0.023,0.02371,18904364.51692135,452329.0269100856921
1656633600,2022-07-01 00:00:00,POL/USDT,0.02402,0.02648,0.024,0.02513,16595376.15616693,413425.868199623074
1656547200,2022-06-30 00:00:00,POL/USDT,0.0248,0.0254,0.024,0.02401,16823343.83097447,416078.7582838612445
1656460800,2022-06-29 00:00:00,POL/USDT,0.02578,0.02643,0.02451,0.02481,15793300.57812771,402730.6403097540913
1656374400,2022-06-28 00:00:00,POL/USDT,0.02628,0.028,0.02564,0.02579,16026341.54649322,429460.4255043017748
1656288000,2022-06-27 00:00:00,POL/USDT,0.02642,0.02651,0.025,0.02631,16306741.98120487,417899.3949094110093
1656201600,2022-06-26 00:00:00,POL/USDT,0.02759,0.0278,0.02619,0.02643,15456402.98912292,414670.8184381614454
1656115200,2022-06-25 00:00:00,POL/USDT,0.02711,0.03082,0.02684,0.02756,16963387.99053476,473195.9638767083222
1656028800,2022-06-24 00:00:00,POL/USDT,0.03171,0.03183,0.02674,0.02712,16534845.54165881,460464.6538002691045
1655942400,2022-06-23 00:00:00,POL/USDT,0.02781,0.0325,0.0254,0.03168,16997896.07720532,463888.1490964964266
1655856000,2022-06-22 00:00:00,POL/USDT,0.03498,0.03585,0.0276,0.0278,14177647.18745429,448621.8888939988535
1655769600,2022-06-21 00:00:00,POL/USDT,0.03858,0.0472,0.03276,0.03502,20506545.88921721,786532.4802541857811
1655683200,2022-06-20 00:00:00,POL/USDT,0.02365,0.05402,0.02,0.03858,37831213.01617906,1242545.1520954891976
1655596800,2022-06-19 00:00:00,POL/USDT,0.01867,0.03765,0.01689,0.02365,26584203.14832981,545090.7959178946239
1655510400,2022-06-18 00:00:00,POL/USDT,0.01959,0.01969,0.018,0.01847,17560061.59262872,331570.1355218437496
1655424000,2022-06-17 00:00:00,POL/USDT,0.02136,0.02429,0.01924,0.01953,17073297.46740736,373353.8561968682939
1655337600,2022-06-16 00:00:00,POL/USDT,0.0237,0.02395,0.02058,0.02146,15872047.60594549,350862.3744003397957
1655251200,2022-06-15 00:00:00,POL/USDT,0.02616,0.02649,0.02288,0.02368,15160735.07365188,371975.8909271860325
1655164800,2022-06-14 00:00:00,POL/USDT,0.02622,0.02799,0.025,0.02616,14984998.93715989,386358.3979617216797
1655078400,2022-06-13 00:00:00,POL/USDT,0.0301,0.03056,0.02595,0.0261,11686206.64335855,337289.5378607168342
1654992000,2022-06-12 00:00:00,POL/USDT,0.03259,0.03276,0.03,0.03009,12248097.51943047,385877.5756017972838
1654905600,2022-06-11 00:00:00,POL/USDT,0.03414,0.03427,0.0325,0.03261,12334848.92271928,413074.8032979881624
1654819200,2022-06-10 00:00:00,POL/USDT,0.03538,0.03553,0.03366,0.03413,12668589.87613205,445261.2700614700123
1654732800,2022-06-09 00:00:00,POL/USDT,0.03494,0.03584,0.0347,0.03543,12925956.8222676,456039.8399174454586
1654646400,2022-06-08 00:00:00,POL/USDT,0.03719,0.03993,0.03456,0.03491,11558396.35587951,414950.4204617898996
1654560000,2022-06-07 00:00:00,POL/USDT,0.03453,0.04025,0.03421,0.03717,13283044.56659528,475062.680515217401
1654473600,2022-06-06 00:00:00,POL/USDT,0.03374,0.0353,0.03358,0.03452,12400265.02756236,422730.8707119970095
1654387200,2022-06-05 00:00:00,POL/USDT,0.03398,0.03516,0.03342,0.03377,12326732.85557752,421464.7389515832847
1654300800,2022-06-04 00:00:00,POL/USDT,0.03369,0.0342,0.03255,0.03397,13913784.88759564,466554.8431048581062
1654214400,2022-06-03 00:00:00,POL/USDT,0.03476,0.0364,0.03258,0.03372,11194787.00302941,382308.8616117387768
1654128000,2022-06-02 00:00:00,POL/USDT,0.03227,0.03497,0.03212,0.03462,13023248.36510938,431839.6432384158827
1654041600,2022-06-01 00:00:00,POL/USDT,0.03264,0.03273,0.032,0.03224,13684700.95458211,441090.656969428005
1653955200,2022-05-31 00:00:00,POL/USDT,0.03227,0.03413,0.03201,0.03266,12301646.41280899,403015.4054264512644
1653868800,2022-05-30 00:00:00,POL/USDT,0.03344,0.03582,0.03201,0.03233,12395507.14797692,413833.7933157789798
1653782400,2022-05-29 00:00:00,POL/USDT,0.03369,0.042,0.0331,0.03341,13004931.85082604,442134.3452419051833
1653696000,2022-05-28 00:00:00,POL/USDT,0.03126,0.04634,0.03101,0.0337,14692182.9352669,501914.0970364620806
1653609600,2022-05-27 00:00:00,POL/USDT,0.0322,0.03231,0.03102,0.03124,12986988.64270431,410653.4845251503832
1653523200,2022-05-26 00:00:00,POL/USDT,0.0323,0.03255,0.03079,0.03217,18073051.57314409,572066.6687092703105
1653436800,2022-05-25 00:00:00,POL/USDT,0.03252,0.0336,0.03212,0.03229,18910912.79844981,617091.4617742929536
1653350400,2022-05-24 00:00:00,POL/USDT,0.03388,0.03428,0.03239,0.03269,19534230.40632048,648958.8587752677284
1653264000,2022-05-23 00:00:00,POL/USDT,0.03863,0.03864,0.03365,0.03389,15211854.76269276,553319.5205425377255
1653177600,2022-05-22 00:00:00,POL/USDT,0.03491,0.03935,0.03487,0.03855,14902440.17615474,555176.3880900755453
1653091200,2022-05-21 00:00:00,POL/USDT,0.03394,0.0351,0.03341,0.03488,19285946.00041396,659056.4517450309932
1653004800,2022-05-20 00:00:00,POL/USDT,0.03065,0.03744,0.03051,0.03394,19177978.82065653,632070.3096724998796
1652918400,2022-05-19 00:00:00,POL/USDT,0.02966,0.0309,0.02907,0.03067,21079877.20384794,626709.4501768763211
1652832000,2022-05-18 00:00:00,POL/USDT,0.02987,0.03137,0.02908,0.02968,21683160.04387576,648252.9223636706895
1652745600,2022-05-17 00:00:00,POL/USDT,0.03071,0.0309,0.0298,0.02988,20940542.07963139,634929.8527938994684
1652659200,2022-05-16 00:00:00,POL/USDT,0.03292,0.03308,0.0299,0.0307,17722551.55441148,555633.2399465779615
1652572800,2022-05-15 00:00:00,POL/USDT,0.03004,0.03339,0.02982,0.03292,16170493.39352094,511536.1943195308909
1652486400,2022-05-14 00:00:00,POL/USDT,0.03315,0.0342,0.0288,0.03012,17592772.90285725,533763.8933749596587
1652400000,2022-05-13 00:00:00,POL/USDT,0.01811,0.05167,0.0153,0.03335,14974009.32059449,412509.151493214019
1652313600,2022-05-12 00:00:00,POL/USDT,0.02911,0.02972,0.01509,0.01797,13753509.55529612,288739.6063916654219
1652227200,2022-05-11 00:00:00,POL/USDT,0.03257,0.03419,0.02871,0.02937,11162375.10943516,354856.1545826889808
1652140800,2022-05-10 00:00:00,POL/USDT,0.03163,0.03309,0.0306,0.0326,6736657.45910772,215591.2005485758051
1652054400,2022-05-09 00:00:00,POL/USDT,0.03963,0.04003,0.0315,0.0315,7042073.50291751,258661.5431839280303
1651968000,2022-05-08 00:00:00,POL/USDT,0.04441,0.04468,0.03742,0.0398,9014458.21593233,369761.4555264831565
1651881600,2022-05-07 00:00:00,POL/USDT,0.05028,0.05319,0.0438,0.04442,8845261.42418396,427767.2215569953716
1651795200,2022-05-06 00:00:00,POL/USDT,0.05185,0.064,0.04958,0.05029,10950617.55300674,601857.405634835953
1651708800,2022-05-05 00:00:00,POL/USDT,0.04098,0.061,0.04059,0.0519,11368313.63953516,521262.8635122904697
1651622400,2022-05-04 00:00:00,POL/USDT,0.03933,0.04109,0.0384,0.04083,9150620.76523095,361010.2010971985088
1651536000,2022-05-03 00:00:00,POL/USDT,0.04043,0.04056,0.03902,0.03939,7583359.06124525,304861.9534043612951
1651449600,2022-05-02 00:00:00,POL/USDT,0.0401,0.04165,0.04006,0.04042,7677483.64675455,311363.6381867850516
1651363200,2022-05-01 00:00:00,POL/USDT,0.04132,0.04134,0.03969,0.04014,9400168.21446436,378261.4110000758909
1651276800,2022-04-30 00:00:00,POL/USDT,0.04507,0.04519,0.04137,0.04137,5920398.84966772,263101.0504250651658
1651190400,2022-04-29 00:00:00,POL/USDT,0.0475,0.04756,0.045,0.04506,7589801.58102784,349137.1491622509451
1651104000,2022-04-28 00:00:00,POL/USDT,0.04699,0.05976,0.04563,0.0475,9889169.9691854,479150.0286433695312
1651017600,2022-04-27 00:00:00,POL/USDT,0.04531,0.063,0.0452,0.04696,12462817.04847524,644128.3286679401039
1650931200,2022-04-26 00:00:00,POL/USDT,0.0427,0.04593,0.04267,0.04532,8143998.38376375,358878.0241755522831
1650844800,2022-04-25 00:00:00,POL/USDT,0.04816,0.04822,0.04267,0.04272,7380880.43210437,335962.9279241183161
1650758400,2022-04-24 00:00:00,POL/USDT,0.04715,0.04946,0.04705,0.04813,9187330.88038339,436603.2646656644249
1650672000,2022-04-23 00:00:00,POL/USDT,0.04738,0.04758,0.04705,0.04712,6551797.26711131,309318.9342190043923
1650585600,2022-04-22 00:00:00,POL/USDT,0.05011,0.05033,0.04673,0.04735,7731409.33653693,377935.2511700931929
1650499200,2022-04-21 00:00:00,POL/USDT,0.05055,0.05198,0.0501,0.05018,7315415.01455818,373813.1524911012897
1650412800,2022-04-20 00:00:00,POL/USDT,0.05062,0.0512,0.05,0.05058,7774814.92340074,392673.4607678431538
1650326400,2022-04-19 00:00:00,POL/USDT,0.05182,0.05194,0.0505,0.05073,8063829.2770796,411577.8852728456042
1650240000,2022-04-18 00:00:00,POL/USDT,0.05289,0.05304,0.0516,0.05181,7585379.23910449,397447.4578350973254
1650153600,2022-04-17 00:00:00,POL/USDT,0.05144,0.05384,0.05095,0.05286,8016869.05607318,419834.1467173779054
1650067200,2022-04-16 00:00:00,POL/USDT,0.05156,0.0522,0.0504,0.05141,8128698.47536591,415971.7525429337924
1649980800,2022-04-15 00:00:00,POL/USDT,0.05334,0.05359,0.05146,0.05161,7796947.75897484,411475.5254522091926
1649894400,2022-04-14 00:00:00,POL/USDT,0.05429,0.0552,0.05322,0.05331,6792398.08356675,368267.0304681462429
1649808000,2022-04-13 00:00:00,POL/USDT,0.05211,0.05446,0.05208,0.05428,7524741.99672436,397960.2227528963725
1649721600,2022-04-12 00:00:00,POL/USDT,0.054,0.05428,0.05162,0.05213,5347828.6215145,281659.5463765150165
1649635200,2022-04-11 00:00:00,POL/USDT,0.05714,0.05723,0.054,0.05421,5702161.02417845,316641.2117115002789
1649548800,2022-04-10 00:00:00,POL/USDT,0.06067,0.06078,0.05704,0.05718,6718994.25976524,404516.5195004555036
1649462400,2022-04-09 00:00:00,POL/USDT,0.06028,0.06078,0.05882,0.06078,6008870.88561853,356001.9634310685609
1649376000,2022-04-08 00:00:00,POL/USDT,0.06212,0.06241,0.06009,0.06027,5908571.49588462,364807.4357719781976
1649289600,2022-04-07 00:00:00,POL/USDT,0.06082,0.0628,0.06,0.06218,5967486.62112343,365450.7530851571296
1649203200,2022-04-06 00:00:00,POL/USDT,0.06325,0.06437,0.0607,0.06097,4748860.40747397,297958.4546408460516
1649116800,2022-04-05 00:00:00,POL/USDT,0.06601,0.06665,0.06302,0.06323,5652017.46028584,366975.4250946455214
1649030400,2022-04-04 00:00:00,POL/USDT,0.06383,0.06938,0.06382,0.06626,7442323.94935049,484235.8281677447584
1648944000,2022-04-03 00:00:00,POL/USDT,0.06405,0.06501,0.06225,0.06395,6651858.87718647,421038.139858826035
1648857600,2022-04-02 00:00:00,POL/USDT,0.065,0.07158,0.06388,0.06406,9297558.68895295,616744.0201551299155
1648771200,2022-04-01 00:00:00,POL/USDT,0.06346,0.06879,0.06215,0.06501,9009032.04907094,578087.0400918389968
1648684800,2022-03-31 00:00:00,POL/USDT,0.06385,0.0641,0.0618,0.0635,8521546.22180767,538764.4978205848478
1648598400,2022-03-30 00:00:00,POL/USDT,0.06303,0.06499,0.06165,0.06388,8363232.09651401,523750.9507020714526
1648512000,2022-03-29 00:00:00,POL/USDT,0.06161,0.0646,0.0615,0.06311,8750535.71892321,549234.3265051579473
1648425600,2022-03-28 00:00:00,POL/USDT,0.06279,0.0645,0.0615,0.06187,8622094.85270874,545363.5795383936621
1648339200,2022-03-27 00:00:00,POL/USDT,0.0625,0.064,0.0615,0.0628,10428560.00689628,647776.0714773448396
1648252800,2022-03-26 00:00:00,POL/USDT,0.0635,0.06389,0.0616,0.06268,9412366.83295374,589106.3099142976315
1648166400,2022-03-25 00:00:00,POL/USDT,0.06139,0.06512,0.0602,0.06347,10087751.72164905,621575.7563208127735
1648080000,2022-03-24 00:00:00,POL/USDT,0.06048,0.0616,0.0602,0.06142,11945932.20497854,724712.2554583046805
1647993600,2022-03-23 00:00:00,POL/USDT,0.06183,0.06239,0.0602,0.06049,11650059.51238749,713516.0831880249851
1647907200,2022-03-22 00:00:00,POL/USDT,0.06185,0.06369,0.05949,0.062,8725124.68813192,536491.7086002940925
1647820800,2022-03-21 00:00:00,POL/USDT,0.06226,0.0632,0.0612,0.06184,8440242.77498625,523326.9877883041158
1647734400,2022-03-20 00:00:00,POL/USDT,0.0615,0.064,0.0596,0.06251,9565277.25949846,584858.1030737863238
1647648000,2022-03-19 00:00:00,POL/USDT,0.06032,0.0636,0.05955,0.06148,9984635.20453151,609034.3893036954233
1647561600,2022-03-18 00:00:00,POL/USDT,0.06006,0.06357,0.0596,0.06034,9938953.84602061,601982.1893793731455
1647475200,2022-03-17 00:00:00,POL/USDT,0.05903,0.0606,0.0588,0.06007,8634046.54194482,512540.0190549549098
1647388800,2022-03-16 00:00:00,POL/USDT,0.05827,0.06,0.05826,0.05901,6274924.15285325,369592.1813428888468
1647302400,2022-03-15 00:00:00,POL/USDT,0.05798,0.06102,0.0579,0.05834,8952391.26057684,523505.7643461481206
1647216000,2022-03-14 00:00:00,POL/USDT,0.05812,0.08289,0.05723,0.05808,11975035.48534523,725591.4628532623956
1647129600,2022-03-13 00:00:00,POL/USDT,0.0596,0.05993,0.05784,0.05811,11724577.60773159,687152.0587576360818
1647043200,2022-03-12 00:00:00,POL/USDT,0.06193,0.06196,0.0596,0.05969,10485076.07435984,641784.0572285205294
1646956800,2022-03-11 00:00:00,POL/USDT,0.06552,0.06553,0.06146,0.06194,7036900.9175301,443500.1812193335425
1646870400,2022-03-10 00:00:00,POL/USDT,0.06773,0.0678,0.06347,0.06548,8687450.46359816,578675.6008602044002
1646784000,2022-03-09 00:00:00,POL/USDT,0.06617,0.07043,0.06601,0.06772,8528357.28188791,573382.675628455032
1646697600,2022-03-08 00:00:00,POL/USDT,0.0665,0.06857,0.06601,0.06636,8147838.13356686,543802.7394418700129
1646611200,2022-03-07 00:00:00,POL/USDT,0.06909,0.0693,0.06597,0.06648,7712391.6208114,524052.2106874813098
1646524800,2022-03-06 00:00:00,POL/USDT,0.07327,0.07398,0.06901,0.06915,8245397.37212563,590571.7167388771172
1646438400,2022-03-05 00:00:00,POL/USDT,0.07195,0.07389,0.07149,0.07328,8998425.71888969,652982.0026039802675
1646352000,2022-03-04 00:00:00,POL/USDT,0.07135,0.085,0.07036,0.07192,8344656.23230741,614363.5687526774692
1646265600,2022-03-03 00:00:00,POL/USDT,0.06921,0.07265,0.06815,0.07141,7929350.52900362,548175.8379271380225
1646179200,2022-03-02 00:00:00,POL/USDT,0.07016,0.07156,0.068,0.06949,8264969.00775828,574624.54838787243
1646092800,2022-03-01 00:00:00,POL/USDT,0.07007,0.0713,0.06945,0.07044,8600328.06363182,603789.240512046302
1646006400,2022-02-28 00:00:00,POL/USDT,0.06691,0.07055,0.06635,0.07017,8275251.21915323,559867.8952180472665
1645920000,2022-02-27 00:00:00,POL/USDT,0.06909,0.07149,0.06647,0.06694,7793268.6840599,530080.4387608157045
1645833600,2022-02-26 00:00:00,POL/USDT,0.06927,0.07149,0.06755,0.06906,7914196.47863076,542220.9338606117127
1645747200,2022-02-25 00:00:00,POL/USDT,0.06681,0.075,0.06635,0.06928,10420629.31609749,713576.2994816309115
1645660800,2022-02-24 00:00:00,POL/USDT,0.07291,0.07355,0.0659,0.06689,7561802.559223,514815.7445906691531
1645574400,2022-02-23 00:00:00,POL/USDT,0.07387,0.07805,0.07257,0.07329,8598083.94269147,640241.0706376933453
1645488000,2022-02-22 00:00:00,POL/USDT,0.0803,0.08059,0.07212,0.07393,7645208.54262941,577368.9352289687722
1645401600,2022-02-21 00:00:00,POL/USDT,0.08279,0.0848,0.0799,0.08047,6095490.26447742,502214.0968879701626
1645315200,2022-02-20 00:00:00,POL/USDT,0.07935,0.083,0.07771,0.08277,7175485.44038868,568740.8378593161644
1645228800,2022-02-19 00:00:00,POL/USDT,0.07935,0.08094,0.077,0.0793,8245518.34765841,651817.2428785268383
1645142400,2022-02-18 00:00:00,POL/USDT,0.07918,0.08255,0.07826,0.07965,7454287.48775657,601504.016032617838
1645056000,2022-02-17 00:00:00,POL/USDT,0.08206,0.08265,0.07539,0.07915,7320209.30109312,586430.6130653117719
1644969600,2022-02-16 00:00:00,POL/USDT,0.08523,0.08739,0.08183,0.08227,7134731.3479444,595688.2670113750386
1644883200,2022-02-15 00:00:00,POL/USDT,0.08595,0.08645,0.0818,0.08549,7462392.5001773,619968.1610881120994
1644796800,2022-02-14 00:00:00,POL/USDT,0.08428,0.0904,0.08235,0.08631,6991730.48296694,595514.7086406870485
1644710400,2022-02-13 00:00:00,POL/USDT,0.081,0.10389,0.08099,0.08445,8600846.40601257,737845.9211647920984
1644624000,2022-02-12 00:00:00,POL/USDT,0.0792,0.08667,0.0786,0.08134,7019463.48073635,562350.9663436713437
1644537600,2022-02-11 00:00:00,POL/USDT,0.07966,0.08313,0.07829,0.0792,6843084.99431966,543344.2142747842232
1644451200,2022-02-10 00:00:00,POL/USDT,0.08093,0.08616,0.07928,0.07984,6527296.07023154,534588.5133019581135
1644364800,2022-02-09 00:00:00,POL/USDT,0.08258,0.08375,0.07852,0.0811,6860124.68382076,552509.6552108744069
1644278400,2022-02-08 00:00:00,POL/USDT,0.08383,0.08831,0.08132,0.08292,5945616.55309282,503451.8810506453916
1644192000,2022-02-07 00:00:00,POL/USDT,0.07854,0.09166,0.07802,0.08386,7056924.74858872,576208.978466750159
1644105600,2022-02-06 00:00:00,POL/USDT,0.08075,0.08399,0.078,0.07858,6334212.20265596,506951.3623982497473
1644019200,2022-02-05 00:00:00,POL/USDT,0.07917,0.0887,0.07898,0.08109,6376730.48938909,523248.9951333044106
1643932800,2022-02-04 00:00:00,POL/USDT,0.07668,0.08075,0.07665,0.07937,8208885.00319454,639803.5836941485998
