https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ICP,Volume USDT
1663459200,2022-09-18 00:00:00,ICP/USDT,6.3,6.3,6.21,6.23,10390.91581194,64768.9380352831
1663372800,2022-09-17 00:00:00,ICP/USDT,6.19,6.4,6.16,6.3,107092.93522786,672743.2079698493
1663286400,2022-09-16 00:00:00,ICP/USDT,6.13,6.27,5.95,6.18,128936.38744597,789035.083639246
1663200000,2022-09-15 00:00:00,ICP/USDT,6.3,6.39,5.95,6.13,143330.99447826,885453.1156201499
1663113600,2022-09-14 00:00:00,ICP/USDT,6.41,6.54,6.16,6.31,127249.4415697,807987.4431518731
1663027200,2022-09-13 00:00:00,ICP/USDT,6.93,7.11,6.39,6.41,182557.7642182,1227404.1366459352
1662940800,2022-09-12 00:00:00,ICP/USDT,7.17,7.27,6.85,6.93,135709.11581308,955085.8968815567
1662854400,2022-09-11 00:00:00,ICP/USDT,7.13,7.44,7,7.18,280409.45012299,2020743.0638827942
1662768000,2022-09-10 00:00:00,ICP/USDT,7.11,7.32,6.99,7.12,264523.31337839,1884551.9439977849
1662681600,2022-09-09 00:00:00,ICP/USDT,6.49,7.31,6.49,7.09,437935.95279357,3064243.9412128957
1662595200,2022-09-08 00:00:00,ICP/USDT,6.48,6.54,6.31,6.48,118903.30514765,764922.7521166473
1662508800,2022-09-07 00:00:00,ICP/USDT,6.21,6.51,6.05,6.48,124500.56119618,783465.2337616008
1662422400,2022-09-06 00:00:00,ICP/USDT,6.75,6.98,6.17,6.21,239426.84771356,1573929.1337063045
1662336000,2022-09-05 00:00:00,ICP/USDT,6.68,6.85,6.39,6.75,135935.20598395,904263.3841526813
1662249600,2022-09-04 00:00:00,ICP/USDT,6.5,6.83,6.29,6.69,201082.45709299,1316854.6185391194
1662163200,2022-09-03 00:00:00,ICP/USDT,6.28,6.63,6.19,6.5,251188.18461351,1622259.868686582
1662076800,2022-09-02 00:00:00,ICP/USDT,6.31,6.43,6.13,6.28,91530.28530209,572274.3202773867
1661990400,2022-09-01 00:00:00,ICP/USDT,6.24,6.33,6.07,6.32,109863.84083533,679813.3919819236
1661904000,2022-08-31 00:00:00,ICP/USDT,6.27,6.5,6.2,6.24,92857.71048549,591717.9895548926
1661817600,2022-08-30 00:00:00,ICP/USDT,6.69,6.84,6.18,6.26,172105.58627269,1115446.4410726551
1661731200,2022-08-29 00:00:00,ICP/USDT,6.29,6.75,6.16,6.69,190251.42644619,1221815.7268323148
1661644800,2022-08-28 00:00:00,ICP/USDT,6.3,6.61,6.08,6.28,253435.55635164,1616575.851976245
1661558400,2022-08-27 00:00:00,ICP/USDT,5.75,6.45,5.67,6.28,267915.31776622,1632725.0877179801
1661472000,2022-08-26 00:00:00,ICP/USDT,6.35,6.39,5.64,5.75,210343.24091917,1275888.9936980735
1661385600,2022-08-25 00:00:00,ICP/USDT,6.4,6.65,6.25,6.35,140481.89152959,907846.6006469217
1661299200,2022-08-24 00:00:00,ICP/USDT,6.39,6.65,6.26,6.41,135275.70419486,869447.1383493582
1661212800,2022-08-23 00:00:00,ICP/USDT,6.39,6.46,6.14,6.39,99088.38684168,629977.3022008104
1661126400,2022-08-22 00:00:00,ICP/USDT,6.46,6.47,6.09,6.39,153059.26292619,958772.4160049897
1661040000,2022-08-21 00:00:00,ICP/USDT,6.3,6.6,6.26,6.46,160724.04190801,1035681.7750773149
1660953600,2022-08-20 00:00:00,ICP/USDT,6.39,6.73,6.09,6.32,221390.86866741,1438699.1600488857
1660867200,2022-08-19 00:00:00,ICP/USDT,6.88,6.88,6.26,6.4,289843.45161581,1882366.0848151759
1660780800,2022-08-18 00:00:00,ICP/USDT,7.38,7.5,6.76,6.87,182065.51631076,1312642.7805801252
1660694400,2022-08-17 00:00:00,ICP/USDT,7.79,8.24,7.33,7.38,197615.97121494,1515410.1093810698
1660608000,2022-08-16 00:00:00,ICP/USDT,7.8,7.88,7.59,7.77,113375.45102688,879015.6939769733
1660521600,2022-08-15 00:00:00,ICP/USDT,8,8.21,7.64,7.79,126909.3840986,1001482.1208722103
1660435200,2022-08-14 00:00:00,ICP/USDT,8.19,8.41,7.88,8,181215.44963537,1486114.4016023442
1660348800,2022-08-13 00:00:00,ICP/USDT,8.38,8.54,8.17,8.2,120309.02795951,1001676.874450345
1660262400,2022-08-12 00:00:00,ICP/USDT,8.17,8.42,8.03,8.38,86410.9171354,707464.4599948513
1660176000,2022-08-11 00:00:00,ICP/USDT,8.35,8.71,8.05,8.18,144272.22918522,1213025.807186622
1660089600,2022-08-10 00:00:00,ICP/USDT,7.83,8.44,7.62,8.34,159045.85760215,1286996.753903345
1660003200,2022-08-09 00:00:00,ICP/USDT,8.27,8.36,7.58,7.82,168754.66436174,1350941.1188340179
1659916800,2022-08-08 00:00:00,ICP/USDT,8.24,8.65,8.15,8.25,158681.04414915,1335033.426063964
1659830400,2022-08-07 00:00:00,ICP/USDT,8.29,8.36,8.09,8.24,88482.25692028,726531.668863245
1659744000,2022-08-06 00:00:00,ICP/USDT,8.39,8.68,8.24,8.28,223883.39579176,1891777.8570948828
1659657600,2022-08-05 00:00:00,ICP/USDT,8,8.4,7.91,8.39,206060.61363527,1671029.7572612818
1659571200,2022-08-04 00:00:00,ICP/USDT,7.86,8.28,7.84,7.98,132594.98400334,1061938.9931239131
1659484800,2022-08-03 00:00:00,ICP/USDT,7.98,8.38,7.64,7.86,297364.83875545,2393971.0930267113
1659398400,2022-08-02 00:00:00,ICP/USDT,8.35,8.44,7.48,7.97,438687.05136667,3443972.3382637573
1659312000,2022-08-01 00:00:00,ICP/USDT,8.99,9.37,8.05,8.33,668545.31145358,5754744.6268607342
1659225600,2022-07-31 00:00:00,ICP/USDT,8.29,9.78,8.08,8.98,1139834.57591358,10263359.8665684049
1659139200,2022-07-30 00:00:00,ICP/USDT,8.05,9.37,8.01,8.28,1270005.07230075,10852713.891708579
1659052800,2022-07-29 00:00:00,ICP/USDT,7.25,8.18,6.98,8.05,693871.02253145,5094195.9793098314
1658966400,2022-07-28 00:00:00,ICP/USDT,7.14,7.44,6.97,7.26,479466.61528242,3467095.7532583781
1658880000,2022-07-27 00:00:00,ICP/USDT,6.58,7.16,6.37,7.15,284288.76150506,1906838.1828107567
1658793600,2022-07-26 00:00:00,ICP/USDT,6.22,6.6,6.02,6.6,230261.91269813,1439078.5232041843
1658707200,2022-07-25 00:00:00,ICP/USDT,6.6,6.61,6.15,6.22,203928.28093847,1282280.1579101864
1658620800,2022-07-24 00:00:00,ICP/USDT,6.67,6.82,6.53,6.6,160630.03700723,1067843.4158840818
1658534400,2022-07-23 00:00:00,ICP/USDT,6.49,6.78,6.28,6.68,184354.75424144,1203254.5852298133
1658448000,2022-07-22 00:00:00,ICP/USDT,6.89,7.1,6.37,6.48,167274.16900872,1133164.6516138819
1658361600,2022-07-21 00:00:00,ICP/USDT,6.71,6.99,6.41,6.91,204665.23853467,1366639.6163854209
1658275200,2022-07-20 00:00:00,ICP/USDT,7.36,7.57,6.52,6.73,296502.51732293,2134718.1428665222
1658188800,2022-07-19 00:00:00,ICP/USDT,7.55,7.63,7.08,7.37,366229.48593931,2696239.1995542439
1658102400,2022-07-18 00:00:00,ICP/USDT,7.23,7.85,7.19,7.54,407356.8090931,3053252.4894793729
1658016000,2022-07-17 00:00:00,ICP/USDT,7.13,7.64,6.83,7.23,382781.71913792,2728973.8623493526
1657929600,2022-07-16 00:00:00,ICP/USDT,6.8,7.46,6.62,7.12,260657.10004766,1835763.4089705275
1657843200,2022-07-15 00:00:00,ICP/USDT,6.84,7.15,6.69,6.82,239845.93848711,1664613.7798199442
1657756800,2022-07-14 00:00:00,ICP/USDT,6.52,6.94,6.26,6.82,320506.82848479,2118631.3091836484
1657670400,2022-07-13 00:00:00,ICP/USDT,6.3,6.56,5.88,6.5,320805.57941023,1997444.909232356
1657584000,2022-07-12 00:00:00,ICP/USDT,6.27,6.61,6.18,6.28,412735.89169984,2639873.2068942241
1657497600,2022-07-11 00:00:00,ICP/USDT,6.38,6.9,6.07,6.29,710119.48660833,4674318.3345033358
1657411200,2022-07-10 00:00:00,ICP/USDT,6.98,7.05,6.32,6.39,343143.03434551,2267593.7359997893
1657324800,2022-07-09 00:00:00,ICP/USDT,6.96,7.3,6.87,6.97,417222.60344193,2934140.8876694275
1657238400,2022-07-08 00:00:00,ICP/USDT,6.23,7.46,5.96,6.96,1116711.18302564,7417230.3695156887
1657152000,2022-07-07 00:00:00,ICP/USDT,5.64,6.4,5.56,6.24,467682.36363355,2844115.5206294358
1657065600,2022-07-06 00:00:00,ICP/USDT,5.52,5.73,5.4,5.64,250148.7561351,1392206.2823189664
1656979200,2022-07-05 00:00:00,ICP/USDT,5.59,5.75,5.28,5.52,294090.36902148,1631787.3175050236
1656892800,2022-07-04 00:00:00,ICP/USDT,5.26,5.62,5.19,5.59,102488.79108721,558025.2547752957
1656806400,2022-07-03 00:00:00,ICP/USDT,5.24,5.3,5.12,5.24,78574.35643398,409282.062082232
1656720000,2022-07-02 00:00:00,ICP/USDT,5.24,5.37,5.13,5.25,111769.5138801,586234.3202929794
1656633600,2022-07-01 00:00:00,ICP/USDT,5.37,5.47,5.14,5.23,181428.18373619,956524.1844416714
1656547200,2022-06-30 00:00:00,ICP/USDT,5.42,5.45,5.01,5.35,190606.01757451,989188.4446541466
1656460800,2022-06-29 00:00:00,ICP/USDT,5.47,5.61,5.25,5.41,189549.07245684,1025786.473207822
1656374400,2022-06-28 00:00:00,ICP/USDT,5.8,6.02,5.42,5.48,261771.03272092,1499128.2219737221
1656288000,2022-06-27 00:00:00,ICP/USDT,5.75,6.13,5.67,5.79,240171.44987599,1409882.1621954448
1656201600,2022-06-26 00:00:00,ICP/USDT,6.31,6.34,5.73,5.76,237791.70981323,1443406.9906252275
1656115200,2022-06-25 00:00:00,ICP/USDT,6.12,6.47,5.92,6.32,181493.04861444,1118436.9955700664
1656028800,2022-06-24 00:00:00,ICP/USDT,5.82,6.25,5.73,6.14,211294.90082241,1272499.5218818377
1655942400,2022-06-23 00:00:00,ICP/USDT,5.46,5.88,5.43,5.82,161765.98868747,924026.9518951596
1655856000,2022-06-22 00:00:00,ICP/USDT,5.82,5.83,5.39,5.45,170949.6188631,953686.7735099813
1655769600,2022-06-21 00:00:00,ICP/USDT,5.77,6.29,5.66,5.84,323011.37698557,1927958.5514052525
1655683200,2022-06-20 00:00:00,ICP/USDT,5.48,5.9,5.25,5.77,306477.2137465,1729548.4362466337
1655596800,2022-06-19 00:00:00,ICP/USDT,5.14,5.54,4.9,5.49,288829.20766385,1510850.3793359491
1655510400,2022-06-18 00:00:00,ICP/USDT,5.45,5.54,4.6,5.15,350690.69625302,1776746.0100406606
1655424000,2022-06-17 00:00:00,ICP/USDT,5.33,5.55,5.22,5.44,182775.60057192,991674.6809625169
1655337600,2022-06-16 00:00:00,ICP/USDT,6,6.05,5.25,5.33,324439.36577332,1794614.4368965517
1655251200,2022-06-15 00:00:00,ICP/USDT,5.56,6.05,5.02,5.99,441020.06626193,2378645.1889504348
1655164800,2022-06-14 00:00:00,ICP/USDT,5.43,5.91,5.17,5.57,432619.05699245,2404540.2738106701
1655078400,2022-06-13 00:00:00,ICP/USDT,5.63,6.13,5.18,5.44,1222249.57333691,6832591.2748874531
1654992000,2022-06-12 00:00:00,ICP/USDT,5.97,6.45,5.44,5.64,1309185.66451958,7767490.3289856618
1654905600,2022-06-11 00:00:00,ICP/USDT,6.09,6.7,5.54,5.97,1552784.40084778,9459887.2932717298
1654819200,2022-06-10 00:00:00,ICP/USDT,6.4,6.54,6.05,6.09,299824.76185921,1889877.1450581133
1654732800,2022-06-09 00:00:00,ICP/USDT,6.5,6.96,6.28,6.4,231665.87161989,1520617.5743299048
1654646400,2022-06-08 00:00:00,ICP/USDT,6.82,7.01,6.49,6.52,313339.80416562,2113205.2253514987
1654560000,2022-06-07 00:00:00,ICP/USDT,7.6,7.6,6.75,6.83,482558.78537542,3371052.6051417826
1654473600,2022-06-06 00:00:00,ICP/USDT,7.34,8.03,7.34,7.59,310921.1139464,2392571.8121830638
1654387200,2022-06-05 00:00:00,ICP/USDT,7.76,7.76,7.26,7.35,329661.65689352,2455920.1222476324
1654300800,2022-06-04 00:00:00,ICP/USDT,7.92,7.98,7.49,7.75,373951.51620961,2874555.0784264646
1654214400,2022-06-03 00:00:00,ICP/USDT,9.45,9.63,7.8,7.91,665796.41611777,5745472.0695935646
1654128000,2022-06-02 00:00:00,ICP/USDT,7.62,9.79,7.46,9.43,669018.91422744,5877830.2712915
1654041600,2022-06-01 00:00:00,ICP/USDT,8.28,8.43,7.44,7.62,314434.85374339,2509132.4603202461
1653955200,2022-05-31 00:00:00,ICP/USDT,8.12,8.74,7.95,8.28,317252.90530883,2608778.0703878359
1653868800,2022-05-30 00:00:00,ICP/USDT,7.12,8.33,7.06,8.1,322352.41953841,2485428.4601411224
1653782400,2022-05-29 00:00:00,ICP/USDT,7.23,7.42,6.98,7.14,126425.86344383,906841.589973267
1653696000,2022-05-28 00:00:00,ICP/USDT,6.97,7.43,6.75,7.22,139407.25049088,987100.6977304154
1653609600,2022-05-27 00:00:00,ICP/USDT,7.31,7.53,6.83,6.96,392189.96676495,2809130.148930978
1653523200,2022-05-26 00:00:00,ICP/USDT,7.79,7.92,6.94,7.3,386925.94626124,2846083.0618328119
1653436800,2022-05-25 00:00:00,ICP/USDT,7.91,8.06,7.61,7.78,182159.69078415,1422956.4570615993
1653350400,2022-05-24 00:00:00,ICP/USDT,7.75,7.93,7.33,7.93,147772.22706949,1137577.244767799
1653264000,2022-05-23 00:00:00,ICP/USDT,8.2,8.85,7.57,7.76,233267.03320528,1927838.8306844572
1653177600,2022-05-22 00:00:00,ICP/USDT,8.02,8.37,7.86,8.23,191486.56340416,1561084.3196134293
1653091200,2022-05-21 00:00:00,ICP/USDT,7.78,8.24,7.61,8.01,159426.48005182,1264648.1666621615
1653004800,2022-05-20 00:00:00,ICP/USDT,8.19,8.46,7.56,7.76,207181.08842855,1660460.3416684083
1652918400,2022-05-19 00:00:00,ICP/USDT,7.51,8.33,7.3,8.19,226310.70806467,1791298.3555920456
1652832000,2022-05-18 00:00:00,ICP/USDT,8.62,8.77,7.46,7.5,225896.92720098,1806157.0532459132
1652745600,2022-05-17 00:00:00,ICP/USDT,8.12,8.72,8.09,8.62,170951.88960288,1438295.8924372487
1652659200,2022-05-16 00:00:00,ICP/USDT,9.22,9.22,7.98,8.1,217292.40813563,1840716.9611764018
1652572800,2022-05-15 00:00:00,ICP/USDT,8.54,9.24,8.06,9.23,268093.65273216,2311929.9202841122
1652486400,2022-05-14 00:00:00,ICP/USDT,9.28,10.3,7.65,8.53,324180.12211135,2729660.0416005996
1652400000,2022-05-13 00:00:00,ICP/USDT,7.2,10.39,7.09,9.31,519049.19801527,4400777.2908614217
1652313600,2022-05-12 00:00:00,ICP/USDT,7.45,8.04,6.01,7.22,455739.92792691,3150426.7341735193
1652227200,2022-05-11 00:00:00,ICP/USDT,10.55,10.85,7.03,7.43,834635.71329961,7619494.361763821
1652140800,2022-05-10 00:00:00,ICP/USDT,9.9,11.61,9.62,10.54,997567.41462126,10690111.2690533844
1652054400,2022-05-09 00:00:00,ICP/USDT,11.91,12.16,9.78,9.91,874879.81584072,9471489.5026335846
1651968000,2022-05-08 00:00:00,ICP/USDT,12.06,12.3,11.68,11.9,265357.62859618,3178755.3941903302
1651881600,2022-05-07 00:00:00,ICP/USDT,12.47,12.54,11.65,12.06,186272.94009915,2283693.9422082714
1651795200,2022-05-06 00:00:00,ICP/USDT,12.71,12.79,12.18,12.44,297911.05134281,3718169.2580732217
1651708800,2022-05-05 00:00:00,ICP/USDT,14.27,14.59,12.24,12.72,351769.02869103,4636982.0640315866
1651622400,2022-05-04 00:00:00,ICP/USDT,12.83,14.44,12.78,14.28,246237.73778172,3340812.8028777789
1651536000,2022-05-03 00:00:00,ICP/USDT,12.96,13.55,12.54,12.83,234456.4472419,3068974.6353127774
1651449600,2022-05-02 00:00:00,ICP/USDT,13.04,13.22,12.35,12.96,218189.71654751,2790868.304821646
1651363200,2022-05-01 00:00:00,ICP/USDT,12.4,13.38,12.15,13.05,418733.5598669,5325900.0281630927
1651276800,2022-04-30 00:00:00,ICP/USDT,14.15,14.35,11.27,12.4,573562.0305472,7393031.5573676105
1651190400,2022-04-29 00:00:00,ICP/USDT,15.12,15.24,13.68,14.15,215316.01607827,3109701.4193020792
1651104000,2022-04-28 00:00:00,ICP/USDT,15.3,15.54,14.92,15.13,174728.24982543,2659994.5982773855
1651017600,2022-04-27 00:00:00,ICP/USDT,15.01,15.6,14.76,15.3,167956.57955904,2557330.331258974
1650931200,2022-04-26 00:00:00,ICP/USDT,16.15,16.4,14.54,15.01,208169.87208178,3216673.3186261059
1650844800,2022-04-25 00:00:00,ICP/USDT,16.21,16.26,15.03,16.13,251113.30250387,3928674.3262346696
1650758400,2022-04-24 00:00:00,ICP/USDT,16.48,16.69,16.03,16.2,95668.22682549,1562745.4634657874
1650672000,2022-04-23 00:00:00,ICP/USDT,16.59,17.2,16.41,16.48,130095.760499,2183944.6250476568
1650585600,2022-04-22 00:00:00,ICP/USDT,16.46,16.99,16.24,16.59,113838.06940519,1889689.90739937
1650499200,2022-04-21 00:00:00,ICP/USDT,17.06,17.77,16.14,16.46,136757.43743454,2344927.2144768154
1650412800,2022-04-20 00:00:00,ICP/USDT,17.42,17.84,16.73,17.09,117788.74610876,2033618.726692647
1650326400,2022-04-19 00:00:00,ICP/USDT,16.98,17.72,16.79,17.43,119782.34646553,2065020.71220386
1650240000,2022-04-18 00:00:00,ICP/USDT,16.42,17.14,15.7,16.97,202396.2511156,3319878.7650790393
