https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ICP,Volume USDT
1650153600,2022-04-17 00:00:00,ICP/USDT,17.57,17.92,16.35,16.41,187791.01759023,3263129.9067953617
1650067200,2022-04-16 00:00:00,ICP/USDT,16.82,17.78,16.53,17.56,132265.75196681,2267991.1346121876
1649980800,2022-04-15 00:00:00,ICP/USDT,16.5,16.97,16.38,16.81,109216.29713142,1822436.7390283922
1649894400,2022-04-14 00:00:00,ICP/USDT,16.98,17.33,16.13,16.5,137470.1169411,2297829.5051101481
1649808000,2022-04-13 00:00:00,ICP/USDT,16.59,17.15,16.19,16.98,130555.10157806,2192983.2027856084
1649721600,2022-04-12 00:00:00,ICP/USDT,16.08,17.05,15.98,16.57,180900.19274102,2987063.5177692521
1649635200,2022-04-11 00:00:00,ICP/USDT,17.35,17.52,15.6,16.08,271627.40160865,4522164.1439818496
1649548800,2022-04-10 00:00:00,ICP/USDT,18.39,18.45,17.26,17.35,126732.55906658,2279987.4021933944
1649462400,2022-04-09 00:00:00,ICP/USDT,17.99,18.45,17.82,18.38,119708.39517522,2171705.627134465
1649376000,2022-04-08 00:00:00,ICP/USDT,19.28,19.6,17.76,18,318574.35080612,5991088.9195581125
1649289600,2022-04-07 00:00:00,ICP/USDT,18.71,19.49,18.34,19.32,185572.6040606,3525234.0399536128
1649203200,2022-04-06 00:00:00,ICP/USDT,21.05,21.15,18.59,18.74,359078.08204198,7129167.6296043414
1649116800,2022-04-05 00:00:00,ICP/USDT,21.87,22.86,20.85,21.06,269101.455729,5940398.3499520509
1649030400,2022-04-04 00:00:00,ICP/USDT,22.65,23.52,20.75,21.88,429180.1769803,9488736.7217423829
1648944000,2022-04-03 00:00:00,ICP/USDT,21,22.83,20.64,22.65,288345.56484665,6300747.1694941736
1648857600,2022-04-02 00:00:00,ICP/USDT,21.61,22.52,20.91,21.01,295141.78572533,6411044.4192943354
1648771200,2022-04-01 00:00:00,ICP/USDT,20.98,21.83,20,21.6,300595.49220414,6305970.3359513562
1648684800,2022-03-31 00:00:00,ICP/USDT,21.82,23.32,20.13,20.98,549323.77113965,11845143.3107952418
1648598400,2022-03-30 00:00:00,ICP/USDT,22.14,22.43,21.13,21.82,239868.43385063,5270680.4493737355
1648512000,2022-03-29 00:00:00,ICP/USDT,21.78,23.28,21.27,22.13,427005.18542488,9504805.5289427173
1648425600,2022-03-28 00:00:00,ICP/USDT,21.9,23.5,21.1,21.78,462970.96158883,10379611.1921882301
1648339200,2022-03-27 00:00:00,ICP/USDT,19.42,22,18.96,21.9,357038.97503209,7350497.393630169
1648252800,2022-03-26 00:00:00,ICP/USDT,18.76,19.58,18.57,19.42,117500.42156009,2249621.7813440141
1648166400,2022-03-25 00:00:00,ICP/USDT,19.41,20.04,18.61,18.75,158692.77539522,3061878.4354427353
1648080000,2022-03-24 00:00:00,ICP/USDT,18.98,19.82,18.65,19.42,181946.17475554,3495354.2006806978
1647993600,2022-03-23 00:00:00,ICP/USDT,18.03,19.53,17.73,18.96,285330.4659459,5384274.351480284
1647907200,2022-03-22 00:00:00,ICP/USDT,16.95,18.44,16.8,18.01,182345.89868758,3273494.9828188048
1647820800,2022-03-21 00:00:00,ICP/USDT,16.77,17.18,16.25,16.97,100725.25726376,1688726.2104984449
1647734400,2022-03-20 00:00:00,ICP/USDT,17.6,17.76,16.61,16.77,92362.54250988,1585400.2040405056
1647648000,2022-03-19 00:00:00,ICP/USDT,16.9,17.68,16.77,17.61,146948.41374545,2542381.5245697379
1647561600,2022-03-18 00:00:00,ICP/USDT,16.58,17.09,16.14,16.89,110663.36536663,1836731.7029013844
1647475200,2022-03-17 00:00:00,ICP/USDT,16.49,17.22,16.31,16.57,141944.85127815,2373673.0222456772
1647388800,2022-03-16 00:00:00,ICP/USDT,15.83,16.49,15.59,16.49,176473.89221921,2827258.7193015039
1647302400,2022-03-15 00:00:00,ICP/USDT,16.16,16.45,15.33,15.84,98391.77620698,1556602.5607979962
1647216000,2022-03-14 00:00:00,ICP/USDT,15.73,16.21,15.58,16.18,64673.57260399,1022718.6228853061
1647129600,2022-03-13 00:00:00,ICP/USDT,16.08,16.44,15.45,15.77,79195.09442664,1273868.7897594553
1647043200,2022-03-12 00:00:00,ICP/USDT,16,16.63,16,16.07,102503.5045012,1677422.7544912952
1646956800,2022-03-11 00:00:00,ICP/USDT,16.58,16.95,15.94,16.01,103438.14427002,1698106.2512538828
1646870400,2022-03-10 00:00:00,ICP/USDT,17.47,17.54,16.08,16.59,164615.1011242,2721729.2119944398
1646784000,2022-03-09 00:00:00,ICP/USDT,16.84,17.92,16.74,17.46,124467.1388824,2177111.7788187786
1646697600,2022-03-08 00:00:00,ICP/USDT,16.43,17.14,16.32,16.86,102310.33603086,1718510.5477550012
1646611200,2022-03-07 00:00:00,ICP/USDT,16.6,17.32,15.82,16.43,146831.50052492,2439362.3498639001
1646524800,2022-03-06 00:00:00,ICP/USDT,17.66,17.77,16.57,16.61,122082.54961216,2103998.9237665829
1646438400,2022-03-05 00:00:00,ICP/USDT,17.61,17.9,16.82,17.68,133039.1363018,2314921.6711758962
1646352000,2022-03-04 00:00:00,ICP/USDT,19.97,19.99,17.36,17.61,185472.84415206,3452198.0532298815
1646265600,2022-03-03 00:00:00,ICP/USDT,19.31,20.74,18.87,19.98,381044.47250834,7546590.681094926
1646179200,2022-03-02 00:00:00,ICP/USDT,19.38,19.83,18.82,19.32,158523.92893164,3050491.7765078483
1646092800,2022-03-01 00:00:00,ICP/USDT,20.14,20.48,19.06,19.37,207804.21615367,4103853.6754318029
1646006400,2022-02-28 00:00:00,ICP/USDT,17.22,20.21,16.92,20.13,177117.63965927,3286551.5863032338
1645920000,2022-02-27 00:00:00,ICP/USDT,17.72,18.8,16.87,17.21,183688.82474307,3273183.0541416773
1645833600,2022-02-26 00:00:00,ICP/USDT,17.7,18.27,17.36,17.7,122807.56593826,2195950.4993708737
1645747200,2022-02-25 00:00:00,ICP/USDT,16.6,17.98,16.35,17.67,147227.05628359,2511656.9572776152
1645660800,2022-02-24 00:00:00,ICP/USDT,17.3,17.48,14.7,16.6,552547.01841553,8656332.053618648
1645574400,2022-02-23 00:00:00,ICP/USDT,17.92,18.57,17.12,17.28,189374.30051719,3395667.415701137
1645488000,2022-02-22 00:00:00,ICP/USDT,17.75,18.18,16.82,17.92,172867.50100171,3043358.2295086236
1645401600,2022-02-21 00:00:00,ICP/USDT,18.71,19.45,17.67,17.75,222895.31357746,4141910.4219808136
1645315200,2022-02-20 00:00:00,ICP/USDT,20,20.03,18.28,18.68,243778.28403879,4620182.4222507122
1645228800,2022-02-19 00:00:00,ICP/USDT,19.6,20.45,19.16,20,189784.03998872,3755054.5557289874
1645142400,2022-02-18 00:00:00,ICP/USDT,19.83,20.38,19.14,19.62,237764.40812952,4709060.7757753751
1645056000,2022-02-17 00:00:00,ICP/USDT,22.07,22.43,19.57,19.85,243602.03154429,5084768.9146016557
1644969600,2022-02-16 00:00:00,ICP/USDT,21.75,22.55,20.47,22.08,219094.84509859,4714880.9924492469
1644883200,2022-02-15 00:00:00,ICP/USDT,20.72,21.86,20.57,21.77,142977.95730305,3049384.1422235344
1644796800,2022-02-14 00:00:00,ICP/USDT,19.75,21.27,19.16,20.72,231461.05739974,4702138.1893804202
1644710400,2022-02-13 00:00:00,ICP/USDT,20.04,20.81,19.5,19.76,125581.99196518,2521198.0564607386
1644624000,2022-02-12 00:00:00,ICP/USDT,19.8,20.62,19.03,20.02,269190.15744557,5370972.9353041673
1644537600,2022-02-11 00:00:00,ICP/USDT,21.6,22.04,19.32,19.83,330058.25282476,6897189.0286480023
1644451200,2022-02-10 00:00:00,ICP/USDT,23.06,23.22,21.43,21.57,291798.34333538,6538873.2213185273
1644364800,2022-02-09 00:00:00,ICP/USDT,23.02,23.41,22.43,23.09,224341.22143773,5165140.150925734
1644278400,2022-02-08 00:00:00,ICP/USDT,24.02,24.66,22.27,23.01,364640.71160746,8489602.9147374905
1644192000,2022-02-07 00:00:00,ICP/USDT,23.36,24.42,22.76,24,335499.66789681,7981338.832435554
1644105600,2022-02-06 00:00:00,ICP/USDT,22.28,24.24,22.23,23.36,300147.69760181,6986639.1147065447
1644019200,2022-02-05 00:00:00,ICP/USDT,22.27,23.15,21.88,22.23,233072.88956207,5237113.7171154002
1643932800,2022-02-04 00:00:00,ICP/USDT,20.77,22.39,20.43,22.26,242362.38696833,5158361.6794392273
1643846400,2022-02-03 00:00:00,ICP/USDT,21.56,22.06,20.04,20.76,278231.17886898,5789915.9525302113
1643760000,2022-02-02 00:00:00,ICP/USDT,20.16,22.31,19.92,21.57,425730.59199158,9126505.6756123756
1643673600,2022-02-01 00:00:00,ICP/USDT,19.81,20.52,19.67,20.15,204657.78959312,4098830.2990751271
1643587200,2022-01-31 00:00:00,ICP/USDT,19.23,20.04,18.52,19.81,225334.72253626,4347357.7110232089
1643500800,2022-01-30 00:00:00,ICP/USDT,20.16,20.46,18.86,19.28,248856.84182061,4918948.061802125
1643414400,2022-01-29 00:00:00,ICP/USDT,20.29,21.34,20.02,20.18,222553.97974271,4602028.8270410441
1643328000,2022-01-28 00:00:00,ICP/USDT,19.58,20.63,18.89,20.3,242831.18956532,4790155.4445894183
1643241600,2022-01-27 00:00:00,ICP/USDT,19.83,20.05,18.5,19.62,245393.47463416,4719953.9950508825
1643155200,2022-01-26 00:00:00,ICP/USDT,20.05,21.77,19.29,19.83,313170.8270698,6468219.9385368157
1643068800,2022-01-25 00:00:00,ICP/USDT,20.72,21.36,19.65,20.03,228420.4946757,4698048.1427613728
1642982400,2022-01-24 00:00:00,ICP/USDT,21.27,21.9,18.43,20.75,402864.80329308,8080017.0930038487
1642896000,2022-01-23 00:00:00,ICP/USDT,20.55,22.13,20.07,21.25,165010.39667705,3463673.6173663344
1642809600,2022-01-22 00:00:00,ICP/USDT,24.18,25.31,18.12,20.55,568634.53067061,12173446.6553041347
1642723200,2022-01-21 00:00:00,ICP/USDT,24.96,25.49,22.32,24.18,514840.4033655,12363043.2248573806
