https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume MAP,Volume BTC
1663372800,2022-09-17 00:00:00,MAP/BTC,0.0000006347,0.000000642,0.0000006229,0.0000006231,2102490.9783,1.33835021575279
1663286400,2022-09-16 00:00:00,MAP/BTC,0.000000647,0.000000651,0.0000006388,0.0000006388,1967094.538,1.2581496610504
1663200000,2022-09-15 00:00:00,MAP/BTC,0.0000006514,0.0000006597,0.000000639,0.0000006471,2364577.7918,1.53453077619628
1663113600,2022-09-14 00:00:00,MAP/BTC,0.00000066,0.0000006716,0.0000006236,0.0000006552,2563876.0231,1.65191178250147
1663027200,2022-09-13 00:00:00,MAP/BTC,0.0000006101,0.0000006665,0.0000006,0.00000066,2542135.9161,1.53519243483568
1662940800,2022-09-12 00:00:00,MAP/BTC,0.0000006334,0.0000006534,0.0000006027,0.0000006101,2608502.733,1.6341577183723
1662854400,2022-09-11 00:00:00,MAP/BTC,0.0000006429,0.000000704,0.0000006306,0.0000006306,2708848.9115,1.74990659552664
1662768000,2022-09-10 00:00:00,MAP/BTC,0.000000656,0.0000006602,0.000000616,0.0000006388,2805207.7971,1.81077907771924
1662681600,2022-09-09 00:00:00,MAP/BTC,0.0000007,0.0000007033,0.0000006322,0.0000006552,2488521.5691,1.63962296124993
1662595200,2022-09-08 00:00:00,MAP/BTC,0.000000716,0.0000007426,0.0000007,0.000000708,2078840.6591,1.49081535519746
1662508800,2022-09-07 00:00:00,MAP/BTC,0.0000007031,0.0000007492,0.0000006523,0.0000007237,2139190.4275,1.46448901541395
1662422400,2022-09-06 00:00:00,MAP/BTC,0.0000006852,0.000000724,0.0000006797,0.0000007006,1963265.0993,1.3635876855453
1662336000,2022-09-05 00:00:00,MAP/BTC,0.0000006918,0.0000007028,0.0000006772,0.0000006904,2180770.1368,1.50355871809657
1662249600,2022-09-04 00:00:00,MAP/BTC,0.000000716,0.000000716,0.0000006918,0.0000006983,2393720.2034,1.65998270337049
1662163200,2022-09-03 00:00:00,MAP/BTC,0.000000716,0.0000007422,0.0000006949,0.0000007204,2581162.8818,1.85354158924547
1662076800,2022-09-02 00:00:00,MAP/BTC,0.0000006676,0.000000722,0.0000006544,0.0000007116,2885585.6585,1.91424185896369
1661990400,2022-09-01 00:00:00,MAP/BTC,0.0000006874,0.0000006896,0.0000006602,0.0000006676,2967250.4652,1.97278569787896
1661904000,2022-08-31 00:00:00,MAP/BTC,0.0000008662,0.0000008662,0.0000006776,0.0000006862,2667667.5959,1.93673913846926
1661817600,2022-08-30 00:00:00,MAP/BTC,0.0000006546,0.0000009077,0.0000006344,0.0000008627,2458331.12895517,1.818322295443684097
1661731200,2022-08-29 00:00:00,MAP/BTC,0.0000006438,0.00000078,0.000000619,0.0000006599,2169213.7668,1.38874053899271
1661644800,2022-08-28 00:00:00,MAP/BTC,0.000000615,0.0000006488,0.0000006083,0.0000006488,1398190.28,0.85915745358056
1661558400,2022-08-27 00:00:00,MAP/BTC,0.0000006017,0.0000006366,0.0000005757,0.0000006179,1148131.4973,0.68324549532097
1661472000,2022-08-26 00:00:00,MAP/BTC,0.0000005934,0.0000006241,0.0000005758,0.0000006042,513275.4675,0.30319301191741
1661385600,2022-08-25 00:00:00,MAP/BTC,0.0000005718,0.0000006054,0.000000561,0.0000005933,239779.9591,0.14245942344644
1661299200,2022-08-24 00:00:00,MAP/BTC,0.000000561,0.0000005727,0.0000005502,0.00000057,1597079.446,0.89962586802101
1661212800,2022-08-23 00:00:00,MAP/BTC,0.000000579,0.0000005934,0.0000005532,0.0000005552,1447569.7592,0.83735824321417
1661126400,2022-08-22 00:00:00,MAP/BTC,0.0000005754,0.0000005969,0.0000005718,0.0000005826,1488188.5529,0.87052192846804
1661040000,2022-08-21 00:00:00,MAP/BTC,0.0000005897,0.0000005956,0.0000005682,0.0000005718,1616787.6648,0.95478757570603
1660953600,2022-08-20 00:00:00,MAP/BTC,0.0000005718,0.0000005974,0.0000005624,0.0000005852,1736785.9318,1.01906859687591
1660867200,2022-08-19 00:00:00,MAP/BTC,0.000000573,0.0000005969,0.00000056,0.000000578,1981929.8052,1.13005124535931
1660780800,2022-08-18 00:00:00,MAP/BTC,0.0000006285,0.00000076,0.0000005729,0.000000578,1847610.9341,1.25074754286328
1660694400,2022-08-17 00:00:00,MAP/BTC,0.000000503,0.00000074,0.0000005,0.00000063,3216329.1733,1.82908608208508
