https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume QKC,Volume BTC
1663459200,2022-09-18 00:00:00,QKC/BTC,0.000000689,0.0000006998,0.000000689,0.0000006912,339645.9156,0.2371316763029
1663372800,2022-09-17 00:00:00,QKC/BTC,0.0000006729,0.0000008085,0.0000006252,0.0000006859,33902729.3332,23.78820342580676
1663286400,2022-09-16 00:00:00,QKC/BTC,0.0000006247,0.00000081,0.000000582,0.0000006688,53235750.8369,36.43379119182509
1663200000,2022-09-15 00:00:00,QKC/BTC,0.0000005952,0.00000076,0.0000005401,0.0000006247,31112835.6499,19.56199799512861
1663113600,2022-09-14 00:00:00,QKC/BTC,0.0000005399,0.00000068,0.0000005336,0.00000059,14937432.9323,9.03860282851026
1663027200,2022-09-13 00:00:00,QKC/BTC,0.0000005311,0.0000005599,0.0000005001,0.0000005396,5092668.8352,2.73403386210421
1662940800,2022-09-12 00:00:00,QKC/BTC,0.0000005335,0.00000058,0.000000519,0.0000005363,11740197.9553,6.45377229605909
1662854400,2022-09-11 00:00:00,QKC/BTC,0.0000005239,0.0000005666,0.0000005,0.0000005337,13880590.6318,7.43733347309161
1662768000,2022-09-10 00:00:00,QKC/BTC,0.0000005133,0.00000054,0.0000005,0.0000005205,8099664.007,4.17555859882096
1662681600,2022-09-09 00:00:00,QKC/BTC,0.0000005796,0.0000006087,0.00000048,0.0000005132,11633876.1294,6.19375954054442
1662595200,2022-09-08 00:00:00,QKC/BTC,0.0000005053,0.0000006321,0.00000049,0.0000005797,10793313.2786,6.18018808589208
1662508800,2022-09-07 00:00:00,QKC/BTC,0.00000049,0.0000005146,0.0000004856,0.0000005054,730494.5959,0.36651699061878
1662422400,2022-09-06 00:00:00,QKC/BTC,0.000000492,0.0000005,0.0000004807,0.00000049,264143.1438,0.13110663433195
1662336000,2022-09-05 00:00:00,QKC/BTC,0.0000004996,0.0000004999,0.0000004924,0.0000004955,61355.9828,0.03056856277553
1662249600,2022-09-04 00:00:00,QKC/BTC,0.0000004822,0.0000004997,0.00000048,0.0000004961,44250.5077,0.02154552953191
1662163200,2022-09-03 00:00:00,QKC/BTC,0.0000004843,0.0000004999,0.00000048,0.0000004867,187496.6294,0.09109169881463
1662076800,2022-09-02 00:00:00,QKC/BTC,0.0000004856,0.0000004928,0.0000004827,0.0000004843,187626.157,0.09161733674625
1661990400,2022-09-01 00:00:00,QKC/BTC,0.0000004948,0.0000005097,0.0000004803,0.0000004856,496975.5031,0.24878266317092
