https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume DIVI,Volume USDT
1663459200,2022-09-18 00:00:00,DIVI/USDT,0.02462,0.02545,0.0246,0.02501,433093.1888,10833.238925453
1663372800,2022-09-17 00:00:00,DIVI/USDT,0.02449,0.0248,0.0234,0.02462,1812201.3814,43647.955866421
1663286400,2022-09-16 00:00:00,DIVI/USDT,0.02061,0.02642,0.02,0.02428,10914908.7118,256297.209073066
1663200000,2022-09-15 00:00:00,DIVI/USDT,0.01936,0.02094,0.0193,0.02061,2676611.5831,54279.884692074
1663113600,2022-09-14 00:00:00,DIVI/USDT,0.01996,0.0202,0.01847,0.01937,5424259.7002,105255.180515662
1663027200,2022-09-13 00:00:00,DIVI/USDT,0.01664,0.022,0.01607,0.01996,15780428.1548,299837.204721893
1662940800,2022-09-12 00:00:00,DIVI/USDT,0.01634,0.01714,0.0161,0.01664,2092595.7236,34694.02381016
1662854400,2022-09-11 00:00:00,DIVI/USDT,0.01564,0.01647,0.0154,0.01634,1507650.4339,24159.363385675
1662768000,2022-09-10 00:00:00,DIVI/USDT,0.0151,0.01596,0.01505,0.01564,2802700.7869,43480.530242616
1662681600,2022-09-09 00:00:00,DIVI/USDT,0.01485,0.0152,0.01462,0.01515,1939983.168,29038.298508315
1662595200,2022-09-08 00:00:00,DIVI/USDT,0.01471,0.01534,0.01436,0.01484,2003964.5246,29691.862530474
1662508800,2022-09-07 00:00:00,DIVI/USDT,0.0147,0.01515,0.01421,0.01471,2652763.8995,38653.266038128
1662422400,2022-09-06 00:00:00,DIVI/USDT,0.01441,0.0153,0.014,0.01469,6406881.5998,93123.212407723
1662336000,2022-09-05 00:00:00,DIVI/USDT,0.01611,0.01624,0.01336,0.0145,9417747.6692,136965.260167154
1662249600,2022-09-04 00:00:00,DIVI/USDT,0.0165,0.01675,0.01591,0.01618,2214700.6891,36021.960250092
1662163200,2022-09-03 00:00:00,DIVI/USDT,0.01613,0.01683,0.01572,0.0165,3161336.4533,51290.513913287
1662076800,2022-09-02 00:00:00,DIVI/USDT,0.01539,0.017,0.01525,0.01613,6896610.8436,111450.865570668
1661990400,2022-09-01 00:00:00,DIVI/USDT,0.01463,0.01567,0.01336,0.01539,9898136.2124,143597.373104381
1661904000,2022-08-31 00:00:00,DIVI/USDT,0.01469,0.01534,0.01451,0.01463,4784475.9425,71139.75844471
1661817600,2022-08-30 00:00:00,DIVI/USDT,0.01502,0.01548,0.01455,0.01458,6273755.0789,94473.527115194
1661731200,2022-08-29 00:00:00,DIVI/USDT,0.01552,0.01567,0.0148,0.01502,3108092.9799,47105.391071218
1661644800,2022-08-28 00:00:00,DIVI/USDT,0.01505,0.0169,0.01457,0.01552,11796321.5055,180983.273678196
1661558400,2022-08-27 00:00:00,DIVI/USDT,0.01504,0.01555,0.01398,0.01508,10664965.1547,157013.618010085
1661472000,2022-08-26 00:00:00,DIVI/USDT,0.01565,0.01697,0.01483,0.01504,8802788.1819,137762.448360241
1661385600,2022-08-25 00:00:00,DIVI/USDT,0.016,0.01601,0.01507,0.01565,10801570.1476,167986.828131063
1661299200,2022-08-24 00:00:00,DIVI/USDT,0.01579,0.01738,0.015,0.016,10782322.2635,171278.035836089
1661212800,2022-08-23 00:00:00,DIVI/USDT,0.01597,0.01616,0.01511,0.01579,7883656.8274,124594.071109434
1661126400,2022-08-22 00:00:00,DIVI/USDT,0.01657,0.01678,0.01511,0.01597,5601931.4338,88854.479994772
1661040000,2022-08-21 00:00:00,DIVI/USDT,0.01709,0.01712,0.01585,0.01657,4593496.6895,76455.314598936
1660953600,2022-08-20 00:00:00,DIVI/USDT,0.01678,0.01739,0.01637,0.01709,3665327.3153,62577.593232667
1660867200,2022-08-19 00:00:00,DIVI/USDT,0.01728,0.0175,0.0155,0.01678,4743702.9699,78689.892316648
1660780800,2022-08-18 00:00:00,DIVI/USDT,0.01833,0.01833,0.0165,0.01728,4792771.1067,83980.140606503
1660694400,2022-08-17 00:00:00,DIVI/USDT,0.01707,0.01849,0.01693,0.01833,4638037.5908,82035.069589934
1660608000,2022-08-16 00:00:00,DIVI/USDT,0.01849,0.01876,0.0169,0.01707,3528327.3983,62186.868741264
1660521600,2022-08-15 00:00:00,DIVI/USDT,0.01942,0.01973,0.0175,0.01849,3533892.3429,66218.36219888
1660435200,2022-08-14 00:00:00,DIVI/USDT,0.02062,0.02103,0.01925,0.01942,2144596.3231,42764.313837053
1660348800,2022-08-13 00:00:00,DIVI/USDT,0.0196,0.02062,0.01897,0.02062,1807561.7357,35969.627521987
1660262400,2022-08-12 00:00:00,DIVI/USDT,0.01962,0.02082,0.01889,0.0196,3488063.125,68587.670445677
1660176000,2022-08-11 00:00:00,DIVI/USDT,0.01889,0.0197,0.01852,0.0196,2679353.1579,50884.65342569
1660089600,2022-08-10 00:00:00,DIVI/USDT,0.01942,0.0195,0.01811,0.01889,2612504.7095,49279.967568015
1660003200,2022-08-09 00:00:00,DIVI/USDT,0.01978,0.01978,0.01925,0.01942,798341.2206,15466.665496757
1659916800,2022-08-08 00:00:00,DIVI/USDT,0.01857,0.02015,0.01843,0.01978,2775837.8603,54184.9516734
1659830400,2022-08-07 00:00:00,DIVI/USDT,0.01966,0.01969,0.0175,0.01858,2732242.8956,51042.064907715
1659744000,2022-08-06 00:00:00,DIVI/USDT,0.02017,0.02034,0.01941,0.01966,1177347.4296,23344.949083878
1659657600,2022-08-05 00:00:00,DIVI/USDT,0.01966,0.02038,0.01924,0.02017,2333478.3394,45940.380778959
1659571200,2022-08-04 00:00:00,DIVI/USDT,0.01917,0.02034,0.01861,0.0195,3136870.2107,60824.711988683
1659484800,2022-08-03 00:00:00,DIVI/USDT,0.01937,0.01945,0.01886,0.01901,1317623.9802,25306.796063176
1659398400,2022-08-02 00:00:00,DIVI/USDT,0.01957,0.01986,0.01891,0.01937,2110904.3134,40851.2425033
1659312000,2022-08-01 00:00:00,DIVI/USDT,0.01954,0.01986,0.01755,0.01957,4616039.2452,88314.945569206
1659225600,2022-07-31 00:00:00,DIVI/USDT,0.02034,0.02078,0.019,0.01954,3757188.8709,73707.950909674
1659139200,2022-07-30 00:00:00,DIVI/USDT,0.02068,0.02093,0.0189,0.02017,3170431.6786,63403.145978367
1659052800,2022-07-29 00:00:00,DIVI/USDT,0.02106,0.0211,0.01999,0.02068,1857605.3642,38116.467068021
1658966400,2022-07-28 00:00:00,DIVI/USDT,0.02135,0.02205,0.02069,0.02125,3730523.2804,79649.762647868
1658880000,2022-07-27 00:00:00,DIVI/USDT,0.02094,0.02178,0.02002,0.02134,3763956.3905,77868.681041134
1658793600,2022-07-26 00:00:00,DIVI/USDT,0.02083,0.02119,0.01956,0.02074,2268904.5003,46318.555755319
1658707200,2022-07-25 00:00:00,DIVI/USDT,0.02257,0.02292,0.02061,0.02088,2420321.7591,52625.71947667
1658620800,2022-07-24 00:00:00,DIVI/USDT,0.0231,0.0231,0.02189,0.02257,1283390.2151,28830.172765333
1658534400,2022-07-23 00:00:00,DIVI/USDT,0.02135,0.02338,0.02125,0.02292,1691938.243,37634.378426377
1658448000,2022-07-22 00:00:00,DIVI/USDT,0.02223,0.02353,0.02114,0.02148,2852950.8465,63211.29616875
1658361600,2022-07-21 00:00:00,DIVI/USDT,0.02129,0.02369,0.02129,0.02223,4628999.417,104013.2678796025566
1658275200,2022-07-20 00:00:00,DIVI/USDT,0.02027,0.02157,0.02027,0.02147,2240953.90913311,46928.3485320702066
1658188800,2022-07-19 00:00:00,DIVI/USDT,0.02,0.021,0.01982,0.02016,3192110.11873892,65001.0051658843575
1658102400,2022-07-18 00:00:00,DIVI/USDT,0.02038,0.02125,0.01923,0.02,2271217.10725416,46025.3992571147374
1658016000,2022-07-17 00:00:00,DIVI/USDT,0.02147,0.02149,0.02,0.02029,1233950.01008121,25404.3645375073979
1657929600,2022-07-16 00:00:00,DIVI/USDT,0.02282,0.02301,0.01999,0.0213,4364749.83672298,91389.0296228262895
1657843200,2022-07-15 00:00:00,DIVI/USDT,0.0208,0.02536,0.01998,0.02282,5202369.04521055,115628.9635247731044
1657756800,2022-07-14 00:00:00,DIVI/USDT,0.02072,0.0211,0.0195,0.02062,2004405.77312843,40777.1743806554458
1657670400,2022-07-13 00:00:00,DIVI/USDT,0.01975,0.0211,0.01931,0.02092,2203049.88991145,44618.6975207208665
1657584000,2022-07-12 00:00:00,DIVI/USDT,0.02205,0.02205,0.01939,0.01976,3228944.13543498,66632.7919504708622
1657497600,2022-07-11 00:00:00,DIVI/USDT,0.02328,0.02371,0.02178,0.02218,1460333.15041894,33216.4546187081993
1657411200,2022-07-10 00:00:00,DIVI/USDT,0.02506,0.02582,0.02317,0.02328,1465312.82900352,36175.0065157678486
1657324800,2022-07-09 00:00:00,DIVI/USDT,0.02223,0.03001,0.02205,0.02507,7661332.36353449,197621.4261721538704
1657238400,2022-07-08 00:00:00,DIVI/USDT,0.02159,0.0232,0.02078,0.02223,2478615.29895821,55120.8261707362356
1657152000,2022-07-07 00:00:00,DIVI/USDT,0.02123,0.022,0.02052,0.02141,1465599.67763816,31254.0853810108762
1657065600,2022-07-06 00:00:00,DIVI/USDT,0.0217,0.022,0.02069,0.02106,1194346.39119618,25421.9961951445221
1656979200,2022-07-05 00:00:00,DIVI/USDT,0.021,0.02247,0.02001,0.0217,3213927.35520113,67765.4631082879837
1656892800,2022-07-04 00:00:00,DIVI/USDT,0.01998,0.02137,0.01918,0.02096,4626955.84213218,92893.256348576921
1656806400,2022-07-03 00:00:00,DIVI/USDT,0.0217,0.0222,0.01919,0.01998,3486228.05572986,71748.4151900968109
1656720000,2022-07-02 00:00:00,DIVI/USDT,0.02265,0.02283,0.02161,0.02171,1182260.49321563,26289.6944191505075
1656633600,2022-07-01 00:00:00,DIVI/USDT,0.02253,0.02383,0.02215,0.02261,1575146.20794978,36127.0938590787459
1656547200,2022-06-30 00:00:00,DIVI/USDT,0.02367,0.02411,0.02183,0.02253,1935479.68000335,43679.882297371657
1656460800,2022-06-29 00:00:00,DIVI/USDT,0.0231,0.02461,0.0222,0.02388,3257307.5061661,74801.2401451918893
1656374400,2022-06-28 00:00:00,DIVI/USDT,0.02424,0.02475,0.02288,0.0231,2146432.29524328,51477.9489574834373
1656288000,2022-06-27 00:00:00,DIVI/USDT,0.02422,0.02465,0.0225,0.02449,1657575.30900744,39565.8668356814717
1656201600,2022-06-26 00:00:00,DIVI/USDT,0.02536,0.02581,0.024,0.024,1084061.10052191,26883.0203727839266
1656115200,2022-06-25 00:00:00,DIVI/USDT,0.0266,0.02685,0.02454,0.02551,747102.15615749,19099.4135300271616
1656028800,2022-06-24 00:00:00,DIVI/USDT,0.02577,0.02687,0.02562,0.0267,1025136.86480151,26933.0779374079177
1655942400,2022-06-23 00:00:00,DIVI/USDT,0.02505,0.02619,0.02469,0.02578,1649867.18246706,41821.9845999888032
1655856000,2022-06-22 00:00:00,DIVI/USDT,0.02811,0.02816,0.02412,0.02508,3244617.80820513,85309.6477604550708
1655769600,2022-06-21 00:00:00,DIVI/USDT,0.02669,0.03083,0.02646,0.02811,6328223.72444471,179548.6650215254956
1655683200,2022-06-20 00:00:00,DIVI/USDT,0.02724,0.02799,0.02582,0.02646,2257814.13677419,60331.0716940604712
1655596800,2022-06-19 00:00:00,DIVI/USDT,0.02348,0.02723,0.02347,0.02723,3071489.08489097,77899.432180829527
1655510400,2022-06-18 00:00:00,DIVI/USDT,0.02546,0.02582,0.02205,0.02348,2460979.21713602,57818.3648233315037
1655424000,2022-06-17 00:00:00,DIVI/USDT,0.02461,0.02846,0.02455,0.02546,3462757.15336781,89922.8863818433094
1655337600,2022-06-16 00:00:00,DIVI/USDT,0.0247,0.02662,0.02318,0.02461,3451373.0456899,86352.089740414582
1655251200,2022-06-15 00:00:00,DIVI/USDT,0.02433,0.02582,0.02301,0.0247,3500666.30154456,85471.7919824537206
1655164800,2022-06-14 00:00:00,DIVI/USDT,0.0217,0.02565,0.0214,0.02433,5408557.60405967,125518.1444948077286
1655078400,2022-06-13 00:00:00,DIVI/USDT,0.02893,0.02893,0.02141,0.0217,8160878.9378386,195853.4361290631506
1654992000,2022-06-12 00:00:00,DIVI/USDT,0.03028,0.03028,0.0274,0.02893,2322092.75055556,66466.1641366087608
1654905600,2022-06-11 00:00:00,DIVI/USDT,0.0296,0.03198,0.02887,0.03022,2260274.16041966,68917.7499534643929
1654819200,2022-06-10 00:00:00,DIVI/USDT,0.03462,0.035,0.02793,0.0296,5822008.66292258,181634.5013412520398
1654732800,2022-06-09 00:00:00,DIVI/USDT,0.03402,0.03511,0.0335,0.03462,1464155.03964909,50407.2064002923206
1654646400,2022-06-08 00:00:00,DIVI/USDT,0.0348,0.03596,0.03344,0.0338,3297609.9718443,112899.5764899469313
1654560000,2022-06-07 00:00:00,DIVI/USDT,0.03747,0.03794,0.0344,0.0348,2614127.48584808,92851.6151876465074
1654473600,2022-06-06 00:00:00,DIVI/USDT,0.03591,0.04,0.03564,0.03773,2695547.56488551,101866.9210194738862
1654387200,2022-06-05 00:00:00,DIVI/USDT,0.03842,0.0385,0.03458,0.03591,1074880.62607029,39306.6325592000701
1654300800,2022-06-04 00:00:00,DIVI/USDT,0.03922,0.03962,0.03738,0.03831,711346.71668103,27312.66836122173
1654214400,2022-06-03 00:00:00,DIVI/USDT,0.03633,0.03972,0.03538,0.03922,2455301.4770271,91860.0831969777287
1654128000,2022-06-02 00:00:00,DIVI/USDT,0.0336,0.0373,0.033,0.03633,2479660.92779838,86874.760874339792
1654041600,2022-06-01 00:00:00,DIVI/USDT,0.0394,0.04,0.0332,0.03392,2788948.31370744,103816.2744256474789
1653955200,2022-05-31 00:00:00,DIVI/USDT,0.04322,0.04418,0.0386,0.0394,1585980.182515,65649.8442824107202
1653868800,2022-05-30 00:00:00,DIVI/USDT,0.04472,0.04516,0.04153,0.04291,2993271.04471794,130440.5830371313851
1653782400,2022-05-29 00:00:00,DIVI/USDT,0.04272,0.04491,0.04139,0.04472,1411382.05551597,61431.1296288516957
1653696000,2022-05-28 00:00:00,DIVI/USDT,0.04024,0.0434,0.03992,0.04299,1766730.25614415,73702.1582578254308
1653609600,2022-05-27 00:00:00,DIVI/USDT,0.0395,0.043,0.03774,0.04024,3830196.56003986,157853.9341826335228
1653523200,2022-05-26 00:00:00,DIVI/USDT,0.04047,0.0424,0.037,0.0395,2606890.48000932,102721.6961460016259
1653436800,2022-05-25 00:00:00,DIVI/USDT,0.03645,0.0436,0.03594,0.04048,4750965.56923185,192813.5443404636049
1653350400,2022-05-24 00:00:00,DIVI/USDT,0.03565,0.03745,0.03401,0.03645,2527348.81290078,89610.726116973824
1653264000,2022-05-23 00:00:00,DIVI/USDT,0.03549,0.038,0.03503,0.03569,2367594.3089686,86067.1659138465073
1653177600,2022-05-22 00:00:00,DIVI/USDT,0.03547,0.03779,0.035,0.0357,1319139.46321683,47490.7326373340794
1653091200,2022-05-21 00:00:00,DIVI/USDT,0.03528,0.03661,0.03441,0.03547,687887.37262105,24354.3512869057628
1653004800,2022-05-20 00:00:00,DIVI/USDT,0.037,0.03769,0.0331,0.03528,1583962.30699006,55712.0184843279697
1652918400,2022-05-19 00:00:00,DIVI/USDT,0.03622,0.03859,0.032,0.037,3657618.04595506,130506.4591078612368
1652832000,2022-05-18 00:00:00,DIVI/USDT,0.039,0.03949,0.035,0.03647,2597535.40812763,94808.6608897079873
1652745600,2022-05-17 00:00:00,DIVI/USDT,0.03825,0.03977,0.0372,0.039,1702134.63033761,66052.5530110424064
1652659200,2022-05-16 00:00:00,DIVI/USDT,0.03452,0.0402,0.03384,0.03859,3965942.42809522,152110.2913550290513
1652572800,2022-05-15 00:00:00,DIVI/USDT,0.04047,0.04354,0.033,0.0345,5241375.59186788,196011.8349275033297
1652486400,2022-05-14 00:00:00,DIVI/USDT,0.04001,0.0428,0.038,0.04019,2732606.15072516,111154.2228057538601
1652400000,2022-05-13 00:00:00,DIVI/USDT,0.03759,0.04065,0.03677,0.04001,4561927.80519327,178790.8436550504487
1652313600,2022-05-12 00:00:00,DIVI/USDT,0.03809,0.04067,0.03281,0.03759,6897011.43334549,256459.9880272021329
1652227200,2022-05-11 00:00:00,DIVI/USDT,0.04647,0.0485,0.03108,0.03809,6821921.21902842,262916.5290036889429
1652140800,2022-05-10 00:00:00,DIVI/USDT,0.0508,0.0513,0.03801,0.04647,7569513.17025864,347656.3180926112285
1652054400,2022-05-09 00:00:00,DIVI/USDT,0.05584,0.05751,0.05,0.0508,2642401.45164753,140187.6323026540328
1651968000,2022-05-08 00:00:00,DIVI/USDT,0.0615,0.0615,0.05166,0.05584,2825239.7112409,159937.4322166147826
1651881600,2022-05-07 00:00:00,DIVI/USDT,0.06159,0.062,0.06024,0.0615,1472367.02115852,89689.6612198231263
1651795200,2022-05-06 00:00:00,DIVI/USDT,0.06146,0.0627,0.05982,0.06159,1612883.34493896,99019.9940309474565
1651708800,2022-05-05 00:00:00,DIVI/USDT,0.06389,0.067,0.06004,0.06146,2679287.63825914,170312.5368293923321
1651622400,2022-05-04 00:00:00,DIVI/USDT,0.06066,0.065,0.06037,0.06389,1806446.48867404,113121.5441181448831
1651536000,2022-05-03 00:00:00,DIVI/USDT,0.06338,0.064,0.06058,0.06101,1403806.89237183,87276.4127860165147
1651449600,2022-05-02 00:00:00,DIVI/USDT,0.0637,0.06501,0.061,0.06338,2877748.68094729,181334.9038382168903
1651363200,2022-05-01 00:00:00,DIVI/USDT,0.063,0.06501,0.062,0.0637,2584493.87700539,164641.0194374195175
1651276800,2022-04-30 00:00:00,DIVI/USDT,0.06621,0.06685,0.0625,0.063,2315378.97224511,151816.1101703613673
1651190400,2022-04-29 00:00:00,DIVI/USDT,0.067,0.06799,0.06446,0.06621,2448732.79928018,162467.561079992749
