https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SHR,Volume USDT
1663459200,2022-09-18 00:00:00,SHR/USDT,0.002453,0.002486,0.002447,0.002483,2769866.7814,6833.4720000362
1663372800,2022-09-17 00:00:00,SHR/USDT,0.002379,0.002499,0.002343,0.00245,60978248.3649,146828.7982016289
1663286400,2022-09-16 00:00:00,SHR/USDT,0.002363,0.002404,0.002293,0.00238,73659187.3004,173469.0109401522
1663200000,2022-09-15 00:00:00,SHR/USDT,0.002545,0.002611,0.002353,0.002363,87069493.4787,214125.1633425137
1663113600,2022-09-14 00:00:00,SHR/USDT,0.002555,0.002657,0.002477,0.002538,85283806.6477,215365.9675219179
1663027200,2022-09-13 00:00:00,SHR/USDT,0.002714,0.00274,0.002511,0.002547,87783572.3057,231536.7440625214
1662940800,2022-09-12 00:00:00,SHR/USDT,0.002675,0.0028,0.002642,0.002715,85209250.9497,231652.1120664875
1662854400,2022-09-11 00:00:00,SHR/USDT,0.002671,0.00271,0.002607,0.00268,63971183.5118,171091.7448992336
1662768000,2022-09-10 00:00:00,SHR/USDT,0.002801,0.00281,0.002603,0.002674,84064554.8687,226187.4535845618
1662681600,2022-09-09 00:00:00,SHR/USDT,0.002774,0.002945,0.002651,0.002811,101667434.1338,283416.4566590896
1662595200,2022-09-08 00:00:00,SHR/USDT,0.002571,0.00289,0.002483,0.002775,103269374.4626,279432.7253965373
1662508800,2022-09-07 00:00:00,SHR/USDT,0.002436,0.002642,0.0024,0.002571,77633530.00697825,192240.00698849314775
1662422400,2022-09-06 00:00:00,SHR/USDT,0.002549,0.002617,0.002412,0.002433,103960123.62108086,262284.32208537616442
1662336000,2022-09-05 00:00:00,SHR/USDT,0.00256,0.002684,0.002504,0.002548,81485495.5262,208574.981980261
1662249600,2022-09-04 00:00:00,SHR/USDT,0.002658,0.002668,0.002483,0.002553,69940044.91005396,180647.77310613665396
