https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume FLUX,Volume USDT
1644451200,2022-02-10 00:00:00,FLUX/USDT,1.8674,1.8918,1.6922,1.7268,4584155.31721953,8194048.830118496559
1644364800,2022-02-09 00:00:00,FLUX/USDT,1.8712,1.9123,1.7803,1.8662,3500996.00555998,6489162.327338766759
1644278400,2022-02-08 00:00:00,FLUX/USDT,1.9288,2.0534,1.7501,1.8712,5963732.6456462,11311823.769891514602
1644192000,2022-02-07 00:00:00,FLUX/USDT,1.7841,2.07,1.7588,1.9277,7704257.27824126,14939473.361384112336
1644105600,2022-02-06 00:00:00,FLUX/USDT,1.5945,1.8855,1.5808,1.784,6673367.29148257,11830735.990307443623
1644019200,2022-02-05 00:00:00,FLUX/USDT,1.5993,1.677,1.5578,1.5926,3616587.83608205,5870384.194651210522
1643932800,2022-02-04 00:00:00,FLUX/USDT,1.4606,1.6239,1.4192,1.5969,4616551.86492158,7032325.426762534089
1643846400,2022-02-03 00:00:00,FLUX/USDT,1.4819,1.512,1.3988,1.4604,3405433.80613749,4931172.289590212651
1643760000,2022-02-02 00:00:00,FLUX/USDT,1.5299,1.6303,1.46,1.4805,4425126.83401808,6803703.616798948496
1643673600,2022-02-01 00:00:00,FLUX/USDT,1.5568,1.5927,1.5076,1.5271,2933457.27787709,4535500.634647221023
1643587200,2022-01-31 00:00:00,FLUX/USDT,1.5433,1.578,1.4562,1.556,3610697.28978772,5443861.988550677828
1643500800,2022-01-30 00:00:00,FLUX/USDT,1.6236,1.6494,1.5,1.543,3069658.8108345,4822168.018329462992
1643414400,2022-01-29 00:00:00,FLUX/USDT,1.5663,1.69,1.5505,1.6202,3306506.88066381,5354688.883575887134
1643328000,2022-01-28 00:00:00,FLUX/USDT,1.5171,1.6225,1.474,1.5661,4486063.09853823,6963124.219144970128
1643241600,2022-01-27 00:00:00,FLUX/USDT,1.5744,1.5925,1.4567,1.5186,4976718.73281698,7556174.371258251675
1643155200,2022-01-26 00:00:00,FLUX/USDT,1.4873,1.7414,1.4699,1.5721,9215158.97384262,14729857.687563932078
1643068800,2022-01-25 00:00:00,FLUX/USDT,1.4947,1.56,1.3874,1.4844,5371745.83704407,7907922.108691920832
1642982400,2022-01-24 00:00:00,FLUX/USDT,1.5736,1.5763,1.288,1.4943,10287056.01828344,14450531.530006470028
1642896000,2022-01-23 00:00:00,FLUX/USDT,1.4795,1.698,1.4345,1.5731,7247649.25561404,11276987.56173809269
1642809600,2022-01-22 00:00:00,FLUX/USDT,1.714,1.7651,1.2901,1.4778,12734777.15302307,19387153.599330234917
1642723200,2022-01-21 00:00:00,FLUX/USDT,2.123,2.2981,1.6,1.7195,16675301.65411378,33129724.257515425157
1642636800,2022-01-20 00:00:00,FLUX/USDT,2.1049,2.5048,2.05,2.1243,8363591.27572675,18908828.747262228101
1642550400,2022-01-19 00:00:00,FLUX/USDT,2.2289,2.2516,2.0132,2.1066,4706939.07380767,10000410.56187562782
1642464000,2022-01-18 00:00:00,FLUX/USDT,2.3919,2.4944,2.1256,2.2289,4874536.14663435,10955397.457413308429
1642377600,2022-01-17 00:00:00,FLUX/USDT,2.6431,2.6524,2.2965,2.3917,4650209.07270912,11307573.782862408305
1642291200,2022-01-16 00:00:00,FLUX/USDT,2.7421,2.7421,2.62,2.6431,2751697.05034098,7342672.364088332271
1642204800,2022-01-15 00:00:00,FLUX/USDT,2.7864,2.8064,2.705,2.7337,2211426.20271545,6088231.871415263378
1642118400,2022-01-14 00:00:00,FLUX/USDT,2.7712,2.8762,2.6333,2.7863,4128714.53746174,11388292.775177211766
1642032000,2022-01-13 00:00:00,FLUX/USDT,3.0394,3.05,2.737,2.7671,6651658.18735798,19222972.768400751904
1641945600,2022-01-12 00:00:00,FLUX/USDT,2.691,3.05,2.6836,3.0397,6276642.88915356,18109751.209428576388
1641859200,2022-01-11 00:00:00,FLUX/USDT,2.5689,2.8,2.5151,2.6894,6199218.36684415,16515522.885042978816
1641772800,2022-01-10 00:00:00,FLUX/USDT,2.8437,2.953,2.3758,2.5689,9079875.49083847,23920538.932086265933
1641686400,2022-01-09 00:00:00,FLUX/USDT,2.708,3.0601,2.6644,2.8386,9944097.8960753,28816405.026760042614
1641600000,2022-01-08 00:00:00,FLUX/USDT,2.3435,2.981,2.3065,2.7071,18274220.81160852,49599315.586625678681
1641513600,2022-01-07 00:00:00,FLUX/USDT,2.6999,2.6999,2.18,2.3435,11853514.80589601,28060354.798226444921
1641427200,2022-01-06 00:00:00,FLUX/USDT,2.8056,2.8663,2.5001,2.6923,7381447.96209457,19617986.465837320966
1641340800,2022-01-05 00:00:00,FLUX/USDT,2.8837,3.1696,2.468,2.8056,10708456.92560029,30414938.229791649475
1641254400,2022-01-04 00:00:00,FLUX/USDT,3.125,3.18,2.85,2.8829,7433104.753968,22154048.759868132263
1641168000,2022-01-03 00:00:00,FLUX/USDT,2.957,3.34,2.7096,3.1235,17035871.16026887,52679942.58350664107
1641081600,2022-01-02 00:00:00,FLUX/USDT,2.394,3.0697,2.3718,2.9524,12116721.41763594,33562433.174188320937
1640995200,2022-01-01 00:00:00,FLUX/USDT,2.395,2.5141,2.3053,2.394,3832752.31668552,9164585.856395507724
1640908800,2021-12-31 00:00:00,FLUX/USDT,2.0781,2.485,2.0712,2.3942,8219506.10220138,19075274.376626299575
1640822400,2021-12-30 00:00:00,FLUX/USDT,1.925,2.3336,1.892,2.0757,6375678.77040907,13505603.182879926724
1640736000,2021-12-29 00:00:00,FLUX/USDT,2.0971,2.142,1.879,1.925,4989637.03426574,10042748.32201973879
1640649600,2021-12-28 00:00:00,FLUX/USDT,2.2963,2.3012,2.0432,2.0968,7261668.88145012,15758048.69128743789
