https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume XNO,Volume BTC
1663459200,2022-09-18 00:00:00,XNO/BTC,0.00004288,0.00004292,0.00004288,0.00004292,295.3793,0.012676153278
1663372800,2022-09-17 00:00:00,XNO/BTC,0.0000403,0.00004293,0.00003984,0.0000429,7526.8241,0.31332122756
1663286400,2022-09-16 00:00:00,XNO/BTC,0.00004013,0.0000435,0.00004,0.0000401,10697.7004,0.449591609973
1663200000,2022-09-15 00:00:00,XNO/BTC,0.00004332,0.00004384,0.0000396,0.00004017,21083.2951,0.872109221139
1663113600,2022-09-14 00:00:00,XNO/BTC,0.00004205,0.00004548,0.0000407,0.00004321,26888.3189,1.144584531214
1663027200,2022-09-13 00:00:00,XNO/BTC,0.00004105,0.000043,0.00004039,0.00004205,6773.1118,0.282509147246
1662940800,2022-09-12 00:00:00,XNO/BTC,0.00004246,0.00004259,0.00004069,0.0000407,23038.4232,0.962279247672
1662854400,2022-09-11 00:00:00,XNO/BTC,0.00004308,0.00004351,0.0000425,0.0000425,1541.7641,0.066078423746
1662768000,2022-09-10 00:00:00,XNO/BTC,0.00004354,0.00004404,0.00004259,0.00004292,1824.1333,0.079128222954
1662681600,2022-09-09 00:00:00,XNO/BTC,0.00004527,0.00004558,0.00004295,0.00004351,4765.7076,0.210961587523
1662595200,2022-09-08 00:00:00,XNO/BTC,0.00004536,0.00004688,0.00004514,0.00004543,15286.7772,0.700881588978
1662508800,2022-09-07 00:00:00,XNO/BTC,0.0000448,0.00004595,0.00004471,0.0000455,14266.524,0.644884578913
1662422400,2022-09-06 00:00:00,XNO/BTC,0.00004504,0.00004565,0.00004407,0.00004469,3863.3946,0.17349644497
1662336000,2022-09-05 00:00:00,XNO/BTC,0.00004494,0.00004605,0.000038,0.00004491,59471.0703,2.47970693486
1662249600,2022-09-04 00:00:00,XNO/BTC,0.00004475,0.00004541,0.00004241,0.00004485,4533.777,0.198987725742
1662163200,2022-09-03 00:00:00,XNO/BTC,0.00004397,0.00004483,0.00004344,0.00004475,3141.4325,0.137682556852
1662076800,2022-09-02 00:00:00,XNO/BTC,0.00004521,0.00004725,0.00004391,0.00004399,4815.1557,0.219457505662
1661990400,2022-09-01 00:00:00,XNO/BTC,0.00004525,0.00004615,0.0000443,0.000045,1084.2371,0.048420967203
1661904000,2022-08-31 00:00:00,XNO/BTC,0.00004487,0.00004718,0.00004467,0.00004467,2110.6009,0.096306593639
1661817600,2022-08-30 00:00:00,XNO/BTC,0.00004456,0.00004792,0.00004388,0.00004487,8072.3059,0.367056955418
1661731200,2022-08-29 00:00:00,XNO/BTC,0.00004372,0.00004468,0.00004331,0.00004416,1350.9669,0.059340015916
1661644800,2022-08-28 00:00:00,XNO/BTC,0.00004369,0.00004501,0.00004326,0.00004378,1762.1268,0.077822104963
1661558400,2022-08-27 00:00:00,XNO/BTC,0.00004305,0.00004752,0.00004305,0.00004367,15440.1094,0.690467503873
1661472000,2022-08-26 00:00:00,XNO/BTC,0.00004464,0.0000454,0.00004336,0.00004336,4352.9633,0.189830530627
1661385600,2022-08-25 00:00:00,XNO/BTC,0.00004345,0.0000463,0.00004336,0.00004465,709.5491,0.031319845935
1661299200,2022-08-24 00:00:00,XNO/BTC,0.00004346,0.00004603,0.00004258,0.00004313,1608.1915,0.071149407413
1661212800,2022-08-23 00:00:00,XNO/BTC,0.00004233,0.00004447,0.00004225,0.00004347,1081.8419,0.046491572315
1661126400,2022-08-22 00:00:00,XNO/BTC,0.0000427,0.00004345,0.00004123,0.00004259,7118.7098,0.299389120007
1661040000,2022-08-21 00:00:00,XNO/BTC,0.00004228,0.00004325,0.00004196,0.00004269,3956.0368,0.169391336946
1660953600,2022-08-20 00:00:00,XNO/BTC,0.00004329,0.00004369,0.00004225,0.0000432,2021.1011,0.086566901702
1660867200,2022-08-19 00:00:00,XNO/BTC,0.00004188,0.00004471,0.00004091,0.00004305,10595.699,0.449162382406
1660780800,2022-08-18 00:00:00,XNO/BTC,0.00004198,0.00004376,0.00004192,0.00004219,2100.9563,0.089761146945
1660694400,2022-08-17 00:00:00,XNO/BTC,0.00004246,0.00004308,0.00004193,0.00004201,6979.4981,0.295134589472
1660608000,2022-08-16 00:00:00,XNO/BTC,0.00004246,0.00004368,0.00004164,0.00004275,4155.5754,0.177910668714
1660521600,2022-08-15 00:00:00,XNO/BTC,0.00004394,0.00004469,0.00004245,0.00004245,11805.6879,0.520046553265
1660435200,2022-08-14 00:00:00,XNO/BTC,0.00004448,0.00004518,0.00004358,0.00004365,9234.1339,0.409399118681
1660348800,2022-08-13 00:00:00,XNO/BTC,0.000045,0.00004888,0.00004421,0.00004448,2915.0137,0.135366025617
1660262400,2022-08-12 00:00:00,XNO/BTC,0.00004542,0.00004863,0.00004439,0.00004513,5167.7302,0.2388183119
1660176000,2022-08-11 00:00:00,XNO/BTC,0.00004473,0.00004541,0.00004429,0.00004501,2415.7775,0.108432925047
1660089600,2022-08-10 00:00:00,XNO/BTC,0.00004477,0.00004584,0.00004445,0.00004507,1523.1696,0.068615146882
1660003200,2022-08-09 00:00:00,XNO/BTC,0.00004545,0.00005344,0.00004427,0.00004565,47308.9279,2.306498518756
1659916800,2022-08-08 00:00:00,XNO/BTC,0.00004622,0.00004622,0.00004386,0.000045,1568.8866,0.070217815911
1659830400,2022-08-07 00:00:00,XNO/BTC,0.00004514,0.00004597,0.00004466,0.00004519,7710.2635,0.348419708374
1659744000,2022-08-06 00:00:00,XNO/BTC,0.00004515,0.00004578,0.00004472,0.00004555,1224.1184,0.055415857832
1659657600,2022-08-05 00:00:00,XNO/BTC,0.00004446,0.00004587,0.00004402,0.00004505,3401.7069,0.15184965305
1659571200,2022-08-04 00:00:00,XNO/BTC,0.0000448,0.00004597,0.00004397,0.0000459,857.7563,0.038187025933
1659484800,2022-08-03 00:00:00,XNO/BTC,0.00004448,0.0000448,0.00004344,0.0000448,2580.369,0.113349325162
1659398400,2022-08-02 00:00:00,XNO/BTC,0.00004367,0.00004465,0.00004323,0.00004426,2847.8394,0.124781672183
1659312000,2022-08-01 00:00:00,XNO/BTC,0.00004347,0.000045,0.00004316,0.00004378,7199.9142,0.315817450894
1659225600,2022-07-31 00:00:00,XNO/BTC,0.0000423,0.00004637,0.00004229,0.00004368,11182.7714,0.49743898994
1659139200,2022-07-30 00:00:00,XNO/BTC,0.00004156,0.00004632,0.00004101,0.00004281,27063.7677,1.173662374186
1659052800,2022-07-29 00:00:00,XNO/BTC,0.0000413,0.00004233,0.00004104,0.00004146,8953.3089,0.372918483483
1658966400,2022-07-28 00:00:00,XNO/BTC,0.00004161,0.00004293,0.00004107,0.00004148,13518.6419,0.56106353524
1658880000,2022-07-27 00:00:00,XNO/BTC,0.00004198,0.0000433,0.00004147,0.00004161,21144.5169,0.893116135919
1658793600,2022-07-26 00:00:00,XNO/BTC,0.0000429,0.00004311,0.00004122,0.00004189,9383.5252,0.394671127954
1658707200,2022-07-25 00:00:00,XNO/BTC,0.00004178,0.00004312,0.00004169,0.00004287,11236.6246,0.475186687329
1658620800,2022-07-24 00:00:00,XNO/BTC,0.00004204,0.00004237,0.00004159,0.00004191,4810.7408,0.202505767985
1658534400,2022-07-23 00:00:00,XNO/BTC,0.00004246,0.00004346,0.00004203,0.00004204,4039.0489,0.172174555098
1658448000,2022-07-22 00:00:00,XNO/BTC,0.00004107,0.00004404,0.00004063,0.00004251,10626.0353,0.447562315016
1658361600,2022-07-21 00:00:00,XNO/BTC,0.00003955,0.00004288,0.00003909,0.00004116,15360.7451,0.632507148354
1658275200,2022-07-20 00:00:00,XNO/BTC,0.00004121,0.00004248,0.00003936,0.00003954,15547.9079,0.627131954111
1658188800,2022-07-19 00:00:00,XNO/BTC,0.00004385,0.00004485,0.00004139,0.00004139,7594.417,0.327324479373
1658102400,2022-07-18 00:00:00,XNO/BTC,0.00004314,0.00004416,0.000042,0.00004356,8991.5023,0.389291280327
1658016000,2022-07-17 00:00:00,XNO/BTC,0.00004378,0.0000445,0.00004312,0.00004329,7739.4789,0.33752633927
1657929600,2022-07-16 00:00:00,XNO/BTC,0.00004264,0.00004382,0.00004229,0.00004369,16837.5114,0.71839473535
1657843200,2022-07-15 00:00:00,XNO/BTC,0.00004281,0.00004325,0.00004228,0.00004228,5172.6501,0.221646431368
1657756800,2022-07-14 00:00:00,XNO/BTC,0.00004248,0.0000438,0.00004177,0.0000425,4832.8501,0.20678699665
1657670400,2022-07-13 00:00:00,XNO/BTC,0.00004309,0.00004422,0.00004203,0.00004222,20018.2641,0.859603803082
1657584000,2022-07-12 00:00:00,XNO/BTC,0.00004183,0.00004358,0.0000411,0.00004328,40028.0754,1.696538921667
1657497600,2022-07-11 00:00:00,XNO/BTC,0.00004219,0.00004513,0.00004182,0.00004182,22471.4987,0.984777044163
1657411200,2022-07-10 00:00:00,XNO/BTC,0.00004199,0.00004469,0.00004073,0.00004205,17032.9325,0.720458028302
1657324800,2022-07-09 00:00:00,XNO/BTC,0.00004107,0.00004235,0.00004076,0.00004235,2600.6521,0.107519500039
1657238400,2022-07-08 00:00:00,XNO/BTC,0.00004197,0.0000439,0.00004074,0.00004096,15197.907,0.633214817405
1657152000,2022-07-07 00:00:00,XNO/BTC,0.00004396,0.0000446,0.00004197,0.00004217,5545.82474252,0.2396935083544667
1657065600,2022-07-06 00:00:00,XNO/BTC,0.00004159,0.000049,0.00004131,0.00004475,64533.78658259,2.9271724557406091
1656979200,2022-07-05 00:00:00,XNO/BTC,0.00004135,0.000043,0.00004048,0.00004158,18555.96181043,0.7740269396153914
