https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume AXS,Volume USDT
1661040000,2022-08-21 00:00:00,AXS/USDT,14.145,14.65,13.94,14.455,18345.35542027,262654.8217750011
1660953600,2022-08-20 00:00:00,AXS/USDT,14.202,14.743,13.62,14.118,25646.62746301,367017.34520633285
1660867200,2022-08-19 00:00:00,AXS/USDT,16.14,16.14,14.002,14.199,42693.25207803,636576.36171033476
1660780800,2022-08-18 00:00:00,AXS/USDT,16.995,17.246,15.882,16.137,28898.39393905,488466.74682315765
1660694400,2022-08-17 00:00:00,AXS/USDT,17.959,18.373,16.708,16.996,32004.7173536,555624.76093274246
1660608000,2022-08-16 00:00:00,AXS/USDT,18.181,18.597,17.712,17.943,25203.87257789,456603.96512735411
1660521600,2022-08-15 00:00:00,AXS/USDT,18.582,19.138,17.891,18.177,34111.48454696,628372.38590419934
1660435200,2022-08-14 00:00:00,AXS/USDT,19.245,19.822,18.277,18.567,41001.24369467,786668.25516198178
1660348800,2022-08-13 00:00:00,AXS/USDT,18.658,19.903,18.532,19.251,52382.06458791,1016279.03508829701
1660262400,2022-08-12 00:00:00,AXS/USDT,18.431,18.801,17.91,18.652,18901.38576908,345949.31319963294
1660176000,2022-08-11 00:00:00,AXS/USDT,18.521,19.104,18.254,18.431,18079.71164451,338056.79936755858
1660089600,2022-08-10 00:00:00,AXS/USDT,17.59,18.545,17.1,18.527,32002.37062894,575384.14218384791
1660003200,2022-08-09 00:00:00,AXS/USDT,18.652,18.728,17.294,17.591,29486.40301746,532143.39853113534
1659916800,2022-08-08 00:00:00,AXS/USDT,18.485,19.299,18.433,18.656,29098.98224949,545586.3270548591
1659830400,2022-08-07 00:00:00,AXS/USDT,17.927,19,17.761,18.496,32322.97674766,600081.70448193285
1659744000,2022-08-06 00:00:00,AXS/USDT,18.455,18.473,17.87,17.932,14888.03548748,271077.55688728575
1659657600,2022-08-05 00:00:00,AXS/USDT,17.733,18.586,17.616,18.438,29489.32058753,533188.76133037003
1659571200,2022-08-04 00:00:00,AXS/USDT,17.201,18.395,17.09,17.706,23356.70850702,409903.13867408543
1659484800,2022-08-03 00:00:00,AXS/USDT,17.257,18.011,16.62,17.2,37785.35909395,663430.46853448483
1659398400,2022-08-02 00:00:00,AXS/USDT,17.8,17.937,16.598,17.23,39057.16867193,671789.67417924204
1659312000,2022-08-01 00:00:00,AXS/USDT,18.023,18.427,17.177,17.816,49481.64112115,877714.54137024531
1659225600,2022-07-31 00:00:00,AXS/USDT,19.104,19.172,17.977,18.016,76101.17240807,1421976.30388597759
1659139200,2022-07-30 00:00:00,AXS/USDT,18.23,20.544,18.23,19.103,120929.02204521,2354979.10455818438
1659052800,2022-07-29 00:00:00,AXS/USDT,17.156,19.493,17.15,18.222,148514.14728268,2713292.3720633941
1658966400,2022-07-28 00:00:00,AXS/USDT,16.771,18.384,16.034,17.172,55651.41404682,938047.17840338505
1658880000,2022-07-27 00:00:00,AXS/USDT,15.131,16.945,14.711,16.762,47343.21715859,743528.09692890845
1658793600,2022-07-26 00:00:00,AXS/USDT,15.308,15.472,14.456,15.147,33087.12085308,493527.08953929552
1658707200,2022-07-25 00:00:00,AXS/USDT,17.216,17.9,15.247,15.275,66523.08211286,1080825.32650096186
1658620800,2022-07-24 00:00:00,AXS/USDT,18.22,18.854,17.009,17.201,115316.41909516,2049614.58488304608
1658534400,2022-07-23 00:00:00,AXS/USDT,15.359,18.369,15.179,18.211,126100.52043378,2168465.93008242851
1658448000,2022-07-22 00:00:00,AXS/USDT,15.754,16.491,15.064,15.356,31052.27751725,493310.13818713621
1658361600,2022-07-21 00:00:00,AXS/USDT,15.575,15.964,14.817,15.76,29190.47949862,449393.67972517067
1658275200,2022-07-20 00:00:00,AXS/USDT,16.848,17.6,15.358,15.556,47939.00843569,795628.28706458177
1658188800,2022-07-19 00:00:00,AXS/USDT,16.356,17.612,15.795,16.843,94653.80906403,1581274.18576626541
1658102400,2022-07-18 00:00:00,AXS/USDT,14.525,16.529,14.368,16.362,74954.54600184,1175368.28540763454
1658016000,2022-07-17 00:00:00,AXS/USDT,14.36,15.078,14.097,14.498,43258.64355573,629460.18352436146
1657929600,2022-07-16 00:00:00,AXS/USDT,13.965,14.469,13.581,14.375,22628.50746044,317278.33176192063
1657843200,2022-07-15 00:00:00,AXS/USDT,13.969,14.303,13.76,13.965,31352.57235914,438975.65742920882
1657756800,2022-07-14 00:00:00,AXS/USDT,13.408,13.979,13.011,13.972,26923.32972441,363693.35974931744
1657670400,2022-07-13 00:00:00,AXS/USDT,12.845,13.458,12.332,13.388,23466.89831293,305156.3778879913
1657584000,2022-07-12 00:00:00,AXS/USDT,13.453,13.535,12.798,12.847,28377.23967454,375583.67828296552
1657497600,2022-07-11 00:00:00,AXS/USDT,14.411,14.448,13.228,13.453,30636.57387081,425017.06605634845
1657411200,2022-07-10 00:00:00,AXS/USDT,15.146,15.166,14.259,14.405,21451.98350263,313761.31029205774
1657324800,2022-07-09 00:00:00,AXS/USDT,14.861,15.548,14.853,15.138,29021.10188136,444093.30523716503
1657238400,2022-07-08 00:00:00,AXS/USDT,15.346,15.777,14.544,14.853,31850.38828793,479142.6674715356
1657152000,2022-07-07 00:00:00,AXS/USDT,14.809,15.515,14.548,15.331,35441.02107048,533271.37391856038
1657065600,2022-07-06 00:00:00,AXS/USDT,14.441,15.027,14.047,14.81,28297.72889045,411737.45871065313
1656979200,2022-07-05 00:00:00,AXS/USDT,14.886,15.507,13.909,14.45,38787.40305128,569408.00559269514
1656892800,2022-07-04 00:00:00,AXS/USDT,14.173,15.007,13.715,14.878,27890.76787439,398469.45866065072
1656806400,2022-07-03 00:00:00,AXS/USDT,13.93,14.547,13.5,14.168,21230.74426834,296768.94649264774
1656720000,2022-07-02 00:00:00,AXS/USDT,14.047,14.19,13.475,13.92,35485.86124066,489374.76711038354
1656633600,2022-07-01 00:00:00,AXS/USDT,14.569,14.976,13.7,14.041,63029.72812427,893804.94188728678
1656547200,2022-06-30 00:00:00,AXS/USDT,14.414,14.673,13.113,14.582,57855.27486574,794354.1542502921
1656460800,2022-06-29 00:00:00,AXS/USDT,15.302,15.757,14.13,14.412,53428.65027913,791003.93830278237
1656374400,2022-06-28 00:00:00,AXS/USDT,15.901,16.84,15.128,15.3,54271.07920749,853942.02942993211
1656288000,2022-06-27 00:00:00,AXS/USDT,16.15,16.937,15.448,15.905,50775.12621783,821108.50426339504
1656201600,2022-06-26 00:00:00,AXS/USDT,17.823,18.001,16.065,16.161,119983.57887278,2048808.82299283258
1656115200,2022-06-25 00:00:00,AXS/USDT,17.168,18.513,16.855,17.824,121732.66798981,2162419.67897104791
1656028800,2022-06-24 00:00:00,AXS/USDT,14.708,17.823,14.677,17.157,191705.45841115,3197338.967379823
1655942400,2022-06-23 00:00:00,AXS/USDT,13.99,14.861,13.969,14.707,42278.064956,612122.85490287275
1655856000,2022-06-22 00:00:00,AXS/USDT,14.883,15.052,13.717,13.974,65903.89015721,940793.80678123356
1655769600,2022-06-21 00:00:00,AXS/USDT,14.525,16.057,14.107,14.915,75421.30145907,1138065.01133166095
1655683200,2022-06-20 00:00:00,AXS/USDT,13.777,15.164,13.017,14.537,61491.16883365,866792.01922607555
1655596800,2022-06-19 00:00:00,AXS/USDT,12.933,14.268,12.412,13.781,52164.35751604,692802.26553854879
1655510400,2022-06-18 00:00:00,AXS/USDT,13.91,14.121,11.843,12.922,64383.41824216,820594.8207539235
1655424000,2022-06-17 00:00:00,AXS/USDT,13.621,14.215,13.395,13.911,24187.90577089,334795.35753175877
1655337600,2022-06-16 00:00:00,AXS/USDT,15.811,16.36,13.237,13.607,67932.60189653,992526.62809720975
1655251200,2022-06-15 00:00:00,AXS/USDT,14.083,15.861,12.546,15.843,120301.24039141,1673278.8445056709
1655164800,2022-06-14 00:00:00,AXS/USDT,13.503,15.309,12.359,14.086,142473.53990751,2020645.21090450392
1655078400,2022-06-13 00:00:00,AXS/USDT,14.412,14.69,12.206,13.523,73892.55096426,976365.71534081442
1654992000,2022-06-12 00:00:00,AXS/USDT,16.341,16.588,14.352,14.432,77144.71202787,1182462.59496610864
1654905600,2022-06-11 00:00:00,AXS/USDT,18.032,18.719,15.948,16.339,63076.949773,1075605.98039666114
1654819200,2022-06-10 00:00:00,AXS/USDT,19.407,19.588,17.659,18.025,43930.45403747,812563.90639638904
1654732800,2022-06-09 00:00:00,AXS/USDT,19.47,19.985,19.239,19.403,19007.74815864,372245.24947557595
1654646400,2022-06-08 00:00:00,AXS/USDT,19.672,19.999,19.116,19.468,27861.4031104,543698.99794050454
1654560000,2022-06-07 00:00:00,AXS/USDT,20.685,20.686,19.085,19.691,87052.1045554,1708914.05890578199
1654473600,2022-06-06 00:00:00,AXS/USDT,20.056,22.769,19.972,20.715,77435.11015795,1637428.03313859326
1654387200,2022-06-05 00:00:00,AXS/USDT,20.572,20.608,19.744,20.049,24180.81073556,484860.17308129811
1654300800,2022-06-04 00:00:00,AXS/USDT,19.979,21.189,19.969,20.599,53543.57872466,1100844.0377226928
1654214400,2022-06-03 00:00:00,AXS/USDT,21.077,21.578,19.43,19.978,41785.64238033,844724.42688457841
1654128000,2022-06-02 00:00:00,AXS/USDT,20.887,21.452,19.698,21.079,47635.20447973,970310.35784791158
1654041600,2022-06-01 00:00:00,AXS/USDT,23.87,23.945,20.267,20.89,66045.4690031,1477734.59754940174
1653955200,2022-05-31 00:00:00,AXS/USDT,24.005,28.285,22.596,23.841,155953.19215626,3973168.49107091537
1653868800,2022-05-30 00:00:00,AXS/USDT,18.476,24.487,18.182,23.985,69389.38353351,1474120.87172507024
1653782400,2022-05-29 00:00:00,AXS/USDT,18.539,18.588,17.634,18.463,21318.70910653,386446.18010598935
1653696000,2022-05-28 00:00:00,AXS/USDT,18.247,18.679,17.829,18.536,13691.10772236,251356.30745871629
1653609600,2022-05-27 00:00:00,AXS/USDT,19.499,19.819,16.68,18.248,50034.06943452,921197.16791007617
1653523200,2022-05-26 00:00:00,AXS/USDT,20.889,22.867,18.618,19.485,33313.31315028,677278.96306659261
1653436800,2022-05-25 00:00:00,AXS/USDT,21.298,21.519,20.283,20.881,25462.24101398,531267.36370441013
1653350400,2022-05-24 00:00:00,AXS/USDT,20.998,21.45,18.761,21.265,55934.46654765,1165367.31737453627
1653264000,2022-05-23 00:00:00,AXS/USDT,21.673,23.555,20.655,21.012,62961.73181567,1414415.46253727563
1653177600,2022-05-22 00:00:00,AXS/USDT,21.063,21.849,20.67,21.677,38984.21541224,830396.3360927094
1653091200,2022-05-21 00:00:00,AXS/USDT,20.705,21.355,20.174,21.063,33094.87353788,687941.02671841545
1653004800,2022-05-20 00:00:00,AXS/USDT,21.821,22.115,20.186,20.727,51670.03900959,1094759.64507620819
1652918400,2022-05-19 00:00:00,AXS/USDT,21.559,22.096,19.746,21.821,45631.43134834,958709.04836189181
1652832000,2022-05-18 00:00:00,AXS/USDT,22.123,22.548,20.69,21.581,149614.4152876,3214133.96543518689
1652745600,2022-05-17 00:00:00,AXS/USDT,21.218,22.95,20.817,22.12,83977.28034699,1830238.83204197978
1652659200,2022-05-16 00:00:00,AXS/USDT,23.996,24.196,20.61,21.263,201084.4547413,4379203.99365976477
1652572800,2022-05-15 00:00:00,AXS/USDT,22.114,25.436,21.027,23.995,110648.94359992,2461340.65109359813
1652486400,2022-05-14 00:00:00,AXS/USDT,20.926,22.887,20.078,22.127,122555.95824903,2628571.90487560219
1652400000,2022-05-13 00:00:00,AXS/USDT,19.548,24.821,19.4,20.913,195341.78109328,4238594.27645653998
1652313600,2022-05-12 00:00:00,AXS/USDT,19.571,24.744,17.466,19.548,178701.85188263,3822697.13329362354
1652227200,2022-05-11 00:00:00,AXS/USDT,24.653,25.292,17,19.605,262848.708361,5720925.31623934831
1652140800,2022-05-10 00:00:00,AXS/USDT,24.904,28.425,23.552,24.659,166236.63352934,4256590.78023553348
1652054400,2022-05-09 00:00:00,AXS/USDT,30.544,31.682,24.7,24.981,166026.49162926,4761122.29177573796
1651968000,2022-05-08 00:00:00,AXS/USDT,28.641,31.587,27.748,30.508,121276.2751189,3629524.04846043043
1651881600,2022-05-07 00:00:00,AXS/USDT,28.475,29.6,27.416,28.683,55018.17339757,1574166.50208168218
1651795200,2022-05-06 00:00:00,AXS/USDT,28.959,29.095,27.263,28.479,60387.03432966,1705633.80061860013
1651708800,2022-05-05 00:00:00,AXS/USDT,33.376,35.24,27.951,28.962,108678.42755975,3407014.48389739798
1651622400,2022-05-04 00:00:00,AXS/USDT,29.119,33.829,28.092,33.369,67764.14920462,2096228.90014474919
1651536000,2022-05-03 00:00:00,AXS/USDT,30.203,30.875,28.659,29.109,64291.89787484,1911683.23770938303
1651449600,2022-05-02 00:00:00,AXS/USDT,31.762,32.275,29.812,30.204,41263.10839239,1257534.02069992795
1651363200,2022-05-01 00:00:00,AXS/USDT,29.052,32.522,27.821,31.782,64042.79429521,1965987.97855749494
1651276800,2022-04-30 00:00:00,AXS/USDT,34.375,34.906,26.532,29.049,61586.33809201,1914732.8074146709
1651190400,2022-04-29 00:00:00,AXS/USDT,38.042,38.668,33.418,34.355,44261.61598975,1566470.69819701501
1651104000,2022-04-28 00:00:00,AXS/USDT,38.798,40.158,37.392,38.034,32368.94573549,1248683.48710212288
1651017600,2022-04-27 00:00:00,AXS/USDT,38.78,40.104,37.133,38.798,26932.42978212,1038776.15943372769
1650931200,2022-04-26 00:00:00,AXS/USDT,42.9,43.45,37.931,38.769,50296.42812046,2050814.52937147982
1650844800,2022-04-25 00:00:00,AXS/USDT,44.329,44.429,39.814,42.953,48178.52545836,2019797.65270858853
1650758400,2022-04-24 00:00:00,AXS/USDT,45.215,45.586,44.138,44.372,18022.04356274,809543.25311749088
1650672000,2022-04-23 00:00:00,AXS/USDT,45.966,46.13,44.925,45.124,20294.19017897,925762.78823982519
1650585600,2022-04-22 00:00:00,AXS/USDT,44.892,46.754,44.756,45.907,42579.64871896,1951280.1146732171
1650499200,2022-04-21 00:00:00,AXS/USDT,46.17,48.086,44.361,44.911,37657.91841427,1746159.98632071097
1650412800,2022-04-20 00:00:00,AXS/USDT,47.392,48.485,45.26,46.173,43721.85596685,2050079.21626894623
1650326400,2022-04-19 00:00:00,AXS/USDT,46.235,47.981,45.454,47.396,34571.02428936,1619862.01493259818
1650240000,2022-04-18 00:00:00,AXS/USDT,45.464,46.427,42.666,46.212,48190.59479808,2141820.69306570037
1650153600,2022-04-17 00:00:00,AXS/USDT,47.45,47.919,45.193,45.464,19739.19008588,930214.22257303761
1650067200,2022-04-16 00:00:00,AXS/USDT,47.915,48.565,46.727,47.43,17744.75411184,845739.90116324874
1649980800,2022-04-15 00:00:00,AXS/USDT,46.822,50.209,46.757,47.906,32947.52188622,1586975.79997327141
1649894400,2022-04-14 00:00:00,AXS/USDT,48.43,49.5,45.694,46.825,80653.39732362,3869586.74748253756
1649808000,2022-04-13 00:00:00,AXS/USDT,47.297,48.883,46.637,48.41,60749.38001814,2913927.22927348344
1649721600,2022-04-12 00:00:00,AXS/USDT,45.166,48.863,44.848,47.288,79452.93968547,3756394.46910600235
1649635200,2022-04-11 00:00:00,AXS/USDT,48.994,49.105,44.109,45.176,56828.9083975,2628093.75136437242
1649548800,2022-04-10 00:00:00,AXS/USDT,51.764,52.163,48.76,49.064,27202.30982656,1377559.30486102399
1649462400,2022-04-09 00:00:00,AXS/USDT,50.7,52.693,50.635,51.779,25007.64863462,1285972.92580105373
1649376000,2022-04-08 00:00:00,AXS/USDT,54.836,55.353,50.091,50.762,59156.62363905,3145289.26461736854
1649289600,2022-04-07 00:00:00,AXS/USDT,53.38,55.924,52.193,54.877,40010.68706912,2164946.84529833654
1649203200,2022-04-06 00:00:00,AXS/USDT,61.659,62.768,53.086,53.401,110725.92515411,6444246.39941174271
1649116800,2022-04-05 00:00:00,AXS/USDT,63.846,65.281,61.398,61.65,50795.04403044,3209898.35330767079
1649030400,2022-04-04 00:00:00,AXS/USDT,66.61,67.107,61.506,63.887,50189.34769471,3211669.03983675435
1648944000,2022-04-03 00:00:00,AXS/USDT,65.248,68.45,64.033,66.608,73847.76059442,4902954.69210522371
1648857600,2022-04-02 00:00:00,AXS/USDT,66.185,75.506,64.157,65.24,165370.87363114,11562517.09105977594
1648771200,2022-04-01 00:00:00,AXS/USDT,63.499,67.317,60.29,66.224,65048.10748598,4164229.05972574423
1648684800,2022-03-31 00:00:00,AXS/USDT,64.38,68.789,61.907,63.499,70844.21132479,4599401.31278612332
1648598400,2022-03-30 00:00:00,AXS/USDT,64.285,66.698,61.865,64.374,66948.71011775,4321999.14179418116
1648512000,2022-03-29 00:00:00,AXS/USDT,66.439,70.747,63.08,64.29,126864.19528512,8458212.89551471123
1648425600,2022-03-28 00:00:00,AXS/USDT,68.259,72.323,65.412,66.438,89558.96434438,6171787.40549547563
1648339200,2022-03-27 00:00:00,AXS/USDT,66.882,68.5,64.381,68.319,84181.24924535,5583775.978739638
1648252800,2022-03-26 00:00:00,AXS/USDT,71.565,72.951,66.401,66.95,52664.94422804,3605003.66008965209
1648166400,2022-03-25 00:00:00,AXS/USDT,70.345,74.521,69.495,71.608,117907.77055932,8459346.8973453644
1648080000,2022-03-24 00:00:00,AXS/USDT,58.435,71.833,58.435,70.33,128328.52817363,8309475.80743488956
1647993600,2022-03-23 00:00:00,AXS/USDT,52.397,58.671,50.874,58.449,49082.17273349,2678869.39441680391
1647907200,2022-03-22 00:00:00,AXS/USDT,50.128,53.465,49.767,52.391,20181.57525559,1049876.69148427348
1647820800,2022-03-21 00:00:00,AXS/USDT,49.765,51.948,49.11,50.14,15135.27948614,764900.94356141473
1647734400,2022-03-20 00:00:00,AXS/USDT,52.028,52.557,49.167,49.803,20385.0593501,1036998.52167935231
1647648000,2022-03-19 00:00:00,AXS/USDT,50.445,54.374,50.164,52.035,26472.75276943,1377254.22115957704
1647561600,2022-03-18 00:00:00,AXS/USDT,50.27,51.392,48.2,50.473,20478.78195446,1019295.57571594103
1647475200,2022-03-17 00:00:00,AXS/USDT,50.453,51.256,49.368,50.242,20166.79245418,1014675.9537702521
1647388800,2022-03-16 00:00:00,AXS/USDT,46.855,50.798,46.296,50.465,30199.93305706,1467611.14344253497
1647302400,2022-03-15 00:00:00,AXS/USDT,47.814,48.95,45.874,46.884,16361.78270384,770615.90668906199
1647216000,2022-03-14 00:00:00,AXS/USDT,45.187,48.108,44.618,47.895,24632.22222034,1151288.66396983446
1647129600,2022-03-13 00:00:00,AXS/USDT,46.59,48.09,44.946,45.176,13296.86795005,617985.55521181726
1647043200,2022-03-12 00:00:00,AXS/USDT,45.883,48.579,45.798,46.617,11989.88110015,565394.91936627041
1646956800,2022-03-11 00:00:00,AXS/USDT,46.743,48.241,45.193,45.899,16735.50553129,779405.56822650972
1646870400,2022-03-10 00:00:00,AXS/USDT,48.606,48.964,44.931,46.747,23581.61554829,1101605.85922269936
1646784000,2022-03-09 00:00:00,AXS/USDT,46.377,49.462,46.235,48.598,19361.99131962,937059.91666863463
1646697600,2022-03-08 00:00:00,AXS/USDT,46.1,47.622,45.738,46.431,23637.35740556,1105030.82562411237
1646611200,2022-03-07 00:00:00,AXS/USDT,48.801,50.139,45.69,46.23,18394.02502141,875648.91729851257
1646524800,2022-03-06 00:00:00,AXS/USDT,51.874,52.329,48.5,48.86,13850.41409776,693667.03231639087
1646438400,2022-03-05 00:00:00,AXS/USDT,49.788,53.058,48.693,51.837,20776.66893824,1065022.28590443094
1646352000,2022-03-04 00:00:00,AXS/USDT,53.285,53.41,48.97,49.778,46754.85079674,2392333.36586725719
1646265600,2022-03-03 00:00:00,AXS/USDT,55.528,55.843,51.824,53.306,28156.27633255,1516701.19615993173
1646179200,2022-03-02 00:00:00,AXS/USDT,57.189,59.018,54.39,55.593,45319.84519285,2545048.0179259709
1646092800,2022-03-01 00:00:00,AXS/USDT,54.382,61.274,53.424,57.14,90926.09681169,5138028.34382119898
1646006400,2022-02-28 00:00:00,AXS/USDT,47.8,56.959,47.095,54.404,28370.60185058,1456956.62469522066
1645920000,2022-02-27 00:00:00,AXS/USDT,50.372,51.983,46.701,47.987,23386.94075834,1149587.33158740868
1645833600,2022-02-26 00:00:00,AXS/USDT,51.138,52.963,49.93,50.361,16343.71920573,832346.59926178868
1645747200,2022-02-25 00:00:00,AXS/USDT,48.758,51.99,46.324,51.131,30635.12736057,1512434.50359943025
1645660800,2022-02-24 00:00:00,AXS/USDT,48.736,49.972,41.92,48.766,62933.61146211,2847000.51303661447
1645574400,2022-02-23 00:00:00,AXS/USDT,51.113,53.462,48.615,48.636,27435.98332015,1414047.97551835002
1645488000,2022-02-22 00:00:00,AXS/USDT,47.367,51.24,46.05,51.114,53950.78036357,2631795.85110559027
1645401600,2022-02-21 00:00:00,AXS/USDT,52.176,56.015,46.923,47.308,96584.26818883,4915232.09316524789
1645315200,2022-02-20 00:00:00,AXS/USDT,54.886,54.926,49.637,52.075,35043.9415453,1815302.62659503337
1645228800,2022-02-19 00:00:00,AXS/USDT,55.509,56.911,53.497,54.886,19181.89800192,1059110.62621474854
1645142400,2022-02-18 00:00:00,AXS/USDT,56.299,58.001,53.805,55.519,49383.26571189,2771103.13981858544
1645056000,2022-02-17 00:00:00,AXS/USDT,63.413,64.515,55.777,56.4,68266.19791721,4107336.73000196458
1644969600,2022-02-16 00:00:00,AXS/USDT,63.33,66.241,61.79,63.446,78819.51193111,5075004.73820756191
1644883200,2022-02-15 00:00:00,AXS/USDT,56.873,63.884,56.797,63.33,49773.60249503,3008891.05983454626
1644796800,2022-02-14 00:00:00,AXS/USDT,58.092,58.234,55.1,56.847,31914.17674115,1809303.07061063134
1644710400,2022-02-13 00:00:00,AXS/USDT,59.131,60.511,56.851,58.046,23948.87012558,1407182.24155833822
1644624000,2022-02-12 00:00:00,AXS/USDT,58.983,61.54,56.66,59.089,39036.98433044,2318420.89167807005
1644537600,2022-02-11 00:00:00,AXS/USDT,63.181,64.949,56.675,59.045,46564.43289483,2855597.80151276433
1644451200,2022-02-10 00:00:00,AXS/USDT,67.502,68.289,62.3,63.308,78982.7016074,5164158.55484678906
1644364800,2022-02-09 00:00:00,AXS/USDT,66.707,68.294,63.116,67.562,61863.66806675,4094041.88713675785
1644278400,2022-02-08 00:00:00,AXS/USDT,68.397,69.548,62.3,66.682,84660.72033521,5582472.26100565627
1644192000,2022-02-07 00:00:00,AXS/USDT,68.175,72,66.736,68.359,113235.37824673,7856095.3875537029
1644105600,2022-02-06 00:00:00,AXS/USDT,56.836,68.85,56.796,68.188,202082.84062598,12862110.7837575753
1644019200,2022-02-05 00:00:00,AXS/USDT,51.363,59.458,50.804,56.8,75064.01705682,4166487.83824398592
1643932800,2022-02-04 00:00:00,AXS/USDT,48.485,51.631,47.506,51.35,41748.93537763,2050642.08558299606
1643846400,2022-02-03 00:00:00,AXS/USDT,49.095,49.236,46.034,48.321,24414.62009372,1160259.63215740676
1643760000,2022-02-02 00:00:00,AXS/USDT,53.4,54.1,48.23,49.061,44278.83171034,2256344.24747275553
1643673600,2022-02-01 00:00:00,AXS/USDT,52.393,54.922,51.868,53.436,37713.82637725,2006466.53865224336
1643587200,2022-01-31 00:00:00,AXS/USDT,53.352,54.644,49.292,52.37,83572.65617855,4320425.41173643972
1643500800,2022-01-30 00:00:00,AXS/USDT,49.541,56.125,49.078,53.336,102264.84201549,5457586.58090612253
1643414400,2022-01-29 00:00:00,AXS/USDT,47.092,50.201,46.399,49.534,40851.7291953,1977012.18663661732
1643328000,2022-01-28 00:00:00,AXS/USDT,47.295,48.305,44.891,47.089,39827.78959838,1841106.46529482846
1643241600,2022-01-27 00:00:00,AXS/USDT,49.525,50.523,44.918,47.391,41953.55445807,2008571.66413480209
1643155200,2022-01-26 00:00:00,AXS/USDT,50.624,55.539,48.413,49.571,45321.06307117,2390161.30101420122
1643068800,2022-01-25 00:00:00,AXS/USDT,51.176,51.983,49.233,50.624,26274.4184761,1333578.61252362526
1642982400,2022-01-24 00:00:00,AXS/USDT,54.517,54.63,44.406,51.186,43213.13804048,2103732.77407504966
1642896000,2022-01-23 00:00:00,AXS/USDT,50.114,54.763,49.658,54.714,28485.55490658,1476190.3082749256
1642809600,2022-01-22 00:00:00,AXS/USDT,58.22,59.347,47.585,50.149,50468.71405589,2627371.72899811264
1642723200,2022-01-21 00:00:00,AXS/USDT,68.907,69.279,56.98,58.415,30881.91239695,1967393.74897559936
