https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LOC,Volume USDT
1658707200,2022-07-25 00:00:00,LOC/USDT,1.32951,1.34518,1.30527,1.30534,1344.1415,1769.978023655
1658620800,2022-07-24 00:00:00,LOC/USDT,1.3859,1.40188,1.28117,1.32951,15666.7498,20799.509572321
1658534400,2022-07-23 00:00:00,LOC/USDT,1.3859,1.40197,1.3859,1.3859,758.5619,1056.813807876
1658448000,2022-07-22 00:00:00,LOC/USDT,1.40197,1.40197,1.3859,1.40197,435.3489,607.437790515
1658361600,2022-07-21 00:00:00,LOC/USDT,1.40701,1.42333,1.38575,1.38591,1232.8874,1725.505254567
1658275200,2022-07-20 00:00:00,LOC/USDT,1.45005,1.45447,1.40701,1.40701,1393.9893,1995.023971781
1658188800,2022-07-19 00:00:00,LOC/USDT,1.34461,2,1.33018,1.45005,18438.61562692,28732.7464715679863
1658102400,2022-07-18 00:00:00,LOC/USDT,1.34024,1.34461,1.3246,1.34461,592.98456227,792.9215554939432
1658016000,2022-07-17 00:00:00,LOC/USDT,1.3246,1.34024,1.3246,1.3246,107.23594299,143.5417227409176
1657929600,2022-07-16 00:00:00,LOC/USDT,1.32474,1.34461,1.32038,1.3246,4909.33025859,6529.2347660896999
1657843200,2022-07-15 00:00:00,LOC/USDT,1.32483,1.39852,1.31055,1.31055,1310.27328828,1726.9410693936458
1657756800,2022-07-14 00:00:00,LOC/USDT,1.31064,1.33045,1.31064,1.32483,849.04632517,1120.0004234939711
1657670400,2022-07-13 00:00:00,LOC/USDT,1.31064,1.32491,1.31064,1.32491,412.03926824,545.8126123148584
1657584000,2022-07-12 00:00:00,LOC/USDT,1.31505,1.32489,1.31064,1.32489,378.8645,497.668409634
1657497600,2022-07-11 00:00:00,LOC/USDT,1.34533,1.36536,1.30484,1.31505,4564.09079108,6096.6019306861479
1657411200,2022-07-10 00:00:00,LOC/USDT,1.34533,1.34533,1.33121,1.33121,273.12529062,366.8155317378046
1657324800,2022-07-09 00:00:00,LOC/USDT,1.35148,1.36582,1.33106,1.34533,1345.06500797,1807.4437921626777
1657238400,2022-07-08 00:00:00,LOC/USDT,1.35172,1.37885,1.34014,1.35148,1731.02939818,2354.5999384728696
1657152000,2022-07-07 00:00:00,LOC/USDT,1.27346,1.38177,1.2639,1.35172,7248.08322409,9534.2090388856343
1657065600,2022-07-06 00:00:00,LOC/USDT,1.29429,1.30257,1.25844,1.27346,2477.20790475,3163.8636850799084
1656979200,2022-07-05 00:00:00,LOC/USDT,1.25601,1.30665,1.23717,1.2872,9753.18821707,12270.2818441769125
1656892800,2022-07-04 00:00:00,LOC/USDT,1.22419,1.29861,1.22419,1.25601,8230.8755491,10398.0480743717837
1656806400,2022-07-03 00:00:00,LOC/USDT,1.24278,1.2558,1.22413,1.23914,1389.16510514,1719.695035848812
1656720000,2022-07-02 00:00:00,LOC/USDT,1.25778,1.25778,1.24278,1.24278,125.48031395,156.2440572375
1656633600,2022-07-01 00:00:00,LOC/USDT,1.235,1.27933,1.2024,1.24281,13275.13014621,16451.7046317486526
1656547200,2022-06-30 00:00:00,LOC/USDT,1.28948,1.29907,1.22277,1.235,6389.57130367,8022.2490682346361
1656460800,2022-06-29 00:00:00,LOC/USDT,1.29957,1.3038,1.24621,1.27444,5115.17519818,6522.8270244126116
1656374400,2022-06-28 00:00:00,LOC/USDT,1.25292,1.30052,1.2427,1.29957,18370.58167061,23538.8624299432542
1656288000,2022-06-27 00:00:00,LOC/USDT,1.20391,1.6,1.19488,1.26646,29735.4638368,38588.5482079614881
1656201600,2022-06-26 00:00:00,LOC/USDT,1.25079,1.27104,1.08474,1.20391,30161.44000498,35997.9721758580044
1656115200,2022-06-25 00:00:00,LOC/USDT,1.19787,1.25079,1.19787,1.25079,8096.61601979,9907.4720800078967
1656028800,2022-06-24 00:00:00,LOC/USDT,1.22657,1.42875,1.18103,1.19786,57675.58990098,74141.2620506111549
1655942400,2022-06-23 00:00:00,LOC/USDT,1.08505,1.24288,1.08339,1.22563,29485.92515646,33715.7716851733985
1655856000,2022-06-22 00:00:00,LOC/USDT,1.19011,1.22375,1.08301,1.09976,19929.5604,23235.070767368
1655769600,2022-06-21 00:00:00,LOC/USDT,1.1397,1.22589,1.12397,1.20678,10763.24071994,12791.8480383766904
1655683200,2022-06-20 00:00:00,LOC/USDT,1.15854,1.16581,1.12397,1.12397,21084.1682675,24215.807135113525
1655596800,2022-06-19 00:00:00,LOC/USDT,1,1.41367,0.98942,1.15854,52956.31934141,57968.5552707735886
1655510400,2022-06-18 00:00:00,LOC/USDT,1.31112,1.31112,0.8414,0.99012,107085.3070724,108617.3911510326103
1655424000,2022-06-17 00:00:00,LOC/USDT,1.36288,1.45362,1.3121,1.31543,15945.94025957,21411.7787675908551
1655337600,2022-06-16 00:00:00,LOC/USDT,1.404,1.40475,1.33339,1.35352,22163.34828966,30248.7383736026868
1655251200,2022-06-15 00:00:00,LOC/USDT,1.50073,1.54495,1.37416,1.38576,33484.33712249,49570.2711722015763
1655164800,2022-06-14 00:00:00,LOC/USDT,1.59,1.77359,1.49001,1.53449,5443.45127171,8383.8307071943863
1655078400,2022-06-13 00:00:00,LOC/USDT,1.73679,1.73679,1.59576,1.59576,5991.49074224,9972.5644947759552
1654992000,2022-06-12 00:00:00,LOC/USDT,1.82436,1.82436,1.68772,1.73679,8177.67397603,14188.9968709453039
1654905600,2022-06-11 00:00:00,LOC/USDT,1.81078,1.85547,1.81078,1.82436,706.89396328,1298.4689886813978
1654819200,2022-06-10 00:00:00,LOC/USDT,1.90005,1.92104,1.75708,1.8356,9458.38591884,17325.8062588030556
1654732800,2022-06-09 00:00:00,LOC/USDT,1.92103,1.92104,1.90005,1.90005,323.88169606,617.8810888421418
1654646400,2022-06-08 00:00:00,LOC/USDT,1.96608,1.96608,1.83525,1.90005,13518.90408431,25721.2950566678102
1654560000,2022-06-07 00:00:00,LOC/USDT,1.86,2.05562,1.85671,1.95,12676.20743553,25074.5838123810621
1654473600,2022-06-06 00:00:00,LOC/USDT,1.98845,2.00336,1.77124,1.86832,9018.19482274,16969.1615699575226
1654387200,2022-06-05 00:00:00,LOC/USDT,1.94426,1.99226,1.94426,1.98845,495.25611426,976.2896272715776
1654300800,2022-06-04 00:00:00,LOC/USDT,1.94851,1.99204,1.90839,1.94426,2806.71568932,5470.5926919530128
1654214400,2022-06-03 00:00:00,LOC/USDT,1.9284,1.96837,1.92282,1.92282,2606.07469691,5046.7136356549297
1654128000,2022-06-02 00:00:00,LOC/USDT,1.78694,2.14667,1.77954,1.9284,17449.96811005,34376.6559554396702
1654041600,2022-06-01 00:00:00,LOC/USDT,1.73,2.06505,1.72493,1.78694,15955.9664503,29061.4892206926858
1653955200,2022-05-31 00:00:00,LOC/USDT,1.56814,1.85,1.54196,1.68566,8139.16021933,13658.4183636591554
1653868800,2022-05-30 00:00:00,LOC/USDT,1.62174,1.6726,1.4449,1.5829,18248.59207041,28025.820434854312
1653782400,2022-05-29 00:00:00,LOC/USDT,1.60974,1.64948,1.60974,1.63251,2066.2404541,3382.333261660043
1653696000,2022-05-28 00:00:00,LOC/USDT,1.62191,1.62201,1.6083,1.62201,276.11341475,447.7669247546475
1653609600,2022-05-27 00:00:00,LOC/USDT,1.62214,1.63899,1.6083,1.60832,4601.20111012,7457.463770805789
1653523200,2022-05-26 00:00:00,LOC/USDT,1.59653,1.66333,1.5764,1.62214,1074.33789096,1749.4875884787832
1653436800,2022-05-25 00:00:00,LOC/USDT,1.5902,1.61014,1.55177,1.60706,3227.07240087,5103.4063298380438
1653350400,2022-05-24 00:00:00,LOC/USDT,1.56,1.61578,1.55202,1.5902,3426.56429304,5374.9508130005486
1653264000,2022-05-23 00:00:00,LOC/USDT,1.51169,1.61753,1.4935,1.56,7781.63118842,12025.9449658301913
1653177600,2022-05-22 00:00:00,LOC/USDT,1.53034,1.54613,1.51169,1.51172,385.52241676,587.4449710901388
1653091200,2022-05-21 00:00:00,LOC/USDT,1.4473,1.54473,1.4473,1.53034,5949.70093392,8940.3728617507756
1653004800,2022-05-20 00:00:00,LOC/USDT,1.61753,1.62248,1.42568,1.4473,7159.31558564,10757.1818592725095
1652918400,2022-05-19 00:00:00,LOC/USDT,1.61041,1.62248,1.59833,1.62248,385.30798469,622.6452409005072
1652832000,2022-05-18 00:00:00,LOC/USDT,1.59948,1.63875,1.57926,1.59013,6791.39902935,10891.2294942850628
1652745600,2022-05-17 00:00:00,LOC/USDT,1.3569,1.61821,1.30852,1.59948,14346.62335761,20610.1974788035246
1652659200,2022-05-16 00:00:00,LOC/USDT,1.30108,1.3634,1.30108,1.34311,1692.23020049,2264.5985235700536
1652572800,2022-05-15 00:00:00,LOC/USDT,1.30397,1.31742,1.27904,1.30108,1149.69215937,1492.9933082702254
1652486400,2022-05-14 00:00:00,LOC/USDT,1.33305,1.36653,1.20955,1.31742,18635.82194533,24150.778247238927
1652400000,2022-05-13 00:00:00,LOC/USDT,1.18225,1.3854,1.17,1.31349,9516.21959905,12162.8986066353445
1652313600,2022-05-12 00:00:00,LOC/USDT,1.17247,1.18467,1.15502,1.17001,3767.03085658,4418.902064434673
1652227200,2022-05-11 00:00:00,LOC/USDT,1.92917,1.93701,0.92,1.1824,42233.57867847,60101.0053308102607
1652140800,2022-05-10 00:00:00,LOC/USDT,1.93009,2.00054,1.9187,1.92917,5457.6984526,10722.3352060532336
1652054400,2022-05-09 00:00:00,LOC/USDT,2.16128,2.16128,1.92607,1.92607,8359.71519912,17130.0045056413732
1651968000,2022-05-08 00:00:00,LOC/USDT,2.33263,2.33263,2.16001,2.16129,5055.6488,11342.331055353
1651881600,2022-05-07 00:00:00,LOC/USDT,2.29344,2.38999,2.29344,2.33263,28433.97860818,65573.1816848818106
1651795200,2022-05-06 00:00:00,LOC/USDT,2.25231,2.33256,2.19263,2.29344,4435.05181455,10097.4087047224542
1651708800,2022-05-05 00:00:00,LOC/USDT,2.27579,2.3722,2.16404,2.25231,23449.99044459,53142.1629360671224
1651622400,2022-05-04 00:00:00,LOC/USDT,2.28348,2.32264,2.25414,2.27579,4622.47510482,10571.1195785546667
1651536000,2022-05-03 00:00:00,LOC/USDT,2.28239,2.30544,2.17628,2.28348,6411.6553,14307.10622832
1651449600,2022-05-02 00:00:00,LOC/USDT,2.23,2.35218,2.22954,2.29,6309.16811542,14501.056131480686
1651363200,2022-05-01 00:00:00,LOC/USDT,2.25999,2.2632,2.22954,2.22954,523.001206,1166.618435089704
1651276800,2022-04-30 00:00:00,LOC/USDT,2.28461,2.30236,2.22471,2.22956,3488.39478043,7938.7274387675973
1651190400,2022-04-29 00:00:00,LOC/USDT,2.34537,2.3722,2.25,2.25123,11012.08665314,25434.2462258977977
1651104000,2022-04-28 00:00:00,LOC/USDT,2.25,2.35999,2.25,2.32,2272.90630618,5219.2992381505214
1651017600,2022-04-27 00:00:00,LOC/USDT,2.14,2.25556,2.08162,2.25,7042.83055515,15470.5242090431311
1650931200,2022-04-26 00:00:00,LOC/USDT,2.24997,2.36555,2.00891,2.10257,27064.06559399,60100.0687908604547
1650844800,2022-04-25 00:00:00,LOC/USDT,2.41862,2.41862,2.2126,2.24997,9599.27411729,22119.1719301952667
1650758400,2022-04-24 00:00:00,LOC/USDT,2.42,2.47999,2.36126,2.41862,25822.65566088,61450.8054447957443
1650672000,2022-04-23 00:00:00,LOC/USDT,2.51,2.51949,2.36234,2.42033,12667.42400443,30872.7352408514259
1650585600,2022-04-22 00:00:00,LOC/USDT,2.505,2.64986,2.42728,2.5,8664.43262471,22284.0047282678272
1650499200,2022-04-21 00:00:00,LOC/USDT,2.66898,2.70575,2.49385,2.53506,7632.93680933,19912.5528538753149
1650412800,2022-04-20 00:00:00,LOC/USDT,2.58404,2.70177,2.5648,2.66898,15499.28946004,40583.2012655164075
1650326400,2022-04-19 00:00:00,LOC/USDT,2.65626,2.77335,2.52825,2.60268,21236.69406248,55986.5500877132651
1650240000,2022-04-18 00:00:00,LOC/USDT,2.95231,3.03386,2.61001,2.65941,18301.82500459,51581.1452398192583
1650153600,2022-04-17 00:00:00,LOC/USDT,2.94211,3.00595,2.83018,2.95231,8971.94887563,26240.4863278213019
1650067200,2022-04-16 00:00:00,LOC/USDT,2.9498,3,2.81089,2.94208,3241.1647369,9398.841465286265
1649980800,2022-04-15 00:00:00,LOC/USDT,2.96774,3.2,2.81,2.9498,32597.0787657,97057.512356194178
1649894400,2022-04-14 00:00:00,LOC/USDT,2.55498,3.31999,2.54,2.96774,53966.34868844,156422.1412585686253
1649808000,2022-04-13 00:00:00,LOC/USDT,2.54,2.59952,2.20602,2.55498,21761.95940246,53001.5361867434663
1649721600,2022-04-12 00:00:00,LOC/USDT,2.59518,2.73883,2.52504,2.54,20698.44423449,54402.0206649643425
1649635200,2022-04-11 00:00:00,LOC/USDT,2.57361,2.75164,2.37806,2.59465,23216.95760686,58756.7030798674176
1649548800,2022-04-10 00:00:00,LOC/USDT,2.47415,2.99,2.43739,2.57359,49693.9882171,132846.3280545486494
1649462400,2022-04-09 00:00:00,LOC/USDT,2.34854,2.515,2.32606,2.46813,17033.58625482,41937.2417498399683
1649376000,2022-04-08 00:00:00,LOC/USDT,2.32956,2.37,2.23351,2.37,16478.42745234,37929.0277425979864
1649289600,2022-04-07 00:00:00,LOC/USDT,2.31,2.35,2.25874,2.32956,9253.83364612,21090.7655648212909
1649203200,2022-04-06 00:00:00,LOC/USDT,2.31586,2.35085,2.24459,2.28751,3134.46467732,7189.698596624722
1649116800,2022-04-05 00:00:00,LOC/USDT,2.28,2.34408,2.28,2.31806,3767.5380195,8740.5314961007944
1649030400,2022-04-04 00:00:00,LOC/USDT,2.25216,2.31356,2.22,2.28,14683.11896325,33061.445428597825
1648944000,2022-04-03 00:00:00,LOC/USDT,2.23072,2.28686,2.22,2.25216,10526.28890713,23491.122391562018
1648857600,2022-04-02 00:00:00,LOC/USDT,2.25294,2.25498,2.232,2.25072,1409.91762139,3159.3131892602129
1648771200,2022-04-01 00:00:00,LOC/USDT,2.28526,2.28755,2.232,2.25295,7371.83726142,16640.892569972072
1648684800,2022-03-31 00:00:00,LOC/USDT,2.22861,2.31561,2.22739,2.27053,20688.1221,46251.18791318
1648598400,2022-03-30 00:00:00,LOC/USDT,2.22739,2.30109,2.22739,2.24543,12028.94920772,27158.2640718617196
1648512000,2022-03-29 00:00:00,LOC/USDT,2.24473,2.31928,2.22737,2.22741,9558.6966233,21595.480293267043
1648425600,2022-03-28 00:00:00,LOC/USDT,2.24664,2.3112,2.21,2.2502,10117.55008014,23009.4005607515643
1648339200,2022-03-27 00:00:00,LOC/USDT,2.26467,2.30201,2.20077,2.22224,8484.8773673,19219.3735648029572
1648252800,2022-03-26 00:00:00,LOC/USDT,2.25435,2.29448,2.23709,2.23709,5773.70089956,12997.420543950086
1648166400,2022-03-25 00:00:00,LOC/USDT,2.34669,2.35425,2.21243,2.25434,20373.83611948,46683.418340915847
1648080000,2022-03-24 00:00:00,LOC/USDT,2.33723,2.38229,2.33215,2.3467,6046.417,14285.114636586
1647993600,2022-03-23 00:00:00,LOC/USDT,2.41134,2.41134,2.25161,2.33717,19718.59048092,45884.7224114003136
1647907200,2022-03-22 00:00:00,LOC/USDT,2.37657,2.45996,2.37657,2.40632,7803.6749,18935.593040494
1647820800,2022-03-21 00:00:00,LOC/USDT,2.39523,2.45492,2.32004,2.37657,9946.28571624,23874.5337307654672
1647734400,2022-03-20 00:00:00,LOC/USDT,2.3547,2.45978,2.35,2.39523,11108.84537399,26679.3729616883245
1647648000,2022-03-19 00:00:00,LOC/USDT,2.35589,2.42748,2.35034,2.3547,7410.6776,17692.919567561
1647561600,2022-03-18 00:00:00,LOC/USDT,2.38005,2.38061,2.29675,2.3559,39277.38180407,91119.577944819795
1647475200,2022-03-17 00:00:00,LOC/USDT,2.3803,2.39931,2.34084,2.38005,5732.46117481,13673.6228195181705
1647388800,2022-03-16 00:00:00,LOC/USDT,2.33599,2.5,2.3105,2.34616,19526.35825015,46711.0362324535032
1647302400,2022-03-15 00:00:00,LOC/USDT,2.37576,2.38,2.26002,2.33599,17034.33075564,39650.1172842734267
1647216000,2022-03-14 00:00:00,LOC/USDT,2.19257,2.4,2.0245,2.4,30905.37728729,68020.9208239097959
1647129600,2022-03-13 00:00:00,LOC/USDT,2.25326,2.74,2.12095,2.19543,30616.64495247,70912.1793837258398
1647043200,2022-03-12 00:00:00,LOC/USDT,2.03947,2.2752,2.01883,2.25326,12982.86830156,27854.3570736334733
1646956800,2022-03-11 00:00:00,LOC/USDT,2.04998,2.06108,2.02331,2.03039,2602.91968765,5324.276975405656
1646870400,2022-03-10 00:00:00,LOC/USDT,1.9755,2.04998,1.9545,2.04998,5659.92556271,11367.50939820026
1646784000,2022-03-09 00:00:00,LOC/USDT,1.97363,2.02157,1.91319,1.98255,8080.6587508,15892.9479853605465
1646697600,2022-03-08 00:00:00,LOC/USDT,1.95,1.99937,1.94435,1.97363,1394.61226613,2747.6235761275836
1646611200,2022-03-07 00:00:00,LOC/USDT,1.97008,1.97008,1.92595,1.94435,2757.98705265,5374.6928881097615
1646524800,2022-03-06 00:00:00,LOC/USDT,1.90221,1.98915,1.87004,1.9558,7581.88028841,14789.9807687555065
1646438400,2022-03-05 00:00:00,LOC/USDT,1.90647,1.93882,1.86082,1.90221,25039.94121707,47362.9465322504671
1646352000,2022-03-04 00:00:00,LOC/USDT,1.94297,1.96509,1.88896,1.89708,31492.00583687,60748.7541827654969
1646265600,2022-03-03 00:00:00,LOC/USDT,1.96109,1.98118,1.93002,1.93827,18359.21104714,35982.4498329034932
1646179200,2022-03-02 00:00:00,LOC/USDT,2.06014,2.07428,1.95125,1.96906,21688.63588834,43807.2686506754709
1646092800,2022-03-01 00:00:00,LOC/USDT,2.08185,2.10569,2.0434,2.06701,19034.01500806,39408.0668685084522
1646006400,2022-02-28 00:00:00,LOC/USDT,2.00673,2.09002,1.9689,2.06765,24773.73544325,49800.1768676285042
1645920000,2022-02-27 00:00:00,LOC/USDT,2.00994,2.05713,1.99478,2.003,25992.51048758,52594.6476666418958
1645833600,2022-02-26 00:00:00,LOC/USDT,2.10127,2.11883,2.00557,2.01185,29496.50342404,60642.8594131001787
1645747200,2022-02-25 00:00:00,LOC/USDT,2.11753,2.19137,2.05163,2.11376,47392.04983407,100849.4365499011103
1645660800,2022-02-24 00:00:00,LOC/USDT,2.258,2.29011,2.04,2.11498,46553.98121727,100324.7776457862189
1645574400,2022-02-23 00:00:00,LOC/USDT,2.30049,2.33341,2.2219,2.26458,46171.82866332,104997.4707953588388
1645488000,2022-02-22 00:00:00,LOC/USDT,2.33887,2.34923,2.27001,2.30049,39077.70420163,89970.3593383484091
1645401600,2022-02-21 00:00:00,LOC/USDT,2.34041,2.37743,2.32391,2.33575,41434.91986601,97640.7119900800152
1645315200,2022-02-20 00:00:00,LOC/USDT,2.36748,2.38559,2.31475,2.33836,39106.1822,92605.701259093
1645228800,2022-02-19 00:00:00,LOC/USDT,2.31832,2.38531,2.31525,2.37274,46479.6482,109847.585096442
1645142400,2022-02-18 00:00:00,LOC/USDT,2.43548,2.43748,2.3109,2.31832,51734.7776634,122752.272989108462
1645056000,2022-02-17 00:00:00,LOC/USDT,2.41577,2.44299,2.36639,2.43696,59599.0598106,143258.303616367266
1644969600,2022-02-16 00:00:00,LOC/USDT,2.42242,2.44485,2.4026,2.41201,62895.78024902,152331.0562300188524
1644883200,2022-02-15 00:00:00,LOC/USDT,2.37829,2.43333,2.36427,2.42257,63294.05509044,152395.3507594436417
1644796800,2022-02-14 00:00:00,LOC/USDT,2.44017,2.45279,2.34759,2.37393,14599.25805729,35118.4298890308787
1644710400,2022-02-13 00:00:00,LOC/USDT,2.41256,2.4497,2.36,2.41182,10177.69724754,24583.8647764855628
1644624000,2022-02-12 00:00:00,LOC/USDT,2.36427,2.43154,2.34603,2.39472,12104.86311367,28930.0341221297568
1644537600,2022-02-11 00:00:00,LOC/USDT,2.29935,2.43729,2.2768,2.34811,20465.55602631,47928.7959778786191
1644451200,2022-02-10 00:00:00,LOC/USDT,2.28,2.38959,2.22206,2.28654,24853.03767481,57466.9372021455955
1644364800,2022-02-09 00:00:00,LOC/USDT,2.59254,2.61999,2.17,2.28,79483.30834086,184535.0774304348307
1644278400,2022-02-08 00:00:00,LOC/USDT,2.60827,2.62708,2.57117,2.60583,22092.06371136,57627.0852583953019
1644192000,2022-02-07 00:00:00,LOC/USDT,2.59196,2.62769,2.42001,2.61371,35213.40374668,89789.9271762171099
1644105600,2022-02-06 00:00:00,LOC/USDT,2.596,2.62416,2.56803,2.59546,9399.99559,24482.6007607684808
1644019200,2022-02-05 00:00:00,LOC/USDT,2.50031,2.666,2.50031,2.59894,16545.23767045,42939.3607009906847
1643932800,2022-02-04 00:00:00,LOC/USDT,2.44869,2.52385,2.4449,2.50421,10415.23191679,25743.7041311775407
1643846400,2022-02-03 00:00:00,LOC/USDT,2.42592,2.4681,2.41309,2.46139,12413.58322622,30262.5867446042815
1643760000,2022-02-02 00:00:00,LOC/USDT,2.42879,2.49781,2.39541,2.42589,12526.77275976,30571.8744431562102
1643673600,2022-02-01 00:00:00,LOC/USDT,2.43316,2.46636,2.38476,2.43252,19177.99185005,46440.5481148982349
1643587200,2022-01-31 00:00:00,LOC/USDT,2.38609,2.5041,2.34045,2.43788,19680.61679287,47537.8362970133362
