https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume STND,Volume USDT
1663459200,2022-09-18 00:00:00,STND/USDT,0.0438,0.04432,0.04256,0.04328,44644.5786,1919.629634811
1663372800,2022-09-17 00:00:00,STND/USDT,0.04162,0.04576,0.041,0.04342,922991.56,39981.04014778
1663286400,2022-09-16 00:00:00,STND/USDT,0.04075,0.0452,0.0395,0.0418,1110112.8426,47196.655186406
1663200000,2022-09-15 00:00:00,STND/USDT,0.04253,0.04394,0.03919,0.04064,706251.6414,29253.452855811
1663113600,2022-09-14 00:00:00,STND/USDT,0.04456,0.0455,0.04144,0.04253,528783.9879,22811.535909945
1663027200,2022-09-13 00:00:00,STND/USDT,0.04703,0.0471,0.043,0.04468,503326.022,22577.420392088
1662940800,2022-09-12 00:00:00,STND/USDT,0.0491,0.05,0.04576,0.04702,905508.8472,43161.84117021
1662854400,2022-09-11 00:00:00,STND/USDT,0.04645,0.05824,0.04541,0.04933,2039406.3739,105568.301917092
1662768000,2022-09-10 00:00:00,STND/USDT,0.04657,0.04792,0.045,0.0464,399131.4279,18511.699541986
1662681600,2022-09-09 00:00:00,STND/USDT,0.046,0.0528,0.04438,0.04657,1351063.5482,64963.647468351
1662595200,2022-09-08 00:00:00,STND/USDT,0.0414,0.0524,0.041,0.04621,2359964.652,107681.225422544
1662508800,2022-09-07 00:00:00,STND/USDT,0.03773,0.04896,0.03662,0.04121,3966977.4899,174197.634540752
1662422400,2022-09-06 00:00:00,STND/USDT,0.04099,0.04269,0.037,0.03785,1048237.1882,41863.382760253
1662336000,2022-09-05 00:00:00,STND/USDT,0.04144,0.0424,0.04076,0.04098,339349.739,14067.408395803
1662249600,2022-09-04 00:00:00,STND/USDT,0.04095,0.04265,0.04,0.04144,746521.8935,30954.339382142
1662163200,2022-09-03 00:00:00,STND/USDT,0.0418,0.04256,0.03988,0.04086,701808.0929,28868.529123816
1662076800,2022-09-02 00:00:00,STND/USDT,0.04171,0.0448,0.04101,0.04189,503795.0629,21554.097399369
1661990400,2022-09-01 00:00:00,STND/USDT,0.0425,0.0445,0.04171,0.04172,513533.9825,22094.729879521
1661904000,2022-08-31 00:00:00,STND/USDT,0.046,0.04841,0.04213,0.04239,819016.9982,37369.421431672
1661817600,2022-08-30 00:00:00,STND/USDT,0.04853,0.05063,0.04465,0.046,940473.0278,44870.30750531
1661731200,2022-08-29 00:00:00,STND/USDT,0.04623,0.05008,0.04465,0.04805,772923.0563,36098.326421405
1661644800,2022-08-28 00:00:00,STND/USDT,0.0456,0.05459,0.04552,0.0461,1204084.8931,58835.215532879
1661558400,2022-08-27 00:00:00,STND/USDT,0.0477,0.05018,0.0449,0.0461,585085.9161,27557.88069838
1661472000,2022-08-26 00:00:00,STND/USDT,0.0492,0.05359,0.04691,0.04738,1290906.9638,65233.61743438
1661385600,2022-08-25 00:00:00,STND/USDT,0.05056,0.05192,0.04864,0.0492,300971.7728,15129.425999451
1661299200,2022-08-24 00:00:00,STND/USDT,0.05222,0.0529,0.0501,0.05072,449704.1742,23062.359476011
1661212800,2022-08-23 00:00:00,STND/USDT,0.0511,0.05488,0.04996,0.05222,699879.3761,36450.570851821
1661126400,2022-08-22 00:00:00,STND/USDT,0.0599,0.06004,0.04968,0.05098,662719.8541,35719.303883499
1661040000,2022-08-21 00:00:00,STND/USDT,0.05423,0.062,0.05352,0.05921,857791.2686,48772.678653142
1660953600,2022-08-20 00:00:00,STND/USDT,0.05322,0.0583,0.053,0.05414,391771.4932,21833.715463744
1660867200,2022-08-19 00:00:00,STND/USDT,0.06172,0.0634,0.05296,0.0533,516518.3748,29935.66684684
1660780800,2022-08-18 00:00:00,STND/USDT,0.06404,0.0712,0.06166,0.06172,1058600.8072,70155.750681757
1660694400,2022-08-17 00:00:00,STND/USDT,0.06467,0.07061,0.0602,0.06401,1276424.9758,84111.59219253
1660608000,2022-08-16 00:00:00,STND/USDT,0.0634,0.0693,0.0609,0.06452,898199.8758,58089.354328368
1660521600,2022-08-15 00:00:00,STND/USDT,0.072,0.0749,0.06216,0.0634,905215.3205,62126.56699915
1660435200,2022-08-14 00:00:00,STND/USDT,0.08007,0.08071,0.07,0.072,1090397.9912,81375.69015599
1660348800,2022-08-13 00:00:00,STND/USDT,0.08498,0.0886,0.07752,0.08006,1157531.4287,95758.328355842
1660262400,2022-08-12 00:00:00,STND/USDT,0.08543,0.08903,0.08007,0.08424,1775035.6411,149149.479368173
1660176000,2022-08-11 00:00:00,STND/USDT,0.1022,0.114,0.08318,0.08549,3732327.9274,355540.180898203
1660089600,2022-08-10 00:00:00,STND/USDT,0.08644,0.1149,0.0823,0.1022,6397415.8053,612580.367453982
1660003200,2022-08-09 00:00:00,STND/USDT,0.06683,0.12145,0.06659,0.08645,12078587.73245816,1153472.3391586299552
1659916800,2022-08-08 00:00:00,STND/USDT,0.06288,0.07983,0.06037,0.067,2461251.849,165953.304281363
1659830400,2022-08-07 00:00:00,STND/USDT,0.06852,0.07186,0.0603,0.06299,4188648.5829,275293.454295169
1659744000,2022-08-06 00:00:00,STND/USDT,0.05268,0.0926,0.04979,0.06864,10879929.99964748,775442.4294495313193
1659657600,2022-08-05 00:00:00,STND/USDT,0.04896,0.0538,0.0484,0.05265,1384342.1571,71144.2993288
1659571200,2022-08-04 00:00:00,STND/USDT,0.0492,0.05009,0.04687,0.04881,1527388.9828,74311.317481243
1659484800,2022-08-03 00:00:00,STND/USDT,0.04717,0.0509,0.0464,0.04911,1333194.0529,64712.078024675
1659398400,2022-08-02 00:00:00,STND/USDT,0.04761,0.04831,0.04517,0.04694,1978630.0141,91920.624426196
1659312000,2022-08-01 00:00:00,STND/USDT,0.0461,0.0489,0.045,0.0476,1629098.1695,75869.01647823
1659225600,2022-07-31 00:00:00,STND/USDT,0.0447,0.0488,0.0447,0.046,1553047.5529,71730.01187174
1659139200,2022-07-30 00:00:00,STND/USDT,0.04304,0.0491,0.04304,0.04468,1563089.6497,70837.630909637
1659052800,2022-07-29 00:00:00,STND/USDT,0.04343,0.04443,0.0414,0.04304,1063455.8044,45598.847810671
1658966400,2022-07-28 00:00:00,STND/USDT,0.04337,0.04502,0.04169,0.0434,1341545.0975,57849.557064085
1658880000,2022-07-27 00:00:00,STND/USDT,0.041,0.04371,0.04,0.0434,1648886.2921,69399.339403393
1658793600,2022-07-26 00:00:00,STND/USDT,0.04093,0.0421,0.04,0.04095,947511.7402,38804.889404661
1658707200,2022-07-25 00:00:00,STND/USDT,0.04402,0.04467,0.04033,0.041,1309922.5063,55560.12128324
1658620800,2022-07-24 00:00:00,STND/USDT,0.04285,0.04623,0.04207,0.04414,1092742.6863,48266.014396633
1658534400,2022-07-23 00:00:00,STND/USDT,0.0444,0.04566,0.04206,0.04313,1074115.4296,47079.464203946
1658448000,2022-07-22 00:00:00,STND/USDT,0.04545,0.0461,0.04271,0.04443,987448.2386,43941.563302992
1658361600,2022-07-21 00:00:00,STND/USDT,0.04639,0.04738,0.0434,0.04546,1377219.6041,61897.492422592
1658275200,2022-07-20 00:00:00,STND/USDT,0.04753,0.05852,0.04271,0.0463,5457438.97477595,266757.8885910829186
1658188800,2022-07-19 00:00:00,STND/USDT,0.04368,0.0493,0.04352,0.04744,6455567.29257936,298412.2803251614222
1658102400,2022-07-18 00:00:00,STND/USDT,0.04272,0.0476,0.0423,0.04374,1666224.91468677,74168.8225143111535
1658016000,2022-07-17 00:00:00,STND/USDT,0.0431,0.04424,0.0416,0.04283,599958.75811042,25732.8853527614656
1657929600,2022-07-16 00:00:00,STND/USDT,0.04282,0.04518,0.0416,0.04326,832613.37332092,36133.8484852474796
1657843200,2022-07-15 00:00:00,STND/USDT,0.04399,0.04729,0.0415,0.04288,1000668.45606592,44550.5387978294114
1657756800,2022-07-14 00:00:00,STND/USDT,0.0459,0.0459,0.04183,0.04389,1117466.27767794,49108.8862775640567
1657670400,2022-07-13 00:00:00,STND/USDT,0.03869,0.04699,0.03788,0.0459,1358440.71751775,56741.1206741797853
1657584000,2022-07-12 00:00:00,STND/USDT,0.04116,0.04205,0.03835,0.03882,1171168.01346651,47677.456742566766
1657497600,2022-07-11 00:00:00,STND/USDT,0.04406,0.04504,0.0408,0.04144,1235275.61225855,53024.0631100350174
1657411200,2022-07-10 00:00:00,STND/USDT,0.0473,0.04805,0.0429,0.04417,1509282.12977595,68153.6886345684799
1657324800,2022-07-09 00:00:00,STND/USDT,0.0447,0.06143,0.04385,0.04708,3263225.01464356,169939.9414850534403
1657238400,2022-07-08 00:00:00,STND/USDT,0.04701,0.04829,0.04441,0.04511,668508.96795603,30649.6648831987578
1657152000,2022-07-07 00:00:00,STND/USDT,0.04314,0.04854,0.04291,0.04663,1633291.81393472,74824.1341611277849
1657065600,2022-07-06 00:00:00,STND/USDT,0.04156,0.0453,0.04046,0.04308,1660995.67343238,70343.4085816348609
1656979200,2022-07-05 00:00:00,STND/USDT,0.0411,0.04389,0.04015,0.04162,1871089.25190099,78563.8407010968034
1656892800,2022-07-04 00:00:00,STND/USDT,0.04161,0.04548,0.04036,0.04052,2127563.94237249,90275.9545853135686
1656806400,2022-07-03 00:00:00,STND/USDT,0.03999,0.04925,0.03789,0.0417,3501197.39802819,151634.3759957187588
1656720000,2022-07-02 00:00:00,STND/USDT,0.04033,0.0412,0.0376,0.0399,804845.46153955,31917.4767328608732
1656633600,2022-07-01 00:00:00,STND/USDT,0.0411,0.046,0.04,0.04039,1763394.13295434,74595.4571228516011
1656547200,2022-06-30 00:00:00,STND/USDT,0.04309,0.04399,0.03871,0.041,1245102.94544191,50801.1782937659943
1656460800,2022-06-29 00:00:00,STND/USDT,0.0474,0.0477,0.04243,0.0432,692126.94783406,30982.0637071050465
1656374400,2022-06-28 00:00:00,STND/USDT,0.0515,0.0524,0.0445,0.0477,1043879.08398635,51118.9992842551378
1656288000,2022-06-27 00:00:00,STND/USDT,0.04906,0.05256,0.049,0.05133,429173.46138345,21412.5930631540841
1656201600,2022-06-26 00:00:00,STND/USDT,0.05043,0.0561,0.04906,0.04944,1178601.89715605,60926.9870562234092
1656115200,2022-06-25 00:00:00,STND/USDT,0.04965,0.0515,0.0489,0.05059,646803.02481878,32435.0640523322407
1656028800,2022-06-24 00:00:00,STND/USDT,0.0507,0.05115,0.0487,0.0496,884807.31701855,44281.2754848817007
1655942400,2022-06-23 00:00:00,STND/USDT,0.0492,0.05198,0.04754,0.05089,1405796.80601578,70248.9937307986383
1655856000,2022-06-22 00:00:00,STND/USDT,0.04967,0.0534,0.046,0.0493,2123832.21955175,106249.92155287368
1655769600,2022-06-21 00:00:00,STND/USDT,0.04855,0.05288,0.0452,0.04963,1531086.04057852,74849.2013093875839
1655683200,2022-06-20 00:00:00,STND/USDT,0.0468,0.04921,0.04498,0.0485,1035295.59567908,48653.9636499650712
1655596800,2022-06-19 00:00:00,STND/USDT,0.045,0.0532,0.04191,0.04697,1430914.54568991,67240.8633067521877
1655510400,2022-06-18 00:00:00,STND/USDT,0.05127,0.0535,0.0404,0.04508,1376561.8713016,62575.1323055262829
1655424000,2022-06-17 00:00:00,STND/USDT,0.04652,0.05676,0.04571,0.05122,1121103.00394561,56953.5538706371726
1655337600,2022-06-16 00:00:00,STND/USDT,0.05972,0.06084,0.04656,0.04656,1898985.80576517,102520.583319960218
1655251200,2022-06-15 00:00:00,STND/USDT,0.0543,0.0598,0.04483,0.0592,2737365.09089511,141255.9364813035201
1655164800,2022-06-14 00:00:00,STND/USDT,0.049,0.063,0.0473,0.0543,2913464.06542441,157724.669717448667
1655078400,2022-06-13 00:00:00,STND/USDT,0.057,0.0642,0.0475,0.049,2408211.40093386,131951.969454071244
1654992000,2022-06-12 00:00:00,STND/USDT,0.0654,0.0726,0.0547,0.0573,4035509.4829602,252721.745003959714
1654905600,2022-06-11 00:00:00,STND/USDT,0.0534,0.128,0.0528,0.0654,15943469.85651277,1190031.73581554297
1654819200,2022-06-10 00:00:00,STND/USDT,0.0584,0.0632,0.052,0.0535,2170807.50185041,122056.071241235062
1654732800,2022-06-09 00:00:00,STND/USDT,0.0534,0.0744,0.0521,0.0585,3740919.97455439,230119.949162008814
1654646400,2022-06-08 00:00:00,STND/USDT,0.0577,0.0621,0.0515,0.0534,1693068.29781054,95781.727729040231
1654560000,2022-06-07 00:00:00,STND/USDT,0.068,0.068,0.052,0.0577,2574327.18382784,143737.78734806882
1654473600,2022-06-06 00:00:00,STND/USDT,0.0741,0.1201,0.0632,0.0675,18453042.55145981,1477770.292441691751
1654387200,2022-06-05 00:00:00,STND/USDT,0.0473,0.1619,0.0429,0.0741,15325440.30072618,1366815.916730133816
1654300800,2022-06-04 00:00:00,STND/USDT,0.0462,0.065,0.043,0.0474,3061600.82277435,159370.887116267011
1654214400,2022-06-03 00:00:00,STND/USDT,0.0447,0.0465,0.041,0.0465,231243.01257964,10071.669239198336
1654128000,2022-06-02 00:00:00,STND/USDT,0.0444,0.0456,0.0415,0.0444,566777.58934404,24633.591968490011
1654041600,2022-06-01 00:00:00,STND/USDT,0.0501,0.0502,0.0444,0.0449,1308306.80474806,61059.412872226558
1653955200,2022-05-31 00:00:00,STND/USDT,0.0527,0.0531,0.0471,0.0498,786604.00561135,39252.802934544471
1653868800,2022-05-30 00:00:00,STND/USDT,0.0492,0.0558,0.0489,0.0527,870608.44749503,45455.653134948055
1653782400,2022-05-29 00:00:00,STND/USDT,0.0494,0.05,0.0445,0.0495,706206.78857073,33859.934008399636
1653696000,2022-05-28 00:00:00,STND/USDT,0.0476,0.0501,0.0465,0.0492,366828.26416786,17488.734050728117
1653609600,2022-05-27 00:00:00,STND/USDT,0.0468,0.0519,0.043,0.0474,948413.32793966,43825.34163557895
1653523200,2022-05-26 00:00:00,STND/USDT,0.058,0.0618,0.0443,0.0469,1250905.36172313,63173.264726051207
1653436800,2022-05-25 00:00:00,STND/USDT,0.0549,0.069,0.0548,0.0582,1161603.19969142,70377.714903728895
1653350400,2022-05-24 00:00:00,STND/USDT,0.0534,0.0655,0.0528,0.0548,1252436.0543602,71208.310248374205
1653264000,2022-05-23 00:00:00,STND/USDT,0.0534,0.0699,0.0528,0.0537,1854785.38389159,108196.49453449803
1653177600,2022-05-22 00:00:00,STND/USDT,0.0532,0.0603,0.051,0.0534,776513.49687958,42645.074467291014
1653091200,2022-05-21 00:00:00,STND/USDT,0.0501,0.0551,0.0481,0.0533,613256.89371666,31223.07399941925
1653004800,2022-05-20 00:00:00,STND/USDT,0.0572,0.0574,0.0476,0.0501,632290.53460182,33322.182941908467
1652918400,2022-05-19 00:00:00,STND/USDT,0.0463,0.066,0.0447,0.0573,2862149.90685149,158122.943371883822
1652832000,2022-05-18 00:00:00,STND/USDT,0.0497,0.0537,0.0446,0.0463,590091.19297941,29228.45208410106
1652745600,2022-05-17 00:00:00,STND/USDT,0.0456,0.0579,0.0454,0.0498,1707304.43383041,87264.474731630035
1652659200,2022-05-16 00:00:00,STND/USDT,0.0474,0.0531,0.0399,0.0459,974350.76198066,44157.9537090562
1652572800,2022-05-15 00:00:00,STND/USDT,0.0363,0.0529,0.036,0.0478,1468558.92678746,65882.404397640233
1652486400,2022-05-14 00:00:00,STND/USDT,0.0384,0.0437,0.0327,0.0352,731752.22460594,28291.553490796815
1652400000,2022-05-13 00:00:00,STND/USDT,0.0344,0.0455,0.0334,0.0386,1442483.80105905,55400.751714023518
