https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume KLAY,Volume BTC
1663459200,2022-09-18 00:00:00,KLAY/BTC,0.0000104,0.0000104,0.00001034,0.00001035,8.51,0.000088099035
1663372800,2022-09-17 00:00:00,KLAY/BTC,0.00001031,0.00001043,0.0000102,0.00001039,2535.0471,0.026113840822
1663286400,2022-09-16 00:00:00,KLAY/BTC,0.00001038,0.00001041,0.00001017,0.00001028,5724.9446,0.058957885074
1663200000,2022-09-15 00:00:00,KLAY/BTC,0.0000105,0.0000105,0.00001021,0.00001037,6951.4783,0.071954603415
1663113600,2022-09-14 00:00:00,KLAY/BTC,0.00001041,0.00001061,0.00001035,0.00001045,1337.2205,0.013989217085
1663027200,2022-09-13 00:00:00,KLAY/BTC,0.00001011,0.00001056,0.00000994,0.00001043,20188.7037,0.207125960469
1662940800,2022-09-12 00:00:00,KLAY/BTC,0.00001048,0.00001051,0.00001002,0.00001016,5001.8246,0.050906741926
1662854400,2022-09-11 00:00:00,KLAY/BTC,0.00001059,0.00001072,0.00001044,0.00001047,2556.9369,0.026980119281
1662768000,2022-09-10 00:00:00,KLAY/BTC,0.00001091,0.00001097,0.00001049,0.00001055,2122.0857,0.022793207904
1662681600,2022-09-09 00:00:00,KLAY/BTC,0.0000113,0.00001135,0.00001058,0.00001088,11117.8949,0.120602996955
1662595200,2022-09-08 00:00:00,KLAY/BTC,0.00001138,0.00001138,0.00001121,0.0000113,4792.6741,0.054112881877
1662508800,2022-09-07 00:00:00,KLAY/BTC,0.00001141,0.00001147,0.00001125,0.00001133,10595.8379,0.120391613453
1662422400,2022-09-06 00:00:00,KLAY/BTC,0.00001141,0.00001164,0.00001136,0.00001143,6563.1233,0.075451826681
1662336000,2022-09-05 00:00:00,KLAY/BTC,0.00001162,0.00001169,0.00001128,0.00001141,789.0467,0.008994150885
1662249600,2022-09-04 00:00:00,KLAY/BTC,0.00001155,0.00001168,0.00001152,0.00001159,2806.2048,0.032675796826
1662163200,2022-09-03 00:00:00,KLAY/BTC,0.00001165,0.00001167,0.00001149,0.00001157,1251.7633,0.014482977373
1662076800,2022-09-02 00:00:00,KLAY/BTC,0.00001159,0.00001174,0.00001152,0.00001166,2981.0656,0.034727987356
1661990400,2022-09-01 00:00:00,KLAY/BTC,0.00001144,0.00001164,0.00001137,0.00001159,1891.7212,0.021781185495
1661904000,2022-08-31 00:00:00,KLAY/BTC,0.00001159,0.00001168,0.0000114,0.00001144,9544.3437,0.109993727268
1661817600,2022-08-30 00:00:00,KLAY/BTC,0.00001176,0.00001178,0.00001153,0.00001157,1332.6398,0.015542294253
1661731200,2022-08-29 00:00:00,KLAY/BTC,0.00001192,0.00001194,0.00001154,0.00001173,3802.9529,0.044856986796
1661644800,2022-08-28 00:00:00,KLAY/BTC,0.00001188,0.00001212,0.0000118,0.00001192,11420.1605,0.136628998443
1661558400,2022-08-27 00:00:00,KLAY/BTC,0.00001165,0.00001189,0.00001159,0.00001188,5164.8909,0.060429188404
1661472000,2022-08-26 00:00:00,KLAY/BTC,0.00001182,0.00001193,0.00001159,0.00001163,12226.4759,0.144153416846
1661385600,2022-08-25 00:00:00,KLAY/BTC,0.00001177,0.00001193,0.0000117,0.00001182,5050.5346,0.05969590326
1661299200,2022-08-24 00:00:00,KLAY/BTC,0.00001201,0.00001216,0.0000117,0.00001172,2589.4662,0.031212805548
1661212800,2022-08-23 00:00:00,KLAY/BTC,0.00001176,0.00001203,0.00001171,0.00001196,4117.4252,0.048885444541
1661126400,2022-08-22 00:00:00,KLAY/BTC,0.00001157,0.00001174,0.00001138,0.00001173,3986.4131,0.046090292038
1661040000,2022-08-21 00:00:00,KLAY/BTC,0.00001144,0.00001164,0.00001131,0.00001155,1252.4662,0.014334351939
1660953600,2022-08-20 00:00:00,KLAY/BTC,0.00001122,0.0000118,0.00001119,0.00001142,7452.297,0.085637886014
1660867200,2022-08-19 00:00:00,KLAY/BTC,0.00001179,0.00001181,0.00001099,0.00001127,8357.598,0.094622856394
1660780800,2022-08-18 00:00:00,KLAY/BTC,0.00001171,0.00001205,0.00001167,0.0000118,6684.6521,0.07986655599
1660694400,2022-08-17 00:00:00,KLAY/BTC,0.00001233,0.00001244,0.00001167,0.00001172,7611.1972,0.091442551888
1660608000,2022-08-16 00:00:00,KLAY/BTC,0.00001231,0.00001241,0.00001202,0.00001236,1432.4296,0.017558271528
1660521600,2022-08-15 00:00:00,KLAY/BTC,0.00001236,0.00001257,0.00001215,0.00001229,2501.4189,0.030744251227
1660435200,2022-08-14 00:00:00,KLAY/BTC,0.00001239,0.00001262,0.00001234,0.00001237,1535.5191,0.01915460229
1660348800,2022-08-13 00:00:00,KLAY/BTC,0.00001271,0.00001271,0.00001238,0.00001238,4145.4809,0.051683056027
1660262400,2022-08-12 00:00:00,KLAY/BTC,0.00001241,0.00001289,0.00001229,0.00001265,28462.0249,0.357664116607
1660176000,2022-08-11 00:00:00,KLAY/BTC,0.00001228,0.00001247,0.00001206,0.00001241,19036.0391,0.235034744338
1660089600,2022-08-10 00:00:00,KLAY/BTC,0.00001231,0.00001239,0.00001217,0.00001229,14107.115,0.172718007182
1660003200,2022-08-09 00:00:00,KLAY/BTC,0.0000125,0.00001268,0.0000121,0.00001227,8150.5997,0.100284050529
1659916800,2022-08-08 00:00:00,KLAY/BTC,0.00001251,0.00001262,0.00001221,0.0000125,2519.4483,0.031218872418
1659830400,2022-08-07 00:00:00,KLAY/BTC,0.00001267,0.00001276,0.00001244,0.00001251,1119.7286,0.01407407839
1659744000,2022-08-06 00:00:00,KLAY/BTC,0.00001281,0.00001281,0.00001265,0.00001266,458.7223,0.005827670713
1659657600,2022-08-05 00:00:00,KLAY/BTC,0.00001287,0.00001291,0.00001259,0.00001278,3903.2582,0.049810446817
1659571200,2022-08-04 00:00:00,KLAY/BTC,0.00001259,0.00001308,0.00001259,0.00001288,6357.3155,0.081616503444
1659484800,2022-08-03 00:00:00,KLAY/BTC,0.00001245,0.00001273,0.0000123,0.00001257,6153.1684,0.076873077235
1659398400,2022-08-02 00:00:00,KLAY/BTC,0.00001297,0.00001306,0.00001245,0.00001249,13880.3289,0.175094914635
1659312000,2022-08-01 00:00:00,KLAY/BTC,0.00001288,0.0000132,0.00001274,0.00001295,10156.8217,0.131087119673
1659225600,2022-07-31 00:00:00,KLAY/BTC,0.00001321,0.00001335,0.00001283,0.00001286,5968.6156,0.078934327427
1659139200,2022-07-30 00:00:00,KLAY/BTC,0.00001285,0.00001331,0.00001259,0.00001327,11912.0887,0.154396969032
1659052800,2022-07-29 00:00:00,KLAY/BTC,0.00001152,0.000014,0.00001152,0.00001278,15372.9723,0.199859952145
1658966400,2022-07-28 00:00:00,KLAY/BTC,0.00001141,0.00001158,0.00001117,0.0000115,2988.2459,0.033880120044
1658880000,2022-07-27 00:00:00,KLAY/BTC,0.00001156,0.00001164,0.00001121,0.00001133,2513.5903,0.028810141613
1658793600,2022-07-26 00:00:00,KLAY/BTC,0.00001173,0.00001178,0.00001132,0.00001155,13372.475,0.156275987123
1658707200,2022-07-25 00:00:00,KLAY/BTC,0.00001146,0.00001182,0.00001134,0.00001177,10025.2595,0.11538422486
1658620800,2022-07-24 00:00:00,KLAY/BTC,0.00001125,0.00001161,0.00001124,0.00001146,2373.4595,0.027130774691
1658534400,2022-07-23 00:00:00,KLAY/BTC,0.00001115,0.00001135,0.00001111,0.00001131,2428.2825,0.027282577347
1658448000,2022-07-22 00:00:00,KLAY/BTC,0.00001102,0.00001126,0.00001094,0.00001122,8285.999,0.092046543588
1658361600,2022-07-21 00:00:00,KLAY/BTC,0.00001098,0.00001111,0.00001075,0.00001103,2228.757,0.024257181232
1658275200,2022-07-20 00:00:00,KLAY/BTC,0.00001127,0.00001151,0.00001099,0.00001099,3644.8057,0.04116006774
1658188800,2022-07-19 00:00:00,KLAY/BTC,0.00001123,0.00001169,0.00001105,0.00001128,6126.7263,0.069334454136
1658102400,2022-07-18 00:00:00,KLAY/BTC,0.00001115,0.00001144,0.00001101,0.00001117,11494.4502,0.128989286635
1658016000,2022-07-17 00:00:00,KLAY/BTC,0.00001105,0.00001125,0.0000109,0.00001115,4005.8319,0.044106910843
