https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume GBP,Volume EUR
1660262400,2022-08-12 00:00:00,GBP/EUR,1.18154,1.18154,1.18000,1.18000,11115.57706,13116.380930799998
1660176000,2022-08-11 00:00:00,GBP/EUR,1.18170,1.18321,1.18140,1.18321,234.25894,277.17752039740003
1660089600,2022-08-10 00:00:00,GBP/EUR,1.18200,1.18474,1.18100,1.18383,8669.67737,10263.4241609271
1660003200,2022-08-09 00:00:00,GBP/EUR,1.18478,1.18478,1.18250,1.18250,14222.60385,16818.229052625
1659916800,2022-08-08 00:00:00,GBP/EUR,1.18642,1.18925,1.18402,1.18561,12110.50847,14358.339947116701
1659830400,2022-08-07 00:00:00,GBP/EUR,1.18800,1.18800,1.18800,1.18800,47.73940,56.714407200000004
1659744000,2022-08-06 00:00:00,GBP/EUR,1.18603,1.18603,1.18409,1.18547,3847.27157,4560.8250280879
1659657600,2022-08-05 00:00:00,GBP/EUR,1.18709,1.18709,1.18350,1.18571,3494.41737,4143.3656197827
1659571200,2022-08-04 00:00:00,GBP/EUR,1.19576,1.19576,1.18726,1.18726,19519.29741,23174.4810429966
1659484800,2022-08-03 00:00:00,GBP/EUR,1.19552,1.19576,1.19416,1.19576,2534.20586,3030.3019991536
1659398400,2022-08-02 00:00:00,GBP/EUR,1.19373,1.19899,1.19373,1.19719,579.33417,693.5730749823
1659312000,2022-08-01 00:00:00,GBP/EUR,1.19241,1.19672,1.19159,1.19314,20616.75363,24598.6734260982
1659225600,2022-07-31 00:00:00,GBP/EUR,1.19315,1.19315,1.19235,1.19259,2480.45687,2958.1680585933
1659139200,2022-07-30 00:00:00,GBP/EUR,1.19200,1.19221,1.19126,1.19221,2803.99905,3342.9557074004997
1659052800,2022-07-29 00:00:00,GBP/EUR,1.19189,1.19189,1.18928,1.18975,2881.54738,3428.3209953550004
1658966400,2022-07-28 00:00:00,GBP/EUR,1.19324,1.19469,1.19324,1.19400,2227.36455,2659.4732726999996
1658880000,2022-07-27 00:00:00,GBP/EUR,1.18904,1.18904,1.18904,1.18904,82.96833,98.6526631032
1658793600,2022-07-26 00:00:00,GBP/EUR,1.18000,1.18837,1.18000,1.18837,6036.24441,7173.2917695117
1658707200,2022-07-25 00:00:00,GBP/EUR,1.17528,1.17820,1.17528,1.17820,1058.08635,1246.63733757
1658620800,2022-07-24 00:00:00,GBP/EUR,1.17558,1.17710,1.17520,1.17710,3795.53947,4467.729510137
1658534400,2022-07-23 00:00:00,GBP/EUR,1.17647,1.17667,1.17647,1.17667,319.43096,375.8648277032001
1658448000,2022-07-22 00:00:00,GBP/EUR,1.17536,1.17807,1.17473,1.17555,18403.03032,21633.682292676003
1658361600,2022-07-21 00:00:00,GBP/EUR,1.17474,1.17474,1.16548,1.17217,27062.51380,31721.866800945998
1658275200,2022-07-20 00:00:00,GBP/EUR,1.17606,1.17606,1.17606,1.17606,41.81904,49.18170018240001
1658188800,2022-07-19 00:00:00,GBP/EUR,1.17850,1.17850,1.17186,1.17247,3599.63856,4220.4682224432
1658102400,2022-07-18 00:00:00,GBP/EUR,1.17828,1.18175,1.17731,1.17731,2823.24623,3323.8360190413005
1658016000,2022-07-17 00:00:00,GBP/EUR,1.17715,1.17828,1.17518,1.17727,5810.58076,6840.6224113252
1657929600,2022-07-16 00:00:00,GBP/EUR,1.17749,1.17749,1.17623,1.17623,1185.11948,1393.9730859604
1657843200,2022-07-15 00:00:00,GBP/EUR,1.17501,1.17501,1.17500,1.17500,11663.53357,13704.65194475
1657756800,2022-07-14 00:00:00,GBP/EUR,1.18146,1.18267,1.17647,1.17992,9465.22915,11168.213178668
1657670400,2022-07-13 00:00:00,GBP/EUR,1.18797,1.18797,1.18122,1.18122,12437.85263,14691.840283608599
1657584000,2022-07-12 00:00:00,GBP/EUR,1.18108,1.18406,1.17921,1.18406,58632.63621,69424.55923081259
1657497600,2022-07-11 00:00:00,GBP/EUR,1.18127,1.18248,1.17870,1.18129,28902.46504,34142.1929271016
1657411200,2022-07-10 00:00:00,GBP/EUR,1.18132,1.18147,1.17973,1.18128,184822.32160,218326.91205964802
1657324800,2022-07-09 00:00:00,GBP/EUR,1.18091,1.18158,1.18090,1.18137,255524.18412,301868.6053938444
1657238400,2022-07-08 00:00:00,GBP/EUR,1.18284,1.18404,1.17990,1.18091,437195.23797,516288.22847115266
1657152000,2022-07-07 00:00:00,GBP/EUR,1.17031,1.18267,1.17031,1.18193,527815.64633,623841.1468668169
1657065600,2022-07-06 00:00:00,GBP/EUR,1.16526,1.17171,1.16505,1.17082,266242.39366,311721.91934500117
1656979200,2022-07-05 00:00:00,GBP/EUR,1.15950,1.16864,1.15950,1.16400,27272.73315,31745.461386599996
1656892800,2022-07-04 00:00:00,GBP/EUR,1.16111,1.16292,1.16090,1.16090,27111.50360,31473.74452924
1656806400,2022-07-03 00:00:00,GBP/EUR,1.16111,1.16111,1.16111,1.16111,40.30417,46.7975748287
1656720000,2022-07-02 00:00:00,GBP/EUR,1.16137,1.16174,1.16137,1.16174,2702.22335,3139.280954629
1656633600,2022-07-01 00:00:00,GBP/EUR,1.16097,1.16104,1.15649,1.16063,4676.07918,5427.1977786833995
1656547200,2022-06-30 00:00:00,GBP/EUR,1.16047,1.16807,1.16031,1.16116,13961.74375,16211.81837275
1656460800,2022-06-29 00:00:00,GBP/EUR,1.16043,1.16043,1.15640,1.16040,26345.55755,30571.384981020004
1656374400,2022-06-28 00:00:00,GBP/EUR,1.15989,1.16000,1.15785,1.15795,10593.10395,12266.284718902501
1656288000,2022-06-27 00:00:00,GBP/EUR,1.16274,1.16479,1.15919,1.15978,12013.42933,13932.935068347402
1656201600,2022-06-26 00:00:00,GBP/EUR,1.16312,1.16511,1.16312,1.16361,5636.61066,6558.8165300826
1656115200,2022-06-25 00:00:00,GBP/EUR,1.16257,1.16377,1.16257,1.16377,1923.16532,2238.1221044564
1656028800,2022-06-24 00:00:00,GBP/EUR,1.16476,1.16642,1.16335,1.16642,20162.68449,23518.1584428258
1655942400,2022-06-23 00:00:00,GBP/EUR,1.15992,1.16193,1.15718,1.16193,3162.21641,3674.2741132712995
1655856000,2022-06-22 00:00:00,GBP/EUR,1.16629,1.16629,1.16037,1.16037,12928.69051,15002.0646070887
1655769600,2022-06-21 00:00:00,GBP/EUR,1.16552,1.16619,1.16307,1.16441,17940.16602,20889.7087153482
1655683200,2022-06-20 00:00:00,GBP/EUR,1.16363,1.16479,1.16196,1.16479,13547.71364,15780.241370735599
1655596800,2022-06-19 00:00:00,GBP/EUR,1.16554,1.16742,1.16554,1.16583,16842.35462,19635.322286634597
1655510400,2022-06-18 00:00:00,GBP/EUR,1.16525,1.16660,1.16396,1.16556,36529.13235,42576.895501866
1655424000,2022-06-17 00:00:00,GBP/EUR,1.16970,1.17143,1.16422,1.16422,9543.63550,11110.89132181
1655337600,2022-06-16 00:00:00,GBP/EUR,1.16544,1.17420,1.15928,1.17184,51007.57657,59772.7185277888
1655251200,2022-06-15 00:00:00,GBP/EUR,1.15257,1.16873,1.14749,1.16592,83004.78630,96776.94044289601
1655164800,2022-06-14 00:00:00,GBP/EUR,1.16888,1.16984,1.15072,1.15197,54379.21455,62643.22378516349
1655078400,2022-06-13 00:00:00,GBP/EUR,1.17178,1.17247,1.16485,1.16664,71446.80737,83352.70335013678
1654992000,2022-06-12 00:00:00,GBP/EUR,1.17185,1.17274,1.17101,1.17101,17047.26876,19962.5221906476
1654905600,2022-06-11 00:00:00,GBP/EUR,1.17257,1.17331,1.17156,1.17293,11795.97544,13835.8534728392
1654819200,2022-06-10 00:00:00,GBP/EUR,1.17539,1.17688,1.17482,1.17539,16942.72736,19914.3123116704
1654732800,2022-06-09 00:00:00,GBP/EUR,1.16868,1.17760,1.16686,1.17615,14364.43951,16894.7355296865
1654646400,2022-06-08 00:00:00,GBP/EUR,1.17613,1.17613,1.16797,1.16976,12289.44518,14375.701393756799
1654560000,2022-06-07 00:00:00,GBP/EUR,1.17083,1.17702,1.16657,1.17638,53414.73127,62836.0215714026
1654473600,2022-06-06 00:00:00,GBP/EUR,1.16458,1.17171,1.16423,1.17171,33787.99036,39589.726184715604
1654387200,2022-06-05 00:00:00,GBP/EUR,1.16637,1.16637,1.16610,1.16610,411.13939,479.429642679
1654300800,2022-06-04 00:00:00,GBP/EUR,1.16615,1.16615,1.16615,1.16615,199.95999,233.1833423385
1654214400,2022-06-03 00:00:00,GBP/EUR,1.16952,1.17000,1.16648,1.16648,44349.27072,51732.537309465595
1654128000,2022-06-02 00:00:00,GBP/EUR,1.17171,1.17360,1.16997,1.17360,55291.81196,64890.470516256
1654041600,2022-06-01 00:00:00,GBP/EUR,1.17494,1.17588,1.17113,1.17166,49575.18918,58085.2661546388
1653955200,2022-05-31 00:00:00,GBP/EUR,1.17270,1.17648,1.17235,1.17540,110231.90849,129566.585239146
1653868800,2022-05-30 00:00:00,GBP/EUR,1.17706,1.17706,1.17000,1.17457,27919.68055,32793.6191836135
1653782400,2022-05-29 00:00:00,GBP/EUR,1.17763,1.17763,1.17546,1.17579,456.27030,536.478056037
1653696000,2022-05-28 00:00:00,GBP/EUR,1.17677,1.17706,1.17660,1.17660,280.47877,330.01132078200004
1653609600,2022-05-27 00:00:00,GBP/EUR,1.17598,1.17818,1.17438,1.17727,12439.08814,14644.1652945778
1653523200,2022-05-26 00:00:00,GBP/EUR,1.17600,1.17776,1.17276,1.17597,36841.82568,43324.8817449096
1653436800,2022-05-25 00:00:00,GBP/EUR,1.17314,1.17864,1.17068,1.17748,45966.43540,54124.558354792
1653350400,2022-05-24 00:00:00,GBP/EUR,1.17708,1.17811,1.16412,1.16655,30765.37121,35889.3437850255
1653264000,2022-05-23 00:00:00,GBP/EUR,1.18373,1.18450,1.17763,1.17763,36532.67264,43021.971281043196
1653177600,2022-05-22 00:00:00,GBP/EUR,1.18213,1.18213,1.18213,1.18213,500.00000,591.0649999999999
1653091200,2022-05-21 00:00:00,GBP/EUR,1.18038,1.18038,1.18038,1.18038,0.00000,0.0
1653004800,2022-05-20 00:00:00,GBP/EUR,1.17883,1.18252,1.17678,1.18038,33036.30211,38995.390284601795
1652918400,2022-05-19 00:00:00,GBP/EUR,1.17903,1.18042,1.17795,1.17795,2074.24277,2443.3542709215
1652832000,2022-05-18 00:00:00,GBP/EUR,1.18305,1.18440,1.17721,1.17895,12001.12007,14148.7205065265
1652745600,2022-05-17 00:00:00,GBP/EUR,1.18244,1.19152,1.18242,1.18318,127968.96055,151410.31474354898
1652659200,2022-05-16 00:00:00,GBP/EUR,1.17861,1.18176,1.17499,1.18056,29587.13725,34929.39075186
1652572800,2022-05-15 00:00:00,GBP/EUR,1.17752,1.17814,1.17706,1.17708,9966.61882,11731.507680645598
1652486400,2022-05-14 00:00:00,GBP/EUR,1.17785,1.17876,1.17747,1.17787,2811.39984,3311.4635295407998
1652400000,2022-05-13 00:00:00,GBP/EUR,1.17733,1.18500,1.17041,1.17747,75517.31178,88919.3691015966
1652313600,2022-05-12 00:00:00,GBP/EUR,1.16027,1.18451,1.15300,1.17571,120906.42999,142150.89880354292
1652227200,2022-05-11 00:00:00,GBP/EUR,1.17035,1.17236,1.16585,1.16585,67198.89637,78343.83333296451
1652140800,2022-05-10 00:00:00,GBP/EUR,1.16830,1.17035,1.16805,1.16907,4911.58511,5741.986804547701
1652054400,2022-05-09 00:00:00,GBP/EUR,1.16754,1.17289,1.16754,1.16849,4685.42535,5474.872667221501
1651968000,2022-05-08 00:00:00,GBP/EUR,1.16923,1.17068,1.16923,1.17027,15399.97400,18022.12757298
1651881600,2022-05-07 00:00:00,GBP/EUR,1.16989,1.16989,1.16989,1.16989,1000.00000,1169.89
1651795200,2022-05-06 00:00:00,GBP/EUR,1.17210,1.17210,1.16694,1.16912,574.38967,671.5304509904
1651708800,2022-05-05 00:00:00,GBP/EUR,1.18650,1.18650,1.17218,1.17218,26761.22003,31368.9668947654
1651622400,2022-05-04 00:00:00,GBP/EUR,1.18628,1.18760,1.18628,1.18676,2054.27675,2437.93347583
1651536000,2022-05-03 00:00:00,GBP/EUR,1.19130,1.19290,1.18757,1.18757,11942.94422,14183.082267345399
1651449600,2022-05-02 00:00:00,GBP/EUR,1.19294,1.19416,1.19260,1.19324,51145.16531,61028.4570545044
1651363200,2022-05-01 00:00:00,GBP/EUR,1.19231,1.19231,1.19104,1.19104,101246.35533,120588.45905224321
1651276800,2022-04-30 00:00:00,GBP/EUR,1.19269,1.19368,1.19269,1.19368,209.74323,250.36629878640002
1651190400,2022-04-29 00:00:00,GBP/EUR,1.18730,1.19228,1.18730,1.19228,2171585.65733,2589138.147521412
1651104000,2022-04-28 00:00:00,GBP/EUR,1.19037,1.19210,1.18398,1.18624,23154.27592,27466.5282673408
1651017600,2022-04-27 00:00:00,GBP/EUR,1.18366,1.18914,1.18366,1.18914,1255.58999,1493.0722807086001
1650931200,2022-04-26 00:00:00,GBP/EUR,1.18900,1.18992,1.18244,1.18244,26886.59974,31791.7909965656
1650844800,2022-04-25 00:00:00,GBP/EUR,1.18766,1.19028,1.18667,1.19028,13587.12060,16172.477907768
1650758400,2022-04-24 00:00:00,GBP/EUR,1.18922,1.18922,1.18703,1.18875,27813.87736,33063.7467117
1650672000,2022-04-23 00:00:00,GBP/EUR,1.18947,1.18973,1.18931,1.18969,2504.75280,2979.879358632
1650585600,2022-04-22 00:00:00,GBP/EUR,1.19655,1.19655,1.19655,1.19655,0.00000,0.0
1650499200,2022-04-21 00:00:00,GBP/EUR,1.19565,1.19655,1.19499,1.19655,595.85125,712.9658131875001
1650412800,2022-04-20 00:00:00,GBP/EUR,1.20044,1.20468,1.20044,1.20455,4595.38878,5535.375554949001
1650326400,2022-04-19 00:00:00,GBP/EUR,1.20417,1.20535,1.20300,1.20300,12116.61607,14576.28913221
1650240000,2022-04-18 00:00:00,GBP/EUR,1.20809,1.20835,1.20571,1.20642,11833.03210,14275.606586082002
1650153600,2022-04-17 00:00:00,GBP/EUR,1.20794,1.20861,1.20769,1.20861,4890.45823,5910.6567213603
1650067200,2022-04-16 00:00:00,GBP/EUR,1.21042,1.21042,1.21042,1.21042,0.00000,0.0
1649980800,2022-04-15 00:00:00,GBP/EUR,1.20913,1.21042,1.20913,1.21042,2112.28927,2556.7571781934003
1649894400,2022-04-14 00:00:00,GBP/EUR,1.21020,1.21020,1.21020,1.21020,909.33301,1100.4748087019998
1649808000,2022-04-13 00:00:00,GBP/EUR,1.20130,1.20391,1.20054,1.20391,6316.69734,7604.7350945994
1649721600,2022-04-12 00:00:00,GBP/EUR,1.19686,1.20202,1.19624,1.20105,9469.59736,11373.459909227999
1649635200,2022-04-11 00:00:00,GBP/EUR,1.19336,1.19713,1.19336,1.19598,2748.70306,3287.3938856987997
1649548800,2022-04-10 00:00:00,GBP/EUR,1.19811,1.19811,1.19365,1.19365,9629.46645,11494.2126280425
1649462400,2022-04-09 00:00:00,GBP/EUR,1.19913,1.19913,1.19913,1.19913,62.00000,74.34606000000001
1649376000,2022-04-08 00:00:00,GBP/EUR,1.19947,1.20135,1.19772,1.19772,6488.32780,7771.199972615999
1649289600,2022-04-07 00:00:00,GBP/EUR,1.19844,1.20183,1.19748,1.20168,13081.13242,15719.335206465601
1649203200,2022-04-06 00:00:00,GBP/EUR,1.19965,1.19965,1.19665,1.19665,2986.71818,3574.056310097
1649116800,2022-04-05 00:00:00,GBP/EUR,1.19438,1.19438,1.19438,1.19438,0.00000,0.0
1649030400,2022-04-04 00:00:00,GBP/EUR,1.19000,1.19438,1.18789,1.19438,16610.16692,19838.8511659096
1648944000,2022-04-03 00:00:00,GBP/EUR,1.18682,1.18682,1.18679,1.18679,504.67000,598.9373093
1648857600,2022-04-02 00:00:00,GBP/EUR,1.18659,1.18778,1.18659,1.18749,7257.58418,8618.3086379082
1648771200,2022-04-01 00:00:00,GBP/EUR,1.18712,1.18712,1.18499,1.18702,1740.39230,2065.880467946
1648684800,2022-03-31 00:00:00,GBP/EUR,1.17678,1.18489,1.17678,1.18423,5883.02916,6966.8596221468
1648598400,2022-03-30 00:00:00,GBP/EUR,1.18098,1.18217,1.17830,1.17830,2326.10575,2740.850405225
1648512000,2022-03-29 00:00:00,GBP/EUR,1.19135,1.19171,1.18112,1.18112,6372.37007,7526.5337370784
1648425600,2022-03-28 00:00:00,GBP/EUR,1.19637,1.19698,1.19215,1.19259,11115.94255,13256.7619257045
