https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume KNCBULL,Volume USDT
1663545600000.0,2022-09-19 00:00:00,KNCBULL/USDT,0.0004539,0.0004539,0.000438,0.0004426,0.0,0.0
1663459200000.0,2022-09-18 00:00:00,KNCBULL/USDT,0.0015675,0.0016255,0.0002711,0.0004539,13957764.562679004,6335.429335
1663372800000.0,2022-09-17 00:00:00,KNCBULL/USDT,0.001537,0.001747,0.001519,0.0015675,168833.74800637958,264.6469
1663286400000.0,2022-09-16 00:00:00,KNCBULL/USDT,0.001806,0.0019365,0.001503,0.001537,6474.4307091737155,9.9512
1663200000000.0,2022-09-15 00:00:00,KNCBULL/USDT,0.0016395,0.001948,0.001529,0.001806,58986.15725359911,106.529
1663113600000.0,2022-09-14 00:00:00,KNCBULL/USDT,0.0017275,0.001829,0.001526,0.0016395,44930.10064043916,73.6629
1663027200000.0,2022-09-13 00:00:00,KNCBULL/USDT,0.001681,0.001803,0.0014645,0.0017275,41059900.955137484,70930.9789
1662940800000.0,2022-09-12 00:00:00,KNCBULL/USDT,0.001961,0.001961,0.001644,0.001681,1332403.1528851872,2239.7697
1662854400000.0,2022-09-11 00:00:00,KNCBULL/USDT,0.0020785,0.0021645,0.001821,0.001961,1347002.2947475777,2641.4715
1662768000000.0,2022-09-10 00:00:00,KNCBULL/USDT,0.001538,0.0021485,0.00151,0.0020785,103302.76641808996,214.7148
1662681600000.0,2022-09-09 00:00:00,KNCBULL/USDT,0.0013745,0.0016275,0.001356,0.001538,0.0,0.0
1662595200000.0,2022-09-08 00:00:00,KNCBULL/USDT,0.0013155,0.001436,0.0012655,0.0013745,0.0,0.0
1662508800000.0,2022-09-07 00:00:00,KNCBULL/USDT,0.0011725,0.001326,0.0011705,0.0013155,15405.283162295706,20.26565
1662422400000.0,2022-09-06 00:00:00,KNCBULL/USDT,0.001183,0.0012865,0.0011515,0.0011725,11708.230277185501,13.7279
1662336000000.0,2022-09-05 00:00:00,KNCBULL/USDT,0.0012205,0.0012435,0.001107,0.001183,0.0,0.0
1662249600000.0,2022-09-04 00:00:00,KNCBULL/USDT,0.0012515,0.0012515,0.0011745,0.0012205,0.0,0.0
1662163200000.0,2022-09-03 00:00:00,KNCBULL/USDT,0.001446,0.001446,0.0012345,0.0012515,15590.011985617259,19.5109
1662076800000.0,2022-09-02 00:00:00,KNCBULL/USDT,0.0014105,0.0015005,0.00132,0.0014455,80264.19923901765,116.0219
1661990400000.0,2022-09-01 00:00:00,KNCBULL/USDT,0.0013105,0.001421,0.0012165,0.0014105,17292.55583126551,24.39115
1661904000000.0,2022-08-31 00:00:00,KNCBULL/USDT,0.001301,0.001402,0.0012715,0.0013105,223691.94963754292,293.1483
1661817600000.0,2022-08-30 00:00:00,KNCBULL/USDT,0.0012535,0.0013975,0.001159,0.001301,0.0,0.0
1661731200000.0,2022-08-29 00:00:00,KNCBULL/USDT,0.001193,0.001264,0.001103,0.0012535,142562.90386916633,178.7026
1661644800000.0,2022-08-28 00:00:00,KNCBULL/USDT,0.0014465,0.001463,0.001177,0.001193,151849.07795473596,181.15595
1661558400000.0,2022-08-27 00:00:00,KNCBULL/USDT,0.0013525,0.0015385,0.001258,0.0014465,133003.87141375733,192.3901
1661472000000.0,2022-08-26 00:00:00,KNCBULL/USDT,0.001536,0.001569,0.00129,0.0013525,1381664.3622920518,1868.70105
1661385600000.0,2022-08-25 00:00:00,KNCBULL/USDT,0.0017675,0.0017675,0.001478,0.001536,40627.76692708333,62.40425
1661299200000.0,2022-08-24 00:00:00,KNCBULL/USDT,0.001791,0.001964,0.001635,0.0017675,170889.87270155587,302.04785
1661212800000.0,2022-08-23 00:00:00,KNCBULL/USDT,0.00186,0.0019195,0.0015985,0.001791,182.9145728643216,0.3276
1661126400000.0,2022-08-22 00:00:00,KNCBULL/USDT,0.001512,0.0018725,0.0015,0.00186,1370846.559139785,2549.7746
1661040000000.0,2022-08-21 00:00:00,KNCBULL/USDT,0.0014995,0.0015695,0.001365,0.001512,14390.211640211639,21.758
1660953600000.0,2022-08-20 00:00:00,KNCBULL/USDT,0.001485,0.0015655,0.0013325,0.0014995,565187.3957985996,847.4985
1660867200000.0,2022-08-19 00:00:00,KNCBULL/USDT,0.0014565,0.001623,0.001307,0.001485,1991103.6363636365,2956.7889
1660780800000.0,2022-08-18 00:00:00,KNCBULL/USDT,0.0013035,0.001508,0.001161,0.0014565,938896.4984552009,1367.50275
1660694400000.0,2022-08-17 00:00:00,KNCBULL/USDT,0.0011685,0.001334,0.000992,0.0013035,901235.5581127733,1174.76055
1660608000000.0,2022-08-16 00:00:00,KNCBULL/USDT,0.001267,0.0013025,0.0010995,0.0011685,3176052.71715875,3711.2176
1660521600000.0,2022-08-15 00:00:00,KNCBULL/USDT,0.0012175,0.0014575,0.001185,0.001267,1877342.8176795582,2378.59335
1660435200000.0,2022-08-14 00:00:00,KNCBULL/USDT,0.00135,0.0013785,0.0011925,0.0012175,0.0,0.0
1660348800000.0,2022-08-13 00:00:00,KNCBULL/USDT,0.001276,0.0013925,0.0012585,0.00135,44813.11111111111,60.4977
1660262400000.0,2022-08-12 00:00:00,KNCBULL/USDT,0.001263,0.001296,0.001166,0.001276,1965.5564263322883,2.50805
1660176000000.0,2022-08-11 00:00:00,KNCBULL/USDT,0.0011355,0.001426,0.0011355,0.001263,144913.06413301663,183.0252
1660089600000.0,2022-08-10 00:00:00,KNCBULL/USDT,0.0009655,0.00113925,0.000901,0.0011355,34132.40863055923,38.75735
1660003200000.0,2022-08-09 00:00:00,KNCBULL/USDT,0.0011405,0.0011995,0.0009165,0.0009655,577900.0,557.96245
1659916800000.0,2022-08-08 00:00:00,KNCBULL/USDT,0.001088,0.001177,0.0010805,0.0011405,946073.6519070583,1078.997
1659830400000.0,2022-08-07 00:00:00,KNCBULL/USDT,0.001064,0.00109025,0.00101,0.001088,60371.50735294118,65.6842
1659744000000.0,2022-08-06 00:00:00,KNCBULL/USDT,0.001134,0.0011555,0.0010515,0.001064,0.0,0.0
1659657600000.0,2022-08-05 00:00:00,KNCBULL/USDT,0.000945,0.00116225,0.0009415,0.001134,198.52292768959435,0.225125
1659571200000.0,2022-08-04 00:00:00,KNCBULL/USDT,0.00088525,0.000995,0.00087925,0.000945,425112.3015873016,401.731125
1659484800000.0,2022-08-03 00:00:00,KNCBULL/USDT,0.000946,0.0009745,0.000853,0.00088525,1087.2634848912737,0.9625
1659398400000.0,2022-08-02 00:00:00,KNCBULL/USDT,0.0010925,0.001214,0.0008985,0.0009465,10936.661384046487,10.35155
1659312000000.0,2022-08-01 00:00:00,KNCBULL/USDT,0.001065,0.0011565,0.0009995,0.0010925,170120.1601830664,185.856275
1659225600000.0,2022-07-31 00:00:00,KNCBULL/USDT,0.001158,0.0012145,0.0010045,0.001065,1041996.2910798122,1109.72605
1659139200000.0,2022-07-30 00:00:00,KNCBULL/USDT,0.00122,0.001436,0.0011215,0.001158,42050.47495682211,48.69445
1659052800000.0,2022-07-29 00:00:00,KNCBULL/USDT,0.00099325,0.001286,0.00099325,0.00122,318573.4426229508,388.6596
1658966400000.0,2022-07-28 00:00:00,KNCBULL/USDT,0.00086875,0.00099325,0.0008165,0.00099325,15031217.618927762,14929.7569
1658880000000.0,2022-07-27 00:00:00,KNCBULL/USDT,0.000725,0.00087125,0.00068575,0.00086875,61047.91366906476,53.035375
1658793600000.0,2022-07-26 00:00:00,KNCBULL/USDT,0.00068375,0.00072725,0.00062175,0.000725,1893388.551724138,1372.7067
1658707200000.0,2022-07-25 00:00:00,KNCBULL/USDT,0.00087875,0.00101225,0.00068025,0.00068525,1778641.590660343,1218.81415
1658620800000.0,2022-07-24 00:00:00,KNCBULL/USDT,0.000893,0.00095475,0.0008645,0.00087875,17827.65291607397,15.66605
1658534400000.0,2022-07-23 00:00:00,KNCBULL/USDT,0.000854,0.00097825,0.00079075,0.000893,996296.7525195968,889.693
1658448000000.0,2022-07-22 00:00:00,KNCBULL/USDT,0.00095225,0.00100725,0.0008215,0.000854,27253.89344262295,23.274825
1658361600000.0,2022-07-21 00:00:00,KNCBULL/USDT,0.00091775,0.00096675,0.0007825,0.00095225,209121.4491992649,199.1359
1658275200000.0,2022-07-20 00:00:00,KNCBULL/USDT,0.0011035,0.0011865,0.000892,0.00091775,126642.60419504222,116.22625
1658188800000.0,2022-07-19 00:00:00,KNCBULL/USDT,0.00092725,0.001268,0.000926,0.0011035,879688.0380607159,970.73575
1658102400000.0,2022-07-18 00:00:00,KNCBULL/USDT,0.0007895,0.00096175,0.0007895,0.00092725,27321.461310326235,25.333825
1658016000000.0,2022-07-17 00:00:00,KNCBULL/USDT,0.00089025,0.00091575,0.0007845,0.0007895,605243.1285623813,477.83945
1657929600000.0,2022-07-16 00:00:00,KNCBULL/USDT,0.0009125,0.0009305,0.00075325,0.00089025,0.0,0.0
1657843200000.0,2022-07-15 00:00:00,KNCBULL/USDT,0.0007325,0.000948,0.000725,0.0009125,278985.4794520548,254.57425
1657756800000.0,2022-07-14 00:00:00,KNCBULL/USDT,0.00066925,0.00073625,0.00060125,0.0007325,599055.7679180888,438.80835
1657670400000.0,2022-07-13 00:00:00,KNCBULL/USDT,0.000566,0.000676,0.0005405,0.00066925,104022.07695181173,69.616775
1657584000000.0,2022-07-12 00:00:00,KNCBULL/USDT,0.00063325,0.00065125,0.000561,0.000566,1023260.335689046,579.16535
1657497600000.0,2022-07-11 00:00:00,KNCBULL/USDT,0.00077275,0.00078425,0.000619,0.00063325,2785858.191867351,1764.1447
1657411200000.0,2022-07-10 00:00:00,KNCBULL/USDT,0.0008895,0.00089075,0.00076,0.00077275,58036.36363636364,44.8476
1657324800000.0,2022-07-09 00:00:00,KNCBULL/USDT,0.000881,0.0009455,0.000881,0.0008895,0.0,0.0
1657238400000.0,2022-07-08 00:00:00,KNCBULL/USDT,0.000952,0.0009695,0.00085075,0.000881,1076354.3984108968,948.268225
1657152000000.0,2022-07-07 00:00:00,KNCBULL/USDT,0.000886,0.000952,0.000837,0.000952,999.9999999999999,0.952
1657065600000.0,2022-07-06 00:00:00,KNCBULL/USDT,0.000854,0.0009545,0.000837,0.000886,0.0,0.0
1656979200000.0,2022-07-05 00:00:00,KNCBULL/USDT,0.000725,0.0008995,0.00063175,0.000854,304133.87002341915,259.730325
1656892800000.0,2022-07-04 00:00:00,KNCBULL/USDT,0.00065425,0.00074375,0.00062125,0.000725,2594124.0,1880.7399
1656806400000.0,2022-07-03 00:00:00,KNCBULL/USDT,0.00066075,0.000665,0.0006035,0.00065425,64791.899121131064,42.3901
1656720000000.0,2022-07-02 00:00:00,KNCBULL/USDT,0.00063,0.00067875,0.0006145,0.00066075,445868.3314415437,294.6075
1656633600000.0,2022-07-01 00:00:00,KNCBULL/USDT,0.00067975,0.0007315,0.000608,0.00063,434695.11904761905,273.857925
