https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume FORESTPLUS,Volume BTC
1663459200,2022-09-18 00:00:00,FORESTPLUS/BTC,0.0000002782,0.0000002845,0.0000002782,0.0000002797,12676.8192,0.0035641307285
1663372800,2022-09-17 00:00:00,FORESTPLUS/BTC,0.0000002579,0.0000002951,0.0000002558,0.0000002779,504175.6425,0.14217330165007
1663286400,2022-09-16 00:00:00,FORESTPLUS/BTC,0.0000002584,0.0000002656,0.0000002565,0.0000002583,85195.3327,0.02222322384614
1663200000,2022-09-15 00:00:00,FORESTPLUS/BTC,0.00000026,0.000000266,0.0000002515,0.0000002587,224415.8824,0.0580921876335
1663113600,2022-09-14 00:00:00,FORESTPLUS/BTC,0.0000002616,0.0000002811,0.0000002523,0.0000002574,70521.0961,0.01822158034038
1663027200,2022-09-13 00:00:00,FORESTPLUS/BTC,0.000000261,0.0000002673,0.000000244,0.0000002632,114954.4663,0.02892824872056
1662940800,2022-09-12 00:00:00,FORESTPLUS/BTC,0.0000002488,0.0000002996,0.0000002451,0.0000002584,541607.6654,0.15116040143328
1662854400,2022-09-11 00:00:00,FORESTPLUS/BTC,0.0000002519,0.0000002586,0.0000002491,0.0000002491,69751.6126,0.0176164932665
1662768000,2022-09-10 00:00:00,FORESTPLUS/BTC,0.0000002577,0.0000002632,0.0000002457,0.0000002504,241704.6694,0.06099624246501
1662681600,2022-09-09 00:00:00,FORESTPLUS/BTC,0.0000002781,0.0000002792,0.0000002536,0.0000002568,355122.0568,0.09317298226099
1662595200,2022-09-08 00:00:00,FORESTPLUS/BTC,0.000000274,0.0000002888,0.000000274,0.0000002792,137612.7982,0.03916889495667
1662508800,2022-09-07 00:00:00,FORESTPLUS/BTC,0.0000002756,0.0000002806,0.0000002712,0.0000002744,76197.2294,0.02103844945814
1662422400,2022-09-06 00:00:00,FORESTPLUS/BTC,0.000000268,0.0000002808,0.000000268,0.0000002733,67051.6439,0.01831485330167
1662336000,2022-09-05 00:00:00,FORESTPLUS/BTC,0.0000002684,0.0000002795,0.0000002667,0.0000002681,201090.3166,0.05455872356164
1662249600,2022-09-04 00:00:00,FORESTPLUS/BTC,0.0000002743,0.0000002759,0.0000002694,0.0000002711,124298.3201,0.0338396870376
1662163200,2022-09-03 00:00:00,FORESTPLUS/BTC,0.0000002712,0.0000002762,0.0000002693,0.0000002714,323838.5871,0.08824206598013
1662076800,2022-09-02 00:00:00,FORESTPLUS/BTC,0.000000263,0.0000002712,0.0000002595,0.0000002687,53079.8116,0.01405907039352
1661990400,2022-09-01 00:00:00,FORESTPLUS/BTC,0.0000002692,0.0000002775,0.0000002611,0.0000002611,395426.6133,0.10456478258843
1661904000,2022-08-31 00:00:00,FORESTPLUS/BTC,0.0000002978,0.0000002995,0.000000259,0.0000002696,442345.0695,0.1200340159085
1661817600,2022-08-30 00:00:00,FORESTPLUS/BTC,0.0000002953,0.0000003014,0.0000002799,0.000000292,68323.1536,0.01981058188451
1661731200,2022-08-29 00:00:00,FORESTPLUS/BTC,0.0000002848,0.0000003161,0.0000002806,0.0000002981,577457.0963,0.1705066106174
1661644800,2022-08-28 00:00:00,FORESTPLUS/BTC,0.0000002981,0.0000003073,0.0000002856,0.0000002857,180852.6623,0.05331537213905
1661558400,2022-08-27 00:00:00,FORESTPLUS/BTC,0.0000002687,0.000000339,0.0000002687,0.0000003005,1186419.1482,0.35744198404924
1661472000,2022-08-26 00:00:00,FORESTPLUS/BTC,0.00000028,0.0000002873,0.000000259,0.0000002636,198165.8635,0.05364079559396
1661385600,2022-08-25 00:00:00,FORESTPLUS/BTC,0.0000002657,0.0000002838,0.0000002641,0.0000002774,133382.137,0.0371674504426
1661299200,2022-08-24 00:00:00,FORESTPLUS/BTC,0.0000002698,0.0000002711,0.0000002627,0.0000002707,24796.8005,0.00661774898302
1661212800,2022-08-23 00:00:00,FORESTPLUS/BTC,0.0000002775,0.0000002775,0.0000002639,0.0000002683,73963.8762,0.01975305856745
1661126400,2022-08-22 00:00:00,FORESTPLUS/BTC,0.0000002745,0.0000002817,0.0000002654,0.0000002791,155073.1296,0.04202456848914
1661040000,2022-08-21 00:00:00,FORESTPLUS/BTC,0.0000002868,0.0000002868,0.0000002649,0.0000002751,97302.3091,0.02651508601444
1660953600,2022-08-20 00:00:00,FORESTPLUS/BTC,0.0000003035,0.0000003035,0.00000028,0.0000002868,83922.5181,0.0241993683642
1660867200,2022-08-19 00:00:00,FORESTPLUS/BTC,0.0000002924,0.000000304,0.0000002824,0.0000002997,110730.3119,0.03192745510728
