https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume AVAX,Volume USDT
1663459200,2022-09-18 00:00:00,AVAX/USDT,18.482,18.488,18.352,18.396,4247.23836942,78121.56689633306
1663372800,2022-09-17 00:00:00,AVAX/USDT,18.053,18.685,18.046,18.476,225660.90034678,4145082.17952382784
1663286400,2022-09-16 00:00:00,AVAX/USDT,18.211,18.31,17.557,18.052,335211.15433115,6025096.31984062277
1663200000,2022-09-15 00:00:00,AVAX/USDT,19.118,19.366,18.1,18.203,479514.33310867,8981693.43527804607
1663113600,2022-09-14 00:00:00,AVAX/USDT,18.862,19.318,18.445,19.122,288628.57014641,5479386.19045176462
1663027200,2022-09-13 00:00:00,AVAX/USDT,21.374,21.795,18.762,18.861,612893.40087533,12468026.26661791451
1662940800,2022-09-12 00:00:00,AVAX/USDT,20.678,21.911,20.063,21.374,571980.73496842,12084185.15699025149
1662854400,2022-09-11 00:00:00,AVAX/USDT,20.447,20.944,19.937,20.688,220755.45207839,4520447.72786219565
1662768000,2022-09-10 00:00:00,AVAX/USDT,20.39,21.174,20.048,20.447,293361.56958068,6021943.01304409284
1662681600,2022-09-09 00:00:00,AVAX/USDT,19.134,20.808,19.102,20.383,518590.75500808,10427114.2384537468
1662595200,2022-09-08 00:00:00,AVAX/USDT,18.992,19.165,18.403,19.129,386077.05528386,7273882.13136842916
1662508800,2022-09-07 00:00:00,AVAX/USDT,18.212,19.295,17.844,18.992,516658.29153324,9595368.17805835144
1662422400,2022-09-06 00:00:00,AVAX/USDT,19.451,20.5,18.16,18.206,911259.59253546,17659862.17402260552
1662336000,2022-09-05 00:00:00,AVAX/USDT,19.016,19.493,18.445,19.448,293405.98139814,5527212.14394241704
1662249600,2022-09-04 00:00:00,AVAX/USDT,18.889,19.158,18.728,19.013,200212.59522611,3793102.360536473
1662163200,2022-09-03 00:00:00,AVAX/USDT,18.856,19.009,18.576,18.889,229436.34171307,4321485.23825458398
1662076800,2022-09-02 00:00:00,AVAX/USDT,19.317,19.675,18.685,18.858,479169.47238539,9202881.80601388621
1661990400,2022-09-01 00:00:00,AVAX/USDT,19.136,19.473,18.334,19.318,444958.33480255,8434257.70870335288
1661904000,2022-08-31 00:00:00,AVAX/USDT,19.391,20.072,18.988,19.143,575189.50508716,11278124.04249839073
1661817600,2022-08-30 00:00:00,AVAX/USDT,19.319,20.63,18.876,19.389,852760.76383362,16791226.44306696484
1661731200,2022-08-29 00:00:00,AVAX/USDT,18.527,19.472,17.479,19.324,895484.88457419,16572120.83883517362
1661644800,2022-08-28 00:00:00,AVAX/USDT,20.048,20.46,18.05,18.526,636590.77209008,12409075.2177985314
1661558400,2022-08-27 00:00:00,AVAX/USDT,20.663,20.9,19.781,20.046,568346.89990909,11586048.18130266302
1661472000,2022-08-26 00:00:00,AVAX/USDT,22.993,23.232,20.328,20.669,790991.20608442,17440791.98842650443
1661385600,2022-08-25 00:00:00,AVAX/USDT,23.015,23.65,22.651,22.987,383519.90471767,8877274.34589619285
1661299200,2022-08-24 00:00:00,AVAX/USDT,23.538,23.637,22.814,23.019,311521.31680027,7232542.78742061548
1661212800,2022-08-23 00:00:00,AVAX/USDT,22.562,23.734,21.831,23.524,485311.2851951,11148152.10204514677
1661126400,2022-08-22 00:00:00,AVAX/USDT,22.979,23.003,21.621,22.554,488798.71439491,10879603.26036738256
1661040000,2022-08-21 00:00:00,AVAX/USDT,22.294,23.551,22.144,22.979,593515.7111446,13552742.98259851985
1660953600,2022-08-20 00:00:00,AVAX/USDT,22.436,23.08,21.626,22.295,600639.44564849,13523739.8596404435
1660867200,2022-08-19 00:00:00,AVAX/USDT,24.2,24.441,21.209,22.441,1104162.13277068,25130354.23176820002
1660780800,2022-08-18 00:00:00,AVAX/USDT,25.562,26.287,23.887,24.202,398107.92332248,10126903.50326524374
1660694400,2022-08-17 00:00:00,AVAX/USDT,27.106,28.213,25.267,25.561,513500.4224497,13714213.12987916837
1660608000,2022-08-16 00:00:00,AVAX/USDT,27.884,28.409,26.92,27.105,287219.58017219,7924179.45430318516
1660521600,2022-08-15 00:00:00,AVAX/USDT,28.175,29.29,27.088,27.884,441502.73711349,12376391.22319835959
1660435200,2022-08-14 00:00:00,AVAX/USDT,29.162,29.852,27.8,28.168,447859.75341248,12928567.70806497434
1660348800,2022-08-13 00:00:00,AVAX/USDT,29.336,30.354,28.868,29.162,468953.74413696,13876006.73741184984
1660262400,2022-08-12 00:00:00,AVAX/USDT,28.521,29.444,28.066,29.329,407906.77546101,11775008.08504430529
1660176000,2022-08-11 00:00:00,AVAX/USDT,29.18,30.082,28.309,28.524,675138.82793761,19823792.12982256219
1660089600,2022-08-10 00:00:00,AVAX/USDT,27.409,30.2,26.615,29.179,885721.32629778,25378893.82397744023
1660003200,2022-08-09 00:00:00,AVAX/USDT,27.9,28.791,26.951,27.411,701275.34219319,19443865.15726282822
