https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume CRV,Volume BTC
1660176000,2022-08-11 00:00:00,CRV/BTC,0.00005923,0.00005923,0.00005923,0.00005923,0.00000000,0.0
1660089600,2022-08-10 00:00:00,CRV/BTC,0.00005923,0.00005923,0.00005923,0.00005923,0.00000000,0.0
1660003200,2022-08-09 00:00:00,CRV/BTC,0.00005923,0.00005923,0.00005923,0.00005923,5.44868144,0.0003227254016912
1659916800,2022-08-08 00:00:00,CRV/BTC,0.00006109,0.00006109,0.00005990,0.00005990,87.71591851,0.005254183518748999
1659830400,2022-08-07 00:00:00,CRV/BTC,0.00006037,0.00006037,0.00006037,0.00006037,7.71591850,0.000465809999845
1659744000,2022-08-06 00:00:00,CRV/BTC,0.00006076,0.00006076,0.00005953,0.00005953,141.81105062,0.008442011843408601
1659657600,2022-08-05 00:00:00,CRV/BTC,0.00006087,0.00006087,0.00006055,0.00006076,1372.69190934,0.0834047604114984
1659571200,2022-08-04 00:00:00,CRV/BTC,0.00005937,0.00005963,0.00005799,0.00005799,1907.73387806,0.11062948758869941
1659484800,2022-08-03 00:00:00,CRV/BTC,0.00005925,0.00006100,0.00005925,0.00006100,313.94450641,0.019150614891009998
1659398400,2022-08-02 00:00:00,CRV/BTC,0.00005400,0.00005833,0.00005400,0.00005828,3188.92020187,0.18585026936498358
1659312000,2022-08-01 00:00:00,CRV/BTC,0.00005680,0.00005680,0.00005587,0.00005587,96.91317299,0.0054145389749513
1659225600,2022-07-31 00:00:00,CRV/BTC,0.00005810,0.00005810,0.00005810,0.00005810,8.03808723,0.00046701286806300006
1659139200,2022-07-30 00:00:00,CRV/BTC,0.00005903,0.00005992,0.00005700,0.00005700,494.17168642,0.02816778612594
1659052800,2022-07-29 00:00:00,CRV/BTC,0.00006246,0.00006246,0.00006000,0.00006036,4178.74160260,0.252228843132936
1658966400,2022-07-28 00:00:00,CRV/BTC,0.00005695,0.00006454,0.00005553,0.00006454,4699.49320394,0.3033052913822876
1658880000,2022-07-27 00:00:00,CRV/BTC,0.00005368,0.00005775,0.00005368,0.00005676,403.43247877,0.0228988274949852
1658793600,2022-07-26 00:00:00,CRV/BTC,0.00005500,0.00005564,0.00005495,0.00005495,2289.65621825,0.12581660919283752
1658707200,2022-07-25 00:00:00,CRV/BTC,0.00006127,0.00006127,0.00005600,0.00005635,4622.20461524,0.260461230068774
1658620800,2022-07-24 00:00:00,CRV/BTC,0.00006260,0.00006260,0.00006260,0.00006260,7.75911939,0.00048572087381400003
1658534400,2022-07-23 00:00:00,CRV/BTC,0.00006358,0.00006391,0.00006130,0.00006223,1621.10143534,0.10088114232120822
1658448000,2022-07-22 00:00:00,CRV/BTC,0.00006101,0.00006492,0.00006048,0.00006389,5357.35571192,0.3422814564345688
1658361600,2022-07-21 00:00:00,CRV/BTC,0.00004956,0.00005948,0.00004916,0.00005948,3755.40429298,0.2233714473464504
1658275200,2022-07-20 00:00:00,CRV/BTC,0.00005313,0.00005313,0.00004965,0.00004965,3023.28942542,0.150106319972103
1658188800,2022-07-19 00:00:00,CRV/BTC,0.00005987,0.00005987,0.00005321,0.00005321,157.48925809,0.0083800034229689
1658102400,2022-07-18 00:00:00,CRV/BTC,0.00005248,0.00006196,0.00005248,0.00006006,3877.25846051,0.2328681431382306
1658016000,2022-07-17 00:00:00,CRV/BTC,0.00005443,0.00005443,0.00005263,0.00005263,676.09762189,0.0355830178400707
1657929600,2022-07-16 00:00:00,CRV/BTC,0.00005332,0.00005558,0.00005332,0.00005558,126.71906444,0.0070430456015752
