https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SNX,Volume BTC
1663459200,2022-09-18 00:00:00,SNX/BTC,0.00013601,0.00013656,0.00013527,0.00013556,35.74469087,0.0048620210025859
1663372800,2022-09-17 00:00:00,SNX/BTC,0.00013151,0.00013617,0.00013077,0.00013617,890.31196575,0.1187620918049541
1663286400,2022-09-16 00:00:00,SNX/BTC,0.00013129,0.00013354,0.00012911,0.00013111,1375.75957246,0.1801278394837349
1663200000,2022-09-15 00:00:00,SNX/BTC,0.00013406,0.00013647,0.00012911,0.00013145,1518.87627576,0.2016215985130417
1663113600,2022-09-14 00:00:00,SNX/BTC,0.00013467,0.00013607,0.00013184,0.00013434,2034.65818755,0.2740564221130274
1663027200,2022-09-13 00:00:00,SNX/BTC,0.00013125,0.00013791,0.00012727,0.000135,8178.97176643,1.0706195939262127
1662940800,2022-09-12 00:00:00,SNX/BTC,0.00013574,0.000137,0.0001306,0.00013165,2376.59547362,0.3193509267193178
1662854400,2022-09-11 00:00:00,SNX/BTC,0.00014033,0.00014104,0.00013465,0.00013612,1399.84901688,0.1934936482872971
1662768000,2022-09-10 00:00:00,SNX/BTC,0.00014046,0.00014652,0.0001374,0.00013973,2453.43127334,0.3483157182583423
1662681600,2022-09-09 00:00:00,SNX/BTC,0.00015159,0.00015344,0.00013975,0.00014049,3927.39345399,0.5628863346302701
1662595200,2022-09-08 00:00:00,SNX/BTC,0.00015503,0.0001558,0.00014815,0.00015152,2125.12356252,0.3224890426787976
1662508800,2022-09-07 00:00:00,SNX/BTC,0.00014821,0.00015764,0.00014572,0.00015501,2162.65592955,0.3264456183857637
1662422400,2022-09-06 00:00:00,SNX/BTC,0.000152,0.00015436,0.00014477,0.00014869,5740.37887833,0.860973867031074
1662336000,2022-09-05 00:00:00,SNX/BTC,0.0001495,0.00015285,0.00014839,0.00015199,818.98252342,0.123190145344708
1662249600,2022-09-04 00:00:00,SNX/BTC,0.00014816,0.00015018,0.00014744,0.00014912,2396.91740195,0.3555181543610183
1662163200,2022-09-03 00:00:00,SNX/BTC,0.00015191,0.00015347,0.00014569,0.00014787,1504.36304756,0.223714379234418
1662076800,2022-09-02 00:00:00,SNX/BTC,0.00014559,0.00016047,0.00014428,0.00015172,3621.06209275,0.5516359685050844
1661990400,2022-09-01 00:00:00,SNX/BTC,0.00014772,0.00015764,0.00014157,0.00014537,7273.25544315,1.0853198169713894
1661904000,2022-08-31 00:00:00,SNX/BTC,0.000151,0.00015432,0.00014573,0.00014764,4523.07070551,0.6744504009017701
1661817600,2022-08-30 00:00:00,SNX/BTC,0.00017137,0.00017552,0.00015018,0.00015018,8465.17021459,1.3812785238942373
1661731200,2022-08-29 00:00:00,SNX/BTC,0.00015213,0.00017676,0.00014046,0.00017085,20880.87270385,3.3817305870738515
1661644800,2022-08-28 00:00:00,SNX/BTC,0.00014405,0.00015744,0.00014149,0.0001515,4946.43965932,0.7402794904672815
1661558400,2022-08-27 00:00:00,SNX/BTC,0.00013445,0.00014598,0.00013089,0.00014425,7071.99329836,0.9807761510523501
1661472000,2022-08-26 00:00:00,SNX/BTC,0.00014,0.00015289,0.00013231,0.00013399,8685.67076721,1.2491154665985783
1661385600,2022-08-25 00:00:00,SNX/BTC,0.0001421,0.00014344,0.00013545,0.00013988,1896.45089884,0.2637198372344922
1661299200,2022-08-24 00:00:00,SNX/BTC,0.00014164,0.000145,0.00013969,0.00014192,1847.93315023,0.2626400155306765
1661212800,2022-08-23 00:00:00,SNX/BTC,0.00013994,0.00014925,0.00013869,0.00014191,8329.13360947,1.1895170628438202
1661126400,2022-08-22 00:00:00,SNX/BTC,0.00014406,0.00014406,0.00013262,0.00014053,5609.09337227,0.7809216907691899
1661040000,2022-08-21 00:00:00,SNX/BTC,0.00012997,0.00014471,0.0001298,0.00014471,11043.78083378,1.5197908832189123
1660953600,2022-08-20 00:00:00,SNX/BTC,0.00013465,0.000137,0.00012589,0.00012978,4688.37418322,0.6100410915756034
1660867200,2022-08-19 00:00:00,SNX/BTC,0.00014017,0.00014163,0.0001303,0.00013401,13124.26463529,1.7840238456163649
1660780800,2022-08-18 00:00:00,SNX/BTC,0.00014995,0.00015172,0.00013883,0.0001403,3408.40597924,0.5008898374954689
1660694400,2022-08-17 00:00:00,SNX/BTC,0.00015437,0.000158,0.00014818,0.00014942,3108.26624901,0.474746727604104
1660608000,2022-08-16 00:00:00,SNX/BTC,0.00015338,0.00015713,0.00015128,0.00015442,5494.92227025,0.8485235181849272
1660521600,2022-08-15 00:00:00,SNX/BTC,0.00015712,0.000159,0.00015087,0.00015324,4823.03667408,0.7488236742172722
1660435200,2022-08-14 00:00:00,SNX/BTC,0.00016257,0.00016689,0.00015667,0.00015705,1603.79881262,0.2599542690174442
1660348800,2022-08-13 00:00:00,SNX/BTC,0.0001701,0.0001701,0.00016245,0.00016247,2934.70815627,0.4874601984664343
1660262400,2022-08-12 00:00:00,SNX/BTC,0.00016836,0.00017101,0.0001649,0.00017047,6021.7071078,1.0124419841831942
1660176000,2022-08-11 00:00:00,SNX/BTC,0.00017552,0.00017877,0.00016564,0.00016846,9489.85349135,1.6474864200314629
1660089600,2022-08-10 00:00:00,SNX/BTC,0.00016461,0.00017574,0.00016239,0.00017521,11514.86370562,1.947145954381376
1660003200,2022-08-09 00:00:00,SNX/BTC,0.00017194,0.00017293,0.00016257,0.00016481,3701.40885119,0.6200420474733497
1659916800,2022-08-08 00:00:00,SNX/BTC,0.00017606,0.00017909,0.00016978,0.00017212,4614.54124801,0.8085344203071373
1659830400,2022-08-07 00:00:00,SNX/BTC,0.00018619,0.0001865,0.00017518,0.00017618,3636.96684391,0.6529220686850356
1659744000,2022-08-06 00:00:00,SNX/BTC,0.00017428,0.00018982,0.00017237,0.00018626,10708.70234459,1.9321950024083577
1659657600,2022-08-05 00:00:00,SNX/BTC,0.00016733,0.00018087,0.00016667,0.00017428,10643.58327697,1.8440426046658543
1659571200,2022-08-04 00:00:00,SNX/BTC,0.00016289,0.0001714,0.00016028,0.00016696,12031.7998971,2.0035489420121258
1659484800,2022-08-03 00:00:00,SNX/BTC,0.00016597,0.00017152,0.0001597,0.00016273,19460.50918232,3.2598231443374907
1659398400,2022-08-02 00:00:00,SNX/BTC,0.00015522,0.00017629,0.00014591,0.00016548,34156.25536232,5.4798077658217728
1659312000,2022-08-01 00:00:00,SNX/BTC,0.00015242,0.00016145,0.00014901,0.00015571,7214.45910831,1.1292878331227264
1659225600,2022-07-31 00:00:00,SNX/BTC,0.00015418,0.00016135,0.00015116,0.00015314,3579.68151101,0.5625695641911984
1659139200,2022-07-30 00:00:00,SNX/BTC,0.00016978,0.0001698,0.00015217,0.00015453,9095.32460391,1.4591757201701605
1659052800,2022-07-29 00:00:00,SNX/BTC,0.0001737,0.0001766,0.00016323,0.00017029,24843.83986194,4.2226691202347144
1658966400,2022-07-28 00:00:00,SNX/BTC,0.00016359,0.000186,0.00015953,0.00017323,57143.33521477,9.7251529590999916
1658880000,2022-07-27 00:00:00,SNX/BTC,0.00013975,0.000164,0.000136,0.000163,10012.83326175,1.5363873177663889
1658793600,2022-07-26 00:00:00,SNX/BTC,0.00013949,0.00014537,0.00013484,0.00013965,2861.49521317,0.4022961866449874
1658707200,2022-07-25 00:00:00,SNX/BTC,0.00015186,0.00015624,0.00013949,0.00013949,9030.9141475,1.3580181581739183
1658620800,2022-07-24 00:00:00,SNX/BTC,0.00014403,0.00015575,0.00014172,0.00015182,4606.55286763,0.6926219055598519
1658534400,2022-07-23 00:00:00,SNX/BTC,0.00013301,0.00014571,0.00013124,0.00014425,3941.98678767,0.5540574253418518
1658448000,2022-07-22 00:00:00,SNX/BTC,0.00014179,0.00014624,0.00013189,0.00013276,3470.29292732,0.487171171803398
1658361600,2022-07-21 00:00:00,SNX/BTC,0.00012304,0.000145,0.00012217,0.00014186,13665.20849335,1.8784887931216185
1658275200,2022-07-20 00:00:00,SNX/BTC,0.00012685,0.00013481,0.000122,0.00012335,6462.54936006,0.8181381394392353
