https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USDT,Volume ETH
1662163200000,2022-09-03 00:00:00,ETH/USDT,1575.0979,1582.0141,1535.2973,1557.4281,1652949.5890450524,1061.33284037
1662076800000,2022-09-02 00:00:00,ETH/USDT,1585.6716,1648.3128,1547.4952,1575.2688,2056715.6928853716,1305.62840633
1661990400000,2022-09-01 00:00:00,ETH/USDT,1553.9329,1597.2716,1514.3002,1585.2524,2337291.5463057323,1474.39710314
1661904000000,2022-08-31 00:00:00,ETH/USDT,1524.7978,1617.5358,1524.7978,1555.0476,1929381.2738776137,1240.72168201
1661817600000,2022-08-30 00:00:00,ETH/USDT,1551.2733,1605.0,1475.0991,1523.4766,2158510.732122975,1416.83221923
1661731200000,2022-08-29 00:00:00,ETH/USDT,1427.1732,1558.7552,1422.9179,1552.3956,1922401.1268961856,1238.34486963
1661644800000,2022-08-28 00:00:00,ETH/USDT,1490.815,1510.14,1425.4573,1426.4715,1517518.7013605225,1063.82686325
1661558400000,2022-08-27 00:00:00,ETH/USDT,1508.1118,1518.4852,1448.8731,1490.3881,1593081.2520468843,1068.90363124
1661472000000,2022-08-26 00:00:00,ETH/USDT,1694.2814,1702.9321,1489.2,1508.5915,2139602.170617354,1418.27802332
1661385600000,2022-08-25 00:00:00,ETH/USDT,1656.1392,1720.901,1655.6432,1695.8312,1684232.6440940392,993.16054811
1661299200000,2022-08-24 00:00:00,ETH/USDT,1665.5891,1692.417,1606.2512,1656.0028,1662151.6942097035,1003.71309409
1661212800000,2022-08-23 00:00:00,ETH/USDT,1625.4616,1673.0102,1564.1718,1664.2751,1773520.4088381012,1065.64137674
1661126400000,2022-08-22 00:00:00,ETH/USDT,1617.7768,1620.6704,1596.6398,1603.6291,103503.93167504766,64.5435604
1661040000000,2022-08-21 00:00:00,ETH/USDT,1576.6894,1646.0067,1564.4884,1618.9982,2219416.7431875193,1370.85806716
1660953600000,2022-08-20 00:00:00,ETH/USDT,1609.051,1655,1525.2,1577.6327,2374022.423272734,1504.80046672
1660867200000,2022-08-19 00:00:00,ETH/USDT,1846.2912,1847.1298,1605.6,1610.6999,2493550.0901890453,1548.11587819
1660780800000,2022-08-18 00:00:00,ETH/USDT,1834.4969,1880.0,1823.7161,1847.6534,1846273.804617006,999.25332566
1660694400000,2022-08-17 00:00:00,ETH/USDT,1877.5309,1954.4162,1820.9309,1835.0625,2295333.918620552,1250.82056803
1660608000000,2022-08-16 00:00:00,ETH/USDT,1898.9194,1913.5295,1855.0,1877.4453,2431227.2753869696,1294.9657044
1660521600000,2022-08-15 00:00:00,ETH/USDT,1935.6629,2010.0,1873.6034,1900.0981,2872758.3353459267,1511.90000945
1660435200000,2022-08-14 00:00:00,ETH/USDT,1983.2935,2029.3934,1907.6842,1933.7265,2224657.3470876617,1150.45087663
1660348800000,2022-08-13 00:00:00,ETH/USDT,1958.2,2019.9058,1947.0146,1983.3787,2166025.1517846673,1092.08854153
1660262400000,2022-08-12 00:00:00,ETH/USDT,1881.4315,1961.3,1851.7426,1959.8047,1935783.399622326,987.74301318
1660176000000,2022-08-11 00:00:00,ETH/USDT,1853.7789,1945.862,1760.0121,1880.2747,2496969.9520434304,1327.98146571
1660089600000,2022-08-10 00:00:00,ETH/USDT,1708.8648,1883.3794,1671.0014,1852.5459,3042752.5398887587,1642.47079648
1660003200000,2022-08-09 00:00:00,ETH/USDT,1777.6008,1784.6673,1770.1391,1770.6445,101162.1655183217,57.13296233
1659916800000,2022-08-08 00:00:00,ETH/USDT,1699.4689,1816.4001,1694.2654,1778.3498,2370005.229303922,1332.69912888
1659830400000,2022-08-07 00:00:00,ETH/USDT,1690.5303,1728.0,1670.0609,1699.8946,1945773.977036405,1144.64389559
1659744000000,2022-08-06 00:00:00,ETH/USDT,1735.7561,1749.3579,1687.4,1690.7898,1969570.9785333434,1164.88222163
1659657600000,2022-08-05 00:00:00,ETH/USDT,1609.3357,1739.6,1605.7131,1736.0,2743296.2990496,1580.2398036
1659571200000,2022-08-04 00:00:00,ETH/USDT,1618.0432,1662.332,1581.7392,1607.9961,2066948.1694584014,1285.41864589
1659484800000,2022-08-03 00:00:00,ETH/USDT,1631.3337,1683.1001,1591.1275,1618.2994,1789202.4137014123,1105.60654827
1659398400000,2022-08-02 00:00:00,ETH/USDT,1631.7303,1676.3184,1561.6298,1631.6521,2567581.5766622466,1573.60847736
1659312000000,2022-08-01 00:00:00,ETH/USDT,1678.4916,1702.8264,1609.4,1631.216,2192298.4341832013,1343.96574959
1659225600000,2022-07-31 00:00:00,ETH/USDT,1697.1338,1753.0,1668.0462,1680.2916,2191824.7895325623,1304.43120083
1659139200000,2022-07-30 00:00:00,ETH/USDT,1721.7516,1743.8702,1675.0705,1695.9431,2083444.4971736134,1228.48726303
1659052800000,2022-07-29 00:00:00,ETH/USDT,1723.7479,1764.6708,1657.1367,1721.3689,2603385.5368096386,1512.39257129
1658966400000,2022-07-28 00:00:00,ETH/USDT,1636.8177,1782.43,1594.9999,1723.9965,3047166.704133572,1767.50167656
1658880000000,2022-07-27 00:00:00,ETH/USDT,1448.7,1642.6832,1421.0589,1635.9056,3191472.222354293,1950.89021173
1658793600000,2022-07-26 00:00:00,ETH/USDT,1440.0002,1452.3379,1357.0004,1448.3001,2830373.685160173,1954.2729336
1658707200000,2022-07-25 00:00:00,ETH/USDT,1598.3853,1609.814,1437.9139,1438.9952,2765872.4882997125,1922.08597242
1658620800000,2022-07-24 00:00:00,ETH/USDT,1550.154,1661.8476,1547.3575,1597.9432,2379618.0764219635,1489.17563304
1658534400000,2022-07-23 00:00:00,ETH/USDT,1534.9305,1595.4315,1489.7275,1548.692,1971652.2385885713,1273.10804123
1658448000000,2022-07-22 00:00:00,ETH/USDT,1575.2465,1645.7935,1516.3984,1534.368,2708460.2974792174,1765.19602695
1658361600000,2022-07-21 00:00:00,ETH/USDT,1520.495,1603.5644,1464.3587,1574.594,2544830.71160481,1616.18214702
1658275200000,2022-07-20 00:00:00,ETH/USDT,1541.9359,1619.9001,1486.5352,1521.4165,2657327.137699611,1746.61385472
1658188800000,2022-07-19 00:00:00,ETH/USDT,1578.1936,1635.9999,1493.8712,1543.8282,3582859.284946299,2320.7629482
1658102400000,2022-07-18 00:00:00,ETH/USDT,1338.0744,1595.6162,1337.2469,1583.6148,4262888.890541979,2691.87234834
1658016000000,2022-07-17 00:00:00,ETH/USDT,1355.278,1385.0324,1320.6525,1337.4363,3517093.743689043,2629.72804289
1657929600000,2022-07-16 00:00:00,ETH/USDT,1230.8598,1419.29,1192.2157,1356.4314,3503975.5407585674,2583.23092547
1657843200000,2022-07-15 00:00:00,ETH/USDT,1192.4227,1290.0,1182.1918,1230.9066,2152793.9844203936,1748.94990767
1657756800000,2022-07-14 00:00:00,ETH/USDT,1114.9622,1211.801,1072.5001,1192.783,2389577.155941486,2003.36285472
1657670400000,2022-07-13 00:00:00,ETH/USDT,1038.632,1117.2,1007.3098,1114.8217,2747348.9942112444,2464.38420979
1657584000000,2022-07-12 00:00:00,ETH/USDT,1096.8516,1097.7866,1034.9,1038.4751,1397000.3783795717,1345.24205576
1657497600000,2022-07-11 00:00:00,ETH/USDT,1168.1897,1170.9682,1092.8999,1096.4776,1475117.193423274,1345.32360116
1657411200000,2022-07-10 00:00:00,ETH/USDT,1217.0064,1218.2931,1155.0,1166.9711,1520610.7751321022,1303.04064525
1657324800000,2022-07-09 00:00:00,ETH/USDT,1214.3,1234.4803,1205.5728,1216.9944,1322266.1936288185,1086.501461
1657238400000,2022-07-08 00:00:00,ETH/USDT,1237.4813,1274.0,1193.87,1216.5787,3513788.585089273,2888.25423714
1657152000000,2022-07-07 00:00:00,ETH/USDT,1186.6374,1252.3396,1164.1062,1237.2942,2017263.745621674,1630.38325535
1657065600000,2022-07-06 00:00:00,ETH/USDT,1133.0,1203.809,1112.1707,1186.9277,1876724.0442610248,1581.16121501
1656979200000,2022-07-05 00:00:00,ETH/USDT,1150.6321,1173.5787,1078.2,1133.4611,2025178.6838249678,1786.72094157
1656892800000,2022-07-04 00:00:00,ETH/USDT,1074.4594,1159.0,1046.0383,1150.2696,1616663.4879018755,1405.46484746
1656806400000,2022-07-03 00:00:00,ETH/USDT,1067.6074,1086.4759,1041.9519,1074.7638,1270455.845568401,1182.07911875
1656720000000,2022-07-02 00:00:00,ETH/USDT,1059.5204,1078.0,1029.1496,1066.685,3285912.4050567863,3080.48993382
1656633600000,2022-07-01 00:00:00,ETH/USDT,1068.4868,1114.3093,1034.473,1059.373,2674478.6906058146,2524.58642103
1656547200000,2022-06-30 00:00:00,ETH/USDT,1098.9978,1106.5065,995.4991,1069.2348,2806432.1266649915,2624.71079941
1656460800000,2022-06-29 00:00:00,ETH/USDT,1143.4671,1155.914,1087.682,1099.6387,1823672.9340935405,1658.42920415
1656374400000,2022-06-28 00:00:00,ETH/USDT,1192.7882,1198.9442,1176.5458,1188.8699,235659.4021638309,198.22135472
1656288000000,2022-06-27 00:00:00,ETH/USDT,1197.9932,1237.9293,1172.6436,1192.1978,1835719.8742256088,1539.7779414
1656201600000,2022-06-26 00:00:00,ETH/USDT,1242.262,1279.6465,1196.3312,1198.0672,1792186.389267317,1495.89805085
1656115200000,2022-06-25 00:00:00,ETH/USDT,1224.6045,1254.2243,1181.0,1243.0826,1592363.9238998857,1280.97997985
1656028800000,2022-06-24 00:00:00,ETH/USDT,1144.9151,1248.1375,1131.6732,1224.4451,2354726.7349754083,1923.09702981
1655942400000,2022-06-23 00:00:00,ETH/USDT,1051.5093,1153.2751,1045.7319,1144.1721,2113696.5762433033,1847.35895609
1655856000000,2022-06-22 00:00:00,ETH/USDT,1126.259,1126.8997,1044.5,1049.4855,1990745.5501286064,1896.87761301
1655769600000,2022-06-21 00:00:00,ETH/USDT,1128.484,1192.6,1110.5503,1125.9207,2119191.9663916295,1882.18581148
1655683200000,2022-06-20 00:00:00,ETH/USDT,1128.2501,1169.5,1054.7716,1128.8729,2660532.1063361815,2356.80394696
1655596800000,2022-06-19 00:00:00,ETH/USDT,996.197,1157.1,935.6429,1128.361,3794079.4344794983,3362.46948847
1655510400000,2022-06-18 00:00:00,ETH/USDT,1085.8101,1096.1341,883.1675,995.7096,3645213.128770797,3660.91993968
1655424000000,2022-06-17 00:00:00,ETH/USDT,1068.2482,1117.3479,1051.1673,1086.6,2322028.4192942698,2136.96707095
1655337600000,2022-06-16 00:00:00,ETH/USDT,1238.7,1256.0483,1053.1798,1067.8586,2769637.6450322233,2593.6370649
1655251200000,2022-06-15 00:00:00,ETH/USDT,1208.7999,1248.0408,1015.4922,1238.8366,6092513.297316192,4917.93130532
1655164800000,2022-06-14 00:00:00,ETH/USDT,1208.5018,1265.2408,1079.4608,1209.84,3654045.6039998354,3020.27177478
1655078400000,2022-06-13 00:00:00,ETH/USDT,1434.7272,1453.4407,1166.1003,1210.382,4559862.077050814,3767.29171208
1654992000000,2022-06-12 00:00:00,ETH/USDT,1533.2084,1545.6262,1426.0,1436.2932,2887710.152537072,2010.52971116
1654905600000,2022-06-11 00:00:00,ETH/USDT,1661.5534,1680.9041,1499.9602,1530.8723,3097486.2675526435,2023.34725604
1654819200000,2022-06-10 00:00:00,ETH/USDT,1787.7993,1802.6069,1657.7423,1663.1645,2273341.5712500946,1366.87716173
1654732800000,2022-06-09 00:00:00,ETH/USDT,1794.1223,1832.9154,1778.5208,1788.5334,1815311.3382510273,1014.97200905
1654646400000,2022-06-08 00:00:00,ETH/USDT,1814.4777,1840.0,1766.1943,1792.3515,2314087.9239968006,1291.09046077
1654560000000,2022-06-07 00:00:00,ETH/USDT,1859.7947,1871.7014,1727.672,1814.4132,3231591.693285317,1781.06712037
1654473600000,2022-06-06 00:00:00,ETH/USDT,1807.1924,1918.3465,1805.102,1860.1269,2032571.5165962018,1092.70583453
1654387200000,2022-06-05 00:00:00,ETH/USDT,1803.9584,1829.7022,1774.4512,1806.1896,1676634.120498944,928.27138441
1654300800000,2022-06-04 00:00:00,ETH/USDT,1775.2178,1813.5525,1749.8826,1803.8866,1555017.3137532764,862.03717781
1654214400000,2022-06-03 00:00:00,ETH/USDT,1834.5907,1842.5651,1738.9301,1775.6425,2093515.2421975008,1179.01843541
1654128000000,2022-06-02 00:00:00,ETH/USDT,1819.8919,1850.4673,1784.0,1834.4555,2168572.4710084135,1182.1341379
1654041600000,2022-06-01 00:00:00,ETH/USDT,1941.2364,1970.9999,1767.0,1818.573,2504884.148335928,1377.38993614
1653955200000,2022-05-31 00:00:00,ETH/USDT,1999.4049,2015.77,1925.6001,1941.7172,2176168.1664470257,1120.7441364
1653868800000,2022-05-30 00:00:00,ETH/USDT,1814.0,2012.2885,1804.245,1998.6757,3090612.8448305493,1546.33032504
1653782400000,2022-05-29 00:00:00,ETH/USDT,1792.817,1827.741,1760.8974,1813.1935,2168085.369356008,1195.72752128
1653696000000,2022-05-28 00:00:00,ETH/USDT,1726.0,1808.1552,1723.2909,1792.5757,2303646.21906168,1285.10400931
1653609600000,2022-05-27 00:00:00,ETH/USDT,1792.8194,1821.667,1706.0004,1725.5335,3338539.285841021,1934.78671138
1653523200000,2022-05-26 00:00:00,ETH/USDT,1942.6419,1964.5267,1736.914,1791.1918,3521771.8465025136,1966.1612154
1653436800000,2022-05-25 00:00:00,ETH/USDT,1978.7512,2019.801,1935.2055,1942.996,2269032.0412160787,1167.80067546
1653350400000,2022-05-24 00:00:00,ETH/USDT,1973.5207,1993.2569,1915.0,1979.0628,2041521.8256845514,1031.55990082
1653264000000,2022-05-23 00:00:00,ETH/USDT,2042.7227,2088.3574,1958.5989,1973.1907,2482336.218461181,1258.03158228
1653177600000,2022-05-22 00:00:00,ETH/USDT,1974.9762,2054.701,1966.29,2042.966,1956882.376965508,957.86340887
1653091200000,2022-05-21 00:00:00,ETH/USDT,1959.6123,1990.3995,1938.6999,1975.1722,1900129.46299194,962.00699007
1653004800000,2022-05-20 00:00:00,ETH/USDT,2018.8654,2063.6331,1923.4778,1960.9059,2433942.8865944776,1241.23390449
1652918400000,2022-05-19 00:00:00,ETH/USDT,1915.7968,2039.1215,1902.8748,2019.3948,3050117.461352584,1510.4116646
1652832000000,2022-05-18 00:00:00,ETH/USDT,2090.8154,2109.2168,1911.5195,1914.5329,2375033.9434533785,1240.5291878
1652745600000,2022-05-17 00:00:00,ETH/USDT,2023.2253,2120.0,2008.5337,2090.9886,2631493.7506897836,1258.49263391
1652659200000,2022-05-16 00:00:00,ETH/USDT,2143.4977,2143.4977,1980.1,2020.7992,2627144.5677543036,1300.05226039
1652572800000,2022-05-15 00:00:00,ETH/USDT,2056.726,2162.1209,2003.54,2145.44,2344235.6867351313,1092.65963473
1652486400000,2022-05-14 00:00:00,ETH/USDT,2011.0891,2068.6321,1951.7497,2056.5037,2269221.08381742,1103.43642164
1652400000000,2022-05-13 00:00:00,ETH/USDT,1960.934,2145.6734,1942.0159,2009.6356,2955523.2529785433,1470.67620268
1652313600000,2022-05-12 00:00:00,ETH/USDT,2086.6083,2193.3162,1794.325,1960.8284,6226550.03093659,3175.46911853
1652227200000,2022-05-11 00:00:00,ETH/USDT,2342.6573,2447.7897,2005.1867,2085.0,6674998.3102725,3201.4380385
1652140800000,2022-05-10 00:00:00,ETH/USDT,2229.6793,2459.4127,2198.69,2343.3723,4141567.1281317193,1767.35345388
1652054400000,2022-05-09 00:00:00,ETH/USDT,2520.0967,2529.5453,2226.95,2233.3473,3786267.046789161,1695.33285163
1651968000000,2022-05-08 00:00:00,ETH/USDT,2635.8558,2640.7777,2486.251,2518.13,3041305.74998863,1207.76359838
1651881600000,2022-05-07 00:00:00,ETH/USDT,2692.8256,2701.1069,2590.0999,2636.829,2691513.85800942,1020.73887158
1651795200000,2022-05-06 00:00:00,ETH/USDT,2747.3902,2757.4634,2634.0002,2693.66,3142029.7688436904,1166.45373538
1651708800000,2022-05-05 00:00:00,ETH/USDT,2939.5062,2952.0651,2689.5733,2747.5717,3545252.4346023574,1290.32208135
1651622400000,2022-05-04 00:00:00,ETH/USDT,2781.4761,2962.98,2772.8494,2939.9938,3920845.6935070613,1333.62379659
1651536000000,2022-05-03 00:00:00,ETH/USDT,2856.8173,2861.4893,2756.6484,2781.4288,2661849.0389991244,957.00779362
1651449600000,2022-05-02 00:00:00,ETH/USDT,2826.9905,2881.2765,2781.0001,2856.309,3167711.4368954753,1109.02267118
1651363200000,2022-05-01 00:00:00,ETH/USDT,2728.6465,2846.7,2719.0799,2825.4699,3155990.432871463,1116.97896087
1651276800000,2022-04-30 00:00:00,ETH/USDT,2817.1255,2839.9737,2715.4002,2729.31,2858296.0361837493,1047.25957703
1651190400000,2022-04-29 00:00:00,ETH/USDT,2936.5306,2945.445,2778.2178,2816.0807,2792641.085410659,991.67651176
1651104000000,2022-04-28 00:00:00,ETH/USDT,2888.7924,2978.14,2852.9635,2935.7496,3431927.055037311,1169.01218518
1651017600000,2022-04-27 00:00:00,ETH/USDT,2808.4935,2919.0,2796.0394,2889.3889,3019238.321308505,1044.94009834
1650931200000,2022-04-26 00:00:00,ETH/USDT,3007.5772,3035.0,2772.0001,2810.374,3056747.4726573406,1087.66572444
1650844800000,2022-04-25 00:00:00,ETH/USDT,2921.9322,3024.2683,2800.0,3008.8138,3612310.365904736,1200.57624234
1650758400000,2022-04-24 00:00:00,ETH/USDT,2931.6495,2944.0015,2931.4082,2937.5517,179828.2131645991,61.2170377
1650672000000,2022-04-23 00:00:00,ETH/USDT,2961.6175,2975.7318,2919.099,2932.1,2743400.047504212,935.64341172
1650585600000,2022-04-22 00:00:00,ETH/USDT,2983.1113,3031.6679,2932.9013,2962.7844,3015044.224475569,1017.63875376
1650499200000,2022-04-21 00:00:00,ETH/USDT,3076.5392,3088.5501,3071.9342,3085.5273,131659.95999037326,42.67016532
1650412800000,2022-04-20 00:00:00,ETH/USDT,3101.6877,3164.0315,3037.0014,3076.4099,3517447.0307623185,1143.3609776
1650326400000,2022-04-19 00:00:00,ETH/USDT,3055.3217,3128.6,3031.9999,3102.4279,3427627.146006859,1104.82088754
1650240000000,2022-04-18 00:00:00,ETH/USDT,2989.1297,3065.9342,2887.1856,3054.6397,3537921.778914841,1158.21246575
1650153600000,2022-04-17 00:00:00,ETH/USDT,3059.39,3081.4,2984.8852,2989.8256,3060291.5397734856,1023.56857864
1650067200000,2022-04-16 00:00:00,ETH/USDT,3042.4504,3084.8349,3012.7245,3058.9595,2720547.7248991737,889.37029892
1649980800000,2022-04-15 00:00:00,ETH/USDT,3020.1378,3057.6989,2996.1278,3041.1861,1935357.5271568596,636.38247168
1649894400000,2022-04-14 00:00:00,ETH/USDT,3119.2293,3143.0009,2977.6116,3021.3321,1749915.62979723,579.18678645
1649808000000,2022-04-13 00:00:00,ETH/USDT,3030.5673,3126.4154,2998.6459,3116.8054,1617007.122752678,518.80272113
1649721600000,2022-04-12 00:00:00,ETH/USDT,2979.2899,3082.1195,2951.6,3027.8807,2116218.8565590316,698.91091038
1649635200000,2022-04-11 00:00:00,ETH/USDT,3198.9084,3211.4285,2950.0,2977.8707,2384887.855437209,800.870184
1649548800000,2022-04-10 00:00:00,ETH/USDT,3258.9028,3261.93,3247.3331,3251.9617,45463.76977247682,13.98041366
1649462400000,2022-04-09 00:00:00,ETH/USDT,3194.6083,3265.0,3182.9299,3258.1723,955410.362359638,293.23506383
1649376000000,2022-04-08 00:00:00,ETH/USDT,3227.086,3312.9324,3176.2665,3192.9224,1400096.335295912,438.49995706
1649289600000,2022-04-07 00:00:00,ETH/USDT,3166.3,3267.2899,3144.0402,3229.8397,1416573.2554169411,438.58933786
1649203200000,2022-04-06 00:00:00,ETH/USDT,3405.1569,3405.1569,3163.05,3168.1907,2245487.1057729255,708.76008372
1649116800000,2022-04-05 00:00:00,ETH/USDT,3519.3199,3553.673,3400.3521,3406.312,1505085.4051442372,441.85189294
