https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume XLM,Volume BTC
1663459200,2022-09-18 00:00:00,XLM/BTC,0.000005637,0.00000565,0.000005588,0.000005588,14988.583,0.0842127350661
1663372800,2022-09-17 00:00:00,XLM/BTC,0.00000541,0.000005703,0.000005319,0.000005637,544807.50273507,3.0089714278600595
1663286400,2022-09-16 00:00:00,XLM/BTC,0.00000518,0.000005447,0.000005143,0.000005411,589946.88573051,3.10600230065103409
1663200000,2022-09-15 00:00:00,XLM/BTC,0.000005197,0.000005255,0.000005118,0.000005179,873467.6955988,4.51255490228883079
1663113600,2022-09-14 00:00:00,XLM/BTC,0.00000518,0.000005253,0.000005122,0.000005197,580932.62366634,3.00560162291521309
1663027200,2022-09-13 00:00:00,XLM/BTC,0.000005082,0.000005262,0.00000481,0.000005182,1628524.07178719,8.31044720188610902
1662940800,2022-09-12 00:00:00,XLM/BTC,0.000005241,0.000005296,0.000005067,0.00000508,615239.50785628,3.19106822579449458
1662854400,2022-09-11 00:00:00,XLM/BTC,0.000005297,0.000005394,0.00000524,0.000005241,714231.11601285,3.77953731966053818
1662768000,2022-09-10 00:00:00,XLM/BTC,0.000005353,0.00000541,0.00000529,0.000005296,576110.60474881,3.08655737168384612
1662681600,2022-09-09 00:00:00,XLM/BTC,0.000005399,0.000005441,0.00000516,0.000005352,1475141.39110793,7.79925225160282017
1662595200,2022-09-08 00:00:00,XLM/BTC,0.000005337,0.00000541,0.000005275,0.000005401,916946.45262755,4.879595970595931
1662508800,2022-09-07 00:00:00,XLM/BTC,0.000005301,0.00000537,0.000005274,0.000005339,1364580.60595776,7.26168601660088451
1662422400,2022-09-06 00:00:00,XLM/BTC,0.000005307,0.000005412,0.000005241,0.000005305,1636672.47411485,8.71677825500186016
1662336000,2022-09-05 00:00:00,XLM/BTC,0.00000532,0.000005343,0.000005251,0.000005307,574788.55901598,3.04262160777440616
