https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume USDT
1659225600,2022-07-31 00:00:00,BTC/USDT,23640.0,23766.39430139,23531.28960884,23731.57645704,81412.34942908,3.43437885
1659139200,2022-07-30 00:00:00,BTC/USDT,23776.45605378,24647.50719824,23516.0,23638.52074652,3851678.36845854,159.50630616
1659052800,2022-07-29 00:00:00,BTC/USDT,23842.83943297,24446.37619809,23438.93279519,23771.7022171,5500684.24566628,230.29354842
1658966400,2022-07-28 00:00:00,BTC/USDT,22968.88110913,24181.91831821,22609.03221034,23850.60247608,4761193.64424292,205.05520896
1658880000,2022-07-27 00:00:00,BTC/USDT,21251.86052773,23086.05275128,21046.58908926,22956.38584064,6741119.46141225,306.33393663
1658793600,2022-07-26 00:00:00,BTC/USDT,21298.575051,21335.81995809,20734.39775819,21253.38956679,4441561.59021794,210.94427328
1658707200,2022-07-25 00:00:00,BTC/USDT,22583.9631249,22660.24300617,21275.0,21298.575051,5259472.30894566,240.00771491
1658620800,2022-07-24 00:00:00,BTC/USDT,22459.2894495,23011.4765494,22276.39704402,22585.67386449,7447759.67040604,328.65688673
1658534400,2022-07-23 00:00:00,BTC/USDT,22678.51361804,22991.36783266,21960.67548893,22456.49317223,5161666.0308834,231.80401696
1658448000,2022-07-22 00:00:00,BTC/USDT,23146.81530402,23737.0851418,22515.73304638,22682.06663113,4510801.03448845,194.96691886
1658361600,2022-07-21 00:00:00,BTC/USDT,23215.18871866,23418.82024334,22351.89999999,23149.67786104,4184933.55845805,182.83380937
1658275200,2022-07-20 00:00:00,BTC/USDT,23408.55179365,24256.90404211,22930.0,23218.67917343,4842564.03296472,205.34948072
1658188800,2022-07-19 00:00:00,BTC/USDT,22445.3062905,23794.0,21596.83114111,23399.15912738,8434621.11729664,373.92102937
1658102400,2022-07-18 00:00:00,BTC/USDT,20790.11484539,22756.0,20768.94152775,22464.36409513,7141704.62414998,325.21792656
1658016000,2022-07-17 00:00:00,BTC/USDT,21192.53584196,21651.13231378,20740.0,20790.15586198,3826222.08293706,180.3359693
1657929600,2022-07-16 00:00:00,BTC/USDT,20822.86313536,21572.24629698,20483.58199889,21203.03549096,4519323.68266941,214.79154116
1657843200,2022-07-15 00:00:00,BTC/USDT,20581.94686392,21189.18580867,20391.15908215,20823.77803165,4295408.37561437,205.99671187
1657756800,2022-07-14 00:00:00,BTC/USDT,20235.03487463,20883.66261884,19623.24829291,20581.94686393,4065408.68468143,201.08096838
1657670400,2022-07-13 00:00:00,BTC/USDT,19348.57336693,20338.52298034,18942.50621646,20239.10036803,10560911.79101852,538.63052864
1657584000,2022-07-12 00:00:00,BTC/USDT,19964.97518086,20050.62069642,19251.19904623,19329.29410983,6193021.88048318,314.33928519
1657497600,2022-07-11 00:00:00,BTC/USDT,20853.7852213,20853.7852213,19893.57862247,19966.38255876,5293085.78167183,259.29707862
1657411200,2022-07-10 00:00:00,BTC/USDT,21591.93031902,21597.32212868,20664.23043554,20853.71198725,2627865.32966023,124.40352893
1657324800,2022-07-09 00:00:00,BTC/USDT,21590.0843711,21954.147477,21343.59703796,21593.7210715,3197953.37991339,147.91791722
1657238400,2022-07-08 00:00:00,BTC/USDT,21629.51860944,22476.96394188,21200.0,21614.56439391,8908980.96400595,410.16494698
1657152000,2022-07-07 00:00:00,BTC/USDT,20558.37196665,21830.23934497,20281.35555103,21622.8594654,5881741.0579894,280.30472673
1657065600,2022-07-06 00:00:00,BTC/USDT,20178.5,20664.23043554,19778.23088673,20558.37181986,5313994.49360439,262.25818302
1656979200,2022-07-05 00:00:00,BTC/USDT,20236.53247569,20738.04812063,19311.27185772,20204.76150373,7026927.33503603,351.15739265
1656892800,2022-07-04 00:00:00,BTC/USDT,19315.0,20322.0,19060.26164301,20228.76774862,3790277.04249753,192.29666544
1656806400,2022-07-03 00:00:00,BTC/USDT,19248.63769314,19629.5630712,18790.63195014,19312.51360447,2332019.64541541,121.58403473
1656720000,2022-07-02 00:00:00,BTC/USDT,19275.80499089,19437.41276465,18987.12389191,19248.21183342,1524506.48626436,79.2351887
1656633600,2022-07-01 00:00:00,BTC/USDT,19939.94424264,20864.21683808,18991.89950959,19271.66830997,5279649.20351033,268.0211633
1656547200,2022-06-30 00:00:00,BTC/USDT,20116.48150381,20161.51786529,18616.30350002,19932.26116002,6429913.48788498,333.84152023
1656460800,2022-06-29 00:00:00,BTC/USDT,20280.19272227,20419.587507,19855.5,20111.77569302,3314735.6242644,164.86111116
1656374400,2022-06-28 00:00:00,BTC/USDT,20730.30345432,21200.07825822,20210.67226095,20270.57735361,3217287.79204951,155.77177207
1656288000,2022-06-27 00:00:00,BTC/USDT,21039.38384944,21532.95221345,20526.99844686,20730.30345433,3702950.04831095,176.91772079
1656201600,2022-06-26 00:00:00,BTC/USDT,21484.25179047,21873.0,20985.821782,21048.43978086,2185209.94372756,101.97849036
1656115200,2022-06-25 00:00:00,BTC/USDT,21243.26237817,21599.0,20919.6755607,21485.16180992,2069073.78482394,97.35451045
