https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume DEFIBULL,Volume USDT
1663545600000.0,2022-09-19 00:00:00,DEFIBULL/USDT,0.01092,0.011045,0.010715,0.011045,0.0,0.0
1663542000000.0,2022-09-18 23:00:00,DEFIBULL/USDT,0.0109025,0.0110975,0.01076,0.01092,87869.19642857143,959.531625
1663538400000.0,2022-09-18 22:00:00,DEFIBULL/USDT,0.01084,0.0109125,0.01065,0.0109025,0.0,0.0
1663534800000.0,2022-09-18 21:00:00,DEFIBULL/USDT,0.012785,0.012895,0.010585,0.01084,49102.37546125461,532.26975
1663531200000.0,2022-09-18 20:00:00,DEFIBULL/USDT,0.012945,0.012945,0.012665,0.012785,0.0,0.0
1663527600000.0,2022-09-18 19:00:00,DEFIBULL/USDT,0.012945,0.013055,0.01284,0.012945,0.0,0.0
1663524000000.0,2022-09-18 18:00:00,DEFIBULL/USDT,0.01292,0.012985,0.01274,0.012945,57940.00000000001,750.0333
1663520400000.0,2022-09-18 17:00:00,DEFIBULL/USDT,0.012945,0.01314,0.012745,0.01292,0.0,0.0
1663516800000.0,2022-09-18 16:00:00,DEFIBULL/USDT,0.014195,0.014345,0.012945,0.012945,16820.12746234067,217.73655
1663513200000.0,2022-09-18 15:00:00,DEFIBULL/USDT,0.01426,0.01435,0.01408,0.014195,0.0,0.0
1663509600000.0,2022-09-18 14:00:00,DEFIBULL/USDT,0.0145,0.0145,0.01404,0.01426,0.0,0.0
1663506000000.0,2022-09-18 13:00:00,DEFIBULL/USDT,0.014585,0.01461,0.01435,0.0145,0.0,0.0
1663502400000.0,2022-09-18 12:00:00,DEFIBULL/USDT,0.01442,0.01461,0.01435,0.014585,0.0,0.0
1663498800000.0,2022-09-18 11:00:00,DEFIBULL/USDT,0.01441,0.01457,0.01435,0.01442,0.0,0.0
1663495200000.0,2022-09-18 10:00:00,DEFIBULL/USDT,0.01435,0.01467,0.01435,0.01441,0.0,0.0
1663491600000.0,2022-09-18 09:00:00,DEFIBULL/USDT,0.01519,0.01526,0.01435,0.01435,40.0,0.574
1663488000000.0,2022-09-18 08:00:00,DEFIBULL/USDT,0.01519,0.01527,0.01519,0.01519,0.0,0.0
1663484400000.0,2022-09-18 07:00:00,DEFIBULL/USDT,0.015175,0.015245,0.015175,0.01519,700.9084924292298,10.6468
1663480800000.0,2022-09-18 06:00:00,DEFIBULL/USDT,0.01527,0.01534,0.015175,0.015175,0.0,0.0
1663477200000.0,2022-09-18 05:00:00,DEFIBULL/USDT,0.015175,0.0153,0.015175,0.01527,0.0,0.0
1663473600000.0,2022-09-18 04:00:00,DEFIBULL/USDT,0.01516,0.015175,0.01516,0.015175,0.0,0.0
1663470000000.0,2022-09-18 03:00:00,DEFIBULL/USDT,0.01518,0.015205,0.015075,0.01516,0.0,0.0
