https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ADS,Volume USDT
1661644800,2022-08-28 00:00:00,ADS/USDT,0.1106,0.1156,0.105,0.1053,208019.6958,22567.10645063
1661558400,2022-08-27 00:00:00,ADS/USDT,0.1051,0.1235,0.105,0.1101,375648.382,43026.09108726
1661472000,2022-08-26 00:00:00,ADS/USDT,0.1204,0.1216,0.105,0.1062,527280.0051,58949.44493667
1661385600,2022-08-25 00:00:00,ADS/USDT,0.1234,0.1459,0.1174,0.121,600738.2987,74819.26097667
1661299200,2022-08-24 00:00:00,ADS/USDT,0.1289,0.13,0.1131,0.1234,357781.1611,43601.60601239
1661212800,2022-08-23 00:00:00,ADS/USDT,0.129,0.1353,0.11,0.1301,911808.1313,111387.57602191
1661126400,2022-08-22 00:00:00,ADS/USDT,0.1424,0.155,0.1188,0.129,812002.0151,111225.08427673
1661040000,2022-08-21 00:00:00,ADS/USDT,0.1336,0.1647,0.1028,0.1425,3246289.38556613,410204.241878634783
1660953600,2022-08-20 00:00:00,ADS/USDT,0.1501,0.1593,0.1328,0.1342,386685.3216,56488.75055744
1660867200,2022-08-19 00:00:00,ADS/USDT,0.1662,0.1662,0.1501,0.1501,343624.7564,53552.64746261
1660780800,2022-08-18 00:00:00,ADS/USDT,0.1757,0.1759,0.1655,0.1662,209077.7239,35211.0133633
1660694400,2022-08-17 00:00:00,ADS/USDT,0.1827,0.1876,0.172,0.176,340627.5532,61707.28628656
1660608000,2022-08-16 00:00:00,ADS/USDT,0.2004,0.2004,0.182,0.1825,483929.4358,91245.59802312
1660521600,2022-08-15 00:00:00,ADS/USDT,0.2227,0.2265,0.2,0.2005,351928.6162,74414.98170919
1660435200,2022-08-14 00:00:00,ADS/USDT,0.2428,0.2432,0.22,0.2229,273176.5685,62165.48261754
1660348800,2022-08-13 00:00:00,ADS/USDT,0.2487,0.2514,0.237,0.2428,307070.5919,74919.50278711
1660262400,2022-08-12 00:00:00,ADS/USDT,0.2643,0.2657,0.2478,0.2478,179569.7908,46146.98820217
1660176000,2022-08-11 00:00:00,ADS/USDT,0.2707,0.2719,0.2564,0.2642,331043.0551,87300.65905227
1660089600,2022-08-10 00:00:00,ADS/USDT,0.2705,0.2796,0.2695,0.271,296203.7174,81372.64364931
1660003200,2022-08-09 00:00:00,ADS/USDT,0.285,0.2899,0.2618,0.2705,426010.8153,117371.91086208
1659916800,2022-08-08 00:00:00,ADS/USDT,0.2782,0.2905,0.2673,0.285,329464.9821,91675.00844656
1659830400,2022-08-07 00:00:00,ADS/USDT,0.2584,0.2798,0.2584,0.2775,277671.5464,73834.75468961
1659744000,2022-08-06 00:00:00,ADS/USDT,0.2606,0.2678,0.2581,0.2584,122960.7511,32182.06366375
1659657600,2022-08-05 00:00:00,ADS/USDT,0.2646,0.2819,0.2594,0.2606,360211.9216,98108.89667001
1659571200,2022-08-04 00:00:00,ADS/USDT,0.2399,0.2824,0.2396,0.2641,512438.33205136,136070.217141613488
1659484800,2022-08-03 00:00:00,ADS/USDT,0.2366,0.2447,0.2305,0.2414,335192.5031,79403.57661129
1659398400,2022-08-02 00:00:00,ADS/USDT,0.2203,0.2395,0.218,0.2367,296001.9322,67388.78121746
1659312000,2022-08-01 00:00:00,ADS/USDT,0.2331,0.2345,0.216,0.2203,271597.8983,60400.80804221
1659225600,2022-07-31 00:00:00,ADS/USDT,0.245,0.2465,0.2332,0.2332,212307.9419,51292.17697792
1659139200,2022-07-30 00:00:00,ADS/USDT,0.2547,0.2551,0.234,0.245,347168.6926,84708.10475296
1659052800,2022-07-29 00:00:00,ADS/USDT,0.2388,0.2598,0.2388,0.2549,281985.3612,70691.50412354
1658966400,2022-07-28 00:00:00,ADS/USDT,0.2102,0.2674,0.2102,0.2391,1025640.5879,237956.68149738
1658880000,2022-07-27 00:00:00,ADS/USDT,0.177,0.241,0.1757,0.2102,1342665.912317,280929.0764176483
1658793600,2022-07-26 00:00:00,ADS/USDT,0.1701,0.1788,0.16,0.1769,368634.8457,61968.74945214
1658707200,2022-07-25 00:00:00,ADS/USDT,0.175,0.1803,0.1646,0.1701,458366.3004,79324.06991981
1658620800,2022-07-24 00:00:00,ADS/USDT,0.1591,0.1752,0.159,0.1752,183289.3867,30955.3940129
1658534400,2022-07-23 00:00:00,ADS/USDT,0.1641,0.1657,0.156,0.1591,135339.8529,21688.51403366
1658448000,2022-07-22 00:00:00,ADS/USDT,0.1588,0.1661,0.1588,0.1642,277635.9247,45373.46039111
1658361600,2022-07-21 00:00:00,ADS/USDT,0.1558,0.1599,0.1533,0.1587,241618.1453,37973.79279363
1658275200,2022-07-20 00:00:00,ADS/USDT,0.1712,0.1717,0.153,0.1556,302463.98390367,49184.956672320899
1658188800,2022-07-19 00:00:00,ADS/USDT,0.1563,0.1765,0.1562,0.1711,500850.79125013,83274.179492905757
1658102400,2022-07-18 00:00:00,ADS/USDT,0.1314,0.162,0.1303,0.1565,742653.33565071,109857.184802439834
1658016000,2022-07-17 00:00:00,ADS/USDT,0.1279,0.1362,0.1214,0.1313,334171.25085448,43107.592920265931
1657929600,2022-07-16 00:00:00,ADS/USDT,0.1247,0.1333,0.1207,0.128,564565.09597671,71469.104945873005
1657843200,2022-07-15 00:00:00,ADS/USDT,0.1142,0.1454,0.1092,0.1247,1628206.68349479,199433.114992024525
1657756800,2022-07-14 00:00:00,ADS/USDT,0.1012,0.1146,0.0985,0.1146,476715.2039197,50264.083167482397
1657670400,2022-07-13 00:00:00,ADS/USDT,0.1048,0.1054,0.0972,0.1007,296259.45288732,29619.452823919793
1657584000,2022-07-12 00:00:00,ADS/USDT,0.1019,0.1066,0.1009,0.1052,101951.39425317,10632.941504551437
1657497600,2022-07-11 00:00:00,ADS/USDT,0.1021,0.1049,0.1008,0.1024,335465.88850787,34736.606883188981
1657411200,2022-07-10 00:00:00,ADS/USDT,0.1013,0.1034,0.0998,0.1032,263724.27286979,26943.77527958955
1657324800,2022-07-09 00:00:00,ADS/USDT,0.0996,0.1018,0.0988,0.1018,147391.38149124,14835.363777207908
1657238400,2022-07-08 00:00:00,ADS/USDT,0.0996,0.1018,0.0935,0.1001,319739.70604907,31723.138535558459
1657152000,2022-07-07 00:00:00,ADS/USDT,0.0953,0.1003,0.0885,0.1001,663958.0295251,62918.707494124785
1657065600,2022-07-06 00:00:00,ADS/USDT,0.0992,0.1003,0.0946,0.0952,397781.25762906,38658.140513938973
1656979200,2022-07-05 00:00:00,ADS/USDT,0.0969,0.1003,0.095,0.099,292239.23730151,28681.730783422009
1656892800,2022-07-04 00:00:00,ADS/USDT,0.0894,0.0975,0.0872,0.0969,259318.60965593,24134.556072022941
1656806400,2022-07-03 00:00:00,ADS/USDT,0.0958,0.0965,0.0876,0.0901,347754.63225915,31643.297249035947
1656720000,2022-07-02 00:00:00,ADS/USDT,0.0947,0.0974,0.0917,0.0965,291346.06731614,27644.594302388892
1656633600,2022-07-01 00:00:00,ADS/USDT,0.0907,0.0959,0.0881,0.0942,671639.28221531,61735.493167614631
1656547200,2022-06-30 00:00:00,ADS/USDT,0.0883,0.0916,0.084,0.0915,536138.15102878,47665.471455122733
1656460800,2022-06-29 00:00:00,ADS/USDT,0.0963,0.0978,0.0858,0.0885,584126.47531774,52198.793860936663
1656374400,2022-06-28 00:00:00,ADS/USDT,0.1074,0.1083,0.0936,0.0953,1016993.16679443,102821.598525903789
1656288000,2022-06-27 00:00:00,ADS/USDT,0.1161,0.1184,0.1058,0.1078,737411.06230558,80347.970014346159
1656201600,2022-06-26 00:00:00,ADS/USDT,0.1124,0.1182,0.1098,0.1161,914566.97333211,104053.244439885803
1656115200,2022-06-25 00:00:00,ADS/USDT,0.1128,0.1189,0.1101,0.1122,139423.23601835,16015.586477378921
1656028800,2022-06-24 00:00:00,ADS/USDT,0.1127,0.1199,0.1101,0.1134,243602.02508042,27768.252540859455
1655942400,2022-06-23 00:00:00,ADS/USDT,0.1101,0.1142,0.108,0.1126,142681.86953676,15897.946026103128
1655856000,2022-06-22 00:00:00,ADS/USDT,0.1178,0.1186,0.1101,0.1107,235537.38653104,26762.820180839711
1655769600,2022-06-21 00:00:00,ADS/USDT,0.1144,0.1226,0.1116,0.1178,214846.78305789,25163.042573484432
1655683200,2022-06-20 00:00:00,ADS/USDT,0.1137,0.12,0.1099,0.113,205228.44626086,23620.530473799686
1655596800,2022-06-19 00:00:00,ADS/USDT,0.1094,0.1235,0.1,0.1148,689460.54382267,75294.395817695052
1655510400,2022-06-18 00:00:00,ADS/USDT,0.1117,0.1233,0.105,0.11,308548.05999526,35127.300103165076
1655424000,2022-06-17 00:00:00,ADS/USDT,0.1206,0.1307,0.1098,0.1128,340780.82613834,40463.843190382235
1655337600,2022-06-16 00:00:00,ADS/USDT,0.1177,0.121,0.0981,0.1206,374902.74731913,40947.335853674002
1655251200,2022-06-15 00:00:00,ADS/USDT,0.0999,0.126,0.0891,0.1177,619070.13006439,62857.386486459314
1655164800,2022-06-14 00:00:00,ADS/USDT,0.0898,0.1024,0.0897,0.0993,438745.33431559,43014.382497540208
1655078400,2022-06-13 00:00:00,ADS/USDT,0.1075,0.1166,0.073,0.0898,1939698.4755014,176077.490055841395
1654992000,2022-06-12 00:00:00,ADS/USDT,0.126,0.1263,0.1071,0.108,240463.11715418,28517.69827701485
1654905600,2022-06-11 00:00:00,ADS/USDT,0.1354,0.1354,0.125,0.1259,257975.84505714,33721.020671078372
1654819200,2022-06-10 00:00:00,ADS/USDT,0.1421,0.1426,0.1342,0.1351,104412.57583085,14379.736428213785
1654732800,2022-06-09 00:00:00,ADS/USDT,0.1433,0.1454,0.1414,0.1426,137160.25295639,19602.45650202929
1654646400,2022-06-08 00:00:00,ADS/USDT,0.1428,0.1448,0.1396,0.143,317557.73115097,45091.733483306783
1654560000,2022-06-07 00:00:00,ADS/USDT,0.1558,0.1577,0.1375,0.1434,496259.5471174,71780.305737340908
1654473600,2022-06-06 00:00:00,ADS/USDT,0.1524,0.1587,0.1522,0.1566,413126.93992439,64284.260525013716
1654387200,2022-06-05 00:00:00,ADS/USDT,0.1512,0.1534,0.1497,0.1524,376458.06373139,56901.135493164913
1654300800,2022-06-04 00:00:00,ADS/USDT,0.1519,0.1523,0.1482,0.1515,228826.71125766,34409.775064556087
1654214400,2022-06-03 00:00:00,ADS/USDT,0.1547,0.1563,0.1476,0.1515,559452.37412024,85494.477198057488
1654128000,2022-06-02 00:00:00,ADS/USDT,0.1549,0.157,0.1531,0.1551,317010.44067968,49223.975885109573
1654041600,2022-06-01 00:00:00,ADS/USDT,0.1556,0.1636,0.154,0.1556,477479.92663949,75270.593757431843
1653955200,2022-05-31 00:00:00,ADS/USDT,0.1567,0.159,0.154,0.1557,359666.70358121,56056.112921015202
1653868800,2022-05-30 00:00:00,ADS/USDT,0.1531,0.16,0.1531,0.1559,365287.03815109,57539.145239716701
1653782400,2022-05-29 00:00:00,ADS/USDT,0.1499,0.154,0.1492,0.1535,295396.51796301,44568.077092501709
1653696000,2022-05-28 00:00:00,ADS/USDT,0.1522,0.1546,0.1447,0.1509,368037.97182324,55303.507999732338
1653609600,2022-05-27 00:00:00,ADS/USDT,0.153,0.1537,0.1445,0.1532,425015.11101266,63470.752193393444
1653523200,2022-05-26 00:00:00,ADS/USDT,0.1517,0.1549,0.1437,0.1534,440491.52388256,65979.847232276989
1653436800,2022-05-25 00:00:00,ADS/USDT,0.1525,0.1544,0.1503,0.152,366920.08453575,55861.503309760061
1653350400,2022-05-24 00:00:00,ADS/USDT,0.1555,0.1575,0.1496,0.1536,411244.53087066,63255.664346858035
1653264000,2022-05-23 00:00:00,ADS/USDT,0.1545,0.1629,0.1522,0.1559,490686.56134699,76542.775791404735
1653177600,2022-05-22 00:00:00,ADS/USDT,0.1471,0.155,0.146,0.1548,345553.86128386,51390.228329424533
1653091200,2022-05-21 00:00:00,ADS/USDT,0.1489,0.1503,0.145,0.1466,275784.90658437,40732.616315408594
1653004800,2022-05-20 00:00:00,ADS/USDT,0.154,0.1545,0.1472,0.1494,477608.75909932,71968.220638830195
1652918400,2022-05-19 00:00:00,ADS/USDT,0.1428,0.1571,0.1388,0.1537,628057.62300892,92417.343942265937
1652832000,2022-05-18 00:00:00,ADS/USDT,0.1659,0.1664,0.1325,0.1425,757884.1528395,114490.788890890009
1652745600,2022-05-17 00:00:00,ADS/USDT,0.1636,0.1737,0.1624,0.1659,455570.29070578,76524.234526594327
1652659200,2022-05-16 00:00:00,ADS/USDT,0.163,0.1646,0.1559,0.1633,382863.36361784,61513.580111138122
1652572800,2022-05-15 00:00:00,ADS/USDT,0.1555,0.1642,0.1468,0.1631,536605.24544935,82754.221171437494
1652486400,2022-05-14 00:00:00,ADS/USDT,0.1364,0.1566,0.1268,0.1557,849452.53095344,116384.269458799456
1652400000,2022-05-13 00:00:00,ADS/USDT,0.1423,0.1597,0.1337,0.1364,1511791.75068549,217425.452766998817
1652313600,2022-05-12 00:00:00,ADS/USDT,0.1613,0.1655,0.1394,0.1428,1344014.25148281,199204.271132087793
1652227200,2022-05-11 00:00:00,ADS/USDT,0.1876,0.1887,0.1605,0.1613,875922.45093248,150208.457732752301
1652140800,2022-05-10 00:00:00,ADS/USDT,0.198,0.2032,0.1792,0.1868,557273.75914448,109836.316716111163
1652054400,2022-05-09 00:00:00,ADS/USDT,0.2223,0.2231,0.1975,0.1982,1336413.36930438,276293.590240842854
1651968000,2022-05-08 00:00:00,ADS/USDT,0.2206,0.2226,0.2,0.2226,601174.89657093,127470.926944835375
1651881600,2022-05-07 00:00:00,ADS/USDT,0.224,0.226,0.2205,0.2212,300268.17837114,67394.156845218335
1651795200,2022-05-06 00:00:00,ADS/USDT,0.2259,0.2265,0.2231,0.2235,278091.60015115,62607.770780092796
1651708800,2022-05-05 00:00:00,ADS/USDT,0.234,0.235,0.2253,0.2265,441285.40484362,101870.02751572453
1651622400,2022-05-04 00:00:00,ADS/USDT,0.2206,0.2339,0.2159,0.2332,328519.42548845,73553.910585026755
1651536000,2022-05-03 00:00:00,ADS/USDT,0.2287,0.232,0.2205,0.221,310939.07481559,70328.975284981932
1651449600,2022-05-02 00:00:00,ADS/USDT,0.2203,0.2311,0.22,0.23,414784.22547655,92627.229512719478
1651363200,2022-05-01 00:00:00,ADS/USDT,0.2199,0.2213,0.2186,0.2207,282865.98948901,62177.237179782982
1651276800,2022-04-30 00:00:00,ADS/USDT,0.2273,0.2304,0.2197,0.2199,310740.0769439,70279.835831692622
1651190400,2022-04-29 00:00:00,ADS/USDT,0.2373,0.2397,0.2258,0.228,420732.66692991,98824.235500927171
1651104000,2022-04-28 00:00:00,ADS/USDT,0.2332,0.2379,0.2291,0.2379,264689.49558517,61735.07467508165
1651017600,2022-04-27 00:00:00,ADS/USDT,0.2423,0.2429,0.2316,0.2327,377254.42086764,90285.879049553362
1650931200,2022-04-26 00:00:00,ADS/USDT,0.2581,0.2594,0.2417,0.2418,512572.55290892,128840.485960790112
1650844800,2022-04-25 00:00:00,ADS/USDT,0.2504,0.2603,0.242,0.2593,1054900.64335638,265745.412578301029
1650758400,2022-04-24 00:00:00,ADS/USDT,0.2487,0.2537,0.2468,0.2509,455749.10300834,113803.627921240012
1650672000,2022-04-23 00:00:00,ADS/USDT,0.2367,0.2534,0.2347,0.2487,579464.26753238,143017.894199066558
1650585600,2022-04-22 00:00:00,ADS/USDT,0.2621,0.2632,0.2334,0.2367,980733.61930954,248748.09232556167
1650499200,2022-04-21 00:00:00,ADS/USDT,0.2351,0.2992,0.233,0.2624,2187271.10887223,579068.652686438397
1650412800,2022-04-20 00:00:00,ADS/USDT,0.2291,0.2485,0.2291,0.236,705473.32573194,166473.278477112703
1650326400,2022-04-19 00:00:00,ADS/USDT,0.2302,0.2467,0.2265,0.2291,669450.74771884,158578.879352040155
1650240000,2022-04-18 00:00:00,ADS/USDT,0.2013,0.2332,0.1957,0.231,845274.09755282,180569.113244968454
1650153600,2022-04-17 00:00:00,ADS/USDT,0.2143,0.2163,0.2005,0.2015,484773.79372558,101899.308711021517
1650067200,2022-04-16 00:00:00,ADS/USDT,0.2001,0.2145,0.2,0.2133,565989.59255924,115262.449345959765
1649980800,2022-04-15 00:00:00,ADS/USDT,0.1863,0.2039,0.1858,0.2009,625258.13476866,121964.135944382207
1649894400,2022-04-14 00:00:00,ADS/USDT,0.2133,0.2152,0.1848,0.1872,830541.75839807,164319.359461692526
1649808000,2022-04-13 00:00:00,ADS/USDT,0.2132,0.216,0.19,0.2134,986244.00507646,200947.42391986621
1649721600,2022-04-12 00:00:00,ADS/USDT,0.2103,0.217,0.2005,0.214,584251.71981738,121315.659595646725
1649635200,2022-04-11 00:00:00,ADS/USDT,0.2259,0.23,0.187,0.2106,790714.03522808,166274.516024203942
1649548800,2022-04-10 00:00:00,ADS/USDT,0.2368,0.25,0.2258,0.2263,565603.70709569,135294.5109828426
1649462400,2022-04-09 00:00:00,ADS/USDT,0.2261,0.2369,0.2211,0.236,363257.70783023,82360.112267941122
1649376000,2022-04-08 00:00:00,ADS/USDT,0.2325,0.2328,0.215,0.2269,582052.12632415,130245.773348466895
1649289600,2022-04-07 00:00:00,ADS/USDT,0.2351,0.2402,0.2316,0.2327,245866.95086405,58163.764758021321
1649203200,2022-04-06 00:00:00,ADS/USDT,0.2448,0.2491,0.2303,0.2352,437475.44164199,104523.793323151597
1649116800,2022-04-05 00:00:00,ADS/USDT,0.2375,0.265,0.2358,0.2451,513336.18443127,127741.89308848382
1649030400,2022-04-04 00:00:00,ADS/USDT,0.2452,0.2504,0.2365,0.2388,482713.89853466,118003.992156795378
1648944000,2022-04-03 00:00:00,ADS/USDT,0.2364,0.25,0.2287,0.2458,636632.0442709,152017.24167502679
1648857600,2022-04-02 00:00:00,ADS/USDT,0.2518,0.2634,0.2289,0.2362,1235455.06858558,301723.370202959359
1648771200,2022-04-01 00:00:00,ADS/USDT,0.2815,0.3,0.2501,0.2518,1142941.66730869,317487.830271987453
1648684800,2022-03-31 00:00:00,ADS/USDT,0.2505,0.314,0.25,0.2816,1549835.06458014,445551.600225980752
1648598400,2022-03-30 00:00:00,ADS/USDT,0.239,0.2647,0.237,0.2514,845310.03344263,207888.018488089525
1648512000,2022-03-29 00:00:00,ADS/USDT,0.2083,0.2699,0.2066,0.2397,1954063.15119517,457488.454472505881
1648425600,2022-03-28 00:00:00,ADS/USDT,0.1829,0.2223,0.1792,0.2082,1945069.08047118,385371.69567328404
1648339200,2022-03-27 00:00:00,ADS/USDT,0.1706,0.1852,0.1703,0.1833,813881.49827434,144613.938827422787
1648252800,2022-03-26 00:00:00,ADS/USDT,0.183,0.185,0.165,0.1708,875791.07574506,152737.246663930173
1648166400,2022-03-25 00:00:00,ADS/USDT,0.173,0.1842,0.1722,0.183,525911.57158609,93686.692414759249
1648080000,2022-03-24 00:00:00,ADS/USDT,0.1787,0.1895,0.165,0.1731,949451.89226951,166647.307350827722
1647993600,2022-03-23 00:00:00,ADS/USDT,0.1544,0.1825,0.1513,0.1787,1024869.78115719,169855.024952779457
1647907200,2022-03-22 00:00:00,ADS/USDT,0.1556,0.1609,0.1475,0.1549,662959.06722761,102762.555031851617
1647820800,2022-03-21 00:00:00,ADS/USDT,0.1528,0.166,0.15,0.156,830132.81826649,129594.393145971743
1647734400,2022-03-20 00:00:00,ADS/USDT,0.144,0.164,0.1412,0.1531,1793768.98541186,265349.481029416266
1647648000,2022-03-19 00:00:00,ADS/USDT,0.1512,0.1549,0.1414,0.1444,2525495.04963481,372103.039549272486
1647561600,2022-03-18 00:00:00,ADS/USDT,0.1681,0.1681,0.1473,0.1513,2076462.02511767,318690.371510626775
1647475200,2022-03-17 00:00:00,ADS/USDT,0.1845,0.1864,0.1505,0.1684,1039114.67069731,170375.777267952001
1647388800,2022-03-16 00:00:00,ADS/USDT,0.1899,0.1947,0.18,0.1856,362254.41793044,67101.98308580815
1647302400,2022-03-15 00:00:00,ADS/USDT,0.1788,0.1988,0.1759,0.1899,302522.39024311,56108.952373355453
1647216000,2022-03-14 00:00:00,ADS/USDT,0.17,0.2032,0.1634,0.1787,557998.8524017,98223.742524298219
1647129600,2022-03-13 00:00:00,ADS/USDT,0.1581,0.18,0.155,0.1697,782838.0171307,132950.484366412257
1647043200,2022-03-12 00:00:00,ADS/USDT,0.1504,0.1643,0.1458,0.1582,921551.17638803,143144.475540638237
1646956800,2022-03-11 00:00:00,ADS/USDT,0.1407,0.1696,0.1402,0.1502,953466.74594372,145851.269913980481
1646870400,2022-03-10 00:00:00,ADS/USDT,0.1407,0.1528,0.1328,0.1402,658760.19645204,92595.741387754166
1646784000,2022-03-09 00:00:00,ADS/USDT,0.1453,0.1528,0.13,0.1406,1247527.44174983,172942.80437349086
1646697600,2022-03-08 00:00:00,ADS/USDT,0.1407,0.1517,0.1283,0.1456,1412602.26015049,192866.87878815679
1646611200,2022-03-07 00:00:00,ADS/USDT,0.1522,0.16,0.1388,0.1413,793418.34637382,117342.883816682682
1646524800,2022-03-06 00:00:00,ADS/USDT,0.159,0.1648,0.1515,0.1525,456455.74515904,70911.489388675119
1646438400,2022-03-05 00:00:00,ADS/USDT,0.1595,0.1647,0.1562,0.1591,1338430.43239784,212857.133984670711
1646352000,2022-03-04 00:00:00,ADS/USDT,0.1707,0.1833,0.1511,0.1596,1670741.97311414,269115.104934426919
1646265600,2022-03-03 00:00:00,ADS/USDT,0.1746,0.2089,0.1683,0.1711,1449979.90432547,268477.677396653693
1646179200,2022-03-02 00:00:00,ADS/USDT,0.1756,0.1878,0.1698,0.175,717477.46298276,125524.249566326146
1646092800,2022-03-01 00:00:00,ADS/USDT,0.1824,0.1914,0.1753,0.1756,687578.55677751,125772.553154842447
1646006400,2022-02-28 00:00:00,ADS/USDT,0.1878,0.1915,0.172,0.1821,928949.41461059,167161.473791372647
1645920000,2022-02-27 00:00:00,ADS/USDT,0.1728,0.2479,0.1636,0.1886,1925843.7862116,375674.104540962967
1645833600,2022-02-26 00:00:00,ADS/USDT,0.1783,0.18,0.17,0.1738,399320.21238863,69365.831693133862
1645747200,2022-02-25 00:00:00,ADS/USDT,0.1736,0.1875,0.1724,0.1787,495182.95408781,87948.79635696163
1645660800,2022-02-24 00:00:00,ADS/USDT,0.18,0.1806,0.16,0.1727,860403.22667872,145596.362147830147
1645574400,2022-02-23 00:00:00,ADS/USDT,0.1739,0.1936,0.1671,0.18,638832.41109663,112767.967824444051
1645488000,2022-02-22 00:00:00,ADS/USDT,0.1679,0.2927,0.1631,0.1739,1726627.63322982,343237.971416577029
1645401600,2022-02-21 00:00:00,ADS/USDT,0.1801,0.1844,0.1675,0.1684,402965.22775039,71132.474371382536
1645315200,2022-02-20 00:00:00,ADS/USDT,0.194,0.2012,0.1656,0.1801,505444.11823368,94883.997997421448
1645228800,2022-02-19 00:00:00,ADS/USDT,0.1964,0.2,0.1905,0.1945,215436.97847124,41723.097968781413
1645142400,2022-02-18 00:00:00,ADS/USDT,0.1973,0.2016,0.18,0.196,249011.86956494,48230.654080488956
1645056000,2022-02-17 00:00:00,ADS/USDT,0.2084,0.2124,0.1947,0.1973,354800.21631573,72959.355293565774
1644969600,2022-02-16 00:00:00,ADS/USDT,0.2126,0.2163,0.206,0.209,351343.74267021,73388.071163883067
1644883200,2022-02-15 00:00:00,ADS/USDT,0.2193,0.2208,0.2025,0.2132,605293.87960466,127866.510507405825
1644796800,2022-02-14 00:00:00,ADS/USDT,0.2179,0.2244,0.2141,0.2198,277384.43865383,60352.683896248438
1644710400,2022-02-13 00:00:00,ADS/USDT,0.2176,0.2312,0.2168,0.2179,467378.53956499,103701.351710558363
1644624000,2022-02-12 00:00:00,ADS/USDT,0.2244,0.23,0.21,0.218,639653.90589734,139519.152553154466
1644537600,2022-02-11 00:00:00,ADS/USDT,0.2247,0.245,0.2205,0.2237,769820.44084912,178887.658480528331
1644451200,2022-02-10 00:00:00,ADS/USDT,0.2132,0.245,0.2042,0.2251,1316099.80915266,290912.667580621875
1644364800,2022-02-09 00:00:00,ADS/USDT,0.2168,0.2185,0.2016,0.2142,755779.51539492,158200.475070407759
1644278400,2022-02-08 00:00:00,ADS/USDT,0.22,0.2316,0.2154,0.2174,1128452.90612969,253045.1729640387
1644192000,2022-02-07 00:00:00,ADS/USDT,0.2268,0.2491,0.2,0.2198,1092826.90347146,251759.452338491348
1644105600,2022-02-06 00:00:00,ADS/USDT,0.2264,0.234,0.222,0.2275,495997.94369489,112503.22231145024
1644019200,2022-02-05 00:00:00,ADS/USDT,0.2174,0.242,0.2172,0.2269,833244.75709257,191634.871302186639
1643932800,2022-02-04 00:00:00,ADS/USDT,0.1991,0.2412,0.1962,0.2177,1185099.34393656,255410.33308371033
1643846400,2022-02-03 00:00:00,ADS/USDT,0.2021,0.2065,0.1819,0.2,1965975.06624523,387928.819604131453
1643760000,2022-02-02 00:00:00,ADS/USDT,0.2101,0.2201,0.2,0.2022,1679171.38053929,346195.238986632209
1643673600,2022-02-01 00:00:00,ADS/USDT,0.2592,0.2611,0.2085,0.21,2179297.18614923,495111.501179895939
1643587200,2022-01-31 00:00:00,ADS/USDT,0.2234,0.5575,0.2182,0.2592,6491118.38255306,2399310.69797375191
