https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ADA,Volume USDT
1663408800,2022-09-17 10:00:00,ADA/USDT,0.476091,0.476095,0.473149,0.475735,320993.90168933,152379.82138596274782
1663405200,2022-09-17 09:00:00,ADA/USDT,0.4742,0.4766,0.47354,0.475942,272624.40224204,129555.64000586125266
1663401600,2022-09-17 08:00:00,ADA/USDT,0.476384,0.47689,0.474121,0.474217,258819.31514908,123010.48621166807127
1663398000,2022-09-17 07:00:00,ADA/USDT,0.476474,0.477229,0.475645,0.476372,314955.59847512,150148.22647683636909
1663394400,2022-09-17 06:00:00,ADA/USDT,0.474219,0.47647,0.474208,0.47647,215130.44835018,102227.91068401788346
1663390800,2022-09-17 05:00:00,ADA/USDT,0.477794,0.478021,0.47354,0.474204,807318.73314988,383828.48870639656324
1663387200,2022-09-17 04:00:00,ADA/USDT,0.477277,0.479949,0.477194,0.477793,1726574.39989865,825194.15857025815668
1663383600,2022-09-17 03:00:00,ADA/USDT,0.477934,0.478941,0.476581,0.477157,1613627.90004015,770425.50240939525477
1663380000,2022-09-17 02:00:00,ADA/USDT,0.478991,0.48,0.477454,0.477974,948051.39510114,453377.82786261888512
1663376400,2022-09-17 01:00:00,ADA/USDT,0.478518,0.480395,0.476351,0.478996,832943.07045197,398863.36970528785328
1663372800,2022-09-17 00:00:00,ADA/USDT,0.474633,0.48429,0.472452,0.478613,1899976.19816257,909999.52654967421234
1663369200,2022-09-16 23:00:00,ADA/USDT,0.469311,0.474829,0.468402,0.474676,841772.71555372,397364.80371197471258
1663365600,2022-09-16 22:00:00,ADA/USDT,0.46509,0.46982,0.464531,0.469252,933883.83662234,436983.2885590552318
1663362000,2022-09-16 21:00:00,ADA/USDT,0.467342,0.467413,0.46407,0.465005,502515.71714988,234172.94007648497264
1663358400,2022-09-16 20:00:00,ADA/USDT,0.461495,0.46782,0.4614,0.467254,857468.1516367,398632.51597822650804
1663354800,2022-09-16 19:00:00,ADA/USDT,0.460016,0.4629,0.459764,0.461564,348871.75625217,160999.76264269646169
1663351200,2022-09-16 18:00:00,ADA/USDT,0.458608,0.4617,0.456972,0.459976,590734.11863724,271458.89282327301116
1663347600,2022-09-16 17:00:00,ADA/USDT,0.457959,0.461164,0.455611,0.458542,1516316.43754992,695133.59401903276502
1663344000,2022-09-16 16:00:00,ADA/USDT,0.461475,0.461475,0.454525,0.457958,2384674.99395338,1092807.25660999235885
1663340400,2022-09-16 15:00:00,ADA/USDT,0.459952,0.46256,0.458511,0.461499,849852.24184838,391150.47969894992829
1663336800,2022-09-16 14:00:00,ADA/USDT,0.45562,0.46271,0.455112,0.459956,938576.36933452,431450.14038465154054
1663333200,2022-09-16 13:00:00,ADA/USDT,0.461544,0.462593,0.454,0.45562,2549946.67394522,1173005.27575414277626
1663329600,2022-09-16 12:00:00,ADA/USDT,0.46504,0.465303,0.460846,0.461436,409605.23835364,189543.79317471721559
1663326000,2022-09-16 11:00:00,ADA/USDT,0.464521,0.465458,0.463682,0.465048,433999.8188375,201669.92115858531478
1663322400,2022-09-16 10:00:00,ADA/USDT,0.462605,0.465495,0.462517,0.464596,228093.9723829,105810.01363805793617
1663318800,2022-09-16 09:00:00,ADA/USDT,0.457599,0.463152,0.457421,0.462606,478720.03396014,220539.73245455926591
1663315200,2022-09-16 08:00:00,ADA/USDT,0.465809,0.46614,0.456153,0.457851,1417714.64591931,653604.57166248944532
1663311600,2022-09-16 07:00:00,ADA/USDT,0.466279,0.467539,0.465227,0.465817,131318.18041411,61236.72953291966278
1663308000,2022-09-16 06:00:00,ADA/USDT,0.468043,0.468842,0.46559,0.466278,230882.34802649,107877.90011054412018
1663304400,2022-09-16 05:00:00,ADA/USDT,0.467204,0.470091,0.467169,0.468039,443398.33181303,207678.7594936377362
1663300800,2022-09-16 04:00:00,ADA/USDT,0.468638,0.47043,0.467165,0.467171,308046.97500385,144362.32198638341707
1663297200,2022-09-16 03:00:00,ADA/USDT,0.466251,0.468987,0.464955,0.468687,493877.87935692,230841.86541634317856
1663293600,2022-09-16 02:00:00,ADA/USDT,0.466866,0.4674,0.463686,0.466252,782233.53518432,363980.40220906217565
1663290000,2022-09-16 01:00:00,ADA/USDT,0.468799,0.469579,0.465841,0.466921,545663.36654058,255256.08891141022671
1663286400,2022-09-16 00:00:00,ADA/USDT,0.466196,0.468819,0.460949,0.468735,1512863.11325701,704251.45775857863137
1663282800,2022-09-15 23:00:00,ADA/USDT,0.464534,0.46684,0.462558,0.466212,607753.87110123,282592.27432755371985
1663279200,2022-09-15 22:00:00,ADA/USDT,0.467251,0.467457,0.4625,0.46494,1270766.9792206,590865.14220799388297
1663275600,2022-09-15 21:00:00,ADA/USDT,0.470312,0.470312,0.46636,0.46725,422368.94537618,197752.33026175794411
1663272000,2022-09-15 20:00:00,ADA/USDT,0.468354,0.470603,0.468353,0.470394,529443.14267558,248731.18376768139811
1663268400,2022-09-15 19:00:00,ADA/USDT,0.466786,0.46957,0.466438,0.468375,879924.77204323,411332.50952279430627
1663264800,2022-09-15 18:00:00,ADA/USDT,0.468612,0.469778,0.466604,0.466653,669550.77740596,313468.39494366467474
1663261200,2022-09-15 17:00:00,ADA/USDT,0.470029,0.47104,0.468419,0.4686,757465.75828918,355819.40090067921354
1663257600,2022-09-15 16:00:00,ADA/USDT,0.467568,0.470986,0.466487,0.470094,604159.84056079,283170.02015400034814
1663254000,2022-09-15 15:00:00,ADA/USDT,0.467724,0.471151,0.462629,0.467609,1961351.22123698,915832.93048832232463
1663250400,2022-09-15 14:00:00,ADA/USDT,0.476179,0.47885,0.46599,0.467723,1972028.60888848,927415.20675339641597
1663246800,2022-09-15 13:00:00,ADA/USDT,0.475933,0.476525,0.47282,0.476181,555980.1596669,263964.61915445851959
1663243200,2022-09-15 12:00:00,ADA/USDT,0.474753,0.47748,0.473639,0.475622,506298.35299091,240758.96410297045667
1663239600,2022-09-15 11:00:00,ADA/USDT,0.473296,0.47489,0.470869,0.474486,525185.82378155,248292.10426435187679
1663236000,2022-09-15 10:00:00,ADA/USDT,0.474808,0.477154,0.47295,0.47329,424763.87685034,201839.03991503475138
1663232400,2022-09-15 09:00:00,ADA/USDT,0.47521,0.4759,0.472661,0.4747,333712.38088154,158340.97332201679843
1663228800,2022-09-15 08:00:00,ADA/USDT,0.477676,0.477676,0.47276,0.475133,724366.03806078,343622.59392159192348
1663225200,2022-09-15 07:00:00,ADA/USDT,0.474167,0.482131,0.473116,0.477586,1427343.77649801,683083.14989456296536
1663221600,2022-09-15 06:00:00,ADA/USDT,0.472173,0.47987,0.464355,0.47439,3460978.48120861,1635407.79361396885138
1663218000,2022-09-15 05:00:00,ADA/USDT,0.469055,0.47241,0.467202,0.472097,734257.98595669,345676.25272455043084
1663214400,2022-09-15 04:00:00,ADA/USDT,0.470452,0.470508,0.466493,0.468903,1821474.51092039,853510.67324564849833
1663210800,2022-09-15 03:00:00,ADA/USDT,0.472295,0.47262,0.465655,0.470442,1535888.54622136,720462.29731513776502
1663207200,2022-09-15 02:00:00,ADA/USDT,0.47777,0.47777,0.47,0.472243,1204915.13851991,569338.01051110739131
1663203600,2022-09-15 01:00:00,ADA/USDT,0.478783,0.479326,0.47448,0.477765,832354.02130152,396913.33939363393671
1663200000,2022-09-15 00:00:00,ADA/USDT,0.480895,0.481143,0.476501,0.478764,1823692.42305228,872834.95336955447109
1663196400,2022-09-14 23:00:00,ADA/USDT,0.480986,0.482661,0.479641,0.480901,448656.15157166,215904.97261144807013
1663192800,2022-09-14 22:00:00,ADA/USDT,0.480672,0.483669,0.480143,0.480999,679133.60074593,327350.76626014889611
1663189200,2022-09-14 21:00:00,ADA/USDT,0.479976,0.48162,0.4774,0.480637,430250.89297325,206186.61456235989681
1663185600,2022-09-14 20:00:00,ADA/USDT,0.480417,0.482079,0.47842,0.479947,538025.69368702,258302.01598054311993
1663182000,2022-09-14 19:00:00,ADA/USDT,0.477186,0.480629,0.476198,0.480602,747989.40463355,358010.94240711382934
1663178400,2022-09-14 18:00:00,ADA/USDT,0.479739,0.48239,0.473,0.477113,3384149.19795185,1616539.36947663041093
1663174800,2022-09-14 17:00:00,ADA/USDT,0.480405,0.485079,0.47967,0.47967,868367.06881396,418880.32992849046984
1663171200,2022-09-14 16:00:00,ADA/USDT,0.482034,0.483155,0.47783,0.480561,1140047.00600169,547843.27427875688657
1663167600,2022-09-14 15:00:00,ADA/USDT,0.485089,0.485224,0.481691,0.481787,1127985.45882624,545514.9632080546673
1663164000,2022-09-14 14:00:00,ADA/USDT,0.484577,0.48711,0.479247,0.484922,2515905.62339612,1214562.6395196775508
1663160400,2022-09-14 13:00:00,ADA/USDT,0.477745,0.485,0.476119,0.484734,2038643.69391277,978377.03904365908085
1663156800,2022-09-14 12:00:00,ADA/USDT,0.472117,0.482205,0.46874,0.477862,2518444.46830731,1201368.76625758498015
1663153200,2022-09-14 11:00:00,ADA/USDT,0.473935,0.474949,0.47055,0.472108,1162420.9040313,549211.4226164974352
1663149600,2022-09-14 10:00:00,ADA/USDT,0.473154,0.474173,0.471813,0.473997,501047.56056694,237043.89048406632534
1663146000,2022-09-14 09:00:00,ADA/USDT,0.472297,0.474691,0.470571,0.473236,482121.30345332,228020.71885602264467
1663142400,2022-09-14 08:00:00,ADA/USDT,0.472879,0.4738,0.468339,0.472366,724159.41727869,341285.66239056637593
1663138800,2022-09-14 07:00:00,ADA/USDT,0.471287,0.47354,0.46857,0.47305,538349.5352697,253878.75001025252125
1663135200,2022-09-14 06:00:00,ADA/USDT,0.473525,0.475994,0.47027,0.47127,924057.18836579,437980.87090708759056
1663131600,2022-09-14 05:00:00,ADA/USDT,0.474649,0.47554,0.473205,0.473442,186567.56671692,88525.58319080276077
1663128000,2022-09-14 04:00:00,ADA/USDT,0.472968,0.474997,0.47187,0.474558,453035.89513496,214364.60958440973713
1663124400,2022-09-14 03:00:00,ADA/USDT,0.47305,0.474764,0.471944,0.472998,583314.2369403,276158.83990470232491
1663120800,2022-09-14 02:00:00,ADA/USDT,0.468964,0.4732,0.468952,0.47305,1468647.99531072,691533.78269208736646
1663117200,2022-09-14 01:00:00,ADA/USDT,0.467899,0.46946,0.467131,0.469037,431382.6511196,202100.30803239811613
1663113600,2022-09-14 00:00:00,ADA/USDT,0.463903,0.468136,0.46211,0.467851,1000570.48478436,466235.09296408520937
1663110000,2022-09-13 23:00:00,ADA/USDT,0.46706,0.467133,0.461411,0.463912,1328241.45346251,616644.26577358815466
1663106400,2022-09-13 22:00:00,ADA/USDT,0.468971,0.469915,0.465426,0.46712,840345.76393779,393107.26511562426489
1663102800,2022-09-13 21:00:00,ADA/USDT,0.470928,0.471854,0.465,0.468991,1247539.9782378,584925.2430779781642
1663099200,2022-09-13 20:00:00,ADA/USDT,0.470592,0.47538,0.470195,0.47084,1233373.65318032,582995.3790785600482
1663095600,2022-09-13 19:00:00,ADA/USDT,0.467424,0.47242,0.46312,0.47044,1993072.1010412,932870.73650076251569
1663092000,2022-09-13 18:00:00,ADA/USDT,0.47577,0.476308,0.466123,0.467577,1646625.07428322,776547.9014058244813
1663088400,2022-09-13 17:00:00,ADA/USDT,0.473956,0.476759,0.472782,0.475779,1693750.36788229,804325.25775915352958
1663084800,2022-09-13 16:00:00,ADA/USDT,0.470064,0.474,0.4682,0.473949,1278616.55458602,602418.16093085733543
1663081200,2022-09-13 15:00:00,ADA/USDT,0.466633,0.470619,0.46503,0.47,1861280.9357875,871275.46202901570514
1663077600,2022-09-13 14:00:00,ADA/USDT,0.474101,0.474307,0.464525,0.466767,4659476.36754698,2185964.70648615782047
1663074000,2022-09-13 13:00:00,ADA/USDT,0.4745,0.4788,0.471835,0.474283,4980139.963118,2369126.457461908135
1663070400,2022-09-13 12:00:00,ADA/USDT,0.50424,0.509013,0.469901,0.474511,7754890.72470578,3781910.90241988013227
1663066800,2022-09-13 11:00:00,ADA/USDT,0.50245,0.50654,0.502235,0.504192,868964.64569635,438560.32004051308693
1663063200,2022-09-13 10:00:00,ADA/USDT,0.501266,0.504525,0.500066,0.502567,792061.88580265,397489.01248791099892
1663059600,2022-09-13 09:00:00,ADA/USDT,0.50152,0.503857,0.500001,0.501181,921130.50006045,462372.19658635905618
1663056000,2022-09-13 08:00:00,ADA/USDT,0.502917,0.503749,0.5001,0.501578,401312.04102631,201479.29034203506667
1663052400,2022-09-13 07:00:00,ADA/USDT,0.501001,0.50391,0.50067,0.502899,448834.11504935,225471.8725508724707
1663048800,2022-09-13 06:00:00,ADA/USDT,0.500484,0.505634,0.499021,0.500982,975645.88223347,489839.06489906612728
1663045200,2022-09-13 05:00:00,ADA/USDT,0.496882,0.50108,0.496381,0.500306,355527.41247065,177439.83076950336381
1663041600,2022-09-13 04:00:00,ADA/USDT,0.498456,0.5007,0.49681,0.49697,1181572.60324321,589356.23788330981907
1663038000,2022-09-13 03:00:00,ADA/USDT,0.496419,0.49891,0.493301,0.498497,798337.71429238,395899.03607188521133
1663034400,2022-09-13 02:00:00,ADA/USDT,0.497117,0.497117,0.4915,0.496493,829572.10580159,410390.4578637925524
1663030800,2022-09-13 01:00:00,ADA/USDT,0.497627,0.499854,0.493642,0.497275,1404986.65212493,698309.30127486686634
1663027200,2022-09-13 00:00:00,ADA/USDT,0.501323,0.501654,0.494372,0.497653,3391654.57887803,1687993.31195688909285
1663023600,2022-09-12 23:00:00,ADA/USDT,0.503445,0.50536,0.5,0.501226,681829.70090392,342152.97052168945617
1663020000,2022-09-12 22:00:00,ADA/USDT,0.50656,0.507478,0.50261,0.503433,648966.92355296,328013.11169775238232
1663016400,2022-09-12 21:00:00,ADA/USDT,0.51,0.510475,0.505874,0.506553,577266.23388802,293601.79608090115401
1663012800,2022-09-12 20:00:00,ADA/USDT,0.506224,0.510864,0.505666,0.510096,663801.17639677,337569.2514133193057
1663009200,2022-09-12 19:00:00,ADA/USDT,0.505709,0.5071,0.503907,0.505966,1192134.66836802,602766.77926760793413
1663005600,2022-09-12 18:00:00,ADA/USDT,0.50752,0.50777,0.50315,0.505734,647494.1474669,326685.24047667241071
1663002000,2022-09-12 17:00:00,ADA/USDT,0.502515,0.50751,0.500178,0.507443,698276.59657908,351400.49218013124094
1662998400,2022-09-12 16:00:00,ADA/USDT,0.504703,0.505636,0.495813,0.502486,2049612.52014556,1024214.82677822232347
1662994800,2022-09-12 15:00:00,ADA/USDT,0.514329,0.514438,0.50226,0.504673,2005743.81626752,1022968.24484690274905
1662991200,2022-09-12 14:00:00,ADA/USDT,0.516536,0.519679,0.513772,0.514133,1482194.71036514,765383.0396530754381
1662987600,2022-09-12 13:00:00,ADA/USDT,0.515549,0.519437,0.513767,0.516524,2750552.32418163,1421234.50662875058455
1662984000,2022-09-12 12:00:00,ADA/USDT,0.515711,0.517077,0.51149,0.515289,1417708.06698045,728862.31140663938996
1662980400,2022-09-12 11:00:00,ADA/USDT,0.514333,0.51854,0.512154,0.515696,1482987.03729812,764809.4821735335805
1662976800,2022-09-12 10:00:00,ADA/USDT,0.515015,0.51638,0.510404,0.514406,1511417.85251567,775895.68912534298608
1662973200,2022-09-12 09:00:00,ADA/USDT,0.51208,0.51602,0.51053,0.515148,1308287.43758852,672167.05525515991237
1662969600,2022-09-12 08:00:00,ADA/USDT,0.510726,0.515419,0.508694,0.512014,889407.85782057,455714.497305174457
1662966000,2022-09-12 07:00:00,ADA/USDT,0.506536,0.511559,0.5059,0.510749,1668514.97421229,847804.8791519588121
1662962400,2022-09-12 06:00:00,ADA/USDT,0.505406,0.50752,0.504245,0.506616,439878.45022858,222535.51678899384427
1662958800,2022-09-12 05:00:00,ADA/USDT,0.504018,0.50663,0.501649,0.505356,566029.22543911,285732.92136265801351
1662955200,2022-09-12 04:00:00,ADA/USDT,0.502754,0.50537,0.502181,0.504018,1335067.63377444,673093.65033080868287
1662951600,2022-09-12 03:00:00,ADA/USDT,0.508052,0.508965,0.501005,0.502683,2152576.53681493,1086216.21551001393943
1662948000,2022-09-12 02:00:00,ADA/USDT,0.51291,0.51473,0.50461,0.508112,1454553.57703392,739471.78945270801942
1662944400,2022-09-12 01:00:00,ADA/USDT,0.500447,0.516768,0.498538,0.512761,2932973.83044019,1490870.03693382454871
1662940800,2022-09-12 00:00:00,ADA/USDT,0.509843,0.510085,0.50035,0.500366,1282903.87369155,648313.04192145482377
1662937200,2022-09-11 23:00:00,ADA/USDT,0.505436,0.510273,0.50277,0.509902,709598.73033342,360093.42235476429885
1662933600,2022-09-11 22:00:00,ADA/USDT,0.50373,0.50751,0.5,0.505278,951327.16300374,480246.65748750123455
1662930000,2022-09-11 21:00:00,ADA/USDT,0.509294,0.510419,0.50216,0.50365,986442.35885292,499821.62557953274366
1662926400,2022-09-11 20:00:00,ADA/USDT,0.511631,0.513587,0.504334,0.509388,1045376.76719577,531880.50649571097666
1662922800,2022-09-11 19:00:00,ADA/USDT,0.510932,0.512703,0.510403,0.511703,245463.71550822,125560.5766489163563
1662919200,2022-09-11 18:00:00,ADA/USDT,0.511229,0.51486,0.510251,0.511013,393449.81924728,201674.61489177622648
1662915600,2022-09-11 17:00:00,ADA/USDT,0.514112,0.51682,0.510615,0.511139,564263.3443663,290324.99422683574276
1662912000,2022-09-11 16:00:00,ADA/USDT,0.511264,0.51538,0.511051,0.514084,738281.67617858,379316.93685488608833
1662908400,2022-09-11 15:00:00,ADA/USDT,0.509515,0.5134,0.509413,0.511178,390201.76626524,199704.55139481810984
1662904800,2022-09-11 14:00:00,ADA/USDT,0.509842,0.511761,0.50813,0.509518,517142.96639229,263595.20195031266727
1662901200,2022-09-11 13:00:00,ADA/USDT,0.515927,0.516149,0.50916,0.509828,808368.49072035,413706.3995295859389
1662897600,2022-09-11 12:00:00,ADA/USDT,0.515691,0.519913,0.51297,0.515952,754922.2339154,389925.03059617719534
1662894000,2022-09-11 11:00:00,ADA/USDT,0.511831,0.516471,0.511831,0.515678,667971.90610487,343848.57327651047652
1662890400,2022-09-11 10:00:00,ADA/USDT,0.51343,0.515821,0.510441,0.511782,523962.39232988,269039.8078155692127
1662886800,2022-09-11 09:00:00,ADA/USDT,0.517414,0.517704,0.513205,0.513408,477258.22073532,246218.09392179531755
1662883200,2022-09-11 08:00:00,ADA/USDT,0.514119,0.519125,0.513025,0.517421,950612.47706612,491395.08421673784671
1662879600,2022-09-11 07:00:00,ADA/USDT,0.506397,0.514419,0.505695,0.514118,823156.60792188,418991.44174696435573
1662876000,2022-09-11 06:00:00,ADA/USDT,0.513477,0.515246,0.501531,0.506401,1667334.20168596,843656.55336623256876
1662872400,2022-09-11 05:00:00,ADA/USDT,0.511265,0.513859,0.51103,0.513502,1266415.33320664,649450.28352582099809
1662868800,2022-09-11 04:00:00,ADA/USDT,0.512422,0.51391,0.510425,0.511251,630519.58026011,322862.12625718861309
1662865200,2022-09-11 03:00:00,ADA/USDT,0.511592,0.51363,0.50993,0.512432,339310.30548455,173620.13024682498144
1662861600,2022-09-11 02:00:00,ADA/USDT,0.51241,0.513609,0.510022,0.511568,362494.68229199,185487.3748096973784
1662858000,2022-09-11 01:00:00,ADA/USDT,0.513699,0.51809,0.511522,0.512408,728646.88297677,375222.22097827872812
1662854400,2022-09-11 00:00:00,ADA/USDT,0.512065,0.515467,0.51075,0.513537,482247.49107407,247586.5213200773089
1662850800,2022-09-10 23:00:00,ADA/USDT,0.515862,0.516018,0.510578,0.512045,561635.62806093,288144.17512550493859
1662847200,2022-09-10 22:00:00,ADA/USDT,0.511042,0.51671,0.510962,0.515807,728987.88819461,374951.55673009818914
1662843600,2022-09-10 21:00:00,ADA/USDT,0.509607,0.514046,0.509286,0.511039,847218.05330664,433398.67896896131757
1662840000,2022-09-10 20:00:00,ADA/USDT,0.511619,0.514952,0.509151,0.509716,755304.07848196,386617.89290456401717
1662836400,2022-09-10 19:00:00,ADA/USDT,0.508898,0.51223,0.507668,0.511723,705225.35890339,359817.58476935776078
1662832800,2022-09-10 18:00:00,ADA/USDT,0.510248,0.511716,0.507974,0.508878,1007903.91463801,513324.60599153378375
1662829200,2022-09-10 17:00:00,ADA/USDT,0.51024,0.512427,0.509448,0.510214,695874.99208284,355442.07019482774792
1662825600,2022-09-10 16:00:00,ADA/USDT,0.514448,0.516091,0.508666,0.510324,1105985.44795297,566136.68743407663682
1662822000,2022-09-10 15:00:00,ADA/USDT,0.513892,0.51858,0.5135,0.514474,772482.74541201,398329.5257578219132
1662818400,2022-09-10 14:00:00,ADA/USDT,0.512927,0.52175,0.510999,0.513679,2245187.98553381,1155283.90862148559943
1662814800,2022-09-10 13:00:00,ADA/USDT,0.519509,0.519519,0.51083,0.512933,966383.98689834,497891.18567674091289
1662811200,2022-09-10 12:00:00,ADA/USDT,0.514403,0.51968,0.508999,0.519449,2369952.17680402,1218426.14849888279712
1662807600,2022-09-10 11:00:00,ADA/USDT,0.510564,0.51598,0.509462,0.51439,478572.60907574,245258.19973776236348
1662804000,2022-09-10 10:00:00,ADA/USDT,0.512609,0.51328,0.509369,0.510643,434057.47002737,221827.41116640517573
1662800400,2022-09-10 09:00:00,ADA/USDT,0.511253,0.51494,0.51098,0.512646,616125.10014169,315833.56295833607645
1662796800,2022-09-10 08:00:00,ADA/USDT,0.506484,0.5122,0.506389,0.511154,573341.05460278,292313.42486857109316
1662793200,2022-09-10 07:00:00,ADA/USDT,0.518445,0.519015,0.505742,0.506458,1095744.91768979,559685.43013941114983
1662789600,2022-09-10 06:00:00,ADA/USDT,0.514833,0.51906,0.513217,0.518506,548131.3257826,282912.75203245107445
1662786000,2022-09-10 05:00:00,ADA/USDT,0.511854,0.51549,0.51155,0.514853,914417.83574226,469752.71564335900122
1662782400,2022-09-10 04:00:00,ADA/USDT,0.517039,0.521327,0.511061,0.511786,909114.00166222,470081.69332097636825
1662778800,2022-09-10 03:00:00,ADA/USDT,0.523254,0.52417,0.51671,0.516999,1774105.53131847,925007.60674975120695
1662775200,2022-09-10 02:00:00,ADA/USDT,0.517373,0.523588,0.517222,0.52318,2748572.52793921,1431421.71946068603077
1662771600,2022-09-10 01:00:00,ADA/USDT,0.504301,0.519411,0.503079,0.517381,6505875.44988135,3347192.65960972473221
1662768000,2022-09-10 00:00:00,ADA/USDT,0.502183,0.504665,0.494629,0.504246,1419506.34754243,708162.97673341463777
1662764400,2022-09-09 23:00:00,ADA/USDT,0.495635,0.50379,0.49225,0.502272,1397343.53575108,696645.76953632195308
1662760800,2022-09-09 22:00:00,ADA/USDT,0.492866,0.500199,0.492175,0.495429,735455.10044544,365321.99642838842739
1662757200,2022-09-09 21:00:00,ADA/USDT,0.496034,0.496076,0.492175,0.492756,514249.09054905,254222.82097265766983
1662753600,2022-09-09 20:00:00,ADA/USDT,0.494619,0.497403,0.493352,0.496026,700737.10252717,347479.8777478246182
1662750000,2022-09-09 19:00:00,ADA/USDT,0.491648,0.4953,0.491406,0.494619,851470.91576178,420337.10843768515834
1662746400,2022-09-09 18:00:00,ADA/USDT,0.489806,0.4917,0.488739,0.491618,739700.53249159,362731.15807701419884
1662742800,2022-09-09 17:00:00,ADA/USDT,0.493551,0.493551,0.486688,0.489761,1670650.89474074,818639.83145936249667
1662739200,2022-09-09 16:00:00,ADA/USDT,0.493149,0.49469,0.489171,0.493764,1421625.63940731,699447.1077573361746
1662735600,2022-09-09 15:00:00,ADA/USDT,0.495738,0.49728,0.49282,0.49319,1215786.4105854,601965.01332357019859
1662732000,2022-09-09 14:00:00,ADA/USDT,0.495073,0.49657,0.49249,0.495743,1069658.21055529,529709.45001629616385
1662728400,2022-09-09 13:00:00,ADA/USDT,0.499303,0.499762,0.49232,0.495093,1619214.05826724,802723.06901990866325
1662724800,2022-09-09 12:00:00,ADA/USDT,0.495319,0.50477,0.494963,0.499286,3494383.35818111,1743590.43471607897894
1662721200,2022-09-09 11:00:00,ADA/USDT,0.498016,0.498134,0.494364,0.495365,1022088.03540172,506627.50676025834543
1662717600,2022-09-09 10:00:00,ADA/USDT,0.494649,0.498199,0.49219,0.4981,1512408.98036801,750022.26817652508015
1662714000,2022-09-09 09:00:00,ADA/USDT,0.49606,0.496104,0.491507,0.494582,812337.99214321,400859.84430259015644
1662710400,2022-09-09 08:00:00,ADA/USDT,0.492224,0.497182,0.4908,0.495931,1027163.67177218,507740.06714839384366
1662706800,2022-09-09 07:00:00,ADA/USDT,0.492724,0.496064,0.49116,0.492218,1549252.4486085,764523.48205288003095
1662703200,2022-09-09 06:00:00,ADA/USDT,0.490728,0.4943,0.4887,0.492667,2234279.5330044,1097099.1508209132722
1662699600,2022-09-09 05:00:00,ADA/USDT,0.491999,0.493817,0.4902,0.490847,1878477.48478732,923852.90538452385099
1662696000,2022-09-09 04:00:00,ADA/USDT,0.488708,0.493572,0.487552,0.491999,1689408.63492541,829176.71468801369356
1662692400,2022-09-09 03:00:00,ADA/USDT,0.482091,0.49,0.481511,0.488697,1526965.92426607,743756.3756535048073
1662688800,2022-09-09 02:00:00,ADA/USDT,0.482746,0.4858,0.48149,0.482084,453006.1509553,219128.35594320655657
1662685200,2022-09-09 01:00:00,ADA/USDT,0.483839,0.4852,0.48231,0.482915,405790.22437557,196182.70798186323898
1662681600,2022-09-09 00:00:00,ADA/USDT,0.479156,0.48996,0.478362,0.483765,1831600.83308562,887975.88399281356053
1662678000,2022-09-08 23:00:00,ADA/USDT,0.478464,0.48024,0.47669,0.479151,653557.36831787,313014.4848817851844
1662674400,2022-09-08 22:00:00,ADA/USDT,0.477311,0.47893,0.47595,0.478217,474367.520639,226398.32684521085231
1662670800,2022-09-08 21:00:00,ADA/USDT,0.47971,0.47971,0.476578,0.477305,542468.95314746,259162.54276471106329
1662667200,2022-09-08 20:00:00,ADA/USDT,0.477463,0.483084,0.477423,0.479747,1470541.27456139,706514.77386206025337
