https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USDT,Volume ROOBEE
1663549200000,2022-09-19 01:00:00,ROOBEE/USDT,0.00073784,0.00075101,0.0007312,0.0007312,3.94848,5400.0
1663545600000,2022-09-19 00:00:00,ROOBEE/USDT,0.00073711,0.00075149,0.00072912,0.00074554,5558.837195880001,7456122.0
1663542000000,2022-09-18 23:00:00,ROOBEE/USDT,0.00074342,0.00075192,0.00072817,0.00074508,6140.37266808,8241226.0
1663538400000,2022-09-18 22:00:00,ROOBEE/USDT,0.00072599,0.0007699,0.0007254,0.0007374,6836.918232681818,9271654.77716547
1663534800000,2022-09-18 21:00:00,ROOBEE/USDT,0.00073391,0.00074476,0.00072531,0.00074073,6944.28523233,9374921.0
1663531200000,2022-09-18 20:00:00,ROOBEE/USDT,0.00073739,0.0007447,0.0007253,0.0007447,7035.2799451,9447133.0
1663527600000,2022-09-18 19:00:00,ROOBEE/USDT,0.00074085,0.00074485,0.00072499,0.00073546,8615.84531661807,11714906.74763831
1663524000000,2022-09-18 18:00:00,ROOBEE/USDT,0.00076042,0.00076042,0.000701,0.00073367,9611.40643049668,13100449.01726482
1663520400000,2022-09-18 17:00:00,ROOBEE/USDT,0.00075432,0.00076827,0.00075101,0.00075524,9810.094516014851,12989373.59781639
1663516800000,2022-09-18 16:00:00,ROOBEE/USDT,0.00076419,0.0007655,0.00075933,0.00075933,9388.457825044034,12364133.94050549
1663513200000,2022-09-18 15:00:00,ROOBEE/USDT,0.00076227,0.0007655,0.00075948,0.00075997,9433.77570485259,12413352.77031013
1663509600000,2022-09-18 14:00:00,ROOBEE/USDT,0.00076037,0.0007655,0.00075948,0.00076404,9979.053418121981,13060904.42662947
1663506000000,2022-09-18 13:00:00,ROOBEE/USDT,0.00076383,0.0007655,0.00075886,0.00076129,10182.746001986643,13375646.60245983
1663502400000,2022-09-18 12:00:00,ROOBEE/USDT,0.00076212,0.00076389,0.00075191,0.00075833,7698.970602666657,10152533.33333332
1663498800000,2022-09-18 11:00:00,ROOBEE/USDT,0.00075767,0.00076365,0.00074861,0.00075903,11267.027620650862,14843981.95150503
1663495200000,2022-09-18 10:00:00,ROOBEE/USDT,0.00075075,0.0007699,0.0007484,0.00074896,8242.788159017455,11005645.37360801
1663491600000,2022-09-18 09:00:00,ROOBEE/USDT,0.00074955,0.00076391,0.00074864,0.00075488,9172.880419467034,12151441.84435544
1663488000000,2022-09-18 08:00:00,ROOBEE/USDT,0.00074865,0.00076053,0.00074841,0.00075173,8181.708915238294,10883839.82977704
1663484400000,2022-09-18 07:00:00,ROOBEE/USDT,0.0007572,0.00076039,0.00074845,0.00075068,9498.55193639399,12653263.62284061
1663480800000,2022-09-18 06:00:00,ROOBEE/USDT,0.00075875,0.00076005,0.00074862,0.00075053,7033.654128975534,9371582.92003722
1663477200000,2022-09-18 05:00:00,ROOBEE/USDT,0.00076061,0.00076082,0.00073912,0.00075851,8900.806821219709,11734593.90280907
1663473600000,2022-09-18 04:00:00,ROOBEE/USDT,0.00075558,0.00076089,0.00074926,0.0007504,9828.49461548513,13097674.06114756
1663470000000,2022-09-18 03:00:00,ROOBEE/USDT,0.00075458,0.00076087,0.00074638,0.00075247,5729.73247802,7614566.0
1663466400000,2022-09-18 02:00:00,ROOBEE/USDT,0.00075237,0.00076037,0.00074899,0.00075425,5583.5181535,7402742.0
1663462800000,2022-09-18 01:00:00,ROOBEE/USDT,0.00074957,0.00076088,0.00074908,0.00075265,5579.9875382,7413788.0
1663459200000,2022-09-18 00:00:00,ROOBEE/USDT,0.00076088,0.00076088,0.00074906,0.00075811,5876.57533143,7751613.0
1663455600000,2022-09-17 23:00:00,ROOBEE/USDT,0.00075038,0.0007608,0.00074899,0.00075396,5702.5312224,7563440.0
1663452000000,2022-09-17 22:00:00,ROOBEE/USDT,0.00075985,0.00076044,0.000749,0.00075284,5810.064532359999,7717529.0
1663448400000,2022-09-17 21:00:00,ROOBEE/USDT,0.00075957,0.00076073,0.00074423,0.00075317,6962.76140736,9244608.0
1663444800000,2022-09-17 20:00:00,ROOBEE/USDT,0.00075285,0.00076084,0.00074914,0.00075391,7230.63169222,9590842.0
1663441200000,2022-09-17 19:00:00,ROOBEE/USDT,0.00075749,0.0007699,0.00074001,0.00075148,5188.173400735337,6903940.75788489
1663437600000,2022-09-17 18:00:00,ROOBEE/USDT,0.00076037,0.00076432,0.00075635,0.00075739,4947.721975369361,6532594.79973245
1663434000000,2022-09-17 17:00:00,ROOBEE/USDT,0.00076331,0.00076438,0.00075742,0.00076433,8318.466028564097,10883343.61933209
1663430400000,2022-09-17 16:00:00,ROOBEE/USDT,0.0007612,0.00076524,0.000755,0.00076231,5523.806667578283,7246142.20930892
1663426800000,2022-09-17 15:00:00,ROOBEE/USDT,0.00076431,0.00076534,0.0007596,0.00076344,6209.126137377525,8133089.87920141
1663423200000,2022-09-17 14:00:00,ROOBEE/USDT,0.00076051,0.00076548,0.00075953,0.00076102,7274.507281211972,9558891.06884441
1663419600000,2022-09-17 13:00:00,ROOBEE/USDT,0.00076114,0.00076529,0.00075953,0.00076204,5171.749281117756,6786716.2893257
1663416000000,2022-09-17 12:00:00,ROOBEE/USDT,0.00076283,0.00076536,0.00075955,0.00076089,7401.899606800157,9727949.64686112
1663412400000,2022-09-17 11:00:00,ROOBEE/USDT,0.00076184,0.00076528,0.00075957,0.00075996,5060.525267936785,6658936.34919836
1663408800000,2022-09-17 10:00:00,ROOBEE/USDT,0.00076398,0.0007655,0.00075952,0.00076545,9006.85447867549,11766744.37086092
1663405200000,2022-09-17 09:00:00,ROOBEE/USDT,0.0007611,0.0007655,0.00075953,0.00076531,7728.691239270337,10098772.05220151
1663401600000,2022-09-17 08:00:00,ROOBEE/USDT,0.00076545,0.0007655,0.0007555,0.00076507,11437.562196942496,14949693.74951638
1663398000000,2022-09-17 07:00:00,ROOBEE/USDT,0.00076138,0.000766,0.0007552,0.00076023,7936.891159775726,10440118.33231486
1663394400000,2022-09-17 06:00:00,ROOBEE/USDT,0.00075757,0.0007652,0.00075747,0.00075972,8266.238019477472,10880637.62896524
1663390800000,2022-09-17 05:00:00,ROOBEE/USDT,0.00075842,0.00077,0.00075752,0.00075901,9843.04980500327,12968274.20587775
1663387200000,2022-09-17 04:00:00,ROOBEE/USDT,0.00075811,0.00076425,0.0007552,0.000761,10003.466787154313,13145160.03568241
1663383600000,2022-09-17 03:00:00,ROOBEE/USDT,0.00075804,0.00076455,0.00075742,0.00076323,10693.802562361248,14011245.0537338
1663380000000,2022-09-17 02:00:00,ROOBEE/USDT,0.000765,0.00076572,0.000753,0.00076317,10802.284802012857,14154493.49687862
1663376400000,2022-09-17 01:00:00,ROOBEE/USDT,0.00076565,0.00076579,0.00076029,0.00076543,10496.599145188313,13713336.4843138
1663372800000,2022-09-17 00:00:00,ROOBEE/USDT,0.00076327,0.000768,0.00076,0.00076259,6321.761059600873,8289855.70175438
1663369200000,2022-09-16 23:00:00,ROOBEE/USDT,0.00076212,0.000768,0.00076026,0.000761,10232.173380675851,13445694.32414698
1663365600000,2022-09-16 22:00:00,ROOBEE/USDT,0.00076697,0.00076816,0.00076,0.00076473,10696.792187190786,13987671.71052631
1663362000000,2022-09-16 21:00:00,ROOBEE/USDT,0.00076609,0.00076812,0.0007643,0.0007663,5324.485795947706,6948304.57516339
1663358400000,2022-09-16 20:00:00,ROOBEE/USDT,0.00076772,0.0007682,0.00076527,0.00076667,10269.019816343012,13394315.43733681
1663354800000,2022-09-16 19:00:00,ROOBEE/USDT,0.00076619,0.0007682,0.0007654,0.00076747,9961.712249590533,12979937.00026129
1663351200000,2022-09-16 18:00:00,ROOBEE/USDT,0.00076805,0.0007681,0.00076427,0.00076684,9164.081054076734,11950447.3606968
1663347600000,2022-09-16 17:00:00,ROOBEE/USDT,0.00076584,0.00076817,0.0007644,0.00076812,9004.842895220389,11723224.09938602
1663344000000,2022-09-16 16:00:00,ROOBEE/USDT,0.00076668,0.00076818,0.0007644,0.00076639,9919.761172757335,12943489.83253609
1663340400000,2022-09-16 15:00:00,ROOBEE/USDT,0.00076595,0.00076812,0.0007654,0.00076651,8330.775615330895,10868450.00760707
1663336800000,2022-09-16 14:00:00,ROOBEE/USDT,0.00076614,0.0007682,0.0007654,0.00076749,9988.627605498816,13014668.0810158
1663333200000,2022-09-16 13:00:00,ROOBEE/USDT,0.0007665,0.00076815,0.000765,0.00076649,9382.206837331463,12240481.72491678
1663329600000,2022-09-16 12:00:00,ROOBEE/USDT,0.00077106,0.000777,0.00076591,0.00076649,10327.320356652492,13473522.62476026
1663326000000,2022-09-16 11:00:00,ROOBEE/USDT,0.00077185,0.00077519,0.00076882,0.00077191,2550.701065395695,3304402.15231788
1663322400000,2022-09-16 10:00:00,ROOBEE/USDT,0.00076933,0.00077518,0.0007688,0.00077122,4897.700801390743,6350588.42015345
1663318800000,2022-09-16 09:00:00,ROOBEE/USDT,0.00077251,0.0007751,0.00076772,0.00077055,5689.022229288564,7383066.93827599
1663315200000,2022-09-16 08:00:00,ROOBEE/USDT,0.00077145,0.00077519,0.00076887,0.00077519,5322.009178476236,6865425.4808192
1663311600000,2022-09-16 07:00:00,ROOBEE/USDT,0.00077363,0.00077506,0.00076889,0.00077198,5177.901975209199,6707300.67515894
1663308000000,2022-09-16 06:00:00,ROOBEE/USDT,0.00077332,0.00077517,0.00076886,0.00077328,7130.9056509419115,9221634.66136705
1663304400000,2022-09-16 05:00:00,ROOBEE/USDT,0.00077354,0.0007751,0.00076848,0.00077095,9549.4438692006,12386592.99461781
1663300800000,2022-09-16 04:00:00,ROOBEE/USDT,0.00077483,0.00077518,0.00076902,0.00076983,5068.240777304589,6583584.39824973
1663297200000,2022-09-16 03:00:00,ROOBEE/USDT,0.00077171,0.00078,0.0007658,0.00077471,7419.31126003846,9576888.46153846
1663293600000,2022-09-16 02:00:00,ROOBEE/USDT,0.00076917,0.00077506,0.00076615,0.00077328,6906.28044528,8931151.0
1663290000000,2022-09-16 01:00:00,ROOBEE/USDT,0.00077423,0.00077518,0.0007689,0.00076937,5898.61591781,7666813.0
1663286400000,2022-09-16 00:00:00,ROOBEE/USDT,0.00077081,0.00077517,0.00076888,0.00077516,4504.36096564,5810879.0
1663282800000,2022-09-15 23:00:00,ROOBEE/USDT,0.00077386,0.00077515,0.00076887,0.00077001,7361.82151683,9560683.0
1663279200000,2022-09-15 22:00:00,ROOBEE/USDT,0.00077292,0.00077504,0.00076669,0.00077207,5993.26903786,7762598.0
1663275600000,2022-09-15 21:00:00,ROOBEE/USDT,0.00077322,0.00078,0.00076883,0.00077392,7249.49575004307,9367241.76923076
1663272000000,2022-09-15 20:00:00,ROOBEE/USDT,0.00077515,0.00077515,0.00076881,0.00076958,5802.47774484,7539798.0
1663268400000,2022-09-15 19:00:00,ROOBEE/USDT,0.0007789,0.00079037,0.00076401,0.00076953,10139.139130997799,13175755.50140709
1663264800000,2022-09-15 18:00:00,ROOBEE/USDT,0.00078404,0.000803,0.0007764,0.00078265,8670.65273976115,11078582.68671967
1663261200000,2022-09-15 17:00:00,ROOBEE/USDT,0.00077934,0.0008,0.000768,0.00079014,9703.558976726436,12280809.70046629
1663257600000,2022-09-15 16:00:00,ROOBEE/USDT,0.00079606,0.00081,0.000767,0.00078418,9253.868974144016,11800694.96052439
1663254000000,2022-09-15 15:00:00,ROOBEE/USDT,0.00079572,0.000827,0.00077,0.00078517,9606.043276861352,12234348.3282109
1663250400000,2022-09-15 14:00:00,ROOBEE/USDT,0.00080115,0.000822,0.00079046,0.0007933,10274.073552365215,12951057.04319326
1663246800000,2022-09-15 13:00:00,ROOBEE/USDT,0.00079855,0.000822,0.00079153,0.00079774,5243.620255989199,6573094.31141625
1663243200000,2022-09-15 12:00:00,ROOBEE/USDT,0.00079593,0.000823,0.00078634,0.00079683,9946.502172540911,12482589.97846581
1663239600000,2022-09-15 11:00:00,ROOBEE/USDT,0.00078967,0.00079961,0.00078597,0.00079742,7209.708101182446,9041293.29736205
1663236000000,2022-09-15 10:00:00,ROOBEE/USDT,0.0007992,0.00079953,0.00078669,0.00078912,5549.614860212629,7032662.78919889
1663232400000,2022-09-15 09:00:00,ROOBEE/USDT,0.0007959,0.00079964,0.00078621,0.00078776,5161.815457461324,6552522.92254154
1663228800000,2022-09-15 08:00:00,ROOBEE/USDT,0.0007989,0.00079979,0.0007866,0.00079207,5400.605281705782,6818343.43139594
1663225200000,2022-09-15 07:00:00,ROOBEE/USDT,0.00078834,0.00079962,0.0007864,0.0007915,7836.528758539418,9900857.55974658
1663221600000,2022-09-15 06:00:00,ROOBEE/USDT,0.00079924,0.00079966,0.000776,0.00078933,6987.1552453673,8852007.70953505
1663218000000,2022-09-15 05:00:00,ROOBEE/USDT,0.00079464,0.00079977,0.00078026,0.00079441,10110.081267318887,12726528.19994573
1663214400000,2022-09-15 04:00:00,ROOBEE/USDT,0.00079246,0.00079976,0.00078634,0.00078941,4867.413114276942,6165887.32632845
1663210800000,2022-09-15 03:00:00,ROOBEE/USDT,0.00079125,0.00079951,0.00078637,0.0007882,7119.1634877999995,9032179.0
1663207200000,2022-09-15 02:00:00,ROOBEE/USDT,0.00079801,0.0007997,0.00078625,0.00078858,4376.4021405,5549725.0
1663203600000,2022-09-15 01:00:00,ROOBEE/USDT,0.00078916,0.0007996,0.00078638,0.00079505,5757.7982129,7242058.0
1663200000000,2022-09-15 00:00:00,ROOBEE/USDT,0.00079892,0.00080058,0.00078,0.00079585,5900.4207581,7413986.0
1663196400000,2022-09-14 23:00:00,ROOBEE/USDT,0.00079383,0.00080098,0.00078922,0.00079892,7668.293809,9598325.0
1663192800000,2022-09-14 22:00:00,ROOBEE/USDT,0.00079196,0.00080089,0.00078519,0.00079273,8352.040770349999,10535795.0
1663189200000,2022-09-14 21:00:00,ROOBEE/USDT,0.00079442,0.00080093,0.00078907,0.00079544,7424.8000252,9334205.0
1663185600000,2022-09-14 20:00:00,ROOBEE/USDT,0.00079521,0.00080077,0.00078582,0.00079942,5997.818955809929,7502713.16180472
1663182000000,2022-09-14 19:00:00,ROOBEE/USDT,0.00079861,0.00080093,0.00078,0.00079513,6821.4659557449795,8579057.45695041
1663178400000,2022-09-14 18:00:00,ROOBEE/USDT,0.00079482,0.00080999,0.00078552,0.00079324,11523.480715364445,14527104.93087142
1663174800000,2022-09-14 17:00:00,ROOBEE/USDT,0.00079174,0.000807,0.00078947,0.00079142,8913.593354866263,11262785.06338766
1663171200000,2022-09-14 16:00:00,ROOBEE/USDT,0.00079697,0.00081039,0.00078908,0.0008004,9217.251944843305,11515807.02754036
1663167600000,2022-09-14 15:00:00,ROOBEE/USDT,0.00080548,0.00081072,0.00079384,0.0008065,9543.177326068373,11832829.91452991
1663164000000,2022-09-14 14:00:00,ROOBEE/USDT,0.00080239,0.00081,0.00079361,0.0007969,8916.261180740732,11188682.62108261
1663160400000,2022-09-14 13:00:00,ROOBEE/USDT,0.00080109,0.00082204,0.00079355,0.00080459,9759.033028,12129200.0
1663156800000,2022-09-14 12:00:00,ROOBEE/USDT,0.00079975,0.000844,0.000787,0.00080988,11315.616419701038,13971966.73544357
1663153200000,2022-09-14 11:00:00,ROOBEE/USDT,0.00080992,0.00080992,0.00077528,0.00079186,10184.436535517329,12861410.52145244
1663149600000,2022-09-14 10:00:00,ROOBEE/USDT,0.00080744,0.00080971,0.00079724,0.00080515,6548.659627075357,8133465.35064939
1663146000000,2022-09-14 09:00:00,ROOBEE/USDT,0.00080521,0.00080937,0.00079417,0.00079858,4858.54161379806,6083976.07478031
1663142400000,2022-09-14 08:00:00,ROOBEE/USDT,0.00081049,0.00081212,0.000787,0.00080634,10246.203062938032,12707050.45382597
1663138800000,2022-09-14 07:00:00,ROOBEE/USDT,0.00080911,0.00081332,0.00079984,0.00080559,4789.370711581523,5945171.50359553
1663135200000,2022-09-14 06:00:00,ROOBEE/USDT,0.00080946,0.00081334,0.00080573,0.00080947,5067.352894081728,6260087.33378844
1663131600000,2022-09-14 05:00:00,ROOBEE/USDT,0.00081534,0.00082164,0.00080602,0.00080981,7086.975045950799,8751404.70721626
1663128000000,2022-09-14 04:00:00,ROOBEE/USDT,0.00081526,0.00082169,0.0008086,0.00081279,9285.50736167947,11424239.17823727
1663124400000,2022-09-14 03:00:00,ROOBEE/USDT,0.00080799,0.00081527,0.00080512,0.00081527,7491.8854155089575,9189453.08365199
1663120800000,2022-09-14 02:00:00,ROOBEE/USDT,0.0008,0.00080799,0.0008,0.00080799,8491.661231084692,10509611.79109233
1663117200000,2022-09-14 01:00:00,ROOBEE/USDT,0.00080644,0.00080644,0.00080644,0.00080644,6084.80915168,7545272.0
1663113600000,2022-09-14 00:00:00,ROOBEE/USDT,0.00080644,0.00080644,0.00080644,0.00080644,5947.15306944,7374576.0
1663110000000,2022-09-13 23:00:00,ROOBEE/USDT,0.00080449,0.00080841,0.00080368,0.00080644,2957.7727300399997,3667691.0
1663106400000,2022-09-13 22:00:00,ROOBEE/USDT,0.00081728,0.00082236,0.00080399,0.00080403,4614.51390093,5739231.0
1663095600000,2022-09-13 19:00:00,ROOBEE/USDT,0.00081467,0.00082094,0.00079999,0.00081006,8429.278430877519,10405745.78534617
1663092000000,2022-09-13 18:00:00,ROOBEE/USDT,0.00081426,0.000822,0.00080738,0.00080752,10525.893329765902,13034839.17397204
1663088400000,2022-09-13 17:00:00,ROOBEE/USDT,0.00081841,0.00082088,0.00080158,0.00081168,10241.971203300454,12618237.73322055
1663084800000,2022-09-13 16:00:00,ROOBEE/USDT,0.00081227,0.00082602,0.00080681,0.00082049,8252.314838949746,10057788.44221105
