https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LPOOL,Volume USDT
1660262400,2022-08-12 00:00:00,LPOOL/USDT,0.1696,0.1696,0.1584,0.1635,448913.0434,73294.84530337
1660176000,2022-08-11 00:00:00,LPOOL/USDT,0.1618,0.1767,0.1597,0.1692,461277.9942,77730.60573128
1660089600,2022-08-10 00:00:00,LPOOL/USDT,0.1586,0.1741,0.1527,0.1614,565931.6287,92134.25615883
1660003200,2022-08-09 00:00:00,LPOOL/USDT,0.1691,0.1761,0.1551,0.1578,691246.2386,113499.38673372
1659916800,2022-08-08 00:00:00,LPOOL/USDT,0.1671,0.186,0.1605,0.1692,592147.344,101483.79004541
1659830400,2022-08-07 00:00:00,LPOOL/USDT,0.1609,0.1699,0.1588,0.1669,498721.0853,81884.4047813
1659744000,2022-08-06 00:00:00,LPOOL/USDT,0.1625,0.1685,0.1564,0.1598,412268.2722,66152.06458899
1659657600,2022-08-05 00:00:00,LPOOL/USDT,0.1638,0.1681,0.1587,0.1625,538491.0364,87961.62346386
1659571200,2022-08-04 00:00:00,LPOOL/USDT,0.1659,0.175,0.1621,0.1628,418614.7508,70586.74173387
1659484800,2022-08-03 00:00:00,LPOOL/USDT,0.1601,0.1723,0.158,0.1659,439459.4052,72442.9276082
1659398400,2022-08-02 00:00:00,LPOOL/USDT,0.1584,0.1625,0.1443,0.16,481191.0582,73740.34019178
1659312000,2022-08-01 00:00:00,LPOOL/USDT,0.1612,0.1675,0.1457,0.1576,577248.0079,92272.65975092
1659225600,2022-07-31 00:00:00,LPOOL/USDT,0.1694,0.1726,0.1486,0.1612,539655.9509,89956.62891498
1659139200,2022-07-30 00:00:00,LPOOL/USDT,0.1788,0.1793,0.1627,0.17,633628.4857,107726.77699612
1659052800,2022-07-29 00:00:00,LPOOL/USDT,0.1688,0.1818,0.166,0.1782,747867.1306,129077.0766942
1658966400,2022-07-28 00:00:00,LPOOL/USDT,0.1712,0.1773,0.1657,0.168,765041.1935,131585.64086634
1658880000,2022-07-27 00:00:00,LPOOL/USDT,0.1539,0.2027,0.153,0.1711,1198397.486,197806.37177009
1658793600,2022-07-26 00:00:00,LPOOL/USDT,0.1469,0.16,0.1441,0.1541,730556.7882,112298.79543148
1658707200,2022-07-25 00:00:00,LPOOL/USDT,0.1624,0.1697,0.1446,0.1458,852145.2215,135008.8350753
1658620800,2022-07-24 00:00:00,LPOOL/USDT,0.1671,0.1775,0.1605,0.1625,806885.0373,134966.7944441
1658534400,2022-07-23 00:00:00,LPOOL/USDT,0.1757,0.1757,0.1611,0.1664,891195.0991,149047.84905833
1658448000,2022-07-22 00:00:00,LPOOL/USDT,0.1832,0.198,0.175,0.1752,732043.8416,132369.57649432
1658361600,2022-07-21 00:00:00,LPOOL/USDT,0.1799,0.1899,0.1761,0.1833,653733.8331,120161.5060297
1658275200,2022-07-20 00:00:00,LPOOL/USDT,0.1994,0.2074,0.174,0.1814,532526.19315189,103311.942879849466
1658188800,2022-07-19 00:00:00,LPOOL/USDT,0.1999,0.2135,0.185,0.201,879892.68586541,173906.235010360274
1658102400,2022-07-18 00:00:00,LPOOL/USDT,0.1849,0.235,0.1849,0.2011,1690421.11710947,348009.428098020321
1658016000,2022-07-17 00:00:00,LPOOL/USDT,0.1783,0.1878,0.1747,0.1861,1233794.77317437,222147.724976201796
1657929600,2022-07-16 00:00:00,LPOOL/USDT,0.1768,0.1863,0.1668,0.1794,832108.82096524,145473.464607262963
1657843200,2022-07-15 00:00:00,LPOOL/USDT,0.185,0.1881,0.168,0.1766,572484.19970861,100500.544715228925
1657756800,2022-07-14 00:00:00,LPOOL/USDT,0.185,0.1891,0.1686,0.1849,687462.88655419,123668.837123544656
1657670400,2022-07-13 00:00:00,LPOOL/USDT,0.1641,0.191,0.1601,0.1856,741332.90065826,131178.524619017439
1657584000,2022-07-12 00:00:00,LPOOL/USDT,0.1804,0.1895,0.1619,0.1639,901788.24735023,157151.869373525316
1657497600,2022-07-11 00:00:00,LPOOL/USDT,0.1853,0.1863,0.1729,0.1802,670357.2966502,120786.285006695597
1657411200,2022-07-10 00:00:00,LPOOL/USDT,0.1979,0.2025,0.1761,0.1853,713801.35580573,132874.456857102051
1657324800,2022-07-09 00:00:00,LPOOL/USDT,0.1954,0.2073,0.1768,0.198,285851.30285109,55325.763444973935
1657238400,2022-07-08 00:00:00,LPOOL/USDT,0.1915,0.298,0.1909,0.196,922963.49331924,204853.729280316076
1657152000,2022-07-07 00:00:00,LPOOL/USDT,0.1821,0.23,0.1757,0.1922,824652.6846499,162084.254954834958
1657065600,2022-07-06 00:00:00,LPOOL/USDT,0.1705,0.1934,0.1664,0.1831,708430.66741795,128222.625672642361
1656979200,2022-07-05 00:00:00,LPOOL/USDT,0.1833,0.2012,0.1664,0.1705,609517.35061069,111259.749711384314
1656892800,2022-07-04 00:00:00,LPOOL/USDT,0.1906,0.1907,0.1706,0.1833,412030.38472508,73573.76100070164
1656806400,2022-07-03 00:00:00,LPOOL/USDT,0.1779,0.225,0.1721,0.1901,1090809.58218142,212380.093201687603
1656720000,2022-07-02 00:00:00,LPOOL/USDT,0.1666,0.26,0.1606,0.1776,1612285.67728945,324435.76387517904
1656633600,2022-07-01 00:00:00,LPOOL/USDT,0.1616,0.1974,0.1517,0.1671,415002.2515806,69269.705670025999
1656547200,2022-06-30 00:00:00,LPOOL/USDT,0.1635,0.181,0.1557,0.1616,279685.64773797,46665.98507328697
1656460800,2022-06-29 00:00:00,LPOOL/USDT,0.1637,0.1715,0.1531,0.1629,260393.43339888,41993.268435775362
1656374400,2022-06-28 00:00:00,LPOOL/USDT,0.1728,0.24,0.1637,0.1656,762895.00571208,151455.08377960687
1656288000,2022-06-27 00:00:00,LPOOL/USDT,0.1872,0.1958,0.17,0.1735,211981.6520933,38348.340190264327
1656201600,2022-06-26 00:00:00,LPOOL/USDT,0.1862,0.2063,0.1763,0.1882,250220.43828899,47875.266345364104
1656115200,2022-06-25 00:00:00,LPOOL/USDT,0.207,0.2198,0.1848,0.1863,275436.66792662,53804.840688107209
1656028800,2022-06-24 00:00:00,LPOOL/USDT,0.2312,0.2377,0.1961,0.207,496362.11163047,105800.915531464789
1655942400,2022-06-23 00:00:00,LPOOL/USDT,0.2276,0.309,0.2191,0.2312,1342021.89939125,340099.780347675647
1655856000,2022-06-22 00:00:00,LPOOL/USDT,0.1963,0.57,0.184,0.2276,6316024.84612655,2150060.02754420982
1655769600,2022-06-21 00:00:00,LPOOL/USDT,0.143,0.2317,0.1361,0.1963,436137.42753292,81904.026133011104
1655683200,2022-06-20 00:00:00,LPOOL/USDT,0.1448,0.1498,0.1392,0.143,68526.89968086,9894.855560174166
1655596800,2022-06-19 00:00:00,LPOOL/USDT,0.1209,0.152,0.12,0.1452,159055.76114243,21171.044823615665
1655510400,2022-06-18 00:00:00,LPOOL/USDT,0.1278,0.137,0.1157,0.1209,139185.2979753,17408.746839249582
1655424000,2022-06-17 00:00:00,LPOOL/USDT,0.1451,0.1599,0.1233,0.1278,297116.02540234,41355.211680894668
1655337600,2022-06-16 00:00:00,LPOOL/USDT,0.1869,0.1945,0.145,0.1451,222277.57107242,36287.423387193091
1655251200,2022-06-15 00:00:00,LPOOL/USDT,0.22,0.2213,0.1501,0.1865,557084.74407741,99702.108218713456
1655164800,2022-06-14 00:00:00,LPOOL/USDT,0.2056,0.2264,0.1919,0.2211,339692.12729351,73759.006573093787
1655078400,2022-06-13 00:00:00,LPOOL/USDT,0.2185,0.2709,0.1999,0.2056,433583.67271807,99291.025634763375
1654992000,2022-06-12 00:00:00,LPOOL/USDT,0.2301,0.2301,0.2081,0.2185,201587.13588158,42712.801643246923
1654905600,2022-06-11 00:00:00,LPOOL/USDT,0.256,0.2578,0.23,0.232,85035.76765745,20856.843162622549
1654819200,2022-06-10 00:00:00,LPOOL/USDT,0.2702,0.3541,0.2557,0.2582,632466.42108036,192410.91614677768
1654732800,2022-06-09 00:00:00,LPOOL/USDT,0.2632,0.289,0.2632,0.2702,66026.17339898,18207.549161677604
1654646400,2022-06-08 00:00:00,LPOOL/USDT,0.269,0.2869,0.2603,0.2633,326203.11900248,90639.990457613998
1654560000,2022-06-07 00:00:00,LPOOL/USDT,0.2773,0.2899,0.2681,0.2692,333856.98005515,94201.812410616309
1654473600,2022-06-06 00:00:00,LPOOL/USDT,0.2608,0.2797,0.2577,0.2776,100616.79215124,27249.271347812602
1654387200,2022-06-05 00:00:00,LPOOL/USDT,0.2669,0.272,0.2454,0.2633,260553.04408401,68164.030417787264
1654300800,2022-06-04 00:00:00,LPOOL/USDT,0.283,0.2886,0.2652,0.2669,831528.31810259,228288.101783513529
1654214400,2022-06-03 00:00:00,LPOOL/USDT,0.31,0.3185,0.283,0.2841,281736.67315881,86178.964514518491
1654128000,2022-06-02 00:00:00,LPOOL/USDT,0.3391,0.3391,0.2519,0.31,1293987.39469285,378728.406449190517
1654041600,2022-06-01 00:00:00,LPOOL/USDT,0.4082,0.4083,0.3391,0.3391,557891.87686137,210279.104782554035
1653955200,2022-05-31 00:00:00,LPOOL/USDT,0.387,0.4136,0.379,0.4082,474470.76970761,186981.716590835538
1653868800,2022-05-30 00:00:00,LPOOL/USDT,0.3819,0.3914,0.3678,0.387,662074.76688925,250820.602340600106
1653782400,2022-05-29 00:00:00,LPOOL/USDT,0.3817,0.3829,0.38,0.3817,439280.0865,167730.05798962
1653696000,2022-05-28 00:00:00,LPOOL/USDT,0.3855,0.3856,0.38,0.382,381619.91369331,145986.077894623401
1653609600,2022-05-27 00:00:00,LPOOL/USDT,0.3897,0.4004,0.38,0.3855,749427.94547767,291858.871367395403
1653523200,2022-05-26 00:00:00,LPOOL/USDT,0.4177,0.4288,0.3802,0.3897,740354.21746819,296628.401162401862
1653436800,2022-05-25 00:00:00,LPOOL/USDT,0.43,0.4334,0.4085,0.4177,443596.75694385,187819.211832255936
1653350400,2022-05-24 00:00:00,LPOOL/USDT,0.4391,0.4521,0.416,0.43,386518.62891981,169476.91760201049
1653264000,2022-05-23 00:00:00,LPOOL/USDT,0.4487,0.4799,0.4311,0.4391,562708.19985428,258799.43640505055
1653177600,2022-05-22 00:00:00,LPOOL/USDT,0.419,0.4507,0.4151,0.4487,574536.29190887,249650.281995996144
1653091200,2022-05-21 00:00:00,LPOOL/USDT,0.3903,0.419,0.3865,0.419,286386.01692022,116200.387927403879
1653004800,2022-05-20 00:00:00,LPOOL/USDT,0.424,0.424,0.37,0.3903,602110.8284745,244413.05737025041
1652918400,2022-05-19 00:00:00,LPOOL/USDT,0.332,0.4419,0.3061,0.424,524103.15841322,179096.023918150072
1652832000,2022-05-18 00:00:00,LPOOL/USDT,0.27,0.4201,0.2633,0.3307,372138.66111285,124025.384591387183
1652745600,2022-05-17 00:00:00,LPOOL/USDT,0.2709,0.2773,0.2637,0.2699,15784.62040944,4260.547936074252
1652659200,2022-05-16 00:00:00,LPOOL/USDT,0.3055,0.3055,0.268,0.2709,38268.27284246,10810.152602034633
1652572800,2022-05-15 00:00:00,LPOOL/USDT,0.2656,0.3308,0.2656,0.3066,59427.61961972,17615.188636435638
1652486400,2022-05-14 00:00:00,LPOOL/USDT,0.2567,0.2668,0.2548,0.2656,19662.92163075,5126.719709237468
1652400000,2022-05-13 00:00:00,LPOOL/USDT,0.2536,0.2693,0.2517,0.2569,41648.20416999,10872.097979938096
1652313600,2022-05-12 00:00:00,LPOOL/USDT,0.2949,0.3012,0.24,0.2541,113181.75805102,30207.272655913619
1652227200,2022-05-11 00:00:00,LPOOL/USDT,0.4037,0.4256,0.2756,0.2947,125961.33631983,44291.460624002517
1652140800,2022-05-10 00:00:00,LPOOL/USDT,0.3785,0.4346,0.3743,0.403,77073.03334306,31196.393641525914
1652054400,2022-05-09 00:00:00,LPOOL/USDT,0.4469,0.4469,0.3764,0.3801,36591.44196204,14893.186031893737
1651968000,2022-05-08 00:00:00,LPOOL/USDT,0.4745,0.4764,0.4457,0.4457,17310.79658773,7964.89624756156
1651881600,2022-05-07 00:00:00,LPOOL/USDT,0.4671,0.4899,0.4621,0.4745,29358.33643442,14002.200045020908
1651795200,2022-05-06 00:00:00,LPOOL/USDT,0.472,0.4741,0.4621,0.4671,32182.25648937,15059.326973781905
1651708800,2022-05-05 00:00:00,LPOOL/USDT,0.5154,0.5296,0.4694,0.4711,46243.03885798,23353.290873735144
1651622400,2022-05-04 00:00:00,LPOOL/USDT,0.493,0.5525,0.493,0.5145,45019.11555571,22828.221232829431
1651536000,2022-05-03 00:00:00,LPOOL/USDT,0.5601,0.5601,0.4848,0.4941,37990.55929162,19643.271976671851
1651449600,2022-05-02 00:00:00,LPOOL/USDT,0.5313,0.575,0.5151,0.5621,25992.33435684,14146.971436723968
1651363200,2022-05-01 00:00:00,LPOOL/USDT,0.5252,0.63,0.5142,0.5308,132777.93497185,75588.682877254952
1651276800,2022-04-30 00:00:00,LPOOL/USDT,0.5233,0.559,0.5102,0.5249,13165.1961262,6988.927493456864
1651190400,2022-04-29 00:00:00,LPOOL/USDT,0.5622,0.5704,0.5109,0.5188,19623.56672336,10717.791576067126
1651104000,2022-04-28 00:00:00,LPOOL/USDT,0.5924,0.5994,0.5301,0.5675,15416.16199869,8616.563673685648
1651017600,2022-04-27 00:00:00,LPOOL/USDT,0.5865,0.5985,0.5603,0.5879,19681.79714585,11421.431427088318
1650931200,2022-04-26 00:00:00,LPOOL/USDT,0.6093,0.6295,0.58,0.5849,22674.48513722,13651.971110592781
1650844800,2022-04-25 00:00:00,LPOOL/USDT,0.6344,0.6359,0.557,0.6044,21437.5354883,12705.83051206941
1650758400,2022-04-24 00:00:00,LPOOL/USDT,0.6801,0.7053,0.6176,0.6349,34976.58926592,23025.406894175585
1650672000,2022-04-23 00:00:00,LPOOL/USDT,0.7185,0.7272,0.65,0.6799,32465.02475556,22003.378089926698
1650585600,2022-04-22 00:00:00,LPOOL/USDT,0.692,0.7541,0.68,0.7184,51724.43546387,36559.16627973756
1650499200,2022-04-21 00:00:00,LPOOL/USDT,0.8067,0.8381,0.6566,0.692,117867.95423472,86662.019209053821
1650412800,2022-04-20 00:00:00,LPOOL/USDT,0.8471,0.8475,0.7904,0.8124,49158.6948228,40306.321148414348
1650326400,2022-04-19 00:00:00,LPOOL/USDT,0.8009,0.8709,0.7803,0.8518,93959.90861211,78200.482413252339
1650240000,2022-04-18 00:00:00,LPOOL/USDT,0.79,0.8275,0.7735,0.8009,25363.9004966,20174.325561769843
1650153600,2022-04-17 00:00:00,LPOOL/USDT,0.809,0.8186,0.7831,0.7855,9854.8274746,7838.707646440614
1650067200,2022-04-16 00:00:00,LPOOL/USDT,0.8371,0.8444,0.7954,0.8037,20678.10421136,16900.001534446704
1649980800,2022-04-15 00:00:00,LPOOL/USDT,0.8244,1,0.819,0.837,249669.35660444,224963.807374613436
1649894400,2022-04-14 00:00:00,LPOOL/USDT,0.7939,0.83,0.7413,0.8258,88361.05400188,69655.454648583986
1649808000,2022-04-13 00:00:00,LPOOL/USDT,0.8088,0.8495,0.7804,0.7889,36209.99898917,29677.88804031538
1649721600,2022-04-12 00:00:00,LPOOL/USDT,0.7368,0.8381,0.7237,0.8088,87305.00944145,68834.526266229661
1649635200,2022-04-11 00:00:00,LPOOL/USDT,0.7917,0.7939,0.7309,0.7322,22386.45779233,16977.393944036674
1649548800,2022-04-10 00:00:00,LPOOL/USDT,0.7851,0.8554,0.765,0.791,56244.72285921,45310.357392272251
1649462400,2022-04-09 00:00:00,LPOOL/USDT,0.811,0.811,0.7701,0.785,27843.54649352,21990.030391692014
1649376000,2022-04-08 00:00:00,LPOOL/USDT,0.7872,0.8499,0.779,0.8159,49299.52871963,39695.12310850128
1649289600,2022-04-07 00:00:00,LPOOL/USDT,0.783,0.7929,0.771,0.7872,6917.18604166,5386.817217353581
1649203200,2022-04-06 00:00:00,LPOOL/USDT,0.8361,0.8531,0.7711,0.7877,26871.99016567,21811.553131682766
1649116800,2022-04-05 00:00:00,LPOOL/USDT,0.8301,0.8761,0.82,0.8361,52535.52638487,44395.360968230667
1649030400,2022-04-04 00:00:00,LPOOL/USDT,0.8686,0.8808,0.8124,0.8301,35083.72151127,29628.52634193979
1648944000,2022-04-03 00:00:00,LPOOL/USDT,0.8312,0.8767,0.8276,0.8686,41959.16219793,35854.193223035955
1648857600,2022-04-02 00:00:00,LPOOL/USDT,0.8372,0.8654,0.8277,0.8366,26194.7940858,22304.275345663261
1648771200,2022-04-01 00:00:00,LPOOL/USDT,0.8292,0.8654,0.8038,0.8381,44637.48076376,37486.043718516913
1648684800,2022-03-31 00:00:00,LPOOL/USDT,0.8568,0.9416,0.8131,0.824,139407.65049859,122925.735812310436
1648598400,2022-03-30 00:00:00,LPOOL/USDT,0.8599,0.867,0.83,0.8525,26982.74628804,22721.164056387134
1648512000,2022-03-29 00:00:00,LPOOL/USDT,0.8379,0.8977,0.8302,0.8612,63184.62844643,54579.499931356282
1648425600,2022-03-28 00:00:00,LPOOL/USDT,0.859,0.896,0.83,0.8379,59508.81006982,51225.955198429961
1648339200,2022-03-27 00:00:00,LPOOL/USDT,0.8381,0.8723,0.819,0.8593,65142.67403362,54989.83597846467
1648252800,2022-03-26 00:00:00,LPOOL/USDT,0.8671,0.87,0.8225,0.8381,12945.76702125,10919.035754928334
1648166400,2022-03-25 00:00:00,LPOOL/USDT,0.8671,0.8935,0.8431,0.8696,43959.94026318,38517.017748246672
1648080000,2022-03-24 00:00:00,LPOOL/USDT,0.835,0.9,0.8312,0.8671,24714.33071657,21387.70388367395
1647993600,2022-03-23 00:00:00,LPOOL/USDT,0.8708,0.909,0.82,0.8347,30076.33247513,25990.968959160142
1647907200,2022-03-22 00:00:00,LPOOL/USDT,0.9475,0.9547,0.8601,0.8666,68493.70085171,61593.228281452634
1647820800,2022-03-21 00:00:00,LPOOL/USDT,0.8419,1.14,0.8366,0.954,189468.58483075,183883.914991518552
1647734400,2022-03-20 00:00:00,LPOOL/USDT,0.8559,0.9598,0.8366,0.8366,28003.6337632,24836.87367927121
1647648000,2022-03-19 00:00:00,LPOOL/USDT,0.8452,0.9453,0.8081,0.8606,22687.36275271,19120.367869377007
1647561600,2022-03-18 00:00:00,LPOOL/USDT,0.865,0.8736,0.8146,0.8453,5149.99272171,4330.350625398348
1647475200,2022-03-17 00:00:00,LPOOL/USDT,0.8089,0.8881,0.7921,0.8715,20082.1880873,16761.722074030445
1647388800,2022-03-16 00:00:00,LPOOL/USDT,0.7836,0.8191,0.7643,0.8073,89527.48814379,70922.470163814529
1647302400,2022-03-15 00:00:00,LPOOL/USDT,0.8105,0.82,0.7759,0.7839,75666.34792448,60347.329261985276
1647216000,2022-03-14 00:00:00,LPOOL/USDT,0.8123,0.8376,0.7817,0.8048,69321.22147609,56120.090095226845
1647129600,2022-03-13 00:00:00,LPOOL/USDT,0.851,0.8516,0.8025,0.8124,80089.82592211,66726.115874933267
1647043200,2022-03-12 00:00:00,LPOOL/USDT,0.846,0.9004,0.846,0.8556,73658.45063128,64109.634488460816
1646956800,2022-03-11 00:00:00,LPOOL/USDT,0.8552,0.8836,0.8404,0.8509,109700.73757695,94230.366697210531
1646870400,2022-03-10 00:00:00,LPOOL/USDT,0.8986,0.9077,0.8485,0.8556,154922.90786117,135506.707891610205
1646784000,2022-03-09 00:00:00,LPOOL/USDT,0.8921,0.9096,0.8695,0.8995,231307.53749091,207248.683817065282
1646697600,2022-03-08 00:00:00,LPOOL/USDT,0.8697,0.9299,0.8696,0.8918,311449.27281552,277641.156901224192
1646611200,2022-03-07 00:00:00,LPOOL/USDT,0.8896,0.9006,0.8482,0.8698,375471.56488746,329674.241816382537
1646524800,2022-03-06 00:00:00,LPOOL/USDT,0.97,0.9748,0.8756,0.89,453282.05724252,424269.39523681546
1646438400,2022-03-05 00:00:00,LPOOL/USDT,0.9354,1.0018,0.927,0.97,425547.30035643,405459.405884245191
1646352000,2022-03-04 00:00:00,LPOOL/USDT,1.0137,1.0139,0.926,0.9355,129122.58290766,122809.739126143165
1646265600,2022-03-03 00:00:00,LPOOL/USDT,1.0365,1.0425,0.9909,1.0141,46288.70294822,47154.415466108763
1646179200,2022-03-02 00:00:00,LPOOL/USDT,1.1127,1.113,1.022,1.0368,71012.43938312,75167.570027967843
1646092800,2022-03-01 00:00:00,LPOOL/USDT,1.1651,1.1917,1.0701,1.1122,101976.18180382,115101.454539122582
1646006400,2022-02-28 00:00:00,LPOOL/USDT,1.0888,1.1776,1.0658,1.1649,124613.7842398,137324.618073884851
1645920000,2022-02-27 00:00:00,LPOOL/USDT,1.203,1.2143,1.088,1.0892,129582.32831715,150621.886143094394
1645833600,2022-02-26 00:00:00,LPOOL/USDT,1.077,1.589,1.0656,1.2042,644434.5244953,843721.643488819578
1645747200,2022-02-25 00:00:00,LPOOL/USDT,0.9876,1.0813,0.9629,1.0767,196185.54705098,197221.28099862031
1645660800,2022-02-24 00:00:00,LPOOL/USDT,1.1397,1.1399,0.9287,0.9856,290991.91519369,287474.76294352495
1645574400,2022-02-23 00:00:00,LPOOL/USDT,1.0643,1.408,1.0584,1.1396,435704.98560156,515089.606133907403
1645488000,2022-02-22 00:00:00,LPOOL/USDT,1.0714,1.0974,1.0322,1.0641,276668.23486635,294832.238417171588
1645401600,2022-02-21 00:00:00,LPOOL/USDT,1.1431,1.1606,1.041,1.071,369019.17050879,413097.394455622584
1645315200,2022-02-20 00:00:00,LPOOL/USDT,1.216,1.2345,1.12,1.1433,389157.71875384,452207.47789333254
1645228800,2022-02-19 00:00:00,LPOOL/USDT,1.2195,1.2345,1.1905,1.214,372206.5919147,451181.836133040853
1645142400,2022-02-18 00:00:00,LPOOL/USDT,1.2894,1.2974,1.2154,1.2235,389962.79382243,484928.713823292719
1645056000,2022-02-17 00:00:00,LPOOL/USDT,1.2525,1.3198,1.2006,1.2893,303446.58405306,379986.26881646988
1644969600,2022-02-16 00:00:00,LPOOL/USDT,1.304,1.3116,1.225,1.2524,262425.88976465,332547.682327327137
1644883200,2022-02-15 00:00:00,LPOOL/USDT,1.336,1.3882,1.2974,1.3038,329332.45245258,439580.35524393789
1644796800,2022-02-14 00:00:00,LPOOL/USDT,1.324,1.3772,1.2747,1.3362,352902.48575848,464777.757625428536
1644710400,2022-02-13 00:00:00,LPOOL/USDT,1.2883,1.3551,1.2267,1.3241,388520.92753928,494512.803289749427
1644624000,2022-02-12 00:00:00,LPOOL/USDT,1.2829,1.4269,1.2813,1.2883,406948.83762306,537667.924493738006
1644537600,2022-02-11 00:00:00,LPOOL/USDT,1.3758,1.3772,1.273,1.2829,189546.47267659,251050.331183984481
1644451200,2022-02-10 00:00:00,LPOOL/USDT,1.333,1.4429,1.33,1.3687,90867.5024278,124494.729997386653
1644364800,2022-02-09 00:00:00,LPOOL/USDT,1.3155,1.3543,1.2898,1.3403,116421.89025378,153610.958246581017
1644278400,2022-02-08 00:00:00,LPOOL/USDT,1.3851,1.4144,1.304,1.3199,93709.34313995,127192.630070123846
1644192000,2022-02-07 00:00:00,LPOOL/USDT,1.3953,1.4861,1.3235,1.3855,198968.15350182,280261.6393255984
