https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ALPHA,Volume BTC
1645228800,2022-02-19 00:00:00,ALPHA/BTC,0.00000897,0.00000908,0.00000861,0.00000891,19481.939,0.174110034119
1645142400,2022-02-18 00:00:00,ALPHA/BTC,0.00000892,0.00000932,0.00000888,0.00000896,44961.2433,0.410135290884
1645056000,2022-02-17 00:00:00,ALPHA/BTC,0.00000902,0.0000091,0.00000883,0.00000892,45131.3655,0.403035345711
1644969600,2022-02-16 00:00:00,ALPHA/BTC,0.00000926,0.00000933,0.0000089,0.00000899,62704.7168,0.571881822042
1644883200,2022-02-15 00:00:00,ALPHA/BTC,0.00000899,0.0000093,0.00000899,0.00000927,47344.7394,0.432774422979
1644796800,2022-02-14 00:00:00,ALPHA/BTC,0.00000899,0.00000906,0.00000863,0.00000902,48568.4462,0.431944021378
1644710400,2022-02-13 00:00:00,ALPHA/BTC,0.00000945,0.00001021,0.00000892,0.00000897,32935.41631581,0.3029805953859154
1644624000,2022-02-12 00:00:00,ALPHA/BTC,0.00000948,0.00000971,0.00000923,0.0000095,33339.67876465,0.315673421149933
1644537600,2022-02-11 00:00:00,ALPHA/BTC,0.00000989,0.00001075,0.00000936,0.00000953,14146.09016123,0.1420136186449185
1644451200,2022-02-10 00:00:00,ALPHA/BTC,0.00001002,0.0000108,0.00000975,0.00000989,20942.6737,0.213302533122
1644364800,2022-02-09 00:00:00,ALPHA/BTC,0.00000989,0.00001009,0.00000978,0.00001004,5777.07593612,0.0573117893939224
1644278400,2022-02-08 00:00:00,ALPHA/BTC,0.00001023,0.00001054,0.00000982,0.00000989,15395.73020778,0.1563117847678573
1644192000,2022-02-07 00:00:00,ALPHA/BTC,0.00001043,0.00001066,0.00001016,0.00001022,6155.3834145,0.063223738876921
1644105600,2022-02-06 00:00:00,ALPHA/BTC,0.00001024,0.00001047,0.00001014,0.00001042,3644.1188,0.037687089038
1644019200,2022-02-05 00:00:00,ALPHA/BTC,0.00001035,0.00001075,0.0000101,0.00001024,1559.87485984,0.0162041943489024
1643932800,2022-02-04 00:00:00,ALPHA/BTC,0.00001027,0.00001059,0.00001009,0.00001033,701.46228888,0.007269222348908
1643846400,2022-02-03 00:00:00,ALPHA/BTC,0.00000999,0.00001037,0.00000989,0.00001021,382.49527304,0.00385077261691
1643760000,2022-02-02 00:00:00,ALPHA/BTC,0.00000989,0.00001019,0.00000988,0.00001006,265.5108,0.00265821199
1643673600,2022-02-01 00:00:00,ALPHA/BTC,0.00001002,0.00001044,0.00000989,0.00000996,2466.7811,0.024990313763
1643587200,2022-01-31 00:00:00,ALPHA/BTC,0.00000994,0.00001004,0.00000974,0.00000993,8124.50008358,0.0799940075109346
1643500800,2022-01-30 00:00:00,ALPHA/BTC,0.00001029,0.00001048,0.00000993,0.00001005,274.2926,0.002820035062
1643414400,2022-01-29 00:00:00,ALPHA/BTC,0.00001008,0.00001034,0.00001003,0.0000103,583.89699757,0.0059789534149953
1643328000,2022-01-28 00:00:00,ALPHA/BTC,0.00001008,0.00001013,0.00000986,0.00000992,3327.61327441,0.0332848488138469
1643241600,2022-01-27 00:00:00,ALPHA/BTC,0.00001074,0.00001074,0.00000993,0.00000995,2557.13868982,0.0264430169479244
1643155200,2022-01-26 00:00:00,ALPHA/BTC,0.0000108,0.00001102,0.00001058,0.00001071,2016.46471971,0.0218044544718623
1643068800,2022-01-25 00:00:00,ALPHA/BTC,0.0000104,0.00001091,0.00001038,0.00001089,551.2577,0.00581509624
1642982400,2022-01-24 00:00:00,ALPHA/BTC,0.00001125,0.00001128,0.00001037,0.00001046,6343.79578842,0.0671132860399046
1642896000,2022-01-23 00:00:00,ALPHA/BTC,0.00001144,0.00001166,0.00001102,0.00001118,1401.1487,0.015846981768
1642809600,2022-01-22 00:00:00,ALPHA/BTC,0.00001165,0.00001196,0.00001042,0.00001118,22292.8823,0.249414303218
1642723200,2022-01-21 00:00:00,ALPHA/BTC,0.00001205,0.00001218,0.0000114,0.00001168,2108.0082,0.024838490852
1642636800,2022-01-20 00:00:00,ALPHA/BTC,0.00001246,0.00001266,0.00001217,0.00001222,2475.73295035,0.0306463628029135
1642550400,2022-01-19 00:00:00,ALPHA/BTC,0.00001279,0.00001279,0.0000124,0.0000124,751.4901,0.009454361273
1642464000,2022-01-18 00:00:00,ALPHA/BTC,0.00001288,0.00001316,0.00001263,0.0000127,1435.3307,0.01833300063
1642377600,2022-01-17 00:00:00,ALPHA/BTC,0.00001338,0.00001338,0.00001282,0.00001292,2433.27180419,0.0315941658689784
1642291200,2022-01-16 00:00:00,ALPHA/BTC,0.00001362,0.00001381,0.00001317,0.00001337,3880.3722,0.052591758809
1642204800,2022-01-15 00:00:00,ALPHA/BTC,0.00001304,0.00001379,0.00001304,0.00001356,7731.0498,0.105750986565
1642118400,2022-01-14 00:00:00,ALPHA/BTC,0.0000132,0.00001431,0.00001295,0.00001304,2595.7302,0.034419579416
1642032000,2022-01-13 00:00:00,ALPHA/BTC,0.00001353,0.00001385,0.00001317,0.00001321,4610.1697,0.061549056665
1641945600,2022-01-12 00:00:00,ALPHA/BTC,0.00001267,0.00001367,0.00001264,0.00001348,6323.43789019,0.0832749364079574
1641859200,2022-01-11 00:00:00,ALPHA/BTC,0.00001225,0.00001311,0.00001215,0.00001265,6683.14865731,0.0838472477648112
1641772800,2022-01-10 00:00:00,ALPHA/BTC,0.00001305,0.00001325,0.00001216,0.00001227,1894.0173,0.024117214706
1641686400,2022-01-09 00:00:00,ALPHA/BTC,0.0000127,0.00001318,0.00001263,0.00001305,4647.1887,0.060491926748
1641600000,2022-01-08 00:00:00,ALPHA/BTC,0.00001331,0.00001352,0.00001244,0.00001268,23176.08046827,0.2915820818319142
1641513600,2022-01-07 00:00:00,ALPHA/BTC,0.00001399,0.00001399,0.00001311,0.0000133,7976.45566985,0.1066211246138945
1641427200,2022-01-06 00:00:00,ALPHA/BTC,0.00001444,0.00001447,0.00001378,0.00001402,7906.5093,0.110348676998
1641340800,2022-01-05 00:00:00,ALPHA/BTC,0.0000152,0.0000156,0.00001399,0.00001446,10388.38571319,0.1564961838177771
1641254400,2022-01-04 00:00:00,ALPHA/BTC,0.00001508,0.00001547,0.0000149,0.00001524,1769.40717165,0.026911475473977
1641168000,2022-01-03 00:00:00,ALPHA/BTC,0.00001473,0.0000159,0.00001465,0.00001509,13785.42084526,0.2081373010445919
1641081600,2022-01-02 00:00:00,ALPHA/BTC,0.00001465,0.00001488,0.00001451,0.00001474,314.6224,0.004618279293
1640995200,2022-01-01 00:00:00,ALPHA/BTC,0.00001431,0.00001463,0.00001427,0.00001463,1149.709,0.01656026726
1640908800,2021-12-31 00:00:00,ALPHA/BTC,0.00001461,0.0000148,0.00001421,0.00001428,8293.50172547,0.120273576827956
1640822400,2021-12-30 00:00:00,ALPHA/BTC,0.00001469,0.00001481,0.0000143,0.00001461,2460.1895,0.036007026652
1640736000,2021-12-29 00:00:00,ALPHA/BTC,0.00001502,0.00001516,0.00001366,0.00001465,38477.7514,0.56606917602
1640649600,2021-12-28 00:00:00,ALPHA/BTC,0.00001528,0.00001528,0.0000147,0.00001498,10849.8292,0.163209510131
