https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume FLOW,Volume BTC
1663459200,2022-09-18 00:00:00,FLOW/BTC,0.00009165,0.00009165,0.00009108,0.00009144,3.4649,0.000316556074
1663372800,2022-09-17 00:00:00,FLOW/BTC,0.00008999,0.00009223,0.00008933,0.0000916,2340.2872,0.211866840763
1663286400,2022-09-16 00:00:00,FLOW/BTC,0.00008891,0.0000904,0.00008766,0.00008999,2158.8995,0.193416524996
1663200000,2022-09-15 00:00:00,FLOW/BTC,0.00009214,0.00009246,0.00008832,0.00008906,1389.2825,0.125638648449
1663113600,2022-09-14 00:00:00,FLOW/BTC,0.00009239,0.00009264,0.00008898,0.00009224,2776.9758,0.253405549325
1663027200,2022-09-13 00:00:00,FLOW/BTC,0.00009399,0.00009436,0.00009027,0.00009239,5557.953,0.514073708784
1662940800,2022-09-12 00:00:00,FLOW/BTC,0.00009685,0.00010242,0.00009305,0.00009396,6633.5149,0.646928244365
1662854400,2022-09-11 00:00:00,FLOW/BTC,0.00009743,0.0000995,0.00009611,0.0000968,1221.9912,0.119177117315
1662768000,2022-09-10 00:00:00,FLOW/BTC,0.00009906,0.00010203,0.00009682,0.00009733,2594.0685,0.256541767183
1662681600,2022-09-09 00:00:00,FLOW/BTC,0.00010174,0.00010509,0.00009644,0.00009878,8389.5439,0.845451600261
1662595200,2022-09-08 00:00:00,FLOW/BTC,0.00009673,0.00011652,0.00009613,0.00010131,25526.0707,2.618917803874
1662508800,2022-09-07 00:00:00,FLOW/BTC,0.000094,0.00009748,0.00009315,0.00009642,2115.6701,0.203913139817
1662422400,2022-09-06 00:00:00,FLOW/BTC,0.0000973,0.00009804,0.00009333,0.00009413,2972.4565,0.284672897168
1662336000,2022-09-05 00:00:00,FLOW/BTC,0.00009733,0.00009839,0.00009431,0.00009714,1424.2324,0.13699324927
1662249600,2022-09-04 00:00:00,FLOW/BTC,0.00009888,0.00010044,0.00009713,0.00009727,2657.452,0.261438708644
1662163200,2022-09-03 00:00:00,FLOW/BTC,0.00009847,0.00009906,0.00009554,0.00009863,3531.1896,0.345592428679
1662076800,2022-09-02 00:00:00,FLOW/BTC,0.00010147,0.00010868,0.00009774,0.00009848,3820.8878,0.385907693282
1661990400,2022-09-01 00:00:00,FLOW/BTC,0.00010303,0.00010872,0.0000995,0.00010168,4902.6579,0.499880358367
1661904000,2022-08-31 00:00:00,FLOW/BTC,0.00010123,0.00010872,0.00009886,0.00010316,4148.68,0.424656722741
1661817600,2022-08-30 00:00:00,FLOW/BTC,0.00009434,0.00010664,0.00009292,0.0001019,7166.619,0.719110622932
1661731200,2022-08-29 00:00:00,FLOW/BTC,0.00008669,0.00010111,0.00008534,0.00009433,12289.6458,1.14426146285
1661644800,2022-08-28 00:00:00,FLOW/BTC,0.0000912,0.00009214,0.00008522,0.0000863,2116.911,0.190796379731
1661558400,2022-08-27 00:00:00,FLOW/BTC,0.00009147,0.00009438,0.00009012,0.00009119,2006.1544,0.185500111403
1661472000,2022-08-26 00:00:00,FLOW/BTC,0.00009949,0.00009953,0.00009047,0.0000914,4036.8228,0.382042681184
1661385600,2022-08-25 00:00:00,FLOW/BTC,0.00010044,0.00011056,0.00009877,0.00009924,3861.661,0.399783912527
1661299200,2022-08-24 00:00:00,FLOW/BTC,0.00009973,0.00010348,0.00009789,0.00010044,5110.1609,0.51904219891
1661212800,2022-08-23 00:00:00,FLOW/BTC,0.0000994,0.00010129,0.000097,0.00009922,1460.7736,0.143484779474
1661126400,2022-08-22 00:00:00,FLOW/BTC,0.00010045,0.00010123,0.0000957,0.00009945,1192.3988,0.117076859758
1661040000,2022-08-21 00:00:00,FLOW/BTC,0.00010036,0.00010198,0.00009927,0.00010062,611.3088,0.061492138211
1660953600,2022-08-20 00:00:00,FLOW/BTC,0.00010178,0.000107,0.0000973,0.00010044,6422.1431,0.66440148679
1660867200,2022-08-19 00:00:00,FLOW/BTC,0.00010836,0.00011134,0.00010027,0.00010191,11167.388,1.182178541684
1660780800,2022-08-18 00:00:00,FLOW/BTC,0.00010998,0.0001195,0.00010478,0.00010912,14205.8934,1.617447095496
1660694400,2022-08-17 00:00:00,FLOW/BTC,0.00011254,0.00011457,0.00010864,0.00011,10541.1887,1.174468405846
1660608000,2022-08-16 00:00:00,FLOW/BTC,0.00011248,0.00011445,0.00011032,0.0001124,1767.3005,0.198448128915
1660521600,2022-08-15 00:00:00,FLOW/BTC,0.00011658,0.00012192,0.00011169,0.00011238,21167.3249,2.452220491087
1660435200,2022-08-14 00:00:00,FLOW/BTC,0.00011982,0.0001201,0.00011528,0.00011632,2099.6127,0.245425514428
1660348800,2022-08-13 00:00:00,FLOW/BTC,0.00012058,0.00012489,0.0001191,0.00011939,2985.8989,0.363451222542
1660262400,2022-08-12 00:00:00,FLOW/BTC,0.00012389,0.0001239,0.00012023,0.00012057,1731.7667,0.211138645949
1660176000,2022-08-11 00:00:00,FLOW/BTC,0.00012779,0.0001316,0.00012213,0.00012433,13719.8764,1.732429161791
1660089600,2022-08-10 00:00:00,FLOW/BTC,0.00012917,0.00013116,0.00012082,0.00012742,13955.9089,1.767530318673
1660003200,2022-08-09 00:00:00,FLOW/BTC,0.00012711,0.00013162,0.00012242,0.0001292,13352.4079,1.694332924939
