https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume INJ,Volume USDT
1642464000,2022-01-18 00:00:00,INJ/USDT,6.88,6.9,6.463,6.642,39273.80546272,260250.21004275626
1642377600,2022-01-17 00:00:00,INJ/USDT,7.237,7.237,6.734,6.881,15640.11425626,108476.83441054914
1642291200,2022-01-16 00:00:00,INJ/USDT,7.075,7.272,6.959,7.235,16289.44638401,116056.64859056475
1642204800,2022-01-15 00:00:00,INJ/USDT,6.987,7.13,6.898,7.081,20177.79739666,142185.84095793863
1642118400,2022-01-14 00:00:00,INJ/USDT,6.8,7.023,6.722,7.005,12047.66362788,82666.29244147963
1642032000,2022-01-13 00:00:00,INJ/USDT,7.245,7.29,6.789,6.789,16913.32623285,119611.24479392804
1641945600,2022-01-12 00:00:00,INJ/USDT,7.139,7.435,7.016,7.219,31081.37929793,224201.18899688528
1641859200,2022-01-11 00:00:00,INJ/USDT,6.804,7.569,6.774,7.138,36385.04774806,258486.16074079872
1641772800,2022-01-10 00:00:00,INJ/USDT,6.747,7.25,6.335,6.822,28330.08934675,190923.466591045
1641686400,2022-01-09 00:00:00,INJ/USDT,6.851,7.069,6.688,6.753,16180.55389628,110931.16172769262
1641600000,2022-01-08 00:00:00,INJ/USDT,6.94,7.161,6.513,6.851,22530.60506743,154290.50511382522
1641513600,2022-01-07 00:00:00,INJ/USDT,7.429,7.438,6.697,6.941,42756.16788699,302426.86030199829
1641427200,2022-01-06 00:00:00,INJ/USDT,7.597,7.625,7.091,7.422,33253.11263836,243842.47122473388
1641340800,2022-01-05 00:00:00,INJ/USDT,8.119,8.338,7.377,7.599,42760.49716292,342583.95769511888
1641254400,2022-01-04 00:00:00,INJ/USDT,8.265,8.426,8.105,8.153,18917.86742111,156748.48373287255
1641168000,2022-01-03 00:00:00,INJ/USDT,8.565,8.59,8.161,8.271,14673.14787839,123135.12756355704
1641081600,2022-01-02 00:00:00,INJ/USDT,8.508,8.627,8.316,8.565,12585.41141845,106633.4263801099
1640995200,2022-01-01 00:00:00,INJ/USDT,8.244,8.553,8.244,8.541,30190.35807697,253285.3540263181
1640908800,2021-12-31 00:00:00,INJ/USDT,8.587,8.611,8.213,8.239,22488.56013618,189312.56595016769
1640822400,2021-12-30 00:00:00,INJ/USDT,8.467,8.753,8.213,8.56,21701.79054508,184703.41285798607
1640736000,2021-12-29 00:00:00,INJ/USDT,8.85,9.195,8.4,8.452,23472.56999474,205758.23063695247
1640649600,2021-12-28 00:00:00,INJ/USDT,9.866,9.982,8.661,8.854,34603.57302798,318737.91366288005
