https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume YFI,Volume USDT
1663376400,2022-09-17 01:00:00,YFI/USDT,8727.74,8766.05,8727.74,8763.19,0.053699,470.41838664
1663372800,2022-09-17 00:00:00,YFI/USDT,8660.96,8784.25,8660.96,8723.5,2.18862071,19152.2307013495
1663369200,2022-09-16 23:00:00,YFI/USDT,8643.3,8666.42,8638.27,8666.42,0.45200797,3915.4288455488
1663365600,2022-09-16 22:00:00,YFI/USDT,8648.95,8670.77,8641.37,8648.73,0.47688049,4128.2756478938
1663362000,2022-09-16 21:00:00,YFI/USDT,8678.63,8698.48,8641.75,8644.86,2.39402184,20776.400152534
1663358400,2022-09-16 20:00:00,YFI/USDT,8565.45,8678.28,8565.45,8678.28,2.63167058,22730.6669070906
1663354800,2022-09-16 19:00:00,YFI/USDT,8551.9,8617.91,8551.9,8567,2.48271696,21312.9390666548
1663351200,2022-09-16 18:00:00,YFI/USDT,8579.92,8615.91,8515.09,8550,0.77081546,6605.9394508843
1663347600,2022-09-16 17:00:00,YFI/USDT,8563.3,8644.44,8484.77,8578.65,2.54258779,21753.0196762541
1663344000,2022-09-16 16:00:00,YFI/USDT,8627.38,8627.38,8443.73,8561.77,1.84746061,15753.0458819047
1663340400,2022-09-16 15:00:00,YFI/USDT,8637.26,8666.6,8577.58,8628.51,0.82958171,7149.5668781991
1663336800,2022-09-16 14:00:00,YFI/USDT,8525,8761.31,8500.7,8637.26,1.4563238,12639.1311355797
1663333200,2022-09-16 13:00:00,YFI/USDT,8696.5,8738.38,8471.6,8505.8,8.11443395,69930.8203549531
1663329600,2022-09-16 12:00:00,YFI/USDT,8794.75,8794.75,8650,8685.25,0.837612,7331.3645334423
1663326000,2022-09-16 11:00:00,YFI/USDT,8701.08,8845.39,8696.5,8797.85,4.8940227,43097.0414008393
1663322400,2022-09-16 10:00:00,YFI/USDT,8613.12,8766.73,8597.72,8702.69,2.38420916,20769.4403468884
1663318800,2022-09-16 09:00:00,YFI/USDT,8481.9,8627.11,8481.9,8610.3,0.41763211,3584.741953607
1663315200,2022-09-16 08:00:00,YFI/USDT,8619.25,8619.25,8453.14,8476.98,0.84444723,7204.4900891121
1663311600,2022-09-16 07:00:00,YFI/USDT,8607.5,8652.78,8607.5,8624.54,0.57467554,4957.2403893276
1663308000,2022-09-16 06:00:00,YFI/USDT,8561.34,8644.44,8548.79,8604.79,1.18658569,10225.4492927362
1663304400,2022-09-16 05:00:00,YFI/USDT,8576.7,8607.57,8569.91,8570.41,0.13671256,1173.7383054544
1663300800,2022-09-16 04:00:00,YFI/USDT,8575.95,8622.75,8567.82,8577.58,0.47055265,4043.015427339
