https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ENQ,Volume BTC
1663459200,2022-09-18 00:00:00,ENQ/BTC,0.000000746,0.000000752,0.000000746,0.000000749,34764.275,0.0261313648136
1663372800,2022-09-17 00:00:00,ENQ/BTC,0.000000731,0.000000785,0.000000678,0.000000745,2290387.6865,1.684962102558
1663286400,2022-09-16 00:00:00,ENQ/BTC,0.000000722,0.000000818,0.00000069,0.000000731,2723824.3637,2.0546556905574
1663200000,2022-09-15 00:00:00,ENQ/BTC,0.000000773,0.000000785,0.00000065,0.000000721,3130406.5781,2.2379325213303
1663113600,2022-09-14 00:00:00,ENQ/BTC,0.000000841,0.000000905,0.00000076,0.000000772,2910540.9051,2.4245414229852
1663027200,2022-09-13 00:00:00,ENQ/BTC,0.000000713,0.000000872,0.000000674,0.000000842,5846716.5722,4.5693684678282
1662940800,2022-09-12 00:00:00,ENQ/BTC,0.000000942,0.000001025,0.000000713,0.000000713,4553919.32,3.8861077627053
1662854400,2022-09-11 00:00:00,ENQ/BTC,0.000000608,0.000001187,0.000000571,0.000000938,14331326.64847902,12.08176201597192572
1662768000,2022-09-10 00:00:00,ENQ/BTC,0.000000476,0.000000649,0.000000452,0.000000608,5491410.7089,2.9380599967818
1662681600,2022-09-09 00:00:00,ENQ/BTC,0.000000463,0.00000051,0.000000455,0.000000476,4196889.8174,2.0140625812819
1662595200,2022-09-08 00:00:00,ENQ/BTC,0.000000468,0.000000492,0.000000443,0.000000463,4075448.2365,1.9029924344899
1662508800,2022-09-07 00:00:00,ENQ/BTC,0.000000463,0.000000475,0.000000417,0.000000468,4962916.4344,2.2251471994628
1662422400,2022-09-06 00:00:00,ENQ/BTC,0.00000047,0.000000502,0.000000448,0.000000464,5484316.4555,2.5908403070245
1662336000,2022-09-05 00:00:00,ENQ/BTC,0.00000044,0.000000484,0.000000437,0.00000047,2528315.4029,1.1580496128158
1662249600,2022-09-04 00:00:00,ENQ/BTC,0.000000453,0.000000476,0.000000439,0.00000044,2231399.4937,1.0153699199566
1662163200,2022-09-03 00:00:00,ENQ/BTC,0.000000468,0.000000485,0.000000442,0.000000452,1640723.022,0.7526542873303
1662076800,2022-09-02 00:00:00,ENQ/BTC,0.000000513,0.000000535,0.000000457,0.000000465,3116416.9442,1.5164326963087
1661990400,2022-09-01 00:00:00,ENQ/BTC,0.000000451,0.000000533,0.000000403,0.000000515,2685628.493,1.2071137534906
1661904000,2022-08-31 00:00:00,ENQ/BTC,0.000000518,0.000000534,0.000000436,0.00000045,3797225.8797,1.8254170260774
1661817600,2022-08-30 00:00:00,ENQ/BTC,0.000000438,0.000000569,0.000000436,0.000000519,3743791.1125,1.8999342603444
1661731200,2022-08-29 00:00:00,ENQ/BTC,0.000000428,0.000000486,0.000000384,0.000000436,5124081.5932,2.2048992126239
1661644800,2022-08-28 00:00:00,ENQ/BTC,0.00000035,0.000000461,0.000000336,0.000000428,5345517.2934,2.1318701224236
1661558400,2022-08-27 00:00:00,ENQ/BTC,0.000000306,0.000000482,0.000000274,0.00000035,9125071.3349,3.4477699267142
1661472000,2022-08-26 00:00:00,ENQ/BTC,0.000000298,0.000000317,0.000000297,0.000000306,1853818.1464,0.5660177845115
1661385600,2022-08-25 00:00:00,ENQ/BTC,0.000000303,0.000000331,0.000000292,0.000000298,3339971.6025,1.0315274368561
1661299200,2022-08-24 00:00:00,ENQ/BTC,0.000000335,0.000000345,0.000000302,0.000000304,4111155.4376,1.3192598186278
1661212800,2022-08-23 00:00:00,ENQ/BTC,0.000000334,0.000000344,0.000000303,0.000000336,4559043.7683,1.4741396918512
1661126400,2022-08-22 00:00:00,ENQ/BTC,0.000000386,0.000000388,0.00000031,0.000000334,4649777.4319,1.6178977087968
1661040000,2022-08-21 00:00:00,ENQ/BTC,0.000000378,0.000000399,0.00000034,0.000000386,3998738.6084,1.4911403004294
1660953600,2022-08-20 00:00:00,ENQ/BTC,0.000000316,0.000000408,0.000000307,0.000000378,9796257.8822,3.6816975240662
1660867200,2022-08-19 00:00:00,ENQ/BTC,0.000000342,0.000000343,0.000000271,0.000000316,5931817.6024,1.8072173037317
1660780800,2022-08-18 00:00:00,ENQ/BTC,0.000000366,0.000000388,0.0000003,0.000000344,5558083.5967,1.9326126996504
1660694400,2022-08-17 00:00:00,ENQ/BTC,0.000000385,0.000000457,0.000000349,0.000000366,10022199.7233,3.9413789978582
1660608000,2022-08-16 00:00:00,ENQ/BTC,0.000000321,0.000000413,0.000000257,0.000000386,13503096.5559,4.1684569251524
1660521600,2022-08-15 00:00:00,ENQ/BTC,0.000000385,0.000000404,0.000000319,0.000000322,6368213.3043,2.2363354902475
1660435200,2022-08-14 00:00:00,ENQ/BTC,0.000000488,0.000000633,0.000000358,0.000000384,13107029.6908,5.889961258332
1660348800,2022-08-13 00:00:00,ENQ/BTC,0.000000212,0.000000588,0.000000199,0.000000488,12952045.908,4.4919479358775
1660262400,2022-08-12 00:00:00,ENQ/BTC,0.000000225,0.000000232,0.000000198,0.000000212,5774972.5257,1.2408804123171
1660176000,2022-08-11 00:00:00,ENQ/BTC,0.000000184,0.000000261,0.00000018,0.000000225,8909568.872,1.9951416215449
1660089600,2022-08-10 00:00:00,ENQ/BTC,0.000000176,0.000000194,0.000000173,0.000000183,5991377.1916,1.077140696725
1660003200,2022-08-09 00:00:00,ENQ/BTC,0.000000186,0.000000192,0.000000177,0.000000177,7233574.4457,1.3314254443802
1659916800,2022-08-08 00:00:00,ENQ/BTC,0.000000185,0.000000196,0.000000179,0.000000185,10058619.6334,1.8681209482688
