https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume AUDIO,Volume BTC
1663545600,2022-09-19 00:00:00,AUDIO/BTC,0.00001155,0.00001155,0.00001155,0.00001155,0.00000000,0.0
1663459200,2022-09-18 00:00:00,AUDIO/BTC,0.00001223,0.00001223,0.00001100,0.00001155,33476.14842331,0.38664951428923044
1663372800,2022-09-17 00:00:00,AUDIO/BTC,0.00001273,0.00001273,0.00001240,0.00001240,4632.69979239,0.057445477425636
1663286400,2022-09-16 00:00:00,AUDIO/BTC,0.00001225,0.00001225,0.00001225,0.00001225,691.63056022,0.008472474362695
1663200000,2022-09-15 00:00:00,AUDIO/BTC,0.00001247,0.00001261,0.00001246,0.00001261,2018.18246649,0.0254492809024389
1663113600,2022-09-14 00:00:00,AUDIO/BTC,0.00001244,0.00001244,0.00001244,0.00001244,225.01633287,0.0027992031809028002
1663027200,2022-09-13 00:00:00,AUDIO/BTC,0.00001286,0.00001287,0.00001199,0.00001287,18766.46978827,0.2415244661750349
1662940800,2022-09-12 00:00:00,AUDIO/BTC,0.00001319,0.00001338,0.00001270,0.00001313,44898.02210983,0.589511030302068
1662854400,2022-09-11 00:00:00,AUDIO/BTC,0.00001349,0.00001349,0.00001307,0.00001307,10012.31091500,0.13086090365905
1662768000,2022-09-10 00:00:00,AUDIO/BTC,0.00001356,0.00001372,0.00001328,0.00001328,2084.95594240,0.027688214915072
1662681600,2022-09-09 00:00:00,AUDIO/BTC,0.00001428,0.00001428,0.00001385,0.00001385,3684.32223411,0.0510278629424235
1662595200,2022-09-08 00:00:00,AUDIO/BTC,0.00001488,0.00001490,0.00001432,0.00001454,55939.50565656,0.8133604122463824
1662508800,2022-09-07 00:00:00,AUDIO/BTC,0.00001377,0.00001455,0.00001377,0.00001455,15129.62860097,0.2201360961441135
1662422400,2022-09-06 00:00:00,AUDIO/BTC,0.00001439,0.00001444,0.00001354,0.00001380,23239.61240703,0.32070665121701397
1662336000,2022-09-05 00:00:00,AUDIO/BTC,0.00001446,0.00001446,0.00001446,0.00001446,574.84345757,0.0083122363964622
1662249600,2022-09-04 00:00:00,AUDIO/BTC,0.00001452,0.00001478,0.00001452,0.00001478,12034.77892411,0.1778740324983458
1662163200,2022-09-03 00:00:00,AUDIO/BTC,0.00001429,0.00001441,0.00001429,0.00001439,1716.20136212,0.0246961376009068
1662076800,2022-09-02 00:00:00,AUDIO/BTC,0.00001404,0.00001409,0.00001397,0.00001409,871.83488949,0.0122841535929141
1661990400,2022-09-01 00:00:00,AUDIO/BTC,0.00001397,0.00001397,0.00001370,0.00001390,898.60760821,0.012490645754119
1661904000,2022-08-31 00:00:00,AUDIO/BTC,0.00001406,0.00001409,0.00001401,0.00001401,5270.66539365,0.07384202216503649
1661817600,2022-08-30 00:00:00,AUDIO/BTC,0.00001462,0.00001482,0.00001427,0.00001436,26381.99565758,0.37884545764284877
1661731200,2022-08-29 00:00:00,AUDIO/BTC,0.00001411,0.00001452,0.00001411,0.00001452,2669.68171775,0.03876377854173
1661644800,2022-08-28 00:00:00,AUDIO/BTC,0.00001419,0.00001464,0.00001419,0.00001446,21136.14783589,0.3056286977069694
1661558400,2022-08-27 00:00:00,AUDIO/BTC,0.00001422,0.00001429,0.00001420,0.00001420,1605.66019184,0.022800374724128
1661472000,2022-08-26 00:00:00,AUDIO/BTC,0.00001439,0.00001452,0.00001379,0.00001384,10980.82155125,0.15197457026929997
1661385600,2022-08-25 00:00:00,AUDIO/BTC,0.00001496,0.00001502,0.00001441,0.00001441,6460.80583210,0.09310021204056099
1661299200,2022-08-24 00:00:00,AUDIO/BTC,0.00001484,0.00001551,0.00001464,0.00001507,32835.89839454,0.49483698880571786
1661212800,2022-08-23 00:00:00,AUDIO/BTC,0.00001422,0.00001449,0.00001414,0.00001446,22308.12110314,0.3225754311514044
1661126400,2022-08-22 00:00:00,AUDIO/BTC,0.00001418,0.00001418,0.00001401,0.00001404,3185.51508206,0.0447246317521224
1661040000,2022-08-21 00:00:00,AUDIO/BTC,0.00001427,0.00001443,0.00001427,0.00001431,7635.28108636,0.1092608723458116
1660953600,2022-08-20 00:00:00,AUDIO/BTC,0.00001448,0.00001470,0.00001413,0.00001413,7794.32794297,0.1101338538341661
1660867200,2022-08-19 00:00:00,AUDIO/BTC,0.00001414,0.00001452,0.00001383,0.00001447,9817.08762266,0.1420532578998902
1660780800,2022-08-18 00:00:00,AUDIO/BTC,0.00001477,0.00001489,0.00001400,0.00001404,2455.58775216,0.0344764520403264
1660694400,2022-08-17 00:00:00,AUDIO/BTC,0.00001553,0.00001553,0.00001472,0.00001472,771.00689737,0.0113492215292864
1660608000,2022-08-16 00:00:00,AUDIO/BTC,0.00001525,0.00001559,0.00001525,0.00001559,462.98888370,0.007217996696883
1660521600,2022-08-15 00:00:00,AUDIO/BTC,0.00001566,0.00001566,0.00001556,0.00001557,655.60744742,0.010207807956329399
1660435200,2022-08-14 00:00:00,AUDIO/BTC,0.00001641,0.00001641,0.00001556,0.00001557,3120.39292942,0.0485845179110694
1660348800,2022-08-13 00:00:00,AUDIO/BTC,0.00001676,0.00001676,0.00001628,0.00001647,11169.70261984,0.1839650021487648
1660262400,2022-08-12 00:00:00,AUDIO/BTC,0.00001661,0.00001677,0.00001653,0.00001665,3914.31694229,0.0651733770891285
1660176000,2022-08-11 00:00:00,AUDIO/BTC,0.00001660,0.00001789,0.00001628,0.00001666,3360.87173301,0.0559921230719466
1660089600,2022-08-10 00:00:00,AUDIO/BTC,0.00001559,0.00001582,0.00001559,0.00001582,4004.88000267,0.0633572016422394
1660003200,2022-08-09 00:00:00,AUDIO/BTC,0.00001571,0.00001571,0.00001550,0.00001563,1399.94678727,0.0218811682850301
1659916800,2022-08-08 00:00:00,AUDIO/BTC,0.00001621,0.00001630,0.00001567,0.00001592,5689.93722373,0.0905838006017816
1659830400,2022-08-07 00:00:00,AUDIO/BTC,0.00001622,0.00001622,0.00001608,0.00001608,914.50823371,0.0147052923980568
1659744000,2022-08-06 00:00:00,AUDIO/BTC,0.00001584,0.00001602,0.00001582,0.00001591,5146.44661534,0.0818799656500594
