https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ETH,Volume BRL,tradecount
1663412400000,2022-09-17 11:00:00,ETH/BRL,7511.57000000,7524.90000000,7482.70000000,7494.63000000,65.64620000,492639.24165200,399
1663408800000,2022-09-17 10:00:00,ETH/BRL,7554.67000000,7558.29000000,7473.94000000,7514.00000000,65.26370000,490881.34489600,489
1663405200000,2022-09-17 09:00:00,ETH/BRL,7565.37000000,7573.74000000,7538.29000000,7554.66000000,23.54860000,177913.87894000,218
1663401600000,2022-09-17 08:00:00,ETH/BRL,7555.77000000,7568.26000000,7539.04000000,7561.02000000,13.63910000,102993.14870600,144
1663398000000,2022-09-17 07:00:00,ETH/BRL,7551.01000000,7556.51000000,7525.95000000,7551.16000000,9.60630000,72500.55108400,86
1663394400000,2022-09-17 06:00:00,ETH/BRL,7548.74000000,7562.88000000,7515.38000000,7551.00000000,23.90670000,180274.55486700,201
1663390800000,2022-09-17 05:00:00,ETH/BRL,7606.99000000,7607.36000000,7533.82000000,7547.23000000,23.10190000,174640.02888200,171
1663387200000,2022-09-17 04:00:00,ETH/BRL,7598.69000000,7625.65000000,7589.29000000,7608.37000000,35.76960000,272139.33255900,269
1663383600000,2022-09-17 03:00:00,ETH/BRL,7593.03000000,7611.73000000,7583.17000000,7596.00000000,22.67420000,172355.32857900,221
1663380000000,2022-09-17 02:00:00,ETH/BRL,7624.36000000,7626.92000000,7576.24000000,7594.69000000,61.20170000,464849.00845800,434
1663376400000,2022-09-17 01:00:00,ETH/BRL,7619.30000000,7640.70000000,7592.92000000,7629.50000000,60.11940000,457796.92960100,438
1663372800000,2022-09-17 00:00:00,ETH/BRL,7549.46000000,7681.57000000,7536.79000000,7614.80000000,180.76950000,1376996.78395000,1098
1663369200000,2022-09-16 23:00:00,ETH/BRL,7564.89000000,7575.02000000,7515.01000000,7549.47000000,155.16290000,1171014.43493600,1036
1663365600000,2022-09-16 22:00:00,ETH/BRL,7601.15000000,7615.23000000,7555.01000000,7560.56000000,100.07200000,759423.13428400,519
1663362000000,2022-09-16 21:00:00,ETH/BRL,7577.08000000,7640.41000000,7565.00000000,7601.16000000,90.96450000,690136.44518000,435
1663358400000,2022-09-16 20:00:00,ETH/BRL,7541.94000000,7583.72000000,7532.66000000,7577.08000000,171.19140000,1294000.30536600,690
1663354800000,2022-09-16 19:00:00,ETH/BRL,7546.93000000,7608.57000000,7532.66000000,7546.06000000,147.66890000,1117358.67140300,776
1663351200000,2022-09-16 18:00:00,ETH/BRL,7537.26000000,7594.90000000,7484.73000000,7544.09000000,250.28910000,1889190.48212600,1498
1663347600000,2022-09-16 17:00:00,ETH/BRL,7569.35000000,7588.78000000,7466.00000000,7541.25000000,248.30890000,1871960.24621200,1219
1663344000000,2022-09-16 16:00:00,ETH/BRL,7695.98000000,7698.41000000,7521.71000000,7568.74000000,244.08620000,1856757.02740500,1595
1663340400000,2022-09-16 15:00:00,ETH/BRL,7646.86000000,7709.56000000,7640.40000000,7698.41000000,190.53930000,1462093.30080700,1152
1663336800000,2022-09-16 14:00:00,ETH/BRL,7607.18000000,7715.29000000,7582.76000000,7649.01000000,379.49780000,2904878.69982000,2309
1663333200000,2022-09-16 13:00:00,ETH/BRL,7704.13000000,7757.20000000,7573.49000000,7607.18000000,215.91980000,1655685.92588600,1320
1663329600000,2022-09-16 12:00:00,ETH/BRL,7786.97000000,7800.24000000,7685.78000000,7706.17000000,111.72190000,864772.99011500,844
1663326000000,2022-09-16 11:00:00,ETH/BRL,7741.02000000,7805.68000000,7709.70000000,7788.05000000,88.21530000,683391.23765800,699
1663322400000,2022-09-16 10:00:00,ETH/BRL,7700.59000000,7761.49000000,7681.31000000,7739.27000000,76.50920000,590828.04431000,595
1663318800000,2022-09-16 09:00:00,ETH/BRL,7639.16000000,7720.44000000,7639.16000000,7706.76000000,70.43690000,542332.87532300,506
1663315200000,2022-09-16 08:00:00,ETH/BRL,7742.66000000,7744.59000000,7600.50000000,7647.19000000,111.33570000,853318.09087900,719
1663311600000,2022-09-16 07:00:00,ETH/BRL,7747.33000000,7763.95000000,7739.46000000,7746.93000000,20.10050000,155835.83581900,134
1663308000000,2022-09-16 06:00:00,ETH/BRL,7743.86000000,7767.50000000,7724.69000000,7745.60000000,51.74590000,400616.38601000,283
1663304400000,2022-09-16 05:00:00,ETH/BRL,7731.92000000,7779.94000000,7726.53000000,7742.93000000,67.11360000,520254.39704400,384
1663300800000,2022-09-16 04:00:00,ETH/BRL,7755.29000000,7785.62000000,7729.50000000,7729.50000000,47.99970000,372444.33583300,397
1663297200000,2022-09-16 03:00:00,ETH/BRL,7713.74000000,7754.91000000,7688.38000000,7754.91000000,86.29220000,666260.76607200,604
1663293600000,2022-09-16 02:00:00,ETH/BRL,7748.28000000,7767.81000000,7663.31000000,7718.79000000,129.65410000,999576.58683200,1030
1663290000000,2022-09-16 01:00:00,ETH/BRL,7809.16000000,7809.16000000,7725.39000000,7753.51000000,86.89370000,675669.90466400,811
1663286400000,2022-09-16 00:00:00,ETH/BRL,7756.89000000,7813.55000000,7618.81000000,7807.04000000,229.59280000,1774077.46681900,1646
1663282800000,2022-09-15 23:00:00,ETH/BRL,7769.65000000,7797.76000000,7710.65000000,7756.36000000,144.46920000,1120992.15807800,894
1663279200000,2022-09-15 22:00:00,ETH/BRL,7846.72000000,7850.53000000,7697.44000000,7775.79000000,202.42170000,1572839.15091000,910
1663275600000,2022-09-15 21:00:00,ETH/BRL,7911.97000000,7914.27000000,7811.08000000,7855.67000000,146.83600000,1155920.24531900,654
1663272000000,2022-09-15 20:00:00,ETH/BRL,7875.60000000,7931.83000000,7861.41000000,7915.11000000,90.42590000,714843.86082400,591
1663268400000,2022-09-15 19:00:00,ETH/BRL,7866.81000000,7917.20000000,7838.18000000,7877.50000000,116.45820000,916283.55393400,638
1663264800000,2022-09-15 18:00:00,ETH/BRL,7923.78000000,7943.53000000,7833.75000000,7870.38000000,178.30520000,1406416.07439600,1051
1663261200000,2022-09-15 17:00:00,ETH/BRL,7921.95000000,7977.91000000,7900.00000000,7926.62000000,325.69710000,2586051.58098100,2004
1663257600000,2022-09-15 16:00:00,ETH/BRL,7841.67000000,7924.51000000,7798.08000000,7922.93000000,331.93690000,2607212.73167900,1676
1663254000000,2022-09-15 15:00:00,ETH/BRL,7815.46000000,7882.18000000,7662.69000000,7845.99000000,498.66610000,3888563.84318300,2167
1663250400000,2022-09-15 14:00:00,ETH/BRL,8281.73000000,8305.21000000,7786.98000000,7818.54000000,594.80600000,4765764.06091300,2754
1663246800000,2022-09-15 13:00:00,ETH/BRL,8288.20000000,8309.28000000,8213.19000000,8278.15000000,148.31360000,1226815.13390300,1071
1663243200000,2022-09-15 12:00:00,ETH/BRL,8257.65000000,8332.79000000,8229.38000000,8282.78000000,211.14750000,1748239.71667800,1750
1663239600000,2022-09-15 11:00:00,ETH/BRL,8221.70000000,8283.54000000,8182.00000000,8254.65000000,138.48550000,1140554.54525400,904
1663236000000,2022-09-15 10:00:00,ETH/BRL,8246.61000000,8274.94000000,8191.30000000,8229.90000000,116.69630000,961303.90869900,836
1663232400000,2022-09-15 09:00:00,ETH/BRL,8344.57000000,8344.57000000,8217.19000000,8241.95000000,78.11640000,646767.13473100,578
1663228800000,2022-09-15 08:00:00,ETH/BRL,8493.55000000,8493.55000000,8296.45000000,8343.69000000,181.21060000,1521070.91014300,1080
1663225200000,2022-09-15 07:00:00,ETH/BRL,8310.78000000,8570.00000000,8297.79000000,8495.19000000,233.87570000,1978181.94807500,1259
1663221600000,2022-09-15 06:00:00,ETH/BRL,8413.47000000,8481.93000000,8164.90000000,8314.86000000,596.63130000,4951984.33173600,3562
1663218000000,2022-09-15 05:00:00,ETH/BRL,8317.63000000,8418.74000000,8294.55000000,8417.65000000,85.05420000,709871.23820800,521
1663214400000,2022-09-15 04:00:00,ETH/BRL,8329.60000000,8361.41000000,8264.35000000,8317.95000000,225.91850000,1876116.21511700,1020
1663210800000,2022-09-15 03:00:00,ETH/BRL,8388.60000000,8402.35000000,8230.03000000,8335.77000000,179.19360000,1488783.98254500,1326
1663207200000,2022-09-15 02:00:00,ETH/BRL,8454.00000000,8454.03000000,8324.86000000,8388.86000000,131.30590000,1101016.11498900,986
1663203600000,2022-09-15 01:00:00,ETH/BRL,8446.42000000,8459.06000000,8297.77000000,8455.91000000,167.37460000,1402918.50843400,1185
1663200000000,2022-09-15 00:00:00,ETH/BRL,8505.86000000,8586.27000000,8390.00000000,8447.25000000,255.76170000,2176993.13363200,1643
1663196400000,2022-09-14 23:00:00,ETH/BRL,8506.94000000,8545.45000000,8447.20000000,8507.96000000,158.59760000,1346937.20562600,895
1663192800000,2022-09-14 22:00:00,ETH/BRL,8420.00000000,8555.85000000,8391.52000000,8500.89000000,249.15660000,2110304.31579500,963
1663189200000,2022-09-14 21:00:00,ETH/BRL,8314.63000000,8419.99000000,8286.02000000,8414.41000000,64.93340000,542204.33998100,474
1663185600000,2022-09-14 20:00:00,ETH/BRL,8323.96000000,8333.74000000,8283.15000000,8325.55000000,86.41960000,718573.18056100,581
1663182000000,2022-09-14 19:00:00,ETH/BRL,8216.33000000,8327.44000000,8195.77000000,8323.31000000,111.57090000,922455.47001900,543
1663178400000,2022-09-14 18:00:00,ETH/BRL,8267.35000000,8293.12000000,8133.86000000,8223.89000000,171.75880000,1413410.45102600,1127
1663174800000,2022-09-14 17:00:00,ETH/BRL,8242.37000000,8316.07000000,8230.92000000,8267.33000000,84.11610000,697080.02121700,737
1663171200000,2022-09-14 16:00:00,ETH/BRL,8280.87000000,8309.65000000,8216.76000000,8240.42000000,128.73550000,1063316.44655700,1007
1663167600000,2022-09-14 15:00:00,ETH/BRL,8309.41000000,8326.48000000,8265.68000000,8286.65000000,88.50080000,734172.90034400,724
1663164000000,2022-09-14 14:00:00,ETH/BRL,8346.74000000,8346.74000000,8255.09000000,8310.25000000,150.83830000,1251427.66451800,1094
1663160400000,2022-09-14 13:00:00,ETH/BRL,8321.55000000,8376.28000000,8277.69000000,8340.72000000,258.79290000,2159540.89649600,2033
1663156800000,2022-09-14 12:00:00,ETH/BRL,8306.38000000,8353.78000000,8237.90000000,8324.02000000,211.51730000,1754595.14555600,1624
1663153200000,2022-09-14 11:00:00,ETH/BRL,8348.57000000,8370.50000000,8250.49000000,8299.72000000,103.12810000,858268.01179600,746
1663149600000,2022-09-14 10:00:00,ETH/BRL,8361.58000000,8370.31000000,8302.72000000,8344.88000000,43.84410000,365239.06192900,486
1663146000000,2022-09-14 09:00:00,ETH/BRL,8355.21000000,8394.18000000,8328.92000000,8352.41000000,36.19130000,302378.21509300,362
1663142400000,2022-09-14 08:00:00,ETH/BRL,8405.92000000,8405.92000000,8265.90000000,8350.36000000,83.13630000,692525.28151400,647
1663138800000,2022-09-14 07:00:00,ETH/BRL,8384.74000000,8428.19000000,8342.58000000,8405.98000000,58.29680000,489541.01314200,415
1663135200000,2022-09-14 06:00:00,ETH/BRL,8398.08000000,8424.67000000,8353.62000000,8376.34000000,38.26750000,321045.83322200,311
1663131600000,2022-09-14 05:00:00,ETH/BRL,8445.32000000,8455.15000000,8389.15000000,8404.54000000,30.05490000,253328.59210700,236
1663128000000,2022-09-14 04:00:00,ETH/BRL,8348.87000000,8450.00000000,8316.30000000,8449.16000000,72.57160000,609057.72471600,503
1663124400000,2022-09-14 03:00:00,ETH/BRL,8340.98000000,8395.05000000,8310.00000000,8354.86000000,85.73690000,715691.53959900,528
1663120800000,2022-09-14 02:00:00,ETH/BRL,8239.94000000,8343.88000000,8232.54000000,8338.17000000,149.40390000,1239429.16996300,821
1663117200000,2022-09-14 01:00:00,ETH/BRL,8193.69000000,8243.62000000,8179.72000000,8243.62000000,84.83330000,696896.90643000,730
1663113600000,2022-09-14 00:00:00,ETH/BRL,8195.84000000,8226.49000000,8093.61000000,8191.41000000,169.27370000,1381082.39756700,1144
1663110000000,2022-09-13 23:00:00,ETH/BRL,8271.87000000,8279.58000000,8147.59000000,8198.74000000,87.92010000,721593.60056400,475
1663106400000,2022-09-13 22:00:00,ETH/BRL,8312.69000000,8326.11000000,8246.67000000,8281.18000000,105.95680000,879333.08281500,594
1663102800000,2022-09-13 21:00:00,ETH/BRL,8385.00000000,8385.00000000,8200.00000000,8315.35000000,142.63140000,1182821.76150900,534
1663099200000,2022-09-13 20:00:00,ETH/BRL,8351.13000000,8449.25000000,8351.13000000,8376.88000000,119.90330000,1007883.37290100,503
1663095600000,2022-09-13 19:00:00,ETH/BRL,8215.93000000,8367.56000000,8100.00000000,8357.83000000,251.95130000,2081777.59913400,1175
1663092000000,2022-09-13 18:00:00,ETH/BRL,8397.59000000,8408.77000000,8210.00000000,8217.08000000,255.75000000,2129912.24831000,1761
1663088400000,2022-09-13 17:00:00,ETH/BRL,8349.59000000,8456.00000000,8333.01000000,8398.58000000,198.54540000,1669423.84980900,1211
1663084800000,2022-09-13 16:00:00,ETH/BRL,8269.77000000,8372.67000000,8238.35000000,8353.30000000,235.16520000,1952645.41294000,1644
1663081200000,2022-09-13 15:00:00,ETH/BRL,8214.71000000,8280.75000000,8197.13000000,8269.35000000,313.34790000,2580334.20494100,2433
1663077600000,2022-09-13 14:00:00,ETH/BRL,8308.41000000,8349.99000000,8105.92000000,8219.94000000,407.08800000,3364115.57818400,3087
1663074000000,2022-09-13 13:00:00,ETH/BRL,8456.90000000,8521.91000000,8293.67000000,8308.41000000,497.46180000,4174118.42963100,3753
1663070400000,2022-09-13 12:00:00,ETH/BRL,8873.80000000,8974.41000000,8404.96000000,8459.51000000,576.68770000,4986177.51479900,4058
1663066800000,2022-09-13 11:00:00,ETH/BRL,8837.69000000,8907.13000000,8837.69000000,8873.74000000,100.51070000,892142.51404100,842
1663063200000,2022-09-13 10:00:00,ETH/BRL,8798.90000000,8884.03000000,8780.27000000,8842.48000000,102.90560000,908065.69820000,802
1663059600000,2022-09-13 09:00:00,ETH/BRL,8772.77000000,8821.60000000,8765.86000000,8795.87000000,42.04170000,369809.54175200,325
1663056000000,2022-09-13 08:00:00,ETH/BRL,8772.51000000,8782.35000000,8731.26000000,8769.00000000,23.52530000,206058.17027800,221
1663052400000,2022-09-13 07:00:00,ETH/BRL,8718.03000000,8801.41000000,8678.41000000,8768.36000000,58.28940000,509125.17158000,373
1663048800000,2022-09-13 06:00:00,ETH/BRL,8782.06000000,8824.78000000,8700.00000000,8718.17000000,58.63050000,514336.56879700,508
1663045200000,2022-09-13 05:00:00,ETH/BRL,8760.81000000,8792.73000000,8753.45000000,8778.85000000,38.69160000,339560.30513200,299
1663041600000,2022-09-13 04:00:00,ETH/BRL,8767.86000000,8799.14000000,8725.35000000,8754.64000000,81.89340000,717919.96998200,546
1663038000000,2022-09-13 03:00:00,ETH/BRL,8739.83000000,8769.26000000,8702.05000000,8768.29000000,49.86420000,434973.41439800,406
1663034400000,2022-09-13 02:00:00,ETH/BRL,8667.33000000,8741.29000000,8589.58000000,8735.47000000,61.21270000,530988.49808400,602
1663030800000,2022-09-13 01:00:00,ETH/BRL,8627.98000000,8684.21000000,8612.89000000,8668.39000000,80.75370000,697975.86957200,786
1663027200000,2022-09-13 00:00:00,ETH/BRL,8760.84000000,8770.14000000,8568.15000000,8627.96000000,220.58220000,1905032.55952800,1667
1663023600000,2022-09-12 23:00:00,ETH/BRL,8712.67000000,8762.45000000,8696.26000000,8761.99000000,73.93500000,644824.54006000,573
1663020000000,2022-09-12 22:00:00,ETH/BRL,8762.19000000,8767.92000000,8687.56000000,8703.57000000,95.63690000,834628.07464600,537
1663016400000,2022-09-12 21:00:00,ETH/BRL,8803.97000000,8810.74000000,8705.14000000,8762.44000000,80.65510000,706378.24983000,514
1663012800000,2022-09-12 20:00:00,ETH/BRL,8824.45000000,8846.45000000,8791.70000000,8808.21000000,79.17430000,697893.28302300,506
1663009200000,2022-09-12 19:00:00,ETH/BRL,8813.73000000,8840.38000000,8769.80000000,8820.72000000,260.09230000,2289518.92430500,1550
1663005600000,2022-09-12 18:00:00,ETH/BRL,8853.14000000,8867.68000000,8785.97000000,8816.54000000,102.50720000,903744.23047600,715
1663002000000,2022-09-12 17:00:00,ETH/BRL,8794.18000000,8855.32000000,8734.09000000,8855.32000000,136.84150000,1202205.32720100,820
1662998400000,2022-09-12 16:00:00,ETH/BRL,8743.16000000,8826.93000000,8690.45000000,8791.67000000,290.39690000,2545964.72660600,1685
1662994800000,2022-09-12 15:00:00,ETH/BRL,8912.49000000,8912.49000000,8700.05000000,8743.16000000,232.56400000,2053725.61716400,1548
1662991200000,2022-09-12 14:00:00,ETH/BRL,8990.34000000,9016.86000000,8901.65000000,8909.70000000,165.31420000,1481629.93723300,1213
1662987600000,2022-09-12 13:00:00,ETH/BRL,8999.20000000,9020.00000000,8940.00000000,8992.63000000,96.06320000,862777.48396300,908
1662984000000,2022-09-12 12:00:00,ETH/BRL,9031.73000000,9035.02000000,8909.73000000,8997.87000000,144.80960000,1299071.10098700,1069
1662980400000,2022-09-12 11:00:00,ETH/BRL,9010.69000000,9090.31000000,8992.85000000,9030.01000000,76.15420000,688591.53522800,576
1662976800000,2022-09-12 10:00:00,ETH/BRL,9047.20000000,9047.20000000,8938.11000000,9010.22000000,79.02410000,710749.46494200,556
1662973200000,2022-09-12 09:00:00,ETH/BRL,9069.00000000,9087.93000000,9024.67000000,9042.76000000,41.60870000,376576.04891000,266
1662969600000,2022-09-12 08:00:00,ETH/BRL,9092.57000000,9111.21000000,9046.75000000,9066.40000000,64.50510000,585104.20613900,394
1662966000000,2022-09-12 07:00:00,ETH/BRL,8980.73000000,9102.92000000,8979.13000000,9094.46000000,70.75240000,640095.49812700,315
1662962400000,2022-09-12 06:00:00,ETH/BRL,8934.87000000,8988.93000000,8918.17000000,8983.07000000,10.38130000,92879.34091700,91
1662958800000,2022-09-12 05:00:00,ETH/BRL,8933.79000000,8952.02000000,8888.52000000,8933.77000000,33.18300000,295926.81507800,212
1662955200000,2022-09-12 04:00:00,ETH/BRL,8934.21000000,8963.29000000,8895.45000000,8930.27000000,60.48610000,539817.52282100,350
1662951600000,2022-09-12 03:00:00,ETH/BRL,8974.15000000,8988.44000000,8863.74000000,8937.62000000,167.27230000,1494731.87176600,917
1662948000000,2022-09-12 02:00:00,ETH/BRL,9101.35000000,9120.00000000,8936.30000000,8976.66000000,192.92570000,1737083.79668900,1298
1662944400000,2022-09-12 01:00:00,ETH/BRL,8973.19000000,9200.84000000,8942.95000000,9093.33000000,233.41180000,2120312.64336100,1244
1662940800000,2022-09-12 00:00:00,ETH/BRL,9129.51000000,9130.00000000,8969.83000000,8972.75000000,100.30030000,908021.75192400,779
1662937200000,2022-09-11 23:00:00,ETH/BRL,9027.35000000,9130.00000000,8975.41000000,9129.52000000,121.89450000,1103300.83827600,652
1662933600000,2022-09-11 22:00:00,ETH/BRL,8966.52000000,9067.22000000,8966.52000000,9021.77000000,116.26250000,1049712.79318400,726
1662930000000,2022-09-11 21:00:00,ETH/BRL,9100.40000000,9130.00000000,8910.10000000,8977.28000000,112.48640000,1015388.75695700,647
1662926400000,2022-09-11 20:00:00,ETH/BRL,9123.14000000,9149.00000000,9040.46000000,9099.34000000,100.20110000,910919.47457600,748
1662922800000,2022-09-11 19:00:00,ETH/BRL,9104.41000000,9130.33000000,9093.45000000,9124.05000000,36.08110000,328963.51986600,417
1662919200000,2022-09-11 18:00:00,ETH/BRL,9154.32000000,9180.98000000,9086.84000000,9107.63000000,70.30110000,642743.87650500,614
1662915600000,2022-09-11 17:00:00,ETH/BRL,9156.57000000,9238.72000000,9140.80000000,9154.26000000,102.20210000,938958.34868400,679
1662912000000,2022-09-11 16:00:00,ETH/BRL,9144.31000000,9188.68000000,9133.67000000,9155.63000000,56.29170000,515390.18085000,471
1662908400000,2022-09-11 15:00:00,ETH/BRL,9113.17000000,9197.27000000,9112.53000000,9140.81000000,71.74860000,656943.25877800,477
1662904800000,2022-09-11 14:00:00,ETH/BRL,9145.94000000,9152.94000000,9076.45000000,9115.18000000,96.55530000,880091.77342100,556
1662901200000,2022-09-11 13:00:00,ETH/BRL,9167.01000000,9169.13000000,9116.00000000,9147.15000000,63.92780000,584117.59117500,480
1662897600000,2022-09-11 12:00:00,ETH/BRL,9155.39000000,9183.62000000,9123.90000000,9167.46000000,43.68870000,400082.31855700,351
1662894000000,2022-09-11 11:00:00,ETH/BRL,9104.59000000,9193.00000000,9104.59000000,9150.42000000,39.71920000,363794.40463200,288
1662890400000,2022-09-11 10:00:00,ETH/BRL,9098.09000000,9113.84000000,9089.10000000,9105.44000000,22.34430000,203309.17941600,176
1662886800000,2022-09-11 09:00:00,ETH/BRL,9118.06000000,9126.97000000,9086.98000000,9086.98000000,16.22220000,147793.37898200,119
1662883200000,2022-09-11 08:00:00,ETH/BRL,9100.80000000,9133.46000000,9083.30000000,9121.41000000,29.17990000,265816.92578700,193
1662879600000,2022-09-11 07:00:00,ETH/BRL,9061.62000000,9112.91000000,9058.85000000,9102.37000000,26.47910000,240706.42514100,219
1662876000000,2022-09-11 06:00:00,ETH/BRL,9131.85000000,9148.60000000,9029.70000000,9066.01000000,35.89490000,325775.47722700,238
1662872400000,2022-09-11 05:00:00,ETH/BRL,9105.44000000,9136.90000000,9094.31000000,9136.90000000,23.47160000,213941.94318900,159
1662868800000,2022-09-11 04:00:00,ETH/BRL,9110.99000000,9131.57000000,9094.93000000,9100.34000000,18.22060000,166096.65905900,173
1662865200000,2022-09-11 03:00:00,ETH/BRL,9127.38000000,9150.00000000,9104.03000000,9108.20000000,30.27180000,276487.05365700,238
1662861600000,2022-09-11 02:00:00,ETH/BRL,9116.63000000,9130.03000000,9089.27000000,9124.80000000,49.08060000,447145.95328000,405
1662858000000,2022-09-11 01:00:00,ETH/BRL,9164.90000000,9194.03000000,9096.05000000,9115.48000000,67.85560000,620776.57140600,542
1662854400000,2022-09-11 00:00:00,ETH/BRL,9181.58000000,9200.99000000,9153.66000000,9164.47000000,77.28970000,709307.96374700,630
1662850800000,2022-09-10 23:00:00,ETH/BRL,9223.52000000,9250.55000000,9170.00000000,9176.00000000,109.68960000,1010278.62564100,817
1662847200000,2022-09-10 22:00:00,ETH/BRL,9058.23000000,9248.76000000,9051.93000000,9223.52000000,239.30240000,2189223.49002100,1277
1662843600000,2022-09-10 21:00:00,ETH/BRL,8974.43000000,9163.19000000,8970.79000000,9055.78000000,153.28750000,1389461.49567100,798
