https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume XLM,Volume BTC,tradecount
1663545600000,2022-09-19 00:00:00,XLM/BTC,0.00000551,0.00000554,0.00000550,0.00000553,170875.00000000,0.94346477,119
1663459200000,2022-09-18 00:00:00,XLM/BTC,0.00000564,0.00000585,0.00000550,0.00000552,23096368.00000000,131.02314809,12312
1663372800000,2022-09-17 00:00:00,XLM/BTC,0.00000541,0.00000571,0.00000532,0.00000564,13941705.00000000,76.83723581,8408
1663286400000,2022-09-16 00:00:00,XLM/BTC,0.00000519,0.00000545,0.00000514,0.00000542,9786304.00000000,51.72300067,7066
1663200000000,2022-09-15 00:00:00,XLM/BTC,0.00000520,0.00000526,0.00000512,0.00000518,9841666.00000000,50.90728936,6999
1663113600000,2022-09-14 00:00:00,XLM/BTC,0.00000519,0.00000525,0.00000512,0.00000520,8378214.00000000,43.34464403,6008
1663027200000,2022-09-13 00:00:00,XLM/BTC,0.00000508,0.00000526,0.00000497,0.00000518,14860991.00000000,75.87646614,8693
1662940800000,2022-09-12 00:00:00,XLM/BTC,0.00000525,0.00000530,0.00000507,0.00000509,8170784.00000000,42.33742438,6259
1662854400000,2022-09-11 00:00:00,XLM/BTC,0.00000530,0.00000539,0.00000524,0.00000524,8567088.00000000,45.42379004,5556
1662768000000,2022-09-10 00:00:00,XLM/BTC,0.00000535,0.00000541,0.00000529,0.00000529,10419707.00000000,55.79124786,7319
1662681600000,2022-09-09 00:00:00,XLM/BTC,0.00000541,0.00000544,0.00000516,0.00000535,15867114.00000000,83.43830241,8680
1662595200000,2022-09-08 00:00:00,XLM/BTC,0.00000534,0.00000542,0.00000527,0.00000540,8048209.00000000,42.88834306,4531
1662508800000,2022-09-07 00:00:00,XLM/BTC,0.00000530,0.00000538,0.00000528,0.00000534,9624210.00000000,51.22580653,5247
1662422400000,2022-09-06 00:00:00,XLM/BTC,0.00000531,0.00000542,0.00000524,0.00000530,11099134.00000000,59.07843111,6603
1662336000000,2022-09-05 00:00:00,XLM/BTC,0.00000532,0.00000535,0.00000525,0.00000531,3871538.00000000,20.48505154,4056
1662249600000,2022-09-04 00:00:00,XLM/BTC,0.00000530,0.00000551,0.00000528,0.00000532,6763757.00000000,36.37568246,7231
1662163200000,2022-09-03 00:00:00,XLM/BTC,0.00000524,0.00000533,0.00000523,0.00000530,3205981.00000000,16.91954086,3456
1662076800000,2022-09-02 00:00:00,XLM/BTC,0.00000522,0.00000527,0.00000517,0.00000524,5945373.00000000,31.04530066,4513
1661990400000,2022-09-01 00:00:00,XLM/BTC,0.00000521,0.00000526,0.00000515,0.00000521,7964377.00000000,41.49022375,5161
1661904000000,2022-08-31 00:00:00,XLM/BTC,0.00000517,0.00000524,0.00000512,0.00000521,6824081.00000000,35.25908261,4079
1661817600000,2022-08-30 00:00:00,XLM/BTC,0.00000522,0.00000524,0.00000511,0.00000517,8994094.00000000,46.47279474,4503
1661731200000,2022-08-29 00:00:00,XLM/BTC,0.00000524,0.00000525,0.00000510,0.00000522,10850556.00000000,56.17084139,5417
1661644800000,2022-08-28 00:00:00,XLM/BTC,0.00000527,0.00000537,0.00000521,0.00000524,10508945.00000000,55.53175974,5234
1661558400000,2022-08-27 00:00:00,XLM/BTC,0.00000513,0.00000528,0.00000512,0.00000526,7859160.00000000,40.85362959,4051
1661472000000,2022-08-26 00:00:00,XLM/BTC,0.00000512,0.00000534,0.00000506,0.00000513,13846401.00000000,71.70184483,8158
1661385600000,2022-08-25 00:00:00,XLM/BTC,0.00000513,0.00000513,0.00000505,0.00000512,5951582.00000000,30.31134721,3371
1661299200000,2022-08-24 00:00:00,XLM/BTC,0.00000514,0.00000516,0.00000505,0.00000512,4931310.00000000,25.13255026,3264
1661212800000,2022-08-23 00:00:00,XLM/BTC,0.00000512,0.00000518,0.00000507,0.00000514,7576354.00000000,38.81799009,4556
1661126400000,2022-08-22 00:00:00,XLM/BTC,0.00000515,0.00000516,0.00000505,0.00000512,6828721.00000000,34.82914489,3560
1661040000000,2022-08-21 00:00:00,XLM/BTC,0.00000515,0.00000521,0.00000509,0.00000516,5462358.00000000,28.17379210,3480
1660953600000,2022-08-20 00:00:00,XLM/BTC,0.00000518,0.00000521,0.00000510,0.00000515,6968168.00000000,35.95493020,4753
1660867200000,2022-08-19 00:00:00,XLM/BTC,0.00000499,0.00000519,0.00000493,0.00000519,14172087.00000000,71.44613907,8700
1660780800000,2022-08-18 00:00:00,XLM/BTC,0.00000520,0.00000520,0.00000497,0.00000499,6042458.00000000,30.85116552,5698
1660694400000,2022-08-17 00:00:00,XLM/BTC,0.00000511,0.00000528,0.00000509,0.00000519,10149231.00000000,52.69592212,6949
1660608000000,2022-08-16 00:00:00,XLM/BTC,0.00000513,0.00000515,0.00000507,0.00000511,5032774.00000000,25.68709081,4963
1660521600000,2022-08-15 00:00:00,XLM/BTC,0.00000517,0.00000520,0.00000507,0.00000513,6811448.00000000,34.89523625,5776
1660435200000,2022-08-14 00:00:00,XLM/BTC,0.00000518,0.00000526,0.00000513,0.00000517,6051032.00000000,31.39871798,5466
1660348800000,2022-08-13 00:00:00,XLM/BTC,0.00000518,0.00000522,0.00000512,0.00000519,5325295.00000000,27.55415712,4822
1660262400000,2022-08-12 00:00:00,XLM/BTC,0.00000523,0.00000527,0.00000515,0.00000518,5814235.00000000,30.31964690,5035
1660176000000,2022-08-11 00:00:00,XLM/BTC,0.00000526,0.00000526,0.00000508,0.00000524,8425432.00000000,43.45391353,6969
1660089600000,2022-08-10 00:00:00,XLM/BTC,0.00000527,0.00000532,0.00000519,0.00000525,9585143.00000000,50.23698472,6709
1660003200000,2022-08-09 00:00:00,XLM/BTC,0.00000546,0.00000548,0.00000526,0.00000527,9783463.00000000,52.18596718,8405
1659916800000,2022-08-08 00:00:00,XLM/BTC,0.00000535,0.00000581,0.00000530,0.00000547,30031605.00000000,166.15313706,19305
1659830400000,2022-08-07 00:00:00,XLM/BTC,0.00000531,0.00000542,0.00000523,0.00000534,8123386.00000000,43.27252371,6329
1659744000000,2022-08-06 00:00:00,XLM/BTC,0.00000509,0.00000532,0.00000508,0.00000531,7000016.00000000,36.39124409,5440
1659657600000,2022-08-05 00:00:00,XLM/BTC,0.00000503,0.00000511,0.00000499,0.00000508,7506315.00000000,37.86048457,4997
1659571200000,2022-08-04 00:00:00,XLM/BTC,0.00000500,0.00000506,0.00000496,0.00000504,8918239.00000000,44.60605256,5991
1659484800000,2022-08-03 00:00:00,XLM/BTC,0.00000501,0.00000503,0.00000495,0.00000500,6824707.00000000,34.03481445,5706
1659398400000,2022-08-02 00:00:00,XLM/BTC,0.00000508,0.00000519,0.00000499,0.00000500,12080687.00000000,60.97193241,7444
1659312000000,2022-08-01 00:00:00,XLM/BTC,0.00000504,0.00000516,0.00000504,0.00000509,8032357.00000000,41.03198298,6568
1659225600000,2022-07-31 00:00:00,XLM/BTC,0.00000505,0.00000513,0.00000499,0.00000504,8799000.00000000,44.51410794,6731
1659139200000,2022-07-30 00:00:00,XLM/BTC,0.00000496,0.00000512,0.00000486,0.00000505,12969978.00000000,64.80716407,8480
1659052800000,2022-07-29 00:00:00,XLM/BTC,0.00000489,0.00000498,0.00000485,0.00000496,8747241.00000000,42.91156247,6637
1658966400000,2022-07-28 00:00:00,XLM/BTC,0.00000490,0.00000492,0.00000481,0.00000489,10491846.00000000,51.05163343,5418
1658880000000,2022-07-27 00:00:00,XLM/BTC,0.00000497,0.00000499,0.00000479,0.00000491,9362493.00000000,45.96608679,5096
1658793600000,2022-07-26 00:00:00,XLM/BTC,0.00000496,0.00000500,0.00000491,0.00000497,7326522.00000000,36.26560404,4787
1658707200000,2022-07-25 00:00:00,XLM/BTC,0.00000502,0.00000507,0.00000489,0.00000496,10353194.00000000,51.57687854,6401
1658620800000,2022-07-24 00:00:00,XLM/BTC,0.00000497,0.00000505,0.00000496,0.00000501,5914940.00000000,29.62729076,4567
1658534400000,2022-07-23 00:00:00,XLM/BTC,0.00000493,0.00000502,0.00000489,0.00000497,5764119.00000000,28.56486915,3639
1658448000000,2022-07-22 00:00:00,XLM/BTC,0.00000490,0.00000496,0.00000483,0.00000493,13987358.00000000,68.39572595,5215
1658361600000,2022-07-21 00:00:00,XLM/BTC,0.00000482,0.00000495,0.00000479,0.00000490,8185412.00000000,39.95006971,5347
1658275200000,2022-07-20 00:00:00,XLM/BTC,0.00000506,0.00000517,0.00000479,0.00000482,15814929.00000000,78.44688436,9024
1658188800000,2022-07-19 00:00:00,XLM/BTC,0.00000509,0.00000532,0.00000501,0.00000507,15960863.00000000,81.92322392,8853
1658102400000,2022-07-18 00:00:00,XLM/BTC,0.00000513,0.00000522,0.00000503,0.00000509,14157756.00000000,72.57214055,7190
1658016000000,2022-07-17 00:00:00,XLM/BTC,0.00000517,0.00000520,0.00000507,0.00000512,11191300.00000000,57.34300967,4819
1657929600000,2022-07-16 00:00:00,XLM/BTC,0.00000515,0.00000521,0.00000509,0.00000517,10973949.00000000,56.46838505,4642
1657843200000,2022-07-15 00:00:00,XLM/BTC,0.00000521,0.00000530,0.00000508,0.00000516,11180662.00000000,57.67205674,5621
1657756800000,2022-07-14 00:00:00,XLM/BTC,0.00000521,0.00000523,0.00000510,0.00000522,8741126.00000000,45.12010144,4992
1657670400000,2022-07-13 00:00:00,XLM/BTC,0.00000519,0.00000532,0.00000516,0.00000521,17637108.00000000,92.34311669,8515
1657584000000,2022-07-12 00:00:00,XLM/BTC,0.00000507,0.00000523,0.00000504,0.00000520,8724193.00000000,45.07995711,4873
1657497600000,2022-07-11 00:00:00,XLM/BTC,0.00000514,0.00000523,0.00000505,0.00000508,8858554.00000000,45.51593892,5534
1657411200000,2022-07-10 00:00:00,XLM/BTC,0.00000521,0.00000528,0.00000506,0.00000514,11393875.00000000,59.00874268,5646
1657324800000,2022-07-09 00:00:00,XLM/BTC,0.00000524,0.00000532,0.00000519,0.00000522,9424488.00000000,49.47667439,5391
1657238400000,2022-07-08 00:00:00,XLM/BTC,0.00000526,0.00000536,0.00000514,0.00000523,10800728.00000000,56.80189491,6838
1657152000000,2022-07-07 00:00:00,XLM/BTC,0.00000532,0.00000544,0.00000522,0.00000526,10546907.00000000,56.40965403,5666
1657065600000,2022-07-06 00:00:00,XLM/BTC,0.00000535,0.00000546,0.00000531,0.00000532,9257724.00000000,49.83454475,5053
1656979200000,2022-07-05 00:00:00,XLM/BTC,0.00000550,0.00000551,0.00000528,0.00000535,11825075.00000000,64.08314305,6193
1656892800000,2022-07-04 00:00:00,XLM/BTC,0.00000565,0.00000567,0.00000547,0.00000549,9448471.00000000,52.53221906,5502
1656806400000,2022-07-03 00:00:00,XLM/BTC,0.00000565,0.00000569,0.00000556,0.00000565,14526204.00000000,81.70152510,12311
1656720000000,2022-07-02 00:00:00,XLM/BTC,0.00000571,0.00000574,0.00000549,0.00000565,10705071.00000000,60.08654586,6227
1656633600000,2022-07-01 00:00:00,XLM/BTC,0.00000563,0.00000575,0.00000550,0.00000571,13230258.00000000,74.63283252,8469
1656547200000,2022-06-30 00:00:00,XLM/BTC,0.00000547,0.00000582,0.00000533,0.00000564,19880127.00000000,110.78903622,11530
