https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume MIM,Volume BTC
1663549200000,2022-09-19 01:00:00,BTC/MIM,19475,19475,19339,19339,14.351665290000001,0.00074211
1663545600000,2022-09-19 00:00:00,BTC/MIM,19440,19518,19383,19518,31.10798358,0.00159381
1663542000000,2022-09-18 23:00:00,BTC/MIM,19470,19495,19418,19418,25.11757136,0.00129352
1663538400000,2022-09-18 22:00:00,BTC/MIM,19395,19435,19348,19435,19.668025649999997,0.00101199
1663534800000,2022-09-18 21:00:00,BTC/MIM,19712,19712,19425,19456,265.29676288,0.01363573
1663531200000,2022-09-18 20:00:00,BTC/MIM,19736,19748,19680,19720,31.5833548,0.00160159
1663527600000,2022-09-18 19:00:00,BTC/MIM,19614,19715,19614,19687,72.58380343,0.00368689
1663524000000,2022-09-18 18:00:00,BTC/MIM,19655,19661,19614,19660,164.2974404,0.00835694
1663520400000,2022-09-18 17:00:00,BTC/MIM,19737,19737,19649,19649,21.96522412,0.00111788
1663516800000,2022-09-18 16:00:00,BTC/MIM,19823,19823,19640,19745,211.9345371,0.01073358
1663513200000,2022-09-18 15:00:00,BTC/MIM,19799,19855,19791,19791,85.75084062,0.00433282
1663509600000,2022-09-18 14:00:00,BTC/MIM,19920,19920,19755,19755,147.9100311,0.00748722
1663506000000,2022-09-18 13:00:00,BTC/MIM,19980,20016,19932,19998,126.5823405,0.00632975
1663502400000,2022-09-18 12:00:00,BTC/MIM,19923,19984,19898,19984,35.04354272,0.00175358
1663498800000,2022-09-18 11:00:00,BTC/MIM,19935,19945,19874,19936,154.39096288000002,0.007744330000000001
1663495200000,2022-09-18 10:00:00,BTC/MIM,19835,20031,19781,19898,323.25435186000004,0.01624557
1663491600000,2022-09-18 09:00:00,BTC/MIM,20061,20061,20008,20008,15.72408712,0.00078589
1663488000000,2022-09-18 08:00:00,BTC/MIM,20070,20106,20070,20070,22.123763099999998,0.0011023299999999999
1663484400000,2022-09-18 07:00:00,BTC/MIM,20079,20081,20023,20081,27.219393880000002,0.00135548
1663480800000,2022-09-18 06:00:00,BTC/MIM,20036,20091,20036,20049,20.74911108,0.00103492
1663477200000,2022-09-18 05:00:00,BTC/MIM,20009,20079,19912,20079,34.1302842,0.0016998
1663473600000,2022-09-18 04:00:00,BTC/MIM,20013,20028,19897,20028,40.436932559999995,0.00201902
1663470000000,2022-09-18 03:00:00,BTC/MIM,20034,20034,19917,19917,30.80124216,0.00154648
1663466400000,2022-09-18 02:00:00,BTC/MIM,20033,20044,19963,20044,28.31876452,0.00141283
1663462800000,2022-09-18 01:00:00,BTC/MIM,20025,20061,19947,19947,49.30579248,0.00247184
1663459200000,2022-09-18 00:00:00,BTC/MIM,20124,20124,19949,19949,38.15685128,0.00191272
1663455600000,2022-09-17 23:00:00,BTC/MIM,20128,20133,20110,20133,12.84163272,0.00063784
1663452000000,2022-09-17 22:00:00,BTC/MIM,20060,20132,20016,20093,28.1322093,0.0014001
1663448400000,2022-09-17 21:00:00,BTC/MIM,20080,20080,20016,20035,17.47833365,0.00087239
1663444800000,2022-09-17 20:00:00,BTC/MIM,20009,20095,20009,20089,21.337129570000002,0.00106213
1663441200000,2022-09-17 19:00:00,BTC/MIM,20060,20060,20016,20016,19.81844208,0.00099013
1663437600000,2022-09-17 18:00:00,BTC/MIM,20065,20103,20065,20082,23.360587320000004,0.0011632600000000002
1663434000000,2022-09-17 17:00:00,BTC/MIM,20182,20182,20041,20070,31.7158182,0.00158026
1663430400000,2022-09-17 16:00:00,BTC/MIM,19955,20139,19955,20139,106.80920040000001,0.0053036
1663426800000,2022-09-17 15:00:00,BTC/MIM,19910,19997,19910,19997,20.69529524,0.00103492
1663423200000,2022-09-17 14:00:00,BTC/MIM,19930,19961,19873,19909,117.36056865,0.00589485
1663419600000,2022-09-17 13:00:00,BTC/MIM,19877,19902,19829,19902,120.64214262,0.00606181
1663416000000,2022-09-17 12:00:00,BTC/MIM,19828,19853,19790,19811,32.95203252,0.00166332
1663412400000,2022-09-17 11:00:00,BTC/MIM,19860,19865,19841,19841,24.70680684,0.0012452399999999999
1663408800000,2022-09-17 10:00:00,BTC/MIM,19882,19882,19805,19857,26.97216024,0.00135832
1663405200000,2022-09-17 09:00:00,BTC/MIM,19908,19917,19861,19889,31.253574600000004,0.0015714000000000001
1663401600000,2022-09-17 08:00:00,BTC/MIM,19895,19898,19790,19881,37.75421781,0.00189901
1663398000000,2022-09-17 07:00:00,BTC/MIM,19859,19859,19793,19859,37.4163419,0.0018841
1663394400000,2022-09-17 06:00:00,BTC/MIM,19860,19860,19807,19826,23.32072902,0.00117627
1663390800000,2022-09-17 05:00:00,BTC/MIM,19883,19883,19821,19821,148.49774274,0.00749194
1663387200000,2022-09-17 04:00:00,BTC/MIM,19880,19971,19866,19954,181.95932876,0.00911894
1663383600000,2022-09-17 03:00:00,BTC/MIM,19908,19908,19846,19846,318.58823492000005,0.01605302
1663380000000,2022-09-17 02:00:00,BTC/MIM,19992,19992,19810,19883,59.0028025,0.0029675
1663376400000,2022-09-17 01:00:00,BTC/MIM,19985,20017,19950,19962,188.17858008,0.009426839999999999
1663372800000,2022-09-17 00:00:00,BTC/MIM,19803,20012,19747,19951,78.82221129,0.00395079
1663369200000,2022-09-16 23:00:00,BTC/MIM,19747,19747,19691,19727,40.05685712,0.00203056
1663365600000,2022-09-16 22:00:00,BTC/MIM,19741,19752,19674,19746,110.43858816000001,0.00559296
1663362000000,2022-09-16 21:00:00,BTC/MIM,19735,19768,19727,19746,31.12621218,0.00157633
1663358400000,2022-09-16 20:00:00,BTC/MIM,19687,19739,19622,19739,44.04876284,0.00223156
1663354800000,2022-09-16 19:00:00,BTC/MIM,19600,19617,19530,19617,63.434708220000005,0.00323366
1663351200000,2022-09-16 18:00:00,BTC/MIM,19468,19551,19413,19519,47.009559599999996,0.0024083999999999998
1663347600000,2022-09-16 17:00:00,BTC/MIM,19500,19500,19420,19483,19.87889456,0.00102032
1663344000000,2022-09-16 16:00:00,BTC/MIM,19641,19641,19420,19420,37.7975344,0.00194632
1663340400000,2022-09-16 15:00:00,BTC/MIM,19676,19738,19624,19652,30.43190808,0.00154854
1663336800000,2022-09-16 14:00:00,BTC/MIM,19646,19738,19452,19679,37.07070983,0.0018837699999999999
1663333200000,2022-09-16 13:00:00,BTC/MIM,19701,19761,19551,19551,43.29138828,0.00221428
1663329600000,2022-09-16 12:00:00,BTC/MIM,19857,19860,19808,19809,30.635410859999997,0.00154654
1663326000000,2022-09-16 11:00:00,BTC/MIM,19816,19861,19809,19861,24.098344349999998,0.00121335
1663322400000,2022-09-16 10:00:00,BTC/MIM,19757,19829,19757,19765,28.80808045,0.0014575299999999999
1663318800000,2022-09-16 09:00:00,BTC/MIM,19723,19790,19634,19772,78.4216836,0.0039663
1663315200000,2022-09-16 08:00:00,BTC/MIM,19761,19761,19690,19690,33.619690500000004,0.0017074500000000001
1663311600000,2022-09-16 07:00:00,BTC/MIM,19776,19776,19768,19768,18.987164,0.0009605
1663308000000,2022-09-16 06:00:00,BTC/MIM,19767,19802,19767,19778,21.11776172,0.00106774
1663304400000,2022-09-16 05:00:00,BTC/MIM,19840,19840,19780,19780,20.4572672,0.00103424
1663300800000,2022-09-16 04:00:00,BTC/MIM,19771,19841,19771,19841,30.40752296,0.00153256
1663297200000,2022-09-16 03:00:00,BTC/MIM,19721,19788,19668,19739,38.02145919,0.00192621
1663293600000,2022-09-16 02:00:00,BTC/MIM,19743,19761,19659,19761,80.96180505,0.00409705
1663290000000,2022-09-16 01:00:00,BTC/MIM,19806,19806,19747,19747,74.17249658,0.0037561400000000003
1663286400000,2022-09-16 00:00:00,BTC/MIM,19652,19759,19630,19699,131.93503745,0.00669755
1663282800000,2022-09-15 23:00:00,BTC/MIM,19659,19734,19654,19734,64.84730538000001,0.0032860700000000003
1663279200000,2022-09-15 22:00:00,BTC/MIM,19818,19818,19650,19650,98.499948,0.00501272
1663275600000,2022-09-15 21:00:00,BTC/MIM,19843,19910,19792,19826,163.77485386,0.00826061
1663272000000,2022-09-15 20:00:00,BTC/MIM,19850,19850,19744,19802,23.603587960000002,0.00119198
1663268400000,2022-09-15 19:00:00,BTC/MIM,19776,19816,19579,19816,50.68417584,0.00255774
1663264800000,2022-09-15 18:00:00,BTC/MIM,19778,19872,19733,19794,52.823456039999996,0.0026686599999999998
1663261200000,2022-09-15 17:00:00,BTC/MIM,19833,19937,19726,19831,203.95608401,0.01028471
1663257600000,2022-09-15 16:00:00,BTC/MIM,19717,19860,19717,19819,273.26575933,0.01378807
