https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume EUR,Volume SMART
1663545600000,2022-09-19 00:00:00,SMART/EUR,0.00049169,0.00049373,0.0004814,0.00049005,57.23784,116800
1663459200000,2022-09-18 00:00:00,SMART/EUR,0.0005016,0.00050993,0.00048112,0.00048156,1202.383086,2496850
1663372800000,2022-09-17 00:00:00,SMART/EUR,0.00051063,0.00051294,0.00049235,0.00050504,1210.9135399914019,2397658.68048353
1663286400000,2022-09-16 00:00:00,SMART/EUR,0.00051007,0.00053993,0.00049313,0.00050124,1229.6775844226,2453271.05662477
1663200000000,2022-09-15 00:00:00,SMART/EUR,0.00051591,0.00053333,0.00049974,0.0005101,1208.9015216139348,2369930.44817474
1663113600000,2022-09-14 00:00:00,SMART/EUR,0.00051074,0.00055059,0.00049235,0.00052331,1064.079567547472,2033363.71853676
1663027200000,2022-09-13 00:00:00,SMART/EUR,0.00051466,0.0005314,0.00050255,0.00050731,1136.2475725,2239750
1662940800000,2022-09-12 00:00:00,SMART/EUR,0.00052772,0.00053693,0.00050254,0.00051481,1257.0707224022744,2441814.88782711
1662854400000,2022-09-11 00:00:00,SMART/EUR,0.00052314,0.00056283,0.00051991,0.00052733,1318.8414849423732,2500979.43402115
1662768000000,2022-09-10 00:00:00,SMART/EUR,0.00059,0.0006,0.00048002,0.00052303,1366.7175968508895,2613076.87293442
1662681600000,2022-09-09 00:00:00,SMART/EUR,0.00044621,0.00069989,0.0004,0.00051738,1381.6381410902188,2670451.39180142
1662595200000,2022-09-08 00:00:00,SMART/EUR,0.00045913,0.00049652,0.00035535,0.0004487,1165.8941105971044,2598382.23890596
1662508800000,2022-09-07 00:00:00,SMART/EUR,0.00048252,0.00055062,0.00035501,0.00045927,1444.3834490202821,3144954.92634024
1662422400000,2022-09-06 00:00:00,SMART/EUR,0.00058014,0.00059007,0.00046104,0.00048542,1299.3475626738625,2676749.12997788
1662336000000,2022-09-05 00:00:00,SMART/EUR,0.00055402,0.0005989,0.00054057,0.00058547,1552.0090102187992,2650877.09057475
1662249600000,2022-09-04 00:00:00,SMART/EUR,0.00055495,0.00056046,0.00053005,0.00054697,1355.118175,2477500
1662163200000,2022-09-03 00:00:00,SMART/EUR,0.00054797,0.00058316,0.0005415,0.00055941,1379.528018139057,2466041.03991537
1662076800000,2022-09-02 00:00:00,SMART/EUR,0.00053945,0.00059998,0.0005333,0.00054418,1321.1769532170651,2427830.77881779
1661990400000,2022-09-01 00:00:00,SMART/EUR,0.00053265,0.00054428,0.00052464,0.00053656,1302.6608921219545,2427800.97681891
1661904000000,2022-08-31 00:00:00,SMART/EUR,0.00053409,0.00053999,0.00052826,0.00053627,1261.2543720521562,2351901.78837555
1661817600000,2022-08-30 00:00:00,SMART/EUR,0.00053081,0.00054237,0.00052601,0.0005355,1282.689268922387,2395311.42655908
1661731200000,2022-08-29 00:00:00,SMART/EUR,0.00053659,0.00056256,0.00051174,0.00052723,1995.4153421474555,3784715.09995155
1661644800000,2022-08-28 00:00:00,SMART/EUR,0.00053068,0.00054173,0.00053049,0.00053325,1307.20905,2451400
1661558400000,2022-08-27 00:00:00,SMART/EUR,0.00052888,0.00056538,0.00052836,0.00053554,1318.6511789308593,2462283.26349266
1661472000000,2022-08-26 00:00:00,SMART/EUR,0.0005258,0.00053589,0.00052028,0.00052838,1587.8774579002475,3005180.85071397
1661385600000,2022-08-25 00:00:00,SMART/EUR,0.0005356,0.000549,0.00051367,0.00052571,1256.7989866501832,2390669.73550091
1661299200000,2022-08-24 00:00:00,SMART/EUR,0.00052851,0.00053943,0.00051366,0.00052851,1312.5951150314227,2483576.68735014
1661212800000,2022-08-23 00:00:00,SMART/EUR,0.00051921,0.00055669,0.00051426,0.00052799,1771.1753449740202,3354562.29279725
1661126400000,2022-08-22 00:00:00,SMART/EUR,0.00051639,0.00052437,0.00051203,0.00051641,75.654065,146500.0
1661040000000,2022-08-21 00:00:00,SMART/EUR,0.00051712,0.00053614,0.00050621,0.00051507,1390.831635447741,2700276.92439424
1660953600000,2022-08-20 00:00:00,SMART/EUR,0.00051104,0.00053801,0.00050221,0.00051841,1355.7680452962893,2615242.84889622
1660867200000,2022-08-19 00:00:00,SMART/EUR,0.00054879,0.000632,0.00050222,0.00051249,2792.671605761757,5449221.65459181
1660780800000,2022-08-18 00:00:00,SMART/EUR,0.0005866,0.00065,0.00052,0.00054877,2023.401537553579,3687157.71188946
1660694400000,2022-08-17 00:00:00,SMART/EUR,0.00058493,0.000632,0.00051743,0.00057697,2510.773060181707,4351652.70322843
1660608000000,2022-08-16 00:00:00,SMART/EUR,0.00062367,0.00064579,0.00051743,0.00056946,2024.3697488737878,3554893.66921959
1660521600000,2022-08-15 00:00:00,SMART/EUR,0.00063769,0.00066804,0.0006105,0.00062906,2763.993162115462,4393846.63166544
1660435200000,2022-08-14 00:00:00,SMART/EUR,0.00064435,0.00067899,0.00062122,0.00063691,1631.8179783209955,2562085.66095837
1660348800000,2022-08-13 00:00:00,SMART/EUR,0.00055709,0.0008,0.00054402,0.00062585,2310.9418814734645,3692485.23044414
1660262400000,2022-08-12 00:00:00,SMART/EUR,0.00057984,0.0008,0.0005174,0.00055598,5149.7743618360755,9262517.28809683
1660176000000,2022-08-11 00:00:00,SMART/EUR,0.00048436,0.0006146,0.00047791,0.00056188,3086.7272532951056,5493570.25218037
1660089600000,2022-08-10 00:00:00,SMART/EUR,0.00048779,0.00049102,0.00046496,0.00048682,1749.8491206009187,3594447.88751678
1660003200000,2022-08-09 00:00:00,SMART/EUR,0.00048751,0.00049003,0.00048208,0.00048572,68.14651599999999,140300.0
1659916800000,2022-08-08 00:00:00,SMART/EUR,0.00049085,0.00050164,0.00047589,0.00048846,1181.0070922766572,2417817.410385
1659830400000,2022-08-07 00:00:00,SMART/EUR,0.00048839,0.00049789,0.00047895,0.00048547,1204.240056044252,2480565.34089491
1659744000000,2022-08-06 00:00:00,SMART/EUR,0.00047394,0.00050122,0.00047151,0.0004902,4697.364722318733,9582547.37315123
1659657600000,2022-08-05 00:00:00,SMART/EUR,0.00047178,0.0004982,0.00046724,0.00047774,3535.6389482338873,7400759.719165
1659571200000,2022-08-04 00:00:00,SMART/EUR,0.00048756,0.00050075,0.00046729,0.00047042,17083.34888978348,36315099.03869623
1659484800000,2022-08-03 00:00:00,SMART/EUR,0.00047388,0.00050397,0.00046403,0.00048707,14290.41225447921,29339545.1464455
1659398400000,2022-08-02 00:00:00,SMART/EUR,0.00049208,0.00049513,0.00045394,0.00047843,6840.107051657162,14296986.08293201
1659312000000,2022-08-01 00:00:00,SMART/EUR,0.00049263,0.00051994,0.000489,0.00049279,7955.565575161941,16143926.57148469
1659225600000,2022-07-31 00:00:00,SMART/EUR,0.00049705,0.00053765,0.000489,0.00049253,1919.7626426940883,3897757.7867218
1659139200000,2022-07-30 00:00:00,SMART/EUR,0.00049861,0.00051533,0.0004509,0.00049967,15457.744203474449,30935906.10497818
1659052800000,2022-07-29 00:00:00,SMART/EUR,0.00049068,0.00051533,0.00048298,0.00049876,8270.980693974778,16583087.44481269
1658966400000,2022-07-28 00:00:00,SMART/EUR,0.00046956,0.0005419,0.00046941,0.00048929,3127.011353539654,6390916.13059669
1658880000000,2022-07-27 00:00:00,SMART/EUR,0.00047216,0.00051271,0.00046716,0.00046963,5677.441712796861,12089180.23294266
1658793600000,2022-07-26 00:00:00,SMART/EUR,0.00047286,0.00052101,0.00041679,0.00047395,4177.799427804512,8814852.68025005
1658707200000,2022-07-25 00:00:00,SMART/EUR,0.0005094,0.00051052,0.000456,0.00047285,9498.636575074788,20088054.51004502
1658620800000,2022-07-24 00:00:00,SMART/EUR,0.00047855,0.00053436,0.00047569,0.00050891,6929.39009459945,13616140.56434232
1658534400000,2022-07-23 00:00:00,SMART/EUR,0.00048658,0.00053,0.00047372,0.00048133,1699.9022386944498,3531677.30807232
1658448000000,2022-07-22 00:00:00,SMART/EUR,0.00046336,0.000517,0.00045419,0.00048592,1406.7211484057343,2894964.49704835
1658361600000,2022-07-21 00:00:00,SMART/EUR,0.00045678,0.00047223,0.00044123,0.00045878,1157.021518279241,2521952.82767174
1658275200000,2022-07-20 00:00:00,SMART/EUR,0.00042762,0.00051537,0.00042428,0.00045802,1619.1873874358878,3535189.26561261
1658188800000,2022-07-19 00:00:00,SMART/EUR,0.00042128,0.000435,0.00041687,0.00042762,1650.4292264445542,3859569.77326728
1658102400000,2022-07-18 00:00:00,SMART/EUR,0.00041527,0.00044706,0.00040764,0.00041927,2138.062961656597,5099489.49759486
1658016000000,2022-07-17 00:00:00,SMART/EUR,0.00040076,0.00043,0.00039599,0.00040826,3423.8437215202002,8386429.53392495
1657929600000,2022-07-16 00:00:00,SMART/EUR,0.00041431,0.00042999,0.00039319,0.00040207,2120.992970679575,5275183.35284795
1657843200000,2022-07-15 00:00:00,SMART/EUR,0.00041851,0.00044705,0.0004073,0.00041417,1808.7488339050346,4367165.25558354
1657756800000,2022-07-14 00:00:00,SMART/EUR,0.00041247,0.00045516,0.00039244,0.00041809,2556.062664149936,6113666.11052629
1657670400000,2022-07-13 00:00:00,SMART/EUR,0.00041879,0.00043032,0.00040242,0.00041735,1802.4030735420718,4318684.73353797
1657584000000,2022-07-12 00:00:00,SMART/EUR,0.00044719,0.00045078,0.00039262,0.00042124,13413.25723724332,31842316.10778492
1657497600000,2022-07-11 00:00:00,SMART/EUR,0.0004397,0.0004998,0.00042892,0.00044396,20064.162583397374,45193626.86592795
1657411200000,2022-07-10 00:00:00,SMART/EUR,0.00044355,0.00044695,0.00044296,0.00044625,798.1118089760411,1788485.84644491
1657324800000,2022-07-09 00:00:00,SMART/EUR,0.00044292,0.00044728,0.00042625,0.00044427,34148.15068730061,76863507.9733059
1657238400000,2022-07-08 00:00:00,SMART/EUR,0.00045302,0.0004794,0.00043833,0.0004453,28695.125157398,64439984.63372558
1657152000000,2022-07-07 00:00:00,SMART/EUR,0.00043095,0.00049209,0.00041868,0.00046723,28635.75305896547,61288344.19657443
1657065600000,2022-07-06 00:00:00,SMART/EUR,0.00045345,0.00046718,0.00038642,0.00043201,17471.486045638034,40442318.57049151
1656979200000,2022-07-05 00:00:00,SMART/EUR,0.00048958,0.00051574,0.00021954,0.00044859,18568.159289297546,41392271.98398882
1656892800000,2022-07-04 00:00:00,SMART/EUR,0.00049373,0.00051,0.00045603,0.00048809,21509.96162762162,44069662.61882362
1656806400000,2022-07-03 00:00:00,SMART/EUR,0.00053068,0.0005419,0.00048432,0.00049357,39527.777138743535,80085453.20571253
