https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BNT,Volume USDT
1658102400,2022-07-18 00:00:00,BNT/USDT,0.4798,0.5365,0.4782,0.533,49236.9738411,25661.597705897704
1658016000,2022-07-17 00:00:00,BNT/USDT,0.496,0.5141,0.4779,0.4781,43933.77847597,21770.400415258177
1657929600,2022-07-16 00:00:00,BNT/USDT,0.4677,0.516,0.4545,0.4961,113057.08139283,53855.87254420776
1657843200,2022-07-15 00:00:00,BNT/USDT,0.4654,0.4865,0.4621,0.4645,257854.55428627,121467.342537673386
1657756800,2022-07-14 00:00:00,BNT/USDT,0.4568,0.4806,0.4337,0.4649,283080.0297944,129264.494517832896
1657670400,2022-07-13 00:00:00,BNT/USDT,0.4361,0.463,0.422,0.4553,244652.29092089,108073.927968152125
1657584000,2022-07-12 00:00:00,BNT/USDT,0.4533,0.4587,0.43,0.4335,55810.96432287,25069.52953019134
1657497600,2022-07-11 00:00:00,BNT/USDT,0.4836,0.4838,0.4505,0.4547,7094.20090258,3335.359234017566
1657411200,2022-07-10 00:00:00,BNT/USDT,0.5059,0.5059,0.477,0.4837,81779.5058575,39965.548074862784
1657324800,2022-07-09 00:00:00,BNT/USDT,0.4893,0.5094,0.4779,0.5048,29048.88861422,14541.127971457721
1657238400,2022-07-08 00:00:00,BNT/USDT,0.5071,0.5234,0.4678,0.4893,45028.51066795,22522.019510863641
1657152000,2022-07-07 00:00:00,BNT/USDT,0.4916,0.5187,0.4865,0.5061,67406.71567412,33992.664971325154
1657065600,2022-07-06 00:00:00,BNT/USDT,0.4885,0.4991,0.4789,0.4918,63524.46401185,31037.365789175847
1656979200,2022-07-05 00:00:00,BNT/USDT,0.5009,0.5209,0.4335,0.4865,116023.27723795,56383.392494412573
1656892800,2022-07-04 00:00:00,BNT/USDT,0.4897,0.5024,0.4688,0.4989,26424.95802345,12787.399736133331
1656806400,2022-07-03 00:00:00,BNT/USDT,0.4901,0.4968,0.4707,0.4875,14248.67404291,6874.120338080319
1656720000,2022-07-02 00:00:00,BNT/USDT,0.4769,0.5011,0.467,0.4901,51964.23001192,25142.960889806343
1656633600,2022-07-01 00:00:00,BNT/USDT,0.4901,0.5026,0.4667,0.4731,33698.15023188,16384.55238586806
1656547200,2022-06-30 00:00:00,BNT/USDT,0.4941,0.4978,0.4578,0.4914,65434.23939313,31342.307411300159
1656460800,2022-06-29 00:00:00,BNT/USDT,0.4995,0.5259,0.46,0.4938,111334.93465404,55739.80672732166
1656374400,2022-06-28 00:00:00,BNT/USDT,0.5118,0.5313,0.492,0.4984,34790.50304169,17698.327799749869
1656288000,2022-06-27 00:00:00,BNT/USDT,0.529,0.5428,0.4998,0.5126,46817.84017444,24158.118676191257
1656201600,2022-06-26 00:00:00,BNT/USDT,0.5425,0.5707,0.5262,0.529,74579.10650685,40975.861838197929
1656115200,2022-06-25 00:00:00,BNT/USDT,0.5428,0.579,0.5183,0.5437,57928.48580934,31506.12310341821
1656028800,2022-06-24 00:00:00,BNT/USDT,0.5228,0.579,0.5093,0.5415,241554.96475593,129711.685539656555
1655942400,2022-06-23 00:00:00,BNT/USDT,0.4877,0.5475,0.4847,0.5228,173148.18038475,86759.021515737402
1655856000,2022-06-22 00:00:00,BNT/USDT,0.5149,0.5149,0.48,0.4862,46590.64910492,23149.96350692369
1655769600,2022-06-21 00:00:00,BNT/USDT,0.5242,0.5979,0.5141,0.5175,82593.55758629,44148.607491432207
1655683200,2022-06-20 00:00:00,BNT/USDT,0.5185,0.5634,0.4758,0.5259,60296.24367106,31125.652903675888
1655596800,2022-06-19 00:00:00,BNT/USDT,0.4735,0.5317,0.4506,0.5188,23905.32634975,11842.782874864509
1655510400,2022-06-18 00:00:00,BNT/USDT,0.5598,0.5619,0.438,0.4735,45350.26219405,21698.032961117548
1655424000,2022-06-17 00:00:00,BNT/USDT,0.5908,0.6156,0.5431,0.5599,23767.73809624,13770.428976366875
1655337600,2022-06-16 00:00:00,BNT/USDT,0.7466,0.7554,0.5613,0.5867,45082.45492968,28927.876161917517
1655251200,2022-06-15 00:00:00,BNT/USDT,0.8143,0.8253,0.6275,0.732,62339.10175997,43459.365924768515
1655164800,2022-06-14 00:00:00,BNT/USDT,0.8748,0.9131,0.7741,0.8144,18782.78311044,15556.761383884702
1655078400,2022-06-13 00:00:00,BNT/USDT,1.009,1.031,0.8174,0.8748,95157.14342107,93131.54944425342
1654992000,2022-06-12 00:00:00,BNT/USDT,1.1026,1.1068,1.0069,1.0107,3089.78325225,3327.503690100737
1654905600,2022-06-11 00:00:00,BNT/USDT,1.1899,1.2255,1.0904,1.1022,5062.98117868,5842.760893338018
1654819200,2022-06-10 00:00:00,BNT/USDT,1.3009,1.318,1.1584,1.1759,17571.1972585,21795.117094974571
1654732800,2022-06-09 00:00:00,BNT/USDT,1.2689,1.34,1.2543,1.3104,33462.41674714,43699.310739827752
1654646400,2022-06-08 00:00:00,BNT/USDT,1.2889,1.3135,1.2412,1.2684,1355.92641248,1724.010167626239
1654560000,2022-06-07 00:00:00,BNT/USDT,1.2894,1.3455,1.1724,1.2829,5884.74692123,7391.592931439821
1654473600,2022-06-06 00:00:00,BNT/USDT,1.2528,1.3141,1.2423,1.2868,6291.13161336,8102.635370139621
1654387200,2022-06-05 00:00:00,BNT/USDT,1.2375,1.3508,1.1584,1.2529,15973.75145954,19819.602991804302
1654300800,2022-06-04 00:00:00,BNT/USDT,1.1953,1.2409,1.179,1.2295,3719.64046414,4572.717608621546
1654214400,2022-06-03 00:00:00,BNT/USDT,1.2524,1.2547,1.1837,1.1919,2092.65202803,2536.511323324952
1654128000,2022-06-02 00:00:00,BNT/USDT,1.2494,1.267,1.2171,1.2524,2681.07015658,3319.637926910293
1654041600,2022-06-01 00:00:00,BNT/USDT,1.3339,1.3864,1.182,1.2556,32148.02633046,42210.880797159185
1653955200,2022-05-31 00:00:00,BNT/USDT,1.3573,1.3699,1.3167,1.3317,1379.2238835,1844.766024801522
1653868800,2022-05-30 00:00:00,BNT/USDT,1.2719,1.3671,1.2588,1.3405,26803.21917874,35266.198252595075
1653782400,2022-05-29 00:00:00,BNT/USDT,1.2551,1.2737,1.2266,1.2725,19962.75764288,25054.121237324994
1653696000,2022-05-28 00:00:00,BNT/USDT,1.2269,1.2699,1.2056,1.2551,6123.67848187,7630.268728045566
1653609600,2022-05-27 00:00:00,BNT/USDT,1.2679,1.2747,1.2022,1.2166,57903.42907061,72509.396829827228
1653523200,2022-05-26 00:00:00,BNT/USDT,1.3305,1.3512,1.23,1.268,15498.97212402,19579.24220178774
1653436800,2022-05-25 00:00:00,BNT/USDT,1.3824,1.3975,1.3285,1.3339,3456.50531401,4696.570260349039
1653350400,2022-05-24 00:00:00,BNT/USDT,1.3524,1.3866,1.319,1.3764,1930.5857518,2630.703702553135
1653264000,2022-05-23 00:00:00,BNT/USDT,1.4073,1.442,1.2657,1.3587,33715.846345,45719.329619701156
1653177600,2022-05-22 00:00:00,BNT/USDT,1.3593,1.4138,1.3437,1.4061,4084.27851256,5658.75054903906
1653091200,2022-05-21 00:00:00,BNT/USDT,1.3524,1.3911,1.25,1.3482,8872.37596279,11928.000461717627
1653004800,2022-05-20 00:00:00,BNT/USDT,1.3907,1.4117,1.3263,1.3606,11597.08400838,15975.914051792362
1652918400,2022-05-19 00:00:00,BNT/USDT,1.3455,1.3984,1.3167,1.3903,42414.07818532,58516.070740067006
1652832000,2022-05-18 00:00:00,BNT/USDT,1.4639,1.4795,1.3306,1.3322,22733.02165136,31627.753906663325
1652745600,2022-05-17 00:00:00,BNT/USDT,1.407,1.5336,1.407,1.4636,10110.5836613,14746.765756649983
1652659200,2022-05-16 00:00:00,BNT/USDT,1.5069,1.5069,1.3897,1.407,6469.57680812,9168.853685503054
1652572800,2022-05-15 00:00:00,BNT/USDT,1.4337,1.512,1.3848,1.5092,22039.95701771,31179.799264488928
1652486400,2022-05-14 00:00:00,BNT/USDT,1.3973,1.4353,1.3364,1.4301,8085.28815382,11148.863749273809
1652400000,2022-05-13 00:00:00,BNT/USDT,1.3546,1.631,1.3445,1.3893,26272.64726862,38048.452418509544
1652313600,2022-05-12 00:00:00,BNT/USDT,1.428,1.491,1.2525,1.3583,18347.86732582,24761.5868765047
1652227200,2022-05-11 00:00:00,BNT/USDT,1.631,1.7009,1.3674,1.4181,50204.20957883,78852.444295649043
1652140800,2022-05-10 00:00:00,BNT/USDT,1.5659,1.7191,1.5367,1.6302,12356.43940705,20066.65521207233
1652054400,2022-05-09 00:00:00,BNT/USDT,1.8026,1.8239,1.5642,1.5669,17536.39400289,29494.239296689234
1651968000,2022-05-08 00:00:00,BNT/USDT,1.8661,1.8661,1.7853,1.7906,4536.14019906,8267.363400769078
1651881600,2022-05-07 00:00:00,BNT/USDT,1.9223,1.9292,1.8343,1.8732,2619.92840748,4922.277660504737
1651795200,2022-05-06 00:00:00,BNT/USDT,1.9396,1.9495,1.88,1.9205,4780.89259612,9121.87286905822
1651708800,2022-05-05 00:00:00,BNT/USDT,2.12,2.1286,1.8968,1.9419,23920.04037798,49136.039686373526
1651622400,2022-05-04 00:00:00,BNT/USDT,1.9712,2.12,1.9702,2.1199,11014.61744221,22410.949341458317
1651536000,2022-05-03 00:00:00,BNT/USDT,1.9969,2.0291,1.95,1.9739,7628.07687585,15140.252794673739
1651449600,2022-05-02 00:00:00,BNT/USDT,2.0136,2.0459,1.9642,1.9979,9266.1823156,18635.284984509
1651363200,2022-05-01 00:00:00,BNT/USDT,1.983,2.036,1.9655,2.016,10576.97790311,21144.121644437526
1651276800,2022-04-30 00:00:00,BNT/USDT,2.0638,2.0789,1.95,1.9861,9212.23850417,18625.469212552268
1651190400,2022-04-29 00:00:00,BNT/USDT,2.16,2.1848,2.0446,2.0724,9404.63861053,19719.92465345957
1651104000,2022-04-28 00:00:00,BNT/USDT,2.1461,2.302,2.1079,2.1579,19270.33598446,42329.88606525754
1651017600,2022-04-27 00:00:00,BNT/USDT,2.0803,2.1753,2.07,2.1463,11135.93337958,23646.570922064162
1650931200,2022-04-26 00:00:00,BNT/USDT,2.2109,2.2587,2.048,2.0807,8067.99638964,17666.22309342175
1650844800,2022-04-25 00:00:00,BNT/USDT,2.1822,2.37,2.0771,2.2109,44409.84476288,97793.755647785196
1650758400,2022-04-24 00:00:00,BNT/USDT,2.187,2.2259,2.1791,2.1873,1667.12288421,3669.842898205279
1650672000,2022-04-23 00:00:00,BNT/USDT,2.2232,2.2279,2.1522,2.1864,7500.44916837,16543.492848216165
1650585600,2022-04-22 00:00:00,BNT/USDT,2.2208,2.4661,2.13,2.2268,11785.44621175,26364.742312998371
1650499200,2022-04-21 00:00:00,BNT/USDT,2.2867,2.35,2.2,2.22,9076.15945271,20810.468795803469
1650412800,2022-04-20 00:00:00,BNT/USDT,2.2959,2.3903,2.2611,2.2903,7543.47722577,17392.2017597201
1650326400,2022-04-19 00:00:00,BNT/USDT,2.2927,2.3303,2.2502,2.3,15066.93121931,34381.051131481856
1650240000,2022-04-18 00:00:00,BNT/USDT,2.23,2.4303,2.159,2.2919,12827.56778578,29581.980119326124
1650153600,2022-04-17 00:00:00,BNT/USDT,2.2861,2.3185,2.23,2.2339,1800.71706832,4113.127881487562
1650067200,2022-04-16 00:00:00,BNT/USDT,2.2903,2.3359,2.2448,2.2893,16982.12946667,39072.769364136757
1649980800,2022-04-15 00:00:00,BNT/USDT,2.2676,2.3186,2.2537,2.2988,5647.60728108,12908.794198296519
1649894400,2022-04-14 00:00:00,BNT/USDT,2.3217,2.3459,2.2361,2.2685,4871.03334517,11201.853808726998
1649808000,2022-04-13 00:00:00,BNT/USDT,2.2728,2.3264,2.2242,2.3179,3739.70032383,8439.668185182968
1649721600,2022-04-12 00:00:00,BNT/USDT,2.25,2.3267,2.225,2.2759,4130.34528814,9414.238547709428
1649635200,2022-04-11 00:00:00,BNT/USDT,2.4874,2.5123,2.2283,2.2391,6160.79414393,14724.37821613302
1649548800,2022-04-10 00:00:00,BNT/USDT,2.5509,2.5858,2.4892,2.4892,3347.5274656,8500.161436025965
1649462400,2022-04-09 00:00:00,BNT/USDT,2.4989,2.5617,2.4989,2.5555,4741.98069296,12021.910591366828
1649376000,2022-04-08 00:00:00,BNT/USDT,2.5664,2.6252,2.4907,2.4992,8179.54582188,20993.207988874809
1649289600,2022-04-07 00:00:00,BNT/USDT,2.505,2.5919,2.4861,2.5764,3868.31312654,9846.130280447918
1649203200,2022-04-06 00:00:00,BNT/USDT,2.6771,2.6771,2.505,2.505,10037.32779955,25916.891798532995
1649116800,2022-04-05 00:00:00,BNT/USDT,2.7765,2.7859,2.6771,2.6771,7198.22168852,19684.866022376955
1649030400,2022-04-04 00:00:00,BNT/USDT,2.8023,2.8131,2.6711,2.7773,21000.78093051,57512.630306239771
1648944000,2022-04-03 00:00:00,BNT/USDT,2.7247,2.8599,2.7091,2.8121,25492.9586707,71722.986008738822
1648857600,2022-04-02 00:00:00,BNT/USDT,2.7285,2.797,2.7247,2.7247,6836.25077116,18926.409804358286
1648771200,2022-04-01 00:00:00,BNT/USDT,2.6883,2.8045,2.5929,2.7316,31909.99648264,85740.239628196674
1648684800,2022-03-31 00:00:00,BNT/USDT,2.7652,2.8503,2.6747,2.6904,26668.44205028,74533.127027221178
1648598400,2022-03-30 00:00:00,BNT/USDT,2.7621,2.8108,2.6825,2.7637,8806.42374599,24357.676703375904
1648512000,2022-03-29 00:00:00,BNT/USDT,2.7121,2.8402,2.7071,2.7674,9716.25348275,26926.395877910014
1648425600,2022-03-28 00:00:00,BNT/USDT,2.7197,2.8742,2.707,2.7101,29523.03409511,81758.788377257321
1648339200,2022-03-27 00:00:00,BNT/USDT,2.595,2.721,2.5857,2.7187,16898.38971233,44242.344087027987
1648252800,2022-03-26 00:00:00,BNT/USDT,2.5599,2.5984,2.5451,2.5939,3703.34110087,9517.690808188267
1648166400,2022-03-25 00:00:00,BNT/USDT,2.5895,2.6282,2.5372,2.5521,5499.81220917,14205.540877301805
1648080000,2022-03-24 00:00:00,BNT/USDT,2.4907,2.6007,2.4892,2.5879,7892.54404854,20248.575702165179
1647993600,2022-03-23 00:00:00,BNT/USDT,2.4503,2.4923,2.3983,2.4923,5411.01435438,13198.502412862103
1647907200,2022-03-22 00:00:00,BNT/USDT,2.3705,2.4929,2.36,2.4372,23966.45815885,58825.475100568893
1647820800,2022-03-21 00:00:00,BNT/USDT,2.36,2.4439,2.3126,2.37,4878.46030473,11671.651878380089
1647734400,2022-03-20 00:00:00,BNT/USDT,2.4172,2.4184,2.3211,2.3501,14058.02150862,33392.884597226204
1647648000,2022-03-19 00:00:00,BNT/USDT,2.4013,2.4318,2.3749,2.4098,9873.46255215,23657.387646294726
1647561600,2022-03-18 00:00:00,BNT/USDT,2.3135,2.4158,2.28,2.3922,4194.41009642,9888.431458091779
1647475200,2022-03-17 00:00:00,BNT/USDT,2.315,2.3526,2.2777,2.3114,6968.77061109,16141.992295665778
1647388800,2022-03-16 00:00:00,BNT/USDT,2.2,2.315,2.156,2.31,10178.60211806,22642.064726170327
1647302400,2022-03-15 00:00:00,BNT/USDT,2.1824,2.2224,2.1121,2.1933,11423.17176572,24777.339307456104
1647216000,2022-03-14 00:00:00,BNT/USDT,2.1,2.1871,2.0881,2.181,5820.87173415,12478.595685574256
1647129600,2022-03-13 00:00:00,BNT/USDT,2.15,2.1919,2.1,2.1066,2318.87910865,5005.29048492793
1647043200,2022-03-12 00:00:00,BNT/USDT,2.1539,2.1892,2.153,2.1611,2038.11681095,4424.411335107225
1646956800,2022-03-11 00:00:00,BNT/USDT,2.1959,2.2346,2.1385,2.1581,5275.46689268,11480.331372238466
1646870400,2022-03-10 00:00:00,BNT/USDT,2.3064,2.31,2.156,2.1984,8522.81990122,18922.706892539696
1646784000,2022-03-09 00:00:00,BNT/USDT,2.16,2.3393,2.16,2.3048,5682.08518789,12824.498829803597
1646697600,2022-03-08 00:00:00,BNT/USDT,2.1031,2.2031,2.1031,2.1591,3754.29970176,8145.288804525756
1646611200,2022-03-07 00:00:00,BNT/USDT,2.1675,2.2235,2.08,2.1128,8618.20260742,18376.426960467873
1646524800,2022-03-06 00:00:00,BNT/USDT,2.26,2.2683,2.1599,2.1599,11102.49211594,24627.623986082112
1646438400,2022-03-05 00:00:00,BNT/USDT,2.2087,2.2726,2.1865,2.2519,9882.24077056,22289.732592583719
1646352000,2022-03-04 00:00:00,BNT/USDT,2.3798,2.3814,2.1944,2.2223,12649.35283582,29004.361825815671
1646265600,2022-03-03 00:00:00,BNT/USDT,2.4342,2.471,2.348,2.3787,15687.98269815,37823.569275803871
1646179200,2022-03-02 00:00:00,BNT/USDT,2.464,2.5277,2.4167,2.437,6877.91096354,16973.17485153801
1646092800,2022-03-01 00:00:00,BNT/USDT,2.445,2.5186,2.3894,2.4634,11297.28854333,27700.08562657306
1646006400,2022-02-28 00:00:00,BNT/USDT,2.166,2.445,2.1514,2.4417,11227.29414142,26346.036975218431
1645920000,2022-02-27 00:00:00,BNT/USDT,2.3038,2.3265,2.14,2.1587,4959.20166438,11233.535879804783
1645833600,2022-02-26 00:00:00,BNT/USDT,2.2906,2.3517,2.2585,2.2999,7854.89820506,18001.73235907113
1645747200,2022-02-25 00:00:00,BNT/USDT,2.1911,2.315,2.1531,2.2875,5192.15324687,11490.214458821968
1645660800,2022-02-24 00:00:00,BNT/USDT,2.1626,2.2569,1.9398,2.1859,21272.79800755,44119.466240819534
1645574400,2022-02-23 00:00:00,BNT/USDT,2.245,2.3054,2.159,2.1687,4141.91194379,9108.094257677542
1645488000,2022-02-22 00:00:00,BNT/USDT,2.161,2.2864,2.1235,2.2408,9394.207,20818.46406838
1645401600,2022-02-21 00:00:00,BNT/USDT,2.27,2.3581,2.1563,2.1632,5059.74096553,11455.961602576658
1645315200,2022-02-20 00:00:00,BNT/USDT,2.3845,2.3845,2.2417,2.2814,10673.89206115,24222.884734309545
1645228800,2022-02-19 00:00:00,BNT/USDT,2.3821,2.4198,2.34,2.378,1760.70777428,4184.495688832078
1645142400,2022-02-18 00:00:00,BNT/USDT,2.4595,2.5051,2.3705,2.3765,10446.35132208,25443.637342121642
1645056000,2022-02-17 00:00:00,BNT/USDT,2.6734,2.69,2.4317,2.4673,14755.12403367,37849.982099951437
1644969600,2022-02-16 00:00:00,BNT/USDT,2.7186,2.7305,2.6117,2.6657,11766.25504944,31387.245651823881
1644883200,2022-02-15 00:00:00,BNT/USDT,2.5546,2.7321,2.5453,2.7321,9205.78937453,24408.367095285238
1644796800,2022-02-14 00:00:00,BNT/USDT,2.5204,2.5717,2.4722,2.5431,10915.65503123,27526.472682925752
1644710400,2022-02-13 00:00:00,BNT/USDT,2.5623,2.593,2.5041,2.515,17585.69110431,44891.198400549418
1644624000,2022-02-12 00:00:00,BNT/USDT,2.5594,2.6135,2.4915,2.5608,25556.80110055,65568.101683287267
1644537600,2022-02-11 00:00:00,BNT/USDT,2.6842,2.7573,2.4307,2.5716,25633.68396645,67881.055079718743
1644451200,2022-02-10 00:00:00,BNT/USDT,2.805,2.9017,2.6729,2.6895,9639.89785097,26832.731332357204
1644364800,2022-02-09 00:00:00,BNT/USDT,2.7709,2.847,2.7092,2.8082,1995.88488757,5579.636446385269
1644278400,2022-02-08 00:00:00,BNT/USDT,2.8098,2.88,2.69,2.7793,6337.00226571,17599.140790696593
1644192000,2022-02-07 00:00:00,BNT/USDT,2.7193,2.88,2.6736,2.8189,20312.78275377,56850.342017659684
1644105600,2022-02-06 00:00:00,BNT/USDT,2.6694,2.7224,2.6106,2.7206,4758.2275498,12598.02748883982
1644019200,2022-02-05 00:00:00,BNT/USDT,2.6359,2.7356,2.5996,2.6682,11546.56488788,30732.670273587903
1643932800,2022-02-04 00:00:00,BNT/USDT,2.4394,2.6503,2.4111,2.6359,6821.89956994,17202.383028227832
1643846400,2022-02-03 00:00:00,BNT/USDT,2.3989,2.4342,2.3333,2.4342,2431.1217796,5798.860072917777
1643760000,2022-02-02 00:00:00,BNT/USDT,2.5216,2.5522,2.3416,2.4011,12963.47190458,31231.631917879536
1643673600,2022-02-01 00:00:00,BNT/USDT,2.4969,2.595,2.4944,2.5113,9012.66152252,22888.584157979336
1643587200,2022-01-31 00:00:00,BNT/USDT,2.4739,2.5124,2.3614,2.504,14152.66581741,35063.34722819622
1643500800,2022-01-30 00:00:00,BNT/USDT,2.4282,2.5051,2.4,2.4726,1619.05281113,3971.217322472707
