https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume GAS,Volume USDT
1663149600,2022-09-14 10:00:00,GAS/USDT,2.4084,2.4554,2.3927,2.4002,1320.1519,3197.42526576
1663146000,2022-09-14 09:00:00,GAS/USDT,2.366,2.4114,2.366,2.4114,1037.1057,2478.70849863
1663142400,2022-09-14 08:00:00,GAS/USDT,2.3542,2.3702,2.3511,2.3657,174.9883,413.05827334
1663138800,2022-09-14 07:00:00,GAS/USDT,2.3513,2.3554,2.3463,2.3463,118.4018,278.3551975
1663135200,2022-09-14 06:00:00,GAS/USDT,2.3457,2.3762,2.3457,2.3463,407.4936,961.44066112
1663131600,2022-09-14 05:00:00,GAS/USDT,2.3417,2.3551,2.3389,2.3418,209.9634,492.08522047
1663128000,2022-09-14 04:00:00,GAS/USDT,2.3445,2.3536,2.3153,2.3386,418.7584,977.69995957
1663124400,2022-09-14 03:00:00,GAS/USDT,2.3382,2.363,2.3375,2.3382,539.1243,1266.33109402
1663120800,2022-09-14 02:00:00,GAS/USDT,2.3359,2.352,2.3332,2.3375,400.7434,937.43669242
1663117200,2022-09-14 01:00:00,GAS/USDT,2.3147,2.3343,2.2749,2.3343,1451.7312,3361.59412358
1663113600,2022-09-14 00:00:00,GAS/USDT,2.3361,2.4061,2.3048,2.3155,736.9276,1738.71308285
1663110000,2022-09-13 23:00:00,GAS/USDT,2.3431,2.3431,2.3252,2.3334,76.6404,179.51984812
1663106400,2022-09-13 22:00:00,GAS/USDT,2.3456,2.3456,2.3382,2.3382,50.3661,117.76737588
1663102800,2022-09-13 21:00:00,GAS/USDT,2.3325,2.3325,2.3324,2.3324,49.636,115.77108568
1663099200,2022-09-13 20:00:00,GAS/USDT,2.3593,2.3593,2.34,2.34,13.6187,31.88082414
1663095600,2022-09-13 19:00:00,GAS/USDT,2.3464,2.355,2.3299,2.3482,318.4831,745.84867496
1663092000,2022-09-13 18:00:00,GAS/USDT,2.3721,2.3721,2.3721,2.3721,0.185,0.4388385
1663088400,2022-09-13 17:00:00,GAS/USDT,2.3623,2.3769,2.356,2.3613,75.2023,178.14835024
1663084800,2022-09-13 16:00:00,GAS/USDT,2.3738,2.3741,2.3681,2.3681,32.2628,76.59160943
1663081200,2022-09-13 15:00:00,GAS/USDT,2.377,2.3873,2.3537,2.3537,107.0972,254.37748024
1663077600,2022-09-13 14:00:00,GAS/USDT,2.382,2.3931,2.3659,2.3659,237.6133,565.96256289
1663074000,2022-09-13 13:00:00,GAS/USDT,2.3824,2.3955,2.3822,2.3822,46.9434,111.98324482
1663070400,2022-09-13 12:00:00,GAS/USDT,2.5078,2.5078,2.39,2.39,131.2027,321.69207708
1663066800,2022-09-13 11:00:00,GAS/USDT,2.5009,2.5041,2.4825,2.4825,47.6978,119.25715256
1663063200,2022-09-13 10:00:00,GAS/USDT,2.4961,2.5009,2.4961,2.5009,2.4484,6.11714644
1663059600,2022-09-13 09:00:00,GAS/USDT,2.4966,2.5044,2.4772,2.4772,145.9857,363.12748832
1663056000,2022-09-13 08:00:00,GAS/USDT,2.4938,2.4948,2.4905,2.4905,49.799,124.1831661
1663052400,2022-09-13 07:00:00,GAS/USDT,2.4934,2.5,2.4934,2.5,34.1443,85.26834082
1663048800,2022-09-13 06:00:00,GAS/USDT,2.5069,2.5069,2.4934,2.4934,68.9708,172.79274257
1663045200,2022-09-13 05:00:00,GAS/USDT,2.5271,2.5271,2.518,2.518,1.8076,4.56707596
1663041600,2022-09-13 04:00:00,GAS/USDT,2.5153,2.5275,2.5142,2.5142,177.8717,448.31459248
1663038000,2022-09-13 03:00:00,GAS/USDT,2.5101,2.5101,2.4934,2.5035,61.2463,153.16813368
1663034400,2022-09-13 02:00:00,GAS/USDT,2.4933,2.5842,2.4933,2.5158,631.3838,1597.60115313
1663030800,2022-09-13 01:00:00,GAS/USDT,2.4923,2.4945,2.4903,2.4933,123.095,306.836527
1663027200,2022-09-13 00:00:00,GAS/USDT,2.51,2.5322,2.4751,2.4898,121.3252,303.20501869
1663023600,2022-09-12 23:00:00,GAS/USDT,2.5051,2.5077,2.505,2.505,578.7016,1449.77542763
1663020000,2022-09-12 22:00:00,GAS/USDT,2.5041,2.5041,2.5041,2.5041,0.2442,0.61150122
1663016400,2022-09-12 21:00:00,GAS/USDT,2.5047,2.5047,2.5047,2.5047,0,0
1663012800,2022-09-12 20:00:00,GAS/USDT,2.5047,2.5047,2.5047,2.5047,46.3825,116.17424775
1663009200,2022-09-12 19:00:00,GAS/USDT,2.5047,2.5047,2.5047,2.5047,0.4636,1.16117892
1663005600,2022-09-12 18:00:00,GAS/USDT,2.4864,2.5011,2.4836,2.5011,86.9454,217.41567915
1663002000,2022-09-12 17:00:00,GAS/USDT,2.4869,2.4983,2.4774,2.4983,199.0663,495.11446316
1662998400,2022-09-12 16:00:00,GAS/USDT,2.5031,2.5031,2.4852,2.4852,40.6223,101.06180571
1662994800,2022-09-12 15:00:00,GAS/USDT,2.5192,2.5192,2.4892,2.4892,30.4247,76.24496996
1662991200,2022-09-12 14:00:00,GAS/USDT,2.5374,2.5374,2.5232,2.5232,67.5137,170.59886761
1662987600,2022-09-12 13:00:00,GAS/USDT,2.5196,2.5196,2.5196,2.5196,0.1779,0.44823684
1662984000,2022-09-12 12:00:00,GAS/USDT,2.5201,2.5325,2.5201,2.5325,25.4665,64.24591125
1662980400,2022-09-12 11:00:00,GAS/USDT,2.5269,2.5311,2.5095,2.5311,139.4508,351.8048452
1662976800,2022-09-12 10:00:00,GAS/USDT,2.5192,2.529,2.5049,2.5131,281.7672,708.56272771
1662973200,2022-09-12 09:00:00,GAS/USDT,2.5212,2.5212,2.5212,2.5212,1.9832,5.00004384
1662969600,2022-09-12 08:00:00,GAS/USDT,2.5077,2.5268,2.5077,2.5239,61.9154,156.26752694
1662966000,2022-09-12 07:00:00,GAS/USDT,2.4967,2.5081,2.4865,2.5081,248.9395,623.00348566
1662962400,2022-09-12 06:00:00,GAS/USDT,2.4853,2.4917,2.4829,2.4917,117.1348,291.4410255
1662958800,2022-09-12 05:00:00,GAS/USDT,2.4847,2.488,2.4743,2.488,63.9247,158.88298921
1662955200,2022-09-12 04:00:00,GAS/USDT,2.4733,2.4856,2.4733,2.4789,147.5601,366.27847622
1662951600,2022-09-12 03:00:00,GAS/USDT,2.4923,2.4952,2.476,2.476,51.8524,129.29150413
1662948000,2022-09-12 02:00:00,GAS/USDT,2.5254,2.5398,2.4869,2.4869,351.4336,884.30124787
1662944400,2022-09-12 01:00:00,GAS/USDT,2.5204,2.5308,2.483,2.5285,1045.4576,2622.16734609
1662940800,2022-09-12 00:00:00,GAS/USDT,2.4995,2.5105,2.4995,2.5105,34.7026,87.1098487
1662937200,2022-09-11 23:00:00,GAS/USDT,2.494,2.5097,2.494,2.5097,47.6872,119.66486584
1662933600,2022-09-11 22:00:00,GAS/USDT,2.5163,2.522,2.5163,2.522,77.7536,195.7490338
1662930000,2022-09-11 21:00:00,GAS/USDT,2.4987,2.5215,2.4948,2.4948,127.1821,318.58978632
1662926400,2022-09-11 20:00:00,GAS/USDT,2.5257,2.5257,2.508,2.5097,72.0842,181.29473309
1662922800,2022-09-11 19:00:00,GAS/USDT,2.5064,2.5064,2.5064,2.5064,0,0
1662919200,2022-09-11 18:00:00,GAS/USDT,2.5064,2.5064,2.5064,2.5064,0,0
1662915600,2022-09-11 17:00:00,GAS/USDT,2.5064,2.5064,2.5064,2.5064,0.8593,2.15374952
1662912000,2022-09-11 16:00:00,GAS/USDT,2.5246,2.5246,2.506,2.506,11,27.5846
1662908400,2022-09-11 15:00:00,GAS/USDT,2.5083,2.5205,2.5083,2.5205,56.7166,142.3868903
1662904800,2022-09-11 14:00:00,GAS/USDT,2.5004,2.5111,2.4873,2.4873,126.4028,316.17712109
1662901200,2022-09-11 13:00:00,GAS/USDT,2.5099,2.5248,2.4955,2.4955,86.9658,218.7176671
1662897600,2022-09-11 12:00:00,GAS/USDT,2.49,2.49,2.49,2.49,50.936,126.83064
1662894000,2022-09-11 11:00:00,GAS/USDT,2.4832,2.4832,2.4736,2.4736,6.2437,15.50237536
1662890400,2022-09-11 10:00:00,GAS/USDT,2.4836,2.4836,2.4836,2.4836,0.1,0.24836
1662886800,2022-09-11 09:00:00,GAS/USDT,2.4774,2.4847,2.4774,2.4847,101.0794,251.03892862
1662883200,2022-09-11 08:00:00,GAS/USDT,2.4718,2.4718,2.4718,2.4718,0,0
1662879600,2022-09-11 07:00:00,GAS/USDT,2.4638,2.4718,2.4638,2.4718,1.4823,3.66232594
1662876000,2022-09-11 06:00:00,GAS/USDT,2.4606,2.4606,2.4604,2.4604,43.0253,105.8678839
1662872400,2022-09-11 05:00:00,GAS/USDT,2.4858,2.4858,2.4858,2.4858,1.699,4.2233742
1662868800,2022-09-11 04:00:00,GAS/USDT,2.4715,2.4715,2.471,2.4715,25.206,62.29182615
1662865200,2022-09-11 03:00:00,GAS/USDT,2.4979,2.4979,2.4979,2.4979,0,0
1662861600,2022-09-11 02:00:00,GAS/USDT,2.4979,2.4979,2.4979,2.4979,0,0
1662858000,2022-09-11 01:00:00,GAS/USDT,2.4888,2.4979,2.4888,2.4979,1.5879,3.95731541
1662854400,2022-09-11 00:00:00,GAS/USDT,2.4886,2.4886,2.4886,2.4886,8.6539,21.53609554
1662850800,2022-09-10 23:00:00,GAS/USDT,2.498,2.498,2.4906,2.4906,3.2438,8.09937308
1662847200,2022-09-10 22:00:00,GAS/USDT,2.5036,2.5059,2.5036,2.5038,91.0358,227.97936552
1662843600,2022-09-10 21:00:00,GAS/USDT,2.4888,2.4903,2.4779,2.4857,45.28,112.56433152
1662840000,2022-09-10 20:00:00,GAS/USDT,2.4702,2.4702,2.4702,2.4702,0,0
1662836400,2022-09-10 19:00:00,GAS/USDT,2.4783,2.4783,2.4702,2.4702,4.3142,10.68635766
1662832800,2022-09-10 18:00:00,GAS/USDT,2.4678,2.4678,2.4678,2.4678,47.3885,116.9453403
1662829200,2022-09-10 17:00:00,GAS/USDT,2.4885,2.4885,2.4885,2.4885,0,0
1662825600,2022-09-10 16:00:00,GAS/USDT,2.4885,2.4885,2.4885,2.4885,47.1957,117.44649945
1662822000,2022-09-10 15:00:00,GAS/USDT,2.4852,2.4852,2.4622,2.4622,3.1198,7.71929706
1662818400,2022-09-10 14:00:00,GAS/USDT,2.4732,2.4732,2.4688,2.4688,6.206,15.34589092
1662814800,2022-09-10 13:00:00,GAS/USDT,2.4997,2.4997,2.4997,2.4997,0.7058,1.76428826
1662811200,2022-09-10 12:00:00,GAS/USDT,2.4858,2.4862,2.4803,2.4803,62.4723,155.23983744
1662807600,2022-09-10 11:00:00,GAS/USDT,2.4814,2.4814,2.4814,2.4814,3.7599,9.32981586
1662804000,2022-09-10 10:00:00,GAS/USDT,2.4803,2.4803,2.4803,2.4803,0.1135,0.28151405
1662800400,2022-09-10 09:00:00,GAS/USDT,2.4804,2.4925,2.4804,2.4925,55.526,137.82800975
1662796800,2022-09-10 08:00:00,GAS/USDT,2.4985,2.4985,2.4917,2.4917,94.6718,236.32246128
1662793200,2022-09-10 07:00:00,GAS/USDT,2.51,2.518,2.5058,2.518,18.2263,45.76276138
1662789600,2022-09-10 06:00:00,GAS/USDT,2.5105,2.5172,2.5042,2.5042,32.8667,82.6520243
1662786000,2022-09-10 05:00:00,GAS/USDT,2.5066,2.5153,2.4982,2.5153,92.0358,230.51617135
1662782400,2022-09-10 04:00:00,GAS/USDT,2.5229,2.5229,2.5045,2.5048,40.6708,101.9667871
1662778800,2022-09-10 03:00:00,GAS/USDT,2.5347,2.5347,2.5242,2.5242,15.0886,38.09017749
1662775200,2022-09-10 02:00:00,GAS/USDT,2.5257,2.5284,2.5239,2.5239,2.4917,6.29789883
1662771600,2022-09-10 01:00:00,GAS/USDT,2.527,2.527,2.527,2.527,12,30.324
1662768000,2022-09-10 00:00:00,GAS/USDT,2.5137,2.6037,2.5137,2.5587,1096.4787,2809.27739863
1662764400,2022-09-09 23:00:00,GAS/USDT,2.4995,2.5016,2.4854,2.5016,19.0581,47.63062719
1662760800,2022-09-09 22:00:00,GAS/USDT,2.493,2.5031,2.4815,2.4815,107.6349,267.6812914
1662757200,2022-09-09 21:00:00,GAS/USDT,2.4677,2.4783,2.4677,2.4783,4.5401,11.25036123
1662753600,2022-09-09 20:00:00,GAS/USDT,2.4715,2.4764,2.4715,2.4764,88.4446,218.7917289
1662750000,2022-09-09 19:00:00,GAS/USDT,2.4548,2.4757,2.4548,2.4757,6.6062,16.22259306
1662746400,2022-09-09 18:00:00,GAS/USDT,2.4763,2.4783,2.4566,2.4754,110.9421,274.68046208
1662742800,2022-09-09 17:00:00,GAS/USDT,2.4781,2.4783,2.4757,2.4757,3.8068,9.43357354
1662739200,2022-09-09 16:00:00,GAS/USDT,2.4899,2.4899,2.4179,2.4781,645.3509,1580.69272007
1662735600,2022-09-09 15:00:00,GAS/USDT,2.4943,2.5179,2.4745,2.4745,58.893,147.51908672
1662732000,2022-09-09 14:00:00,GAS/USDT,2.4609,2.4851,2.4598,2.4717,14.0439,34.70661175
1662728400,2022-09-09 13:00:00,GAS/USDT,2.4827,2.4827,2.4596,2.4596,63.1594,155.40620728
1662724800,2022-09-09 12:00:00,GAS/USDT,2.4892,2.4974,2.4892,2.4974,1.853,4.6206876
1662721200,2022-09-09 11:00:00,GAS/USDT,2.4795,2.4795,2.4725,2.476,42.6601,105.5213845
1662717600,2022-09-09 10:00:00,GAS/USDT,2.4775,2.49,2.477,2.4778,216.5749,536.7383862
1662714000,2022-09-09 09:00:00,GAS/USDT,2.492,2.4925,2.492,2.4925,2.3646,5.89328425
1662710400,2022-09-09 08:00:00,GAS/USDT,2.4482,2.494,2.4482,2.494,9.9437,24.74173186
1662706800,2022-09-09 07:00:00,GAS/USDT,2.4841,2.4874,2.4538,2.4874,64.2123,158.33834184
1662703200,2022-09-09 06:00:00,GAS/USDT,2.4649,2.4649,2.456,2.4585,6.7315,16.55018346
1662699600,2022-09-09 05:00:00,GAS/USDT,2.475,2.475,2.4705,2.4705,19.5741,48.43903995
1662696000,2022-09-09 04:00:00,GAS/USDT,2.4583,2.4727,2.4507,2.4507,10.2524,25.17945636
1662692400,2022-09-09 03:00:00,GAS/USDT,2.4388,2.4833,2.4245,2.4381,227.2313,560.29035941
1662688800,2022-09-09 02:00:00,GAS/USDT,2.4275,2.4275,2.4275,2.4275,0,0
1662685200,2022-09-09 01:00:00,GAS/USDT,2.4275,2.4275,2.4275,2.4275,0,0
1662681600,2022-09-09 00:00:00,GAS/USDT,2.4275,2.4275,2.4275,2.4275,0.5777,1.40236675
1662678000,2022-09-08 23:00:00,GAS/USDT,2.4077,2.4077,2.4077,2.4077,0,0
1662674400,2022-09-08 22:00:00,GAS/USDT,2.4077,2.4077,2.4077,2.4077,0.4906,1.18121762
1662670800,2022-09-08 21:00:00,GAS/USDT,2.4207,2.4349,2.4207,2.4337,10.4967,25.54603355
1662667200,2022-09-08 20:00:00,GAS/USDT,2.3846,2.3846,2.3846,2.3846,0,0
1662663600,2022-09-08 19:00:00,GAS/USDT,2.3881,2.3881,2.3846,2.3846,10.4887,25.04759337
1662660000,2022-09-08 18:00:00,GAS/USDT,2.3916,2.3916,2.3916,2.3916,0,0
1662656400,2022-09-08 17:00:00,GAS/USDT,2.4004,2.4207,2.3706,2.3916,65.2134,156.88207398
1662652800,2022-09-08 16:00:00,GAS/USDT,2.3894,2.3894,2.3816,2.3816,0.2945,0.7025512
1662649200,2022-09-08 15:00:00,GAS/USDT,2.3955,2.411,2.3955,2.411,281.6212,676.89231312
1662645600,2022-09-08 14:00:00,GAS/USDT,2.3894,2.3957,2.3538,2.3957,0.5413,1.2916366
1662642000,2022-09-08 13:00:00,GAS/USDT,2.3728,2.3728,2.3659,2.3659,104.5304,247.74251643
1662638400,2022-09-08 12:00:00,GAS/USDT,2.3852,2.3852,2.3708,2.3708,51.8594,122.980527
1662634800,2022-09-08 11:00:00,GAS/USDT,2.4062,2.4062,2.4062,2.4062,32.9961,79.39521582
1662631200,2022-09-08 10:00:00,GAS/USDT,2.4043,2.4065,2.4043,2.4065,50.9715,122.66068989
1662627600,2022-09-08 09:00:00,GAS/USDT,2.4198,2.4201,2.4198,2.4198,28.0909,67.97839884
1662624000,2022-09-08 08:00:00,GAS/USDT,2.4345,2.4345,2.4016,2.4016,757.45,1831.5523813
1662620400,2022-09-08 07:00:00,GAS/USDT,2.3841,2.3841,2.3841,2.3841,0,0
1662616800,2022-09-08 06:00:00,GAS/USDT,2.3866,2.3866,2.3841,2.3841,10,23.861032
1662613200,2022-09-08 05:00:00,GAS/USDT,2.4198,2.4296,2.4198,2.4296,2.6806,6.50673154
1662609600,2022-09-08 04:00:00,GAS/USDT,2.4173,2.4173,2.4173,2.4173,1.5239,3.68372347
1662606000,2022-09-08 03:00:00,GAS/USDT,2.4027,2.4027,2.4027,2.4027,0.25,0.600675
1662602400,2022-09-08 02:00:00,GAS/USDT,2.4328,2.534,2.3843,2.4276,427.8207,1056.48289201
1662598800,2022-09-08 01:00:00,GAS/USDT,2.3593,2.4328,2.3593,2.4328,73.5909,178.05703048
1662595200,2022-09-08 00:00:00,GAS/USDT,2.3541,2.3541,2.3541,2.3541,0.4188,0.98589708
1662591600,2022-09-07 23:00:00,GAS/USDT,2.3552,2.3736,2.3552,2.3736,139.8533,331.89044844
1662588000,2022-09-07 22:00:00,GAS/USDT,2.3593,2.3623,2.3593,2.3623,21,49.6078362
1662584400,2022-09-07 21:00:00,GAS/USDT,2.3572,2.3572,2.3572,2.3572,0.5744,1.35397568
1662580800,2022-09-07 20:00:00,GAS/USDT,2.34,2.34,2.34,2.34,170.378,398.68452
