https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SAND,Volume USDT
1658966400,2022-07-28 00:00:00,SAND/USDT,1.31399,1.39126,1.26219,1.35537,5143695.79873119,6792714.2022648390507
1658880000,2022-07-27 00:00:00,SAND/USDT,1.18321,1.31838,1.15278,1.31338,3703743.28096846,4553272.3084551937062
1658793600,2022-07-26 00:00:00,SAND/USDT,1.20225,1.20687,1.12872,1.18296,2554829.48670966,2984216.3212070156246
1658707200,2022-07-25 00:00:00,SAND/USDT,1.33805,1.34619,1.1999,1.2016,2925168.38233953,3692901.4205806735676
1658620800,2022-07-24 00:00:00,SAND/USDT,1.34622,1.38363,1.32048,1.3386,3209140.74902575,4329260.8776579401049
1658534400,2022-07-23 00:00:00,SAND/USDT,1.32637,1.37769,1.29315,1.34507,2428388.41418859,3249393.016512294929
1658448000,2022-07-22 00:00:00,SAND/USDT,1.38279,1.4355,1.31817,1.3264,2890543.66292625,3993944.8589786078857
1658361600,2022-07-21 00:00:00,SAND/USDT,1.32838,1.398,1.27341,1.38041,3063489.14640892,4130471.0140071316186
1658275200,2022-07-20 00:00:00,SAND/USDT,1.42183,1.49408,1.30283,1.32669,4832319.12118193,6807283.3947003459439
1658188800,2022-07-19 00:00:00,SAND/USDT,1.37805,1.47454,1.33764,1.4215,9367096.23281851,13157332.8010717794584
1658102400,2022-07-18 00:00:00,SAND/USDT,1.18174,1.39835,1.17699,1.3784,7596170.17359128,10000222.0407923395515
1658016000,2022-07-17 00:00:00,SAND/USDT,1.25224,1.26597,1.1749,1.18152,2376538.49588218,2902848.328393964016
1657929600,2022-07-16 00:00:00,SAND/USDT,1.2068,1.27225,1.19511,1.25236,2905395.88965251,3571257.0848027129905
1657843200,2022-07-15 00:00:00,SAND/USDT,1.20489,1.23274,1.16914,1.20684,2452085.27517102,2947119.5197522620205
1657756800,2022-07-14 00:00:00,SAND/USDT,1.16961,1.2186,1.11692,1.20368,2685672.72977703,3141700.1132735208828
1657670400,2022-07-13 00:00:00,SAND/USDT,1.08811,1.17431,1.04541,1.16979,3659565.30430758,4048378.4211148658634
1657584000,2022-07-12 00:00:00,SAND/USDT,1.09567,1.15483,1.08551,1.08907,2970946.68641277,3318714.7175123862203
1657497600,2022-07-11 00:00:00,SAND/USDT,1.16371,1.16444,1.08348,1.09525,2212199.12325578,2491730.5379389546756
1657411200,2022-07-10 00:00:00,SAND/USDT,1.2263,1.22774,1.14784,1.16218,1571948.78339965,1850198.2316811901209
1657324800,2022-07-09 00:00:00,SAND/USDT,1.22078,1.24588,1.215,1.22549,1575641.61594794,1940302.8171023101304
1657238400,2022-07-08 00:00:00,SAND/USDT,1.28221,1.31432,1.20271,1.2203,4084781.98613366,5096113.5543150927152
1657152000,2022-07-07 00:00:00,SAND/USDT,1.26286,1.31823,1.2377,1.28162,5044603.14549975,6456503.0156283664167
1657065600,2022-07-06 00:00:00,SAND/USDT,1.18416,1.28999,1.1507,1.26265,4729693.59499027,5869465.4942407087659
1656979200,2022-07-05 00:00:00,SAND/USDT,1.2028,1.23,1.10593,1.18393,4397594.3231847,5155251.4583692282224
1656892800,2022-07-04 00:00:00,SAND/USDT,1.04321,1.226,1.03482,1.20131,5522826.85160192,6299778.7632207516246
1656806400,2022-07-03 00:00:00,SAND/USDT,1.04274,1.0545,1.00747,1.04476,1854717.10881441,1914470.3436131167297
1656720000,2022-07-02 00:00:00,SAND/USDT,1.06805,1.08056,1.00529,1.04251,2151700.38466956,2235631.6779278752071
1656633600,2022-07-01 00:00:00,SAND/USDT,1.12285,1.17322,1.05641,1.06723,8247764.79759102,9175899.8055817569129
1656547200,2022-06-30 00:00:00,SAND/USDT,1.06187,1.1382,0.95548,1.12285,8616807.3563207,8879448.6994170475924
1656460800,2022-06-29 00:00:00,SAND/USDT,1.08312,1.10201,1.02243,1.06115,4330459.7627562,4596576.4282913664352
1656374400,2022-06-28 00:00:00,SAND/USDT,1.18665,1.23261,1.07154,1.08333,4858418.16906785,5598473.3999079490066
1656288000,2022-06-27 00:00:00,SAND/USDT,1.17795,1.2643,1.14558,1.18467,5949137.52995957,7121908.3637144736094
1656201600,2022-06-26 00:00:00,SAND/USDT,1.28012,1.3504,1.16805,1.17774,5564027.6928872,7037043.4770234551926
1656115200,2022-06-25 00:00:00,SAND/USDT,1.09823,1.33,1.07687,1.27772,8191053.05609316,9888588.6258465094062
1656028800,2022-06-24 00:00:00,SAND/USDT,1.0119,1.12741,1.01103,1.09893,5179429.21695712,5581446.6288133252944
1655942400,2022-06-23 00:00:00,SAND/USDT,0.93699,1.03094,0.93311,1.0127,5530397.42217011,5436222.8004437250513
1655856000,2022-06-22 00:00:00,SAND/USDT,0.9124,1.01912,0.86442,0.93619,6457247.34849007,6063327.9664871670303
1655769600,2022-06-21 00:00:00,SAND/USDT,0.86813,0.96633,0.85154,0.91236,4689339.14005079,4303978.4215058973755
1655683200,2022-06-20 00:00:00,SAND/USDT,0.8544,0.88951,0.8078,0.86841,2441954.37864862,2088244.0200097710227
1655596800,2022-06-19 00:00:00,SAND/USDT,0.79742,0.86538,0.761,0.85459,2713675.09568025,2203050.7490472333906
1655510400,2022-06-18 00:00:00,SAND/USDT,0.85807,0.87001,0.733,0.79794,4317926.15159249,3456163.176359704809
1655424000,2022-06-17 00:00:00,SAND/USDT,0.83563,0.8916,0.82428,0.85929,1966333.2403092,1688066.8448936798431
1655337600,2022-06-16 00:00:00,SAND/USDT,0.96161,0.97906,0.81727,0.83538,3705202.55047289,3279469.825025164869
1655251200,2022-06-15 00:00:00,SAND/USDT,0.88382,0.96848,0.7881,0.96138,6661885.7714365,5711521.4049941291753
1655164800,2022-06-14 00:00:00,SAND/USDT,0.85624,0.96222,0.77722,0.88343,8852098.13403689,7843603.8778281760733
1655078400,2022-06-13 00:00:00,SAND/USDT,0.9446,0.95814,0.7851,0.85738,6625290.46602175,5669113.4995750211829
1654992000,2022-06-12 00:00:00,SAND/USDT,1.07614,1.08505,0.94241,0.94452,3653947.8259337,3677049.0377983712126
1654905600,2022-06-11 00:00:00,SAND/USDT,1.19712,1.21555,1.0517,1.07612,3424998.95564245,3787589.0323684033773
1654819200,2022-06-10 00:00:00,SAND/USDT,1.28913,1.29961,1.18619,1.19684,2879176.44915089,3555498.1938747499912
1654732800,2022-06-09 00:00:00,SAND/USDT,1.29088,1.32448,1.27904,1.28922,1266436.69891459,1648555.0710737499276
1654646400,2022-06-08 00:00:00,SAND/USDT,1.31139,1.3347,1.27701,1.28942,1330229.59523898,1734138.9006202839043
1654560000,2022-06-07 00:00:00,SAND/USDT,1.34814,1.34892,1.25736,1.31191,4162954.33256763,5380950.6917791040823
1654473600,2022-06-06 00:00:00,SAND/USDT,1.29761,1.3997,1.28959,1.34773,2756122.43604083,3718139.9528421621437
1654387200,2022-06-05 00:00:00,SAND/USDT,1.29758,1.3115,1.26883,1.29915,1526120.37681891,1968833.3718600409603
1654300800,2022-06-04 00:00:00,SAND/USDT,1.29388,1.309,1.25203,1.2963,2190716.80138382,2808815.4302070252476
1654214400,2022-06-03 00:00:00,SAND/USDT,1.36827,1.37063,1.26612,1.29388,2952506.59948141,3858061.6895729731963
1654128000,2022-06-02 00:00:00,SAND/USDT,1.32431,1.37452,1.29646,1.36903,3012769.16848113,4001125.6000372983589
1654041600,2022-06-01 00:00:00,SAND/USDT,1.45297,1.46031,1.28117,1.32423,4645374.03394314,6388452.9150162075427
1653955200,2022-05-31 00:00:00,SAND/USDT,1.43818,1.52492,1.37775,1.4505,4391292.23682357,6379427.3099221465123
1653868800,2022-05-30 00:00:00,SAND/USDT,1.31169,1.46917,1.29625,1.43673,3549819.02996247,4916947.6292710096953
1653782400,2022-05-29 00:00:00,SAND/USDT,1.30156,1.31504,1.25523,1.312,2355398.62821024,3027133.9380690346601
1653696000,2022-05-28 00:00:00,SAND/USDT,1.29103,1.3314,1.26621,1.30157,3069313.78284216,3992425.6953843537522
1653609600,2022-05-27 00:00:00,SAND/USDT,1.36172,1.38352,1.25275,1.29046,6073586.6305883,7943663.6032345206379
1653523200,2022-05-26 00:00:00,SAND/USDT,1.38791,1.51885,1.24995,1.36244,14051044.28795809,19525157.4378229620271
1653436800,2022-05-25 00:00:00,SAND/USDT,1.3103,1.4224,1.23473,1.38836,6659304.84606893,8823101.4294490025436
1653350400,2022-05-24 00:00:00,SAND/USDT,1.2969,1.33,1.2165,1.30986,3319762.37801658,4270350.5699799751812
1653264000,2022-05-23 00:00:00,SAND/USDT,1.37799,1.46166,1.27006,1.29718,4554036.99655556,6334486.9136287652819
1653177600,2022-05-22 00:00:00,SAND/USDT,1.32486,1.4,1.31281,1.37874,3829219.9717216,5190744.8986083555856
1653091200,2022-05-21 00:00:00,SAND/USDT,1.2724,1.34488,1.24243,1.32492,5350167.66744991,6919371.3910983232114
1653004800,2022-05-20 00:00:00,SAND/USDT,1.29773,1.38491,1.21492,1.27171,6197538.71673348,8068670.5160352651972
1652918400,2022-05-19 00:00:00,SAND/USDT,1.19409,1.34927,1.13907,1.29752,5967176.31837216,7370811.3290932428457
1652832000,2022-05-18 00:00:00,SAND/USDT,1.37105,1.39449,1.18272,1.19185,3301207.89030771,4192130.8635844943565
1652745600,2022-05-17 00:00:00,SAND/USDT,1.31647,1.40587,1.28652,1.37379,1991162.94233586,2690743.6706779389216
1652659200,2022-05-16 00:00:00,SAND/USDT,1.45774,1.45837,1.27918,1.317,2707040.45015302,3608734.3938220690839
1652572800,2022-05-15 00:00:00,SAND/USDT,1.43398,1.46375,1.30896,1.45767,3695920.39367601,5074763.8466423321323
1652486400,2022-05-14 00:00:00,SAND/USDT,1.27179,1.53816,1.1946,1.43075,6745380.27344562,9160611.4317005483121
1652400000,2022-05-13 00:00:00,SAND/USDT,1.11389,1.52769,1.10348,1.27267,14489427.91484289,19866747.9989114089439
1652313600,2022-05-12 00:00:00,SAND/USDT,1.32221,1.41011,0.88131,1.11255,7753924.2692006,8900335.681265514109
1652227200,2022-05-11 00:00:00,SAND/USDT,1.72815,1.79511,1.05,1.32031,13760469.07292579,19637890.3034315113077
1652140800,2022-05-10 00:00:00,SAND/USDT,1.69238,1.93225,1.6306,1.72884,5583358.55570271,9955272.8581889738995
1652054400,2022-05-09 00:00:00,SAND/USDT,2.00302,2.04015,1.6839,1.69449,4476348.66877929,8171846.3104337983758
1651968000,2022-05-08 00:00:00,SAND/USDT,1.94274,2.05369,1.88341,2.0016,3220007.90330313,6378882.2437454534955
1651881600,2022-05-07 00:00:00,SAND/USDT,2.05584,2.06978,1.87452,1.94203,2513802.21240712,4995608.9826743072942
1651795200,2022-05-06 00:00:00,SAND/USDT,2.12398,2.1449,1.98349,2.05611,1982398.16583415,4081957.6802089341795
1651708800,2022-05-05 00:00:00,SAND/USDT,2.4374,2.45867,2.05513,2.125,3092054.59923892,6924839.032760522199
1651622400,2022-05-04 00:00:00,SAND/USDT,2.13136,2.46153,2.11664,2.43614,3097946.1513285,7005793.7799962968397
1651536000,2022-05-03 00:00:00,SAND/USDT,2.11364,2.30594,2.08288,2.13069,3040813.18765569,6591371.9800492509255
1651449600,2022-05-02 00:00:00,SAND/USDT,2.14314,2.18735,2.01253,2.1123,2542254.61392644,5333122.3619163421474
1651363200,2022-05-01 00:00:00,SAND/USDT,1.96384,2.20135,1.92163,2.14541,2785063.85021008,5716421.2632002875662
1651276800,2022-04-30 00:00:00,SAND/USDT,2.3024,2.34434,1.83209,1.96506,2900594.71908041,6076976.6013831539741
1651190400,2022-04-29 00:00:00,SAND/USDT,2.50466,2.52011,2.22553,2.30309,1939427.25875597,4591630.6049657897697
1651104000,2022-04-28 00:00:00,SAND/USDT,2.53034,2.575,2.45745,2.50372,1724456.18690954,4351528.9074147412276
1651017600,2022-04-27 00:00:00,SAND/USDT,2.47819,2.57566,2.43673,2.53171,1247785.02341111,3140980.8897781486183
1650931200,2022-04-26 00:00:00,SAND/USDT,2.71779,2.75328,2.42744,2.47802,1925080.43257256,5017751.8519060107915
1650844800,2022-04-25 00:00:00,SAND/USDT,2.76928,2.77596,2.56338,2.71673,2697710.05139169,7177089.2287880566698
1650758400,2022-04-24 00:00:00,SAND/USDT,2.69264,2.83649,2.65638,2.76902,1343585.79997735,3664732.6927211232828
1650672000,2022-04-23 00:00:00,SAND/USDT,2.74431,2.76599,2.66953,2.69151,963994.91720969,2620420.4887671038709
1650585600,2022-04-22 00:00:00,SAND/USDT,2.75811,2.81481,2.70749,2.74493,1191568.97195983,3289683.1558659210331
1650499200,2022-04-21 00:00:00,SAND/USDT,2.86174,2.94833,2.68999,2.75862,1554968.50123466,4434600.8724775996298
1650412800,2022-04-20 00:00:00,SAND/USDT,2.92365,3.0952,2.80543,2.86048,2601154.42549903,7687311.6292409217952
1650326400,2022-04-19 00:00:00,SAND/USDT,2.74468,3.02732,2.716,2.92385,2471172.62144721,7187900.8622568123256
1650240000,2022-04-18 00:00:00,SAND/USDT,2.678,2.7775,2.53591,2.74516,1512674.08831859,4003746.8809115949186
1650153600,2022-04-17 00:00:00,SAND/USDT,2.81884,2.82111,2.65367,2.67798,835915.24860589,2301775.6032433595949
1650067200,2022-04-16 00:00:00,SAND/USDT,2.80425,2.9148,2.769,2.818,637758.95228661,1803325.9904851678832
1649980800,2022-04-15 00:00:00,SAND/USDT,2.77962,2.82292,2.74542,2.80459,449562.45461635,1254092.4206513706554
1649894400,2022-04-14 00:00:00,SAND/USDT,2.86931,2.91849,2.70767,2.78055,1380627.32529521,3878146.3057765507865
1649808000,2022-04-13 00:00:00,SAND/USDT,2.78032,2.88856,2.74213,2.86907,1014103.8783576,2857726.5661959237699
1649721600,2022-04-12 00:00:00,SAND/USDT,2.67522,2.83119,2.66112,2.7797,1976345.98823046,5452360.3752126142565
1649635200,2022-04-11 00:00:00,SAND/USDT,2.88116,2.90723,2.64,2.675,2383067.81350316,6560855.4354906157254
1649548800,2022-04-10 00:00:00,SAND/USDT,3.00584,3.02929,2.86226,2.88139,962536.5674055,2847589.232504741607
1649462400,2022-04-09 00:00:00,SAND/USDT,2.89871,3.00967,2.89352,3.0038,906418.8056746,2680458.94554912831
1649376000,2022-04-08 00:00:00,SAND/USDT,3.07501,3.11773,2.865,2.89919,1812116.29076623,5450220.6042089289402
1649289600,2022-04-07 00:00:00,SAND/USDT,2.95716,3.09926,2.8925,3.0769,1804950.51906095,5466548.6949502865136
1649203200,2022-04-06 00:00:00,SAND/USDT,3.33496,3.33552,2.95,2.95909,3306211.99696666,10285807.0057796029951
1649116800,2022-04-05 00:00:00,SAND/USDT,3.46574,3.49331,3.3194,3.33555,2443693.65598327,8379908.8691705386347
1649030400,2022-04-04 00:00:00,SAND/USDT,3.54064,3.56428,3.31152,3.46675,3114069.59452233,10778974.1542662261844
1648944000,2022-04-03 00:00:00,SAND/USDT,3.45756,3.59729,3.38,3.54059,2573172.13101916,9011017.9936302092347
1648857600,2022-04-02 00:00:00,SAND/USDT,3.50843,3.68292,3.41635,3.45668,3544482.70514843,12683525.166599446341
1648771200,2022-04-01 00:00:00,SAND/USDT,3.38861,3.55426,3.23144,3.51027,3471816.33176441,11876698.2997706177039
1648684800,2022-03-31 00:00:00,SAND/USDT,3.52575,3.8568,3.32233,3.38724,5735729.48513645,20654241.4124583571349
1648598400,2022-03-30 00:00:00,SAND/USDT,3.50772,3.60764,3.36,3.52441,2790757.92695946,9756613.3064389854201
1648512000,2022-03-29 00:00:00,SAND/USDT,3.46131,3.6488,3.41615,3.50884,2293180.38397354,8123993.1093765408273
1648425600,2022-03-28 00:00:00,SAND/USDT,3.57434,3.68689,3.39999,3.46433,3444998.34364725,12368818.1361750543604
1648339200,2022-03-27 00:00:00,SAND/USDT,3.39868,3.59,3.31262,3.57504,2196133.03378359,7569594.1223667857353
1648252800,2022-03-26 00:00:00,SAND/USDT,3.37226,3.41376,3.31247,3.39835,1014527.33797908,3421721.7356793124214
1648166400,2022-03-25 00:00:00,SAND/USDT,3.4776,3.59,3.33694,3.36732,3475981.21780397,11966649.0095308906904
1648080000,2022-03-24 00:00:00,SAND/USDT,3.29982,3.53199,3.2825,3.47312,3760896.17594858,12818640.4963912090046
1647993600,2022-03-23 00:00:00,SAND/USDT,3.11768,3.34261,3.065,3.30104,2995228.20245419,9632369.0587920379754
1647907200,2022-03-22 00:00:00,SAND/USDT,3.07507,3.20316,3.0516,3.11758,1502578.00012207,4725199.0484514445128
1647820800,2022-03-21 00:00:00,SAND/USDT,3.08645,3.13202,2.99403,3.07653,2008088.11699821,6177996.2348625861159
1647734400,2022-03-20 00:00:00,SAND/USDT,3.23063,3.23826,3.04006,3.08636,1720964.87290221,5378923.2302586919367
1647648000,2022-03-19 00:00:00,SAND/USDT,3.21093,3.29815,3.12415,3.23194,2490303.69254384,7983532.6014601017412
1647561600,2022-03-18 00:00:00,SAND/USDT,3.20636,3.24353,3.0174,3.21085,3264516.73924958,10219823.3461027872675
1647475200,2022-03-17 00:00:00,SAND/USDT,3.25976,3.36,3.13155,3.20087,4217949.9735246,13596719.570807741244
1647388800,2022-03-16 00:00:00,SAND/USDT,2.73323,3.26069,2.68875,3.26069,6185001.70300357,18371028.8004123798097
1647302400,2022-03-15 00:00:00,SAND/USDT,2.75038,2.77139,2.668,2.73363,1272477.46076015,3465648.7453029985216
1647216000,2022-03-14 00:00:00,SAND/USDT,2.71303,2.77928,2.66733,2.7504,1286054.02130267,3503096.0396660493298
1647129600,2022-03-13 00:00:00,SAND/USDT,2.7787,2.9392,2.68414,2.7131,1913820.20060419,5411233.2859095280712
1647043200,2022-03-12 00:00:00,SAND/USDT,2.77373,2.82831,2.7718,2.77911,802285.70414037,2245790.5648106630825
1646956800,2022-03-11 00:00:00,SAND/USDT,2.82653,2.86431,2.7413,2.77477,1619922.89317165,4526229.5587747957917
1646870400,2022-03-10 00:00:00,SAND/USDT,2.96288,2.98767,2.75838,2.82723,1737018.62270755,4923252.1055969142497
1646784000,2022-03-09 00:00:00,SAND/USDT,2.82696,3.01496,2.81468,2.96252,2414522.64914356,7094116.1695454729805
1646697600,2022-03-08 00:00:00,SAND/USDT,2.77165,2.89914,2.75382,2.82585,2594467.03108636,7346939.7934846050732
1646611200,2022-03-07 00:00:00,SAND/USDT,2.84213,2.9422,2.70459,2.77139,2682688.62064803,7569466.9481610664869
1646524800,2022-03-06 00:00:00,SAND/USDT,3.00742,3.05979,2.82697,2.84247,2072405.09283707,6088120.9330501847359
1646438400,2022-03-05 00:00:00,SAND/USDT,2.91737,3.045,2.85657,3.00814,2447466.04848383,7280396.8657168267367
1646352000,2022-03-04 00:00:00,SAND/USDT,3.14256,3.1519,2.85836,2.91737,2698958.57445122,8088515.172428639979
1646265600,2022-03-03 00:00:00,SAND/USDT,3.27766,3.29636,3.04029,3.14339,3110530.11065058,9852126.8370593603323
1646179200,2022-03-02 00:00:00,SAND/USDT,3.36909,3.4296,3.2,3.27791,6181311.54000821,20456730.4774052832186
1646092800,2022-03-01 00:00:00,SAND/USDT,3.21175,3.38604,3.08439,3.36853,6238257.98750263,20227508.3936180431926
1646006400,2022-02-28 00:00:00,SAND/USDT,2.89783,3.22101,2.82758,3.21316,4752621.0887748,14374524.798619584764
1645920000,2022-02-27 00:00:00,SAND/USDT,3.09976,3.13925,2.85003,2.89725,4015003.6706505,11991635.1348140488571
1645833600,2022-02-26 00:00:00,SAND/USDT,3.16929,3.28003,3.0528,3.09884,3952528.68211577,12426765.2860040398316
1645747200,2022-02-25 00:00:00,SAND/USDT,3.02413,3.20574,2.90205,3.16979,5384242.56028922,16485647.4523629455553
1645660800,2022-02-24 00:00:00,SAND/USDT,2.98866,3.11458,2.62943,3.02601,8784881.3595904,24891328.8185639071956
1645574400,2022-02-23 00:00:00,SAND/USDT,3.17135,3.29896,2.97475,2.98639,5386046.66471568,17002657.3655032157662
1645488000,2022-02-22 00:00:00,SAND/USDT,2.90134,3.18611,2.81742,3.17413,4538598.8309661,13747867.6917908768966
1645401600,2022-02-21 00:00:00,SAND/USDT,3.19653,3.41781,2.877,2.90282,5335487.1103431,16958122.9397453286207
1645315200,2022-02-20 00:00:00,SAND/USDT,3.50041,3.5014,3.15284,3.19729,3350724.5269941,10921547.2415269366784
1645228800,2022-02-19 00:00:00,SAND/USDT,3.60013,3.64884,3.4003,3.50015,2397184.46613569,8429104.8423627608465
1645142400,2022-02-18 00:00:00,SAND/USDT,3.74067,3.84299,3.56,3.60439,3544138.46308852,13044525.5583543594881
1645056000,2022-02-17 00:00:00,SAND/USDT,4.17619,4.25029,3.6888,3.73791,4987798.67208513,19666114.7286095893938
1644969600,2022-02-16 00:00:00,SAND/USDT,4.41972,4.45429,4.055,4.17203,3601048.08314822,15231850.4638089799647
1644883200,2022-02-15 00:00:00,SAND/USDT,4.01932,4.42477,3.99119,4.42118,3952041.35947159,16668000.0408081962045
1644796800,2022-02-14 00:00:00,SAND/USDT,4.05973,4.09361,3.85197,4.01651,4760476.52852263,18871175.6954364931325
1644710400,2022-02-13 00:00:00,SAND/USDT,4.2161,4.33057,3.94665,4.05991,2623689.75167759,10929321.265866999948
