https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume DVPN,Volume USDT
1663459200,2022-09-18 00:00:00,DVPN/USDT,0.000789,0.000792,0.000776,0.000777,6578832.1986,5152.4201982606
1663372800,2022-09-17 00:00:00,DVPN/USDT,0.000751,0.000803,0.000723,0.000789,140982037.6987,108574.1962607465
1663286400,2022-09-16 00:00:00,DVPN/USDT,0.000737,0.00076,0.000729,0.000751,103471556.2256,76868.5931452929
1663200000,2022-09-15 00:00:00,DVPN/USDT,0.000728,0.000752,0.000715,0.000737,136773295.0825,99714.7706416979
1663113600,2022-09-14 00:00:00,DVPN/USDT,0.000779,0.000789,0.000699,0.000729,145454169.2803,109232.9689052783
1663027200,2022-09-13 00:00:00,DVPN/USDT,0.000822,0.000828,0.000775,0.000778,98167187.2207,79234.0900024561
1662940800,2022-09-12 00:00:00,DVPN/USDT,0.000823,0.000836,0.000818,0.000822,85322470.1185,70497.6008810716
1662854400,2022-09-11 00:00:00,DVPN/USDT,0.000837,0.000847,0.00082,0.000823,90944984.5869,75766.6514390075
1662768000,2022-09-10 00:00:00,DVPN/USDT,0.000853,0.00086,0.00083,0.000838,73214424.8828,61579.3035026162
1662681600,2022-09-09 00:00:00,DVPN/USDT,0.000809,0.000871,0.000807,0.000853,93890263.7411,78992.1240169557
1662595200,2022-09-08 00:00:00,DVPN/USDT,0.00078,0.000814,0.000779,0.00081,80416888.1281,63811.5485108945
1662508800,2022-09-07 00:00:00,DVPN/USDT,0.000759,0.000782,0.000755,0.00078,91068108.5248,69299.5402212067
1662422400,2022-09-06 00:00:00,DVPN/USDT,0.000778,0.00079,0.000753,0.000759,110282921.9176,85140.3567123915
1662336000,2022-09-05 00:00:00,DVPN/USDT,0.000778,0.000795,0.000769,0.000778,93287113.8882,72671.5969772613
1662249600,2022-09-04 00:00:00,DVPN/USDT,0.000778,0.000814,0.000776,0.000779,98186101.0097,77141.6382577431
1662163200,2022-09-03 00:00:00,DVPN/USDT,0.00078,0.000816,0.000757,0.000779,121417959.5772,94037.8759925694
1662076800,2022-09-02 00:00:00,DVPN/USDT,0.000768,0.000786,0.000765,0.00078,5658222.2654,4396.9590648978
1661990400,2022-09-01 00:00:00,DVPN/USDT,0.000775,0.00078,0.000733,0.000768,13773307.2267,10394.171906833
1661904000,2022-08-31 00:00:00,DVPN/USDT,0.000828,0.000831,0.000775,0.000775,6124272.70491863,4876.39348390019246
1661817600,2022-08-30 00:00:00,DVPN/USDT,0.00084,0.000843,0.000809,0.000824,8085248.03002725,6648.65260165948416
1661731200,2022-08-29 00:00:00,DVPN/USDT,0.000852,0.000863,0.000832,0.00084,7131731.6803136,6024.55426653396002
1661644800,2022-08-28 00:00:00,DVPN/USDT,0.000864,0.000896,0.000848,0.000848,10801626.03418537,9416.67949939444411
1661558400,2022-08-27 00:00:00,DVPN/USDT,0.000857,0.000879,0.000827,0.000864,11825509.83661537,10076.89768961997229
1661472000,2022-08-26 00:00:00,DVPN/USDT,0.000889,0.000899,0.000857,0.000857,7120539.15214068,6225.74176036655939
1661385600,2022-08-25 00:00:00,DVPN/USDT,0.000913,0.000916,0.000891,0.000893,5011652.79172049,4547.30123309902696
1661299200,2022-08-24 00:00:00,DVPN/USDT,0.000913,0.000916,0.000884,0.000916,9377043.06481035,8427.5767159522806
1661212800,2022-08-23 00:00:00,DVPN/USDT,0.000877,0.000917,0.000877,0.000917,8368927.05612082,7526.55627216159194
1661126400,2022-08-22 00:00:00,DVPN/USDT,0.00088,0.000891,0.000818,0.000877,22053639.63433019,18831.88330937889031
1661040000,2022-08-21 00:00:00,DVPN/USDT,0.000871,0.000888,0.000866,0.000885,4649910.22033593,4084.07500937346719
1660953600,2022-08-20 00:00:00,DVPN/USDT,0.00091,0.000911,0.000861,0.000871,10376931.72021572,9232.14803287256772
1660867200,2022-08-19 00:00:00,DVPN/USDT,0.000971,0.000971,0.000907,0.000909,27492552.57634382,25159.93026904647808
1660780800,2022-08-18 00:00:00,DVPN/USDT,0.00098,0.001034,0.000971,0.000971,20363067.48834657,20582.62375074013717
1660694400,2022-08-17 00:00:00,DVPN/USDT,0.000975,0.00099,0.000947,0.00098,48166963.85788819,46723.60668563765969
1660608000,2022-08-16 00:00:00,DVPN/USDT,0.001,0.001001,0.000968,0.000975,133473218.37667933,131504.99016724643178
1660521600,2022-08-15 00:00:00,DVPN/USDT,0.001022,0.001036,0.000999,0.001,175936826.44620678,178662.94645481125116
1660435200,2022-08-14 00:00:00,DVPN/USDT,0.001034,0.001061,0.001006,0.00102,267505336.3526833,277230.35864293018949
1660348800,2022-08-13 00:00:00,DVPN/USDT,0.000974,0.001047,0.000972,0.001033,290292515.7576653,294146.32190137422008
1660262400,2022-08-12 00:00:00,DVPN/USDT,0.000964,0.000992,0.000963,0.000975,241689100.34107321,235325.73386142760868
1660176000,2022-08-11 00:00:00,DVPN/USDT,0.000934,0.000995,0.000931,0.000964,257573840.2291057,246297.41142481587289
1660089600,2022-08-10 00:00:00,DVPN/USDT,0.000916,0.000954,0.000879,0.000935,290651279.6248327,264355.04653060827649
1660003200,2022-08-09 00:00:00,DVPN/USDT,0.000936,0.000954,0.0009,0.000916,226822619.10288612,210206.85704598275955
1659916800,2022-08-08 00:00:00,DVPN/USDT,0.000895,0.000996,0.000888,0.000936,251283123.11277679,230690.87189646251943
1659830400,2022-08-07 00:00:00,DVPN/USDT,0.000871,0.000901,0.000859,0.000895,270865307.64912131,238144.26289013597671
1659744000,2022-08-06 00:00:00,DVPN/USDT,0.000863,0.000923,0.000852,0.000872,227796309.25928771,199878.6851387665817
1659657600,2022-08-05 00:00:00,DVPN/USDT,0.00085,0.000891,0.00085,0.000868,15217464.76202253,13244.18599661441793
1659571200,2022-08-04 00:00:00,DVPN/USDT,0.000858,0.000865,0.000838,0.00085,6263284.47255238,5332.30028357001756
1659484800,2022-08-03 00:00:00,DVPN/USDT,0.000852,0.000858,0.00079,0.000854,17698548.60457687,14605.38824371685011
1659398400,2022-08-02 00:00:00,DVPN/USDT,0.000867,0.000872,0.000809,0.000853,32592025.25321366,27648.07468038027828
1659312000,2022-08-01 00:00:00,DVPN/USDT,0.000873,0.000879,0.000858,0.000867,5666329.35635854,4914.92173199798268
1659225600,2022-07-31 00:00:00,DVPN/USDT,0.000923,0.00093,0.000872,0.000872,10263833.92202399,9205.89851104989289
1659139200,2022-07-30 00:00:00,DVPN/USDT,0.001012,0.001012,0.000923,0.000926,26137629.45841734,25523.70497475775366
1659052800,2022-07-29 00:00:00,DVPN/USDT,0.000975,0.001022,0.000957,0.001007,26395526.23225278,25956.12314566121202
