https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume COMP,Volume EUR
1663167600,2022-09-14 15:00:00,COMP/EUR,55.01,55.01,54.34,54.34,4.91444000,267.0506696
1663164000,2022-09-14 14:00:00,COMP/EUR,53.96,53.96,53.96,53.96,0.00000000,0.0
1663160400,2022-09-14 13:00:00,COMP/EUR,54.72,54.72,53.96,53.96,4.40567000,237.72995319999998
1663156800,2022-09-14 12:00:00,COMP/EUR,53.82,53.82,53.82,53.82,0.40384615,21.734999793
1663153200,2022-09-14 11:00:00,COMP/EUR,52.85,52.90,52.54,52.54,6.83513193,359.1178316022
1663149600,2022-09-14 10:00:00,COMP/EUR,52.98,53.09,52.98,53.09,2.89528301,153.7105750009
1663146000,2022-09-14 09:00:00,COMP/EUR,52.98,52.98,52.98,52.98,0.00000000,0.0
1663142400,2022-09-14 08:00:00,COMP/EUR,52.28,52.98,52.28,52.98,5.18694351,274.80426715979996
1663138800,2022-09-14 07:00:00,COMP/EUR,52.96,52.96,52.00,52.00,3.17631339,165.16829628
1663135200,2022-09-14 06:00:00,COMP/EUR,52.59,52.59,52.59,52.59,0.00000000,0.0
1663131600,2022-09-14 05:00:00,COMP/EUR,52.59,52.59,52.59,52.59,2.61004371,137.2621987089
1663128000,2022-09-14 04:00:00,COMP/EUR,53.26,53.26,53.26,53.26,0.00000000,0.0
1663124400,2022-09-14 03:00:00,COMP/EUR,53.26,53.26,53.26,53.26,0.00000000,0.0
1663120800,2022-09-14 02:00:00,COMP/EUR,53.32,53.35,53.25,53.26,5.21389502,277.69204876519996
1663117200,2022-09-14 01:00:00,COMP/EUR,54.00,54.00,54.00,54.00,0.00000000,0.0
1663113600,2022-09-14 00:00:00,COMP/EUR,54.00,54.00,54.00,54.00,0.38888888,20.99999952
1663110000,2022-09-13 23:00:00,COMP/EUR,54.47,54.47,54.47,54.47,0.57692087,31.4248797889
1663106400,2022-09-13 22:00:00,COMP/EUR,55.89,55.89,55.89,55.89,0.00000000,0.0
1663102800,2022-09-13 21:00:00,COMP/EUR,55.89,55.89,55.89,55.89,0.00000000,0.0
1663099200,2022-09-13 20:00:00,COMP/EUR,55.42,55.89,55.42,55.89,0.63834183,35.6769248787
1663095600,2022-09-13 19:00:00,COMP/EUR,53.82,53.82,53.82,53.82,0.00000000,0.0
1663092000,2022-09-13 18:00:00,COMP/EUR,53.82,54.15,53.82,53.82,1.89884826,102.1960133532
1663088400,2022-09-13 17:00:00,COMP/EUR,52.00,52.00,52.00,52.00,2.17969882,113.34433864
1663084800,2022-09-13 16:00:00,COMP/EUR,52.00,52.00,52.00,52.00,0.00000000,0.0
1663081200,2022-09-13 15:00:00,COMP/EUR,52.00,52.00,52.00,52.00,0.00000000,0.0
1663077600,2022-09-13 14:00:00,COMP/EUR,52.80,52.80,52.00,52.00,78.53087048,4083.60526496
1663074000,2022-09-13 13:00:00,COMP/EUR,54.00,54.00,54.00,54.00,0.00000000,0.0
1663070400,2022-09-13 12:00:00,COMP/EUR,54.19,54.19,54.00,54.00,16.89986888,912.59291952
1663066800,2022-09-13 11:00:00,COMP/EUR,55.14,55.14,55.14,55.14,0.00000000,0.0
1663063200,2022-09-13 10:00:00,COMP/EUR,55.14,55.14,55.14,55.14,0.90000000,49.626000000000005
1663059600,2022-09-13 09:00:00,COMP/EUR,55.82,55.82,55.73,55.73,69.62340000,3880.112082
1663056000,2022-09-13 08:00:00,COMP/EUR,55.89,55.89,55.89,55.89,0.00000000,0.0
1663052400,2022-09-13 07:00:00,COMP/EUR,55.89,55.89,55.89,55.89,0.38888888,21.7349995032
1663048800,2022-09-13 06:00:00,COMP/EUR,54.01,54.01,54.01,54.01,0.00000000,0.0
1663045200,2022-09-13 05:00:00,COMP/EUR,54.01,54.01,54.01,54.01,0.00000000,0.0
1663041600,2022-09-13 04:00:00,COMP/EUR,54.01,54.01,54.01,54.01,0.00000000,0.0
1663038000,2022-09-13 03:00:00,COMP/EUR,54.01,54.01,54.01,54.01,0.00000000,0.0
1663034400,2022-09-13 02:00:00,COMP/EUR,54.01,54.01,54.01,54.01,0.00000000,0.0
1663030800,2022-09-13 01:00:00,COMP/EUR,54.01,54.01,54.01,54.01,0.00000000,0.0
1663027200,2022-09-13 00:00:00,COMP/EUR,54.01,54.01,54.01,54.01,0.00000000,0.0
1663023600,2022-09-12 23:00:00,COMP/EUR,54.01,54.01,54.01,54.01,0.52099082,28.138714188199998
1663020000,2022-09-12 22:00:00,COMP/EUR,53.68,53.68,53.68,53.68,0.00000000,0.0
1663016400,2022-09-12 21:00:00,COMP/EUR,53.68,53.68,53.68,53.68,0.00000000,0.0
1663012800,2022-09-12 20:00:00,COMP/EUR,53.68,53.68,53.68,53.68,0.00000000,0.0
1663009200,2022-09-12 19:00:00,COMP/EUR,53.68,53.68,53.68,53.68,0.00000000,0.0
1663005600,2022-09-12 18:00:00,COMP/EUR,53.68,53.68,53.68,53.68,8.35539406,448.5175531408
1663002000,2022-09-12 17:00:00,COMP/EUR,53.68,53.68,53.68,53.68,1.84460593,99.0184463224
1662998400,2022-09-12 16:00:00,COMP/EUR,52.68,52.68,52.68,52.68,0.50778875,26.75031135
1662994800,2022-09-12 15:00:00,COMP/EUR,54.61,54.61,54.61,54.61,0.00000000,0.0
1662991200,2022-09-12 14:00:00,COMP/EUR,54.61,54.61,54.61,54.61,0.00000000,0.0
1662987600,2022-09-12 13:00:00,COMP/EUR,54.61,54.61,54.61,54.61,0.00000000,0.0
1662984000,2022-09-12 12:00:00,COMP/EUR,54.61,54.61,54.61,54.61,0.00000000,0.0
1662980400,2022-09-12 11:00:00,COMP/EUR,54.61,54.61,54.61,54.61,11.01053646,601.2853960806001
1662976800,2022-09-12 10:00:00,COMP/EUR,54.61,54.61,54.61,54.61,0.00000000,0.0
1662973200,2022-09-12 09:00:00,COMP/EUR,54.61,54.61,54.61,54.61,0.00000000,0.0
1662969600,2022-09-12 08:00:00,COMP/EUR,54.30,54.61,54.28,54.61,151.40932922,8268.4634687042
1662966000,2022-09-12 07:00:00,COMP/EUR,54.31,54.31,54.00,54.00,1.53015888,82.62857952
1662962400,2022-09-12 06:00:00,COMP/EUR,54.60,54.60,54.60,54.60,0.00000000,0.0
1662958800,2022-09-12 05:00:00,COMP/EUR,54.60,54.60,54.60,54.60,0.00000000,0.0
1662955200,2022-09-12 04:00:00,COMP/EUR,54.60,54.60,54.60,54.60,1.14348936,62.434519056
1662951600,2022-09-12 03:00:00,COMP/EUR,55.89,55.89,55.89,55.89,0.00000000,0.0
1662948000,2022-09-12 02:00:00,COMP/EUR,55.89,55.89,55.89,55.89,0.00000000,0.0
1662944400,2022-09-12 01:00:00,COMP/EUR,54.00,55.89,54.00,55.89,0.77777776,43.4699990064
1662940800,2022-09-12 00:00:00,COMP/EUR,55.55,55.55,55.55,55.55,0.00000000,0.0
1662937200,2022-09-11 23:00:00,COMP/EUR,55.55,55.55,55.55,55.55,0.00000000,0.0
1662933600,2022-09-11 22:00:00,COMP/EUR,55.55,55.55,55.55,55.55,0.00000000,0.0
1662930000,2022-09-11 21:00:00,COMP/EUR,55.55,55.55,55.55,55.55,5.05149657,280.6106344635
1662926400,2022-09-11 20:00:00,COMP/EUR,55.37,55.51,55.30,55.51,1.89506000,105.1947806
1662922800,2022-09-11 19:00:00,COMP/EUR,56.44,56.44,56.44,56.44,0.00000000,0.0
1662919200,2022-09-11 18:00:00,COMP/EUR,56.44,56.44,56.44,56.44,1.39506000,78.7371864
1662915600,2022-09-11 17:00:00,COMP/EUR,56.70,56.70,56.70,56.70,0.64725875,36.699571125
1662912000,2022-09-11 16:00:00,COMP/EUR,56.23,56.23,56.23,56.23,3.09979810,174.30164716299998
1662908400,2022-09-11 15:00:00,COMP/EUR,55.63,55.63,55.63,55.63,0.00000000,0.0
1662904800,2022-09-11 14:00:00,COMP/EUR,55.63,55.63,55.63,55.63,9.83192038,546.9497307394
1662901200,2022-09-11 13:00:00,COMP/EUR,55.22,55.22,55.22,55.22,0.00000000,0.0
1662897600,2022-09-11 12:00:00,COMP/EUR,55.40,55.55,55.22,55.22,36.68365340,2025.6713407479997
1662894000,2022-09-11 11:00:00,COMP/EUR,55.52,55.52,55.52,55.52,0.00000000,0.0
1662890400,2022-09-11 10:00:00,COMP/EUR,55.52,55.52,55.52,55.52,0.00000000,0.0
1662886800,2022-09-11 09:00:00,COMP/EUR,55.52,55.52,55.52,55.52,0.00000000,0.0
1662883200,2022-09-11 08:00:00,COMP/EUR,55.64,55.64,55.52,55.52,2.15019432,119.37878864640003
1662879600,2022-09-11 07:00:00,COMP/EUR,54.57,56.42,54.57,56.42,99.72433589,5626.4470309138005
1662876000,2022-09-11 06:00:00,COMP/EUR,54.38,54.38,54.38,54.38,0.00000000,0.0
1662872400,2022-09-11 05:00:00,COMP/EUR,54.38,54.38,54.38,54.38,0.00000000,0.0
1662868800,2022-09-11 04:00:00,COMP/EUR,54.38,54.38,54.38,54.38,0.00000000,0.0
1662865200,2022-09-11 03:00:00,COMP/EUR,54.38,54.38,54.38,54.38,0.00000000,0.0
1662861600,2022-09-11 02:00:00,COMP/EUR,54.38,54.38,54.38,54.38,0.00000000,0.0
1662858000,2022-09-11 01:00:00,COMP/EUR,54.38,54.38,54.38,54.38,25.63591493,1394.0810538934
1662854400,2022-09-11 00:00:00,COMP/EUR,54.12,54.12,54.12,54.12,0.00000000,0.0
1662850800,2022-09-10 23:00:00,COMP/EUR,54.12,54.12,54.12,54.12,7.41530789,401.3164630068
1662847200,2022-09-10 22:00:00,COMP/EUR,52.62,52.62,52.62,52.62,0.00000000,0.0
1662843600,2022-09-10 21:00:00,COMP/EUR,52.62,52.62,52.62,52.62,0.00000000,0.0
1662840000,2022-09-10 20:00:00,COMP/EUR,52.62,52.62,52.62,52.62,0.00000000,0.0
1662836400,2022-09-10 19:00:00,COMP/EUR,52.62,52.62,52.62,52.62,0.00000000,0.0
1662832800,2022-09-10 18:00:00,COMP/EUR,52.62,52.62,52.62,52.62,0.00000000,0.0
1662829200,2022-09-10 17:00:00,COMP/EUR,52.62,52.62,52.62,52.62,0.00000000,0.0
1662825600,2022-09-10 16:00:00,COMP/EUR,52.62,52.62,52.62,52.62,0.97079844,51.0834139128
1662822000,2022-09-10 15:00:00,COMP/EUR,52.76,52.76,52.76,52.76,0.00000000,0.0
1662818400,2022-09-10 14:00:00,COMP/EUR,52.76,52.76,52.76,52.76,0.00000000,0.0
1662814800,2022-09-10 13:00:00,COMP/EUR,52.76,52.76,52.76,52.76,0.00000000,0.0
1662811200,2022-09-10 12:00:00,COMP/EUR,52.76,52.76,52.76,52.76,0.00000000,0.0
1662807600,2022-09-10 11:00:00,COMP/EUR,52.76,52.76,52.76,52.76,0.00000000,0.0
1662804000,2022-09-10 10:00:00,COMP/EUR,52.76,52.76,52.76,52.76,0.00000000,0.0
1662800400,2022-09-10 09:00:00,COMP/EUR,52.76,52.76,52.76,52.76,0.00000000,0.0
1662796800,2022-09-10 08:00:00,COMP/EUR,52.76,52.76,52.76,52.76,1.00000000,52.76
1662793200,2022-09-10 07:00:00,COMP/EUR,52.94,52.94,52.39,52.39,18.61880521,975.4392049519001
1662789600,2022-09-10 06:00:00,COMP/EUR,53.39,53.82,53.39,53.82,80.40384615,4327.334999793
1662786000,2022-09-10 05:00:00,COMP/EUR,53.21,53.21,53.21,53.21,0.00000000,0.0
1662782400,2022-09-10 04:00:00,COMP/EUR,53.21,53.21,53.21,53.21,0.00000000,0.0
1662778800,2022-09-10 03:00:00,COMP/EUR,53.21,53.21,53.21,53.21,0.29905601,15.9127702921
1662775200,2022-09-10 02:00:00,COMP/EUR,53.00,53.00,53.00,53.00,0.00000000,0.0
1662771600,2022-09-10 01:00:00,COMP/EUR,53.00,53.00,53.00,53.00,8.82924266,467.94986098000004
1662768000,2022-09-10 00:00:00,COMP/EUR,51.75,51.75,51.75,51.75,0.00000000,0.0
1662764400,2022-09-09 23:00:00,COMP/EUR,51.75,51.75,51.75,51.75,0.00000000,0.0
1662760800,2022-09-09 22:00:00,COMP/EUR,51.75,51.75,51.75,51.75,0.00000000,0.0
1662757200,2022-09-09 21:00:00,COMP/EUR,51.75,51.75,51.75,51.75,0.00000000,0.0
1662753600,2022-09-09 20:00:00,COMP/EUR,51.75,51.75,51.75,51.75,0.00000000,0.0
1662750000,2022-09-09 19:00:00,COMP/EUR,51.75,51.75,51.75,51.75,0.00000000,0.0
1662746400,2022-09-09 18:00:00,COMP/EUR,51.75,51.75,51.75,51.75,0.00000000,0.0
1662742800,2022-09-09 17:00:00,COMP/EUR,51.75,51.75,51.75,51.75,0.00000000,0.0
1662739200,2022-09-09 16:00:00,COMP/EUR,51.75,51.75,51.75,51.75,0.00000000,0.0
1662735600,2022-09-09 15:00:00,COMP/EUR,51.75,51.75,51.75,51.75,0.00000000,0.0
1662732000,2022-09-09 14:00:00,COMP/EUR,51.75,51.75,51.75,51.75,0.00000000,0.0
1662728400,2022-09-09 13:00:00,COMP/EUR,51.75,51.75,51.75,51.75,0.00000000,0.0
1662724800,2022-09-09 12:00:00,COMP/EUR,51.30,51.75,51.30,51.75,1.87132000,96.84081
1662721200,2022-09-09 11:00:00,COMP/EUR,50.47,50.47,50.47,50.47,0.00000000,0.0
1662717600,2022-09-09 10:00:00,COMP/EUR,50.47,50.47,50.47,50.47,0.00000000,0.0
1662714000,2022-09-09 09:00:00,COMP/EUR,50.47,50.47,50.47,50.47,1.54795522,78.1252999534
1662710400,2022-09-09 08:00:00,COMP/EUR,50.65,50.65,50.65,50.65,2.25109000,114.0177085
1662706800,2022-09-09 07:00:00,COMP/EUR,50.50,50.50,50.50,50.50,0.00000000,0.0
1662703200,2022-09-09 06:00:00,COMP/EUR,50.00,50.50,50.00,50.50,81.00000000,4090.5
1662699600,2022-09-09 05:00:00,COMP/EUR,48.48,48.48,48.48,48.48,0.00000000,0.0
1662696000,2022-09-09 04:00:00,COMP/EUR,48.48,48.48,48.48,48.48,0.00000000,0.0
1662692400,2022-09-09 03:00:00,COMP/EUR,48.48,48.48,48.48,48.48,0.00000000,0.0
1662688800,2022-09-09 02:00:00,COMP/EUR,48.48,48.48,48.48,48.48,0.00000000,0.0
1662685200,2022-09-09 01:00:00,COMP/EUR,48.48,48.48,48.48,48.48,0.00000000,0.0
1662681600,2022-09-09 00:00:00,COMP/EUR,48.48,48.48,48.48,48.48,0.00000000,0.0
1662678000,2022-09-08 23:00:00,COMP/EUR,48.48,48.48,48.48,48.48,0.00000000,0.0
1662674400,2022-09-08 22:00:00,COMP/EUR,48.67,48.67,48.48,48.48,4.70345000,228.023256
1662670800,2022-09-08 21:00:00,COMP/EUR,48.52,48.60,48.52,48.60,4.73107244,229.930120584
1662667200,2022-09-08 20:00:00,COMP/EUR,49.17,49.17,49.17,49.17,0.00000000,0.0
1662663600,2022-09-08 19:00:00,COMP/EUR,49.17,49.17,49.17,49.17,0.00000000,0.0
1662660000,2022-09-08 18:00:00,COMP/EUR,49.17,49.17,49.17,49.17,0.00000000,0.0
1662656400,2022-09-08 17:00:00,COMP/EUR,49.19,49.19,49.17,49.17,1.69009637,83.10203851290001
1662652800,2022-09-08 16:00:00,COMP/EUR,49.57,49.57,49.20,49.20,21.30182550,1048.0498146
1662649200,2022-09-08 15:00:00,COMP/EUR,49.75,49.75,49.75,49.75,0.00000000,0.0
1662645600,2022-09-08 14:00:00,COMP/EUR,49.75,49.75,49.74,49.75,139.67459265,6948.8109843375
1662642000,2022-09-08 13:00:00,COMP/EUR,49.00,49.00,49.00,49.00,0.00000000,0.0
1662638400,2022-09-08 12:00:00,COMP/EUR,49.00,49.00,49.00,49.00,2.89357000,141.78493
1662634800,2022-09-08 11:00:00,COMP/EUR,49.72,49.72,49.31,49.31,21.67281363,1068.6864400953
1662631200,2022-09-08 10:00:00,COMP/EUR,49.59,49.71,49.59,49.71,3.88230778,192.9895197438
1662627600,2022-09-08 09:00:00,COMP/EUR,49.41,49.42,49.32,49.39,9.14091877,451.4699780503
1662624000,2022-09-08 08:00:00,COMP/EUR,49.10,49.26,49.01,49.26,15.54106363,765.5527944137999
1662620400,2022-09-08 07:00:00,COMP/EUR,49.14,49.14,48.52,48.85,4.45384866,217.570507041
1662616800,2022-09-08 06:00:00,COMP/EUR,49.02,49.02,49.02,49.02,0.00000000,0.0
1662613200,2022-09-08 05:00:00,COMP/EUR,49.02,49.02,49.02,49.02,0.00000000,0.0
