https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume GO,Volume BTC
1663459200,2022-09-18 00:00:00,GO/BTC,0.0000004031,0.0000004069,0.0000003986,0.0000004014,11440.8061,0.00458996548011
1663455600,2022-09-17 23:00:00,GO/BTC,0.0000003982,0.0000003982,0.0000003982,0.0000003982,0,0
1663452000,2022-09-17 22:00:00,GO/BTC,0.0000003982,0.0000003982,0.0000003982,0.0000003982,803.232,0.0003198469824
1663448400,2022-09-17 21:00:00,GO/BTC,0.0000003985,0.0000003985,0.0000003985,0.0000003985,0,0
1663444800,2022-09-17 20:00:00,GO/BTC,0.0000003985,0.0000003985,0.0000003985,0.0000003985,0,0
1663441200,2022-09-17 19:00:00,GO/BTC,0.0000003985,0.0000003985,0.0000003985,0.0000003985,1778.0368,0.0007085476648
1663437600,2022-09-17 18:00:00,GO/BTC,0.0000003982,0.0000004031,0.0000003982,0.0000004014,27429.9556,0.01099331376873
1663434000,2022-09-17 17:00:00,GO/BTC,0.0000004022,0.0000004022,0.0000004022,0.0000004022,0,0
1663430400,2022-09-17 16:00:00,GO/BTC,0.0000003985,0.0000004031,0.0000003982,0.0000004022,28933.4055,0.01158994460499
1663426800,2022-09-17 15:00:00,GO/BTC,0.0000003989,0.0000004063,0.0000003989,0.0000004063,11034.0168,0.00448089490382
1663423200,2022-09-17 14:00:00,GO/BTC,0.0000003988,0.000000407,0.0000003981,0.000000407,29675.1518,0.01190056607401
1663419600,2022-09-17 13:00:00,GO/BTC,0.0000003981,0.0000003988,0.0000003981,0.0000003988,10665.0636,0.00425281456429
1663416000,2022-09-17 12:00:00,GO/BTC,0.0000003978,0.0000003988,0.0000003978,0.0000003988,1051.2907,0.00041896688351
1663412400,2022-09-17 11:00:00,GO/BTC,0.0000003925,0.0000003925,0.0000003925,0.0000003925,0,0
1663408800,2022-09-17 10:00:00,GO/BTC,0.0000003925,0.0000003925,0.0000003925,0.0000003925,1236.6419,0.00048538194575
1663405200,2022-09-17 09:00:00,GO/BTC,0.0000003925,0.0000003925,0.0000003925,0.0000003925,440.9939,0.00017309010575
1663401600,2022-09-17 08:00:00,GO/BTC,0.0000003917,0.0000003917,0.0000003917,0.0000003917,0,0
1663398000,2022-09-17 07:00:00,GO/BTC,0.000000397,0.000000397,0.0000003917,0.0000003917,14532.5279,0.00569784505223
1663394400,2022-09-17 06:00:00,GO/BTC,0.0000003955,0.0000003959,0.0000003943,0.0000003943,29271.7666,0.01157950584899
1663390800,2022-09-17 05:00:00,GO/BTC,0.0000003918,0.0000003918,0.0000003918,0.0000003918,118.113,0.0000462766734
1663387200,2022-09-17 04:00:00,GO/BTC,0.0000003942,0.0000003964,0.0000003918,0.0000003918,4149.905,0.00164295634066
1663383600,2022-09-17 03:00:00,GO/BTC,0.0000003942,0.0000003942,0.0000003895,0.0000003942,16511.27,0.00649008841951
1663380000,2022-09-17 02:00:00,GO/BTC,0.0000003942,0.0000003942,0.0000003942,0.0000003942,1066.7984,0.00042053192928
1663376400,2022-09-17 01:00:00,GO/BTC,0.0000003944,0.0000003944,0.0000003942,0.0000003942,570.2374,0.0002248499424
1663372800,2022-09-17 00:00:00,GO/BTC,0.0000003989,0.0000003989,0.0000003942,0.000000397,3509.6796,0.00139104287094
1663369200,2022-09-16 23:00:00,GO/BTC,0.0000003961,0.0000003989,0.0000003961,0.0000003989,13146.9053,0.00523867354017
1663365600,2022-09-16 22:00:00,GO/BTC,0.0000003963,0.0000003963,0.0000003923,0.0000003923,22558.359,0.00893660029479
1663362000,2022-09-16 21:00:00,GO/BTC,0.0000003918,0.000000395,0.0000003918,0.0000003918,3020.9896,0.00119049053856
1663358400,2022-09-16 20:00:00,GO/BTC,0.0000003918,0.0000003944,0.0000003852,0.0000003918,2949.9931,0.00115375657365
1663354800,2022-09-16 19:00:00,GO/BTC,0.000000397,0.000000397,0.000000397,0.000000397,0,0
1663351200,2022-09-16 18:00:00,GO/BTC,0.0000003925,0.000000397,0.0000003918,0.000000397,1174.9285,0.00046422922025
1663347600,2022-09-16 17:00:00,GO/BTC,0.0000003952,0.000000397,0.0000003869,0.0000003918,112405.3199,0.04429157301084
1663344000,2022-09-16 16:00:00,GO/BTC,0.0000003996,0.0000004,0.0000003944,0.0000003952,24246.4638,0.00966234177233
1663340400,2022-09-16 15:00:00,GO/BTC,0.0000003996,0.0000003996,0.0000003996,0.0000003996,0,0
1663336800,2022-09-16 14:00:00,GO/BTC,0.0000003996,0.0000003996,0.0000003996,0.0000003996,0,0
1663333200,2022-09-16 13:00:00,GO/BTC,0.0000003996,0.0000003996,0.0000003996,0.0000003996,311.7868,0.00012459000528
1663329600,2022-09-16 12:00:00,GO/BTC,0.0000003952,0.0000003952,0.0000003952,0.0000003952,25.8104,0.00001020027008
1663326000,2022-09-16 11:00:00,GO/BTC,0.0000003952,0.0000003952,0.0000003952,0.0000003952,0,0
1663322400,2022-09-16 10:00:00,GO/BTC,0.0000003952,0.0000003952,0.0000003952,0.0000003952,0,0
1663318800,2022-09-16 09:00:00,GO/BTC,0.0000003952,0.0000003952,0.0000003952,0.0000003952,0,0
1663315200,2022-09-16 08:00:00,GO/BTC,0.0000003952,0.0000003952,0.0000003952,0.0000003952,0,0
1663311600,2022-09-16 07:00:00,GO/BTC,0.0000003952,0.0000003952,0.0000003952,0.0000003952,0,0
1663308000,2022-09-16 06:00:00,GO/BTC,0.0000003952,0.0000003952,0.0000003952,0.0000003952,0,0
1663304400,2022-09-16 05:00:00,GO/BTC,0.000000397,0.000000397,0.0000003952,0.0000003952,212.9052,0.0000841401498
1663300800,2022-09-16 04:00:00,GO/BTC,0.000000397,0.000000397,0.000000397,0.000000397,0,0
1663297200,2022-09-16 03:00:00,GO/BTC,0.0000003991,0.0000004028,0.000000397,0.000000397,21973.6778,0.00879746337441
1663293600,2022-09-16 02:00:00,GO/BTC,0.0000003996,0.0000004002,0.000000397,0.000000397,2242.7024,0.00089299510704
1663290000,2022-09-16 01:00:00,GO/BTC,0.000000399,0.000000399,0.000000399,0.000000399,278.5891,0.0001111570509
1663286400,2022-09-16 00:00:00,GO/BTC,0.0000003996,0.0000003996,0.0000003996,0.0000003996,0,0
1663282800,2022-09-15 23:00:00,GO/BTC,0.0000003993,0.0000003996,0.0000003993,0.0000003996,241.3472,0.00009644121474
1663279200,2022-09-15 22:00:00,GO/BTC,0.0000003958,0.0000003958,0.0000003958,0.0000003958,51.4752,0.00002037388416
1663275600,2022-09-15 21:00:00,GO/BTC,0.0000003981,0.0000004002,0.0000003952,0.0000003952,2393.0597,0.00094675533057
1663272000,2022-09-15 20:00:00,GO/BTC,0.0000003996,0.0000003996,0.0000003996,0.0000003996,0,0
1663268400,2022-09-15 19:00:00,GO/BTC,0.0000003996,0.0000004028,0.0000003996,0.0000003996,925.4587,0.00037099101492
1663264800,2022-09-15 18:00:00,GO/BTC,0.0000003976,0.0000003996,0.0000003952,0.0000003995,3319.2212,0.00131675051528
1663261200,2022-09-15 17:00:00,GO/BTC,0.0000004,0.0000004028,0.0000003996,0.0000003996,3676.3433,0.00147591359246
1663257600,2022-09-15 16:00:00,GO/BTC,0.0000003994,0.0000003994,0.000000397,0.000000397,9354.8755,0.00372402662472
1663254000,2022-09-15 15:00:00,GO/BTC,0.0000004,0.0000004,0.0000003982,0.0000003982,7376.4014,0.00293772630416
1663250400,2022-09-15 14:00:00,GO/BTC,0.0000003996,0.0000004028,0.0000003996,0.0000004028,17075.7304,0.006874986248
1663246800,2022-09-15 13:00:00,GO/BTC,0.0000003995,0.0000003996,0.0000003995,0.0000003996,276.0914,0.00011032574798
1663243200,2022-09-15 12:00:00,GO/BTC,0.0000003981,0.0000003981,0.000000397,0.000000397,1548.236,0.00061599197826
1663239600,2022-09-15 11:00:00,GO/BTC,0.0000003996,0.0000004021,0.0000003981,0.0000003981,21407.6848,0.00853094017223
1663236000,2022-09-15 10:00:00,GO/BTC,0.000000403,0.000000403,0.000000403,0.000000403,0,0
1663232400,2022-09-15 09:00:00,GO/BTC,0.0000004048,0.0000004048,0.0000003982,0.000000403,25080.0705,0.01008333855225
1663228800,2022-09-15 08:00:00,GO/BTC,0.0000004078,0.0000004078,0.0000004078,0.0000004078,69.8123,0.00002846945594
1663225200,2022-09-15 07:00:00,GO/BTC,0.0000004048,0.0000004075,0.0000004023,0.0000004075,2330.7019,0.00094552446495
1663221600,2022-09-15 06:00:00,GO/BTC,0.0000004024,0.0000004098,0.0000004023,0.0000004098,1730.2038,0.0007008989704
1663218000,2022-09-15 05:00:00,GO/BTC,0.0000004047,0.0000004047,0.0000004042,0.0000004042,1651.3641,0.0006675038106
1663214400,2022-09-15 04:00:00,GO/BTC,0.0000004031,0.0000004047,0.0000004023,0.0000004047,1030.6712,0.00041470376896
1663210800,2022-09-15 03:00:00,GO/BTC,0.0000004048,0.0000004048,0.0000004048,0.0000004048,202.9318,0.00008214679264
1663207200,2022-09-15 02:00:00,GO/BTC,0.0000004078,0.0000004086,0.0000004048,0.0000004048,1083.8502,0.00044170448139
1663203600,2022-09-15 01:00:00,GO/BTC,0.0000004023,0.0000004078,0.0000004023,0.0000004074,6775.8041,0.00272880435343
1663200000,2022-09-15 00:00:00,GO/BTC,0.0000004023,0.0000004023,0.0000004023,0.0000004023,133.7289,0.00005379913647
1663196400,2022-09-14 23:00:00,GO/BTC,0.0000004026,0.0000004026,0.0000004026,0.0000004026,0,0
1663192800,2022-09-14 22:00:00,GO/BTC,0.0000004031,0.0000004031,0.0000004026,0.0000004026,39.6066,0.00001594561721
1663189200,2022-09-14 21:00:00,GO/BTC,0.0000004064,0.0000004064,0.0000004031,0.0000004031,385.2716,0.00015584512342
1663185600,2022-09-14 20:00:00,GO/BTC,0.0000004099,0.0000004099,0.0000004099,0.0000004099,896.7929,0.00036759540971
1663182000,2022-09-14 19:00:00,GO/BTC,0.0000004074,0.0000004074,0.0000004074,0.0000004074,0,0
1663178400,2022-09-14 18:00:00,GO/BTC,0.0000004091,0.0000004101,0.0000004032,0.0000004074,16740.4983,0.00685869520118
1663174800,2022-09-14 17:00:00,GO/BTC,0.0000004074,0.0000004092,0.0000004048,0.0000004048,753.2409,0.00030652237878
1663171200,2022-09-14 16:00:00,GO/BTC,0.0000004054,0.0000004067,0.0000004023,0.0000004067,1144.6128,0.00046113048435
1663167600,2022-09-14 15:00:00,GO/BTC,0.0000004031,0.0000004031,0.0000004031,0.0000004031,0,0
1663164000,2022-09-14 14:00:00,GO/BTC,0.0000004031,0.0000004031,0.0000004031,0.0000004031,0,0
1663160400,2022-09-14 13:00:00,GO/BTC,0.0000004092,0.0000004092,0.0000004031,0.0000004031,641.5275,0.00026042542981
1663156800,2022-09-14 12:00:00,GO/BTC,0.0000004048,0.0000004078,0.0000003993,0.0000004078,45781.0719,0.0185141049279
1663153200,2022-09-14 11:00:00,GO/BTC,0.0000004022,0.0000004022,0.0000004022,0.0000004022,832.4768,0.00033482216896
