https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ETH,Volume ZRX
1663545600000,2022-09-19 00:00:00,ZRX/ETH,0.0001995,0.00020081,0.00019858,0.00020081,0.1315134027517679,654.9146095899999
1663542000000,2022-09-18 23:00:00,ZRX/ETH,0.00019997,0.00019997,0.00019916,0.00019988,0.0205363158869556,102.74322537
1663538400000,2022-09-18 22:00:00,ZRX/ETH,0.00020198,0.00020198,0.00019818,0.00020001,0.0361834042937607,180.90797607
1663534800000,2022-09-18 21:00:00,ZRX/ETH,0.00020404,0.00020437,0.00019921,0.00020181,0.3354450574791645,1662.18253545
1663531200000,2022-09-18 20:00:00,ZRX/ETH,0.00020379,0.00020395,0.00020313,0.00020362,0.024455895379463,120.10556615
1663527600000,2022-09-18 19:00:00,ZRX/ETH,0.00020426,0.0002046,0.00020344,0.0002037,0.024965388432075,122.55958975
1663524000000,2022-09-18 18:00:00,ZRX/ETH,0.00020296,0.00020478,0.00020296,0.00020382,0.0382119210751728,187.47876104
1663520400000,2022-09-18 17:00:00,ZRX/ETH,0.00020308,0.00020389,0.00020269,0.00020329,0.038005488798569596,186.95208224
1663516800000,2022-09-18 16:00:00,ZRX/ETH,0.00020114,0.00020329,0.00020052,0.00020329,0.0337081435580618,165.81309242
1663513200000,2022-09-18 15:00:00,ZRX/ETH,0.00020014,0.00020132,0.00020004,0.00020123,0.0175351527560264,87.13985368
1663509600000,2022-09-18 14:00:00,ZRX/ETH,0.00020009,0.00020084,0.00019981,0.00020041,0.0196852800038629,98.22503869
1663506000000,2022-09-18 13:00:00,ZRX/ETH,0.00019984,0.00019984,0.00019924,0.00019983,0.0142608380794116,71.36485052
1663502400000,2022-09-18 12:00:00,ZRX/ETH,0.00020006,0.00020006,0.00019957,0.00019957,0.0115800674288313,58.025091090000004
1663498800000,2022-09-18 11:00:00,ZRX/ETH,0.00020034,0.00020049,0.00019954,0.00019954,0.07818894421128121,391.84596678
1663495200000,2022-09-18 10:00:00,ZRX/ETH,0.00019964,0.0002003,0.00019894,0.0002001,0.029294662907448005,146.40011448
1663491600000,2022-09-18 09:00:00,ZRX/ETH,0.00019932,0.00020028,0.00019923,0.00019981,0.0286023382824751,143.14768171
1663488000000,2022-09-18 08:00:00,ZRX/ETH,0.00019902,0.0001992,0.00019867,0.00019902,0.0102440356409286,51.47239293
1663484400000,2022-09-18 07:00:00,ZRX/ETH,0.0001992,0.0001992,0.00019849,0.00019911,0.0091704112869843,46.05701013
1663480800000,2022-09-18 06:00:00,ZRX/ETH,0.00019886,0.00019949,0.00019878,0.00019893,0.0118870184828757,59.75478049
1663477200000,2022-09-18 05:00:00,ZRX/ETH,0.0001989,0.00019897,0.00019836,0.00019897,0.0123123581147294,61.88047502
1663473600000,2022-09-18 04:00:00,ZRX/ETH,0.00019825,0.00019896,0.00019825,0.00019862,0.014458522392485,72.79489675
1663470000000,2022-09-18 03:00:00,ZRX/ETH,0.00019905,0.00019935,0.00019843,0.00019843,0.0199860384182911,100.72085077
1663466400000,2022-09-18 02:00:00,ZRX/ETH,0.00019939,0.00019939,0.00019835,0.00019876,0.02242559583791,112.82750975
1663462800000,2022-09-18 01:00:00,ZRX/ETH,0.0001989,0.00019964,0.0001987,0.00019943,0.025005490877390103,125.38480107000001
1663459200000,2022-09-18 00:00:00,ZRX/ETH,0.00019871,0.00019984,0.00019867,0.00019903,0.021897814663169902,110.02268333
1663455600000,2022-09-17 23:00:00,ZRX/ETH,0.00019915,0.00019915,0.00019819,0.00019838,0.019353120826020802,97.55580616
1663452000000,2022-09-17 22:00:00,ZRX/ETH,0.00020017,0.00020017,0.00019808,0.00019885,0.025263549557324502,127.04827537
1663448400000,2022-09-17 21:00:00,ZRX/ETH,0.00019962,0.00020077,0.00019876,0.00020024,0.023770632746611196,118.71071088
1663444800000,2022-09-17 20:00:00,ZRX/ETH,0.0001986,0.00019961,0.00019797,0.00019961,0.0137787508318106,69.02835946
1663441200000,2022-09-17 19:00:00,ZRX/ETH,0.00019812,0.00019874,0.00019753,0.0001981,0.021650947596789,109.29302169
1663437600000,2022-09-17 18:00:00,ZRX/ETH,0.00019777,0.00019817,0.00019721,0.00019791,0.033756061251570296,170.56268633
1663434000000,2022-09-17 17:00:00,ZRX/ETH,0.00019898,0.00019927,0.00019778,0.00019794,0.0292768041050736,147.90746744
1663430400000,2022-09-17 16:00:00,ZRX/ETH,0.00020086,0.00020099,0.0001983,0.0001991,0.030893829182710997,155.16739920999999
1663426800000,2022-09-17 15:00:00,ZRX/ETH,0.0002012,0.0002012,0.00020023,0.00020051,0.023168866639570098,115.54968151
1663423200000,2022-09-17 14:00:00,ZRX/ETH,0.00020228,0.0002027,0.00020121,0.00020121,0.0307840316086947,152.99454107
1663419600000,2022-09-17 13:00:00,ZRX/ETH,0.00020127,0.00020241,0.00020127,0.00020199,0.025773173172871502,127.59628285
1663416000000,2022-09-17 12:00:00,ZRX/ETH,0.00020136,0.00020223,0.00020112,0.00020112,0.023148887954092798,115.09988043999999
1663412400000,2022-09-17 11:00:00,ZRX/ETH,0.00019997,0.00020105,0.00019997,0.00020105,0.0171189578094545,85.14776329
1663408800000,2022-09-17 10:00:00,ZRX/ETH,0.00019983,0.00019994,0.00019958,0.0001997,0.01184921625483,59.3350839
1663405200000,2022-09-17 09:00:00,ZRX/ETH,0.0002,0.00020033,0.00019909,0.00019968,0.12041557127808002,603.04272475
1663401600000,2022-09-17 08:00:00,ZRX/ETH,0.00019959,0.0002,0.00019925,0.0002,0.011758087304000001,58.79043652
1663398000000,2022-09-17 07:00:00,ZRX/ETH,0.00019876,0.00019946,0.00019862,0.00019937,0.0173382452690294,86.96516662
1663394400000,2022-09-17 06:00:00,ZRX/ETH,0.00019825,0.0001989,0.00019763,0.00019863,0.027595912955994,138.9312438
1663390800000,2022-09-17 05:00:00,ZRX/ETH,0.00019747,0.00019829,0.00019716,0.00019802,0.020832646095991603,105.20475758
1663387200000,2022-09-17 04:00:00,ZRX/ETH,0.00019721,0.00019773,0.0001965,0.00019729,0.0307865823877982,156.04735358
1663383600000,2022-09-17 03:00:00,ZRX/ETH,0.00019708,0.00019772,0.00019703,0.00019725,0.018808339222057498,95.35279707
1663380000000,2022-09-17 02:00:00,ZRX/ETH,0.00019718,0.0001976,0.00019718,0.00019733,0.010398317028452501,52.69506425
1663376400000,2022-09-17 01:00:00,ZRX/ETH,0.00019689,0.00019765,0.00019659,0.00019707,0.029170179955612503,148.01938375
1663372800000,2022-09-17 00:00:00,ZRX/ETH,0.00019776,0.00019872,0.00019668,0.00019715,0.044590181202999,226.17388386
1663369200000,2022-09-16 23:00:00,ZRX/ETH,0.00019749,0.00019802,0.00019671,0.00019756,0.023418341146763198,118.53786772
1663365600000,2022-09-16 22:00:00,ZRX/ETH,0.00019744,0.00019749,0.00019635,0.00019718,0.032046310688612606,162.52312957
1663362000000,2022-09-16 21:00:00,ZRX/ETH,0.00019799,0.00019799,0.0001968,0.00019752,0.0330964147496592,167.55981546
1663358400000,2022-09-16 20:00:00,ZRX/ETH,0.00019774,0.00019847,0.00019761,0.00019807,0.0228197915174068,115.21074124
