https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume MTL,Volume USDT
1661472000,2022-08-26 00:00:00,MTL/USDT,1.2605,1.261,1.1381,1.15,69358.49866013,84022.183436404884
1661385600,2022-08-25 00:00:00,MTL/USDT,1.2392,1.2788,1.2344,1.2622,26089.49285175,32792.48647116834
1661299200,2022-08-24 00:00:00,MTL/USDT,1.2457,1.2739,1.2183,1.2391,64813.90003862,80717.318739119382
1661212800,2022-08-23 00:00:00,MTL/USDT,1.2193,1.2497,1.1804,1.2411,48824.17345966,59268.113789236905
1661126400,2022-08-22 00:00:00,MTL/USDT,1.242,1.2443,1.1648,1.2192,159488.39198984,193842.32879832705
1661040000,2022-08-21 00:00:00,MTL/USDT,1.2209,1.258,1.203,1.2465,111972.73282294,138816.811538491086
1660953600,2022-08-20 00:00:00,MTL/USDT,1.2074,1.2606,1.189,1.2197,109852.52006366,133835.956378238934
1660867200,2022-08-19 00:00:00,MTL/USDT,1.31,1.31,1.132,1.206,170126.31729816,208773.245004313851
1660780800,2022-08-18 00:00:00,MTL/USDT,1.3567,1.3776,1.3,1.3162,133346.70860436,180455.627522025184
1660694400,2022-08-17 00:00:00,MTL/USDT,1.4193,1.447,1.3382,1.3556,75299.27912201,104701.815035832679
1660608000,2022-08-16 00:00:00,MTL/USDT,1.4672,1.4672,1.4038,1.4221,92883.69322218,132719.276281822428
1660521600,2022-08-15 00:00:00,MTL/USDT,1.4471,1.9596,1.4466,1.475,507201.81725716,801774.237041991172
1660435200,2022-08-14 00:00:00,MTL/USDT,1.483,1.5146,1.4263,1.4438,42303.5845377,62492.741023664495
1660348800,2022-08-13 00:00:00,MTL/USDT,1.4932,1.5079,1.4723,1.4836,36458.71585401,54231.091362472849
1660262400,2022-08-12 00:00:00,MTL/USDT,1.4583,1.4979,1.4272,1.4971,22465.78584698,32955.460953748028
1660176000,2022-08-11 00:00:00,MTL/USDT,1.44,1.5079,1.4398,1.4611,60408.23498315,88871.350324732438
1660089600,2022-08-10 00:00:00,MTL/USDT,1.363,1.447,1.3323,1.4434,29520.49680144,41278.619146846318
1660003200,2022-08-09 00:00:00,MTL/USDT,1.4353,1.44,1.3379,1.3662,14744.45093041,20454.107160604068
1659916800,2022-08-08 00:00:00,MTL/USDT,1.4223,1.4577,1.4132,1.4331,31709.85733077,45597.907645845093
1659830400,2022-08-07 00:00:00,MTL/USDT,1.4296,1.4877,1.4073,1.427,45517.42006114,65212.488091294855
1659744000,2022-08-06 00:00:00,MTL/USDT,1.4309,1.4534,1.4222,1.4333,24740.32894844,35684.388119302259
1659657600,2022-08-05 00:00:00,MTL/USDT,1.3983,1.4395,1.39,1.4319,21173.57719367,30112.249411158804
1659571200,2022-08-04 00:00:00,MTL/USDT,1.3554,1.4734,1.3525,1.397,65524.38073549,92428.111280782138
1659484800,2022-08-03 00:00:00,MTL/USDT,1.3658,1.4148,1.3295,1.3583,55777.14459772,77439.141213337491
1659398400,2022-08-02 00:00:00,MTL/USDT,1.4216,1.4346,1.3281,1.3656,68289.74992084,93400.194241791221
1659312000,2022-08-01 00:00:00,MTL/USDT,1.3758,1.4425,1.37,1.427,74051.81677271,104175.864244521229
1659225600,2022-07-31 00:00:00,MTL/USDT,1.377,1.4318,1.3412,1.3781,66073.13039318,92466.213712185754
1659139200,2022-07-30 00:00:00,MTL/USDT,1.347,1.5845,1.3351,1.3771,315606.18790811,454162.542533292878
1659052800,2022-07-29 00:00:00,MTL/USDT,1.3749,1.404,1.3184,1.3469,43446.28416532,59179.997523640988
1658966400,2022-07-28 00:00:00,MTL/USDT,1.3529,1.4148,1.3117,1.3757,52944.47757822,71672.235477628419
1658880000,2022-07-27 00:00:00,MTL/USDT,1.2702,1.3556,1.2443,1.3556,40024.40448417,51519.817684704597
1658793600,2022-07-26 00:00:00,MTL/USDT,1.2494,1.2705,1.2092,1.2705,26509.33273159,32750.044411032358
1658707200,2022-07-25 00:00:00,MTL/USDT,1.3743,1.3743,1.2474,1.2474,75092.00787124,98277.060111567942
1658620800,2022-07-24 00:00:00,MTL/USDT,1.3961,1.4032,1.3691,1.3737,15508.2770848,21547.316555069044
1658534400,2022-07-23 00:00:00,MTL/USDT,1.3959,1.42,1.346,1.389,25441.44939044,35307.115428585934
1658448000,2022-07-22 00:00:00,MTL/USDT,1.4743,1.4811,1.3462,1.3893,127848.84111733,182803.219974797499
1658361600,2022-07-21 00:00:00,MTL/USDT,1.5406,1.5496,1.4019,1.4744,227164.0084381,333475.804186941588
1658275200,2022-07-20 00:00:00,MTL/USDT,1.4049,1.6036,1.3486,1.5405,274672.72243398,408676.383366082917
1658188800,2022-07-19 00:00:00,MTL/USDT,1.3351,1.4158,1.2955,1.4069,71696.24168364,96273.161256506154
1658102400,2022-07-18 00:00:00,MTL/USDT,1.243,1.3433,1.243,1.3357,77783.62361962,101493.380345147494
1658016000,2022-07-17 00:00:00,MTL/USDT,1.3046,1.3257,1.2392,1.2417,43895.9973381,56586.384602635271
1657929600,2022-07-16 00:00:00,MTL/USDT,1.269,1.337,1.2388,1.3079,157816.39620216,203643.805584766286
1657843200,2022-07-15 00:00:00,MTL/USDT,1.2262,1.3059,1.214,1.269,146240.988095,184715.894901684152
1657756800,2022-07-14 00:00:00,MTL/USDT,1.1954,1.2356,1.1627,1.2224,20991.27970138,25358.709225782244
1657670400,2022-07-13 00:00:00,MTL/USDT,1.1542,1.1946,1.0981,1.1946,27938.55923129,32278.413919766838
1657584000,2022-07-12 00:00:00,MTL/USDT,1.1875,1.2082,1.1533,1.1561,8250.9635369,9758.2711635011
1657497600,2022-07-11 00:00:00,MTL/USDT,1.2673,1.2966,1.1849,1.1883,39811.38972616,48779.534599163989
1657411200,2022-07-10 00:00:00,MTL/USDT,1.3371,1.3468,1.2629,1.2724,28585.75421697,37023.188873064106
1657324800,2022-07-09 00:00:00,MTL/USDT,1.3137,1.398,1.3122,1.3398,53790.23118083,73345.789495528105
1657238400,2022-07-08 00:00:00,MTL/USDT,1.3331,1.3622,1.2871,1.3125,45192.12541323,60183.463437451382
1657152000,2022-07-07 00:00:00,MTL/USDT,1.262,1.3581,1.2422,1.3336,29813.7010663,39197.863498141367
1657065600,2022-07-06 00:00:00,MTL/USDT,1.2518,1.2819,1.2315,1.2637,16726.96739066,21005.261059542555
1656979200,2022-07-05 00:00:00,MTL/USDT,1.2889,1.2927,1.2161,1.2495,46500.08683224,58194.09075872596
1656892800,2022-07-04 00:00:00,MTL/USDT,1.2759,1.2985,1.2246,1.2927,119897.2621724,150882.591371751354
1656806400,2022-07-03 00:00:00,MTL/USDT,1.2404,1.2967,1.2064,1.2764,49860.54890595,62678.320034606676
1656720000,2022-07-02 00:00:00,MTL/USDT,1.2303,1.2527,1.2,1.2412,29936.21414093,36836.218227443746
1656633600,2022-07-01 00:00:00,MTL/USDT,1.2617,1.2818,1.1919,1.2317,88641.55611074,109749.266986486328
1656547200,2022-06-30 00:00:00,MTL/USDT,1.3126,1.3139,1.1743,1.2572,138023.96932186,168878.111355360596
1656460800,2022-06-29 00:00:00,MTL/USDT,1.308,1.364,1.2503,1.313,81706.52320038,107244.263495948336
1656374400,2022-06-28 00:00:00,MTL/USDT,1.3817,1.4054,1.2941,1.3089,60489.2740571,82020.409632033999
1656288000,2022-06-27 00:00:00,MTL/USDT,1.3811,1.4559,1.364,1.3828,124464.2905097,173637.035147980047
1656201600,2022-06-26 00:00:00,MTL/USDT,1.4541,1.471,1.3757,1.3815,80275.66865717,114609.232446671539
1656115200,2022-06-25 00:00:00,MTL/USDT,1.4865,1.4879,1.3945,1.4621,118169.8348993,171022.587883197149
1656028800,2022-06-24 00:00:00,MTL/USDT,1.4481,1.507,1.4074,1.486,139598.64527491,203421.948403812103
1655942400,2022-06-23 00:00:00,MTL/USDT,1.3983,1.5179,1.371,1.4526,299352.26990346,428006.730599922218
1655856000,2022-06-22 00:00:00,MTL/USDT,1.3038,1.5541,1.2653,1.3991,674901.09033037,958790.110865875994
1655769600,2022-06-21 00:00:00,MTL/USDT,1.2543,1.3763,1.2293,1.3086,350872.78065938,466058.599186028497
1655683200,2022-06-20 00:00:00,MTL/USDT,1.2548,1.2673,1.1703,1.2501,94265.88303011,116179.443327575598
1655596800,2022-06-19 00:00:00,MTL/USDT,1.216,1.2615,1.1126,1.2604,102476.58189513,120439.081999073584
1655510400,2022-06-18 00:00:00,MTL/USDT,1.3366,1.355,1.1228,1.2138,126115.16800092,153465.902563566634
1655424000,2022-06-17 00:00:00,MTL/USDT,1.3074,1.3919,1.2966,1.3366,200307.18311279,269808.358311699438
1655337600,2022-06-16 00:00:00,MTL/USDT,1.4935,1.515,1.2842,1.3105,157900.84753137,216450.182814056339
1655251200,2022-06-15 00:00:00,MTL/USDT,1.4249,1.499,1.213,1.499,247740.48344251,330557.560847244879
1655164800,2022-06-14 00:00:00,MTL/USDT,1.4529,1.5174,1.2661,1.4249,494747.75263098,697323.181083619164
1655078400,2022-06-13 00:00:00,MTL/USDT,1.7161,1.8849,1.3777,1.4494,624144.95133875,1054493.858156798627
1654992000,2022-06-12 00:00:00,MTL/USDT,1.7325,1.8849,1.6239,1.7229,435491.38659854,770697.268094768027
1654905600,2022-06-11 00:00:00,MTL/USDT,1.6752,1.8877,1.5863,1.7322,329354.31456446,571878.585208136125
1654819200,2022-06-10 00:00:00,MTL/USDT,1.914,2.0554,1.6554,1.6766,398317.3465998,745986.364784184187
1654732800,2022-06-09 00:00:00,MTL/USDT,1.6856,2.019,1.6792,1.9079,770308.84327807,1461773.679908719038
1654646400,2022-06-08 00:00:00,MTL/USDT,1.7818,1.916,1.6376,1.6907,460145.18632803,797714.050624954005
1654560000,2022-06-07 00:00:00,MTL/USDT,1.5561,1.8594,1.5024,1.7704,1196032.20974146,1979202.368347522943
1654473600,2022-06-06 00:00:00,MTL/USDT,1.424,1.731,1.4148,1.5569,547808.87037142,880630.557043548919
1654387200,2022-06-05 00:00:00,MTL/USDT,1.3737,1.56,1.3313,1.429,372507.47054051,547789.293895576558
1654300800,2022-06-04 00:00:00,MTL/USDT,1.3642,1.3728,1.31,1.3707,60543.24306687,81183.401370492198
1654214400,2022-06-03 00:00:00,MTL/USDT,1.4094,1.4345,1.3168,1.3666,93367.63864532,128035.318767471503
1654128000,2022-06-02 00:00:00,MTL/USDT,1.3631,1.46,1.3024,1.4113,216505.40354616,296597.152172790105
1654041600,2022-06-01 00:00:00,MTL/USDT,1.4258,1.5407,1.3135,1.3633,361558.1987749,519032.879155626044
1653955200,2022-05-31 00:00:00,MTL/USDT,1.4258,1.4864,1.3542,1.4256,359210.86818522,506304.7076797882
1653868800,2022-05-30 00:00:00,MTL/USDT,1.3168,1.4421,1.2834,1.4268,251433.21763835,343274.642404516655
1653782400,2022-05-29 00:00:00,MTL/USDT,1.2949,1.3166,1.2267,1.3166,85280.10917197,107644.851086031139
1653696000,2022-05-28 00:00:00,MTL/USDT,1.2173,1.34,1.2119,1.3012,228781.94577493,294250.737115313011
1653609600,2022-05-27 00:00:00,MTL/USDT,1.2717,1.308,1.1682,1.2153,198651.72570385,243363.763721347793
1653523200,2022-05-26 00:00:00,MTL/USDT,1.3859,1.4224,1.1743,1.2654,196971.24232749,257619.654101666389
1653436800,2022-05-25 00:00:00,MTL/USDT,1.4298,1.4304,1.3334,1.3882,111287.2358262,152906.057492764689
1653350400,2022-05-24 00:00:00,MTL/USDT,1.4446,1.4878,1.305,1.4293,192452.74992267,267990.774727307002
1653264000,2022-05-23 00:00:00,MTL/USDT,1.5039,1.596,1.3889,1.4439,327771.21458495,500421.324865510935
1653177600,2022-05-22 00:00:00,MTL/USDT,1.4801,1.5131,1.4192,1.5048,136957.93472736,201460.404104985031
1653091200,2022-05-21 00:00:00,MTL/USDT,1.3659,1.5041,1.3653,1.4825,396309.74315962,571389.349052127662
1653004800,2022-05-20 00:00:00,MTL/USDT,1.4269,1.4457,1.28,1.3671,198695.34779141,273924.399931273841
1652918400,2022-05-19 00:00:00,MTL/USDT,1.34,1.4374,1.2141,1.435,353500.11699429,455819.170563034991
1652832000,2022-05-18 00:00:00,MTL/USDT,1.4164,1.5143,1.236,1.3412,397782.28360534,543856.155292737978
1652745600,2022-05-17 00:00:00,MTL/USDT,1.2457,1.4678,1.2424,1.414,476017.42572776,663714.79152346423
1652659200,2022-05-16 00:00:00,MTL/USDT,1.3573,1.3573,1.2122,1.245,191945.70399306,241708.766789858596
1652572800,2022-05-15 00:00:00,MTL/USDT,1.1205,1.42,1.1107,1.36,603782.15724709,777272.298626325714
1652486400,2022-05-14 00:00:00,MTL/USDT,1.0052,1.1821,0.9962,1.1225,238034.57375722,259427.378781629672
1652400000,2022-05-13 00:00:00,MTL/USDT,0.8973,1.118,0.8839,1.005,276568.02575672,290115.679917001427
1652313600,2022-05-12 00:00:00,MTL/USDT,0.9997,1.0431,0.7468,0.9005,833446.18201466,731472.963133188035
1652227200,2022-05-11 00:00:00,MTL/USDT,1.3814,1.4132,0.9124,0.9987,790530.6639815,893946.01809744351
1652140800,2022-05-10 00:00:00,MTL/USDT,1.3439,1.5367,1.2971,1.3832,613854.1576783,862107.849180207487
1652054400,2022-05-09 00:00:00,MTL/USDT,1.6458,1.7515,1.3371,1.3454,779423.61559023,1251757.752453881392
1651968000,2022-05-08 00:00:00,MTL/USDT,1.7351,1.7497,1.6063,1.6482,1532762.26077728,2568925.144184365809
1651881600,2022-05-07 00:00:00,MTL/USDT,1.8365,1.8985,1.6868,1.7369,252134.25455751,450450.851873731285
1651795200,2022-05-06 00:00:00,MTL/USDT,1.9113,1.9209,1.7374,1.8376,371999.28550587,675140.905523663374
1651708800,2022-05-05 00:00:00,MTL/USDT,2.0762,2.2547,1.8318,1.9112,833661.46669687,1737299.780252404476
1651622400,2022-05-04 00:00:00,MTL/USDT,1.9235,2.1086,1.8109,2.0791,1614853.66673789,3093090.625727904522
1651536000,2022-05-03 00:00:00,MTL/USDT,2.0663,2.067,1.8866,1.9233,721048.44019345,1399820.99660330465
1651449600,2022-05-02 00:00:00,MTL/USDT,2.0648,2.2367,1.96,2.0733,335485.39484532,705337.176840341182
1651363200,2022-05-01 00:00:00,MTL/USDT,2.1243,2.1502,1.9477,2.0687,186392.21291315,379574.837054160468
1651276800,2022-04-30 00:00:00,MTL/USDT,2.5819,2.5921,2.0479,2.127,430888.57632889,1029366.739062047347
1651190400,2022-04-29 00:00:00,MTL/USDT,2.7327,2.7752,2.5187,2.5825,381067.65796752,1010502.995065413308
1651104000,2022-04-28 00:00:00,MTL/USDT,2.691,2.7698,2.5019,2.7322,287489.37205808,764737.386878235646
1651017600,2022-04-27 00:00:00,MTL/USDT,2.5407,2.6998,2.5375,2.6924,454333.83029056,1193357.656068421084
1650931200,2022-04-26 00:00:00,MTL/USDT,2.6359,2.8775,2.4544,2.5328,1393581.46125723,3800487.581031299203
1650844800,2022-04-25 00:00:00,MTL/USDT,2.5429,2.7054,2.456,2.6313,2181988.11446068,5625923.963930396157
1650758400,2022-04-24 00:00:00,MTL/USDT,2.7505,2.8931,2.5307,2.5426,443269.13802123,1187115.86686876944
1650672000,2022-04-23 00:00:00,MTL/USDT,2.4297,3,2.413,2.7511,1828203.88771373,5064265.293066759493
1650585600,2022-04-22 00:00:00,MTL/USDT,2.53,2.8498,2.4001,2.4329,1496193.41527029,3837742.405828118971
1650499200,2022-04-21 00:00:00,MTL/USDT,2.7839,2.8385,2.4416,2.5333,1004710.60462796,2602089.561258581542
1650412800,2022-04-20 00:00:00,MTL/USDT,3.0978,3.44,2.7487,2.7832,1170773.75379523,3523905.103561634641
1650326400,2022-04-19 00:00:00,MTL/USDT,2.9707,3.6876,2.806,3.1,999113.35862124,3113508.053629329758
1650240000,2022-04-18 00:00:00,MTL/USDT,2.6817,3.2,2.4279,2.971,2180532.78803241,6034567.866719081687
1650153600,2022-04-17 00:00:00,MTL/USDT,1.9532,2.75,1.947,2.684,1234807.93062858,2952132.884799563004
1650067200,2022-04-16 00:00:00,MTL/USDT,2.0228,2.1808,1.9338,1.9509,168894.93020795,333063.282232703848
1649980800,2022-04-15 00:00:00,MTL/USDT,2.0875,2.4626,1.9466,2.0205,268315.73771917,554530.829768099848
1649894400,2022-04-14 00:00:00,MTL/USDT,2.2995,2.3952,2.0829,2.09,611805.39254119,1341546.742821775107
1649808000,2022-04-13 00:00:00,MTL/USDT,2.4075,2.6999,2.2107,2.3007,1752426.65570232,4211359.036116895582
1649721600,2022-04-12 00:00:00,MTL/USDT,1.5297,2.47,1.527,2.4131,4107710.7657997,8732744.390475822679
1649635200,2022-04-11 00:00:00,MTL/USDT,1.6813,1.6828,1.4888,1.5279,441585.76799229,688509.983151788328
1649548800,2022-04-10 00:00:00,MTL/USDT,1.7823,1.784,1.6792,1.6823,219027.84866422,379738.860981832151
1649462400,2022-04-09 00:00:00,MTL/USDT,1.6576,1.7818,1.6474,1.7818,357153.56891654,614363.689927618061
1649376000,2022-04-08 00:00:00,MTL/USDT,1.7595,1.7881,1.6468,1.6576,204890.62383693,353744.415915956853
1649289600,2022-04-07 00:00:00,MTL/USDT,1.6935,1.7789,1.6586,1.762,310485.13752073,529405.260019587266
1649203200,2022-04-06 00:00:00,MTL/USDT,1.9301,1.9335,1.6876,1.6938,835434.52169519,1488221.195783604929
1649116800,2022-04-05 00:00:00,MTL/USDT,1.9639,2.1,1.9221,1.933,938780.71546493,1847683.426141084556
1649030400,2022-04-04 00:00:00,MTL/USDT,2.1073,2.1198,1.8803,1.9636,636974.40486524,1246292.295773862362
1648944000,2022-04-03 00:00:00,MTL/USDT,2.13,2.1983,2.07,2.1067,273150.04532571,581463.045382505041
1648857600,2022-04-02 00:00:00,MTL/USDT,2.0672,2.3934,2.0494,2.1272,501260.30729844,1101465.752196138986
1648771200,2022-04-01 00:00:00,MTL/USDT,2.0345,2.094,1.9098,2.0742,793648.53804658,1581316.223051634589
1648684800,2022-03-31 00:00:00,MTL/USDT,2.1086,2.1739,1.9642,2.0359,1832213.42630406,3786897.462062641149
1648598400,2022-03-30 00:00:00,MTL/USDT,1.9512,2.25,1.8608,2.1088,2129007.37798045,4306510.554219135239
1648512000,2022-03-29 00:00:00,MTL/USDT,1.9326,2.0734,1.8873,1.9518,1640898.39068953,3257608.630105241323
1648425600,2022-03-28 00:00:00,MTL/USDT,1.953,2.4544,1.9022,1.9312,1813075.71063533,3713664.285269750944
1648339200,2022-03-27 00:00:00,MTL/USDT,1.8977,1.9618,1.8077,1.9483,1513049.96693643,2823474.731042672869
1648252800,2022-03-26 00:00:00,MTL/USDT,1.6784,1.9558,1.6693,1.898,2473529.1607695,4478359.347669015939
1648166400,2022-03-25 00:00:00,MTL/USDT,1.7121,1.732,1.6401,1.6771,1501024.01815401,2544725.620642191909
1648080000,2022-03-24 00:00:00,MTL/USDT,1.7011,1.7378,1.6537,1.7139,1560382.3654074,2638531.925159439493
1647993600,2022-03-23 00:00:00,MTL/USDT,1.6255,1.7098,1.5926,1.7001,1525605.2859394,2511882.978320136436
1647907200,2022-03-22 00:00:00,MTL/USDT,1.6177,1.6738,1.6066,1.6252,1422004.43872401,2331863.681006748672
1647820800,2022-03-21 00:00:00,MTL/USDT,1.5699,1.663,1.5443,1.6193,2258973.60509813,3612741.019662475789
1647734400,2022-03-20 00:00:00,MTL/USDT,1.6379,1.6723,1.5641,1.569,2605253.02184772,4194548.32312316003
1647648000,2022-03-19 00:00:00,MTL/USDT,1.5744,1.6472,1.5703,1.6397,2567483.1162647,4126404.670121247889
1647561600,2022-03-18 00:00:00,MTL/USDT,1.5157,1.5941,1.4858,1.5752,1442293.29594135,2224663.599611905735
1647475200,2022-03-17 00:00:00,MTL/USDT,1.5293,1.5511,1.4858,1.5142,124928.62809655,189240.901809408008
1647388800,2022-03-16 00:00:00,MTL/USDT,1.4823,1.53,1.4492,1.5272,253181.27520683,377466.112545107807
1647302400,2022-03-15 00:00:00,MTL/USDT,1.4585,1.4939,1.4005,1.4812,884642.5345454,1266681.505066625038
1647216000,2022-03-14 00:00:00,MTL/USDT,1.3962,1.4626,1.3831,1.4581,1489350.08792132,2110708.551743512194
1647129600,2022-03-13 00:00:00,MTL/USDT,1.4669,1.4987,1.382,1.3979,1516280.24584977,2208563.187198217611
1647043200,2022-03-12 00:00:00,MTL/USDT,1.4647,1.4985,1.4627,1.4685,1507254.69462764,2234515.246425308346
1646956800,2022-03-11 00:00:00,MTL/USDT,1.536,1.5389,1.4419,1.4655,1620394.97939315,2410431.544635531445
1646870400,2022-03-10 00:00:00,MTL/USDT,1.5849,1.5871,1.4618,1.5371,1533435.45327354,2307977.993614685815
1646784000,2022-03-09 00:00:00,MTL/USDT,1.5287,1.5913,1.5112,1.5865,1518889.93575949,2362980.587777604273
1646697600,2022-03-08 00:00:00,MTL/USDT,1.4369,1.5468,1.4146,1.5277,1477771.54231,2180031.229076790505
1646611200,2022-03-07 00:00:00,MTL/USDT,1.4542,1.4783,1.3803,1.4346,1425093.7081144,2025469.268754610292
1646524800,2022-03-06 00:00:00,MTL/USDT,1.4552,1.5068,1.4057,1.4473,1448207.46096101,2093139.256595485841
1646438400,2022-03-05 00:00:00,MTL/USDT,1.415,1.4615,1.383,1.4585,1369715.44498084,1956663.902322497687
1646352000,2022-03-04 00:00:00,MTL/USDT,1.5252,1.5276,1.3933,1.4153,1265819.27268661,1845803.32291512611
1646265600,2022-03-03 00:00:00,MTL/USDT,1.5902,1.5918,1.4889,1.5252,1221714.72191534,1875931.510929720086
1646179200,2022-03-02 00:00:00,MTL/USDT,1.6142,1.73,1.5404,1.5917,1338088.78505282,2146952.721710745332
1646092800,2022-03-01 00:00:00,MTL/USDT,1.5686,1.6288,1.5417,1.6154,1256686.82816942,1984352.406076356875
1646006400,2022-02-28 00:00:00,MTL/USDT,1.4305,1.5726,1.4168,1.5681,1177840.74508287,1744772.664403918833
1645920000,2022-02-27 00:00:00,MTL/USDT,1.5253,1.5534,1.3977,1.4262,1186481.93506164,1746319.234025592911
1645833600,2022-02-26 00:00:00,MTL/USDT,1.4464,1.6704,1.4464,1.5232,871369.82548105,1325437.660673156809
1645747200,2022-02-25 00:00:00,MTL/USDT,1.3382,1.4725,1.3099,1.443,39661.90448675,54834.126618449787
1645660800,2022-02-24 00:00:00,MTL/USDT,1.3303,1.3547,1.1481,1.3392,49176.05641249,61037.526875255438
1645574400,2022-02-23 00:00:00,MTL/USDT,1.387,1.4413,1.3252,1.3354,12432.99076055,17461.364912515199
1645488000,2022-02-22 00:00:00,MTL/USDT,1.3485,1.4758,1.27,1.3807,27978.30410539,37658.988681824734
1645401600,2022-02-21 00:00:00,MTL/USDT,1.4519,1.52,1.3348,1.3425,16286.9987496,23592.724342036866
1645315200,2022-02-20 00:00:00,MTL/USDT,1.4884,1.5199,1.4065,1.453,43513.60013051,64015.817155036306
1645228800,2022-02-19 00:00:00,MTL/USDT,1.5167,1.5451,1.4587,1.4968,10232.32123719,15371.037143035415
1645142400,2022-02-18 00:00:00,MTL/USDT,1.5332,1.5946,1.4896,1.5234,18347.69049527,28236.702899010946
1645056000,2022-02-17 00:00:00,MTL/USDT,1.6984,1.7077,1.5222,1.5423,22800.9778887,36708.854576900136
1644969600,2022-02-16 00:00:00,MTL/USDT,1.7651,1.7932,1.6584,1.6942,29131.87861002,50212.194889674631
1644883200,2022-02-15 00:00:00,MTL/USDT,1.6087,1.7781,1.6056,1.7654,39943.11709806,67212.906178982545
1644796800,2022-02-14 00:00:00,MTL/USDT,1.5995,1.6468,1.5529,1.6092,602717.03883228,971566.698750185667
1644710400,2022-02-13 00:00:00,MTL/USDT,1.6225,1.6548,1.5621,1.6059,32439.43872751,52466.200043483291
1644624000,2022-02-12 00:00:00,MTL/USDT,1.6391,1.6714,1.5689,1.6143,31778.8283386,51455.980429167245
1644537600,2022-02-11 00:00:00,MTL/USDT,1.7145,1.9774,1.6158,1.6386,376633.1393978,699436.885850551802
1644451200,2022-02-10 00:00:00,MTL/USDT,1.8329,1.8359,1.7077,1.7222,759338.16637089,1324453.139110479366
1644364800,2022-02-09 00:00:00,MTL/USDT,1.7922,1.9199,1.6564,1.8309,641210.97489454,1179539.185591792543
1644278400,2022-02-08 00:00:00,MTL/USDT,1.8644,1.9999,1.702,1.79,114551.86410153,204001.008629452026
1644192000,2022-02-07 00:00:00,MTL/USDT,1.7753,1.9642,1.7258,1.8695,138392.76623436,259401.691497973584
1644105600,2022-02-06 00:00:00,MTL/USDT,1.7655,1.7853,1.6761,1.7752,34735.89548307,60644.189830246948
1644019200,2022-02-05 00:00:00,MTL/USDT,1.7194,1.8041,1.7075,1.7596,128849.30741967,227363.000933353514
1643932800,2022-02-04 00:00:00,MTL/USDT,1.6252,1.8719,1.6247,1.7195,586466.14991375,995862.255880091999
1643846400,2022-02-03 00:00:00,MTL/USDT,1.587,1.7053,1.56,1.6291,781354.20822402,1252909.477739819135
