https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume TOMO,Volume USDT
1663459200,2022-09-18 00:00:00,TOMO/USDT,0.46889,0.46889,0.46659,0.46659,4389.3017,2058.092281913
1663455600,2022-09-17 23:00:00,TOMO/USDT,0.46688,0.46816,0.46688,0.46816,9.2563,4.329766663
1663452000,2022-09-17 22:00:00,TOMO/USDT,0.46287,0.46642,0.46287,0.46642,502.4564,232.594319615
1663448400,2022-09-17 21:00:00,TOMO/USDT,0.46287,0.46287,0.46287,0.46287,1,0.46287
1663444800,2022-09-17 20:00:00,TOMO/USDT,0.46371,0.46371,0.46371,0.46371,0,0
1663441200,2022-09-17 19:00:00,TOMO/USDT,0.46352,0.46502,0.46197,0.46371,207.523,96.117099655
1663437600,2022-09-17 18:00:00,TOMO/USDT,0.46385,0.46385,0.46384,0.46384,2.4221,1.123485122
1663434000,2022-09-17 17:00:00,TOMO/USDT,0.46544,0.46732,0.46544,0.46544,2521.3316,1173.537401242
1663430400,2022-09-17 16:00:00,TOMO/USDT,0.46248,0.46653,0.46248,0.46264,443.4998,206.459942153
1663426800,2022-09-17 15:00:00,TOMO/USDT,0.46228,0.46228,0.46228,0.46228,2.7934,1.291332952
1663423200,2022-09-17 14:00:00,TOMO/USDT,0.46204,0.46204,0.46019,0.46022,1436.2623,661.005565084
1663419600,2022-09-17 13:00:00,TOMO/USDT,0.4596,0.4608,0.45806,0.45899,2332.9141,1072.11473331
1663416000,2022-09-17 12:00:00,TOMO/USDT,0.45631,0.45905,0.45625,0.45905,122.5728,55.928105098
1663412400,2022-09-17 11:00:00,TOMO/USDT,0.45624,0.45624,0.45602,0.45602,642.1066,292.952491732
1663408800,2022-09-17 10:00:00,TOMO/USDT,0.45812,0.45812,0.45628,0.4578,280.8878,128.220580324
1663405200,2022-09-17 09:00:00,TOMO/USDT,0.45945,0.46193,0.45945,0.46193,5.95,2.7343475
1663401600,2022-09-17 08:00:00,TOMO/USDT,0.46049,0.46172,0.4596,0.4596,170.4243,78.680565019
1663398000,2022-09-17 07:00:00,TOMO/USDT,0.4586,0.4587,0.4586,0.4587,2.3968,1.09919428
1663394400,2022-09-17 06:00:00,TOMO/USDT,0.45505,0.45505,0.45505,0.45505,0,0
1663390800,2022-09-17 05:00:00,TOMO/USDT,0.4585,0.4585,0.45505,0.45505,101.5962,46.52357001
