https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume MSWAP,Volume USDT
1663459200,2022-09-18 00:00:00,MSWAP/USDT,0.0008198,0.0008199,0.0008028,0.0008028,2206753.6703,1786.24088053832
1663372800,2022-09-17 00:00:00,MSWAP/USDT,0.0007779,0.00087,0.0007643,0.00082,182071230.9367,145178.37256637757
1663286400,2022-09-16 00:00:00,MSWAP/USDT,0.0007697,0.0008096,0.00075,0.0007779,194618406.9085,154445.66067978039
1663200000,2022-09-15 00:00:00,MSWAP/USDT,0.00079,0.0008294,0.0007479,0.0007697,196068401.153,155141.91219377357
1663113600,2022-09-14 00:00:00,MSWAP/USDT,0.0008193,0.0008381,0.0007458,0.0007902,198383671.1168,155121.64536455137
1663027200,2022-09-13 00:00:00,MSWAP/USDT,0.0007822,0.0008799,0.0007647,0.0008129,200276877.5184,160841.58261362879
1662940800,2022-09-12 00:00:00,MSWAP/USDT,0.000828,0.0008837,0.0007635,0.0007897,193770047.8257,157554.00620904092
1662854400,2022-09-11 00:00:00,MSWAP/USDT,0.0008498,0.0009012,0.0008048,0.0008281,180746608.7415,155127.09694365661
1662768000,2022-09-10 00:00:00,MSWAP/USDT,0.0008668,0.00088,0.0008177,0.0008495,180376173.393,155562.67396161227
1662681600,2022-09-09 00:00:00,MSWAP/USDT,0.0008612,0.0009866,0.0008421,0.0008668,168234892.4357,155165.96993343881
1662595200,2022-09-08 00:00:00,MSWAP/USDT,0.0007543,0.00138,0.0007501,0.0008663,591130465.2245,622289.98322435572
1662508800,2022-09-07 00:00:00,MSWAP/USDT,0.0007199,0.00078,0.0006528,0.0007466,232497127.1701,162717.7171395136
1662422400,2022-09-06 00:00:00,MSWAP/USDT,0.0007427,0.0007831,0.00071,0.00072,204098979.4484,157252.12231495262
1662336000,2022-09-05 00:00:00,MSWAP/USDT,0.0007711,0.0007773,0.0007241,0.0007433,207273602.2011,155137.90732597465
1662249600,2022-09-04 00:00:00,MSWAP/USDT,0.0008091,0.0008152,0.0007522,0.0007773,201141601.1554,155159.44441549145
1662163200,2022-09-03 00:00:00,MSWAP/USDT,0.0007807,0.0008467,0.0007718,0.0008152,193910223.5202,155116.32500062779
1662076800,2022-09-02 00:00:00,MSWAP/USDT,0.0007524,0.0007999,0.00075,0.0007821,201026589.8669,156339.73393477611
1661990400,2022-09-01 00:00:00,MSWAP/USDT,0.0008,0.0008045,0.0007478,0.0007524,202905852.7597,155958.36061855366
1661904000,2022-08-31 00:00:00,MSWAP/USDT,0.0008054,0.00085,0.0007859,0.0008,196989137.0258,159979.69452031675
1661817600,2022-08-30 00:00:00,MSWAP/USDT,0.0007663,0.0008199,0.0007663,0.0008,196700480.8373,156060.304682552
1661731200,2022-08-29 00:00:00,MSWAP/USDT,0.0007621,0.0008038,0.0007401,0.0007663,275291262.9481,210049.86130079022
1661644800,2022-08-28 00:00:00,MSWAP/USDT,0.0007727,0.0008196,0.0007556,0.0007556,272712782.2577,212070.03748317156
1661558400,2022-08-27 00:00:00,MSWAP/USDT,0.0008351,0.0008454,0.00076,0.0007731,268048367.2696,210055.24919666062
1661472000,2022-08-26 00:00:00,MSWAP/USDT,0.0009092,0.000916,0.000835,0.0008351,239875286.4477,210229.95735902779
1661385600,2022-08-25 00:00:00,MSWAP/USDT,0.0009399,0.0011685,0.0009029,0.00091,253169539.1803,253898.46152165047
1661299200,2022-08-24 00:00:00,MSWAP/USDT,0.0009086,0.000966,0.00087,0.0009428,228563531.2507,210144.98748378779
1661212800,2022-08-23 00:00:00,MSWAP/USDT,0.0008987,0.000966,0.0008605,0.0009086,235120024.8598,210169.82916013356
1661126400,2022-08-22 00:00:00,MSWAP/USDT,0.0009282,0.0009283,0.0008901,0.0008986,230406190.9029,210111.1869284304
1661040000,2022-08-21 00:00:00,MSWAP/USDT,0.0008856,0.00098,0.0008855,0.0009282,226645174.1817,209075.84592698166
1660953600,2022-08-20 00:00:00,MSWAP/USDT,0.0008795,0.0010209,0.0008464,0.0008856,234962085.4182,209813.4690164117
1660867200,2022-08-19 00:00:00,MSWAP/USDT,0.0009917,0.0009917,0.000845,0.0008795,233014021.7902,209927.84161948717
1660780800,2022-08-18 00:00:00,MSWAP/USDT,0.0010191,0.0010238,0.0009798,0.0009918,202280376.1026,201972.41975489446
1660694400,2022-08-17 00:00:00,MSWAP/USDT,0.0010457,0.0010459,0.0010026,0.0010191,267665488.5682,274839.25423908963
1660608000,2022-08-16 00:00:00,MSWAP/USDT,0.001034,0.001053,0.001,0.0010457,40659833.6195,42031.65615677609
1660521600,2022-08-15 00:00:00,MSWAP/USDT,0.0010847,0.0011405,0.0010061,0.001029,24189007.3162,25428.06187897737
1660435200,2022-08-14 00:00:00,MSWAP/USDT,0.0010357,0.0011208,0.00103,0.0010956,30988570.3095,33204.17265140935
1660348800,2022-08-13 00:00:00,MSWAP/USDT,0.0010999,0.001122,0.0010357,0.0010357,30807191.886,33359.52227160332
1660262400,2022-08-12 00:00:00,MSWAP/USDT,0.0010282,0.00134,0.0010061,0.0011001,136160088.7626,161695.6165902757
1660176000,2022-08-11 00:00:00,MSWAP/USDT,0.0010593,0.0011003,0.0010076,0.0010282,21491201.903,22564.5234891554
1660089600,2022-08-10 00:00:00,MSWAP/USDT,0.001077,0.0011213,0.0010223,0.0010679,29954347.2662,32191.74308226923
1660003200,2022-08-09 00:00:00,MSWAP/USDT,0.0011483,0.0011701,0.00103,0.0010769,27347560.6055,29789.2999725218
1659916800,2022-08-08 00:00:00,MSWAP/USDT,0.0011664,0.0012541,0.0011347,0.0011404,36790273.0209,44060.04591881718
1659830400,2022-08-07 00:00:00,MSWAP/USDT,0.0011663,0.0013109,0.00112,0.0011718,39709056.2664,47768.30597497134
1659744000,2022-08-06 00:00:00,MSWAP/USDT,0.0011772,0.0012075,0.00115,0.0011663,36852493.3429,43385.12226924482
1659657600,2022-08-05 00:00:00,MSWAP/USDT,0.001211,0.0014663,0.0011457,0.001177,161461396.0811,205659.22197101773
1659571200,2022-08-04 00:00:00,MSWAP/USDT,0.0012806,0.0014499,0.00117,0.0012193,182233564.5335,232756.64258427022
1659484800,2022-08-03 00:00:00,MSWAP/USDT,0.0010213,0.0020693,0.0009484,0.0012806,694850324.80272484,1020367.9307456559718
1659398400,2022-08-02 00:00:00,MSWAP/USDT,0.0009,0.001285,0.0008296,0.0010213,176188566.2905,191304.49436810422
1659312000,2022-08-01 00:00:00,MSWAP/USDT,0.00098,0.00103,0.00088,0.0009,34941774.8176,33188.60400481446
1659225600,2022-07-31 00:00:00,MSWAP/USDT,0.0010514,0.0011169,0.0009445,0.0009811,30005767.2057,31480.47402626492
1659139200,2022-07-30 00:00:00,MSWAP/USDT,0.00114,0.00118,0.00105,0.0010514,18384775.9131,20653.84008900841
1659052800,2022-07-29 00:00:00,MSWAP/USDT,0.0012498,0.001271,0.00112,0.00114,36233188.3832,42395.86694931265
1658966400,2022-07-28 00:00:00,MSWAP/USDT,0.0012148,0.0013355,0.0011511,0.0012499,52383774.0508,63923.77284221587
1658880000,2022-07-27 00:00:00,MSWAP/USDT,0.0011846,0.0013776,0.0011564,0.0012144,157663413.4797,199929.64349766838
1658793600,2022-07-26 00:00:00,MSWAP/USDT,0.001185,0.0013776,0.0010211,0.0011785,137007682.6894,162208.20924553256
1658707200,2022-07-25 00:00:00,MSWAP/USDT,0.0013007,0.0013954,0.0011401,0.0011846,66900622.5204,83256.37003866072
1658620800,2022-07-24 00:00:00,MSWAP/USDT,0.0013989,0.00145,0.0012829,0.0012913,49557228.81555172,67671.6357556803632
1658534400,2022-07-23 00:00:00,MSWAP/USDT,0.0016811,0.0017215,0.00136,0.0013989,99699915.0383,155755.86187872634
1658448000,2022-07-22 00:00:00,MSWAP/USDT,0.0026,0.0026,0.0015521,0.00169,281423134.6284,524217.07043932813
1658361600,2022-07-21 00:00:00,MSWAP/USDT,0.00205,0.0029164,0.0019917,0.0026,159838002.59546863,405605.296894922189495
1658275200,2022-07-20 00:00:00,MSWAP/USDT,0.0021391,0.0022712,0.0020427,0.00205,67711849.1921,144011.6722548639
1658188800,2022-07-19 00:00:00,MSWAP/USDT,0.0020004,0.002289,0.0019791,0.002139,77633254.0307,167319.7499711479
1658102400,2022-07-18 00:00:00,MSWAP/USDT,0.0020692,0.0024464,0.00198,0.0020004,74500761.0684,162970.05424451139
1658016000,2022-07-17 00:00:00,MSWAP/USDT,0.00235,0.0024698,0.0020428,0.002055,65066458.9495,145300.16907695166
1657929600,2022-07-16 00:00:00,MSWAP/USDT,0.002374,0.00246,0.0020428,0.00235,100915194.406,225596.76135620982
