https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SKL,Volume BTC
1663459200,2022-09-18 00:00:00,SKL/BTC,0.000002116,0.000002116,0.000002079,0.000002099,172.0803,0.0003624190654
1663372800,2022-09-17 00:00:00,SKL/BTC,0.000002075,0.000002126,0.000002065,0.00000209,2680.1868,0.0055892620686
1663286400,2022-09-16 00:00:00,SKL/BTC,0.000002047,0.000002106,0.000002035,0.000002068,7598.1016,0.0157418159143
1663200000,2022-09-15 00:00:00,SKL/BTC,0.000002142,0.000002142,0.00000205,0.000002059,142674.1515,0.2959636057814
1663113600,2022-09-14 00:00:00,SKL/BTC,0.000002176,0.000002225,0.000002122,0.000002139,79928.8629,0.1717110210046
1663027200,2022-09-13 00:00:00,SKL/BTC,0.000002176,0.000002226,0.000002026,0.00000219,26258.1221,0.0560670683813
1662940800,2022-09-12 00:00:00,SKL/BTC,0.000002289,0.000002329,0.000002185,0.00000221,20393.8267,0.0460609982107
1662854400,2022-09-11 00:00:00,SKL/BTC,0.000002364,0.000002406,0.000002281,0.000002305,10703.3348,0.0250256105992
1662768000,2022-09-10 00:00:00,SKL/BTC,0.000002426,0.000002484,0.000002339,0.000002355,7078.7381,0.0170395442647
1662681600,2022-09-09 00:00:00,SKL/BTC,0.000002502,0.00000253,0.00000236,0.000002421,50238.5355,0.1222770190975
1662595200,2022-09-08 00:00:00,SKL/BTC,0.000002476,0.00000257,0.000002435,0.000002495,58544.7441,0.1465127011024
1662508800,2022-09-07 00:00:00,SKL/BTC,0.000002404,0.000002485,0.000002404,0.000002471,13919.5208,0.0339841639157
1662422400,2022-09-06 00:00:00,SKL/BTC,0.000002523,0.000002623,0.0000024,0.00000242,30676.6376,0.0765686186689
1662336000,2022-09-05 00:00:00,SKL/BTC,0.000002536,0.000002644,0.000002465,0.000002494,8122.2788,0.0206604736182
1662249600,2022-09-04 00:00:00,SKL/BTC,0.000002452,0.000002553,0.000002444,0.000002525,20549.3397,0.0511632401357
1662163200,2022-09-03 00:00:00,SKL/BTC,0.000002419,0.00000246,0.000002414,0.000002444,2245.7587,0.0054606348825
1662076800,2022-09-02 00:00:00,SKL/BTC,0.000002421,0.000002455,0.000002394,0.000002433,51416.4584,0.1242870409695
1661990400,2022-09-01 00:00:00,SKL/BTC,0.00000242,0.000002439,0.000002359,0.000002431,7731.3911,0.0185013520256
