https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume GRIN,Volume BTC
1663459200,2022-09-18 00:00:00,GRIN/BTC,0.000006,0.000006,0.000005967,0.000005967,141.50981603,0.00084752674681422
1663372800,2022-09-17 00:00:00,GRIN/BTC,0.000005789,0.000006082,0.00000563,0.000006,20408.88359661,0.11819857566908049
1663286400,2022-09-16 00:00:00,GRIN/BTC,0.00000583,0.00000585,0.00000577,0.00000577,3370.49743829,0.01956577975307723
1663200000,2022-09-15 00:00:00,GRIN/BTC,0.000005967,0.000006,0.00000573,0.000005828,11295.17859092,0.06619405769334349
1663113600,2022-09-14 00:00:00,GRIN/BTC,0.00000598,0.000006049,0.000005872,0.00000596,12459.78690865,0.07424353003784697
1663027200,2022-09-13 00:00:00,GRIN/BTC,0.000005769,0.00000598,0.000005247,0.000005979,37397.36213295,0.20974921191808897
1662940800,2022-09-12 00:00:00,GRIN/BTC,0.00000612,0.000006175,0.000005718,0.000005731,13521.77715552,0.08003340992788292
1662854400,2022-09-11 00:00:00,GRIN/BTC,0.00000565,0.00000643,0.000005566,0.00000612,26872.31652131,0.16065359876072777
1662768000,2022-09-10 00:00:00,GRIN/BTC,0.000005536,0.00000565,0.000005477,0.0000056,5546.43632788,0.03081502428513522
1662681600,2022-09-09 00:00:00,GRIN/BTC,0.000005951,0.000005999,0.000005477,0.0000055,15005.89807849,0.08557488970731814
1662595200,2022-09-08 00:00:00,GRIN/BTC,0.00000583,0.000006176,0.0000058,0.00000598,22658.15667013,0.13602524267157039
1662508800,2022-09-07 00:00:00,GRIN/BTC,0.00000585,0.00000605,0.000005763,0.00000583,12164.660397,0.07208671252953399
1662422400,2022-09-06 00:00:00,GRIN/BTC,0.00000554,0.000005904,0.000005536,0.00000585,11349.27571596,0.065517377897656
1662336000,2022-09-05 00:00:00,GRIN/BTC,0.000005536,0.000005734,0.000005491,0.00000554,6422.22583411,0.0360051305555161
1662249600,2022-09-04 00:00:00,GRIN/BTC,0.00000553,0.000006038,0.000005501,0.00000554,17083.73558674,0.09763920665379735
1662163200,2022-09-03 00:00:00,GRIN/BTC,0.0000055,0.000005683,0.000005447,0.000005511,5888.1763961,0.03289151918272192
1662076800,2022-09-02 00:00:00,GRIN/BTC,0.000005462,0.00000575,0.000005334,0.0000055,19599.37645551,0.1080787739947603
1661990400,2022-09-01 00:00:00,GRIN/BTC,0.00000554,0.000005565,0.000005353,0.00000546,6478.32769077,0.03551586486487205
1661904000,2022-08-31 00:00:00,GRIN/BTC,0.00000558,0.000005658,0.0000054,0.00000551,10855.61142407,0.06006652109705046
1661817600,2022-08-30 00:00:00,GRIN/BTC,0.00000552,0.00000596,0.000005288,0.000005585,88694.31022255,0.50067154999507253
1661731200,2022-08-29 00:00:00,GRIN/BTC,0.000005351,0.000005812,0.000005251,0.000005492,84527.34189941,0.462671493166367
