https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ELA,Volume USDT
1660003200,2022-08-09 00:00:00,ELA/USDT,2.1031,2.1459,2.0402,2.1133,18163.5106,38102.30235776
1659916800,2022-08-08 00:00:00,ELA/USDT,2.1528,2.4456,2.0919,2.1236,36784.069,81835.5135125
1659830400,2022-08-07 00:00:00,ELA/USDT,2.4898,2.5113,2.0531,2.1534,61157.343,136143.63543548
1659744000,2022-08-06 00:00:00,ELA/USDT,2.8398,2.8644,2.3569,2.5021,160708.0298,414975.41360108
1659657600,2022-08-05 00:00:00,ELA/USDT,1.8082,2.9032,1.808,2.8398,190806.94867838,451969.939159756463
1659571200,2022-08-04 00:00:00,ELA/USDT,1.7771,1.83,1.7771,1.8082,13577.5247,24514.51210066
1659484800,2022-08-03 00:00:00,ELA/USDT,1.7819,1.7977,1.767,1.7771,8032.1094,14315.42313061
1659398400,2022-08-02 00:00:00,ELA/USDT,1.7854,1.7855,1.767,1.7819,2946.2165,5232.05526066
1659312000,2022-08-01 00:00:00,ELA/USDT,1.7958,1.8083,1.768,1.7855,11862.4745,21212.94582118
1659225600,2022-07-31 00:00:00,ELA/USDT,1.8074,1.8121,1.77,1.7935,10253.9295,18316.8798592
1659139200,2022-07-30 00:00:00,ELA/USDT,1.8642,1.8642,1.8041,1.8074,12114.0774,22064.8128798
1659052800,2022-07-29 00:00:00,ELA/USDT,1.7179,1.894,1.7125,1.8549,32892.938,59995.04044462
1658966400,2022-07-28 00:00:00,ELA/USDT,1.61,1.7415,1.6074,1.718,28327.7444,47087.51187345
1658880000,2022-07-27 00:00:00,ELA/USDT,1.5451,1.61,1.5349,1.61,18998.2308,30057.0912022
1658793600,2022-07-26 00:00:00,ELA/USDT,1.5551,1.5626,1.5137,1.5439,15390.7233,23682.29593369
1658707200,2022-07-25 00:00:00,ELA/USDT,1.6078,1.61,1.5551,1.5551,8019.6372,12662.83786771
1658620800,2022-07-24 00:00:00,ELA/USDT,1.6086,1.61,1.5638,1.6018,16531.6527,26485.56878921
1658534400,2022-07-23 00:00:00,ELA/USDT,1.678,1.6889,1.5659,1.6063,27628.3307,45128.97051586
1658448000,2022-07-22 00:00:00,ELA/USDT,1.6052,1.77,1.6052,1.6894,72852.3826,121540.89725975
1658361600,2022-07-21 00:00:00,ELA/USDT,1.6333,1.6334,1.5544,1.5965,16778.5399,26688.89186321
1658275200,2022-07-20 00:00:00,ELA/USDT,1.6574,1.74,1.611,1.6236,18689.3461803,31269.792471326658
1658188800,2022-07-19 00:00:00,ELA/USDT,1.6152,1.6764,1.5757,1.6544,18000.71180784,29298.593132114534
1658102400,2022-07-18 00:00:00,ELA/USDT,1.5152,1.6567,1.4737,1.6387,9405.55574704,14867.269764969373
1658016000,2022-07-17 00:00:00,ELA/USDT,1.5666,1.6177,1.5122,1.5372,3957.24626419,6190.901093500217
1657929600,2022-07-16 00:00:00,ELA/USDT,1.4955,1.6069,1.4521,1.5864,12433.4211177,18950.753819514226
1657843200,2022-07-15 00:00:00,ELA/USDT,1.4771,1.5284,1.4277,1.5284,23574.88491888,34826.439270078038
1657756800,2022-07-14 00:00:00,ELA/USDT,1.4502,1.4773,1.3917,1.4639,18680.80140972,26650.108095022699
1657670400,2022-07-13 00:00:00,ELA/USDT,1.442,1.4616,1.3734,1.4502,13941.05754535,19636.456962781439
1657584000,2022-07-12 00:00:00,ELA/USDT,1.4725,1.4994,1.4374,1.4418,11581.7217079,16962.928242139492
1657497600,2022-07-11 00:00:00,ELA/USDT,1.5165,1.5278,1.4725,1.4853,4013.48974883,6024.354205010171
1657411200,2022-07-10 00:00:00,ELA/USDT,1.5966,1.5991,1.4761,1.5277,16586.12226222,25445.313531811346
1657324800,2022-07-09 00:00:00,ELA/USDT,1.5195,1.6181,1.4747,1.6039,23523.80969798,36595.956701186363
1657238400,2022-07-08 00:00:00,ELA/USDT,1.5583,1.5749,1.4813,1.5167,9581.88966027,14628.967428562044
1657152000,2022-07-07 00:00:00,ELA/USDT,1.4577,1.5699,1.4537,1.5631,16360.10013252,24889.551158452852
1657065600,2022-07-06 00:00:00,ELA/USDT,1.4082,1.4961,1.3804,1.4614,32864.30295993,47078.886324563898
1656979200,2022-07-05 00:00:00,ELA/USDT,1.4104,1.4399,1.3548,1.4153,8807.18724825,12356.113641587917
1656892800,2022-07-04 00:00:00,ELA/USDT,1.3777,1.422,1.3649,1.4105,14325.57410786,19943.836229750211
1656806400,2022-07-03 00:00:00,ELA/USDT,1.3646,1.3874,1.3387,1.3777,7329.45632456,10013.865019580591
1656720000,2022-07-02 00:00:00,ELA/USDT,1.3753,1.3973,1.3472,1.3646,24283.82339409,33406.250392222383
1656633600,2022-07-01 00:00:00,ELA/USDT,1.4421,1.4938,1.37,1.374,36815.05078032,51981.842792175446
1656547200,2022-06-30 00:00:00,ELA/USDT,1.5112,1.5125,1.3683,1.4357,24497.98645678,35267.730263982453
1656460800,2022-06-29 00:00:00,ELA/USDT,1.4929,1.5113,1.48,1.51,18402.78557964,27580.074832297167
1656374400,2022-06-28 00:00:00,ELA/USDT,1.47,1.5213,1.4586,1.493,15888.40784873,23760.059181959415
1656288000,2022-06-27 00:00:00,ELA/USDT,1.51,1.5253,1.4522,1.47,29295.89180815,43297.620550980468
1656201600,2022-06-26 00:00:00,ELA/USDT,1.56,1.56,1.5024,1.51,27277.95696323,41883.903059718417
1656115200,2022-06-25 00:00:00,ELA/USDT,1.6575,1.6586,1.5514,1.5558,28101.91576944,44734.236784237548
1656028800,2022-06-24 00:00:00,ELA/USDT,1.6155,1.7529,1.6049,1.6575,75908.8108545,127141.892855456391
1655942400,2022-06-23 00:00:00,ELA/USDT,1.5303,1.7586,1.5303,1.6174,63130.68911416,104818.421369667637
1655856000,2022-06-22 00:00:00,ELA/USDT,1.6063,1.6514,1.5008,1.5303,85039.37403214,134941.349806789641
1655769600,2022-06-21 00:00:00,ELA/USDT,1.4316,1.6872,1.4123,1.6063,142596.16176254,227124.428256168871
1655683200,2022-06-20 00:00:00,ELA/USDT,1.4391,1.4967,1.3991,1.4442,8822.7479396,12632.941494730957
1655596800,2022-06-19 00:00:00,ELA/USDT,1.4001,1.4854,1.3361,1.4447,39130.54816244,54914.10860958119
1655510400,2022-06-18 00:00:00,ELA/USDT,1.5379,1.5586,1.3187,1.4154,48579.5666116,68761.811198059783
1655424000,2022-06-17 00:00:00,ELA/USDT,1.5066,1.6824,1.4737,1.5505,20252.90236902,31732.814996027064
1655337600,2022-06-16 00:00:00,ELA/USDT,1.6491,1.698,1.4692,1.4963,20976.23237653,33467.300627518637
1655251200,2022-06-15 00:00:00,ELA/USDT,1.51,1.6348,1.3384,1.6123,43697.94364569,62590.9645936565
1655164800,2022-06-14 00:00:00,ELA/USDT,1.5961,1.6234,1.4661,1.478,28937.3768852,44850.265160699258
1655078400,2022-06-13 00:00:00,ELA/USDT,1.7621,1.7836,1.5005,1.5961,47881.80424494,78844.101699042621
1654992000,2022-06-12 00:00:00,ELA/USDT,1.9287,1.9384,1.7622,1.7898,18168.15547336,33479.429236564168
1654905600,2022-06-11 00:00:00,ELA/USDT,1.9375,1.9918,1.8326,1.9287,25451.37709926,48970.439763572525
1654819200,2022-06-10 00:00:00,ELA/USDT,2.1051,2.115,1.8756,1.9411,42508.63543586,85617.654362531696
1654732800,2022-06-09 00:00:00,ELA/USDT,2.0265,2.1317,2,2.1029,14689.68500455,30149.894223518544
1654646400,2022-06-08 00:00:00,ELA/USDT,2.1103,2.1862,2,2.0099,56315.65228651,115332.838819008429
1654560000,2022-06-07 00:00:00,ELA/USDT,1.9108,2.2414,1.7919,2.0985,160812.18456194,330295.545588700955
1654473600,2022-06-06 00:00:00,ELA/USDT,1.8747,2.0015,1.8747,1.9108,35485.38202385,68546.322894927573
1654387200,2022-06-05 00:00:00,ELA/USDT,1.8261,1.8883,1.7833,1.8598,24911.9965904,45705.79864742444
1654300800,2022-06-04 00:00:00,ELA/USDT,1.9087,1.9246,1.6597,1.8258,58354.63559396,107248.539136144999
1654214400,2022-06-03 00:00:00,ELA/USDT,1.9862,2.0852,1.89,1.9156,21002.47184913,41932.173554354992
1654128000,2022-06-02 00:00:00,ELA/USDT,1.8891,2.0688,1.8644,1.9863,32169.50433144,63930.800618400381
1654041600,2022-06-01 00:00:00,ELA/USDT,1.9651,2.0773,1.8238,1.8891,25975.43682395,51182.716283105958
1653955200,2022-05-31 00:00:00,ELA/USDT,1.9644,2.0895,1.9022,1.9662,22163.85561918,43646.575868225962
1653868800,2022-05-30 00:00:00,ELA/USDT,1.8288,2,1.8096,1.9625,17770.73407857,34134.318891067392
1653782400,2022-05-29 00:00:00,ELA/USDT,1.8097,1.8905,1.7944,1.8686,12452.21368631,22798.878600227206
1653696000,2022-05-28 00:00:00,ELA/USDT,1.82,1.896,1.7542,1.845,23482.81193024,42021.499015871823
1653609600,2022-05-27 00:00:00,ELA/USDT,1.844,1.845,1.6756,1.8197,61333.34275198,108303.233777356133
1653523200,2022-05-26 00:00:00,ELA/USDT,1.8736,1.9,1.7774,1.8809,21255.8676737,38584.531086321461
1653436800,2022-05-25 00:00:00,ELA/USDT,1.9092,1.9288,1.8643,1.8893,2386.52067496,4529.577654591338
1653350400,2022-05-24 00:00:00,ELA/USDT,1.8958,1.9287,1.8416,1.9025,7971.0391771,15131.512941222536
1653264000,2022-05-23 00:00:00,ELA/USDT,1.9875,2.15,1.8757,1.8926,20439.81488828,40474.749156091562
1653177600,2022-05-22 00:00:00,ELA/USDT,1.9192,1.9877,1.8831,1.9875,20895.90602075,40616.031007557371
1653091200,2022-05-21 00:00:00,ELA/USDT,1.8768,1.9482,1.7977,1.9192,9906.83009345,18608.554985464859
1653004800,2022-05-20 00:00:00,ELA/USDT,1.9232,1.9828,1.8504,1.8769,16845.90531588,32370.845089026726
1652918400,2022-05-19 00:00:00,ELA/USDT,2.0044,2.0447,1.9259,1.9288,11753.68167129,23251.450122098862
1652832000,2022-05-18 00:00:00,ELA/USDT,2.0642,2.09,1.97,1.99,13587.23416084,27490.516598939961
1652745600,2022-05-17 00:00:00,ELA/USDT,1.9998,2.1309,1.99,2.0633,22880.0910941,47348.873043292684
1652659200,2022-05-16 00:00:00,ELA/USDT,1.9877,2.0477,1.9052,1.9998,15121.17941796,29735.602176939842
1652572800,2022-05-15 00:00:00,ELA/USDT,1.8778,2.037,1.8374,1.9876,22310.28482732,42550.202783346322
1652486400,2022-05-14 00:00:00,ELA/USDT,1.8402,1.9,1.7174,1.8992,58167.46336358,104949.089764269421
1652400000,2022-05-13 00:00:00,ELA/USDT,1.7942,2.03,1.7501,1.8401,32046.82343175,62163.804418872667
1652313600,2022-05-12 00:00:00,ELA/USDT,1.7933,1.8775,1.5748,1.7657,144851.30968913,247221.505806689354
1652227200,2022-05-11 00:00:00,ELA/USDT,2.0871,2.2348,1.6943,1.7931,147203.20487969,285842.881283951531
1652140800,2022-05-10 00:00:00,ELA/USDT,2.0826,2.3036,2.0503,2.1122,79321.16593846,172812.047624579405
1652054400,2022-05-09 00:00:00,ELA/USDT,2.5806,2.6234,1.8516,2.0848,152665.06822353,348769.66784631348
1651968000,2022-05-08 00:00:00,ELA/USDT,2.6772,2.6989,2.5612,2.5627,29382.7663732,76576.965563858992
1651881600,2022-05-07 00:00:00,ELA/USDT,2.67,2.7589,2.6001,2.661,24568.31219665,65749.247801527163
1651795200,2022-05-06 00:00:00,ELA/USDT,2.6724,2.7739,2.6538,2.6677,18092.98497329,48677.78592891365
1651708800,2022-05-05 00:00:00,ELA/USDT,2.783,2.9048,2.6055,2.6721,43570.48010654,119272.010680301158
1651622400,2022-05-04 00:00:00,ELA/USDT,2.663,2.82,2.6599,2.8,41925.40612044,114072.906046609612
1651536000,2022-05-03 00:00:00,ELA/USDT,2.7341,2.82,2.5,2.663,50051.75636653,132340.578738672079
1651449600,2022-05-02 00:00:00,ELA/USDT,2.7001,2.8296,2.6817,2.7342,22947.75907761,62818.684712132183
1651363200,2022-05-01 00:00:00,ELA/USDT,2.7619,2.7801,2.606,2.7007,56762.51955974,154267.814986038486
1651276800,2022-04-30 00:00:00,ELA/USDT,2.8382,2.8382,2.7618,2.7619,34633.84710669,96257.182069141016
1651190400,2022-04-29 00:00:00,ELA/USDT,3.0443,3.1999,2.818,2.8383,43035.7382315,126307.009960373367
1651104000,2022-04-28 00:00:00,ELA/USDT,2.9484,3.1087,2.8179,3.0434,97876.41682519,290103.248305758713
1651017600,2022-04-27 00:00:00,ELA/USDT,2.7693,2.9704,2.7671,2.9484,48190.536128,138728.876720000067
1650931200,2022-04-26 00:00:00,ELA/USDT,2.9628,3,2.7414,2.7929,43726.62478864,125364.091342555666
1650844800,2022-04-25 00:00:00,ELA/USDT,2.7952,2.9698,2.6201,2.9629,66608.28353493,185312.562227321634
1650758400,2022-04-24 00:00:00,ELA/USDT,2.7923,2.8995,2.7549,2.7952,41160.00584513,115040.314898848114
1650672000,2022-04-23 00:00:00,ELA/USDT,2.8381,2.8478,2.7622,2.7922,29210.0320849,81325.355519011378
1650585600,2022-04-22 00:00:00,ELA/USDT,2.7601,2.9703,2.76,2.8258,72988.33945489,205815.332223011074
1650499200,2022-04-21 00:00:00,ELA/USDT,2.8996,2.995,2.7341,2.7603,75659.33516905,219270.155468055962
1650412800,2022-04-20 00:00:00,ELA/USDT,2.5379,3.182,2.3225,2.8997,531772.13575008,1449370.081166048621
1650326400,2022-04-19 00:00:00,ELA/USDT,2.8766,2.9835,2.4701,2.5585,222075.88692214,585302.621411015471
1650240000,2022-04-18 00:00:00,ELA/USDT,2.8241,3.0281,2.6843,2.8601,58871.99404283,165326.09839532706
1650153600,2022-04-17 00:00:00,ELA/USDT,3.0035,3.0035,2.8,2.8256,54351.88721288,156519.640445479621
1650067200,2022-04-16 00:00:00,ELA/USDT,3.1011,3.1011,2.8763,2.9815,28960.76689947,86320.227252674587
1649980800,2022-04-15 00:00:00,ELA/USDT,2.967,3.3,2.923,3.1011,68049.13105318,209457.152259105954
1649894400,2022-04-14 00:00:00,ELA/USDT,3.0753,3.1029,2.9337,2.9775,56772.77220328,171075.525436643046
1649808000,2022-04-13 00:00:00,ELA/USDT,3.0733,3.3257,3,3.0754,141713.08889927,448682.82997154765
1649721600,2022-04-12 00:00:00,ELA/USDT,2.7703,3.4434,2.7703,3.0733,306397.68927397,968948.244290423637
1649635200,2022-04-11 00:00:00,ELA/USDT,2.8704,2.9964,2.7111,2.7566,94952.14944292,271323.284047431957
1649548800,2022-04-10 00:00:00,ELA/USDT,3.0161,3.0415,2.868,2.8807,26837.31757799,78993.538296876469
1649462400,2022-04-09 00:00:00,ELA/USDT,2.916,3.0464,2.8982,3.0161,13385.72009247,39924.647267374367
1649376000,2022-04-08 00:00:00,ELA/USDT,2.9435,3.1028,2.8589,2.915,39002.07988523,116378.799091479863
1649289600,2022-04-07 00:00:00,ELA/USDT,2.9523,3.0225,2.8781,2.9435,48038.52981254,141572.951296107293
1649203200,2022-04-06 00:00:00,ELA/USDT,3.1011,3.1099,2.9133,2.9523,29054.76211158,87995.632090632697
1649116800,2022-04-05 00:00:00,ELA/USDT,3.1632,3.243,3.0432,3.1,34033.55802711,107195.206894406954
1649030400,2022-04-04 00:00:00,ELA/USDT,3.2129,3.2925,3.0169,3.1351,40411.53953593,128007.905594604571
1648944000,2022-04-03 00:00:00,ELA/USDT,3.2395,3.2822,3.1351,3.2331,30783.75226715,98759.38621632056
1648857600,2022-04-02 00:00:00,ELA/USDT,3.15,3.4154,3.15,3.2387,43740.10333295,143134.242815207147
1648771200,2022-04-01 00:00:00,ELA/USDT,3.2481,3.3184,2.9192,3.15,74410.58984315,238198.158797955931
1648684800,2022-03-31 00:00:00,ELA/USDT,3.5117,3.5368,3.2069,3.2459,43815.06471585,147749.079220166314
1648598400,2022-03-30 00:00:00,ELA/USDT,3.5381,3.5524,3.3982,3.5117,48223.1753923,168549.166261858523
1648512000,2022-03-29 00:00:00,ELA/USDT,3.6188,3.6453,3.5377,3.549,20472.2339267,73510.647308559612
1648425600,2022-03-28 00:00:00,ELA/USDT,3.6347,3.6947,3.5214,3.61,49522.80820807,177948.155383828696
1648339200,2022-03-27 00:00:00,ELA/USDT,3.3676,3.6575,3.3422,3.6025,30454.95478723,105880.705121092573
1648252800,2022-03-26 00:00:00,ELA/USDT,3.3755,3.4093,3.33,3.3676,16928.07983806,56650.227420612187
1648166400,2022-03-25 00:00:00,ELA/USDT,3.3869,3.4441,3.3209,3.3545,15604.88013588,52677.613804632779
1648080000,2022-03-24 00:00:00,ELA/USDT,3.3647,3.4155,3.3294,3.372,23703.51223765,80329.80115260303
1647993600,2022-03-23 00:00:00,ELA/USDT,3.329,3.3859,3.28,3.351,24054.67041689,79737.636814676334
1647907200,2022-03-22 00:00:00,ELA/USDT,3.3086,3.4774,3.292,3.3262,34430.92615234,116353.019380289167
1647820800,2022-03-21 00:00:00,ELA/USDT,3.29,3.3272,3.2656,3.3084,15267.6555144,50162.457434689
1647734400,2022-03-20 00:00:00,ELA/USDT,3.272,3.3,3.2634,3.2899,10972.54479706,36040.147954569552
1647648000,2022-03-19 00:00:00,ELA/USDT,3.2298,3.3857,3.2146,3.2611,21036.8636354,69250.558274992029
1647561600,2022-03-18 00:00:00,ELA/USDT,3.2153,3.2659,3.143,3.2298,16096.75425688,51490.061489888935
1647475200,2022-03-17 00:00:00,ELA/USDT,3.1311,3.2481,3.0767,3.2153,17254.46466557,54474.696938403509
1647388800,2022-03-16 00:00:00,ELA/USDT,3.0412,3.1851,2.9909,3.1038,26776.05002881,82536.821387549051
1647302400,2022-03-15 00:00:00,ELA/USDT,3.0443,3.1029,3,3.0429,16442.23369018,50030.853173935335
1647216000,2022-03-14 00:00:00,ELA/USDT,2.9904,3.1574,2.92,3.0491,39971.74525058,121196.631821297
1647129600,2022-03-13 00:00:00,ELA/USDT,2.9851,3.0888,2.9646,2.9866,14020.80288632,42409.197266474946
1647043200,2022-03-12 00:00:00,ELA/USDT,3.02,3.151,2.9388,2.9852,26606.44323685,80893.811626813948
1646956800,2022-03-11 00:00:00,ELA/USDT,3.2433,3.3421,2.9388,2.9926,58703.72750695,183365.077281989313
1646870400,2022-03-10 00:00:00,ELA/USDT,3.3315,3.3564,3.1804,3.2436,22040.32221928,72148.112405154154
1646784000,2022-03-09 00:00:00,ELA/USDT,3.2421,3.4606,3.2305,3.3315,48482.39177677,161826.59007883239
1646697600,2022-03-08 00:00:00,ELA/USDT,3.283,3.4403,3.2069,3.2421,26256.40986005,86774.574757574074
1646611200,2022-03-07 00:00:00,ELA/USDT,3.5,3.5,3.149,3.2616,45476.1076764,151499.426822479718
1646524800,2022-03-06 00:00:00,ELA/USDT,3.6554,3.6982,3.4944,3.5,17189.72202692,61978.046953891653
1646438400,2022-03-05 00:00:00,ELA/USDT,3.5437,3.7181,3.53,3.6554,18764.50404554,68424.072351457796
1646352000,2022-03-04 00:00:00,ELA/USDT,3.7463,3.7463,3.4639,3.5654,34449.15200781,125312.50906949603
1646265600,2022-03-03 00:00:00,ELA/USDT,3.7473,3.8947,3.688,3.748,23982.40725004,91055.971868868529
1646179200,2022-03-02 00:00:00,ELA/USDT,3.8049,3.9534,3.7185,3.7458,41723.94418658,158576.779784174762
1646092800,2022-03-01 00:00:00,ELA/USDT,3.7879,3.92,3.7345,3.8307,26272.91092663,100544.411088078892
1646006400,2022-02-28 00:00:00,ELA/USDT,3.4211,3.8544,3.41,3.7811,34859.47831596,127492.147252283067
1645920000,2022-02-27 00:00:00,ELA/USDT,3.4637,3.6199,3.38,3.4495,18567.70028187,64439.261322446218
1645833600,2022-02-26 00:00:00,ELA/USDT,3.534,3.603,3.3436,3.4637,28529.24135959,98658.246767134431
1645747200,2022-02-25 00:00:00,ELA/USDT,3.3293,3.6096,3.3249,3.534,15645.19492425,54816.923115368732
1645660800,2022-02-24 00:00:00,ELA/USDT,3.63,3.6369,3.0661,3.3293,130603.74645187,430353.833165643537
1645574400,2022-02-23 00:00:00,ELA/USDT,3.9192,3.9294,3.5,3.637,79724.69601775,296556.074520131862
1645488000,2022-02-22 00:00:00,ELA/USDT,3.95,3.9832,3.7,3.9031,44586.501633,169973.489182571814
1645401600,2022-02-21 00:00:00,ELA/USDT,4.0331,4.24,3.95,3.95,43570.06539358,178248.00749579797
1645315200,2022-02-20 00:00:00,ELA/USDT,3.9973,4.0614,3.8929,4.0274,33968.64540069,135204.221879458311
1645228800,2022-02-19 00:00:00,ELA/USDT,3.9885,4.2218,3.9047,3.983,51002.80656954,207320.065399542324
1645142400,2022-02-18 00:00:00,ELA/USDT,4.1874,4.3766,3.9199,3.98,40032.49711254,165842.753391370224
1645056000,2022-02-17 00:00:00,ELA/USDT,4.4942,4.648,4.05,4.1557,61322.53339539,269027.08084913467
1644969600,2022-02-16 00:00:00,ELA/USDT,4.3372,4.6002,4.2513,4.4942,44321.74900299,194720.553207491604
1644883200,2022-02-15 00:00:00,ELA/USDT,4.2348,4.5119,4.2346,4.3372,49401.87949177,216679.598261028764
1644796800,2022-02-14 00:00:00,ELA/USDT,4.1176,4.2665,4.0716,4.2347,32204.92941547,133854.411131575594
1644710400,2022-02-13 00:00:00,ELA/USDT,4.1629,4.3605,4.0894,4.1,42556.79972123,179287.906864116548
1644624000,2022-02-12 00:00:00,ELA/USDT,4.2821,4.3636,4.0378,4.1644,61118.39370073,256200.63351697004
1644537600,2022-02-11 00:00:00,ELA/USDT,4.5,4.5488,4.2081,4.2821,76041.56550839,332489.894366258721
1644451200,2022-02-10 00:00:00,ELA/USDT,4.7159,4.7516,4.3295,4.5322,110547.89800914,503118.373565872849
1644364800,2022-02-09 00:00:00,ELA/USDT,4.7451,4.9644,4.6076,4.7159,57809.78152913,274525.186320245644
1644278400,2022-02-08 00:00:00,ELA/USDT,5.1975,5.2481,4.3861,4.7668,154022.94931693,731485.089580622141
1644192000,2022-02-07 00:00:00,ELA/USDT,4.741,5.2,4.6136,5.1638,112086.94423285,557193.326309313513
1644105600,2022-02-06 00:00:00,ELA/USDT,4.7531,4.8834,4.47,4.7566,106127.58465833,496331.939098578049
1644019200,2022-02-05 00:00:00,ELA/USDT,4.6001,5.4074,4.4398,4.7696,166393.74371678,809085.904329026071
1643932800,2022-02-04 00:00:00,ELA/USDT,4.2182,4.68,4.1211,4.6157,101616.57795532,445342.660875825437
1643846400,2022-02-03 00:00:00,ELA/USDT,4.3355,5.0196,4.01,4.1959,149195.69345169,643784.801476803453
1643760000,2022-02-02 00:00:00,ELA/USDT,4.8337,4.8666,4.3269,4.3649,110860.31922082,508678.469106610855
1643673600,2022-02-01 00:00:00,ELA/USDT,5.1045,5.3399,4.6888,4.8354,122416.81342112,611156.790943522592
1643587200,2022-01-31 00:00:00,ELA/USDT,4.4701,5.42,4.3,5.112,183647.21989196,890092.017669250185
1643500800,2022-01-30 00:00:00,ELA/USDT,5.3335,5.34,4.41,4.4401,131810.10653939,636893.161837125637
1643414400,2022-01-29 00:00:00,ELA/USDT,5.061,5.5365,4.8572,5.3501,122608.55710807,632937.592836660906
