https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume JAR,Volume USDT
1663459200,2022-09-18 00:00:00,JAR/USDT,0.0016,0.0016,0.001585,0.001585,27893.6933,44.2328430636
1663372800,2022-09-17 00:00:00,JAR/USDT,0.001543,0.0017,0.001543,0.001602,8175068.3738,13231.0816807879
1663286400,2022-09-16 00:00:00,JAR/USDT,0.001525,0.001553,0.001497,0.001543,1590464.0603,2415.914399096
1663200000,2022-09-15 00:00:00,JAR/USDT,0.001606,0.001632,0.001515,0.001532,1720501.1419,2713.891448494
1663113600,2022-09-14 00:00:00,JAR/USDT,0.001628,0.001688,0.00155,0.001605,4274990.2366,6940.7132554231
1663027200,2022-09-13 00:00:00,JAR/USDT,0.001741,0.001764,0.001609,0.001638,4889103.7941,8198.2026039164
1662940800,2022-09-12 00:00:00,JAR/USDT,0.00171,0.00181,0.001666,0.001746,11560997.6969,20223.9122390048
1662854400,2022-09-11 00:00:00,JAR/USDT,0.001703,0.001816,0.001686,0.001711,18551545.4599,32386.8137889075
1662768000,2022-09-10 00:00:00,JAR/USDT,0.001725,0.001763,0.001652,0.001695,3837105.6633,6550.6290771188
1662681600,2022-09-09 00:00:00,JAR/USDT,0.001635,0.001765,0.001635,0.001725,9301184.9903,15909.7165083374
1662595200,2022-09-08 00:00:00,JAR/USDT,0.001584,0.002088,0.001556,0.001635,56707388.0242,103455.3026901571
1662508800,2022-09-07 00:00:00,JAR/USDT,0.001521,0.001713,0.001444,0.001581,25664739.07056265,40826.82129284153285
1662422400,2022-09-06 00:00:00,JAR/USDT,0.001606,0.001638,0.001516,0.001531,2834684.8224,4449.6545573792
1662336000,2022-09-05 00:00:00,JAR/USDT,0.001643,0.001648,0.001585,0.001607,2170974.8275,3484.2145769132
1662249600,2022-09-04 00:00:00,JAR/USDT,0.001691,0.001775,0.001602,0.001644,9247553.412,15403.0845036831
1662163200,2022-09-03 00:00:00,JAR/USDT,0.001597,0.001825,0.001569,0.001699,25258057.6406,43043.6097614441
1662076800,2022-09-02 00:00:00,JAR/USDT,0.001631,0.00166,0.001577,0.001588,1369510.3604,2208.9250006016
1661990400,2022-09-01 00:00:00,JAR/USDT,0.001655,0.001655,0.001542,0.001631,2764556.5211,4429.5222727328
1661904000,2022-08-31 00:00:00,JAR/USDT,0.001624,0.001728,0.001579,0.001645,4648613.9794,7704.8832552035
1661817600,2022-08-30 00:00:00,JAR/USDT,0.001673,0.0017,0.001534,0.001624,7060846.4565,11529.5382874128
1661731200,2022-08-29 00:00:00,JAR/USDT,0.001598,0.001693,0.001582,0.001662,5368149.598,8753.9213652781
1661644800,2022-08-28 00:00:00,JAR/USDT,0.001627,0.001683,0.001585,0.001598,1469030.1292,2397.8555168739
1661558400,2022-08-27 00:00:00,JAR/USDT,0.001655,0.001683,0.001603,0.001636,1885189.2735,3100.4961850441
1661472000,2022-08-26 00:00:00,JAR/USDT,0.001732,0.001783,0.00165,0.001666,2258647.5777,3865.1746496911
1661385600,2022-08-25 00:00:00,JAR/USDT,0.001788,0.001864,0.001719,0.001741,6020458.1117,10624.9251044617
1661299200,2022-08-24 00:00:00,JAR/USDT,0.001735,0.00198,0.001656,0.001787,14795915.1433,27070.8465953704
1661212800,2022-08-23 00:00:00,JAR/USDT,0.001723,0.001787,0.001688,0.001736,1474889.2977,2567.6620726828
1661126400,2022-08-22 00:00:00,JAR/USDT,0.001783,0.001783,0.00168,0.001723,1060737.1456,1833.2680375571
1661040000,2022-08-21 00:00:00,JAR/USDT,0.001708,0.001866,0.001684,0.001781,3141061.593,5547.4532366386
1660953600,2022-08-20 00:00:00,JAR/USDT,0.001702,0.001806,0.001657,0.001708,5180354.2951,8940.2048710029
1660867200,2022-08-19 00:00:00,JAR/USDT,0.001887,0.001887,0.001686,0.001699,3199416.8682,5664.3549639207
1660780800,2022-08-18 00:00:00,JAR/USDT,0.001927,0.001955,0.00185,0.001888,2377046.7718,4501.3828329025
1660694400,2022-08-17 00:00:00,JAR/USDT,0.001975,0.001994,0.001896,0.001935,4923336.708,9466.5805473762
1660608000,2022-08-16 00:00:00,JAR/USDT,0.002065,0.00215,0.001869,0.001975,8868547.8435,17583.0286402694
1660521600,2022-08-15 00:00:00,JAR/USDT,0.002062,0.002464,0.002002,0.002074,45793328.8247,99166.0011106661
1660435200,2022-08-14 00:00:00,JAR/USDT,0.001991,0.0021,0.001892,0.00205,8390637.9132,16667.5899901209
1660348800,2022-08-13 00:00:00,JAR/USDT,0.001934,0.002065,0.001921,0.001997,3809448.7764,7639.2723376791
1660262400,2022-08-12 00:00:00,JAR/USDT,0.001927,0.00195,0.001881,0.001935,2526277.873,4817.09641933
1660176000,2022-08-11 00:00:00,JAR/USDT,0.001967,0.002198,0.001915,0.001937,8192631.1844,16568.562692914
1660089600,2022-08-10 00:00:00,JAR/USDT,0.001787,0.002032,0.001787,0.001967,9098485.3051,17441.3251863362
1660003200,2022-08-09 00:00:00,JAR/USDT,0.001886,0.001936,0.001768,0.001781,3527989.9717,6508.455486981
1659916800,2022-08-08 00:00:00,JAR/USDT,0.001865,0.002051,0.001827,0.001885,17768206.0697,33901.9467025957
1659830400,2022-08-07 00:00:00,JAR/USDT,0.001816,0.002122,0.00177,0.001856,20338444.766,38809.8671044825
1659744000,2022-08-06 00:00:00,JAR/USDT,0.001837,0.001886,0.00178,0.001816,2102810.7039,3837.1440824631
1659657600,2022-08-05 00:00:00,JAR/USDT,0.001867,0.001887,0.001717,0.001837,15516894.3275,28018.1639759495
1659571200,2022-08-04 00:00:00,JAR/USDT,0.001903,0.002358,0.001814,0.00187,31860841.7816,65781.2188200514
1659484800,2022-08-03 00:00:00,JAR/USDT,0.001803,0.00195,0.001788,0.001903,6448301.1614,12118.5351918577
1659398400,2022-08-02 00:00:00,JAR/USDT,0.001834,0.001944,0.001741,0.001812,8899795.4028,15911.3815295376
1659312000,2022-08-01 00:00:00,JAR/USDT,0.001871,0.002041,0.001812,0.001834,5810447.3824,11090.9232756458
1659225600,2022-07-31 00:00:00,JAR/USDT,0.001802,0.001912,0.001787,0.001871,2128658.3725,3928.7193036019
1659139200,2022-07-30 00:00:00,JAR/USDT,0.001829,0.001922,0.001801,0.001807,2309915.0111,4346.0101589258
1659052800,2022-07-29 00:00:00,JAR/USDT,0.001903,0.001956,0.001815,0.001835,2574587.6413,4814.8056844017
1658966400,2022-07-28 00:00:00,JAR/USDT,0.001949,0.001999,0.001775,0.001902,6290380.1527,11906.7710800739
1658880000,2022-07-27 00:00:00,JAR/USDT,0.001762,0.001952,0.001747,0.001949,7986092.7354,14925.1170043558
1658793600,2022-07-26 00:00:00,JAR/USDT,0.001747,0.001876,0.001698,0.001762,9712259.1025,17321.2584612181
1658707200,2022-07-25 00:00:00,JAR/USDT,0.001785,0.001828,0.001681,0.001746,4147532.0848,7250.1114899552
1658620800,2022-07-24 00:00:00,JAR/USDT,0.001729,0.001856,0.001691,0.001785,11871221.8015,21149.3918988683
1658534400,2022-07-23 00:00:00,JAR/USDT,0.001781,0.001838,0.00169,0.001735,2348258.1844,4142.5839963061
1658448000,2022-07-22 00:00:00,JAR/USDT,0.001851,0.001912,0.001761,0.001782,6360354.4391,11754.5657681505
1658361600,2022-07-21 00:00:00,JAR/USDT,0.001903,0.001903,0.001705,0.001844,8512896.9791,15205.0472160751
1658275200,2022-07-20 00:00:00,JAR/USDT,0.002136,0.00219,0.001879,0.001904,11974985.2164,23881.9139167569
1658188800,2022-07-19 00:00:00,JAR/USDT,0.00213,0.002289,0.002001,0.002136,10547429.0551,22502.8080531317
1658102400,2022-07-18 00:00:00,JAR/USDT,0.002158,0.002949,0.001988,0.002125,98040973.00500714,245790.21077314104775
1658016000,2022-07-17 00:00:00,JAR/USDT,0.00169,0.0024,0.001664,0.002154,96794214.1492,204761.7148966325
1657929600,2022-07-16 00:00:00,JAR/USDT,0.001697,0.001789,0.001594,0.00169,12507264.88657906,21019.18094232681652
1657843200,2022-07-15 00:00:00,JAR/USDT,0.001655,0.001832,0.001601,0.001709,13516666.0804,23115.4006675489
1657756800,2022-07-14 00:00:00,JAR/USDT,0.001603,0.001709,0.001577,0.001665,5327207.6354,8706.0360460183
1657670400,2022-07-13 00:00:00,JAR/USDT,0.001676,0.001728,0.00152,0.001605,19170658.9512,30275.0848333299
1657584000,2022-07-12 00:00:00,JAR/USDT,0.001682,0.001735,0.00165,0.001676,3974226.1137,6695.9534645551
1657497600,2022-07-11 00:00:00,JAR/USDT,0.001812,0.001825,0.001681,0.001682,3327743.0454,5754.9470045621
1657411200,2022-07-10 00:00:00,JAR/USDT,0.001947,0.002024,0.0018,0.001812,7252592.0488,13844.9787982597
1657324800,2022-07-09 00:00:00,JAR/USDT,0.001959,0.002499,0.001872,0.001947,44090270.4349,94373.5962172681
1657238400,2022-07-08 00:00:00,JAR/USDT,0.001943,0.002067,0.001895,0.001959,3154493.8875,6176.7011920536
1657152000,2022-07-07 00:00:00,JAR/USDT,0.001912,0.002125,0.001819,0.001943,19508955.15783242,38536.24152481157496
1657065600,2022-07-06 00:00:00,JAR/USDT,0.001669,0.002126,0.001615,0.001922,21165358.7125848,39811.43288961108141
1656979200,2022-07-05 00:00:00,JAR/USDT,0.001793,0.001817,0.001662,0.001681,1631251.8933291,2818.93582369689938
1656892800,2022-07-04 00:00:00,JAR/USDT,0.001721,0.001817,0.001669,0.001782,3207158.73055263,5568.82837416962024
1656806400,2022-07-03 00:00:00,JAR/USDT,0.001823,0.00183,0.001703,0.001718,3425639.56799212,6031.37178872673329
1656720000,2022-07-02 00:00:00,JAR/USDT,0.001961,0.001985,0.0018,0.001814,3708237.94025772,6848.67531642500368
1656633600,2022-07-01 00:00:00,JAR/USDT,0.001903,0.002078,0.001899,0.001953,2422190.03924054,4799.0167321166774
1656547200,2022-06-30 00:00:00,JAR/USDT,0.00191,0.002125,0.001835,0.001912,8149121.80622181,15916.5834900546942
1656460800,2022-06-29 00:00:00,JAR/USDT,0.002007,0.002012,0.001826,0.001902,6618600.30411729,12777.98200850681253
1656374400,2022-06-28 00:00:00,JAR/USDT,0.002087,0.00216,0.001977,0.002007,2820078.2783715,5841.26793027260647
1656288000,2022-06-27 00:00:00,JAR/USDT,0.002161,0.002289,0.002055,0.002098,2452920.94595216,5367.29180836539224
1656201600,2022-06-26 00:00:00,JAR/USDT,0.002282,0.002287,0.002121,0.002161,4125104.92559775,9054.02092711502176
1656115200,2022-06-25 00:00:00,JAR/USDT,0.00231,0.002426,0.00211,0.002291,5201520.55966619,11652.28996033310133
1656028800,2022-06-24 00:00:00,JAR/USDT,0.002253,0.002439,0.002189,0.002308,6554049.62378686,15135.31046852489497
1655942400,2022-06-23 00:00:00,JAR/USDT,0.002145,0.002294,0.002135,0.002241,3329584.02489935,7276.63440121385333
1655856000,2022-06-22 00:00:00,JAR/USDT,0.002131,0.002299,0.002013,0.002145,8825272.67484815,19270.3353850880908
1655769600,2022-06-21 00:00:00,JAR/USDT,0.002061,0.002249,0.002001,0.00213,6309427.64353962,13316.80911665341389
1655683200,2022-06-20 00:00:00,JAR/USDT,0.00203,0.002097,0.001845,0.002063,7199969.83622925,14239.3640111909928
1655596800,2022-06-19 00:00:00,JAR/USDT,0.001823,0.002068,0.001774,0.00203,8280591.36716841,15931.7567049426811
1655510400,2022-06-18 00:00:00,JAR/USDT,0.00214,0.002159,0.001684,0.001821,11952619.06234169,22739.56304956428523
1655424000,2022-06-17 00:00:00,JAR/USDT,0.002095,0.002388,0.002013,0.002144,12322596.916013,26598.00723611184799
1655337600,2022-06-16 00:00:00,JAR/USDT,0.002268,0.002411,0.002054,0.002087,12546261.53222388,27574.29449232242225
1655251200,2022-06-15 00:00:00,JAR/USDT,0.002308,0.002351,0.001978,0.002268,10744419.92005651,23566.69949394351497
1655164800,2022-06-14 00:00:00,JAR/USDT,0.002199,0.002518,0.002156,0.00232,16250410.16019903,38345.29808974104973
