https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume TOKO,Volume BTC
1663459200,2022-09-18 00:00:00,TOKO/BTC,0.000000142,0.0000001442,0.000000142,0.0000001442,4215.3605,0.00060727720614
1663372800,2022-09-17 00:00:00,TOKO/BTC,0.000000141,0.0000001426,0.0000001372,0.000000141,241931.173,0.03387862210007
1663286400,2022-09-16 00:00:00,TOKO/BTC,0.0000001478,0.0000001518,0.00000014,0.0000001412,771164.7016,0.1116367975448
1663200000,2022-09-15 00:00:00,TOKO/BTC,0.000000149,0.00000015,0.0000001442,0.0000001478,1372040.8272,0.20284219055633
1663113600,2022-09-14 00:00:00,TOKO/BTC,0.0000001515,0.0000001529,0.0000001442,0.000000147,3300359.4566,0.48629195405497
1663027200,2022-09-13 00:00:00,TOKO/BTC,0.0000001526,0.0000001566,0.00000014,0.0000001518,2261003.2322,0.33505292509976
1662940800,2022-09-12 00:00:00,TOKO/BTC,0.0000001446,0.00000017,0.00000014,0.0000001526,1681531.7981,0.26660700495307
1662854400,2022-09-11 00:00:00,TOKO/BTC,0.0000001423,0.0000001516,0.0000001415,0.0000001449,139992.1273,0.02039488990276
1662768000,2022-09-10 00:00:00,TOKO/BTC,0.00000015,0.0000001518,0.0000001407,0.000000143,291366.9255,0.04291817007267
1662681600,2022-09-09 00:00:00,TOKO/BTC,0.0000001746,0.0000001758,0.0000001463,0.0000001515,1802430.0535,0.28582483715763
1662595200,2022-09-08 00:00:00,TOKO/BTC,0.0000001626,0.000000185,0.000000161,0.0000001758,1036946.5631,0.18341038566246
1662508800,2022-09-07 00:00:00,TOKO/BTC,0.0000001533,0.0000001638,0.0000001533,0.0000001638,1781251.6656,0.28330930412251
1662422400,2022-09-06 00:00:00,TOKO/BTC,0.000000159,0.0000001614,0.0000001518,0.0000001535,430970.1219,0.06784461023685
1662336000,2022-09-05 00:00:00,TOKO/BTC,0.000000161,0.0000001711,0.000000158,0.0000001595,1254308.9065,0.20172298782096
1662249600,2022-09-04 00:00:00,TOKO/BTC,0.0000001591,0.0000001649,0.0000001591,0.0000001614,316672.0093,0.05181242592387
1662163200,2022-09-03 00:00:00,TOKO/BTC,0.0000001587,0.000000167,0.0000001585,0.0000001591,476042.1087,0.07861615540138
1662076800,2022-09-02 00:00:00,TOKO/BTC,0.0000001583,0.0000001626,0.0000001562,0.0000001581,486699.9314,0.07747781349227
1661990400,2022-09-01 00:00:00,TOKO/BTC,0.000000166,0.000000166,0.0000001578,0.0000001589,808365.8202,0.12947915424646
1661904000,2022-08-31 00:00:00,TOKO/BTC,0.0000001626,0.0000001688,0.0000001594,0.0000001656,703453.3663,0.11370310778581
1661817600,2022-08-30 00:00:00,TOKO/BTC,0.000000159,0.0000001652,0.0000001548,0.0000001638,1440169.334,0.23451370356371
1661731200,2022-08-29 00:00:00,TOKO/BTC,0.0000001728,0.000000173,0.0000001566,0.0000001588,532701.9139,0.08836501256087
1661644800,2022-08-28 00:00:00,TOKO/BTC,0.0000001779,0.0000001792,0.0000001668,0.0000001742,361444.0154,0.06213994556774
1661558400,2022-08-27 00:00:00,TOKO/BTC,0.000000182,0.0000001885,0.000000176,0.0000001794,1279732.7101,0.23752933616698
1661472000,2022-08-26 00:00:00,TOKO/BTC,0.0000001896,0.0000001987,0.000000171,0.0000001818,3367751.6165,0.61198313583518
1661385600,2022-08-25 00:00:00,TOKO/BTC,0.0000001938,0.0000001938,0.0000001862,0.0000001884,1314565.0243,0.24963607700167
1661299200,2022-08-24 00:00:00,TOKO/BTC,0.0000001974,0.0000001988,0.0000001878,0.0000001926,247698.3827,0.04732507615504
1661212800,2022-08-23 00:00:00,TOKO/BTC,0.0000001926,0.0000001984,0.0000001872,0.0000001974,262154.0269,0.0504789621687
1661126400,2022-08-22 00:00:00,TOKO/BTC,0.0000002106,0.0000002106,0.0000001928,0.0000001928,1134746.9096,0.22501557359355
1661040000,2022-08-21 00:00:00,TOKO/BTC,0.0000002034,0.0000002196,0.0000002013,0.0000002118,493173.4631,0.10471824543612
1660953600,2022-08-20 00:00:00,TOKO/BTC,0.0000002046,0.000000206,0.000000198,0.0000002046,507618.6277,0.10185811360969
1660867200,2022-08-19 00:00:00,TOKO/BTC,0.0000001969,0.000000212,0.0000001935,0.000000206,1489126.1377,0.30112466134674
