https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume PUSH,Volume USDT
1663459200,2022-09-18 00:00:00,PUSH/USDT,0.2916,0.2928,0.2807,0.2864,43724.7498,12595.20269117
1663372800,2022-09-17 00:00:00,PUSH/USDT,0.2759,0.3005,0.2751,0.2922,820003.776,234041.8397418
1663286400,2022-09-16 00:00:00,PUSH/USDT,0.2845,0.2863,0.2727,0.2764,941344.54,261297.16882966
1663200000,2022-09-15 00:00:00,PUSH/USDT,0.3005,0.3107,0.2727,0.2845,922548.315,270222.58881104
1663113600,2022-09-14 00:00:00,PUSH/USDT,0.2987,0.3031,0.2904,0.3011,893822.33,266818.49133497
1663027200,2022-09-13 00:00:00,PUSH/USDT,0.3189,0.3201,0.2939,0.2993,779800.5269,240646.35249148
1662940800,2022-09-12 00:00:00,PUSH/USDT,0.3193,0.3304,0.3116,0.3192,766104.9461,245020.70992209
1662854400,2022-09-11 00:00:00,PUSH/USDT,0.3263,0.33,0.311,0.3187,825541.0931,267371.8796581
1662768000,2022-09-10 00:00:00,PUSH/USDT,0.3223,0.3272,0.3189,0.3269,746505.1484,241083.76133906
1662681600,2022-09-09 00:00:00,PUSH/USDT,0.3052,0.3232,0.3024,0.3232,778347.786,245188.42156064
1662595200,2022-09-08 00:00:00,PUSH/USDT,0.3087,0.312,0.3021,0.3047,825564.2337,252617.44616093
1662508800,2022-09-07 00:00:00,PUSH/USDT,0.3048,0.3115,0.2961,0.3091,755791.4137,226906.47845128
1662422400,2022-09-06 00:00:00,PUSH/USDT,0.311,0.3209,0.3034,0.3054,853500.8457,266965.86404771
1662336000,2022-09-05 00:00:00,PUSH/USDT,0.3022,0.312,0.2969,0.3116,812334.4674,245723.74306672
1662249600,2022-09-04 00:00:00,PUSH/USDT,0.304,0.3081,0.297,0.3023,839922.2319,253715.98734392
1662163200,2022-09-03 00:00:00,PUSH/USDT,0.3019,0.3057,0.2968,0.3034,814079.7046,245553.13334266
1662076800,2022-09-02 00:00:00,PUSH/USDT,0.306,0.3135,0.3003,0.3026,732002.0151,225255.56539556
1661990400,2022-09-01 00:00:00,PUSH/USDT,0.3039,0.3113,0.2914,0.3066,720567.7435,218824.71131562
1661904000,2022-08-31 00:00:00,PUSH/USDT,0.2986,0.3136,0.2961,0.3038,821384.1721,251240.55365762
1661817600,2022-08-30 00:00:00,PUSH/USDT,0.2971,0.3121,0.2917,0.2992,751212.0106,226287.58129211
1661731200,2022-08-29 00:00:00,PUSH/USDT,0.2906,0.2981,0.2858,0.2976,758208.5327,221738.89543135
1661644800,2022-08-28 00:00:00,PUSH/USDT,0.2918,0.3005,0.2841,0.2912,935879.6868,272704.3931368
1661558400,2022-08-27 00:00:00,PUSH/USDT,0.3065,0.3075,0.287,0.2918,933494.5395,274605.85434918
1661472000,2022-08-26 00:00:00,PUSH/USDT,0.3338,0.3347,0.3061,0.3066,922064.259,298207.01177083
1661385600,2022-08-25 00:00:00,PUSH/USDT,0.3403,0.3405,0.333,0.3341,834288.071,279837.8326324
1661299200,2022-08-24 00:00:00,PUSH/USDT,0.3393,0.3465,0.333,0.3401,858178.652,289936.06021553
1661212800,2022-08-23 00:00:00,PUSH/USDT,0.3434,0.3499,0.3381,0.339,827952.0138,283703.05204975
1661126400,2022-08-22 00:00:00,PUSH/USDT,0.3512,0.3527,0.3433,0.3435,843172.7955,294402.92933385
1661040000,2022-08-21 00:00:00,PUSH/USDT,0.3567,0.3612,0.3511,0.3516,806939.3302,286936.40517575
1660953600,2022-08-20 00:00:00,PUSH/USDT,0.3643,0.3674,0.3564,0.3573,788880.6201,285988.57430254
1660867200,2022-08-19 00:00:00,PUSH/USDT,0.3846,0.3871,0.3638,0.3656,806706.6635,299162.81098775
1660780800,2022-08-18 00:00:00,PUSH/USDT,0.3805,0.3919,0.3736,0.3859,641776.6384,244464.19003803
1660694400,2022-08-17 00:00:00,PUSH/USDT,0.3835,0.4054,0.3753,0.3794,631027.7997,244794.34506194
1660608000,2022-08-16 00:00:00,PUSH/USDT,0.384,0.3945,0.3789,0.3846,596961.7888,229661.29129579
1660521600,2022-08-15 00:00:00,PUSH/USDT,0.3915,0.402,0.3813,0.3843,560548.9387,218877.76779546
1660435200,2022-08-14 00:00:00,PUSH/USDT,0.3914,0.4066,0.3835,0.3924,600371.2283,236316.94711914
1660348800,2022-08-13 00:00:00,PUSH/USDT,0.3746,0.3981,0.374,0.3918,488129.9525,188103.51714063
1660262400,2022-08-12 00:00:00,PUSH/USDT,0.3796,0.399,0.374,0.3763,753014.0909,287280.76064664
1660176000,2022-08-11 00:00:00,PUSH/USDT,0.3988,0.4031,0.3776,0.3785,632381.2584,245041.72830915
1660089600,2022-08-10 00:00:00,PUSH/USDT,0.3836,0.4319,0.3783,0.3994,513878.5268,202990.56900407
1660003200,2022-08-09 00:00:00,PUSH/USDT,0.4007,0.4056,0.378,0.3829,661681.671,258278.11075617
1659916800,2022-08-08 00:00:00,PUSH/USDT,0.3922,0.42,0.3896,0.3987,408338.086,163647.19980211
