https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USDC,Volume USDT
1663462800,2022-09-18 01:00:00,USDC/USDT,0.99995,0.99995,0.99993,0.99995,133307.70422581,133300.3658325267095
1663459200,2022-09-18 00:00:00,USDC/USDT,0.99994,0.99995,0.99994,0.99994,2164882.6251413,2164763.482065472935
1663455600,2022-09-17 23:00:00,USDC/USDT,0.99994,0.99995,0.99993,0.99995,1121123.30098649,1121056.1715454536105
1663452000,2022-09-17 22:00:00,USDC/USDT,0.99993,0.99994,0.99993,0.99994,714892.43173142,714846.1521277901148
1663448400,2022-09-17 21:00:00,USDC/USDT,0.99998,0.99998,0.99993,0.99994,1272387.1561323,1272312.1476003763404
1663444800,2022-09-17 20:00:00,USDC/USDT,0.99996,0.99998,0.99995,0.99998,1132862.89715273,1132821.2544007626432
1663441200,2022-09-17 19:00:00,USDC/USDT,0.99996,0.99998,0.99995,0.99996,1735536.82058531,1735461.2185083175876
1663437600,2022-09-17 18:00:00,USDC/USDT,0.99996,0.99996,0.99994,0.99995,3181937.78269943,3181799.6894080150228
1663434000,2022-09-17 17:00:00,USDC/USDT,0.99996,0.99996,0.99995,0.99995,6062893.52039668,6062641.6983823531328
1663430400,2022-09-17 16:00:00,USDC/USDT,0.99999,1,0.9999,0.99996,6360594.81508978,6360371.1810092886074
1663426800,2022-09-17 15:00:00,USDC/USDT,0.99999,1.00001,0.99998,1,8701847.0566018,8701792.8062971264178
1663423200,2022-09-17 14:00:00,USDC/USDT,0.99998,1,0.99997,0.99999,7741694.68346122,7741625.4067624124878
1663419600,2022-09-17 13:00:00,USDC/USDT,0.99998,0.99999,0.99998,0.99999,4773096.26696384,4773038.0107572753616
1663416000,2022-09-17 12:00:00,USDC/USDT,0.99999,0.99999,0.99998,0.99999,1454115.77294301,1454097.5182918065699
1663412400,2022-09-17 11:00:00,USDC/USDT,0.99999,0.99999,0.99998,0.99999,196116.98806624,196114.2856508913376
1663408800,2022-09-17 10:00:00,USDC/USDT,0.99999,0.99999,0.99998,0.99998,185651.91772648,185649.4394129797352
1663405200,2022-09-17 09:00:00,USDC/USDT,1,1,0.99997,0.99999,1280535.07142398,1280522.2771995057482
1663401600,2022-09-17 08:00:00,USDC/USDT,1.00002,1.00003,0.99999,0.99999,4103877.22170666,4103985.5593171242022
1663398000,2022-09-17 07:00:00,USDC/USDT,1.00003,1.00003,1.00002,1.00003,7107352.94754602,7107563.8952144753806
1663394400,2022-09-17 06:00:00,USDC/USDT,1.00002,1.00003,1.00002,1.00003,7165048.87853012,7165260.8698730949036
1663390800,2022-09-17 05:00:00,USDC/USDT,1.00001,1.00003,1.00001,1.00003,5403471.90511112,5403615.777405514829
1663387200,2022-09-17 04:00:00,USDC/USDT,1.00007,1.00008,1,1.00001,2180361.67739712,2180473.6569204173589
1663383600,2022-09-17 03:00:00,USDC/USDT,1.00007,1.00008,1.00007,1.00008,971324.06264006,971396.8487468812048
1663380000,2022-09-17 02:00:00,USDC/USDT,1.00005,1.00009,1.00005,1.00008,1443650.29546169,1443744.3961160289204
1663376400,2022-09-17 01:00:00,USDC/USDT,1.00006,1.00007,1.00005,1.00006,2861568.31837148,2861745.2591681271004
1663372800,2022-09-17 00:00:00,USDC/USDT,1.00008,1.00009,1.00005,1.00006,5677596.45339042,5677998.7176251162942
1663369200,2022-09-16 23:00:00,USDC/USDT,1.00008,1.00009,1.00008,1.00008,7287708.32087156,7288353.9747765574404
1663365600,2022-09-16 22:00:00,USDC/USDT,1.00009,1.00009,1.00008,1.00009,8727836.01586392,8728607.7329598757528
1663362000,2022-09-16 21:00:00,USDC/USDT,1.00011,1.00013,1.00008,1.00009,2022886.26149126,2023075.1336369496392
1663358400,2022-09-16 20:00:00,USDC/USDT,1.00012,1.00013,1.00008,1.00011,2149895.48305278,2150111.4820264473326
1663354800,2022-09-16 19:00:00,USDC/USDT,1.00013,1.00014,1.0001,1.00012,2642898.34465989,2643214.1246208013644
1663351200,2022-09-16 18:00:00,USDC/USDT,1.0001,1.00019,1.00009,1.00014,5628977.37320275,5629879.018179372833
1663347600,2022-09-16 17:00:00,USDC/USDT,1.00008,1.0001,1.00008,1.0001,4369796.53206179,4370191.9505354379782
1663344000,2022-09-16 16:00:00,USDC/USDT,1.00008,1.0001,1.00007,1.00009,4159151.70578064,4159497.2889615878156
1663340400,2022-09-16 15:00:00,USDC/USDT,1.00007,1.0001,1.00006,1.00009,5371219.48609389,5371651.8455267638737
1663336800,2022-09-16 14:00:00,USDC/USDT,1.00008,1.00008,1.00005,1.00006,5913781.15057733,5914183.487295236292
1663333200,2022-09-16 13:00:00,USDC/USDT,1.00008,1.00009,1.00007,1.00008,6488953.26869445,6489471.8535431477492
1663329600,2022-09-16 12:00:00,USDC/USDT,1.00007,1.00008,1.00005,1.00008,4793795.92119957,4794119.731719191119
1663326000,2022-09-16 11:00:00,USDC/USDT,1.00006,1.00007,1.00006,1.00006,1862359.66444452,1862482.7874310171164
1663322400,2022-09-16 10:00:00,USDC/USDT,1.00005,1.00007,1.00005,1.00006,7207022.97689424,7207462.8596840183626
1663318800,2022-09-16 09:00:00,USDC/USDT,1.00006,1.00007,1.00001,1.00006,2800784.63739875,2800906.9061508434375
1663315200,2022-09-16 08:00:00,USDC/USDT,1.00009,1.00009,1.00006,1.00006,5862445.22328628,5862905.9654005994849
1663311600,2022-09-16 07:00:00,USDC/USDT,1.00007,1.00009,1.00006,1.00009,7891432.77671478,7892044.2481389012681
1663308000,2022-09-16 06:00:00,USDC/USDT,1.00006,1.00008,1.00005,1.00007,7952418.40671617,7952950.0092158045947
1663304400,2022-09-16 05:00:00,USDC/USDT,1.00005,1.00008,1.00004,1.00006,2419318.63370206,2419454.5913855982341
1663300800,2022-09-16 04:00:00,USDC/USDT,1.00004,1.00005,1.00003,1.00005,2358849.75247728,2358945.2605781325471
1663297200,2022-09-16 03:00:00,USDC/USDT,1.00005,1.00007,1.00003,1.00004,2018699.01953681,2018816.5457217908668
1663293600,2022-09-16 02:00:00,USDC/USDT,1.00004,1.00006,1.00002,1.00005,7979731.67530717,7980049.3048781718539
1663290000,2022-09-16 01:00:00,USDC/USDT,1.00009,1.00009,1.00004,1.00005,3941918.47515655,3942219.799749769495
1663286400,2022-09-16 00:00:00,USDC/USDT,1.00007,1.0001,1.00007,1.00009,4846940.73161563,4847352.8287490437102
1663282800,2022-09-15 23:00:00,USDC/USDT,1.00009,1.0001,1.00007,1.00008,2893616.25985708,2893837.8757201929383
1663279200,2022-09-15 22:00:00,USDC/USDT,1.00008,1.00011,1.00006,1.0001,2365290.00699099,2365483.4752521370092
1663275600,2022-09-15 21:00:00,USDC/USDT,1.00007,1.0001,1.00004,1.0001,1579234.77441257,1579336.9201634062145
1663272000,2022-09-15 20:00:00,USDC/USDT,1.00009,1.0001,1.00004,1.00008,1647971.68493895,1648088.9673738469034
1663268400,2022-09-15 19:00:00,USDC/USDT,1.00004,1.0001,1.00002,1.00009,2027012.25637579,2027141.3257706541061
1663264800,2022-09-15 18:00:00,USDC/USDT,1.00002,1.00006,1.00001,1.00004,2148309.83462412,2148374.4380220027278
1663261200,2022-09-15 17:00:00,USDC/USDT,1.00006,1.00006,1,1.00002,2338198.70441159,2338265.559607507258
1663257600,2022-09-15 16:00:00,USDC/USDT,1.0001,1.00016,1.00003,1.00005,2968800.3631484,2969018.4031770713992
1663254000,2022-09-15 15:00:00,USDC/USDT,1.00001,1.0001,1,1.00009,2730841.50243813,2731047.3473255619119
1663250400,2022-09-15 14:00:00,USDC/USDT,0.99999,1.00002,0.99999,1.00002,1660951.39262583,1660954.3457169365205
1663246800,2022-09-15 13:00:00,USDC/USDT,1,1.00003,0.99998,0.99999,1481530.81772503,1481541.4886174649535
1663243200,2022-09-15 12:00:00,USDC/USDT,0.99999,1.00005,0.99992,1,1535933.04894732,1535936.4295310608843
1663239600,2022-09-15 11:00:00,USDC/USDT,0.99993,1,0.9999,0.99999,1930602.71795596,1930505.9032999111597
1663236000,2022-09-15 10:00:00,USDC/USDT,0.99985,0.99994,0.99985,0.99992,2097542.97709112,2097314.0611960773522
1663232400,2022-09-15 09:00:00,USDC/USDT,0.9998,0.99986,0.99979,0.99985,2659203.51365747,2658773.8045456620783
1663228800,2022-09-15 08:00:00,USDC/USDT,0.99979,0.9998,0.9997,0.9998,2907433.1629414,2906738.0503535670499
1663225200,2022-09-15 07:00:00,USDC/USDT,0.99976,0.99981,0.9997,0.99979,2827886.70802754,2827228.555936409463
1663221600,2022-09-15 06:00:00,USDC/USDT,0.99978,0.99981,0.9997,0.99975,3041528.55709983,3040829.6424845194416
1663218000,2022-09-15 05:00:00,USDC/USDT,0.9998,0.99983,0.9997,0.99978,927159.70298855,926955.1932199370223
1663214400,2022-09-15 04:00:00,USDC/USDT,0.99981,0.99981,0.9997,0.9998,1117781.27487259,1117549.5826869512695
1663210800,2022-09-15 03:00:00,USDC/USDT,0.99983,0.99984,0.9998,0.9998,1643974.48927575,1643671.9707843699548
1663207200,2022-09-15 02:00:00,USDC/USDT,0.99982,0.99988,0.99968,0.99982,1742067.65650689,1741766.9894872808271
1663203600,2022-09-15 01:00:00,USDC/USDT,0.99988,1.00002,0.9998,0.99983,1439576.37743902,1439428.036911288093
1663200000,2022-09-15 00:00:00,USDC/USDT,0.99989,0.9999,0.9998,0.99987,1331717.99864924,1331516.7209827771145
1663196400,2022-09-14 23:00:00,USDC/USDT,0.99989,0.9999,0.9998,0.99989,1147163.35470886,1147016.2564932712982
1663192800,2022-09-14 22:00:00,USDC/USDT,0.99989,0.9999,0.9998,0.99988,1123341.43002692,1123199.7129917233953
1663189200,2022-09-14 21:00:00,USDC/USDT,0.99991,0.99999,0.99988,0.9999,1032763.15872975,1032674.7714976887152
1663185600,2022-09-14 20:00:00,USDC/USDT,0.99993,0.99993,0.9999,0.99991,1037642.86863179,1037558.706217346804
1663182000,2022-09-14 19:00:00,USDC/USDT,0.99999,1,0.99986,0.99993,1200789.27300358,1200715.7691557519329
1663178400,2022-09-14 18:00:00,USDC/USDT,0.99995,1,0.9999,1,2762401.22737027,2762261.6869013184095
1663174800,2022-09-14 17:00:00,USDC/USDT,0.99996,0.99997,0.99994,0.99994,2617236.3757296,2617119.7448011119144
1663171200,2022-09-14 16:00:00,USDC/USDT,1,1,0.99996,0.99996,2135214.50142448,2135151.0309638775024
1663167600,2022-09-14 15:00:00,USDC/USDT,1.00001,1.00001,0.99999,1,869622.97241756,869624.6824297218756
1663164000,2022-09-14 14:00:00,USDC/USDT,0.99995,1.00001,0.99994,1,3342746.81405506,3342700.6692270602769
1663160400,2022-09-14 13:00:00,USDC/USDT,0.99999,0.99999,0.99991,0.99994,3997670.33887799,3997568.495808431527
1663156800,2022-09-14 12:00:00,USDC/USDT,0.99996,0.99999,0.99996,0.99998,3973076.86917652,3972995.5237960060136
1663153200,2022-09-14 11:00:00,USDC/USDT,1,1,0.99996,0.99996,1521975.50765246,1521932.4266927769903
1663149600,2022-09-14 10:00:00,USDC/USDT,1.00002,1.00003,0.99999,1,1367714.12592047,1367743.18600938666
1663146000,2022-09-14 09:00:00,USDC/USDT,1.00005,1.00007,1.00002,1.00003,1833605.19984806,1833713.8494675525669
1663142400,2022-09-14 08:00:00,USDC/USDT,1.00007,1.00007,1.00005,1.00005,2975967.98064069,2976154.6007923531054
1663138800,2022-09-14 07:00:00,USDC/USDT,1.00005,1.00008,1.00004,1.00007,3063594.67656086,3063769.4942367551173
1663135200,2022-09-14 06:00:00,USDC/USDT,1.00003,1.00007,1.00002,1.00004,1988314.75126839,1988389.0932422871993
