https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume EUR,Volume ATOM
1663549200000,2022-09-19 01:00:00,ATOM/EUR,15.095251,15.149642,15.095251,15.125219,214.77810979999998,14.2
1663545600000,2022-09-19 00:00:00,ATOM/EUR,14.656609,15.645618,14.656609,15.090457,618.708737,41.0
1663542000000,2022-09-18 23:00:00,ATOM/EUR,15.333348,15.548386,14.507411,15.273102,749.9093082,49.1
1663538400000,2022-09-18 22:00:00,ATOM/EUR,14.826393,15.685192,13.6,15.685192,810.5322967568519,51.67500001
1663534800000,2022-09-18 21:00:00,ATOM/EUR,15.723263,15.723263,14.8,14.807411,955.078009351926,64.49999999
1663531200000,2022-09-18 20:00:00,ATOM/EUR,15.280422,15.373929,14.899244,15.349456,932.6453773169416,60.76080985
1663527600000,2022-09-18 19:00:00,ATOM/EUR,15.327833,15.593809,15.245502,15.45694,721.839098,46.7
1663524000000,2022-09-18 18:00:00,ATOM/EUR,15.629465,15.896293,15.189394,15.320335,546.9359595000001,35.7
1663520400000,2022-09-18 17:00:00,ATOM/EUR,15.606134,15.941021,15.262319,15.262319,854.689864,56.0
1663516800000,2022-09-18 16:00:00,ATOM/EUR,15.8812,16.050611,15.351915,15.542322,651.2232918,41.9
1663513200000,2022-09-18 15:00:00,ATOM/EUR,15.640055,16.09842,15.387274,15.447914,948.5019196000001,61.4
1663509600000,2022-09-18 14:00:00,ATOM/EUR,15.817002,16.082782,15.43521,15.567094,842.912463755469,54.14706584
1663506000000,2022-09-18 13:00:00,ATOM/EUR,15.752036,16.143093,15.460046,16.025826,785.2654739999999,49.0
1663502400000,2022-09-18 12:00:00,ATOM/EUR,15.663191,16.194961,15.530762,15.809935,768.362841,48.6
1663498800000,2022-09-18 11:00:00,ATOM/EUR,16.077967,16.077967,15.543859,15.543859,683.929796,44.0
1663495200000,2022-09-18 10:00:00,ATOM/EUR,16.237727,16.237727,15.597984,15.754955,776.7192815,49.3
1663491600000,2022-09-18 09:00:00,ATOM/EUR,16.070522,17.0,15.627522,15.768032,1076.7518217787679,68.28701399
1663488000000,2022-09-18 08:00:00,ATOM/EUR,15.742453,16.522936,15.441206,16.330514,961.8672746,58.9
1663484400000,2022-09-18 07:00:00,ATOM/EUR,15.984044,16.500989,15.446232,16.403858,985.8718658,60.1
1663480800000,2022-09-18 06:00:00,ATOM/EUR,16.139847,16.516578,15.736645,16.364741,765.8698787999999,46.8
1663477200000,2022-09-18 05:00:00,ATOM/EUR,16.104748,16.628458,15.760267,16.134659,788.9848251,48.9
1663473600000,2022-09-18 04:00:00,ATOM/EUR,15.924134,16.89999,15.2,16.133413,1144.0400629661779,70.91122399
1663470000000,2022-09-18 03:00:00,ATOM/EUR,15.873987,16.908993,15.53204,16.908993,1022.9940764999999,60.5
1663466400000,2022-09-18 02:00:00,ATOM/EUR,15.898909,16.026005,15.661083,15.93918,916.50285,57.5
1663462800000,2022-09-18 01:00:00,ATOM/EUR,15.790909,16.292348,15.630951,15.88725,713.337525,44.9
1663459200000,2022-09-18 00:00:00,ATOM/EUR,16.510215,16.510215,15.706647,16.360033,935.2137035697045,57.1645365
1663455600000,2022-09-17 23:00:00,ATOM/EUR,16.459112,16.559054,16.287508,16.333169,773.8247142975,47.3775
1663452000000,2022-09-17 22:00:00,ATOM/EUR,16.603358,16.61375,16.138619,16.451495,656.4146505,39.9
1663448400000,2022-09-17 21:00:00,ATOM/EUR,16.62347,16.7082,16.40133,16.40133,746.260515,45.5
1663444800000,2022-09-17 20:00:00,ATOM/EUR,16.594969,16.823452,15.853273,16.655021,936.0121802000001,56.2
1663441200000,2022-09-17 19:00:00,ATOM/EUR,15.845897,16.787252,15.768694,16.498085,798.507314,48.4
1663437600000,2022-09-17 18:00:00,ATOM/EUR,16.39625,16.687661,15.847966,15.847966,690.9713176,43.6
1663434000000,2022-09-17 17:00:00,ATOM/EUR,16.491335,16.610405,16.325171,16.440118,531.0158113999998,32.3
1663430400000,2022-09-17 16:00:00,ATOM/EUR,16.251882,16.757556,16.073516,16.432883,772.345501,47.0
1663426800000,2022-09-17 15:00:00,ATOM/EUR,16.606038,16.677429,16.038784,16.677429,848.8811360999999,50.9
1663423200000,2022-09-17 14:00:00,ATOM/EUR,16.044027,16.650881,16.044027,16.268831,743.4855767,45.7
1663419600000,2022-09-17 13:00:00,ATOM/EUR,16.405442,16.718839,16.090352,16.674122,1217.210906,73.0
1663416000000,2022-09-17 12:00:00,ATOM/EUR,16.464451,16.576909,16.156507,16.532432,806.7749077198249,48.79952978
1663412400000,2022-09-17 11:00:00,ATOM/EUR,16.523214,16.742313,16.288966,16.414707,768.2082876,46.8
1663408800000,2022-09-17 10:00:00,ATOM/EUR,16.872942,16.872942,16.148646,16.596558,899.5334436000002,54.2
1663405200000,2022-09-17 09:00:00,ATOM/EUR,16.381764,16.862655,16.055326,16.85801,1047.9802904722449,62.1651245
1663401600000,2022-09-17 08:00:00,ATOM/EUR,15.992632,16.538655,15.763767,16.355246,1107.2501542000002,67.7
1663398000000,2022-09-17 07:00:00,ATOM/EUR,16.125465,16.269985,15.328597,15.762584,989.8902752,62.8
1663394400000,2022-09-17 06:00:00,ATOM/EUR,16.220585,16.555968,15.702125,15.775368,649.9451616,41.2
1663390800000,2022-09-17 05:00:00,ATOM/EUR,16.209187,16.685773,15.764566,15.764566,974.2501788,61.8
1663387200000,2022-09-17 04:00:00,ATOM/EUR,16.303151,16.303151,15.988971,16.249645,669.4853740000001,41.2
1663383600000,2022-09-17 03:00:00,ATOM/EUR,16.303528,16.314719,15.821279,16.253139,549.3560982,33.8
1663380000000,2022-09-17 02:00:00,ATOM/EUR,16.426257,16.530944,15.997146,16.278654,774.8639304,47.6
1663376400000,2022-09-17 01:00:00,ATOM/EUR,16.470275,16.615377,15.500897,16.465605,879.5637703721037,53.41824794
1663372800000,2022-09-17 00:00:00,ATOM/EUR,16.663011,16.691195,16.40088,16.59582,804.8972699999999,48.5
1663369200000,2022-09-16 23:00:00,ATOM/EUR,16.387396,16.716795,16.305595,16.624991,907.7245086000001,54.6
1663365600000,2022-09-16 22:00:00,ATOM/EUR,16.570279,16.692668,16.1686,16.334589,1029.079107,63.0
1663362000000,2022-09-16 21:00:00,ATOM/EUR,15.499741,16.679637,15.359669,16.566187,974.6433069922299,58.83329139
1663358400000,2022-09-16 20:00:00,ATOM/EUR,16.121813,16.250622,15.371951,16.168867,716.2808081,44.3
1663354800000,2022-09-16 19:00:00,ATOM/EUR,15.697524,16.135811,15.339462,15.974184,734.812464,46.0
1663351200000,2022-09-16 18:00:00,ATOM/EUR,15.284386,16.09295,15.211107,15.671183,1006.636018337091,64.23484547
1663347600000,2022-09-16 17:00:00,ATOM/EUR,16.222687,16.536992,15.63289,15.865949,893.2529287,56.3
1663344000000,2022-09-16 16:00:00,ATOM/EUR,16.071244,16.296586,15.627373,15.824968,848.2182848,53.6
1663340400000,2022-09-16 15:00:00,ATOM/EUR,16.089615,16.348853,16.042946,16.188072,1346.4758452482617,83.17703586
1663336800000,2022-09-16 14:00:00,ATOM/EUR,15.580802,16.33288,15.322613,15.496969,722.9560182010525,46.65144637
1663333200000,2022-09-16 13:00:00,ATOM/EUR,15.772521,15.873221,15.15545,15.483332,962.0406859433906,62.13395708
1663329600000,2022-09-16 12:00:00,ATOM/EUR,15.598542,15.984564,15.490512,15.81541,946.6218989200363,59.85440143
1663326000000,2022-09-16 11:00:00,ATOM/EUR,14.818696,15.941419,14.818696,15.533204,966.294551929723,62.20832173
1663322400000,2022-09-16 10:00:00,ATOM/EUR,15.054992,15.138456,14.792597,15.039783,797.1084989999999,53.0
1663318800000,2022-09-16 09:00:00,ATOM/EUR,14.777395,15.126786,14.774614,15.126786,835.6925185240711,55.24587434
1663315200000,2022-09-16 08:00:00,ATOM/EUR,14.879578,15.130771,14.732336,14.732336,853.1314186826464,57.9087674
1663311600000,2022-09-16 07:00:00,ATOM/EUR,14.875335,15.110122,14.657867,14.872381,731.9925355161452,49.21824794
1663308000000,2022-09-16 06:00:00,ATOM/EUR,15.136746,15.161198,14.677158,14.933677,672.7115861077398,45.04661418
1663304400000,2022-09-16 05:00:00,ATOM/EUR,14.713156,15.340275,14.713156,15.120006,677.55541546949,44.81184832
1663300800000,2022-09-16 04:00:00,ATOM/EUR,15.278743,15.278743,14.713695,15.07954,781.1201719999999,51.8
1663297200000,2022-09-16 03:00:00,ATOM/EUR,15.20872,15.20872,14.907275,15.20872,1142.5766611359247,75.12641834
1663293600000,2022-09-16 02:00:00,ATOM/EUR,15.338567,15.338567,14.909108,15.21335,862.596945,56.7
1663290000000,2022-09-16 01:00:00,ATOM/EUR,15.292725,15.383778,15.080257,15.239586,617.203233,40.5
1663286400000,2022-09-16 00:00:00,ATOM/EUR,14.960402,15.41954,14.697875,15.41954,875.8298719999999,56.8
1663282800000,2022-09-15 23:00:00,ATOM/EUR,15.111541,15.35176,14.924914,15.088603,775.5541942,51.4
1663279200000,2022-09-15 22:00:00,ATOM/EUR,15.399299,15.502551,15.194784,15.336592,772.9642368,50.4
1663275600000,2022-09-15 21:00:00,ATOM/EUR,15.286238,15.59867,15.074044,15.416388,843.2764236,54.7
1663272000000,2022-09-15 20:00:00,ATOM/EUR,15.130033,15.396639,14.990443,15.371308,714.7658220000001,46.5
1663268400000,2022-09-15 19:00:00,ATOM/EUR,15.4005,15.4005,14.608929,15.213963,829.1609834999999,54.5
1663264800000,2022-09-15 18:00:00,ATOM/EUR,14.982754,15.387803,14.845625,14.845625,643.430319237425,43.34140996
1663261200000,2022-09-15 17:00:00,ATOM/EUR,15.086172,15.147022,14.663792,15.03539,723.202259,48.1
1663257600000,2022-09-15 16:00:00,ATOM/EUR,15.060007,15.060663,14.539102,15.060663,763.5756141,50.7
1663254000000,2022-09-15 15:00:00,ATOM/EUR,14.819622,15.095731,14.254003,14.809412,783.9614341339535,52.93670229
