https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume XVS,Volume USDT
1659484800,2022-08-03 00:00:00,XVS/USDT,6.55,6.73,6.3696,6.431,4457.3107,29557.14721018
1659398400,2022-08-02 00:00:00,XVS/USDT,6.5025,6.9587,6.1801,6.55,8091.3674,53074.23324181
1659312000,2022-08-01 00:00:00,XVS/USDT,6.4081,6.7228,6.117,6.46,2006.9782,12861.23592961
1659225600,2022-07-31 00:00:00,XVS/USDT,6.7443,7.2938,6.3869,6.4,5371.3452,36862.87885211
1659139200,2022-07-30 00:00:00,XVS/USDT,7.6247,7.9039,6.55,6.739,23845.8386,168922.59868345
1659052800,2022-07-29 00:00:00,XVS/USDT,5.5748,8.7321,5.4378,7.618,86625.81069657,627355.880951451354
1658966400,2022-07-28 00:00:00,XVS/USDT,5.2789,5.7309,5.2421,5.59,7362.3431,41150.31703016
1658880000,2022-07-27 00:00:00,XVS/USDT,4.973,5.2704,4.965,5.245,1000.2064,5079.35870149
1658793600,2022-07-26 00:00:00,XVS/USDT,5.088,5.088,4.775,4.936,1671.8533,8238.16625721
1658707200,2022-07-25 00:00:00,XVS/USDT,5.36,5.36,5.08,5.0994,3593.1431,18585.71449622
1658620800,2022-07-24 00:00:00,XVS/USDT,5.4019,5.4765,5.3432,5.36,2033.0351,10995.81695825
1658534400,2022-07-23 00:00:00,XVS/USDT,5.35,5.5023,5.2653,5.3712,3833.6979,20491.96059199
1658448000,2022-07-22 00:00:00,XVS/USDT,5.479,5.5255,5.27,5.352,3727.2381,20279.2980211
1658361600,2022-07-21 00:00:00,XVS/USDT,5.3783,5.5023,5.215,5.479,6092.7538,32460.78453481
1658275200,2022-07-20 00:00:00,XVS/USDT,5.5289,5.8716,5.3321,5.3783,5969.022,32750.19236256
1658188800,2022-07-19 00:00:00,XVS/USDT,5.44,5.634,5.29,5.51,4464.70392606,24560.56531330848
1658102400,2022-07-18 00:00:00,XVS/USDT,5.159,5.4893,5.159,5.44,3102.2657,16627.16684281
1658016000,2022-07-17 00:00:00,XVS/USDT,5.215,5.3189,5.0751,5.14,1438.8016,7450.8468205
1657929600,2022-07-16 00:00:00,XVS/USDT,5.145,5.2901,5.039,5.1886,944.1135,4880.14616241
1657843200,2022-07-15 00:00:00,XVS/USDT,5.1697,5.258,5.0818,5.145,2420.9442,12491.71934771
1657756800,2022-07-14 00:00:00,XVS/USDT,5.0512,5.237,4.918,5.1898,3060.1902,15517.10511567
1657670400,2022-07-13 00:00:00,XVS/USDT,4.6355,5.147,4.6324,5.08,4281.1853,21070.10252974
1657584000,2022-07-12 00:00:00,XVS/USDT,4.794,4.8431,4.643,4.6589,2450.8316,11605.88458803
1657497600,2022-07-11 00:00:00,XVS/USDT,5.0848,5.0887,4.794,4.8192,3530.0963,17661.7412323
1657411200,2022-07-10 00:00:00,XVS/USDT,5.2547,5.2547,5.08,5.1097,1753.5205,9043.95974803
1657324800,2022-07-09 00:00:00,XVS/USDT,5.16,5.382,5.16,5.2563,3509.8275,18461.63407568
1657238400,2022-07-08 00:00:00,XVS/USDT,5.23,5.41,5.08,5.17,11097.6615,57480.55722557
1657152000,2022-07-07 00:00:00,XVS/USDT,5.0593,5.3227,5.013,5.2317,1609.04236351,8321.665237581822
1657065600,2022-07-06 00:00:00,XVS/USDT,4.922,5.1178,4.92,5.061,3195.0481976,16146.785281731283
1656979200,2022-07-05 00:00:00,XVS/USDT,5.02,5.1217,4.7623,4.912,1892.62608707,9418.440975748974
1656892800,2022-07-04 00:00:00,XVS/USDT,4.728,5.508,4.634,5.0195,12630.61554126,63997.164688094162
1656806400,2022-07-03 00:00:00,XVS/USDT,4.6033,4.739,4.467,4.7052,2114.88340341,9693.86777088436
1656720000,2022-07-02 00:00:00,XVS/USDT,4.6963,4.709,4.5887,4.6209,2088.83526052,9644.52273151503
1656633600,2022-07-01 00:00:00,XVS/USDT,4.81,5.639,4.6772,4.719,24415.05595127,125575.659292648864
1656547200,2022-06-30 00:00:00,XVS/USDT,4.725,5.0049,4.445,4.8287,10012.68512516,46717.28405681581
1656460800,2022-06-29 00:00:00,XVS/USDT,4.6965,4.8791,4.5725,4.739,9589.21986251,45639.504686929372
1656374400,2022-06-28 00:00:00,XVS/USDT,4.912,4.9486,4.6824,4.6824,4714.71941266,22920.961535757997
1656288000,2022-06-27 00:00:00,XVS/USDT,4.8,5.05,4.775,4.912,2568.49139016,12632.195349461999
1656201600,2022-06-26 00:00:00,XVS/USDT,5.0296,5.2099,4.808,4.808,3939.34371588,19735.523794180383
1656115200,2022-06-25 00:00:00,XVS/USDT,5.189,5.2694,4.96,5.0196,4568.74805877,23187.559023103978
1656028800,2022-06-24 00:00:00,XVS/USDT,5.0483,5.3133,4.973,5.1899,3282.51740761,16866.067149144424
1655942400,2022-06-23 00:00:00,XVS/USDT,4.85,5.2166,4.842,5.0483,3877.5147114,19709.200743148255
1655856000,2022-06-22 00:00:00,XVS/USDT,4.782,5.114,4.7089,4.865,6018.33601285,29442.255739892066
1655769600,2022-06-21 00:00:00,XVS/USDT,5.0683,5.1599,4.777,4.792,3834.48939623,19038.122634175057
1655683200,2022-06-20 00:00:00,XVS/USDT,4.303,5.4797,4.1735,5.088,24593.66989216,122736.49853255369
1655596800,2022-06-19 00:00:00,XVS/USDT,4.06,4.387,3.989,4.313,3382.56470092,14363.961096940315
1655510400,2022-06-18 00:00:00,XVS/USDT,4.153,4.188,3.8006,4.078,1957.42113462,7676.818035778383
1655424000,2022-06-17 00:00:00,XVS/USDT,4.0435,4.61,3.996,4.163,1904.67110968,7940.408122798102
1655337600,2022-06-16 00:00:00,XVS/USDT,4.5,4.569,4.0131,4.033,2237.79459038,9451.971762581969
1655251200,2022-06-15 00:00:00,XVS/USDT,4.176,4.5133,3.792,4.499,5688.29961595,23096.894299860864
1655164800,2022-06-14 00:00:00,XVS/USDT,3.883,4.207,3.618,4.183,3882.81125521,15551.72337645692
1655078400,2022-06-13 00:00:00,XVS/USDT,4.305,4.347,3.8,3.888,9278.32495282,37796.13638529573
1654992000,2022-06-12 00:00:00,XVS/USDT,4.452,4.635,4.044,4.308,5291.70424958,23119.08170214416
1654905600,2022-06-11 00:00:00,XVS/USDT,4.699,4.841,4.354,4.452,13594.55309669,61216.52835373274
1654819200,2022-06-10 00:00:00,XVS/USDT,4.999,5.074,4.436,4.697,4402.09308806,21086.69020580331
1654732800,2022-06-09 00:00:00,XVS/USDT,4.934,5.153,4.876,5.004,4696.96910704,23559.45053059408
1654646400,2022-06-08 00:00:00,XVS/USDT,5.817,7.13,4.876,4.904,88637.45992797,503758.76987107461
1654560000,2022-06-07 00:00:00,XVS/USDT,4.589,6.6,4.359,5.812,40705.78168443,223164.07883996017
1654473600,2022-06-06 00:00:00,XVS/USDT,4.54,4.861,4.503,4.598,5139.96040883,24009.9942687584
1654387200,2022-06-05 00:00:00,XVS/USDT,4.69,4.72,4.471,4.527,2806.31964705,12769.62127486671
1654300800,2022-06-04 00:00:00,XVS/USDT,4.56,4.731,4.453,4.721,2096.82837016,9721.9502096455
1654214400,2022-06-03 00:00:00,XVS/USDT,4.91,5.032,4.52,4.56,3492.10552316,16525.26760296997
1654128000,2022-06-02 00:00:00,XVS/USDT,4.605,4.91,4.316,4.881,8385.48358457,38945.46579798045
1654041600,2022-06-01 00:00:00,XVS/USDT,5.04,5.04,4.45,4.632,3137.57845561,15126.99070608663
1653955200,2022-05-31 00:00:00,XVS/USDT,4.949,5.422,4.825,5.04,9238.3890681,46194.54681210798
1653868800,2022-05-30 00:00:00,XVS/USDT,4.632,5.485,4.605,4.973,14837.9915408,73869.81086277175
1653782400,2022-05-29 00:00:00,XVS/USDT,4.419,4.761,4.419,4.661,8974.44147295,41332.14970271497
1653696000,2022-05-28 00:00:00,XVS/USDT,4.202,4.449,4.195,4.412,2831.2646645,12329.15645507694
1653609600,2022-05-27 00:00:00,XVS/USDT,4.468,4.476,4.12,4.202,8796.0156505,37596.67312244867
1653523200,2022-05-26 00:00:00,XVS/USDT,4.621,4.672,4.167,4.402,17468.26881668,78285.39670640345
1653436800,2022-05-25 00:00:00,XVS/USDT,4.731,4.96,4.572,4.59,13049.73712739,61389.24470648653
1653350400,2022-05-24 00:00:00,XVS/USDT,4.65,4.837,4.46,4.691,8798.63639867,41337.47022076376
1653264000,2022-05-23 00:00:00,XVS/USDT,4.93,5.125,4.588,4.671,13098.81870526,64574.26634539952
1653177600,2022-05-22 00:00:00,XVS/USDT,4.777,5.498,4.71,4.94,9624.70334724,47029.69144020354
1653091200,2022-05-21 00:00:00,XVS/USDT,4.915,5.08,4.713,4.829,14699.20097995,71100.93802980226
1653004800,2022-05-20 00:00:00,XVS/USDT,6.04,6.128,4.68,4.92,19354.8494467,102246.99309084598
1652918400,2022-05-19 00:00:00,XVS/USDT,4.338,6.68,4.334,5.998,94621.94643733,550346.55822248526
1652832000,2022-05-18 00:00:00,XVS/USDT,4.742,4.784,4.28,4.32,2820.60115419,12733.9937518431
1652745600,2022-05-17 00:00:00,XVS/USDT,4.539,5.189,4.491,4.731,10463.65098263,50287.9661758853
1652659200,2022-05-16 00:00:00,XVS/USDT,4.992,5.04,4.48,4.551,4105.01603417,18967.96888185766
1652572800,2022-05-15 00:00:00,XVS/USDT,4.59,5,4.499,5,3015.69459817,14325.30053477051
1652486400,2022-05-14 00:00:00,XVS/USDT,4.221,4.629,4.131,4.59,5862.8111515,25683.05168639094
1652400000,2022-05-13 00:00:00,XVS/USDT,3.613,4.775,3.603,4.247,18966.39374827,79412.53381157994
1652313600,2022-05-12 00:00:00,XVS/USDT,3.665,3.9,3.24,3.63,36288.26401568,129199.07337075725
1652227200,2022-05-11 00:00:00,XVS/USDT,5.34,5.461,3.08,3.664,57662.72788461,238996.43920605893
1652140800,2022-05-10 00:00:00,XVS/USDT,5.151,5.832,4.23,5.34,57753.55447591,291073.83298941191
1652054400,2022-05-09 00:00:00,XVS/USDT,6.902,6.951,5.124,5.124,19753.84715354,120254.35073903516
1651968000,2022-05-08 00:00:00,XVS/USDT,7.415,7.453,6.48,6.918,16032.1208087,109397.56857518302
1651881600,2022-05-07 00:00:00,XVS/USDT,7.54,7.701,7.29,7.44,3734.51337985,27925.18538997592
1651795200,2022-05-06 00:00:00,XVS/USDT,7.599,7.68,7.244,7.525,7377.18343847,55290.9402614621
1651708800,2022-05-05 00:00:00,XVS/USDT,8.547,8.572,7.335,7.573,6692.32806007,53593.37934594455
1651622400,2022-05-04 00:00:00,XVS/USDT,7.773,8.575,7.76,8.479,9040.86188211,74053.31645873031
1651536000,2022-05-03 00:00:00,XVS/USDT,7.865,8.05,7.711,7.766,3156.08946116,24871.27091672405
1651449600,2022-05-02 00:00:00,XVS/USDT,8.027,8.12,7.597,7.868,4355.4230983,34308.90122930039
1651363200,2022-05-01 00:00:00,XVS/USDT,7.656,8.149,7.263,8.018,10751.95138322,82840.31685832718
1651276800,2022-04-30 00:00:00,XVS/USDT,9.302,9.38,7.677,7.677,9477.18832996,78727.14831867698
1651190400,2022-04-29 00:00:00,XVS/USDT,9.722,9.758,9.283,9.328,3073.59102252,29060.53171448846
1651104000,2022-04-28 00:00:00,XVS/USDT,9.631,9.856,8.635,9.727,13521.61912533,129375.78140989066
1651017600,2022-04-27 00:00:00,XVS/USDT,9.51,9.745,9.391,9.639,2886.74155247,27756.25483432563
1650931200,2022-04-26 00:00:00,XVS/USDT,9.994,10.287,9.293,9.522,9009.03563694,86930.4885147862
1650844800,2022-04-25 00:00:00,XVS/USDT,10.382,10.403,9.36,9.981,8944.23478137,87345.35380164404
1650758400,2022-04-24 00:00:00,XVS/USDT,10.892,11.5,10.369,10.369,5934.03195721,63476.52903825351
1650672000,2022-04-23 00:00:00,XVS/USDT,11.071,11.8,10.665,10.916,13748.01711309,151989.40492921644
1650585600,2022-04-22 00:00:00,XVS/USDT,10.327,11.5,10.25,11.073,12637.98482073,136247.19953352069
1650499200,2022-04-21 00:00:00,XVS/USDT,10.773,11.2,10.324,10.341,9664.90238083,105215.23335589275
1650412800,2022-04-20 00:00:00,XVS/USDT,10.771,11.72,10.475,10.771,14764.59366288,163363.63392635594
1650326400,2022-04-19 00:00:00,XVS/USDT,10.142,11.13,10.06,10.729,13956.66401282,146516.29740298341
1650240000,2022-04-18 00:00:00,XVS/USDT,9.735,10.365,9.422,10.15,22132.6433339,218163.20594756387
1650153600,2022-04-17 00:00:00,XVS/USDT,10.119,10.151,9.719,9.74,2992.00447258,29931.94214655088
1650067200,2022-04-16 00:00:00,XVS/USDT,10.209,10.253,9.95,10.131,2922.44909034,29430.21675932374
1649980800,2022-04-15 00:00:00,XVS/USDT,9.916,10.33,9.882,10.23,4804.24440756,48707.30006509756
1649894400,2022-04-14 00:00:00,XVS/USDT,10.247,10.765,9.866,9.905,12291.50843989,126285.34658187298
1649808000,2022-04-13 00:00:00,XVS/USDT,9.719,10.975,9.56,10.247,5080.13699302,50589.2567935901
1649721600,2022-04-12 00:00:00,XVS/USDT,9.337,10.181,9.262,9.671,11647.54038975,113186.2091338732
1649635200,2022-04-11 00:00:00,XVS/USDT,10.665,10.709,9.29,9.337,16547.73550628,163088.48979313772
1649548800,2022-04-10 00:00:00,XVS/USDT,11.27,11.35,10.676,10.709,14928.03686636,166536.74234423533
1649462400,2022-04-09 00:00:00,XVS/USDT,11.039,11.49,11.039,11.285,7541.55804409,84894.12587798765
1649376000,2022-04-08 00:00:00,XVS/USDT,11.936,12.085,11,11.093,9491.12008668,110047.13379861055
1649289600,2022-04-07 00:00:00,XVS/USDT,11.379,12.861,11.268,11.963,17945.93067078,216678.47112999242
1649203200,2022-04-06 00:00:00,XVS/USDT,12.621,12.621,11.346,11.38,17081.63016495,202215.90162777042
1649116800,2022-04-05 00:00:00,XVS/USDT,12.405,13.962,12.265,12.607,20712.80710656,271340.02372932391
1649030400,2022-04-04 00:00:00,XVS/USDT,12.83,13.05,11.9,12.425,10081.332314,125415.87489757993
1648944000,2022-04-03 00:00:00,XVS/USDT,13.102,13.752,12.458,12.83,12814.19268457,167576.11997913449
1648857600,2022-04-02 00:00:00,XVS/USDT,15.808,16.861,13.002,13.102,32495.10189213,476954.84331092285
1648771200,2022-04-01 00:00:00,XVS/USDT,11.791,15.899,11.188,15.829,55639.35370166,755533.1676690566
1648684800,2022-03-31 00:00:00,XVS/USDT,11.216,13.118,11.214,11.791,21938.97691124,261830.57401422077
1648598400,2022-03-30 00:00:00,XVS/USDT,11.07,11.434,10.926,11.269,5861.31603603,65880.80865730394
1648512000,2022-03-29 00:00:00,XVS/USDT,10.74,11.386,10.501,11.076,5573.57780713,61011.97735483656
1648425600,2022-03-28 00:00:00,XVS/USDT,10.88,11.5,10.67,10.766,12017.41123987,131587.28749312714
1648339200,2022-03-27 00:00:00,XVS/USDT,10.217,10.982,10.022,10.942,10390.81108255,108846.84194187306
1648252800,2022-03-26 00:00:00,XVS/USDT,9.969,10.3,9.813,10.214,6802.52971247,68572.08866031121
1648166400,2022-03-25 00:00:00,XVS/USDT,10.4,10.598,9.836,9.99,9873.8145412,100883.45728475951
1648080000,2022-03-24 00:00:00,XVS/USDT,9.5,10.77,9.442,10.409,15871.51277106,158909.38114801877
1647993600,2022-03-23 00:00:00,XVS/USDT,9.36,10.381,9.183,9.481,6820.48625174,64250.548522569
1647907200,2022-03-22 00:00:00,XVS/USDT,9.346,9.785,9.21,9.37,4545.94194136,43363.33602374996
1647820800,2022-03-21 00:00:00,XVS/USDT,8.96,9.786,8.91,9.346,11148.00637486,104581.68705641036
1647734400,2022-03-20 00:00:00,XVS/USDT,9.112,9.681,8.762,8.933,3414.83816699,31683.07991906534
1647648000,2022-03-19 00:00:00,XVS/USDT,8.75,9.632,8.672,9.155,5242.74962551,47325.06962523244
1647561600,2022-03-18 00:00:00,XVS/USDT,8.78,8.78,8.436,8.739,2996.81831947,25754.08338377575
1647475200,2022-03-17 00:00:00,XVS/USDT,8.58,9.29,8.54,8.785,4889.05681635,43321.13457264634
1647388800,2022-03-16 00:00:00,XVS/USDT,8.474,8.715,8.285,8.525,1726.77278252,14650.27164913675
1647302400,2022-03-15 00:00:00,XVS/USDT,8.48,8.54,7.975,8.495,1670.67256982,13883.6282965221
1647216000,2022-03-14 00:00:00,XVS/USDT,8.226,8.56,8.145,8.48,1780.27819588,14789.65412557674
1647129600,2022-03-13 00:00:00,XVS/USDT,8.57,8.665,7.74,8.235,4112.4334156,34613.68994126991
1647043200,2022-03-12 00:00:00,XVS/USDT,8.565,8.949,8.556,8.58,1001.15468705,8772.04696358245
1646956800,2022-03-11 00:00:00,XVS/USDT,8.498,8.871,8.306,8.55,3903.15460858,33602.64778813804
1646870400,2022-03-10 00:00:00,XVS/USDT,8.914,8.966,8.335,8.526,2262.44640142,19307.82982928853
1646784000,2022-03-09 00:00:00,XVS/USDT,8.594,9.184,8.58,8.924,2413.2154763,21634.03123904876
1646697600,2022-03-08 00:00:00,XVS/USDT,8.38,8.661,8.306,8.584,2566.02749338,21907.33447662746
1646611200,2022-03-07 00:00:00,XVS/USDT,8.453,8.864,8.156,8.405,4857.27564326,41205.29887883045
1646524800,2022-03-06 00:00:00,XVS/USDT,8.844,8.976,8.434,8.46,2840.41206057,24682.20975799964
1646438400,2022-03-05 00:00:00,XVS/USDT,8.535,9.782,8.416,8.83,6347.11350462,55744.78121981086
1646352000,2022-03-04 00:00:00,XVS/USDT,9.316,10.009,8.51,8.555,6023.93099547,55033.93136443422
1646265600,2022-03-03 00:00:00,XVS/USDT,9.829,9.911,9.132,9.322,4608.94052304,44267.52972213015
1646179200,2022-03-02 00:00:00,XVS/USDT,9.34,11.488,8.986,9.809,20829.78591373,217792.32853759934
1646092800,2022-03-01 00:00:00,XVS/USDT,9.34,9.632,9.12,9.362,4310.77612982,40130.84623333789
1646006400,2022-02-28 00:00:00,XVS/USDT,8.4,9.369,8.304,9.338,5788.07211468,52163.02337384402
1645920000,2022-02-27 00:00:00,XVS/USDT,8.933,9.18,8.212,8.4,5888.06263039,50911.06180958931
1645833600,2022-02-26 00:00:00,XVS/USDT,9.196,9.475,8.896,8.979,4417.11929986,40229.54760036378
1645747200,2022-02-25 00:00:00,XVS/USDT,8.942,9.29,8.551,9.194,8438.15409662,74687.80491489698
1645660800,2022-02-24 00:00:00,XVS/USDT,8.326,9.388,7.428,8.948,15465.29615711,129384.44315570274
1645574400,2022-02-23 00:00:00,XVS/USDT,8.624,9.127,8.326,8.353,3197.63520642,28066.02712307118
1645488000,2022-02-22 00:00:00,XVS/USDT,8.685,8.745,8.118,8.69,5827.31796596,49282.15216152463
1645401600,2022-02-21 00:00:00,XVS/USDT,8.95,10.038,8.614,8.677,10458.95731809,98455.28289968173
1645315200,2022-02-20 00:00:00,XVS/USDT,9.972,10.26,8.846,8.974,6542.80636337,61030.46911514021
1645228800,2022-02-19 00:00:00,XVS/USDT,10.337,10.53,9.58,9.939,4540.72203634,45937.42489998129
1645142400,2022-02-18 00:00:00,XVS/USDT,11.436,12.095,9.938,10.399,18509.19756884,204342.45841097529
1645056000,2022-02-17 00:00:00,XVS/USDT,11.731,14.354,11.362,11.436,58086.17351928,744337.51837954117
1644969600,2022-02-16 00:00:00,XVS/USDT,9.856,12.777,9.743,11.734,69025.67184963,806143.14455645287
1644883200,2022-02-15 00:00:00,XVS/USDT,9.59,9.99,9.482,9.857,10260.66422765,99619.18345449169
1644796800,2022-02-14 00:00:00,XVS/USDT,8.71,11,8.563,9.59,48568.26901883,465500.28172374315
1644710400,2022-02-13 00:00:00,XVS/USDT,8.943,9.064,8.6,8.71,3145.1340616,27637.79624050469
1644624000,2022-02-12 00:00:00,XVS/USDT,8.906,9.25,8.77,8.932,2940.25294529,26384.12099486532
1644537600,2022-02-11 00:00:00,XVS/USDT,9.722,10.06,8.82,8.883,3577.88247854,33973.48623602008
1644451200,2022-02-10 00:00:00,XVS/USDT,10.07,10.899,9.601,9.73,5671.26522056,57505.22140658044
1644364800,2022-02-09 00:00:00,XVS/USDT,9.777,10.399,9.603,10.069,3401.82156786,33799.6679632772
1644278400,2022-02-08 00:00:00,XVS/USDT,10.38,10.381,9.262,9.73,5054.40609485,49912.83835078987
1644192000,2022-02-07 00:00:00,XVS/USDT,8.875,11.7,8.769,10.37,10390.13946187,105231.68810742572
1644105600,2022-02-06 00:00:00,XVS/USDT,8.667,8.956,8.485,8.883,1364.00224466,11916.70066789853
1644019200,2022-02-05 00:00:00,XVS/USDT,8.723,9.077,8.457,8.686,3102.6064384,27057.28606456569
1643932800,2022-02-04 00:00:00,XVS/USDT,8.146,8.778,8.051,8.766,6542.35081493,55142.44354944732
1643846400,2022-02-03 00:00:00,XVS/USDT,7.805,8.213,7.611,8.169,2323.15442222,18439.59492136943
1643760000,2022-02-02 00:00:00,XVS/USDT,8.111,8.204,7.762,7.833,715.51464896,5717.86255647262
1643673600,2022-02-01 00:00:00,XVS/USDT,7.965,8.348,7.896,8.116,774.53641546,6280.5002343078
1643587200,2022-01-31 00:00:00,XVS/USDT,7.792,7.99,7.549,7.917,1301.63732582,10103.8868809061
1643500800,2022-01-30 00:00:00,XVS/USDT,8.244,8.427,7.65,7.823,2632.83492488,20800.62184736065
1643414400,2022-01-29 00:00:00,XVS/USDT,8.415,8.685,8.111,8.242,1739.75058275,14475.16127451064
1643328000,2022-01-28 00:00:00,XVS/USDT,8.416,8.999,8.205,8.415,6052.57134699,51220.06580329201
1643241600,2022-01-27 00:00:00,XVS/USDT,7.973,8.43,7.613,8.365,5923.88156839,47400.61470142115
1643155200,2022-01-26 00:00:00,XVS/USDT,8.084,8.732,7.686,7.974,4357.52104361,36169.84443095686
1643068800,2022-01-25 00:00:00,XVS/USDT,7.877,8.285,7.587,8.084,2835.26753071,22352.17401684779
1642982400,2022-01-24 00:00:00,XVS/USDT,8.135,8.332,6.672,7.904,7615.10982513,55760.81058803382
1642896000,2022-01-23 00:00:00,XVS/USDT,7.622,8.596,7.59,8.146,4810.15248469,39135.86344385829
1642809600,2022-01-22 00:00:00,XVS/USDT,9.891,10.127,6.64,7.558,9283.46150173,73917.93018516254
1642723200,2022-01-21 00:00:00,XVS/USDT,11.341,11.5,9.783,9.976,6164.59998596,64627.74194107378
1642636800,2022-01-20 00:00:00,XVS/USDT,12.512,12.947,11.322,11.356,2976.17976062,36105.25508505205
1642550400,2022-01-19 00:00:00,XVS/USDT,13.088,13.128,12.122,12.567,1842.7036672,22938.87771340551
